FID,SHAPE,BEZIRK,KREUZUNG,SE_SDO_ROWID,SE_ANNO_CAD_DATA
AMPELOGD.fid-7d8850_14a347986c2_3522,POINT (16.339030352444812 48.19839477378216),7,Neubaugürtel-Stollg.,916,
AMPELOGD.fid-7d8850_14a347986c2_3523,POINT (16.504262612407775 48.2156837236267),22,Gr.Enzersdorfer Str.-Flugfeldstr.,922,
AMPELOGD.fid-7d8850_14a347986c2_3524,POINT (16.322874334959344 48.22408584186614),17,Wattg.-Lidlg./Richthausenstr.,924,
AMPELOGD.fid-7d8850_14a347986c2_3525,POINT (16.415996227190057 48.23169623293739),22,Wagramer Str.-Schüttaustr.,925,
AMPELOGD.fid-7d8850_14a347986c2_3526,POINT (16.47984721325845 48.217430257584674),22,Langobardenstr.-Oberdorfstr.,927,
AMPELOGD.fid-7d8850_14a347986c2_3527,POINT (16.291640773019733 48.1623768369969),13,Rosenhügelstr.-Atzgersd. Str./Wundtg.,930,
AMPELOGD.fid-7d8850_14a347986c2_3528,POINT (16.221827379804974 48.20720930790009),14,Wientalstr.-Albert -Schweitzer-G.,932,
AMPELOGD.fid-7d8850_14a347986c2_3529,POINT (16.346869611716574 48.148942233286384),23,Pfarrg.-Kolbeg.,933,
AMPELOGD.fid-7d8850_14a347986c2_352a,POINT (16.45576995669146 48.264614544776),22,Wagramer Str.-Julius Ficker Str.,936,
AMPELOGD.fid-7d8850_14a347986c2_352b,POINT (16.32034216336126 48.1689173953532),12,Breitenfurter Str.-Schneiderhang.,937,
AMPELOGD.fid-7d8850_14a347986c2_352c,POINT (16.322437443823823 48.19880715348478),15,Hütteldorfer Str.-ON 52-62,940,
AMPELOGD.fid-7d8850_14a347986c2_352d,POINT (16.40459239398227 48.184796271057806),11,Simmeringer Hptstr.-Gleisverschwenk,941,
AMPELOGD.fid-7d8850_14a347986c2_352e,POINT (16.339222284815275 48.21760815249856),17,Jörgerstr.-Veronikag./Martinstr.,944,
AMPELOGD.fid-7d8850_14a347986c2_352f,POINT (16.31712107788183 48.14133935530676),23,Erlaaer Str.-Meischlg.,946,
AMPELOGD.fid-7d8850_14a347986c2_3530,POINT (16.47284827909648 48.27465934086631),22,Wr. Nordrandstr.-Wagramer Str.,947,
AMPELOGD.fid-7d8850_14a347986c2_3531,POINT (16.359209397894713 48.21420195097062),9,Universitätsstr.-Reichsratsstr.,948,
AMPELOGD.fid-7d8850_14a347986c2_3532,POINT (16.35812490403292 48.17737727270936),10,Knöllg.-Quellenstr.,949,
AMPELOGD.fid-7d8850_14a347986c2_3533,POINT (16.312558584914328 48.19307821500344),14,Linzer Str.-ON 57-67,951,
AMPELOGD.fid-7d8850_14a347986c2_3534,POINT (16.40837024929781 48.25496541099232),21,Donaufelder Str.-Schloßhofer Str./Hoßpl.,954,
AMPELOGD.fid-7d8850_14a347986c2_3535,POINT (16.4003372112257 48.223223897816),2,Lassallestr.-Radinger Str.,958,
AMPELOGD.fid-7d8850_14a347986c2_3536,POINT (16.497610026462798 48.25120376012574),22,Breitenleer Str.-Hausfeldstr./Oleanderg.,960,
AMPELOGD.fid-7d8850_14a347986c2_3537,POINT (16.325450146419637 48.21308864165724),16,Johann Nepomuk Berger Platz-,964,
AMPELOGD.fid-7d8850_14a347986c2_3538,POINT (16.279912410856696 48.16879738045248),13,Wolkersbergenstr.-Biraghig.,967,
AMPELOGD.fid-7d8850_14a347986c2_3539,POINT (16.3154224537562 48.21209074653301),16,Thaliastr.-Gruberg.,968,
AMPELOGD.fid-7d8850_14a347986c2_353a,POINT (16.341956433106105 48.21633722067248),9,Hernalser Gürtel-Kinderspitalg.,971,
AMPELOGD.fid-7d8850_14a347986c2_353b,POINT (16.461712396876948 48.220438650279426),22,Langobardenstr.-Hartlebeng.,1225,
AMPELOGD.fid-7d8850_14a347986c2_353c,POINT (16.371803467977358 48.19735503611042),4,Argentinierstr.-Gußhausstr.,1226,
AMPELOGD.fid-7d8850_14a347986c2_353d,POINT (16.319706420881882 48.17221143921939),12,Edelsinnstr.-Schwenkg.,1229,
AMPELOGD.fid-7d8850_14a347986c2_353e,POINT (16.372071887128943 48.211257334451076),1,Hoher Markt-Tuchlauben,1230,
AMPELOGD.fid-7d8850_14a347986c2_353f,POINT (16.49269154673458 48.217249071691846),22,Gr.Enzersdorfer Str.-Lohwagg./Haberlandg.,1231,
AMPELOGD.fid-7d8850_14a347986c2_3540,POINT (16.39606169619905 48.15507226635223),10,Laaer-Berg-Strasse-Kronawetter,1233,
AMPELOGD.fid-7d8850_14a347986c2_3541,POINT (16.331052002086366 48.171625324450105),12,Wienerbergstr.-Pottendorfer Str.,1234,
AMPELOGD.fid-7d8850_14a347986c2_3542,POINT (16.22397815567308 48.208997110356606),14,Hauptstr.-Badg.,1235,
AMPELOGD.fid-7d8850_14a347986c2_3543,POINT (16.24839530571054 48.20368932005184),14,Linzer Str.-Utendorfg.,1244,
AMPELOGD.fid-7d8850_14a347986c2_3544,POINT (16.396800861658335 48.15262966764541),10,Laaer-Berg-Strasse-Filmteichstr.,1246,
AMPELOGD.fid-7d8850_14a347986c2_3545,POINT (16.334547482569388 48.237089051486855),19,Peter Jordan-Str.-Dänenstr.,1248,
AMPELOGD.fid-7d8850_14a347986c2_3546,POINT (16.355640147478475 48.196399442399624),6,Linke Wienzeile-Magdalenenstr.,1249,
AMPELOGD.fid-7d8850_14a347986c2_3547,POINT (16.320323038642872 48.19012790728888),15,Mariahilfer Str.-Winckelmannstr/Avediks,1251,
AMPELOGD.fid-7d8850_14a347986c2_3548,POINT (16.462362475942623 48.23556666110008),22,Stadlauer Strasse-Hirschstettner Str.,1255,
AMPELOGD.fid-7d8850_14a347986c2_3549,POINT (16.474998191092975 48.21806132585763),22,Langobardenstr.-Oskar-Sima-G.,1264,
AMPELOGD.fid-7d8850_14a347986c2_354a,POINT (16.44722446961782 48.20662324546021),22,Am Kaisermühlendamm-Raffineriestr.,1266,
AMPELOGD.fid-7d8850_14a347986c2_354b,POINT (16.432356377829713 48.27311971207003),21,Richard-Neutra-G.-Felmayerg.,1269,
AMPELOGD.fid-7d8850_14a347986c2_354c,POINT (16.349292174393174 48.19988071437973),7,Lindeng.-Neubaug.,1270,
AMPELOGD.fid-7d8850_14a347986c2_354d,POINT (16.38035429454365 48.215713344291316),2,Taborstr.-Schmelzg./Kl.Sperlg.,1271,
AMPELOGD.fid-7d8850_14a347986c2_354e,POINT (16.36074010853132 48.23259433945372),9,Spittelauer Lände-Ausfahrt Park u Ride,1272,
AMPELOGD.fid-7d8850_14a347986c2_354f,POINT (16.316609053873186 48.203452445710965),15,Possingerg.-Auf d. Schmelz,1287,
AMPELOGD.fid-7d8850_14a347986c2_3550,POINT (16.36628326823456 48.23170881007939),20,Klosterneuburger Str.-Gerhardusg.,1294,
AMPELOGD.fid-7d8850_14a347986c2_3551,POINT (16.379999627700315 48.244843977771),20,Friedrich-Engels-Platz-,1297,
AMPELOGD.fid-7d8850_14a347986c2_3552,POINT (16.33012995296384 48.19151153597171),15,Mariahilfer Str.-Grenzg.,1299,
AMPELOGD.fid-7d8850_14a347986c2_3553,POINT (16.315384193662247 48.16972879014484),12,Altmannsdorfer Str.-Belghoferg.,1183,
AMPELOGD.fid-7d8850_14a347986c2_3554,POINT (16.301563206700237 48.1861268680998),13,Hietzinger Hptstr.-Am Platz,1185,
AMPELOGD.fid-7d8850_14a347986c2_3555,POINT (16.367137071132113 48.19436390643609),4,Wiedner Hauptstr.-Florag.,1187,
AMPELOGD.fid-7d8850_14a347986c2_3556,POINT (16.361012732888412 48.27031039110639),19,Heiligenst. Str.-ON 295,1190,
AMPELOGD.fid-7d8850_14a347986c2_3557,POINT (16.38920004623362 48.2363415886317),20,Engerthstr.-Traiseng.,1191,
AMPELOGD.fid-7d8850_14a347986c2_3558,POINT (16.271764106879413 48.139096188163286),23,Breitenfurter Str.-Hoferstiege,1192,
AMPELOGD.fid-7d8850_14a347986c2_3559,POINT (16.429283627658627 48.26257254694029),21,Leopoldauer Str.-Josef Brazdovics - Str.,1196,
AMPELOGD.fid-7d8850_14a347986c2_355a,POINT (16.296383161054067 48.17050621487943),13,Hetzendorfer Str.-Atzgersd.Str./Stranzenb,1198,
AMPELOGD.fid-7d8850_14a347986c2_355b,POINT (16.356340504200116 48.13429515893107),23,Laxenburger Str.-Richard-Tauber-Gasse,1199,
AMPELOGD.fid-7d8850_14a347986c2_355c,POINT (16.426067483008598 48.25239476677248),21,Donaufelder Str.-ON 130,1202,
AMPELOGD.fid-7d8850_14a347986c2_355d,POINT (16.29845893575363 48.161479017824924),,Wundtg.-SW-Friedhof Tor 3,1204,
AMPELOGD.fid-7d8850_14a347986c2_355e,POINT (16.46312262453568 48.154611558263966),11,Svetelskystr.-ON 7,1208,
AMPELOGD.fid-7d8850_14a347986c2_355f,POINT (16.29156313703918 48.182978056167975),13,Lainzer Str.-Wenzg.,1209,
AMPELOGD.fid-7d8850_14a347986c2_3560,POINT (16.42411235374379 48.166763413859385),11,Simmeringer Hptstr.-Dürnbacherstr.,1211,
AMPELOGD.fid-7d8850_14a347986c2_3561,POINT (16.30130812162306 48.153036711587546),23,Breitenfurter Str.-Walter Jurmanng.,1212,
AMPELOGD.fid-7d8850_14a347986c2_3562,POINT (16.351674026743055 48.196364706500496),6,Gumpendorfer Str.-Amerlingstr.,1213,
AMPELOGD.fid-7d8850_14a347986c2_3563,POINT (16.372737770890783 48.2129348898852),1,Salztorg.-Salzgries,1214,
AMPELOGD.fid-7d8850_14a347986c2_3564,POINT (16.323719777096777 48.141211819798464),23,Altmannsdorfer Str.-Meischlg.,1217,
AMPELOGD.fid-7d8850_14a347986c2_3565,POINT (16.33934306793476 48.193586193162815),6,Mariahilfer Gürtel-Kurzg.,1218,
AMPELOGD.fid-7d8850_14a347986c2_3566,POINT (16.378194508689777 48.23812004439249),20,Dresdner Str.-Winarskystr.,1222,
AMPELOGD.fid-7d8850_14a347986c2_3567,POINT (16.31241822771695 48.19902019788038),14,Hütteldorfer Str.-Reinlg./Poschg.,1223,
AMPELOGD.fid-7d8850_14a347986c2_3568,POINT (16.40436484207369 48.2574734285304),21,Leopoldauer Str.-Angerer Str./Patrizig.,1224,
