FID,SHAPE,BEZIRK,STRNAM,GELTUNGSBEREICH,ZEITRAUM,DAUER,SE_SDO_ROWID,SE_ANNO_CAD_DATA,GUELTIG_VON
KURZPARKSTREIFENOGD.355034,"LINESTRING (16.49265745300016 48.25123886600953, 16.49265438834284 48.25132556491333, 16.492689341777965 48.25132662907799, 16.492685265893474 48.25162673029208)",22,Unbenannte Verkehrsfl‰che,,Mo.-Fr. (w.) v.8-15h,"1,5 h",355034,,2010-03-25
KURZPARKSTREIFENOGD.355035,"LINESTRING (16.49256529036571 48.25157798911418, 16.492554708626294 48.25138238533772)",22,Unbenannte Verkehrsfl‰che,,Mo.-Fr. (w.) v.8-15h,"1,5 h",355035,,2010-03-25
KURZPARKSTREIFENOGD.355036,"LINESTRING (16.42568521350703 48.23628424056052, 16.425813072018663 48.23616436238904, 16.425900394993906 48.236055922422274, 16.42602177892957 48.23589469639247, 16.4261048420081 48.23579196236997, 16.426228364168463 48.235635012923716, 16.426296455722518 48.23551518105948, 16.42639222163741 48.23535397360302)",22,Fischerstrand,2a bis 10,Mo.-Fr. (w.) v. 8-15h,"1,5 h",355036,,2011-10-21
KURZPARKSTREIFENOGD.355037,"LINESTRING (16.42642842416111 48.23530688969585, 16.426570959933056 48.23504012660253)",22,Fischerstrand,12 ,Mo.-Fr. (w.) v. 8-15h,"1,5 h",355037,,2011-10-21
KURZPARKSTREIFENOGD.355038,"LINESTRING (16.42648979558477 48.23500739475344, 16.42602642980824 48.234896534550835)",22,Fischerweg,,Mo.-Fr. (w.) v. 8-15h,"1,5 h",355038,,2011-10-21
KURZPARKSTREIFENOGD.355039,"LINESTRING (16.471887113938678 48.223226291072116, 16.47152977659258 48.223352263886426)",22,Erzherzog-Karl-Straﬂe,195 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355039,,2012-04-17
KURZPARKSTREIFENOGD.355040,"LINESTRING (16.406446208805782 48.25812304426838, 16.406826200587 48.258213657052835)",21,Leopoldauer Straﬂe,17 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355040,,2012-04-30
KURZPARKSTREIFENOGD.355041,"LINESTRING (16.311773561656228 48.16175538013195, 16.31187258376155 48.16169464035845)",12,Stachegasse,gg¸.10 ,Mo.-Fr. (w.) v.8-17h,"1,5 h",355041,,2010-06-23
KURZPARKSTREIFENOGD.355042,"LINESTRING (16.33370093267777 48.224274976033456, 16.332575136690014 48.22483115144407, 16.332530786656985 48.224833429858634, 16.33218622055872 48.22499982355987)",17,Antonigasse,69 bis 85,Mo.-Fr. (w.) v. 9-19h,3 h,355042,,2012-10-01
KURZPARKSTREIFENOGD.355043,"LINESTRING (16.331957645944485 48.22509555560731, 16.331172997116884 48.22526421064353)",17,Antonigasse,87 bis 93,Mo.-Fr. (w.) v. 9-19h,3 h,355043,,2012-10-01
KURZPARKSTREIFENOGD.355044,"LINESTRING (16.331039945626596 48.225323472030375, 16.330401970127873 48.2256175004744)",17,Antonigasse,95 bis 99,Mo.-Fr. (w.) v. 9-19h,3 h,355044,,2012-10-01
KURZPARKSTREIFENOGD.355045,"LINESTRING (16.33017339558318 48.225644843930645, 16.32966846819871 48.22587504838375, 16.329572939388704 48.22592975174095, 16.3291089379513 48.22621694448409, 16.328644946373476 48.22637648209547)",17,Antonigasse,101-107 ,Mo.-Fr. (w.) v. 9-19h,3 h,355045,,2012-10-01
KURZPARKSTREIFENOGD.355046,"LINESTRING (16.32844705226547 48.22654287502465, 16.328576626677457 48.22698511032902)",17,H‰ndelgasse,gg¸.12 ,Mo.-Fr. (w.) v. 9-19h,3 h,355046,,2012-10-01
KURZPARKSTREIFENOGD.355047,"LINESTRING (16.32854932726633 48.227035257714405, 16.328341208107954 48.22713326475852, 16.328348028254926 48.227146941544476, 16.32807166654753 48.22729509154363)",17,Kreuzgasse,91 bis 93a,Mo.-Fr. (w.) v. 9-19h,3 h,355047,,2012-10-01
KURZPARKSTREIFENOGD.355582,"LINESTRING (16.382600439882133 48.16406006810952, 16.38269980098045 48.163813747768906)",10,Favoritenstraﬂe,211 bis 213,Mo.-Fr. (w.) v. 8-16h,"1,5 h",355582,,2004-03-17
KURZPARKSTREIFENOGD.355583,"LINESTRING (16.382326430225678 48.16390551288369, 16.38238320493789 48.1637627222199)",10,Favoritenstraﬂe,202 bis 204,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355583,,2000-02-11
KURZPARKSTREIFENOGD.355584,"LINESTRING (16.395824835941678 48.15530478461257, 16.395917042850012 48.15508940199492)",10,Laaer-Berg-Straﬂe,170 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355584,,1997-04-07
KURZPARKSTREIFENOGD.355585,"LINESTRING (16.37397247084799 48.18351455397922, 16.373839032849876 48.18350388699763)",10,Huppgasse,3 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355585,,2005-07-22
KURZPARKSTREIFENOGD.355586,"LINESTRING (16.373611852069207 48.1793732229922, 16.373613347206195 48.17899012920197)",10,Laxenburger Straﬂe,20 bis 22,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355586,,1993-02-16
KURZPARKSTREIFENOGD.355587,"LINESTRING (16.37387161596104 48.17942548737412, 16.373873223798626 48.17919824609836)",10,Laxenburger Straﬂe,41 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355587,,1993-02-16
KURZPARKSTREIFENOGD.355588,"LINESTRING (16.373857852818453 48.18005604265807, 16.37384776183953 48.18085316908886)",10,Laxenburger Straﬂe,29 bis 35,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355588,,1990-01-10
KURZPARKSTREIFENOGD.355589,"LINESTRING (16.37628162477029 48.18117714225023, 16.37599163621794 48.18116296213338)",10,Landgutgasse,17 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355589,,1998-03-12
KURZPARKSTREIFENOGD.355590,"LINESTRING (16.37485674326306 48.18127636861476, 16.3745561104243 48.181288367731234)",10,Landgutgasse,22 ,Mo.-Sa. (w.) v. 8-18h,"1,5 h",355590,,2006-03-15
KURZPARKSTREIFENOGD.355591,"LINESTRING (16.3743675416702 48.181292548506185, 16.374161719932765 48.18130122568156)",10,Landgutgasse,24 ,Mo.-Sa. (w.) v. 8-20h,"1,5 h",355591,,2009-07-20
KURZPARKSTREIFENOGD.355592,"LINESTRING (16.37654956760679 48.18031330332109, 16.37609588026469 48.18023137213022)",10,Raaber-Bahn-Gasse,15 bis 17,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355592,,1975-09-19
KURZPARKSTREIFENOGD.355593,"LINESTRING (16.375467814688406 48.1801161791847, 16.374925192418974 48.18005211638109)",10,Raaber-Bahn-Gasse,gg¸. 18 bis gg¸. 20-22,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355593,,1991-02-19
KURZPARKSTREIFENOGD.355594,"LINESTRING (16.37511837774478 48.17910384152555, 16.375666283696635 48.179109598543306)",10,Keplerplatz,gg¸. 8 bis gg¸. 9,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355594,,1996-10-21
KURZPARKSTREIFENOGD.355595,"LINESTRING (16.377587791345096 48.17948368590432, 16.376546994280172 48.17929965122212)",10,Keplergasse,6 bis 12,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355595,,1975-09-19
KURZPARKSTREIFENOGD.355596,"LINESTRING (16.260758186197602 48.19486525583879, 16.26056631225643 48.19500065752146)",13,W¸llenweber-und-Jordan-Platz,<Null> bis <Null>,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355596,,1995-11-13
KURZPARKSTREIFENOGD.355597,"LINESTRING (16.270601560346957 48.19054070364745, 16.270594308696435 48.19055302021036, 16.270588362217552 48.19056490584216, 16.27057649336713 48.19058030444411, 16.270559366217473 48.190595259382164, 16.27054222841636 48.19060801097622, 16.270522112637057 48.19061458253802, 16.270494570646463 48.19062266971338, 16.270474726615852 48.19062707405928, 16.270454898843614 48.1906292750757)",13,Auhofstraﬂe,141 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355597,,2002-04-22
KURZPARKSTREIFENOGD.355598,"LINESTRING (16.32836790154164 48.23176305159734, 16.328066956329497 48.23181299698153)",18,Wallriﬂstraﬂe,1 bis 5,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355598,,1985-12-04
KURZPARKSTREIFENOGD.355599,"LINESTRING (16.327608527219024 48.23254622435798, 16.327448907667637 48.232577953811386)",18,Ferrogasse,3 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355599,,2002-07-22
KURZPARKSTREIFENOGD.355600,"LINESTRING (16.32783171536566 48.23284803677044, 16.32775518361792 48.23264101821825)",18,Salierigasse,39 bis 41,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355600,,1992-10-14
KURZPARKSTREIFENOGD.355601,"LINESTRING (16.327933224808962 48.23283972532842, 16.327847788856808 48.23258749770007)",18,Salierigasse,42 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355601,,1992-10-14
KURZPARKSTREIFENOGD.355602,"LINESTRING (16.373820190959883 48.17714951710344, 16.373791420888693 48.176716457741406)",10,Laxenburger Straﬂe,59 bis 63,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355602,,1989-10-18
KURZPARKSTREIFENOGD.355603,"LINESTRING (16.308628229101515 48.12762824411206, 16.308754043077265 48.127617003208684)",23,Ketzergasse,91 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355603,,2006-08-30
KURZPARKSTREIFENOGD.355604,"LINESTRING (16.373142464920445 48.175741991968835, 16.37298036054244 48.17575479992713, 16.372926942245307 48.17573440694346, 16.372782133393347 48.17574597475245, 16.37267719172881 48.1757507656525, 16.37255800664076 48.175749616457054, 16.3725135411296 48.1757496305691, 16.37245483306198 48.17574488276405, 16.372365903730586 48.17574729409601, 16.372250285162853 48.175750900872494)",10,Quellenstraﬂe,84 bis 88,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355604,,1994-05-16
KURZPARKSTREIFENOGD.355605,"LINESTRING (16.374590491469547 48.17486021519312, 16.374103137571755 48.17489250135901)",10,Buchengasse,77 bis 79,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355605,,1978-09-05
KURZPARKSTREIFENOGD.355606,"LINESTRING (16.376383814081006 48.17530099668339, 16.3763337230353 48.1749333800329)",10,Leibnizgasse,11 bis 15,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355606,,1983-08-10
KURZPARKSTREIFENOGD.355607,"LINESTRING (16.375651656320905 48.17619711164683, 16.37561383108454 48.175583228946586)",10,Senefeldergasse,13 bis 19,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355607,,2000-02-29
KURZPARKSTREIFENOGD.355608,"LINESTRING (16.375500024465367 48.17563442153936, 16.375550420007396 48.17640534868017)",10,Senefeldergasse,12 bis 20,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355608,,1974-09-26
KURZPARKSTREIFENOGD.355635,"LINESTRING (16.418425698625327 48.17217013667993, 16.418671375867874 48.17192498578317)",11,Simmeringer Hauptstraﬂe,108B bis 110,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355635,,1999-06-22
KURZPARKSTREIFENOGD.355636,"LINESTRING (16.41943140888225 48.17115824933563, 16.41982223984517 48.17077285457423, 16.419502438431774 48.17109276300796)",11,Simmeringer Hauptstraﬂe,116-118 bis 120,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355636,,1999-06-22
KURZPARKSTREIFENOGD.355637,"LINESTRING (16.378644103679726 48.17279055405846, 16.37876917290844 48.172520824199765)",10,Favoritenstraﬂe,134 bis 138,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355637,,2011-11-28
KURZPARKSTREIFENOGD.355638,"LINESTRING (16.418359140757865 48.1724177602233, 16.418796768020854 48.17197836262168)",11,Simmeringer Hauptstraﬂe,131 bis 137,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355638,,1999-06-22
KURZPARKSTREIFENOGD.355639,"LINESTRING (16.212794744241318 48.20841276210454, 16.21277983112988 48.208501994427436)",14,M¸hlbergstraﬂe,3 ,"Mo.-Fr. (w.) v. 9-18h, Sa. (w.) v. 9-13h","1,5 h",355639,,2011-10-05
KURZPARKSTREIFENOGD.355640,"LINESTRING (16.41900901126829 48.17172962539636, 16.41940855978781 48.1713283999428)",11,Simmeringer Hauptstraﬂe,141 bis 143,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355640,,2005-09-30
KURZPARKSTREIFENOGD.355641,"LINESTRING (16.419657221118978 48.17111406343402, 16.41995264447936 48.17082165906958)",11,Simmeringer Hauptstraﬂe,145 bis 147,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355641,,1999-06-22
KURZPARKSTREIFENOGD.355642,"LINESTRING (16.295740946212526 48.14637169633536, 16.29583293523905 48.146251966247526)",23,Levasseurgasse,1 ,"Mo.-Fr. (w.) v. 8-16h, Sa. (w.) v. 8-12h","1,5 h",355642,,2011-11-17
KURZPARKSTREIFENOGD.355643,"LINESTRING (16.420094040719864 48.170671169754065, 16.420376376668166 48.17039255935339)",11,Simmeringer Hauptstraﬂe,151 bis 151A,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355643,,2005-09-30
KURZPARKSTREIFENOGD.355644,"LINESTRING (16.42017955945604 48.17076032910096, 16.420300637284267 48.17083995647624)",11,Fuhrygasse,gg¸. 2 ,Mo.-Fr. (w.) v. 8-18h,"1,5 h",355644,,2001-02-22
KURZPARKSTREIFENOGD.355645,"LINESTRING (16.42006756303088 48.17079134774427, 16.420252735939346 48.17091494120571)",11,Fuhrygasse,2 ,Mo.-Fr. (w.) v. 8-18h,"1,5 h",355645,,2001-07-10
KURZPARKSTREIFENOGD.355646,"LINESTRING (16.309398273089887 48.127697462387694, 16.309208113764093 48.12771764406598)",23,Ketzergasse,72 bis 76,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355646,,2006-11-03
KURZPARKSTREIFENOGD.355647,"LINESTRING (16.30778901021875 48.12770687720689, 16.30767643953776 48.1277117789212, 16.307633581098493 48.1277137041394, 16.307407564383496 48.127721254112494)",23,Ketzergasse,97 bis 101-103,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355647,,2006-11-03
KURZPARKSTREIFENOGD.355648,"LINESTRING (16.365545304773537 48.199909981437315, 16.363936344041598 48.19903262166966)",6,Linke Wienzeile,gg¸. 2 bis gg¸. 10,Sa. (w.) v. 8-18h,"1,5 h",355648,,1995-12-19
KURZPARKSTREIFENOGD.355649,"LINESTRING (16.34898347156497 48.203935107510986, 16.349089152384256 48.20245257353979)",7,Neubaugasse,52 bis 70,"Mo.-Fr. (w.) v. 9-18h, Sa. (w.) v. 9-12h","1,5 h",355649,,2000-02-17
KURZPARKSTREIFENOGD.355650,"LINESTRING (16.349069873636406 48.20480537258097, 16.34901209964021 48.204359946768065)",7,Neubaugasse,74 bis 76,"Mo.-Fr. (w.) v. 9-18h, Sa. (w.) v. 9-12h","1,5 h",355650,,2000-02-17
KURZPARKSTREIFENOGD.355651,"LINESTRING (16.349151172604657 48.205331320600244, 16.349138318936447 48.20520425740059)",7,Neubaugasse,80 ,"Mo.-Fr. (w.) v. 9-18h, Sa. (w.) v. 9-12h","1,5 h",355651,,2000-02-17
KURZPARKSTREIFENOGD.355652,"LINESTRING (16.349181214179065 48.20590894919515, 16.34912990988005 48.20573049436335)",7,Neubaugasse,79 ,"Mo.-Fr. (w.) v. 9-18h, Sa. (w.) v. 9-12h","1,5 h",355652,,2000-02-17
KURZPARKSTREIFENOGD.355653,"LINESTRING (16.349354296068263 48.20621730545431, 16.349191793854914 48.20550777117708)",7,Neubaugasse,82 bis 88,"Mo.-Fr. (w.) v. 9-18h, Sa. (w.) v. 9-12h","1,5 h",355653,,2000-02-17
KURZPARKSTREIFENOGD.355654,"LINESTRING (16.353198836349275 48.20648320129708, 16.35380970135229 48.20657019851658)",7,Lerchenfelder Straﬂe,7 bis 11,"Mo.-Fr. (w.) v. 9-18h, Sa. (w.) v. 9-12h","1,5 h",355654,,1996-11-12
KURZPARKSTREIFENOGD.355655,"LINESTRING (16.3540303531373 48.20660971735047, 16.35415514471027 48.206627159149896, 16.354193581156782 48.20662287233759, 16.35433334758316 48.20664173587433)",7,Lerchenfelder Straﬂe,1 bis 5,"Mo.-Fr. (w.) v. 9-18h, Sa. (w.) v. 9-12h","1,5 h",355655,,1996-11-12
KURZPARKSTREIFENOGD.355656,"LINESTRING (16.351681989378665 48.20626841757415, 16.352874527964143 48.20643718614299)",7,Lerchenfelder Straﬂe,15 bis 27,"Mo.-Fr. (w.) v. 9-18h, Sa. (w.) v. 9-12h","1,5 h",355656,,1996-11-12
KURZPARKSTREIFENOGD.355657,"LINESTRING (16.34866374362646 48.23522533400863, 16.34870473763728 48.23535025313562)",19,Gymnasiumstraﬂe,60A ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355657,,2007-02-21
KURZPARKSTREIFENOGD.355658,"LINESTRING (16.348783146368493 48.235603653015104, 16.34890434306017 48.23598911222002)",19,Gymnasiumstraﬂe,62 bis 68,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355658,,2007-02-21
KURZPARKSTREIFENOGD.355659,"LINESTRING (16.28944799360724 48.13912359619889, 16.28926681425765 48.13899503550946)",23,Breitenfurter Straﬂe,324 bis 326,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355659,,2003-10-03
KURZPARKSTREIFENOGD.355660,"LINESTRING (16.288298405136793 48.14237346783312, 16.288614863551892 48.14231530443547)",23,Carlbergergasse,1 bis 3,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355660,,2002-05-14
KURZPARKSTREIFENOGD.355661,"LINESTRING (16.285195750256488 48.14642804218443, 16.285172685925804 48.14637805634925, 16.285151387237086 48.1463364080567)",23,Khemetergasse,8 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355661,,2001-06-21
KURZPARKSTREIFENOGD.355662,"LINESTRING (16.289228514243035 48.148428187007084, 16.28919301491712 48.148362737496306, 16.289152185933165 48.14829134124658, 16.289136207556904 48.148261584982805)",23,Gatterederstraﬂe,gg¸. 20 bis gg¸. 22,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355662,,1994-09-07
KURZPARKSTREIFENOGD.355663,"LINESTRING (16.2953751157519 48.14672313589616, 16.295263050318678 48.14681232744418, 16.295188325431017 48.14687297851947, 16.295122514725207 48.14692767917311)",23,Levasseurgasse,7 bis 9,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355663,,1990-07-03
KURZPARKSTREIFENOGD.355664,"LINESTRING (16.295026465834535 48.14700140775937, 16.294976652154354 48.14704898237139, 16.294948180309202 48.14707752583591, 16.29492859894327 48.147113213133714, 16.29490723214751 48.14714651657135, 16.294894764407058 48.147176252862344, 16.29488052658621 48.147201231076245, 16.294875179160794 48.147216697590586, 16.29488051230767 48.14721908271854)",23,Levasseurgasse,15 bis 19,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355664,,1998-10-13
KURZPARKSTREIFENOGD.355665,"LINESTRING (16.294908771265295 48.14745702786312, 16.294859121753298 48.147298773441044, 16.29486978414377 48.147291645596404)",23,Kirchenplatz,gg¸. 6 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355665,,1998-10-13
KURZPARKSTREIFENOGD.355666,"LINESTRING (16.29436111435166 48.14755439853074, 16.294700710140045 48.147515256583084)",23,Kirchenplatz,gg¸. 2 bis gg¸. 3,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355666,,1998-10-13
KURZPARKSTREIFENOGD.355667,"LINESTRING (16.297765464210652 48.14775545846921, 16.29763574839876 48.14767451170701, 16.297490033956738 48.147585231660194, 16.297406509877828 48.147536424095584, 16.29733544701773 48.14748286322689, 16.2972874769875 48.14744001209936, 16.29707072047864 48.14725434461352, 16.29697478135773 48.1471686511073, 16.296904491208764 48.147107508901904, 16.296842310422857 48.14705632497333, 16.296789007979328 48.14701109759104, 16.296737478585733 48.14696705790227, 16.296687738395764 48.14692064457863, 16.29661845372818 48.14686351354007, 16.29652251334661 48.14678138997968, 16.296453229969927 48.146723062735084, 16.296359065796175 48.146638565423785, 16.29631819793649 48.14660642732737, 16.29628445331926 48.14657310456895, 16.296272015932562 48.14656477249296)",23,Breitenfurter Straﬂe,222 bis 238,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355667,,1998-10-13
KURZPARKSTREIFENOGD.355668,"LINESTRING (16.293805026572908 48.1451009020924, 16.2937392500228 48.14501692565809, 16.293670336144242 48.14492455730078, 16.293582613474417 48.1448111916435, 16.29346984236145 48.14466634016903, 16.29341346463325 48.14459286217838, 16.29334140922054 48.144498397017706, 16.29330695469402 48.144450117288095, 16.29328503185944 48.144424918961995)",23,Breitenfurter Straﬂe,262 bis 270,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355668,,1998-10-13
KURZPARKSTREIFENOGD.355669,"LINESTRING (16.29483947022087 48.1456091639529, 16.294811260512386 48.14559655425475, 16.29477990799979 48.145581856981146, 16.294710940933882 48.14555245116267, 16.29461376602065 48.14550834012319, 16.294500917634863 48.145453737176155, 16.29440059691246 48.14541172025166, 16.294322230533698 48.1453739200657, 16.29429087830365 48.14535921366495, 16.294240731530444 48.14533821411988, 16.294168630876374 48.145296207254624, 16.294134154535698 48.14527310894562)",23,Breitenfurter Straﬂe,291 bis 297,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355669,,1998-10-13
KURZPARKSTREIFENOGD.355670,"LINESTRING (16.29461595378965 48.14561176358426, 16.29459399609459 48.14561175566598, 16.294499948831373 48.145571845518695, 16.294374564498316 48.145515133488814, 16.294258570167067 48.14546262459636, 16.29413094226533 48.145405866517386, 16.294047281685405 48.14536789334055)",23,Breitenfurter Straﬂe,254 bis 256,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355670,,1996-05-06
KURZPARKSTREIFENOGD.355671,"LINESTRING (16.295361709984018 48.145848975856566, 16.295340092999453 48.14585981409156, 16.295002690551296 48.14577477058181, 16.295000005354453 48.145754894483844)",23,Breitenfurter Straﬂe,246 bis 248,"Mo.-Fr. (w.) v. 13-18h, Sa. (w.) v. 8-18h","1,5 h",355671,,2004-12-17
KURZPARKSTREIFENOGD.355672,"LINESTRING (16.30015742758063 48.14346819156404, 16.30015218085995 48.14334207717165, 16.300152209896545 48.143300438297636)",23,Reklewskigasse,gg¸. 25 ,Mo.-Fr. (w.) v. 8-17h,"1,5 h",355672,,2004-03-20
KURZPARKSTREIFENOGD.355673,"LINESTRING (16.303198566576953 48.13687252715581, 16.303180790358343 48.1368737091871, 16.303179001651113 48.13689750491912, 16.302969247316916 48.13691171708123, 16.302807486077885 48.13692476463239, 16.30266884767035 48.13693780968141, 16.30263684373911 48.136937800380714)",23,Perfektastraﬂe,100 ,"Mo.-Sa. v. 8-18h, So. v. 8-12h","1,5 h",355673,,2005-05-21
KURZPARKSTREIFENOGD.355674,"LINESTRING (16.29379784832379 48.13347920907274, 16.293767761353 48.133323335211905, 16.293746520476347 48.13322576812897, 16.293732366122235 48.13315319601799, 16.293721753698332 48.13308656078397)",23,Siebenhirtenstraﬂe,16 ,Mo.-Fr. (w.) v. 8-18h,"1,5 h",355674,,1990-03-06
KURZPARKSTREIFENOGD.355675,"LINESTRING (16.333015877561312 48.15033343910727, 16.332887867356984 48.15035723183954, 16.332848758712085 48.15036437141039)",23,Purkytgasse,14 ,Mo.-Fr. (w.) v. 8-18h,"1,5 h",355675,,2000-11-24
KURZPARKSTREIFENOGD.355676,"LINESTRING (16.335014356142864 48.1498307531027, 16.33488243796803 48.14967893196538, 16.33483088714892 48.14961825384217, 16.334805572162562 48.14958418819074)",23,Sobotagasse,13 bis 15,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355676,,2006-01-19
KURZPARKSTREIFENOGD.355677,"LINESTRING (16.339504759347566 48.14328355427708, 16.339456758919926 48.1432526278214, 16.339405197566062 48.14322050534324, 16.339366093103337 48.14319432704104, 16.33934120609884 48.14317885931528, 16.339308041502942 48.14316040380167)",23,Richard-Strauss-Straﬂe,16 ,Mo.-Fr. (w.) v. 8-16h,"1,5 h",355677,,2001-09-19
KURZPARKSTREIFENOGD.355678,"LINESTRING (16.348719464616355 48.14934588711652, 16.348555907174294 48.149380403204326, 16.34852568461897 48.149387547143505, 16.34852568807927 48.14940182845497, 16.34850436125902 48.149405401095)",23,Draschestraﬂe,95 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355678,,1998-12-18
