FID,SHAPE,BEZIRK,STRNAM,GELTUNGSBEREICH,ZEITRAUM,DAUER,SE_SDO_ROWID,SE_ANNO_CAD_DATA,GUELTIG_VON
KURZPARKSTREIFENOGD.355057,"LINESTRING (16.380723711182814 48.21843546784412, 16.380719187770712 48.21803887792649)",2,Taborstraﬂe,31 bis 33,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355057,,2012-01-12
KURZPARKSTREIFENOGD.355058,"LINESTRING (16.380728243641084 48.218840438232, 16.380728003061687 48.21856394022671)",2,Taborstraﬂe,35 bis 37,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355058,,2012-01-12
KURZPARKSTREIFENOGD.355059,"LINESTRING (16.33424806824159 48.18110429389047, 16.33485267744704 48.18105913559397)",12,Niederhofstraﬂe,13 bis 15,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355059,,2012-09-30
KURZPARKSTREIFENOGD.355060,"LINESTRING (16.334215903858784 48.18120323003765, 16.33474332999158 48.18116452256881, 16.334807650291342 48.181155920144725)",12,Niederhofstraﬂe,10-12 bis <Null>,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355060,,2012-09-30
KURZPARKSTREIFENOGD.355061,"LINESTRING (16.333548588861614 48.18115267329688, 16.334043853997596 48.18111719464942)",12,Niederhofstraﬂe,17 bis 19,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355061,,2012-09-30
KURZPARKSTREIFENOGD.355062,"LINESTRING (16.3327687001757 48.18127739861073, 16.333982743839563 48.18121720603556)",12,Niederhofstraﬂe,,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355062,,2012-09-30
KURZPARKSTREIFENOGD.355063,"LINESTRING (16.33138939798108 48.18125954885639, 16.33241866169543 48.18120021726258)",12,Niederhofstraﬂe,21-23 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355063,,2012-09-30
KURZPARKSTREIFENOGD.355064,"LINESTRING (16.33156614740795 48.1813418820684, 16.33240697606666 48.18129393635621)",12,Niederhofstraﬂe,18 bis 24,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355064,,2012-09-30
KURZPARKSTREIFENOGD.355065,"LINESTRING (16.33032160003395 48.181290504705736, 16.331048981169253 48.181272687126715)",12,Niederhofstraﬂe,37 bis 39,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355065,,2012-09-30
KURZPARKSTREIFENOGD.355066,"LINESTRING (16.330219856151537 48.178057862371595, 16.33124023682483 48.178100101329946)",12,Rauchgasse,37 bis 43,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355066,,2012-09-30
KURZPARKSTREIFENOGD.355067,"LINESTRING (16.330216697683934 48.17810427399409, 16.33123392260976 48.17814756617926)",12,Rauchgasse,38 bis 46,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355067,,2012-09-30
KURZPARKSTREIFENOGD.355068,"LINESTRING (16.329517549841245 48.18012019990979, 16.32881439882909 48.18005715015377)",12,Tivoligasse,1 bis 7-9,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355068,,2012-09-30
KURZPARKSTREIFENOGD.355069,"LINESTRING (16.32877794301077 48.1800522487952, 16.328572935968356 48.18003426268621)",12,Tivoligasse,7-9 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355069,,2012-09-30
KURZPARKSTREIFENOGD.355070,"LINESTRING (16.329506605486362 48.18018747195368, 16.328558486971104 48.180104806821205)",12,Tivoligasse,2 bis 4-6,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355070,,2012-09-30
KURZPARKSTREIFENOGD.355071,"LINESTRING (16.33033972625767 48.17535201224041, 16.33021206052693 48.17647472600407)",12,Meidlinger Hauptstraﬂe,57-59 bis 71,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355071,,2012-09-30
KURZPARKSTREIFENOGD.355072,"LINESTRING (16.330394158967547 48.17488603751459, 16.33036323252826 48.17520285733415)",12,Meidlinger Hauptstraﬂe,75 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355072,,2012-09-30
KURZPARKSTREIFENOGD.355073,"LINESTRING (16.330243078664534 48.175361261428755, 16.330115952892573 48.17644717145416)",12,Meidlinger Hauptstraﬂe,70 bis 80,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355073,,2012-09-30
KURZPARKSTREIFENOGD.355074,"LINESTRING (16.330300649717675 48.17474879956339, 16.33024584321603 48.175259165939075)",12,Meidlinger Hauptstraﬂe,82 bis 84,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355074,,2012-09-30
KURZPARKSTREIFENOGD.355104,"LINESTRING (16.34465634954467 48.21041688317258, 16.34416375398867 48.21052533169224)",8,Josefst‰dter Straﬂe,69 bis 73,Mo.-Fr. (w.) v. 9-18h,"1,5 h",355104,,2001-04-25
KURZPARKSTREIFENOGD.355105,"LINESTRING (16.34533952585082 48.21026509493533, 16.344911003078302 48.2103588196401)",8,Josefst‰dter Straﬂe,63 bis 67,Mo.-Fr. (w.) v. 9-18h,"1,5 h",355105,,2001-04-25
KURZPARKSTREIFENOGD.355106,"LINESTRING (16.34680291242654 48.210032568044305, 16.345887819467027 48.21023475357812)",8,Josefst‰dter Straﬂe,50 bis 54,Mo.-Fr. (w.) v. 9-18h,"1,5 h",355106,,2001-04-25
KURZPARKSTREIFENOGD.355107,"LINESTRING (16.347347532606985 48.20982506127806, 16.34559145778333 48.210213365804975)",8,Josefst‰dter Straﬂe,43-45 bis 61,Mo.-Fr. (w.) v. 9-18h,"1,5 h",355107,,2001-04-25
KURZPARKSTREIFENOGD.355108,"LINESTRING (16.347517760586676 48.209875900828074, 16.347049205457825 48.20997900838202)",8,Josefst‰dter Straﬂe,46 bis 48,Mo.-Fr. (w.) v. 9-18h,"1,5 h",355108,,2001-04-25
KURZPARKSTREIFENOGD.355109,"LINESTRING (16.348046634593448 48.20978550143402, 16.347902458358575 48.2098082691177)",8,Josefst‰dter Straﬂe,42 ,Mo.-Fr. (w.) v. 9-18h,"1,5 h",355109,,2001-04-25
KURZPARKSTREIFENOGD.355110,"LINESTRING (16.348639093615223 48.20969375267845, 16.34827866738547 48.20975000791038)",8,Josefst‰dter Straﬂe,38 bis 40,Mo.-Fr. (w.) v. 9-18h,"1,5 h",355110,,2001-04-25
KURZPARKSTREIFENOGD.355111,"LINESTRING (16.350413211879918 48.209502151999345, 16.34990659792449 48.209538357738865)",8,Josefst‰dter Straﬂe,30 ,Mo.-Fr. (w.) v. 9-18h,"1,5 h",355111,,2001-04-25
KURZPARKSTREIFENOGD.355112,"LINESTRING (16.354148862005527 48.20920569523224, 16.35232695063038 48.209314470246724)",8,Josefst‰dter Straﬂe,3 bis 13,Mo.-Fr. (w.) v. 9-18h,"1,5 h",355112,,2001-04-25
KURZPARKSTREIFENOGD.355113,"LINESTRING (16.349181315514805 48.209529399094905, 16.348929575745743 48.209568473686105)",8,Josefst‰dter Straﬂe,33 ,Mo.-Fr. (w.) v. 9-18h,"1,5 h",355113,,2001-04-25
KURZPARKSTREIFENOGD.355114,"LINESTRING (16.398973424906902 48.21150455532263, 16.39894666270989 48.21144983751956, 16.398934159491517 48.21141415945092, 16.39890736209249 48.21134159920284, 16.398894860369346 48.211307099234, 16.39888056658511 48.21125952416994, 16.398862685381065 48.21119409961581, 16.39884837710006 48.21113461759389, 16.39883762828059 48.21108108710629, 16.398825083053808 48.21101090224159, 16.398814318283875 48.21094427769925, 16.39879447809109 48.210728955986816, 16.398787209244702 48.210605222878264, 16.39878346349058 48.21045770089938, 16.398783315273946 48.21033634709035, 16.398795604490534 48.21019714403393, 16.39880786601695 48.21003533214711, 16.398823730797037 48.20990445480842, 16.398836080878354 48.20981521778397, 16.398864341696004 48.20964388236269, 16.398901511146512 48.20946302727992, 16.398931609088642 48.209330955032314, 16.398968809787412 48.20918697192213, 16.39901135613482 48.20904656515309, 16.399048584133634 48.20892519084019, 16.39920723449258 48.20847590136886, 16.399393259347907 48.208057490378096, 16.399627431997732 48.20764709796269, 16.39984355884684 48.20724475945359, 16.40019193577329 48.20674179181341, 16.400504345465418 48.206351464841134)",2,Rustenschacherallee,1 bis 9,Mo.-Fr. (w.) v. 9-20h,3 h,355114,,1999-11-08
KURZPARKSTREIFENOGD.355115,"LINESTRING (16.332678764018546 48.219245081945296, 16.3328299303796 48.21968649639738)",17,Kalvarienberggasse,35 bis 39,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355115,,2012-08-30
KURZPARKSTREIFENOGD.355116,"LINESTRING (16.332960736817583 48.219786665791986, 16.33313418847044 48.22030525068882)",17,Kalvarienberggasse,44 bis 48,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355116,,2012-08-30
KURZPARKSTREIFENOGD.355117,"LINESTRING (16.332866238478413 48.21982070794024, 16.333041703007105 48.220337089705545)",17,Kalvarienberggasse,41 bis 45,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355117,,2012-08-30
KURZPARKSTREIFENOGD.355118,"LINESTRING (16.333218942623112 48.22042304856314, 16.333582201323132 48.22080579897829)",17,Kalvarienberggasse,50 bis 54,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355118,,2012-08-30
KURZPARKSTREIFENOGD.355119,"LINESTRING (16.333122607056833 48.22044423965056, 16.333493742666896 48.22083323067111)",17,Kalvarienberggasse,47 bis 51,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355119,,2012-08-30
KURZPARKSTREIFENOGD.355120,"LINESTRING (16.333637798432633 48.22098274839422, 16.334256033071107 48.22164412655189)",17,Dornerplatz,3 bis 7,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355120,,2012-08-30
KURZPARKSTREIFENOGD.355121,"LINESTRING (16.33446320446397 48.22173418593817, 16.33506735685667 48.22237105647639)",17,Kalvarienberggasse,56 bis 64,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355121,,2012-08-30
KURZPARKSTREIFENOGD.355122,"LINESTRING (16.3343865637975 48.2217709803512, 16.335007291013422 48.222407053297175)",17,Kalvarienberggasse,53 bis 61,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355122,,2012-08-30
KURZPARKSTREIFENOGD.355123,"LINESTRING (16.335148675861298 48.22245462715778, 16.335811205108282 48.22314405351231)",17,Kalvarienberggasse,66 bis 74,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355123,,2012-08-30
KURZPARKSTREIFENOGD.355124,"LINESTRING (16.335109360201553 48.22251829725316, 16.335787095926506 48.223210904066384)",17,Kalvarienberggasse,63 bis 71,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355124,,2012-08-30
KURZPARKSTREIFENOGD.355125,"LINESTRING (16.340225917366322 48.2167583463518, 16.340624785273636 48.216668866060004)",17,Hernalser Hauptstraﬂe,16 bis 18,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355125,,2012-09-29
KURZPARKSTREIFENOGD.355126,"LINESTRING (16.340485448439697 48.216623224467405, 16.340152148010745 48.21669261909776, 16.339075742265884 48.216906274936974)",17,Hernalser Hauptstraﬂe,9 bis 19,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355126,,2012-09-29
KURZPARKSTREIFENOGD.355127,"LINESTRING (16.340034930404464 48.21679375246834, 16.33910579813497 48.216970178436824)",17,Hernalser Hauptstraﬂe,20 bis 24-26,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355127,,2012-09-29
KURZPARKSTREIFENOGD.355128,"LINESTRING (16.3388599129256 48.21694097154001, 16.33785179656547 48.21711809748415, 16.33768787403467 48.21712905585554, 16.337573126822534 48.21712357947145, 16.337365490834426 48.21709802121503)",17,Hernalser Hauptstraﬂe,21 bis 33,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355128,,2012-09-29
KURZPARKSTREIFENOGD.355103,"LINESTRING (16.345655556726996 48.21028429862336, 16.34481055241697 48.210470407889744)",8,Josefst‰dter Straﬂe,56 bis 60,Mo.-Fr. (w.) v. 9-18h,"1,5 h",355103,,2001-04-25
KURZPARKSTREIFENOGD.355129,"LINESTRING (16.338627695143735 48.21705052719669, 16.33785179899853 48.217187479736616, 16.337720660200684 48.21719843651234, 16.337597719420426 48.21719478700776, 16.33732997677962 48.217160099171686)",17,Hernalser Hauptstraﬂe,28 bis 38,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355129,,2012-09-29
KURZPARKSTREIFENOGD.355130,"LINESTRING (16.336838205078227 48.21698664908067, 16.336690672595104 48.21696656601417, 16.33647757439801 48.216955612205105, 16.336141532916283 48.216973870206246, 16.335881988934645 48.21701951716586, 16.335633372875087 48.21708159408845, 16.33540934474407 48.21716375684222, 16.335021388948775 48.21734451097478)",17,Hernalser Hauptstraﬂe,35 bis 49,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355130,,2012-09-29
KURZPARKSTREIFENOGD.355131,"LINESTRING (16.337054039007988 48.2171071535385, 16.33676170801517 48.2170414246878, 16.336556804595077 48.21702864536268, 16.33620983411645 48.21703594993802, 16.33591477428254 48.21708524711477, 16.33560058651219 48.21717288693516, 16.335040512977027 48.21741571900631)",17,Hernalser Hauptstraﬂe,40 bis 54,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355131,,2012-09-29
KURZPARKSTREIFENOGD.355132,"LINESTRING (16.334743083395562 48.21745434838546, 16.334576059554607 48.21750518021503, 16.334433990000743 48.21753621820477, 16.333182692127078 48.2177279066571, 16.332712762716678 48.21789039254097)",17,Hernalser Hauptstraﬂe,51 bis 1,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355132,,2012-09-29
KURZPARKSTREIFENOGD.355133,"LINESTRING (16.33455966351705 48.217583691435316, 16.334485897779757 48.21759829647454, 16.333253720818412 48.21778998595661, 16.33277286474005 48.217941518146986)",17,Hernalser Hauptstraﬂe,56 bis 72-74,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355133,,2012-09-29
KURZPARKSTREIFENOGD.355134,"LINESTRING (16.330499625194523 48.21823907640209, 16.33017450028795 48.21827192575199, 16.329819318755764 48.21833215898128, 16.329352114977006 48.21843072810664, 16.32879201197948 48.21856398062204, 16.32843681922467 48.218675333446946, 16.328275614321303 48.2187337489742)",17,Hernalser Hauptstraﬂe,78 bis 94,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355134,,2012-09-29
KURZPARKSTREIFENOGD.355135,"LINESTRING (16.329648507887292 48.21828496135524, 16.329048468783483 48.2183908242204, 16.328540276557344 48.21850947151874)",17,Hernalser Hauptstraﬂe,79a bis 83,"Mo.-Fr. (w.) v. 9-15:30, Sa. (w.) v. 9-12h","1,5 h",355135,,2012-09-29
KURZPARKSTREIFENOGD.355136,"LINESTRING (16.328131653362288 48.218787881347076, 16.327827620976798 48.21892539690148)",17,Hernalser Hauptstraﬂe,96 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355136,,2012-09-29
KURZPARKSTREIFENOGD.355137,"LINESTRING (16.328326094474004 48.21854971183988, 16.328002526332842 48.21862049392353, 16.327838588728877 48.218682560994644, 16.327789411750324 48.21866977706605, 16.327682850288756 48.21871906649363)",17,Hernalser Hauptstraﬂe,85 bis 89,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355137,,2012-09-29
KURZPARKSTREIFENOGD.355138,"LINESTRING (16.327382286665596 48.21889067307119, 16.326980626551208 48.219084180512965)",17,Hernalser Hauptstraﬂe,91 bis 93,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355138,,2012-09-29
KURZPARKSTREIFENOGD.355139,"LINESTRING (16.326410688135958 48.219611751569815, 16.325602331601 48.21996612157697)",17,Hernalser Hauptstraﬂe,104 bis 110,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355139,,2012-09-29
KURZPARKSTREIFENOGD.355140,"LINESTRING (16.32632634979785 48.219359760638035, 16.32589040484166 48.219551504312065)",17,Hernalser Hauptstraﬂe,99 bis 103,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355140,,2012-09-29
KURZPARKSTREIFENOGD.355141,"LINESTRING (16.32535205660831 48.220079122328464, 16.323823998502004 48.22074126547789)",17,Hernalser Hauptstraﬂe,112 bis 122,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355141,,2012-09-29
KURZPARKSTREIFENOGD.355142,"LINESTRING (16.325253748227645 48.21983810210735, 16.324223608374993 48.22028167935083)",17,Hernalser Hauptstraﬂe,107 bis 115,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355142,,2012-09-29
KURZPARKSTREIFENOGD.355143,"LINESTRING (16.32399407871817 48.220380250874584, 16.323392929215395 48.2206266741048)",17,Hernalser Hauptstraﬂe,117 bis 119,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355143,,2012-09-29
KURZPARKSTREIFENOGD.355144,"LINESTRING (16.323611460654035 48.22082206306034, 16.32301493480619 48.22105050410245)",17,Hernalser Hauptstraﬂe,124 bis 128,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355144,,2012-09-29
KURZPARKSTREIFENOGD.355145,"LINESTRING (16.32313180512552 48.22072976847342, 16.32261416445993 48.22092419741165)",17,Hernalser Hauptstraﬂe,121 bis 123,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355145,,2012-09-29
KURZPARKSTREIFENOGD.355146,"LINESTRING (16.322304223218914 48.22103804898894, 16.321443863507852 48.221369160865144)",17,Hernalser Hauptstraﬂe,125 bis 133,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355146,,2012-09-29
KURZPARKSTREIFENOGD.355147,"LINESTRING (16.32116044903558 48.221471769023886, 16.320512824274758 48.221714518775684)",17,Hernalser Hauptstraﬂe,135 bis 139,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355147,,2012-09-29
KURZPARKSTREIFENOGD.355148,"LINESTRING (16.320751507630778 48.22187636800889, 16.320669582029108 48.22190545668151)",17,Hernalser Hauptstraﬂe,138a ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355148,,2012-09-29
KURZPARKSTREIFENOGD.355149,"LINESTRING (16.32051000941805 48.22198839483508, 16.319690229443115 48.22226398089455)",17,Hernalser Hauptstraﬂe,146 bis 152,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355149,,2012-09-29
KURZPARKSTREIFENOGD.355150,"LINESTRING (16.320335204583923 48.22178205009726, 16.319419715147124 48.22208938156802)",17,Hernalser Hauptstraﬂe,141 bis 147,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355150,,2012-09-29
KURZPARKSTREIFENOGD.355151,"LINESTRING (16.319471621299797 48.222333331770464, 16.318370367105256 48.222700160354144)",17,Hernalser Hauptstraﬂe,154 bis 160,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355151,,2012-09-29
KURZPARKSTREIFENOGD.355152,"LINESTRING (16.319336816951786 48.2221210490607, 16.318364002133702 48.22244407704978)",17,Hernalser Hauptstraﬂe,149 bis 155,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355152,,2012-09-29
KURZPARKSTREIFENOGD.355153,"LINESTRING (16.318168150985546 48.22276403331101, 16.31710240306505 48.22312172718919)",17,Hernalser Hauptstraﬂe,162 bis 168,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355153,,2012-09-29
KURZPARKSTREIFENOGD.355154,"LINESTRING (16.318140916036914 48.22251023775538, 16.31744135196493 48.222749311964776)",17,Hernalser Hauptstraﬂe,159 bis 163,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355154,,2012-09-29
KURZPARKSTREIFENOGD.355155,"LINESTRING (16.31723990248625 48.222806210345716, 16.316551862739605 48.22303951865269)",17,Hernalser Hauptstraﬂe,165 bis 169,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355155,,2012-09-29
KURZPARKSTREIFENOGD.355156,"LINESTRING (16.3169220447075 48.22318194920553, 16.31625252802431 48.22340458841008)",17,Hernalser Hauptstraﬂe,170 bis 172,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355156,,2012-09-29
KURZPARKSTREIFENOGD.355157,"LINESTRING (16.31634281058139 48.223105166756355, 16.316055063436462 48.223202186926336)",17,Hernalser Hauptstraﬂe,171 bis 173,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355157,,2012-09-29
KURZPARKSTREIFENOGD.355158,"LINESTRING (16.31519221462653 48.2237695679192, 16.314314984122188 48.2240761449986, 16.313896862812246 48.224216655142, 16.313577119255825 48.22432796877906)",17,Hernalser Hauptstraﬂe,180 bis 190-192,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355158,,2012-09-29
KURZPARKSTREIFENOGD.355159,"LINESTRING (16.314049980810893 48.223977499293746, 16.314022659816295 48.22397019049866, 16.313992616952095 48.22393914599728, 16.313951632362333 48.22393548578304, 16.31392157303395 48.223942783565455, 16.313440595056736 48.224110667458895)",17,Hernalser Hauptstraﬂe,187 bis 191,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355159,,2012-09-29
KURZPARKSTREIFENOGD.355160,"LINESTRING (16.3133912843001 48.224397314471354, 16.311357988634423 48.22515279148937)",17,Hernalser Hauptstraﬂe,194 bis 212,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355160,,2012-09-29
KURZPARKSTREIFENOGD.355161,"LINESTRING (16.313235631857744 48.22417818352915, 16.31235290921276 48.224504829607845)",17,Hernalser Hauptstraﬂe,191a bis 195,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355161,,2012-09-29
KURZPARKSTREIFENOGD.355162,"LINESTRING (16.31217526998665 48.22457052267799, 16.311180480344355 48.2249409566603)",17,Hernalser Hauptstraﬂe,197 bis 205,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355162,,2012-09-29
KURZPARKSTREIFENOGD.355163,"LINESTRING (16.3111967439658 48.22521118299789, 16.309904040137273 48.22568378760492)",17,Hernalser Hauptstraﬂe,214-216 bis 220-222,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355163,,2012-09-29
KURZPARKSTREIFENOGD.355164,"LINESTRING (16.311005570240333 48.22500664850873, 16.3100326164679 48.225362616301155)",17,Hernalser Hauptstraﬂe,207 bis 215,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355164,,2012-09-29
KURZPARKSTREIFENOGD.355165,"LINESTRING (16.309822192833156 48.22543363011679, 16.30883830180356 48.22580039392342)",17,Hernalser Hauptstraﬂe,217 bis 219,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355165,,2012-09-29
KURZPARKSTREIFENOGD.355166,"LINESTRING (16.30962253969985 48.22578779534585, 16.30892834145673 48.226050554029015)",17,Hernalser Hauptstraﬂe,224 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355166,,2012-09-29
KURZPARKSTREIFENOGD.355167,"LINESTRING (16.3088791483527 48.226066975146054, 16.308204077939816 48.22632060479257)",17,Hernalser Hauptstraﬂe,230 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355167,,2012-09-29
KURZPARKSTREIFENOGD.355168,"LINESTRING (16.339392107237117 48.21518589962153, 16.339030942462237 48.21518003251529, 16.33873262460337 48.21516767650485)",17,Ottakringer Straﬂe,18 bis 22,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355168,,2013-05-10
KURZPARKSTREIFENOGD.355169,"LINESTRING (16.338977746570244 48.21505896225778, 16.339227499866407 48.215060500205375, 16.339539691586506 48.21506358368162, 16.33965994263992 48.21506357997)",17,Ottakringer Straﬂe,9 bis 13,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355169,,2013-05-10
KURZPARKSTREIFENOGD.355170,"LINESTRING (16.338482871525425 48.21514592084481, 16.338392682385955 48.21513046796095, 16.338226177524188 48.21509801489462, 16.338075860888434 48.2150717429807, 16.337509290063064 48.214997565809135, 16.33725259982738 48.214968203841465)",17,Ottakringer Straﬂe,24 bis 30,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355170,,2013-05-10
KURZPARKSTREIFENOGD.355171,"LINESTRING (16.338419405890253 48.21497412121756, 16.337748772490624 48.21489376564346, 16.33720301571889 48.21482267692795)",16,Ottakringer Straﬂe,17 bis 23,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355171,,2013-05-10
KURZPARKSTREIFENOGD.355172,"LINESTRING (16.33665365586288 48.21489105616498, 16.336519528416314 48.214872509507686)",17,Ottakringer Straﬂe,34-36 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355172,,2013-05-10
KURZPARKSTREIFENOGD.355173,"LINESTRING (16.335733273706172 48.214637589395814, 16.33696584298242 48.21479677536697)",16,Ottakringer Straﬂe,25 bis 31,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355173,,2013-05-10
KURZPARKSTREIFENOGD.355174,"LINESTRING (16.335617646355267 48.21477171535662, 16.33464870683127 48.21464652048941)",17,Ottakringer Straﬂe,42 bis 48,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355174,,2013-05-10
KURZPARKSTREIFENOGD.355175,"LINESTRING (16.334597132543717 48.21448860433162, 16.33486769342391 48.21453033573065)",16,Ottakringer Straﬂe,37 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355175,,2013-05-10
KURZPARKSTREIFENOGD.355176,"LINESTRING (16.334308767937067 48.21460109022961, 16.333531771586234 48.21450679708558)",17,Ottakringer Straﬂe,50 bis 54,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355176,,2013-05-10
