FID,OBJECTID,SHAPE,ADRESSE,ZEITRAUM,AUSN_TEXT,WEBLINK1,SE_ANNO_CAD_DATA
FUSSGEHERZONEOGD.14033,14033,"MULTIPOLYGON (((16.36871849176061 48.209559786477065, 16.369026634693988 48.209710810826415, 16.369218672860846 48.20979149630843, 16.369546652481034 48.20992405054664, 16.369869205832604 48.21004801696108, 16.369847713618675 48.21016339671181, 16.36971820157266 48.21010895406148, 16.369238864712617 48.21036869937895, 16.36917409890611 48.21031582920136, 16.369609318760503 48.21007918251522, 16.36948631348849 48.21001577150873, 16.369298564674597 48.2099120177442, 16.369255417346267 48.20989472734595, 16.369128099534663 48.209839968633496, 16.369048268074955 48.20981259836358, 16.36903748566673 48.20982557860858, 16.36893607332783 48.20977802477345, 16.36886920950927 48.209788134220965, 16.368796444818702 48.20988121993595, 16.36879773543072 48.20988168361617, 16.36873488271515 48.20997486269401, 16.369088635781186 48.210533173832076, 16.368946266649917 48.210578424236616, 16.36863207001419 48.21011656314761, 16.36856690725431 48.21010040557302, 16.36849431815725 48.210121579823785, 16.368047684662887 48.21035438268098, 16.3678336925374 48.21049877707684, 16.367885858738557 48.210565952441605, 16.36760526026796 48.210500211456825, 16.367602074000864 48.2105043815665, 16.367427266693376 48.21037177110165, 16.36683209864 48.21074969922746, 16.366688684732623 48.21082298692843, 16.366656339068577 48.21084606303204, 16.366632638399086 48.21088067506809, 16.36661540728888 48.21093402715151, 16.36662405259725 48.21096863058175, 16.366645656901106 48.21100611737183, 16.36668018815769 48.211037827097606, 16.36658959600885 48.21106236658488, 16.366531249544604 48.210895127041475, 16.366567895521644 48.21084032191782, 16.366611005851595 48.21079561439719, 16.36666276455265 48.21076820742269, 16.366880568474986 48.21064559026092, 16.366954113308854 48.210600433779554, 16.36711799617221 48.210490807794535, 16.36719993061679 48.21043599921212, 16.36730990351674 48.210356667559466, 16.367494445988804 48.210237907342744, 16.36731375511863 48.21011923772796, 16.367200387545946 48.210191061007144, 16.36667886344731 48.209809126113036, 16.366701520901888 48.20978588171179, 16.366913227899882 48.20993586720038, 16.367042505062162 48.21000806560136, 16.367062906908743 48.20999290660137, 16.367126408229737 48.21002825061638, 16.3671702248406 48.20999641192118, 16.367307135352508 48.21009717927174, 16.367320348030564 48.21009717567896, 16.367331134681383 48.210090355918766, 16.36752204586085 48.21022225166851, 16.36781018065251 48.21004508784566, 16.36789784849454 48.20998874474071, 16.36768704393781 48.20986064750697, 16.367661396171485 48.20985592505104, 16.367635741067577 48.20984145039293, 16.367685687512623 48.209810108037956, 16.367920157140787 48.20997440703649, 16.368563828752116 48.20957958832396, 16.368427852721133 48.20946888473913, 16.368250892257283 48.20933339829286, 16.3681775004494 48.20927430668255, 16.368037222199092 48.209166202859734, 16.368019965303994 48.209174859094425, 16.36782789207411 48.20903072475636, 16.36729975391798 48.209376045579255, 16.367625589847833 48.209623268870494, 16.36758978872137 48.209648351668505, 16.36721791049998 48.20937834306825, 16.36671343132362 48.20976826090683, 16.36657189701775 48.209739799196015, 16.367361030893402 48.20918455521036, 16.36772171544873 48.20895477071079, 16.367525321442876 48.20880487242599, 16.36731598448474 48.208653529420886, 16.367326770597625 48.20864632295291, 16.367162753807367 48.20852438400783, 16.3671498123707 48.20852727431882, 16.366813139303616 48.20827647324787, 16.366974887533555 48.2082086662669, 16.367445372066488 48.208580541515154, 16.367466932522397 48.20856899738027, 16.36760072746975 48.20866267863451, 16.367583490324417 48.20868143413608, 16.36792014561157 48.20891492107482, 16.36793523893815 48.20891059117241, 16.36845708944582 48.20929772738383, 16.368478659990377 48.20930204701921, 16.368506712950598 48.20930203910343, 16.369002861513483 48.20897892605566, 16.369324138275157 48.209137320261846, 16.36871849176061 48.209559786477065), (16.36758683720081 48.21027584222447, 16.36770368260031 48.21037664877396, 16.367915442576173 48.21024119085328, 16.36815364555289 48.210114209319315, 16.36842347722072 48.20995984496353, 16.368553732916336 48.209873953974665, 16.368613264309335 48.20981545631414, 16.36861252212937 48.20981416150721, 16.36867501484306 48.20972186482626, 16.36858048469894 48.20964172645114, 16.36826566170071 48.209842236986226, 16.368015527153815 48.209999462524166, 16.367786952132004 48.210145161308425, 16.36758683720081 48.21027584222447)), ((16.369324138275157 48.209137320261846, 16.36932438034753 48.20913714932146, 16.369324380533946 48.20913743710303, 16.369324138275157 48.209137320261846)))","1., Tuchlauben",,,http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
FUSSGEHERZONEOGD.14034,14034,"POLYGON ((16.378042184150424 48.20524397256513, 16.378042185025183 48.20524504275345, 16.37722864976704 48.20565255726158, 16.377132672115128 48.205603425875395, 16.3779573972441 48.20519162721015, 16.378042184150424 48.20524397256513))","1., Theodor-Herzl-Platz",,"ausgen. Zufahrt für u. auf die Dauer einer Ladetätigkeit, sowie Taxi zum Aus - und Einsteigen von Fahrgästen",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
FUSSGEHERZONEOGD.14035,14035,"POLYGON ((16.372711111680278 48.20631293592409, 16.372986745475995 48.20626267475085, 16.373429517564382 48.206177698981485, 16.373544113105456 48.20611653502044, 16.37367915358317 48.206030749919805, 16.37387019486928 48.206008788840805, 16.37390840095294 48.206005125035226, 16.373957549686224 48.206026089931214, 16.374184234391674 48.206227615092814, 16.374163771848774 48.20624678634512, 16.37391662255837 48.20604344227013, 16.37373102660482 48.206060833105916, 16.373457934120704 48.206217457582525, 16.37331467115028 48.20624578765771, 16.373265703539577 48.2064747698823, 16.37311834353432 48.20651312843311, 16.37295917522669 48.20661389425998, 16.37292747215628 48.20658741951902, 16.37295222124007 48.206578814098314, 16.3731451858786 48.20645966431478, 16.373220150205395 48.20632827672362, 16.373237893890856 48.20632553705903, 16.37324606460159 48.206312764100176, 16.373222835139465 48.20626442427655, 16.372712511533415 48.2063704018983, 16.372711111680278 48.20631293592409))","1., Ballgasse",(werkt.) von 6-10.30h,ausgen. Zufahrt zur Ladetätigkeit Zufahrt zur Garage,http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
FUSSGEHERZONEOGD.14036,14036,"POLYGON ((16.374252589816507 48.2062770369051, 16.374753308056007 48.20673098904644, 16.374639442208707 48.20679629082379, 16.374370762488812 48.20653940058358, 16.374183682879252 48.20662648079237, 16.37402901149446 48.206510969629825, 16.374252589816507 48.2062770369051))","1., Franziskanerplatz",(werkt.) von 6-10.30h,Zufahrt zur Ladetätigkeit und Taxi gestattet,http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
FUSSGEHERZONEOGD.14037,14037,"MULTIPOLYGON (((16.373832125759854 48.20733286718287, 16.373865924926157 48.207317792496895, 16.374041326912213 48.207482013061345, 16.3741159103958 48.207545857943785, 16.37424787867233 48.20766717711352, 16.374307162358733 48.207727204851345, 16.374433386665963 48.207830638284996, 16.374792895898768 48.20811284052365, 16.3748998914007 48.20806809933469, 16.375085191282825 48.20795305879787, 16.375286976346498 48.207896782751526, 16.37538440594836 48.207853312412134, 16.3756117668624 48.20774464178098, 16.375627114868372 48.20782767950272, 16.375222054480027 48.2079785618665, 16.37520485305875 48.20796962850741, 16.37496030725462 48.20809362852085, 16.3746064658318 48.2082474231389, 16.37472697777107 48.20839174113854, 16.37463908675803 48.208418597317994, 16.374489876939453 48.208238522960045, 16.374707685026443 48.20814263662266, 16.374459064937533 48.20793066082457, 16.374478174889017 48.207919152164806, 16.374241049753927 48.2077474075224, 16.374042144628877 48.20755073865914, 16.373832125759854 48.20733286718287)), ((16.373865372922587 48.207317271074075, 16.37386651671618 48.20731753150006, 16.373865924926157 48.207317792496895, 16.373865372922587 48.207317271074075)))","1., Blutgasse",,,http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
FUSSGEHERZONEOGD.14038,14038,"POLYGON ((16.375811870723954 48.210367657309966, 16.376038377064233 48.21027154064971, 16.376007957999327 48.21024015605537, 16.37620683838324 48.210141278761206, 16.37629394236222 48.21022342792994, 16.375907234055326 48.210412877940705, 16.375811870723954 48.210367657309966))","1., Grashofgasse",(werkt.) von 6-10.30h,Zufahrt zur Ladetätigkeit sowie Taxi zum Aus und Einsteigen ganztägig gestattet,http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
FUSSGEHERZONEOGD.14039,14039,"POLYGON ((16.376250415471045 48.21171870202929, 16.377046289872244 48.21147497583733, 16.377064865510377 48.211231524040144, 16.37717376415734 48.21123901242623, 16.37718520842398 48.211449826275995, 16.377981136575407 48.211298957079585, 16.37834533106581 48.2112536509757, 16.378533256761678 48.21146189053847, 16.377748581615467 48.211602723092355, 16.377234213760246 48.21170329926818, 16.376723650669344 48.211836499021175, 16.376445844433402 48.21192945145782, 16.376250415471045 48.21171870202929))","1., Schwedenplatz",,,http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
FUSSGEHERZONEOGD.14040,14040,"MULTIPOLYGON (((16.375705392819267 48.21145397044692, 16.375329164293014 48.21156794415911, 16.37533738712353 48.21195712084925, 16.375179000783184 48.2120233646018, 16.375194672295002 48.211806264111424, 16.375155003415383 48.21173214689728, 16.375055973847683 48.21171628960229, 16.37455687131147 48.2117270517998, 16.374469752663515 48.21175090385589, 16.37420835360212 48.21180129870926, 16.374045126800898 48.21185534776746, 16.374100284327458 48.21193357911048, 16.37422190332257 48.21189211624975, 16.37451107059625 48.21181837480083, 16.37465579249676 48.21197481647227, 16.374612206724713 48.21200551579927, 16.374632874538136 48.21202391788686, 16.37430246107887 48.212182047299606, 16.374346108957372 48.2122341931605, 16.374295629024832 48.21225875232655, 16.374068207639212 48.21202563482904, 16.374049852245868 48.212022574225735, 16.373790609503917 48.21220829665078, 16.37374008430306 48.21217149518306, 16.37401767221464 48.21197502896772, 16.373962825894395 48.211880807624375, 16.373851788886512 48.211711403840916, 16.37334877065371 48.21177774887474, 16.37328536738258 48.21173806457343, 16.37382401469993 48.211653164196285, 16.37383192817253 48.21163727965481, 16.373633748449624 48.21147584522762, 16.373716918810235 48.211444045133334, 16.373819963453244 48.211523439023594, 16.374021898190698 48.211412171937056, 16.374144749339422 48.21149155899361, 16.37412098768673 48.211510101791575, 16.37397451341821 48.211618697784175, 16.374109291125418 48.21175897370611, 16.374544940680817 48.21166086605148, 16.375059879437536 48.21165010752673, 16.37505593564904 48.211665990806026, 16.375246066775432 48.211676520101584, 16.375269787664937 48.211605025290105, 16.375257828539993 48.21152030469665, 16.37513492322963 48.21137209410195, 16.3750595355927 48.21119738236679, 16.375027842681916 48.21118945214423, 16.37519019591076 48.21112320723981, 16.375269555179756 48.211300561529484, 16.375321189847728 48.211485866202935, 16.375333076894567 48.21149381210615, 16.3756657357249 48.21139573534239, 16.375705392819267 48.21145397044692), (16.374180094985963 48.2119973592197, 16.374180122330664 48.211997943766804, 16.37418021695217 48.211998528291545, 16.374180365395137 48.21199911279844, 16.374180554197505 48.211999688298775, 16.37418081026335 48.212000245790456, 16.374181120150656 48.2120008032643, 16.374181483839386 48.212001333740794, 16.37418190134291 48.21200185520623, 16.374182157201794 48.2120021339097, 16.374283435366358 48.2121100722876, 16.374283650819994 48.21211029704524, 16.374284162479704 48.21211077351315, 16.37428471448552 48.21211122298814, 16.374285320299524 48.212111654458894, 16.374285966459635 48.212112058936704, 16.374286639503758 48.21211242743287, 16.37428735289397 48.21211276893612, 16.374288106630303 48.21211308344643, 16.374288887250636 48.212113361975106, 16.3742896812996 48.212113604526614, 16.374290515687953 48.21211381109205, 16.374291350049536 48.21211398168478, 16.374292211295128 48.2121141162959, 16.37429307250724 48.212114205941155, 16.374293960610046 48.21211426859796, 16.374294835223996 48.212114286293364, 16.374295709811147 48.21211426801609, 16.3742965978202 48.21211420476852, 16.374297458898383 48.21211411455035, 16.374298319943076 48.21211397936635, 16.374299154050192 48.212113808218604, 16.374299988130506 48.21211360109819, 16.37430078181786 48.21211335801852, 16.37430156202301 48.212113078970674, 16.37430230183518 48.212112763963525, 16.374303028171852 48.21211242198138, 16.37430370066686 48.21211205303762, 16.374304346224275 48.212111648130154, 16.37430458830077 48.212111486172525, 16.37437042781433 48.21207845031652, 16.374595405903225 48.2119762306744, 16.374595580768858 48.21197615867039, 16.374595661467254 48.21197611367749, 16.374596293646295 48.21197581669089, 16.374596966130643 48.21197543875223, 16.37459761168405 48.211975033843096, 16.374598216851112 48.211974601967995, 16.37459878163858 48.211974152120064, 16.374599292584392 48.21197367531069, 16.3745997496885 48.21197317153984, 16.37460016641302 48.211972649796195, 16.37460052930939 48.2119721190774, 16.374600838370824 48.21197157039031, 16.374600838364074 48.21197156139714, 16.374601093597306 48.211971003734945, 16.37460129499563 48.211970428104465, 16.374601442572523 48.211969852492025, 16.374601522859148 48.2119692589158, 16.374601549331086 48.21196867435079, 16.374601549196083 48.2119684944874, 16.37460059702315 48.21193684783699, 16.374600569808713 48.211936443153405, 16.37460048863114 48.211935849631345, 16.37460034019033 48.211935274118126, 16.374600137928134 48.211934698623, 16.37459988185132 48.21193413213908, 16.374599571966627 48.21193358365953, 16.374599208274045 48.21193305318436, 16.374598790766857 48.21193253172041, 16.374598440637648 48.21193214513145, 16.37457799959722 48.21191105400316, 16.374577878411454 48.21191093713255, 16.37457736675101 48.211910460665905, 16.3745768147448 48.21191001119234, 16.374576208930726 48.21190957972309, 16.374575562770886 48.211909175246895, 16.37457488972735 48.211908806752405, 16.374574176338054 48.21190846525092, 16.374573422602996 48.21190815074249, 16.374572641984223 48.21190787221571, 16.37457196906215 48.21190766559825, 16.374518809130723 48.211892538896564, 16.37450243597747 48.21187722900277, 16.374502166682316 48.21187697728404, 16.37450160121506 48.21187651882142, 16.374500995408752 48.21187609634496, 16.374500362705245 48.21187569186386, 16.374499676200635 48.21187531438022, 16.3744989628123 48.21187497287828, 16.37449820908491 48.21187466736251, 16.37449742846706 48.21187438883524, 16.374496634420833 48.21187414628511, 16.374495813490864 48.2118739397167, 16.37449496567717 48.21187376912995, 16.37449410443509 48.211873634520344, 16.374493579630105 48.21187357174364, 16.374458296970825 48.21186986036262, 16.374457960567426 48.21186983349545, 16.37445707246864 48.21186977083994, 16.374456197858805 48.21186975314576, 16.37445532327588 48.211869771424254, 16.37445443526453 48.21186982567989, 16.374453574197428 48.21186992489238, 16.374452713157233 48.21187006007756, 16.374451879054597 48.211870231226406, 16.374451044978848 48.21187043834792, 16.37445025129596 48.211870681428636, 16.374449471095296 48.211870960477526, 16.374448731280793 48.21187126649243, 16.374317867841235 48.21192963983263, 16.374317141507248 48.21192998181487, 16.374316469021423 48.211930359751875, 16.37431582346638 48.211930764659456, 16.374315218297454 48.21193119653308, 16.374314653507977 48.211931646379604, 16.374314142559943 48.21193212318772, 16.374313685453394 48.21193262695745, 16.374313268726276 48.21193314870008, 16.374312905827214 48.21193367941796, 16.374312569892453 48.21193428207224, 16.374312193698835 48.21193502863065, 16.374186211580113 48.2119898209136, 16.374186077073254 48.211989883910405, 16.37418535073752 48.21199022589181, 16.374184678243257 48.211990594834916, 16.37418403268643 48.211990999741715, 16.374183427515696 48.211991431614656, 16.374182876179745 48.21199188145608, 16.37418236523657 48.211992367256784, 16.37418189466616 48.21199286203726, 16.374181477937203 48.2119933837794, 16.374181115036368 48.211993914496865, 16.374180805977 48.21199447217599, 16.374180550739066 48.21199502983723, 16.374180362791307 48.211995605462526, 16.374180215216295 48.21199619006761, 16.374180121462725 48.21199677465482, 16.374180094985963 48.2119973592197)))","1., Seitenstettengasse",,,http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
FUSSGEHERZONEOGD.14041,14041,"POLYGON ((16.381402103414423 48.209912323135065, 16.381393894849122 48.20983484118042, 16.381404071470072 48.20984026904392, 16.381568823040503 48.20983748799667, 16.3818759349194 48.2098292091888, 16.382054921598534 48.20982642177021, 16.382054958126652 48.20986720580258, 16.38201631836297 48.20986993719603, 16.381981749240133 48.20988082375969, 16.38193904845138 48.20990123733067, 16.38140413509148 48.20991232233363, 16.381402103414423 48.209912323135065))","1., Georg-Coch-Platz",(werkt.) von 6-10.30h,ausgen. Zufahrt zur Ladetätigkeit,http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
FUSSGEHERZONEOGD.14042,14042,"POLYGON ((16.362877547001002 48.21189342537218, 16.362973117811222 48.211888735576856, 16.36296985056078 48.21191898037684, 16.362924335133812 48.21197806716612, 16.362877610471354 48.212014941086416, 16.36277741629065 48.21208195455232, 16.362728510610218 48.21214272377338, 16.362698236527287 48.21219570057034, 16.362733216357583 48.212239309335914, 16.362896403743516 48.21229068530513, 16.362752018657414 48.212533750366326, 16.36295251874657 48.21261003765623, 16.36292689697444 48.212656781153576, 16.362584190560774 48.212538456675475, 16.362775252252128 48.212396644085764, 16.362782229638075 48.21235925785386, 16.36275656652155 48.21232654666318, 16.362595680955042 48.21219883593119, 16.36262830228048 48.21218325222312, 16.362586323352673 48.21213496859192, 16.362118273924242 48.21239361133541, 16.362836367043684 48.21278373188136, 16.362769426616705 48.21283746366062, 16.362584554465585 48.21274798846171, 16.362613999427097 48.21273007626116, 16.362029901254747 48.212425853867714, 16.36199774255536 48.21239900752273, 16.362043331049662 48.2123485185592, 16.362528023920927 48.21208824452322, 16.362721459600863 48.212038350667, 16.362835633885645 48.21197133399328, 16.362879888229596 48.21189342482586, 16.362877547001002 48.21189342537218))","1., Mölkersteig",,,http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
FUSSGEHERZONEOGD.14043,14043,"POLYGON ((16.353550725484094 48.19866809672154, 16.3538760894575 48.19840666859819, 16.353865863712585 48.19839982636371, 16.354031610269878 48.19826569407411, 16.35404593927884 48.198273902617125, 16.354330379313332 48.198053542507445, 16.354301712094944 48.19801111717708, 16.35459031688237 48.198006970104586, 16.3544593465525 48.19810688753714, 16.35444706267565 48.198100045683525, 16.354330428476327 48.19819174988779, 16.354344756539117 48.198197224463215, 16.35365963954232 48.19872976439574, 16.35346968067024 48.19887457472759, 16.353415179333176 48.19885216294503, 16.35347803366209 48.19879331098102, 16.35343471157014 48.198772768096205, 16.353493367521235 48.19871017558987, 16.35322926798419 48.19859345674136, 16.35319992948936 48.1985934611212, 16.353165000000935 48.1986084130113, 16.353103546083343 48.198671932065025, 16.353038995459627 48.19864614914639, 16.353051841256047 48.19864391693595, 16.353053232835155 48.1986215056955, 16.35303925542299 48.19861870188576, 16.353141215437084 48.19852247760483, 16.353173350938363 48.198519666947455, 16.353190119458855 48.198501920880545, 16.353423476513026 48.198605568369, 16.35340532155292 48.19862051779615, 16.353536673055707 48.19868214622553, 16.353550725484094 48.19866809672154))","6., Barnabitengasse",(werkt.) von 6-10:30h,ausgen. Zufahrt zur Ladetätigkeit sowie Zufahrt zum Ladehof der Gruft Nr. 12a v. 15-19 h,http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
FUSSGEHERZONEOGD.13988,13988,"POLYGON ((16.359083761513528 48.23541377968801, 16.35897409741699 48.235398819042196, 16.358971660158588 48.23539719177075, 16.3588035440869 48.23543792808744, 16.35880354986069 48.23545095014475, 16.358299111631716 48.23540057938994, 16.358320996227185 48.23526773756429, 16.35837935666353 48.23500074705401, 16.358459651344468 48.23471747465375, 16.358488853742426 48.2346360720894, 16.358549767548045 48.234639315701024, 16.35873231007473 48.23416848917143, 16.358812732196405 48.23417986758231, 16.35891982208659 48.23389170623911, 16.358832088847294 48.23387544607816, 16.35899758280277 48.233430990320194, 16.35899512962671 48.23339355237847, 16.358992686641567 48.233378903044986, 16.359263144640344 48.23334954012657, 16.359275329757065 48.23335604869752, 16.359387468054553 48.23346346700536, 16.35924864789617 48.2336191303308, 16.35911957299973 48.233775430042265, 16.35901731841704 48.23394638306317, 16.35883475586347 48.234394754207194, 16.358710649219844 48.234774082214244, 16.358581700582373 48.23522829684354, 16.358971629766966 48.235329149721906, 16.359047167569436 48.2353112203149, 16.359083761513528 48.23541377968801))","9., U-Bahn Brücke Spittelau",von 6-10.30h,ausgen. Fahrräder sowie Zufahrt zur Ladetätigkeit,http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
FUSSGEHERZONEOGD.13989,13989,"POLYGON ((16.29043766762782 48.19582835039155, 16.290401722546633 48.19568104554216, 16.29168947532474 48.19558884780195, 16.291674162965045 48.195734873428265, 16.291651372125532 48.1957247023156, 16.290477565980463 48.19581059565802, 16.290460477421643 48.195816938079474, 16.290458572929868 48.19582582260281, 16.29043766762782 48.19582835039155))","14., Felbigergasse",Mo.-Fr. (werkt.) von 6-10.30h,ausgen. Zufahrt zur Ladetätigkeit,http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
FUSSGEHERZONEOGD.13990,13990,"POLYGON ((16.31145423556266 48.21323190980877, 16.31130456218175 48.21318799102361, 16.311282241751943 48.213182725213, 16.311349263837677 48.213072150627184, 16.311403153794107 48.21295981951746, 16.311466271080853 48.2127974703424, 16.311468912144576 48.212761480240616, 16.311672469049604 48.21273081190779, 16.311667197094447 48.21275362646232, 16.311668511990888 48.212761522744486, 16.311651406437147 48.21282559545189, 16.31161065234875 48.21293265947626, 16.311559385887932 48.2130467449107, 16.311493664451955 48.213167850898735, 16.311454235140562 48.21323279113927, 16.31145423556266 48.21323190980877))","16., Weinheimergasse",(werkt.) von 6-10.30h u. v. 15-17h,ausgen. Fahrräder sowie Zufahrt zur Ladetätigkeit,http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
FUSSGEHERZONEOGD.13991,13991,"POLYGON ((16.309154319813658 48.21395521894267, 16.309065369079406 48.21396925442068, 16.309062125644964 48.21397033283952, 16.308950525183576 48.21399084698376, 16.30886641673866 48.21400812098963, 16.308779070211585 48.21404160884795, 16.308727307892525 48.214062136953764, 16.308758001303218 48.214111858477025, 16.308630220044762 48.21414425743556, 16.3085541913073 48.21417451028058, 16.3085832762627 48.21421234249696, 16.30853798774448 48.214229625529846, 16.308470050502784 48.21425122882746, 16.30841666382786 48.21428905026451, 16.308371369301284 48.21429228590217, 16.30832131116675 48.214146350698584, 16.30834557745296 48.21413662594109, 16.308301984234415 48.21400473961151, 16.3082826065548 48.21395717905955, 16.308287474046384 48.21391394108205, 16.30832793051354 48.21387395822495, 16.308374847528306 48.213855596485566, 16.3084896767493 48.21383616285392, 16.308488069007854 48.213823194319644, 16.308505862271936 48.21381454715595, 16.308534984762574 48.21380699087488, 16.30855600972489 48.21379402775594, 16.308575422873243 48.21377565036052, 16.308585152430787 48.213748637207004, 16.308581924609403 48.21372053278406, 16.308732341193917 48.21370651230109, 16.308746884288496 48.213736786761295, 16.308919940979724 48.2137087240781, 16.30890864121033 48.21367737122513, 16.309042889959333 48.21365145754869, 16.309154319813658 48.21395521894267))","16., Ottakringer Straße",,ausgen. Fahrräder,http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
FUSSGEHERZONEOGD.13992,13992,"POLYGON ((16.325206250076935 48.1976630642527, 16.32423967933818 48.19739298432994, 16.324160199170308 48.19737142844299, 16.323790718658042 48.197401552803704, 16.32375634240614 48.19743314222299, 16.323743465108656 48.19739436219219, 16.323711258324018 48.19735415016855, 16.32365541553775 48.19732111215838, 16.323608164513875 48.197303876093464, 16.323644697939134 48.197196168553624, 16.323676925979058 48.19720334859639, 16.323679067877812 48.19719042560654, 16.323737067938506 48.197201925136575, 16.323812276370735 48.19708416728636, 16.323762871904936 48.1970726777064, 16.32376287533962 48.197058315574964, 16.323741395090376 48.1970511277143, 16.323818757910615 48.196923324688846, 16.323885351800534 48.19694056271704, 16.323924010848724 48.19694200571297, 16.32396482516866 48.19693051670839, 16.32409370865056 48.19696500110243, 16.324070071812475 48.19697648295108, 16.324113028343213 48.19700808950639, 16.324173157781974 48.19705978861796, 16.324218261719565 48.1971129340563, 16.324235430988 48.19714883665482, 16.324669321688646 48.19727095405381, 16.324692950474105 48.19723505555918, 16.324746661680262 48.19723792968255, 16.324791761413323 48.19725229624002, 16.324830431036684 48.19726810106341, 16.324856200685556 48.197283895625034, 16.32483686365321 48.197316925742726, 16.325083873282058 48.19738301357812, 16.325118245324227 48.19736721581017, 16.325156903509633 48.197374405042396, 16.325167647332318 48.197393075931025, 16.325161201915247 48.19740312071842, 16.325294377227703 48.19744335082093, 16.325330897031375 48.197384466797736, 16.32537171976314 48.19739740281054, 16.325206250076935 48.1976630642527))","15., Kardinal-Rauscher-Platz",Mo.-Sa. (werkt.) von 6-10.30h,ausgen. Zufahrt zur Ladetätigkeit mit Lastfahrzeugen sowie Zufahrt zu den Stellplätzen im Objekt ONr,http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
FUSSGEHERZONEOGD.13993,13993,"POLYGON ((16.325337559467314 48.19065597147401, 16.32454019327556 48.19045846656643, 16.324399159115003 48.190400608062156, 16.32442925863099 48.19034527591816, 16.324263773674453 48.190286155723236, 16.324273184510584 48.19024466203862, 16.324596640381262 48.19034403367052, 16.324685026219832 48.19036919643879, 16.32480161508452 48.190399389104186, 16.325234149518113 48.19050254670885, 16.325292454393388 48.19050129313198, 16.325333828143936 48.19048998354513, 16.325382735293893 48.190471120350644, 16.32542222864064 48.19044722906355, 16.325337559467314 48.19065597147401))","15., Schwendergasse 30",,,http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
FUSSGEHERZONEOGD.13986,13986,"POLYGON ((16.353950814554373 48.18554647629234, 16.35372501644467 48.185745602963934, 16.35371645730757 48.18572844523028, 16.353324564122918 48.18559577395649, 16.352949793172787 48.18546424096622, 16.35290017113086 48.185472252208655, 16.352884770068297 48.185464250505376, 16.35288990473978 48.18545623680087, 16.352898453432633 48.18544250291254, 16.352900151257035 48.18541161097767, 16.352886449914024 48.1853784280294, 16.3528624897157 48.185352117394544, 16.35283339673956 48.18533953114693, 16.35280944180742 48.18532923741241, 16.3528282463877 48.18529948512121, 16.352855621295593 48.185281170941394, 16.353016395088996 48.1850728914907, 16.353040352048023 48.18504885808678, 16.35305916396376 48.185041993483445, 16.353098533612027 48.18506143997302, 16.353134455198436 48.18506487004845, 16.353165453685452 48.18506523415984, 16.353349928491813 48.18519782946665, 16.35367526182572 48.18544577689538, 16.353717922956232 48.18541467181769, 16.353892637395003 48.1855487696115, 16.353950814554373 48.18554647629234))","5., Siebenbrunnenplatz",,ausgen. Fahrräder,http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
FUSSGEHERZONEOGD.13987,13987,"POLYGON ((16.346078109736872 48.217872238895524, 16.346323528292533 48.21782986843078, 16.3463225826271 48.21814782174609, 16.346257209033688 48.21814984203603, 16.346254179610852 48.21814177543911, 16.346208923537766 48.21814043946533, 16.34620590385758 48.21811355017936, 16.346126440329616 48.21811288268329, 16.346127448414492 48.21810683019727, 16.34611034434799 48.218105491713956, 16.34611030168313 48.21788770432186, 16.346078109736872 48.217872238895524))","9., Walter-Beck-Platz",von 7.30 bis 12h,ausgen. Ladetätigkeit,http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
