FID,OBJECTID,SHAPE,ADRESSE,WEBLINK1,SE_ANNO_CAD_DATA
WOHNSTRASSEOGD.12543,12543,"MULTIPOLYGON (((16.37390723644036 48.22939567488752, 16.374000994597573 48.22926325590708, 16.375645670256027 48.22973188259483, 16.375985989724253 48.22926025437025, 16.376203720807627 48.22933405721798, 16.375875156451112 48.22979219229515, 16.37661580176404 48.23000562844247, 16.376334324397238 48.23014276491515, 16.376320359958388 48.230066121251035, 16.373935042928103 48.22939334549778, 16.37390723644036 48.22939567488752)), ((16.376203720807627 48.22933405721798, 16.376205065334872 48.229332186174496, 16.37620506715001 48.22933450640501, 16.376203720807627 48.22933405721798)))","20., Karajangasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12544,12544,"MULTIPOLYGON (((16.38155604045838 48.24454462090413, 16.383678729353864 48.24249691773762, 16.383901626073122 48.242595048086564, 16.381791249135652 48.2446288740519, 16.38155604045838 48.24454462090413)), ((16.381555004623888 48.2445456195504, 16.3815505454342 48.244542644592244, 16.38155604045838 48.24454462090413, 16.381555004623888 48.2445456195504)))","20., Wehlistraße",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12545,12545,"POLYGON ((16.37503569167991 48.24927836695623, 16.37478812308398 48.24945866360793, 16.373779544974038 48.24944718201587, 16.37356721249082 48.249447251490324, 16.373491964148343 48.24938523253462, 16.37346071413394 48.249001173838906, 16.37350914170794 48.248679132670965, 16.374747706932677 48.24866394682874, 16.374747791634615 48.24877621682948, 16.374752223764037 48.24879689949865, 16.373690590441175 48.24880020166294, 16.373677461774573 48.24898337769042, 16.373721859411543 48.24920789420392, 16.373730768937637 48.24929356866919, 16.375031275114235 48.24927836845354, 16.37503569167991 48.24927836695623))","20., Kornhäuselgasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12546,12546,"POLYGON ((16.29060399501129 48.19231020458935, 16.29027193793421 48.191251249050275, 16.290427664827725 48.19123209248168, 16.290766902503876 48.19231186966677, 16.29060399501129 48.19231020458935))","14., Astgasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12547,12547,"POLYGON ((16.29598816240908 48.21736652162508, 16.29613122371951 48.21660185570256, 16.296207013358355 48.21665102064182, 16.296121690197086 48.21704256238871, 16.29607549175165 48.21735580519235, 16.29598816240908 48.21736652162508))","16., Himmelschlüsselweg",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12548,12548,"POLYGON ((16.33354201830005 48.16531530832377, 16.333468884323732 48.16537967135283, 16.33342270796299 48.1653616478437, 16.333334185684855 48.165343623322066, 16.333199472363255 48.165333322791675, 16.333053210526447 48.16533846320322, 16.33247203075206 48.16541311747349, 16.332025550319308 48.165485201535255, 16.331786917590943 48.16551609371294, 16.33115184862745 48.165642234608434, 16.330793886352286 48.165732331091085, 16.33000868376838 48.165920260268635, 16.329927859527096 48.165946003646205, 16.329346664997836 48.16604638976195, 16.329088763585265 48.16617769376293, 16.32902717982983 48.16617510895448, 16.329138826827407 48.165976859676796, 16.329296637670833 48.16597944112872, 16.329469829671652 48.16596657285373, 16.32966228937888 48.16592538566695, 16.330120314850138 48.16582241959441, 16.33122883112088 48.16557271109591, 16.33179847105335 48.16544656737041, 16.332264187881414 48.16538479108387, 16.332649083183394 48.16532558261269, 16.333334190311835 48.16525608308062, 16.33340732017624 48.16527152618805, 16.333476591643706 48.16529213128483, 16.33354201830005 48.16531530832377))","12., Pottendorfer Straße",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12549,12549,"POLYGON ((16.392174168400853 48.232062419140455, 16.394836448047457 48.22982667081948, 16.395025864559344 48.22993805282421, 16.39354890612077 48.231176895792125, 16.394463182194272 48.23166687588966, 16.394309340068645 48.2318075706862, 16.393384813778173 48.2313244562556, 16.392374469803585 48.23215492355587, 16.392174168400853 48.232062419140455))","2., Vorgartenstraße",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12550,12550,"POLYGON ((16.35959135526476 48.2217392490815, 16.35968785285734 48.22163169811874, 16.359922225026267 48.221377664980196, 16.359978932853295 48.22139915582926, 16.35965266220034 48.221752555376646, 16.35959135526476 48.2217392490815))","9., Liechtensteinstraße",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12551,12551,"POLYGON ((16.35102012589422 48.19509165362976, 16.350940966771542 48.194997595060975, 16.351998159272547 48.19431840385642, 16.35161337689831 48.19406124209851, 16.351718874540477 48.193986269453625, 16.352200408229432 48.194330138729185, 16.35102012589422 48.19509165362976))","6., Münzwardeingasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12552,12552,"POLYGON ((16.38025389899986 48.16521563717101, 16.38002517710056 48.16604853526617, 16.380284387885908 48.16609107278407, 16.380263186477848 48.166136559771594, 16.379825490820476 48.16606567166206, 16.380058425154434 48.165187293515764, 16.38025389899986 48.16521563717101))","10., Hentzigasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12541,12541,"POLYGON ((16.373777492947493 48.2314421879909, 16.37377527088761 48.231440713844904, 16.373819519509368 48.23129992968607, 16.37382839755978 48.231310295860844, 16.373843934161375 48.23131473336663, 16.37469791120095 48.23146707208679, 16.374708988053392 48.23146559348799, 16.374704671153307 48.231613765922276, 16.373777492947493 48.2314421879909))","20., Greiseneckergasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12553,12553,"POLYGON ((16.41555014344197 48.29549815060279, 16.415515830288758 48.29534184828881, 16.41811376885135 48.2950955840007, 16.41825463233371 48.29528023643931, 16.4179181650628 48.2953088944577, 16.41790532959709 48.29527196018129, 16.41555014344197 48.29549815060279))","21., Dattlergasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12554,12554,"POLYGON ((16.37454819453372 48.184132169550104, 16.374562079177963 48.18401482142974, 16.37563452014109 48.184084802099335, 16.375506037711013 48.18419036365753, 16.37454819453372 48.184132169550104))","10., Johannitergasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12555,12555,"POLYGON ((16.36742124695509 48.2068600812305, 16.367450878042106 48.20680277759663, 16.367912461082636 48.20691613553391, 16.368171300374232 48.206997595672206, 16.368248799890804 48.20704715338988, 16.36822245786307 48.20711326062874, 16.368095684327002 48.207335859218226, 16.367978647185176 48.20731495565996, 16.368144948636147 48.207048279594744, 16.36742124695509 48.2068600812305))","1., Bräunerstraße",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12556,12556,"POLYGON ((16.3470698813961 48.19917063966133, 16.34709172363756 48.199090265415364, 16.34740322587264 48.19912676542338, 16.347403220222315 48.199101188787836, 16.349376126272478 48.19934942295682, 16.3493324410959 48.19948095342767, 16.348141032620177 48.199320331597896, 16.34809731775514 48.19933860135733, 16.348004500335875 48.19969299671694, 16.347873336901454 48.19967109387389, 16.34799348379562 48.199291119148036, 16.3470698813961 48.19917063966133))","7., Richtergasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12557,12557,"POLYGON ((16.375264634783758 48.245113843319366, 16.375226679118622 48.24492100510837, 16.37498930171832 48.24464558421574, 16.374542321716145 48.244452883549926, 16.37444950590502 48.244436843877466, 16.374535367459224 48.24434498012506, 16.37505113233971 48.24459275835797, 16.375288504559553 48.24486129219625, 16.375312593216858 48.24490031411242, 16.375326402406206 48.244978366975374, 16.37534368065977 48.24509774563041, 16.375264634783758 48.245113843319366))","20., Unbenante Verkehrsfläche ggü. Forsthausgasse ",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12558,12558,"POLYGON ((16.411237509254875 48.293626342489574, 16.41067893529216 48.29279332090939, 16.410868092697534 48.292747280418396, 16.410902730543945 48.2929079662873, 16.41135787505022 48.29359182577367, 16.411237509254875 48.293626342489574))","21., Edi-Finger-Straße",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12559,12559,"POLYGON ((16.259387113084422 48.179572810545885, 16.25946778669795 48.17957886100122, 16.259817428003863 48.17956829973874, 16.26086275385177 48.17954500688768, 16.260864612951003 48.17949944034099, 16.26103314027185 48.179505547126084, 16.26102942587047 48.17959427993562, 16.259553773072735 48.179629280303786, 16.25949458580973 48.179642431261726, 16.259467674178907 48.179654404899566, 16.259387113084422 48.179572810545885))","13., Josef-Heinzl-Gasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12560,12560,"POLYGON ((16.242956206653957 48.14060529132129, 16.24296206108186 48.14080814679378, 16.243014071457992 48.141044946110455, 16.243209949650375 48.141347298628084, 16.243288844608372 48.141462766843404, 16.243213224011352 48.14150315757479, 16.243124517052287 48.14140731191501, 16.24294366061758 48.14115375009814, 16.242871399398002 48.140811047407, 16.242859328450372 48.1406058072664, 16.242956206653957 48.14060529132129))","23., In der Klausen",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12561,12561,"MULTIPOLYGON (((16.375810647292507 48.210368907784236, 16.375907287847205 48.21041284194935, 16.37607606877048 48.21069169759731, 16.37590956503274 48.21069450735306, 16.375816962831365 48.210566755419315, 16.37567704328443 48.21039093322667, 16.375720194004693 48.2103744338587, 16.37567287202297 48.21032086884734, 16.375477432232373 48.21011895834008, 16.37523877449094 48.20986072898733, 16.375051731149867 48.20988552381891, 16.375041455846905 48.20989102213368, 16.37462225215498 48.21008077562368, 16.37443506704534 48.20991733336706, 16.374659053693932 48.20981558153744, 16.37465697135842 48.20978398022098, 16.37463225507987 48.20971254673777, 16.375222026758674 48.209459531177316, 16.375680271404846 48.20925602045689, 16.37592687098207 48.209155634304445, 16.375972067391036 48.20912401660045, 16.376177558218107 48.20903600979154, 16.3763481251698 48.2089713791313, 16.37666048178304 48.20884623709913, 16.376882408452946 48.20875409535151, 16.3768392049226 48.20870190529832, 16.377332372072708 48.20849150478354, 16.377402336488657 48.20857667200317, 16.37848953908965 48.20818670939106, 16.378463683497873 48.208305257999754, 16.37826037048938 48.20833363435059, 16.377449659774243 48.20863161227452, 16.377659514597788 48.20887061111739, 16.376769740117712 48.209246026060285, 16.376788255505634 48.20926525590371, 16.376938396111594 48.20936687944797, 16.37709264127099 48.209452007845925, 16.37724274666176 48.209508287413264, 16.37729412798898 48.20950551708123, 16.37744006253475 48.20947799048772, 16.377544889359225 48.209462835175074, 16.37758393711763 48.209465572987355, 16.377688751626795 48.209435309013564, 16.377984677410982 48.20932390192216, 16.378338123629003 48.20918363181044, 16.37836076914308 48.209217968416695, 16.378451287185307 48.20930999820769, 16.378498605453647 48.20935669130037, 16.378652895332188 48.209492656008294, 16.378874836115425 48.2094183798591, 16.378833952063694 48.20969869436051, 16.37883307603276 48.20972923550818, 16.378771005709616 48.20979625324385, 16.378383532591055 48.209411691022666, 16.37840819602309 48.20939657340438, 16.378272408341065 48.20926196853534, 16.37783265177422 48.209437999727015, 16.377690861432136 48.20949851228473, 16.37756960846269 48.209532901071796, 16.37743395545633 48.20956317604072, 16.377296275932018 48.209616815845024, 16.37715641658332 48.209519307971284, 16.376954902597006 48.209431444575145, 16.376712197479517 48.209266658783875, 16.376590960669745 48.20932165889259, 16.376498492330295 48.20936290718362, 16.376358761342257 48.209426160293106, 16.376145062378157 48.209532030728305, 16.376048480441124 48.209578783913415, 16.37587587662866 48.20965715639895, 16.375740248839882 48.20972178328774, 16.3754998092695 48.20980568242728, 16.375321001841687 48.20984971127142, 16.375810647292507 48.210368907784236), (16.37679672249796 48.208863248951, 16.37665945794427 48.20892969413494, 16.37636444954334 48.20904501852592, 16.376332333766324 48.20906260244813, 16.375964306032795 48.20921310569312, 16.375745247397976 48.209312780951784, 16.375593359489798 48.209367520791126, 16.375356785937804 48.20947305588656, 16.375111437446353 48.209576641955785, 16.375050114917027 48.20963525330815, 16.37505305683746 48.20966454308078, 16.375175874320274 48.20979144900612, 16.375286891261233 48.20977578103552, 16.375529328174686 48.20968196218322, 16.375558551965394 48.20969952480829, 16.375818508959576 48.20959202969714, 16.37596453669953 48.209509952344824, 16.37625954407866 48.2093887654396, 16.376551612336126 48.209261724252926, 16.376580817333437 48.20923827774576, 16.376893348395857 48.209111228472075, 16.377053977513484 48.209036959610835, 16.37731976416586 48.20892555597478, 16.37714138887287 48.20873032405028, 16.37679672249796 48.208863248951)))","1., Bäckerstraße",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12562,12562,"POLYGON ((16.365308808713497 48.188770371030174, 16.365259969228156 48.1886903295117, 16.366438415694166 48.18795400730565, 16.366508538349656 48.18800940490243, 16.365308808713497 48.188770371030174))","4., Trappelgasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12563,12563,"POLYGON ((16.354475364508776 48.18883063279889, 16.35430941117624 48.188748092635834, 16.35508859357697 48.18805390641855, 16.354428682227358 48.187777940272824, 16.354544393423478 48.18765407623383, 16.356169092057346 48.188358178498916, 16.35620380569341 48.18832721779635, 16.35647009358034 48.18844843522881, 16.356323525354988 48.18858778394499, 16.355266108304214 48.18812612832482, 16.354475364508776 48.18883063279889))","5., Bacherplatz",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12564,12564,"MULTIPOLYGON (((16.36043615355607 48.18237763043578, 16.360550564274472 48.182261458704254, 16.36232558391475 48.18287865794685, 16.362201166246873 48.18298609230259, 16.36043615355607 48.18237763043578)), ((16.360434189880788 48.18237694736778, 16.36043615355607 48.18237763043578, 16.36043419115598 48.18237963633956, 16.360434189880788 48.18237694736778)))","5., Gassergasse West",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12565,12565,"POLYGON ((16.360322160606316 48.191896931532206, 16.360409723097625 48.19181669364468, 16.360986917680307 48.192117086758806, 16.360891731174043 48.19220114884027, 16.360322160606316 48.191896931532206))","5., Zeuggasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12566,12566,"POLYGON ((16.35040313063406 48.18550307803492, 16.35040536349261 48.18550457962268, 16.350219811655492 48.185441812028344, 16.350771743401257 48.18472123340905, 16.350970715955 48.184788477000055, 16.35093719165132 48.18479595470634, 16.35040313063406 48.18550307803492))","5., Embelgasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12567,12567,"MULTIPOLYGON (((16.363113842171927 48.18429398026883, 16.36323106138401 48.18417711276967, 16.364081188433335 48.18455903032205, 16.363956397398304 48.18467305866282, 16.363113842171927 48.18429398026883)), ((16.363113479262275 48.18429434008284, 16.36311107120772 48.18429273985749, 16.363113842171927 48.18429398026883, 16.363113479262275 48.18429434008284)))","5., Hauslabgasse West",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12568,12568,"POLYGON ((16.365726580174954 48.18543249692478, 16.365729161272707 48.18543076956163, 16.365855726195868 48.18527171882697, 16.36587384232169 48.18532010660839, 16.366835572263977 48.18569492403301, 16.366719345098836 48.18582112986644, 16.365726580174954 48.18543249692478))","5., Hauslabgasse Ost",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12569,12569,"POLYGON ((16.363849381313354 48.18356267435772, 16.363966086435155 48.18344630084521, 16.364888576181503 48.18376642048504, 16.364767084043518 48.18388120432431, 16.363849381313354 48.18356267435772))","5., Gassergasse Ost",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12570,12570,"POLYGON ((16.352011030474785 48.18825032786231, 16.35216237750868 48.18830526424883, 16.352441597589845 48.18839594826528, 16.35273517236296 48.18849710660719, 16.35238044542047 48.18890804820299, 16.352306075856166 48.188881888508476, 16.352326947256415 48.18887577916783, 16.35233999004775 48.188866181568336, 16.352572111598807 48.188531151460566, 16.352572106552383 48.18851544932021, 16.352560362304203 48.18850585525435, 16.35254208286276 48.188499751489594, 16.352288969118266 48.1884160337709, 16.352298093950637 48.18839335161083, 16.35199408408568 48.18829220259167, 16.352011030745622 48.18825120020351, 16.352011030474785 48.18825032786231))","5., Christophgasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12571,12571,"POLYGON ((16.35416935611611 48.22607046121156, 16.354182137693392 48.22605765295252, 16.353681237420982 48.225289059375164, 16.353881470859 48.22522924203413, 16.353866565388675 48.225249173165786, 16.354363198483018 48.22600922312921, 16.354412208437346 48.22602487238543, 16.35416935611611 48.22607046121156))","9., Galileigasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12584,12584,"MULTIPOLYGON (((16.35382389987378 48.20654463770606, 16.35384352765027 48.20654025499172, 16.353855080566255 48.206528669987854, 16.353904128364434 48.206358736249534, 16.35395034179858 48.20635680452357, 16.354120563054764 48.205752391206445, 16.354054124481582 48.20574081841214, 16.35412624421064 48.20545695532021, 16.354282227216892 48.20546078876625, 16.353999519323153 48.20655953910191, 16.35401686617953 48.20657305314149, 16.35382389987378 48.20654463770606)), ((16.353820415126904 48.20654412563344, 16.35382389987378 48.20654463770606, 16.353817523196188 48.20654605062083, 16.353820415126904 48.20654412563344)))","7., Mechitaristengasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12585,12585,"POLYGON ((16.319278646597123 48.19969077570555, 16.319260853868556 48.19955364493744, 16.32093748401078 48.19941675840791, 16.320875157437168 48.1990630030203, 16.32107730494134 48.19904712956581, 16.321222724317977 48.19987387446568, 16.321192989230283 48.19989374557675, 16.321026514245126 48.19990763640513, 16.320955267717288 48.19955387992521, 16.319278646597123 48.19969077570555))","15., Schuselkagasse, Wurmsergase Süd",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12586,12586,"POLYGON ((16.3262145613749 48.20438010440658, 16.326145898793918 48.203594858673966, 16.326349863153457 48.20358994780199, 16.32641853223331 48.20435712610899, 16.326217009888293 48.20438010461607, 16.3262145613749 48.20438010440658))","15., Brunnhildengasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12587,12587,"MULTIPOLYGON (((16.33026382776263 48.20375035309955, 16.330273633991286 48.20376065078859, 16.33028763836022 48.203764401649316, 16.331224896799153 48.203761629952815, 16.331251521922876 48.203748527998364, 16.33123608892466 48.203915225010526, 16.331205269387407 48.20389555562246, 16.330338059546666 48.203898330661524, 16.330324054198087 48.203903006420234, 16.330315645083278 48.203910497323115, 16.33030964394789 48.20391932833006, 16.33026382776263 48.20375035309955)), ((16.33030964394789 48.20391932833006, 16.330310033927297 48.20392080323168, 16.330308634789294 48.20392080316179, 16.33030964394789 48.20391932833006)))","15., Volkergasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12588,12588,"POLYGON ((16.331273334983834 48.203401014277546, 16.33017708503142 48.20336645663839, 16.3301575935623 48.20323106324384, 16.331271544598664 48.20326847264666, 16.331285967305732 48.203257627464524, 16.331273334983834 48.203401014277546))","15., Dankwartgasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12589,12589,"POLYGON ((16.33000966440902 48.20322426571008, 16.329943187029833 48.2028202163716, 16.329931804024277 48.2027223878931, 16.331317371412034 48.202769460681516, 16.331309758182215 48.20290287427473, 16.330099035176232 48.20285834665997, 16.330083831990287 48.20286977621052, 16.330144612423585 48.203221727651666, 16.330013471776216 48.20322299787103, 16.33000966440902 48.20322426571008))","15., Reuenthalgasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12590,12590,"POLYGON ((16.3313623763807 48.202274090861586, 16.32991524942562 48.20222190721188, 16.329989278064733 48.201670071204184, 16.330116256470088 48.20168097757299, 16.330087189081794 48.201879851409714, 16.33006518616982 48.202061575593206, 16.330073175089353 48.20207895084565, 16.33009715998077 48.202090975981065, 16.33013712785573 48.20209364902063, 16.331370380016967 48.20213512847001, 16.3313623763807 48.202274090861586))","15., Langmaisgasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12591,12591,"MULTIPOLYGON (((16.330144480290624 48.20167982789873, 16.330174078539933 48.2015413433224, 16.331410517199917 48.20160498172233, 16.331399325972917 48.20173838621093, 16.330144480290624 48.20167982789873)), ((16.330144224557664 48.20168097901353, 16.330142368233872 48.20167972886511, 16.330144480290624 48.20167982789873, 16.330144224557664 48.20168097901353)))","15., Alberichgasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12592,12592,"POLYGON ((16.330362966745188 48.20093504108103, 16.33041844579108 48.20080261911075, 16.3314524494379 48.20099998467698, 16.33144649133285 48.201135053133285, 16.330362966745188 48.20093504108103))","15., Löschenkohlgasse Ost",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12593,12593,"POLYGON ((16.32119742314707 48.20088925624464, 16.321049812520037 48.20004905736142, 16.32125855504977 48.200034551416095, 16.321419221241477 48.20086311450959, 16.321201768290333 48.200889256805986, 16.32119742314707 48.20088925624464))","15., Wurmsergasse Nord",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12594,12594,"POLYGON ((16.32175435337381 48.199830981340334, 16.321608546495348 48.1990128255564, 16.32180715617388 48.19899527764031, 16.321961736447612 48.19981538577264, 16.321754352830776 48.199832932862556, 16.32175435337381 48.199830981340334))","15., Chrobakgasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12583,12583,"POLYGON ((16.349359889616174 48.199972571997385, 16.3494136810213 48.199801973934996, 16.349431620746508 48.19983262064079, 16.35060988952388 48.200043053018184, 16.35057803082755 48.200172343144, 16.34939577666684 48.19995923993002, 16.34936188054412 48.19997257176689, 16.349359889616174 48.199972571997385))","7., Lindengasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12595,12595,"POLYGON ((16.322628448717786 48.19942044864697, 16.32262637709878 48.19942044840507, 16.32260374534212 48.19928677996167, 16.323856961592874 48.199183569973655, 16.32387344324387 48.19917117011, 16.323896086162517 48.199328265569946, 16.323879596564318 48.19931723817297, 16.322628448717786 48.19942044864697))","15., Plunkergasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12596,12596,"MULTIPOLYGON (((16.33512698525914 48.20009117630221, 16.335793522391103 48.1990609647817, 16.335908174074547 48.19889006736308, 16.336161917031735 48.198491615035536, 16.336552848231033 48.197892235684236, 16.33653405600982 48.1978670997894, 16.336744561947196 48.19792867510792, 16.336082968531112 48.19895654512119, 16.336789683007822 48.19915256735117, 16.336817878234584 48.19914125373212, 16.33674833407563 48.199338537808345, 16.33673330785203 48.19931717007662, 16.3360040323358 48.19911863839823, 16.33597207039125 48.19912492462123, 16.33531609622171 48.200142232006215, 16.33532736889731 48.20016484994993, 16.335099946040994 48.20010202186844, 16.33512698525914 48.20009117630221), (16.33512663549098 48.20009171589082, 16.335128128708572 48.20009070866556, 16.33512698525914 48.20009117630221, 16.33512663549098 48.20009171589082)))","15., Pelzgasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12597,12597,"POLYGON ((16.32280578889179 48.20040603292495, 16.3228026006897 48.20040603255757, 16.32278029110036 48.200271572808425, 16.32403176855924 48.200169260049904, 16.32405092857503 48.20015219297742, 16.3240764266477 48.200299459116735, 16.32280578889179 48.20040603292495))","15., Löschenkohlgasse West",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12598,12598,"MULTIPOLYGON (((16.334171750275054 48.1998424130142, 16.334204466398408 48.199830839308774, 16.334858144794012 48.198816919627184, 16.334849603329978 48.19879549775525, 16.33505252419816 48.19885547529427, 16.334383889293544 48.19990080907128, 16.334171750275054 48.1998424130142)), ((16.334166006251326 48.199840830118625, 16.334171750275054 48.1998424130142, 16.334168145043392 48.199843689988185, 16.334166006251326 48.199840830118625)))","15., Zinckgasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12599,12599,"POLYGON ((16.333991455621458 48.19837720321736, 16.334636928279128 48.197343886069426, 16.334824737205537 48.19739872872508, 16.334185738062608 48.198429160207965, 16.333991455621458 48.19837720321736))","15., Hackengasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12600,12600,"POLYGON ((16.329923957963537 48.19744615494426, 16.329922720420495 48.19744615487829, 16.330042851330564 48.19725823044253, 16.3300577122514 48.19728388880156, 16.330867551538713 48.197506635631704, 16.330767227253848 48.1976614488943, 16.329958623602607 48.197437874055154, 16.329923957963537 48.19744615494426))","15., Goldschlagstraße",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12601,12601,"POLYGON ((16.330894845396678 48.19750044954188, 16.330892423969747 48.19750188834427, 16.331514392084 48.19649848988652, 16.33149462113859 48.19647057422571, 16.33172753827797 48.196536692202706, 16.33170117307489 48.196544038648575, 16.33106952124714 48.197564668648816, 16.330894845396678 48.19750044954188))","15., Pouthongasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12602,12602,"POLYGON ((16.334377796870214 48.18045290342912, 16.334243721563666 48.18105211066501, 16.334264886944176 48.18106980065928, 16.33408146582077 48.18107923154793, 16.334226114030127 48.1804375676779, 16.334203187311083 48.18042104676492, 16.333697000980468 48.18035852562933, 16.333668774949686 48.18037150226506, 16.333700529566304 48.180239392504355, 16.333718171296344 48.18025708252965, 16.334224356611816 48.18032079067829, 16.33425256902746 48.1803078139058, 16.33448012535311 48.17926509815406, 16.33462826826839 48.17928162063489, 16.334480103419473 48.179982262638475, 16.334377796889548 48.180452309876564, 16.334377796870214 48.18045290342912))","12., Mandlgasse Süd",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12603,12603,"POLYGON ((16.333853429345854 48.18228136894512, 16.33365411258271 48.182209158413386, 16.333965582627858 48.181277467040225, 16.33397180946944 48.18125941776181, 16.334204354514753 48.18124415124932, 16.333853429345854 48.18228136894512))","12., Mandlgasse Nord",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
