FID,OBJECTID,SHAPE,ADRESSE,WEBLINK1,SE_ANNO_CAD_DATA
WOHNSTRASSEOGD.12482,12482,"POLYGON ((16.377360919689774 48.21051239588046, 16.377084781571828 48.210257727148324, 16.377137387459083 48.210237392780954, 16.37740299300121 48.21049518580764, 16.377360919689774 48.21051239588046))","1., Wolfengasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12483,12483,"MULTIPOLYGON (((16.374466209391827 48.20737324327776, 16.374501927723603 48.20735199844316, 16.37447808322303 48.207329001864714, 16.374859061806507 48.207112147283205, 16.37491473799252 48.20715191429941, 16.37449667269331 48.20739535631389, 16.374466209391827 48.20737324327776)), ((16.37485779643655 48.20711123939926, 16.37485911560245 48.207112120285515, 16.374859061806507 48.207112147283205, 16.37485779643655 48.20711123939926)))","1., Nikolaigasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12484,12484,"POLYGON ((16.372194653786227 48.208984352101666, 16.371303279320202 48.209402856500475, 16.371301896728077 48.20942718346337, 16.37117307263197 48.20935517856266, 16.371601256375 48.20914453470887, 16.37211340911683 48.20889923921721, 16.372194653786227 48.208984352101666))","1., Jasomirgottstraße",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12485,12485,"POLYGON ((16.387934561550566 48.21147930119419, 16.389499821464682 48.211621071994045, 16.389421953951906 48.211735798088085, 16.387984082185227 48.21160439184562, 16.38793456330392 48.211481036875625, 16.387934561550566 48.21147930119419))","3., Dißlergasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12486,12486,"POLYGON ((16.342522816095347 48.169322029388915, 16.34251515053987 48.16930322495919, 16.342481922674736 48.169245112517096, 16.342474258639953 48.16923827808439, 16.342453803878122 48.1691886995025, 16.342456351885588 48.16913741991545, 16.342484456978028 48.16908443018553, 16.342497222053826 48.169029723600644, 16.342461437235716 48.16894938000716, 16.342425651894356 48.16886391025528, 16.342400082467943 48.168764770204184, 16.342402621855754 48.168643397309246, 16.34242050442125 48.16855108971235, 16.342446052961197 48.16848271269533, 16.342476703948133 48.168364764650235, 16.342458800686202 48.168289546192625, 16.342433237417975 48.16823826816107, 16.342374467132693 48.1681818568143, 16.342290125878396 48.16811862095807, 16.342241576435146 48.16808887394397, 16.342193011442266 48.16804101452448, 16.34213678212903 48.167981185487214, 16.34210100101645 48.16792136434107, 16.342070327236133 48.16784956391967, 16.342054994108434 48.16778802397668, 16.34206009816103 48.1677487142556, 16.34205498812534 48.16773674451928, 16.342037094448894 48.16773674545216, 16.34203708848365 48.16768546599431, 16.342083080642652 48.167579478248435, 16.342129063812543 48.16751280893227, 16.34219038674566 48.1674512649264, 16.34227726599291 48.16738971950622, 16.342371809188673 48.16733843488692, 16.342507235028716 48.167292274048826, 16.34266821899392 48.16726149901884, 16.34282152981375 48.16725635495321, 16.34300296796773 48.16727514899448, 16.34335049612064 48.16734179435551, 16.343350497818683 48.16735376435944, 16.34336328349046 48.16735888969455, 16.34387538015813 48.16744603646729, 16.343985271662792 48.16746312508801, 16.34408237639738 48.16746824449371, 16.344207577973993 48.16746994439609, 16.344337899962927 48.1674613914984, 16.344417120699603 48.16744258089442, 16.34444778439955 48.16743402608694, 16.344475904982932 48.1674938560625, 16.344427347377565 48.16750069447333, 16.344373681145623 48.16750754222679, 16.34429191778479 48.16751609169495, 16.3441718120742 48.167519517672, 16.344046609581543 48.16751269158342, 16.343957167426733 48.16750586290513, 16.343837059130717 48.16749219238153, 16.34368629770377 48.16746827147718, 16.34291200222028 48.16733156906077, 16.34285322600817 48.16732815512114, 16.342712685584928 48.16732644564001, 16.34260024463142 48.167341839534885, 16.342467371554584 48.167376039329, 16.342357502772884 48.1674290335839, 16.34226040756548 48.167500831911106, 16.342203426780273 48.16756066700584, 16.34216255330679 48.167635888651695, 16.342137006022952 48.167714517910106, 16.34213190001329 48.16773674047781, 16.342160011776954 48.16774357385064, 16.34216257401519 48.167810249599874, 16.342211147151847 48.16792819335586, 16.342282705380335 48.16801195253975, 16.342269921512457 48.16802220552562, 16.34227504465705 48.16803075781983, 16.34229037148709 48.16803759185171, 16.342305697075023 48.168034173587884, 16.34238492848461 48.16808886613716, 16.3424590383672 48.16814698534129, 16.34249481748537 48.16818630178681, 16.342476938376794 48.16819655508082, 16.34249737610908 48.16822048494815, 16.342535712883848 48.1682854409636, 16.342551063417833 48.168372620562316, 16.34253573399634 48.16845296702991, 16.342510197102783 48.168505956633986, 16.342489756160276 48.16856476457252, 16.342474440243112 48.168646819743934, 16.342474449845362 48.16872373891755, 16.342494899345905 48.168839975387, 16.34252813191447 48.16893741526221, 16.342579257435066 48.16902459282649, 16.34258181854347 48.16907758084254, 16.342561375638567 48.169122026586294, 16.342543499669997 48.16915963732, 16.342551167805908 48.169198955324795, 16.34256906588835 48.169229720179814, 16.342584393766764 48.169241689310056, 16.342612506195117 48.169246813855125, 16.34257162504762 48.169267329757, 16.342546070674736 48.16929126221007, 16.342525626147793 48.169323737945966, 16.342522816095347 48.169322029388915))","10., Hertha-Firnberg-Straße",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12487,12487,"POLYGON ((16.34969834870859 48.226106358968806, 16.349778898321112 48.22609558458017, 16.349847439782756 48.22637546115032, 16.349797090604714 48.226380845083796, 16.349843463143053 48.22660286237586, 16.349893812895317 48.22659881840132, 16.349984547957085 48.227019974539665, 16.350103363362432 48.22700784630962, 16.350129578862962 48.22714334285437, 16.350014787492224 48.227155470622606, 16.3502466648742 48.228177135611375, 16.35013993278459 48.22818656456331, 16.349686273265128 48.22614700044135, 16.349712449372902 48.22614027045871, 16.349698348780322 48.22610662876326, 16.34969834870859 48.226106358968806))","9., Währinger Gürtel (Nebenfahrbahn)",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12488,12488,"POLYGON ((16.305219623158663 48.127939668128406, 16.30519421681087 48.12796843088678, 16.30543412529881 48.12850850692166, 16.305578644384607 48.12852947274907, 16.30568009052424 48.12874131885322, 16.3054476320486 48.128792249205965, 16.305075088571506 48.1279474714207, 16.305219623158663 48.127939668128406))","23., Koppalikgasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12489,12489,"MULTIPOLYGON (((16.31802530511123 48.215003432941835, 16.317351370801653 48.2151042016517, 16.317339173562555 48.21512050427775, 16.317272151829922 48.2149268884627, 16.317299598245356 48.21493810742115, 16.317964366508484 48.214838353798235, 16.317982673272052 48.21482001061648, 16.317912612394753 48.21461518920088, 16.318109297069004 48.21458363605971, 16.318249419805312 48.21499633628015, 16.318905782908278 48.21499949371147, 16.318933221701165 48.21499439867464, 16.31895762278751 48.21497912291519, 16.31896678347727 48.21494753128273, 16.31900637013194 48.2151136319492, 16.318978923925417 48.21510038094301, 16.318308079976394 48.21509926314431, 16.31828673283839 48.21511556445845, 16.31863553110132 48.21614557808715, 16.318659923506555 48.21615781248339, 16.318435789643296 48.216166951389546, 16.31804747773259 48.215012330657686, 16.31802530511123 48.215003432941835), (16.31804747773259 48.215012330657686, 16.31804816389877 48.215012609553305, 16.318047397077642 48.215012096822726, 16.31804747773259 48.215012330657686)))","16., Familienplatz",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12490,12490,"POLYGON ((16.421200934193518 48.1703321824811, 16.4213635744835 48.17022027595217, 16.42137214333638 48.17022313843528, 16.421765913389272 48.1699706301449, 16.421971683019937 48.169811790844, 16.42179012035263 48.16967646125902, 16.42187011638938 48.16962960974603, 16.421977573395836 48.169708220309396, 16.422281499944123 48.16953458510175, 16.422339476501094 48.16961766610096, 16.422311641621498 48.169630583295444, 16.422213195982067 48.16969083987785, 16.421280309498684 48.17039660516939, 16.421079152301115 48.170534332677065, 16.42094541037147 48.17062643233815, 16.42088759167688 48.17064653893454, 16.420838378894782 48.170683834223304, 16.42082980999475 48.170680971700655, 16.420399693098776 48.170985106617444, 16.420386821895374 48.170982247218696, 16.420269169250048 48.17108981163994, 16.420151663734227 48.17128765892608, 16.420175419798856 48.17140228731279, 16.419969627793986 48.17133221854418, 16.42026039619896 48.17096227599072, 16.420033050543942 48.17080766870791, 16.420150733506254 48.170718738487345, 16.42039308797191 48.17087619437798, 16.420438047703726 48.17086039623862, 16.420769730774058 48.17062656194445, 16.42119985673214 48.17033103214483, 16.421200934193518 48.1703321824811))","11., Kobelgasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12491,12491,"POLYGON ((16.34911573693264 48.18718698553594, 16.348922382654962 48.18713377653467, 16.349615878205935 48.18623633623999, 16.349020671137293 48.1860310809087, 16.349119205402598 48.18591192767896, 16.350487789312417 48.18636804356039, 16.35040443029623 48.1864973404023, 16.34979783883163 48.18628954544609, 16.349119529513878 48.187186985104915, 16.34911573693264 48.18718698553594))","5., Einsiedlerplatz",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12492,12492,"MULTIPOLYGON (((16.358069924067404 48.19104122299926, 16.35885596091503 48.190493401602915, 16.358939107025524 48.19055346868134, 16.3588043568548 48.190651134652526, 16.358820093613055 48.190682670705506, 16.35914816103483 48.19086286505359, 16.359837513345873 48.190153718209345, 16.360014893876997 48.1899659212268, 16.35954753943808 48.1897722410869, 16.359558779823693 48.189764729462034, 16.3591138895851 48.189571042956864, 16.35923066049453 48.189486897020075, 16.3596620657459 48.18966256346128, 16.35963737414503 48.18969560956906, 16.36008225538849 48.189892297776865, 16.36032699423262 48.189629374946584, 16.360430283969862 48.18951068773217, 16.360591941316713 48.18933039350561, 16.360785158560233 48.189391946570986, 16.360560634945877 48.18964885861799, 16.360513461782073 48.189636844748435, 16.36037873620184 48.18977507193482, 16.36042368252856 48.189799092261424, 16.360091364053304 48.19015817100334, 16.36003744525628 48.19013114869004, 16.359727576374155 48.190446658588726, 16.359752289053066 48.19045866841846, 16.359422197288627 48.19076517045236, 16.35929195874285 48.1909048972906, 16.35982899385319 48.19115863864277, 16.359665061925732 48.191295369127786, 16.359323723974995 48.19158083804128, 16.359065456731038 48.19179118709118, 16.358970739002356 48.19175586272579, 16.35957965635286 48.19121067065959, 16.359157193193703 48.19096891110273, 16.359083040072704 48.19092986849657, 16.35905158760703 48.190914856142314, 16.359038113549673 48.1909208662976, 16.358932509524085 48.19086981495727, 16.35893924320879 48.19085930056108, 16.358732514601133 48.19075719671656, 16.358683087236113 48.190758708322456, 16.358541612440646 48.19085937903601, 16.358521380613794 48.19085187366652, 16.358148580468185 48.19110730795687, 16.358069924067404 48.19104122299926)), ((16.35896884330115 48.19175756281906, 16.358968842230507 48.191755161634106, 16.358970739002356 48.19175586272579, 16.35896884330115 48.19175756281906)))","5., Schloßgasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12493,12493,"POLYGON ((16.355701681684728 48.1851273044849, 16.35495904437869 48.18583958355157, 16.35498650677291 48.185877512400516, 16.354710187694387 48.18582493829492, 16.355372343460186 48.185193442436265, 16.35537234023925 48.18518487190463, 16.354869059297798 48.18495491797941, 16.354986124153097 48.18483865247863, 16.35548757828649 48.18507595366019, 16.35549856463614 48.18507350564827, 16.355849758865222 48.18473694662945, 16.35534280744465 48.18450331716771, 16.355458042177133 48.184389497638584, 16.35596497907667 48.18462190352218, 16.356317996110775 48.18428534273053, 16.356484546594498 48.1843758569333, 16.35569985317924 48.18512852787441, 16.355701681684728 48.1851273044849))","5., Stöbergasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12494,12494,"POLYGON ((16.223190771825063 48.2077516481496, 16.223116250396608 48.20761624559489, 16.223384708902213 48.207619449762326, 16.223622544636445 48.20754319559198, 16.22389123403217 48.20744049510956, 16.224168798230274 48.20730250440023, 16.224415622118965 48.207137998254645, 16.224552314556153 48.207014573589, 16.224689026165567 48.206888208006525, 16.22489195233428 48.20666483389647, 16.225108107545218 48.20643263188867, 16.22529769236234 48.2062739591106, 16.225557699524217 48.20611241294853, 16.225760353593355 48.20601258536071, 16.225976168024733 48.20593630517466, 16.226183112995045 48.205886492037365, 16.226438471255786 48.20583966546669, 16.226636572795663 48.20581043746967, 16.22678624888492 48.205789985430336, 16.22699299983586 48.20583725206044, 16.22683454997713 48.2058459239578, 16.226640840594346 48.20587221570491, 16.22643394006956 48.20590143531983, 16.226191793086784 48.20594827450503, 16.225976029355234 48.20600101998508, 16.22576901343057 48.20607730861034, 16.2255663591227 48.206177136212155, 16.225332767903687 48.20633577605729, 16.2251387581434 48.206506207704734, 16.22495788813987 48.20670313663771, 16.22479905299722 48.206888314530076, 16.2246534980578 48.207035266059776, 16.224472720184256 48.20718806476279, 16.224318460455343 48.207290877874755, 16.22417744344772 48.20737311827465, 16.223930714604514 48.207499375998964, 16.223648825835898 48.2075961821287, 16.22341099690071 48.20767537712931, 16.223190765363807 48.207754588913104, 16.223190771825063 48.2077516481496))","14., Unbenannte Verkehrsfläche",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12495,12495,"POLYGON ((16.2808444614453 48.19662330622514, 16.28087080994199 48.19651306229247, 16.2841021285661 48.19617626182046, 16.28409827433526 48.19627649824637, 16.2808444614453 48.19662330622514))","14., Felbigergasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12496,12496,"POLYGON ((16.467359943767356 48.236835668611036, 16.46735994917531 48.23683778199137, 16.4666707060278 48.23595661929264, 16.46655661362993 48.23591234074242, 16.467856377881485 48.23536307721988, 16.467907250705967 48.235447617327225, 16.466996479005847 48.235835695764465, 16.466942735149892 48.23586537135411, 16.466923778602485 48.23588019563375, 16.466886054225036 48.235983875461514, 16.466879786578772 48.23600714783497, 16.466889368695856 48.2360430914876, 16.467483274919786 48.236780534683966, 16.467543457508036 48.23678892841442, 16.467359943767356 48.236835668611036))","22., Claretinergasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12497,12497,"MULTIPOLYGON (((16.281854610109868 48.17694738694439, 16.281904034948212 48.1756864068191, 16.281942709924834 48.175503062086435, 16.28202949032135 48.1752972209062, 16.282173975560333 48.17510749560187, 16.28230394176572 48.1750046199362, 16.28248682279624 48.174895329638616, 16.282693733807882 48.17479569994081, 16.282866926333245 48.17474431194667, 16.28307857330731 48.17471867105054, 16.283078410930802 48.174876304313386, 16.282948546253113 48.17488267455337, 16.28273687853093 48.17492761467131, 16.28253480741222 48.17500150807423, 16.28232783814169 48.175155816291415, 16.28218338702214 48.175313382015496, 16.28210623452488 48.17549348920844, 16.282062780239976 48.1756575232896, 16.28205295702082 48.17585697050029, 16.282042988525944 48.176181864173316, 16.28203793488452 48.176423132113776, 16.282018263641366 48.17694746398656, 16.281854610109868 48.17694738694439)), ((16.282018263641366 48.17694746398656, 16.28202295636033 48.176947466192296, 16.282018139242602 48.17695068350328, 16.282018263641366 48.17694746398656)))","13., Steinlechnergasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12498,12498,"POLYGON ((16.292151046337022 48.17392246512268, 16.2922355724865 48.17384953528679, 16.292249631758644 48.17387071970504, 16.292545178740728 48.17392967465732, 16.293054661831434 48.174866682194974, 16.292973705251853 48.17488312748177, 16.292485314295767 48.17398379123638, 16.292453650869437 48.17396730363182, 16.292147523642942 48.17392246377726, 16.292151046337022 48.17392246512268))","13., Dontgasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12499,12499,"MULTIPOLYGON (((16.299394907286565 48.187932006847824, 16.29942772288942 48.18795104693783, 16.299467119279864 48.187964234533695, 16.299513090281753 48.18796132636153, 16.299618177205055 48.18794818466337, 16.299758306123294 48.187924801679074, 16.29978016503458 48.187976051884064, 16.300415074751445 48.187870850046224, 16.301017353318695 48.18776744239521, 16.301063077218856 48.1878505535757, 16.299510811633645 48.188101853522085, 16.299502036568363 48.18811063709762, 16.2994976552025 48.18812526765547, 16.299394907286565 48.187932006847824)), ((16.301017165265336 48.187767100595934, 16.3010193440065 48.187767101259915, 16.301017353318695 48.18776744239521, 16.301017165265336 48.187767100595934)))","13., Eduard-Klein-Gasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12500,12500,"POLYGON ((16.306966285045235 48.202005370185425, 16.306968262599035 48.20200537068574, 16.307734507840863 48.20187685147883, 16.307815907694536 48.201856969576276, 16.30781590258905 48.20186625953742, 16.30790522676711 48.2018450485258, 16.307978675958726 48.20182516456109, 16.30810969855501 48.20178804562351, 16.308087817897793 48.2018742849694, 16.307512150157933 48.201969678131704, 16.307496272238666 48.20197631116108, 16.307524010884208 48.20205062875168, 16.3074565251986 48.20206255493818, 16.30742877541102 48.20198425334683, 16.306986096318717 48.2020611059755, 16.306966285045235 48.202005370185425))","14., Breitenseer Straße (Nebenfahrbahn)",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12501,12501,"POLYGON ((16.44073845729037 48.22307622877119, 16.436865275725395 48.2226929934636, 16.43689394409911 48.222564069423285, 16.44074303220494 48.22295699335515, 16.440743281907768 48.22307944392768, 16.44073845729037 48.22307622877119))","22., Große-Bucht-Straße",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12502,12502,"POLYGON ((16.41507613557118 48.18101697763071, 16.415017780426076 48.18098582924204, 16.41568185611295 48.18063641620786, 16.416022670396234 48.18047826765238, 16.416130440251504 48.18042945836444, 16.416640179737918 48.18018931588504, 16.416812053899292 48.180117060635254, 16.416969375597528 48.18006041861199, 16.4171004791682 48.180023283172716, 16.417184974212685 48.17999398660475, 16.417217108729044 48.180042698190924, 16.417115135620158 48.18007396763084, 16.417004424893022 48.18010718566935, 16.416870401831307 48.18015211118118, 16.416756791137708 48.18019703120099, 16.416660671784637 48.18023998731529, 16.41664611353357 48.18025169770416, 16.416628664749037 48.180280946899416, 16.416634534383768 48.18030239161857, 16.41657042368416 48.18031412772913, 16.416165472104417 48.18045672838288, 16.416185901721704 48.18047620245423, 16.41582177060956 48.18063436767593, 16.415623701521156 48.1807261278827, 16.41507613557118 48.18101697763071))","11., Fuchsröhrenstraße",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12503,12503,"POLYGON ((16.467357193410233 48.157807455579636, 16.46735918270099 48.15780745330723, 16.46718868540269 48.15783021203009, 16.467240053133864 48.15697431891874, 16.467402678496875 48.156980761232184, 16.467357193410233 48.157807455579636))","11., Mailergasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12504,12504,"POLYGON ((16.419097880408454 48.17436844559637, 16.419092202537378 48.174207839584156, 16.41904887735781 48.17420545169388, 16.419032124954906 48.17389753554293, 16.419024737234533 48.173793687035, 16.418975974470325 48.173779234124595, 16.419092982301706 48.173566612606606, 16.419177765282395 48.17352307804471, 16.419376428401637 48.17357003177273, 16.4193314548494 48.17367029393514, 16.419241253287733 48.17371383253066, 16.419156901289824 48.17402424097721, 16.41920566997417 48.17403386444067, 16.419224248829522 48.17436472996311, 16.419097880408454 48.17436844559637))","11., Krötzlergasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12505,12505,"POLYGON ((16.371019157430702 48.17688372710234, 16.371000317638543 48.17674272803425, 16.373389443138354 48.176579046595634, 16.373394231384747 48.17671064292679, 16.371019157430702 48.17688372710234))","10., Pernerstorfergasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12506,12506,"POLYGON ((16.27802363399188 48.140971839959285, 16.280260222969996 48.140555677049555, 16.28029757170494 48.14053571209664, 16.28029740936996 48.14068562106693, 16.280189133504393 48.14070056029476, 16.28018914434519 48.14069056876178, 16.280095812786055 48.14070301503145, 16.278915905592456 48.14092231131689, 16.278053363878083 48.14108428899315, 16.278019904200924 48.14096683781054, 16.27802363399188 48.140971839959285))","23., Anton-Krieger-Gasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12507,12507,"POLYGON ((16.26713331740178 48.15130692333628, 16.26735582386437 48.15154692495981, 16.267406112263675 48.151609197405264, 16.26746023127137 48.15171165402991, 16.267496900674868 48.151818003298494, 16.267537345555763 48.152006031648796, 16.267357118843236 48.15202666254779, 16.26733014861489 48.15190347464997, 16.267376671855853 48.15189701831145, 16.267355472549557 48.15181013068867, 16.26733036502815 48.151741398129516, 16.267274316153625 48.15163504620489, 16.267191136109545 48.15153645717567, 16.26701893159824 48.15135871886532, 16.267135254421355 48.15130562946722, 16.26713331740178 48.15130692333628))","23., Bendagasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12508,12508,"POLYGON ((16.3517849350124 48.244197320670374, 16.3517953290724 48.244197319247554, 16.35184211982954 48.2440791702054, 16.352326000196946 48.24426674419106, 16.352664173418713 48.24431534860688, 16.352872277352994 48.244336164402554, 16.35288787852792 48.24432573909262, 16.353574608496448 48.244384703294244, 16.35362661736424 48.24433952291289, 16.35459432548619 48.244509646653995, 16.354708776958567 48.244495724775206, 16.355385033344394 48.24433229798716, 16.355463109226875 48.244436524088535, 16.35469841737492 48.24462777243594, 16.354625594800112 48.24463820724922, 16.354552754972392 48.244638218993266, 16.354469513510622 48.244617386306096, 16.354011669477682 48.24453058519835, 16.35357463342659 48.24445768246055, 16.353392536213494 48.24442296065323, 16.353090789400362 48.24439867937797, 16.352534122779414 48.24434663640368, 16.352112712784837 48.24428762023693, 16.352107494670374 48.24426330356821, 16.3517849350124 48.244197320670374))","19., Nußwaldgasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12509,12509,"POLYGON ((16.345281948977227 48.24415980591174, 16.345495214326718 48.24400688755323, 16.345521232083023 48.2440381634872, 16.345552457132037 48.24405205528254, 16.34788835208298 48.24421863392271, 16.347877951766144 48.24424991306594, 16.34813808018354 48.244281164086246, 16.3481536732842 48.244232509664464, 16.349220188839094 48.2443088429699, 16.349267030355556 48.24441655718954, 16.34675944327087 48.24424307099963, 16.345281948977227 48.24415980591174))","19., Rudolfinergasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12510,12510,"POLYGON ((16.361977936379798 48.25963822398629, 16.36197545913454 48.25963988826768, 16.36199031425456 48.259613400248845, 16.362020053850248 48.25959188204963, 16.362067125696086 48.25956870519262, 16.362121633428295 48.2595488360901, 16.362218281962353 48.25952894838625, 16.362285203623244 48.259528933137325, 16.362292617540355 48.25948921793145, 16.3623793511657 48.25949085283436, 16.362374412848098 48.25952560328989, 16.362964267386683 48.25955857033043, 16.362959343354355 48.259619796482994, 16.362872638064175 48.259672777084695, 16.362622315647673 48.259656287905685, 16.36262479116206 48.25965132314447, 16.362428990234594 48.25964143985022, 16.36242403065192 48.25963481307589, 16.362282762029537 48.25962657174189, 16.362282766262663 48.25963484538956, 16.362082021079626 48.259621653172886, 16.362022548699045 48.25962497608068, 16.361977936379798 48.25963822398629))","19., Zahnradbahnstraße",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12511,12511,"POLYGON ((16.354433671531527 48.23634816739719, 16.35428001843576 48.23585360550554, 16.35429355975327 48.235850590658075, 16.35424383889816 48.23567869478434, 16.354225774537483 48.23568171933424, 16.353990799418277 48.23497907767785, 16.35419844028493 48.234976032392, 16.35464583559343 48.23633003909714, 16.354433671531527 48.23634816739719))","19., Pantzergasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12512,12512,"POLYGON ((16.33235614527498 48.21224597931671, 16.33234398361956 48.21221752453295, 16.331930373015368 48.21227171229184, 16.331914152197978 48.212191762421355, 16.332542672879683 48.21212267080209, 16.332540656792773 48.21209015143444, 16.33267648993342 48.21207524482437, 16.332682570523257 48.212094220593464, 16.332826530771957 48.2120779650683, 16.332824500030114 48.21206170535818, 16.3329562833523 48.212040026445955, 16.332972508505872 48.21207390415682, 16.333594944689764 48.21200074170719, 16.333621283629288 48.21214167424953, 16.333309063219378 48.21216469873714, 16.333307032683173 48.212141667178116, 16.33235614527498 48.21224597931671))","16., Gaullachergasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12513,12513,"POLYGON ((16.31955839867902 48.21238353041427, 16.319687372374986 48.21237397111685, 16.319684931744867 48.21255915813548, 16.319778081221795 48.21256874908413, 16.319789762327606 48.21341324533797, 16.319553292759004 48.21340842728281, 16.31957478566446 48.21339566006498, 16.31956771227283 48.2131306483409, 16.319582043063313 48.21312905860365, 16.319582089136436 48.212985383733866, 16.319562982664344 48.21298378021113, 16.31955839765379 48.2123867229897, 16.31955839867902 48.21238353041427))","16., Lambertgasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12514,12514,"POLYGON ((16.320451394327637 48.213413337015034, 16.320470575088947 48.213170685925874, 16.320446691753805 48.213169090895796, 16.320497113165366 48.21231501637174, 16.320657143117906 48.21230067581687, 16.32063316050028 48.212631126651374, 16.32072391663048 48.21263592315287, 16.320704724386147 48.21292167856806, 16.320613966314685 48.21292166641771, 16.32059718094842 48.213121213602435, 16.320578074391346 48.213119619241596, 16.320556484107158 48.21341175943517, 16.320451394327637 48.213413337015034))","16., Wichtelgasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
WOHNSTRASSEOGD.12515,12515,"POLYGON ((16.31726347534741 48.218671010877046, 16.317022672043365 48.21794931504728, 16.317217528614613 48.21791182765995, 16.317471534302953 48.218637940862386, 16.317263474541235 48.21867321420131, 16.31726347534741 48.218671010877046))","16., Speckbachergasse",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
