FID,OBJECTID,SHAPE,DIRECTION_NAME,SE_ANNO_CAD_DATA
EINBAHNOGD.1632673,1632673,"LINESTRING (16.331721450290825 48.18352631673564, 16.332244032502732 48.182032758843064)",in Richtung,
EINBAHNOGD.1632674,1632674,"LINESTRING (16.379808590848608 48.17035465768225, 16.379039271925212 48.17030211267896)",gegen Richtung,
EINBAHNOGD.1632675,1632675,"LINESTRING (16.363894092395984 48.16680728426467, 16.363509924130582 48.165670855585084)",in Richtung,
EINBAHNOGD.1632676,1632676,"LINESTRING (16.335759004783668 48.17852434124537, 16.3351859516002 48.178320374734184, 16.334927210672433 48.17830695280319)",in Richtung,
EINBAHNOGD.1632677,1632677,"LINESTRING (16.367007186187447 48.170770258210034, 16.3666295628425 48.16967768101094)",in Richtung,
EINBAHNOGD.1632678,1632678,"LINESTRING (16.421013221001036 48.1780231897858, 16.42107596941933 48.177789249384084, 16.42112730972689 48.17758152454166, 16.42115451595768 48.17745328078543, 16.42114687079812 48.1773405896289, 16.421099320757605 48.177172353456555, 16.420991971369077 48.17692413523086)",in Richtung,
EINBAHNOGD.1632679,1632679,"LINESTRING (16.395723325936462 48.14740064626755, 16.395246668733517 48.14739133737401, 16.394843899294266 48.14745281075925, 16.39389055310558 48.147685011487056)",in Richtung,
EINBAHNOGD.1632680,1632680,"LINESTRING (16.34035829278427 48.18383222820742, 16.339377091800934 48.183491923319124)",gegen Richtung,
EINBAHNOGD.1632667,1632667,"LINESTRING (16.3736471796456 48.17112969407686, 16.373290487669802 48.17042103077038)",in Richtung,
EINBAHNOGD.1632682,1632682,"LINESTRING (16.28782065254735 48.18462623991631, 16.28843730435426 48.185727533443604)",gegen Richtung,
EINBAHNOGD.1632683,1632683,"LINESTRING (16.28782065254735 48.18462623991631, 16.286612447810015 48.184920816499286)",gegen Richtung,
EINBAHNOGD.1632684,1632684,"LINESTRING (16.33548957294735 48.176149566621504, 16.335799569271455 48.17549699662154)",in Richtung,
EINBAHNOGD.1632685,1632685,"LINESTRING (16.315351475869132 48.17616484780352, 16.314891856065447 48.1754941355019)",gegen Richtung,
EINBAHNOGD.1632686,1632686,"LINESTRING (16.347040743696347 48.20033121815676, 16.346949617391214 48.2017819405127)",in Richtung,
EINBAHNOGD.1632687,1632687,"LINESTRING (16.3604215999279 48.18484174314578, 16.35943943992737 48.18434169961455)",gegen Richtung,
EINBAHNOGD.1632688,1632688,"LINESTRING (16.3446871940099 48.188919472085225, 16.343162362937186 48.188817981141554)",in Richtung,
EINBAHNOGD.1632689,1632689,"LINESTRING (16.355760325121672 48.18927179281023, 16.355675213225435 48.189264852023676, 16.35559829586421 48.189257346806365, 16.355495003666327 48.18924478822177, 16.35532792746002 48.18921720451433, 16.3550707939946 48.18916701128723, 16.3550125786219 48.18915325050495, 16.35494122675645 48.189134432274045, 16.354879224903474 48.18911181913324, 16.35478348840735 48.18907171697469, 16.354732835725937 48.18905036634985, 16.35428830154567 48.188840081211)",in Richtung,
EINBAHNOGD.1632690,1632690,"LINESTRING (16.391824019582575 48.20934343600006, 16.39143357252521 48.20910080900151, 16.3913332329251 48.20884904836122)",gegen Richtung,
EINBAHNOGD.1632691,1632691,"LINESTRING (16.390999411246106 48.21289529364317, 16.3921581413029 48.21267693022209, 16.392445779895688 48.21260533605525)",in Richtung,
EINBAHNOGD.1632692,1632692,"LINESTRING (16.390982738310466 48.20408838152174, 16.390094207129444 48.203304147289465)",gegen Richtung,
EINBAHNOGD.1632693,1632693,"LINESTRING (16.39620982569342 48.20476924712764, 16.395346749858607 48.20399129321424)",in Richtung,
EINBAHNOGD.1632694,1632694,"LINESTRING (16.38162343947503 48.1767003637277, 16.381525203504445 48.17608766888013)",in Richtung,
EINBAHNOGD.1632681,1632681,"LINESTRING (16.323113243992502 48.181719579375965, 16.322847776127038 48.180439139529454)",gegen Richtung,
EINBAHNOGD.1632695,1632695,"LINESTRING (16.365258235552616 48.19111401151461, 16.364435018289008 48.190658304518145)",gegen Richtung,
EINBAHNOGD.1635151,1635151,"LINESTRING (16.383482950755702 48.215475253022134, 16.383538127602694 48.21545857849978, 16.38367854207764 48.21542043975705, 16.38370166054634 48.215410945085736, 16.383724775917262 48.21539667324136, 16.384000021871717 48.21497106960043)",gegen Richtung,
EINBAHNOGD.1635152,1635152,"LINESTRING (16.33296782214285 48.151600913801104, 16.332958266284155 48.15162866676291, 16.33285011672243 48.151671030175734, 16.3327248526575 48.151718663045834, 16.332574494092974 48.15176369506905, 16.332470335261082 48.1517901797344, 16.332380666023134 48.15181048189907, 16.332290998058394 48.15183078399376, 16.331891372912104 48.15190306797784, 16.33175424470032 48.15192870812603)",in Richtung,
EINBAHNOGD.1635153,1635153,"LINESTRING (16.376017789674833 48.20280628409335, 16.375403013291944 48.202206833214746)",in Richtung,
EINBAHNOGD.1635154,1635154,"LINESTRING (16.374891362374697 48.201757699494756, 16.375886202251927 48.201314092972545)",in Richtung,
EINBAHNOGD.1635155,1635155,"LINESTRING (16.37568929144767 48.20777407672955, 16.37567665878844 48.20774906925797, 16.375330695896814 48.20741974178223, 16.37522384368371 48.207341369413925)",in Richtung,
EINBAHNOGD.1635156,1635156,"LINESTRING (16.383007263950297 48.22388138207616, 16.38472227610986 48.22355136479265)",in Richtung,
EINBAHNOGD.1635157,1635157,"LINESTRING (16.371632420968755 48.21097367195248, 16.37191910264755 48.21115955898458)",gegen Richtung,
EINBAHNOGD.1635158,1635158,"LINESTRING (16.370513063599088 48.21025441876336, 16.370616415796995 48.210287901699274, 16.37068466339863 48.21032813910331, 16.370880797462974 48.210463399237966)",gegen Richtung,
EINBAHNOGD.1635159,1635159,"LINESTRING (16.37772938768851 48.209443837806056, 16.378264457076188 48.20923138926228, 16.378282429640958 48.20922794007431, 16.378299037350804 48.209227091312144, 16.378311864490094 48.209231371846, 16.37832606429019 48.20924253794826, 16.378686285814528 48.20961576289534, 16.378910460974343 48.209574226403504)",gegen Richtung,
EINBAHNOGD.1635160,1635160,"LINESTRING (16.378369092663995 48.218727363811176, 16.378477415646827 48.21953333585728)",gegen Richtung,
EINBAHNOGD.1635161,1635161,"LINESTRING (16.37134127179295 48.22141468546906, 16.371867375239802 48.22184738856443)",gegen Richtung,
EINBAHNOGD.1635162,1635162,"LINESTRING (16.387916133157056 48.22064967577472, 16.388538331857646 48.22156838165027)",in Richtung,
EINBAHNOGD.1635163,1635163,"LINESTRING (16.38564729771859 48.14543113109306, 16.38513787540931 48.144397965618104)",gegen Richtung,
EINBAHNOGD.1635164,1635164,"LINESTRING (16.38007145825191 48.14932327270907, 16.379945792888176 48.14896527620397)",gegen Richtung,
EINBAHNOGD.1634951,1634951,"LINESTRING (16.337964340179504 48.178185955675595, 16.337779450576537 48.17818560696639, 16.336413677694658 48.177294517584414)",in Richtung,
EINBAHNOGD.1634952,1634952,"LINESTRING (16.333694358993053 48.21204470420701, 16.333775705554125 48.21239269928632)",in Richtung,
EINBAHNOGD.1634953,1634953,"LINESTRING (16.410334158010233 48.18141252994875, 16.411303504674237 48.181902521881035)",in Richtung,
EINBAHNOGD.1634954,1634954,"LINESTRING (16.365377794484548 48.242807737924934, 16.3653509292345 48.24291566224586, 16.365734929545386 48.24341917859416, 16.365657961029342 48.24346388346221)",gegen Richtung,
EINBAHNOGD.1634955,1634955,"LINESTRING (16.327572768004178 48.23192722844208, 16.32778698500093 48.2325555695021)",in Richtung,
EINBAHNOGD.1634956,1634956,"LINESTRING (16.32207012228695 48.211074863998576, 16.32199931378366 48.21207654002603)",gegen Richtung,
EINBAHNOGD.1634957,1634957,"LINESTRING (16.32298471231757 48.21991925809239, 16.32208513138618 48.220050677285386)",in Richtung,
EINBAHNOGD.1634958,1634958,"LINESTRING (16.439405511267864 48.24709669026424, 16.440355663740753 48.2480571820646)",in Richtung,
EINBAHNOGD.1634959,1634959,"LINESTRING (16.363239045211603 48.25956144283345, 16.36313815418385 48.25958556544507, 16.363074078895703 48.25958944485497, 16.36298811885919 48.25959431320284, 16.362897733065093 48.259588502318586, 16.3624533863469 48.25956380404474, 16.362367422074684 48.25956045134016, 16.362339741200095 48.259543877100214, 16.362347160242713 48.25944333528259, 16.36234757717262 48.259434342090614)",gegen Richtung,
EINBAHNOGD.1634960,1634960,"LINESTRING (16.352612473205124 48.189058672817914, 16.352310877122637 48.1889749945049)",gegen Richtung,
EINBAHNOGD.1634961,1634961,"LINESTRING (16.35647630419454 48.18426743800183, 16.355994870556955 48.184722874147546)",in Richtung,
EINBAHNOGD.1634962,1634962,"LINESTRING (16.35495729998132 48.18712648537633, 16.354397585920463 48.187685209064774)",in Richtung,
EINBAHNOGD.1634963,1634963,"LINESTRING (16.380323963888063 48.271151455806454, 16.3793581391061 48.27298971354608)",in Richtung,
EINBAHNOGD.1634964,1634964,"LINESTRING (16.44843877468764 48.24306786917894, 16.448978242933993 48.24377554908652)",in Richtung,
EINBAHNOGD.1634965,1634965,"LINESTRING (16.468446172920473 48.22532903606524, 16.46948699518736 48.22661104314041, 16.469697777829555 48.22683675122393, 16.47007975241201 48.227144813897475)",gegen Richtung,
EINBAHNOGD.1634966,1634966,"LINESTRING (16.354864141310607 48.25379917261823, 16.354775785230107 48.25384492597518, 16.354735840329315 48.25393816579452, 16.354704528745152 48.254046650209204, 16.354700381438217 48.254214217607284, 16.35470548006767 48.254348129504784, 16.35494229958929 48.254916904675675)",in Richtung,
EINBAHNOGD.1634967,1634967,"LINESTRING (16.32050806094843 48.22185866155733, 16.320484560856645 48.22199123008196, 16.319565234732714 48.22229013154768)",in Richtung,
EINBAHNOGD.1634968,1634968,"LINESTRING (16.305397294437395 48.14382372901348, 16.30533987871394 48.14275351345168)",gegen Richtung,
EINBAHNOGD.1634969,1634969,"LINESTRING (16.36130461750376 48.14237543968337, 16.36092581192133 48.14162732356159)",gegen Richtung,
EINBAHNOGD.1634970,1634970,"LINESTRING (16.366746451043348 48.22718124652333, 16.3661823545843 48.22760688400275)",in Richtung,
EINBAHNOGD.1634971,1634971,"LINESTRING (16.463461351237893 48.22622021286072, 16.46385279580438 48.22608298360016, 16.46390973197216 48.226061491418605, 16.46395057593025 48.22603762852987, 16.463987916202328 48.22600070067793, 16.46401092501371 48.22595072081626, 16.463968292794746 48.22588992419028)",gegen Richtung,
EINBAHNOGD.1634972,1634972,"LINESTRING (16.374720852942158 48.174889563088755, 16.374596246934153 48.174016207603685)",in Richtung,
EINBAHNOGD.1634973,1634973,"LINESTRING (16.328540423749182 48.184001458705076, 16.32764938705936 48.18399753264132)",in Richtung,
EINBAHNOGD.1634974,1634974,"LINESTRING (16.297437961663242 48.19531717390417, 16.297303456285054 48.19600679445091)",gegen Richtung,
EINBAHNOGD.1634975,1634975,"LINESTRING (16.29116670645239 48.15697395567112, 16.289935847311195 48.15669580157396, 16.28989836271343 48.1566919922727, 16.289854468299666 48.15669401251121, 16.289810462017225 48.15670235584797, 16.289782519686582 48.15671435869711, 16.28975446858441 48.15673071782999, 16.289725985631435 48.156759442512126, 16.28944854096957 48.157124471021916)",in Richtung,
EINBAHNOGD.1634976,1634976,"LINESTRING (16.30149964296996 48.21562331418813, 16.30084168439762 48.2157271681999)",in Richtung,
EINBAHNOGD.1634977,1634977,"LINESTRING (16.305345057813767 48.149558261799, 16.304730659793766 48.14952774372435, 16.30458443803984 48.14947458773536, 16.304499606518227 48.149470910512896, 16.304432711822955 48.14949386723491, 16.304393010195945 48.149518025717704, 16.3043857346175 48.14956994635462)",gegen Richtung,
EINBAHNOGD.1634978,1634978,"LINESTRING (16.319428297981574 48.2221018877917, 16.318245644953496 48.22249129690099)",gegen Richtung,
EINBAHNOGD.1634979,1634979,"LINESTRING (16.318245644953496 48.22249129690099, 16.317383379236183 48.22278055715057)",gegen Richtung,
EINBAHNOGD.1634981,1634981,"LINESTRING (16.28386863661767 48.185587911915974, 16.28445590944874 48.18668085229418)",in Richtung,
EINBAHNOGD.1634982,1634982,"LINESTRING (16.314277927688998 48.20039994070821, 16.313716933245484 48.199895652383326)",gegen Richtung,
EINBAHNOGD.1634983,1634983,"LINESTRING (16.352786351418597 48.148031657956345, 16.352559071216493 48.14810103793411, 16.352362131265004 48.148163105228534, 16.35171879065832 48.14828066931255, 16.351166698859952 48.14844880498102, 16.34991959593752 48.14911952290935)",in Richtung,
EINBAHNOGD.1634984,1634984,"LINESTRING (16.278150100018934 48.14873374773605, 16.278123899719464 48.14869193021235, 16.27805155523548 48.148604279480466, 16.27801936335538 48.14856786836106, 16.27798915354437 48.1485435433919, 16.277922717676844 48.148523274950485, 16.277550102694395 48.14843547164703, 16.277411124236828 48.14840982665779, 16.277201709638227 48.14837465935416, 16.2769640478536 48.14834355290143, 16.276454493497965 48.148285325480806, 16.276137889283174 48.14824644754083)",gegen Richtung,
EINBAHNOGD.1634985,1634985,"LINESTRING (16.388572948864002 48.17028655901941, 16.38849206615875 48.17017755294746, 16.387915353259366 48.169375239175196)",gegen Richtung,
EINBAHNOGD.1634986,1634986,"LINESTRING (16.369285186776462 48.23963491205867, 16.369318771451802 48.23984799720239, 16.371146111839966 48.24091475553594)",gegen Richtung,
EINBAHNOGD.1634987,1634987,"LINESTRING (16.267950350083638 48.14587665689275, 16.26789095025789 48.14586004077934, 16.267562961032674 48.14579401142583, 16.267355140506655 48.14575650954667, 16.267273271184774 48.145742970670575, 16.26719149795389 48.14573498244372, 16.26710006921901 48.145726214944844, 16.26675354215632 48.14570556122223)",gegen Richtung,
EINBAHNOGD.1634988,1634988,"LINESTRING (16.33956045742281 48.18858769653986, 16.33953460458006 48.18851750803609, 16.33929388172644 48.18846411790338, 16.339192800092967 48.188418382152214, 16.33912071565223 48.188337304931075, 16.33909717635667 48.188282502744265, 16.339080568223327 48.188172266232726)",in Richtung,
EINBAHNOGD.1634989,1634989,"LINESTRING (16.338508690382586 48.18869128600831, 16.33851919248966 48.18859840303426, 16.338514985882778 48.18852076655926, 16.33850437169057 48.18846294315659, 16.33846569976662 48.18834659434456)",in Richtung,
EINBAHNOGD.1634990,1634990,"LINESTRING (16.386616587861745 48.212171948934845, 16.386721210699886 48.21219951460597, 16.386813305648197 48.21220973159177, 16.386899595909394 48.21219543119051, 16.38700238332527 48.212175221196475)",in Richtung,
EINBAHNOGD.1634991,1634991,"LINESTRING (16.361335149582956 48.229501109159685, 16.36123830322274 48.229508015566836, 16.36118394180617 48.229514842466884, 16.361141990717737 48.229527709126764, 16.361114872283537 48.22955118175034, 16.36110353544357 48.22959355002084, 16.361103549469924 48.22962228670838, 16.36120476491906 48.230378390972334, 16.36121729435276 48.23041000452131, 16.361244437438227 48.23043592400724, 16.361278413915286 48.230455589055815, 16.36136360458906 48.23048226917258, 16.3614234462734 48.23049644806012, 16.36146992949278 48.23050402530702, 16.361511786798168 48.2305123068233, 16.361552594565055 48.23052670119573, 16.36167240201235 48.2305901184789)",gegen Richtung,
EINBAHNOGD.1634992,1634992,"LINESTRING (16.373743039355663 48.21033834844494, 16.37422011604766 48.21069840991748)",in Richtung,
EINBAHNOGD.1634993,1634993,"LINESTRING (16.376485776447396 48.192352726893546, 16.376566463578126 48.192334712082214, 16.377096687143023 48.191401479206164)",in Richtung,
EINBAHNOGD.1634980,1634980,"LINESTRING (16.31751578921903 48.22297006702783, 16.317025870630005 48.22313235570007)",in Richtung,
EINBAHNOGD.1634994,1634994,"LINESTRING (16.375361920116134 48.19904862183803, 16.375173403158314 48.199075595571145, 16.373541367680136 48.19888102936579, 16.37349109476584 48.19882884296802)",in Richtung,
EINBAHNOGD.1634995,1634995,"LINESTRING (16.464016082496133 48.22152376451955, 16.46431421816278 48.22142338342672, 16.46445742097166 48.22150865858746)",gegen Richtung,
EINBAHNOGD.1634996,1634996,"LINESTRING (16.325983591282053 48.15569504862176, 16.325953231447876 48.15575729640115, 16.326203781436206 48.156269582275975)",in Richtung,
EINBAHNOGD.1634997,1634997,"LINESTRING (16.373866269323866 48.184678266917444, 16.373572813076674 48.18466157094187)",gegen Richtung,
EINBAHNOGD.1634998,1634998,"LINESTRING (16.27460278869891 48.16305669424715, 16.275019270973882 48.16369965190162)",in Richtung,
EINBAHNOGD.1634999,1634999,"LINESTRING (16.271468481815816 48.16237570411622, 16.272404386012106 48.1637515609948)",in Richtung,
EINBAHNOGD.1635000,1635000,"LINESTRING (16.279806253157027 48.18751391583885, 16.277342684760047 48.18759924374011)",in Richtung,
EINBAHNOGD.1635001,1635001,"LINESTRING (16.253014667193124 48.134092869732015, 16.251286905811032 48.13428391026498, 16.250979274166646 48.134341577299374, 16.2503005402292 48.134499579705626)",gegen Richtung,
EINBAHNOGD.1635002,1635002,"LINESTRING (16.437366492417574 48.24407225006947, 16.43822210110129 48.24487827399747)",gegen Richtung,
EINBAHNOGD.1635003,1635003,"LINESTRING (16.27157445178421 48.167230430250164, 16.27159526370818 48.16746876283704, 16.271578064860922 48.16761594737813)",gegen Richtung,
EINBAHNOGD.1635004,1635004,"LINESTRING (16.364351114480144 48.17471897194089, 16.364248092907395 48.17400291129787)",in Richtung,
EINBAHNOGD.1635005,1635005,"LINESTRING (16.319220049498725 48.165523881435135, 16.31937330839059 48.16543797602534, 16.319743948581465 48.16508328797904)",in Richtung,
EINBAHNOGD.1635006,1635006,"LINESTRING (16.299302071040255 48.18636504968054, 16.299315895095436 48.18642877909733, 16.299146655179506 48.18654184330291, 16.29904574087759 48.18660996231666, 16.298917467797683 48.18673357760653, 16.298885395602174 48.18677024245598, 16.2988450275611 48.1868003008967)",in Richtung,
EINBAHNOGD.1635007,1635007,"LINESTRING (16.364101779518137 48.215608291993796, 16.36343844297237 48.21623228259174)",in Richtung,
