FID,OBJECTID,SHAPE,DIRECTION_NAME,SE_ANNO_CAD_DATA
EINBAHNOGD.1627276,1627276,"LINESTRING (16.387534964549925 48.22175825367258, 16.387784293507046 48.22232126797675)",gegen Richtung,
EINBAHNOGD.1627277,1627277,"LINESTRING (16.38673920448398 48.22190980468109, 16.387534964549925 48.22175825367258)",in Richtung,
EINBAHNOGD.1627278,1627278,"LINESTRING (16.37915105144737 48.2125594480181, 16.379322677242257 48.21251399591998, 16.379501253717468 48.21248589505975, 16.379809220051843 48.212441304333936, 16.38007178569718 48.212410782004035, 16.38024333084449 48.212396664364995, 16.380365803175962 48.21240364358848)",gegen Richtung,
EINBAHNOGD.1627369,1627369,"LINESTRING (16.381628027403167 48.226304537201194, 16.38260060561031 48.22508557576228, 16.382714377422964 48.22497367733076)",in Richtung,
EINBAHNOGD.1627370,1627370,"LINESTRING (16.356578442695252 48.19799168113683, 16.355471167734116 48.19762912495721, 16.35544310256816 48.19761198596933, 16.354347517069435 48.19727225069133, 16.354315355298205 48.19725932808843, 16.35430084731945 48.197246473721826, 16.35428644254766 48.19722497597791, 16.354276661438874 48.19720073817227)",gegen Richtung,
EINBAHNOGD.1627371,1627371,"LINESTRING (16.354060337546844 48.197662165380095, 16.3540596846296 48.19759928327373, 16.354056436814602 48.19732499136797, 16.354049902071985 48.19727124456621, 16.3540450476232 48.19721419430035)",in Richtung,
EINBAHNOGD.1627372,1627372,"LINESTRING (16.3489546196167 48.187235796392535, 16.348417893146372 48.18797217439748)",gegen Richtung,
EINBAHNOGD.1627373,1627373,"LINESTRING (16.397799067804037 48.18714511154551, 16.396722881039604 48.18628627080777)",gegen Richtung,
EINBAHNOGD.1627374,1627374,"LINESTRING (16.39113714894829 48.208413535484766, 16.390748993382665 48.2075486193844)",gegen Richtung,
EINBAHNOGD.1627375,1627375,"LINESTRING (16.38989623531464 48.207755373102124, 16.390748993382665 48.2075486193844)",in Richtung,
EINBAHNOGD.1627376,1627376,"LINESTRING (16.37507461699697 48.1902218252755, 16.375042262471045 48.19023244553783, 16.374976792606375 48.19022235036792, 16.37387227989859 48.18999290036964)",in Richtung,
EINBAHNOGD.1627377,1627377,"LINESTRING (16.34480294348952 48.21151190149975, 16.34515255879164 48.21204211983628)",gegen Richtung,
EINBAHNOGD.1627378,1627378,"LINESTRING (16.376955662226738 48.18782448163567, 16.377211432505334 48.18733468220642, 16.37730798971069 48.18720157596536)",in Richtung,
EINBAHNOGD.1627379,1627379,"LINESTRING (16.35080099913696 48.20222835988752, 16.350391865597317 48.20418499143548)",in Richtung,
EINBAHNOGD.1627380,1627380,"LINESTRING (16.351733964232825 48.20220462929498, 16.35119796848594 48.20225079123997)",gegen Richtung,
EINBAHNOGD.1627381,1627381,"LINESTRING (16.377481063858575 48.190751582335, 16.37795283418062 48.18994932986242)",in Richtung,
EINBAHNOGD.1627382,1627382,"LINESTRING (16.372043336431442 48.17572518676325, 16.371940465468853 48.175078830615384)",gegen Richtung,
EINBAHNOGD.1627383,1627383,"LINESTRING (16.38222093264861 48.175040594157934, 16.382732925240965 48.175278426473135)",gegen Richtung,
EINBAHNOGD.1627755,1627755,"LINESTRING (16.363828848097512 48.17785323900532, 16.363752812153788 48.177305794769566)",gegen Richtung,
EINBAHNOGD.1627756,1627756,"LINESTRING (16.343295185848525 48.217226320680645, 16.343688836705397 48.21820992230814)",gegen Richtung,
EINBAHNOGD.1627757,1627757,"LINESTRING (16.358654914757206 48.19721049985924, 16.357611396675168 48.19701573053096)",in Richtung,
EINBAHNOGD.1627758,1627758,"LINESTRING (16.357611396675168 48.19701573053096, 16.356986879260212 48.19760201964998)",gegen Richtung,
EINBAHNOGD.1627759,1627759,"LINESTRING (16.339548008316275 48.19247613384602, 16.338761701512638 48.192611825608594)",gegen Richtung,
EINBAHNOGD.1627760,1627760,"LINESTRING (16.348290765797948 48.19551291848063, 16.348795595207683 48.19506587384303, 16.348819121997046 48.19501619730511)",gegen Richtung,
EINBAHNOGD.1627761,1627761,"LINESTRING (16.34669721043151 48.195382113651156, 16.346652337369385 48.19537979935129, 16.346125609667265 48.19519049764063, 16.345604667701686 48.19501917942529)",gegen Richtung,
EINBAHNOGD.1627762,1627762,"LINESTRING (16.338213830114583 48.19304161420772, 16.33842264288551 48.193405834715)",gegen Richtung,
EINBAHNOGD.1627763,1627763,"LINESTRING (16.344847273179344 48.19475899919922, 16.343894106206236 48.19443756132707)",in Richtung,
EINBAHNOGD.1627764,1627764,"LINESTRING (16.368417520308817 48.19249692442439, 16.368068293657217 48.19242339037259)",gegen Richtung,
EINBAHNOGD.1627765,1627765,"LINESTRING (16.36369663678082 48.19239979343001, 16.363100655175064 48.192859080406)",in Richtung,
EINBAHNOGD.1627766,1627766,"LINESTRING (16.36573957639297 48.190718046940574, 16.36490546182393 48.19031307316844)",in Richtung,
EINBAHNOGD.1627767,1627767,"LINESTRING (16.438984294597123 48.192278556334934, 16.438871065894382 48.192302335864994, 16.43876312667515 48.1923440960648, 16.438700269186008 48.1923862376999, 16.438653504687544 48.19243707665444, 16.43863259220707 48.192488946527945, 16.438631117227303 48.19253974595087, 16.438529259909068 48.19273347123897)",gegen Richtung,
EINBAHNOGD.1627768,1627768,"LINESTRING (16.37951532602239 48.21644379708606, 16.380646184901018 48.216306218258154)",in Richtung,
EINBAHNOGD.1627769,1627769,"LINESTRING (16.384932124999423 48.21977745248734, 16.385303655710764 48.22063466478177, 16.385387404311498 48.22069533268949)",gegen Richtung,
EINBAHNOGD.1627045,1627045,"LINESTRING (16.39947419077836 48.195408462181085, 16.400239889248546 48.19510507886318)",gegen Richtung,
EINBAHNOGD.1627046,1627046,"LINESTRING (16.36490546182393 48.19031307316844, 16.364435018289008 48.190658304518145)",gegen Richtung,
EINBAHNOGD.1627047,1627047,"LINESTRING (16.38596599692651 48.220390791364146, 16.38673920448398 48.22190980468109)",in Richtung,
EINBAHNOGD.1627048,1627048,"LINESTRING (16.373425420671868 48.220222433524825, 16.37482866957461 48.22117868608893)",in Richtung,
EINBAHNOGD.1627049,1627049,"LINESTRING (16.387581735279912 48.21472277004652, 16.388807904203677 48.214604670544276)",in Richtung,
EINBAHNOGD.1627050,1627050,"LINESTRING (16.388327687621555 48.2171824857305, 16.3885991997908 48.21734936769314)",gegen Richtung,
EINBAHNOGD.1627051,1627051,"LINESTRING (16.386581624475557 48.226957280483255, 16.387794815361907 48.22660650005149)",gegen Richtung,
EINBAHNOGD.1627052,1627052,"LINESTRING (16.374547170593 48.20513377223191, 16.374143766885837 48.204417332513366)",gegen Richtung,
EINBAHNOGD.1627053,1627053,"LINESTRING (16.36884659496988 48.204402103377824, 16.368632309384378 48.20477088479861)",gegen Richtung,
EINBAHNOGD.1627054,1627054,"LINESTRING (16.372719697407415 48.2182455703397, 16.372871076234233 48.218081818542544, 16.37294931362976 48.21796193170181, 16.372999810376186 48.21786228833811, 16.37305020317746 48.217764330302515, 16.37310439225066 48.21768168817369)",gegen Richtung,
EINBAHNOGD.1627055,1627055,"LINESTRING (16.387166249964533 48.217651706418714, 16.387191710867775 48.21766982171458, 16.387298611533645 48.217756895375125, 16.38735849263997 48.217818204732815, 16.387397018457403 48.217866736220515, 16.387677249160795 48.218233574000834, 16.38769168871249 48.21826989179482)",in Richtung,
EINBAHNOGD.1627056,1627056,"LINESTRING (16.37758127525983 48.216846323833124, 16.37818885677401 48.2166342714838)",in Richtung,
EINBAHNOGD.1627057,1627057,"LINESTRING (16.36883399576758 48.20969346862067, 16.36970899955956 48.21005111625678)",in Richtung,
EINBAHNOGD.1627058,1627058,"LINESTRING (16.379958858577556 48.20967289601294, 16.379972220605108 48.210302413117056)",in Richtung,
EINBAHNOGD.1627059,1627059,"LINESTRING (16.40139292319481 48.19290165742761, 16.401052024868147 48.19263992367881)",gegen Richtung,
EINBAHNOGD.1627279,1627279,"LINESTRING (16.395111892050515 48.19790801382343, 16.395007799440542 48.197771272681926, 16.39370054142715 48.19746251310822)",in Richtung,
EINBAHNOGD.1627280,1627280,"LINESTRING (16.38039964794328 48.19815358234452, 16.38043377290715 48.197632526033075, 16.38000756174176 48.197183030074235)",in Richtung,
EINBAHNOGD.1627281,1627281,"LINESTRING (16.380024524361136 48.201777982063724, 16.38012541793017 48.20165379517509, 16.380597991298067 48.201345456062704)",in Richtung,
EINBAHNOGD.1627282,1627282,"LINESTRING (16.34253814741615 48.19564947921768, 16.34164528127136 48.19518637647363)",gegen Richtung,
EINBAHNOGD.1627283,1627283,"LINESTRING (16.38954894304125 48.19099616140232, 16.38930849838287 48.190258830238555)",in Richtung,
EINBAHNOGD.1627284,1627284,"LINESTRING (16.38733948229865 48.19035865079655, 16.38930849838287 48.190258830238555)",gegen Richtung,
EINBAHNOGD.1627285,1627285,"LINESTRING (16.388667628673534 48.22072296579655, 16.388785685128564 48.22019807640088, 16.388756608861854 48.220141742199566, 16.388775171561676 48.21999440056886, 16.388836507276828 48.21993219282606, 16.38891353151677 48.219586342589565)",in Richtung,
EINBAHNOGD.1627286,1627286,"LINESTRING (16.419568893568986 48.166517616286654, 16.419592836850505 48.16651542072483, 16.419621720926838 48.16651673432698, 16.41965670420045 48.16652211922394, 16.41969043528041 48.166532914457164, 16.419710720518466 48.16654224457491)",in Richtung,
EINBAHNOGD.1627287,1627287,"LINESTRING (16.37225386435842 48.16992673387308, 16.371756133054298 48.168904470791375)",gegen Richtung,
EINBAHNOGD.1627288,1627288,"LINESTRING (16.350685314074614 48.20012059621462, 16.350507201760422 48.200955861183694)",in Richtung,
EINBAHNOGD.1627289,1627289,"LINESTRING (16.349465709237826 48.19943325785654, 16.349292208017168 48.19988068919493)",gegen Richtung,
EINBAHNOGD.1627290,1627290,"LINESTRING (16.34859651551599 48.184967790289924, 16.348085634739967 48.18562666790194)",gegen Richtung,
EINBAHNOGD.1627291,1627291,"LINESTRING (16.352898525022262 48.18537369133395, 16.351700863257072 48.184966917703605)",gegen Richtung,
EINBAHNOGD.1627292,1627292,"LINESTRING (16.351700863257072 48.184966917703605, 16.351037518563295 48.1858028128083)",gegen Richtung,
EINBAHNOGD.1627293,1627293,"LINESTRING (16.359097359123172 48.18951174057236, 16.35788420220977 48.18908304366884)",gegen Richtung,
EINBAHNOGD.1627384,1627384,"LINESTRING (16.373228038986966 48.17499073744879, 16.371940465468853 48.175078830615384)",in Richtung,
EINBAHNOGD.1627385,1627385,"LINESTRING (16.381054491359304 48.173809264753004, 16.380881051818612 48.17306774253069, 16.380819760432097 48.173007272538804)",gegen Richtung,
EINBAHNOGD.1627386,1627386,"LINESTRING (16.399134013331985 48.19462736525572, 16.39957461205813 48.19435507837752)",gegen Richtung,
EINBAHNOGD.1627387,1627387,"LINESTRING (16.35049929580204 48.22403908203344, 16.35059147557058 48.22429923960105)",gegen Richtung,
EINBAHNOGD.1627388,1627388,"LINESTRING (16.373738085852185 48.17994246612002, 16.372401694019658 48.1799512574535)",in Richtung,
EINBAHNOGD.1627389,1627389,"LINESTRING (16.342186545863132 48.18875613890393, 16.341255386799727 48.188694988739535)",in Richtung,
EINBAHNOGD.1627390,1627390,"LINESTRING (16.354469174712303 48.211534647012826, 16.35429513000642 48.21222089599864)",gegen Richtung,
EINBAHNOGD.1627391,1627391,"LINESTRING (16.351563153214176 48.23066295823537, 16.352719307845746 48.23112474893084)",in Richtung,
EINBAHNOGD.1627392,1627392,"LINESTRING (16.353156238584337 48.21059239323958, 16.352760764637043 48.21052430022997, 16.352466636043225 48.210486261908045, 16.35185640680335 48.210405550047675)",gegen Richtung,
EINBAHNOGD.1627393,1627393,"LINESTRING (16.353905641384987 48.19795657629736, 16.352486934969512 48.19803688304289)",gegen Richtung,
EINBAHNOGD.1627394,1627394,"LINESTRING (16.359729624781355 48.2007637884906, 16.359076423828256 48.20024512656669)",gegen Richtung,
EINBAHNOGD.1627395,1627395,"LINESTRING (16.359076423828256 48.20024512656669, 16.35840461011567 48.200635338735)",gegen Richtung,
EINBAHNOGD.1627396,1627396,"LINESTRING (16.354060337546844 48.197662165380095, 16.354042065177524 48.197701443315886, 16.353935898268148 48.19792952186815, 16.353905641384987 48.19795657629736)",gegen Richtung,
EINBAHNOGD.1627397,1627397,"LINESTRING (16.360885126773653 48.19763672453259, 16.35938328311173 48.199271551848256)",in Richtung,
EINBAHNOGD.1627398,1627398,"LINESTRING (16.393193015757333 48.194303063480504, 16.394423046229143 48.193676574583606)",gegen Richtung,
EINBAHNOGD.1627770,1627770,"LINESTRING (16.3842191206851 48.219919395663254, 16.384932124999423 48.21977745248734)",gegen Richtung,
EINBAHNOGD.1627771,1627771,"LINESTRING (16.37653303483626 48.21992804969141, 16.377424973303945 48.219750117294495)",in Richtung,
EINBAHNOGD.1627772,1627772,"LINESTRING (16.38614847668665 48.218087971127915, 16.386490606856032 48.21854591070046)",gegen Richtung,
EINBAHNOGD.1627773,1627773,"LINESTRING (16.382319165727466 48.21299438546545, 16.38232207240719 48.212952861032385, 16.382453056834063 48.21249050353987, 16.38247034394825 48.212425928295005, 16.382479765493404 48.2123827851505)",gegen Richtung,
EINBAHNOGD.1627774,1627774,"LINESTRING (16.405498962890153 48.20231090956332, 16.40610543942434 48.20211465830737, 16.406969375654214 48.20174540794275, 16.407734657278986 48.20133293289691, 16.40836006686735 48.20086320920409, 16.4087455287728 48.20046726578299)",gegen Richtung,
EINBAHNOGD.1627775,1627775,"LINESTRING (16.380553337620363 48.22065051310315, 16.381122772745062 48.22209875155886)",in Richtung,
EINBAHNOGD.1627776,1627776,"LINESTRING (16.38769168871249 48.21826989179482, 16.38930581083853 48.21777902815404)",in Richtung,
EINBAHNOGD.1627777,1627777,"LINESTRING (16.270796625033142 48.159932532636205, 16.271462722057567 48.160940645118465)",gegen Richtung,
EINBAHNOGD.1627778,1627778,"LINESTRING (16.274207517883397 48.16085285440096, 16.275240940553022 48.16114849685724)",gegen Richtung,
EINBAHNOGD.1627779,1627779,"LINESTRING (16.258372682758736 48.20185513937312, 16.258616887689843 48.20251349303885, 16.258737660113393 48.20292438039756, 16.25881155907855 48.20340556552829, 16.258807611308995 48.20358493466089)",in Richtung,
EINBAHNOGD.1627780,1627780,"LINESTRING (16.306280895349396 48.224413216006155, 16.305468287723624 48.224133723093615, 16.304039302417667 48.223734262971135)",gegen Richtung,
EINBAHNOGD.1627781,1627781,"LINESTRING (16.301448557976162 48.18861739076092, 16.29973594310722 48.1889754666578)",in Richtung,
EINBAHNOGD.1627782,1627782,"LINESTRING (16.32370360742369 48.194229197883466, 16.322971190505143 48.19540778791191)",in Richtung,
EINBAHNOGD.1627783,1627783,"LINESTRING (16.224366501374043 48.20564410834653, 16.223835578346506 48.20570422519648, 16.223574071274594 48.205752940231356, 16.223392144131903 48.20579421527909, 16.223221748541235 48.205849903939075, 16.223067744023297 48.205907716457546, 16.222941593095918 48.205965275588845, 16.222773421202405 48.206060240798465, 16.222637719306697 48.20615896187331, 16.22255622218573 48.20622373038881, 16.22249071149561 48.206284510872976, 16.22238314371662 48.20639822408529, 16.222306634164077 48.20648871245732, 16.222231684295977 48.20649208087042)",in Richtung,
EINBAHNOGD.1627060,1627060,"LINESTRING (16.381094645384987 48.19818254002349, 16.381169367868207 48.197348392016046)",in Richtung,
EINBAHNOGD.1627061,1627061,"LINESTRING (16.39247859289909 48.21414996691617, 16.39249016798374 48.214064526137875, 16.392510891462003 48.213981329156994, 16.392524885013458 48.213896379111304, 16.39252191086167 48.21377363821116, 16.392513361854096 48.21364710492896, 16.392493485208522 48.21354327236619, 16.392456600557765 48.21346024394779, 16.392418040384314 48.21338297736205)",in Richtung,
EINBAHNOGD.1627062,1627062,"LINESTRING (16.37576013568194 48.214571204471746, 16.37576850768695 48.21438459335828, 16.375794208908857 48.21417977947348, 16.375827220134056 48.21404571319912, 16.375852492280977 48.213964906234054, 16.375886600567473 48.21389245804893, 16.37595977979194 48.21377235948423, 16.376091380016383 48.21361985164265, 16.37618393014847 48.213538739662425, 16.37630728621544 48.213463590087066, 16.376494645309315 48.21336776057255, 16.37670007767284 48.213263775651924, 16.377027314106268 48.2131178010746, 16.377255669126328 48.21302434518071)",gegen Richtung,
EINBAHNOGD.1627063,1627063,"LINESTRING (16.378756793871887 48.19896640202494, 16.378160961710325 48.19851077938799)",gegen Richtung,
EINBAHNOGD.1627064,1627064,"LINESTRING (16.40461196631106 48.19880325446378, 16.403905296471873 48.19838717648821)",in Richtung,
EINBAHNOGD.1627065,1627065,"LINESTRING (16.40232754491505 48.19920029454944, 16.403905296471873 48.19838717648821)",in Richtung,
EINBAHNOGD.1627066,1627066,"LINESTRING (16.385187387696156 48.19834386526318, 16.383834693438416 48.19828485554234)",in Richtung,
EINBAHNOGD.1627067,1627067,"LINESTRING (16.348222943291397 48.18024589946485, 16.348275893755904 48.180257205520135, 16.348323172890936 48.18027673285977, 16.348368667435626 48.18030103756998, 16.348394831667804 48.18032457182144, 16.348426884973772 48.1803728367902, 16.348425742464997 48.18042518015569, 16.348374181137046 48.18051034070112, 16.34834794180418 48.1806173484448)",gegen Richtung,
EINBAHNOGD.1627068,1627068,"LINESTRING (16.37041746162721 48.18959322529102, 16.369331368527313 48.18919812522261)",gegen Richtung,
EINBAHNOGD.1627069,1627069,"LINESTRING (16.34877240436081 48.2096324486201, 16.348804261168393 48.20965956580799, 16.348818982534393 48.2096833115513, 16.348828657869984 48.209699610605576, 16.348832340825467 48.20971738610527, 16.348833715453093 48.20974801850387, 16.348746410758306 48.21078498338413)",gegen Richtung,
EINBAHNOGD.1627070,1627070,"LINESTRING (16.384348287288304 48.20712719094692, 16.384330395121875 48.207103310779885, 16.38403508735181 48.20670717244778)",gegen Richtung,
EINBAHNOGD.1627071,1627071,"LINESTRING (16.391572036650842 48.206404685466104, 16.392265500027392 48.20617312572548)",gegen Richtung,
EINBAHNOGD.1627072,1627072,"LINESTRING (16.396130144176666 48.20359068980012, 16.396799819658575 48.2032901903494)",gegen Richtung,
EINBAHNOGD.1627073,1627073,"LINESTRING (16.376955662226738 48.18782448163567, 16.373605092480176 48.18714094672985)",gegen Richtung,
EINBAHNOGD.1627294,1627294,"LINESTRING (16.36812189374425 48.18873440509733, 16.36893004696433 48.187813005171506)",gegen Richtung,
EINBAHNOGD.1627295,1627295,"LINESTRING (16.408897734676987 48.19455526826809, 16.407747447949355 48.19385339767313)",in Richtung,
EINBAHNOGD.1627296,1627296,"LINESTRING (16.386847505036087 48.21245843431623, 16.3870022582462 48.21217527790888)",gegen Richtung,
EINBAHNOGD.1627297,1627297,"LINESTRING (16.38924396392861 48.21247308858832, 16.390884847978253 48.212223951505656)",gegen Richtung,
EINBAHNOGD.1627298,1627298,"LINESTRING (16.3868310197003 48.20056749002182, 16.385892590727202 48.20054576934898)",in Richtung,
EINBAHNOGD.1627299,1627299,"LINESTRING (16.391921182938106 48.20734858972489, 16.391503292847492 48.20649963896127, 16.391572036650842 48.206404685466104)",in Richtung,
EINBAHNOGD.1627300,1627300,"LINESTRING (16.392969437262277 48.20838060477568, 16.393703791169226 48.208506143349304)",gegen Richtung,
EINBAHNOGD.1627301,1627301,"LINESTRING (16.38841848507935 48.21034384208376, 16.38959812225775 48.21026011186407)",gegen Richtung,
EINBAHNOGD.1627302,1627302,"LINESTRING (16.39422114612715 48.211003737090934, 16.39490932677099 48.20997085807555)",in Richtung,
EINBAHNOGD.1627303,1627303,"LINESTRING (16.38841848507935 48.21034384208376, 16.38817118122769 48.20996511699686)",in Richtung,
EINBAHNOGD.1627304,1627304,"LINESTRING (16.389772847302492 48.21007960479583, 16.390219018188407 48.20973596859267)",in Richtung,
EINBAHNOGD.1627305,1627305,"LINESTRING (16.360860576998405 48.19489380510866, 16.359907507372387 48.19432518702768)",gegen Richtung,
EINBAHNOGD.1627306,1627306,"LINESTRING (16.363547175767444 48.19154371865647, 16.361219221465205 48.19336825574557)",gegen Richtung,
EINBAHNOGD.1627307,1627307,"LINESTRING (16.382187078066423 48.213518080216645, 16.382131387019573 48.21354620620362, 16.38209807937296 48.21356357366628, 16.38207455771334 48.213592529396834, 16.38207090865915 48.2136272390929, 16.38208376569981 48.21366180098832, 16.38225127310902 48.21382951304907, 16.382422366025892 48.21400888575525, 16.382439886459654 48.21408581254215, 16.38286238777706 48.21455574474352, 16.38310696700396 48.21484757209688, 16.38314854604014 48.21490734524166)",gegen Richtung,
EINBAHNOGD.1627308,1627308,"LINESTRING (16.349740157197992 48.18619698969884, 16.3489546196167 48.187235796392535)",gegen Richtung,
EINBAHNOGD.1627399,1627399,"LINESTRING (16.38856235664627 48.194063860202206, 16.388428900328833 48.19365065567146)",in Richtung,
EINBAHNOGD.1627400,1627400,"LINESTRING (16.380984597357994 48.199004827961886, 16.381094645384987 48.19818254002349)",in Richtung,
EINBAHNOGD.1627401,1627401,"LINESTRING (16.381094645384987 48.19818254002349, 16.38039964794328 48.19815358234452)",in Richtung,
EINBAHNOGD.1627402,1627402,"LINESTRING (16.389537910261833 48.19907374455693, 16.389357358781268 48.20008612446004)",gegen Richtung,
EINBAHNOGD.1627403,1627403,"LINESTRING (16.370514810649127 48.17430809740193, 16.370407817264734 48.17359035718472)",gegen Richtung,
EINBAHNOGD.1627404,1627404,"LINESTRING (16.411303504674237 48.181902521881035, 16.410238832670434 48.18284237296759)",in Richtung,
EINBAHNOGD.1627405,1627405,"LINESTRING (16.337406503747264 48.20550618938771, 16.33680043855655 48.20547598593764)",in Richtung,
EINBAHNOGD.1627406,1627406,"LINESTRING (16.35618529106207 48.20548869634196, 16.354879947135675 48.20542315489158)",in Richtung,
EINBAHNOGD.1627407,1627407,"LINESTRING (16.349120630749674 48.20542339177157, 16.349351174414974 48.2064081887591)",gegen Richtung,
EINBAHNOGD.1627408,1627408,"LINESTRING (16.349775545741576 48.22507394518364, 16.349890170141467 48.22551789808798)",in Richtung,
EINBAHNOGD.1627409,1627409,"LINESTRING (16.350504853982244 48.19597138462568, 16.349691963982362 48.19661161692171)",in Richtung,
EINBAHNOGD.1627410,1627410,"LINESTRING (16.35332789922558 48.22341647803193, 16.35204480915645 48.223676270823525)",gegen Richtung,
EINBAHNOGD.1627411,1627411,"LINESTRING (16.36082405449239 48.156608727505386, 16.36078215065385 48.15659637079805, 16.360735198995247 48.15656834800435, 16.360686549051568 48.1565022436032, 16.36051034616845 48.1562758336788, 16.360185220677995 48.15577242018485, 16.36013035915922 48.15566732296896, 16.360099246975683 48.1556015662705, 16.36005775685837 48.15557501694716)",in Richtung,
EINBAHNOGD.1627412,1627412,"LINESTRING (16.390788376220844 48.15669574545179, 16.39090151558945 48.15644409072752, 16.391045896687626 48.156245045892476, 16.39139510799064 48.155915992104404, 16.392025847535646 48.15550319105161, 16.39274087345267 48.15507130443876)",gegen Richtung,
EINBAHNOGD.1627413,1627413,"LINESTRING (16.362477544275716 48.213941498364434, 16.363728304160365 48.21451571280046)",in Richtung,
EINBAHNOGD.1627784,1627784,"LINESTRING (16.331867560677473 48.185192877214284, 16.331802316883522 48.18516610652147, 16.331270391918043 48.18494954523341, 16.331188445030435 48.18491862762351)",gegen Richtung,
EINBAHNOGD.1627785,1627785,"LINESTRING (16.32525193082686 48.18513497399515, 16.32431564156869 48.184911808252835, 16.32427509479043 48.18487758762572)",in Richtung,
EINBAHNOGD.1627786,1627786,"LINESTRING (16.32427509479043 48.18487758762572, 16.323914275735564 48.18498891126012)",in Richtung,
EINBAHNOGD.1627787,1627787,"LINESTRING (16.28755460591619 48.20681072936043, 16.28756046604362 48.206838273445214, 16.288243050096384 48.20728786755152, 16.288323213292184 48.207326121869215, 16.28842944395325 48.20736445707818, 16.28851456830034 48.20738198673758, 16.28859360923771 48.207384407980385)",gegen Richtung,
EINBAHNOGD.1627788,1627788,"LINESTRING (16.336045895412884 48.21978285487593, 16.336262372255757 48.220356168530834)",in Richtung,
EINBAHNOGD.1627789,1627789,"LINESTRING (16.336045895412884 48.21978285487593, 16.33311540616538 48.220380862434965)",gegen Richtung,
EINBAHNOGD.1627790,1627790,"LINESTRING (16.332889821368124 48.21974234220452, 16.33311540616538 48.220380862434965)",gegen Richtung,
EINBAHNOGD.1627791,1627791,"LINESTRING (16.332889821368124 48.21974234220452, 16.332049977352906 48.21997051745008)",in Richtung,
EINBAHNOGD.1627792,1627792,"LINESTRING (16.334089796783434 48.21816519346854, 16.33274599478738 48.21810108641729)",in Richtung,
EINBAHNOGD.1627793,1627793,"LINESTRING (16.32944564500641 48.18399926599016, 16.328540423749182 48.184001458705076)",in Richtung,
EINBAHNOGD.1627794,1627794,"LINESTRING (16.30621507891625 48.208844415889175, 16.306445738276295 48.20950484171596)",in Richtung,
EINBAHNOGD.1627795,1627795,"LINESTRING (16.329818897275878 48.21201708800197, 16.3298813879149 48.212488670762305)",in Richtung,
EINBAHNOGD.1627796,1627796,"LINESTRING (16.330394821855652 48.21037024308669, 16.330765517999563 48.210862636964926, 16.330860751989444 48.21088568630947)",gegen Richtung,
EINBAHNOGD.1627797,1627797,"LINESTRING (16.329292574787956 48.22229898381689, 16.32965838789336 48.22292578533504)",gegen Richtung,
EINBAHNOGD.1627798,1627798,"LINESTRING (16.329292574787956 48.22229898381689, 16.32833279809235 48.22262106089445)",in Richtung,
EINBAHNOGD.1627074,1627074,"LINESTRING (16.380365803175962 48.21240364358848, 16.380516320040446 48.21238489586725, 16.380810436137548 48.21237072991219, 16.38133549531145 48.21234944700873, 16.38183965713003 48.21235163591213, 16.382413745916274 48.21237943935315, 16.382479765493404 48.2123827851505)",gegen Richtung,
EINBAHNOGD.1627075,1627075,"LINESTRING (16.35173780113965 48.18688246683295, 16.350504911398062 48.186461071683006)",gegen Richtung,
EINBAHNOGD.1627076,1627076,"LINESTRING (16.35943943992737 48.18434169961455, 16.358580456921132 48.18389951739938)",gegen Richtung,
EINBAHNOGD.1627077,1627077,"LINESTRING (16.358580456921132 48.18389951739938, 16.358060906420484 48.184354829396305)",in Richtung,
EINBAHNOGD.1627078,1627078,"LINESTRING (16.384368361369347 48.17470949104239, 16.38404134545901 48.17390698220329)",gegen Richtung,
EINBAHNOGD.1627079,1627079,"LINESTRING (16.366485887458513 48.22541043801286, 16.366443638969493 48.22544501705872, 16.366171059834723 48.22574045710256, 16.366044113343847 48.22586456787214, 16.365940704038202 48.22596204456705, 16.36586787385886 48.22602803632011, 16.365731562427186 48.226142804385546, 16.365680689432374 48.22617710388706)",gegen Richtung,
EINBAHNOGD.1627080,1627080,"LINESTRING (16.389147457482036 48.19812900812617, 16.388172781090233 48.19807324668647)",gegen Richtung,
EINBAHNOGD.1627081,1627081,"LINESTRING (16.394423046229143 48.193676574583606, 16.39322753304612 48.1927422341186, 16.39318878613507 48.192672766510384)",gegen Richtung,
EINBAHNOGD.1627082,1627082,"LINESTRING (16.387003346279002 48.22246951184547, 16.38548054733237 48.22276132998564)",in Richtung,
EINBAHNOGD.1627083,1627083,"LINESTRING (16.381214869301647 48.217070625643245, 16.381476878599482 48.21745476969964)",in Richtung,
EINBAHNOGD.1627084,1627084,"LINESTRING (16.374303114323983 48.189182174952165, 16.374750611817248 48.18832991875512)",gegen Richtung,
EINBAHNOGD.1627085,1627085,"LINESTRING (16.38377709315404 48.19725677487515, 16.383630913685142 48.195554873166905)",in Richtung,
EINBAHNOGD.1627086,1627086,"LINESTRING (16.396090437964613 48.19632470466721, 16.394671767008894 48.19523395767561)",in Richtung,
EINBAHNOGD.1627087,1627087,"LINESTRING (16.350566514949612 48.197050536024236, 16.34973831267944 48.19662966795063, 16.349691963982362 48.19661161692171)",gegen Richtung,
EINBAHNOGD.1627088,1627088,"LINESTRING (16.36005441516972 48.19747614763345, 16.35905166058076 48.19728131272231)",in Richtung,
