FID,OBJECTID,SHAPE,ADRESSE,BEZIRK,STRASSE,TYP,BEZEICHNUNG,WEBLINK1,SE_ANNO_CAD_DATA
PARKENVERKAUFOGD.676734,676734,POINT (16.305842045608337 48.17073392089627),"12., Am Fasangarten 9",12,Am Fasangarten,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676735,676735,POINT (16.326364547544593 48.17907717398501),"12., Bonygasse 47",12,Bonygasse,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676276,676276,POINT (16.32966598484621 48.15857425895429),"12., Lichtensterngasse/Ekazent ",12,Lichtensterngasse/Ekazent,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676277,676277,POINT (16.416676307105615 48.29159551873468),"21., B 7 Br¸nner Straﬂe 219",21,B 7 Br¸nner Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676278,676278,POINT (16.370556009463108 48.20241741423709),"1., K‰rntner Ring 3",1,K‰rntner Ring,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676279,676279,POINT (16.359185737212513 48.16733441035754),"10., Raxstraﬂe ESSO-Tankstelle ",10,Raxstraﬂe ESSO-Tankstelle,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676280,676280,POINT (16.35881650545888 48.17112927089055),"10., Troststraﬂe 84",10,Troststraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676281,676281,POINT (16.378608126049677 48.243059366681344),"20., Marchfeldstraﬂe 23",20,Marchfeldstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676282,676282,POINT (16.341241894115047 48.24296622242776),"19., Sonnbergplatz 6",19,Sonnbergplatz,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676283,676283,POINT (16.307978463293338 48.21762491372895),"16., Wilhelminenstraﬂe 89",16,Wilhelminenstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676284,676284,POINT (16.2898566463033 48.1497100271842),"23., Gatterederstraﬂe 17",23,Gatterederstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676285,676285,POINT (16.37752243892352 48.24090698933569),"20., Marchfeldstraﬂe 7",20,Marchfeldstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676286,676286,POINT (16.26125725410012 48.19766559548477),"14., Keiﬂlergasse 5",14,Keiﬂlergasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676287,676287,POINT (16.36243117801533 48.24907746421754),"19., Heiligenst‰dter Straﬂe 119",19,Heiligenst‰dter Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676288,676288,POINT (16.31155687805174 48.19482972833106),"14., Reinlgasse 13",14,Reinlgasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676289,676289,POINT (16.398464936902958 48.25812257673089),"21., Schloﬂhofer Straﬂe 2",21,Schloﬂhofer Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676290,676290,POINT (16.344265958302355 48.18174665658894),"12., Schallergasse 38",12,Schallergasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676291,676291,POINT (16.345237654583492 48.156056047514326),"10., Otto-Probst-Straﬂe 32-34",10,Otto-Probst-Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676292,676292,POINT (16.41157932804995 48.30156452525119),"21., Stammersdorfer Straﬂe 50",21,Stammersdorfer Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676293,676293,POINT (16.373829639768033 48.20115329198183),"1., K‰rntner Ring 16-18",1,K‰rntner Ring,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676294,676294,POINT (16.27161515827161 48.1968931468922),"14., Schˆnbergplatz 2",14,Schˆnbergplatz,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676295,676295,POINT (16.301979831551368 48.1979132140856),"14., H¸tteldorfer Straﬂe 167",14,H¸tteldorfer Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676296,676296,POINT (16.35714642288181 48.2091800214001),"1., Stadiongasse 4",1,Stadiongasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676297,676297,POINT (16.37130604138792 48.20638956559123),"1., K‰rntner Straﬂe 16",1,K‰rntner Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676298,676298,POINT (16.372326448280887 48.220195381561396),"2., Untere Augartenstraﬂe 14",2,Untere Augartenstraﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676299,676299,POINT (16.309537898075867 48.19666308318042),"14., M‰rzstraﬂe 131",14,M‰rzstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676300,676300,POINT (16.404232230871077 48.193359898413114),"3., Baumgasse 54",3,Baumgasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676301,676301,POINT (16.442685906560683 48.23390109938698),"22., Erzherzog-Karl-Straﬂe 62",22,Erzherzog-Karl-Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676302,676302,POINT (16.388802026178933 48.261652709274124),"21., Jedleseer Straﬂe 72",21,Jedleseer Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676303,676303,POINT (16.26663405709182 48.18806260923263),"13., Wolfrathplatz 4",13,Wolfrathplatz,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676304,676304,POINT (16.34324774395076 48.14732903420745),"23., Richard-Strauss-Straﬂe 1-9",23,Richard-Strauss-Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676305,676305,POINT (16.368016232250728 48.22877145080897),"20., Klosterneuburger Straﬂe 19",20,Klosterneuburger Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676306,676306,POINT (16.372524258076098 48.17393036877949),"10., Laxenburger Straﬂe 60",10,Laxenburger Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676307,676307,POINT (16.44766484095723 48.23294472004897),"22., Siebenb¸rgerstraﬂe 4",22,Siebenb¸rgerstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676308,676308,POINT (16.366639055270877 48.17887791054897),"10., Gudrunstraﬂe 166",10,Gudrunstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676309,676309,POINT (16.46574785624192 48.24757743986636),"22., Gewerbeparkstraﬂe 1",22,Gewerbeparkstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676310,676310,POINT (16.410915277711148 48.19357085802692),"3., Thomas-Klestil-Platz 1",3,Thomas-Klestil-Platz,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676311,676311,POINT (16.47280395231216 48.21809631410032),"22., Langobardenstraﬂe 126/7",22,Langobardenstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676312,676312,POINT (16.38106637613292 48.244227266567485),"20., Friedrich-Engels-Platz 18/2",20,Friedrich-Engels-Platz,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676313,676313,POINT (16.3133426173088 48.21704280179662),"16., Wilhelminenstraﬂe 56",16,Wilhelminenstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676314,676314,POINT (16.276349463581884 48.1348528395402),"23., Elisenstraﬂe 18",23,Elisenstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676315,676315,POINT (16.386352525572907 48.19915767244416),"3., Neulinggasse 36",3,Neulinggasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676316,676316,POINT (16.33492298598802 48.18582536764246),"15., Stiegergasse 2",15,Stiegergasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676317,676317,POINT (16.360815582425882 48.19511709342782),"4., Kettenbr¸ckengasse 10",4,Kettenbr¸ckengasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676318,676318,POINT (16.534167415889762 48.21592161488137),"22., Gartenheimstraﬂe 47",22,Gartenheimstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676319,676319,POINT (16.462620479310623 48.235271672304805),"22., Hirschstettner Straﬂe 78",22,Hirschstettner Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676320,676320,POINT (16.366815602859347 48.172122150216794),"10., Inzersdorfer Straﬂe 75",10,Inzersdorfer Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676321,676321,POINT (16.44501484527713 48.23962187635489),"22., D¸sseldorfstraﬂe 38",22,D¸sseldorfstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676322,676322,POINT (16.438955351542216 48.263259194864666),"21., Leopoldauer Platz 13",21,Leopoldauer Platz,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676323,676323,POINT (16.36539821152371 48.23495763049315),"20., Klosterneuburger Straﬂe 91",20,Klosterneuburger Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676324,676324,POINT (16.381979902633315 48.17516876508447),"10., Quellenstraﬂe 36",10,Quellenstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676325,676325,POINT (16.366264416207127 48.23581202370215),"20., Wexstraﬂe 14",20,Wexstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676326,676326,POINT (16.41648102291324 48.232865182892525),"22., U-Bahn Station Kaiserm¸hlen ",22,U-Bahn Station Kaiserm¸hlen,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676327,676327,POINT (16.341559088581207 48.18269290463772),"12., Steinbauergasse 26",12,Steinbauergasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676328,676328,POINT (16.336030335015316 48.18957293342041),"15., Sechshauser Straﬂe 12",15,Sechshauser Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676329,676329,POINT (16.31748107982031 48.180214893767854),"13., Gr¸nbergstraﬂe/U-Station Schˆnbrunn ",13,Gr¸nbergstraﬂe/U-Station Schˆnbrunn,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676330,676330,POINT (16.3689040464514 48.23193867521259),"20., Hannovermarkt/Kiosk ",20,Hannovermarkt/Kiosk,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676331,676331,POINT (16.40537944809947 48.196369865373406),"3., Erdbergstraﬂe 132",3,Erdbergstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676332,676332,POINT (16.37548616467679 48.23091741344649),"20., Wallensteinstraﬂe 60",20,Wallensteinstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676333,676333,POINT (16.218172035434407 48.20796967872101),"14., Albert-Schweitzer-Gasse 6",14,Albert-Schweitzer-Gasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676334,676334,POINT (16.306613922239066 48.167638288719566),"12., Hetzendorfer Straﬂe 100",12,Hetzendorfer Straﬂe,div. andere,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676335,676335,POINT (16.36992836631044 48.17252003503044),"10., Schrˆttergasse 27",10,Schrˆttergasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676336,676336,POINT (16.26791730249171 48.14751581898365),"23., Dreist‰ndegasse 2",23,Dreist‰ndegasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676337,676337,POINT (16.376217622229706 48.23043144065149),"20., Rauscherstraﬂe 5",20,Rauscherstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676338,676338,POINT (16.33616202862382 48.20034624481247),"15., M‰rzstraﬂe 3",15,M‰rzstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676339,676339,POINT (16.34943877556414 48.19822532065935),"7., Mariahilfer Straﬂe 72",7,Mariahilfer Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676340,676340,POINT (16.305874537648407 48.19555134032538),"14., Missindorfstraﬂe 17",14,Missindorfstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676341,676341,POINT (16.407847260509318 48.18291927980872),"11., Rinnbˆckstraﬂe 23",11,Rinnbˆckstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676342,676342,POINT (16.375405850226716 48.21113474380892),"1., Rotenturmstraﬂe 23",1,Rotenturmstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676343,676343,POINT (16.363483743250256 48.20273489017232),"1., Eschenbachgasse 6",1,Eschenbachgasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676344,676344,POINT (16.338761639051516 48.196860991251285),"15., Europaplatz 1/WBHF-Kassenhalle ",15,Europaplatz 1/WBHF-Kassenhalle,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676345,676345,POINT (16.254429662076646 48.20322701624002),"14., Linzer Straﬂe 432",14,Linzer Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676347,676347,POINT (16.283291961147622 48.13538414253774),"23., Liesinger Platz 1",23,Liesinger Platz,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676348,676348,POINT (16.343135169964004 48.171061609036805),"12., Rotdornallee 4",12,Rotdornallee,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676349,676349,POINT (16.297188715025893 48.14190765635376),"23., Autofabrikstraﬂe 11",23,Autofabrikstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676350,676350,POINT (16.354050232141557 48.17150468416294),"10., Quaringasse 16",10,Quaringasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676351,676351,POINT (16.406419150452663 48.251590339457856),"21., Floridusgasse 13",21,Floridusgasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676352,676352,POINT (16.349368699750872 48.243912364140094),"19., Silbergasse 4",19,Silbergasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676353,676353,POINT (16.372830852901682 48.20800651109376),"1., Singerstraﬂe 5",1,Singerstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676354,676354,POINT (16.330091329957902 48.1731400988667),"12., Breitenfurter Straﬂe 1",12,Breitenfurter Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676355,676355,POINT (16.472528203236806 48.234391332227766),"22., Emichgasse 4",22,Emichgasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676356,676356,POINT (16.36301636688551 48.17397921736814),"10., Fernkorngasse 54-58",10,Fernkorngasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676357,676357,POINT (16.369675677579682 48.202247074332256),"1., Opernpassage 2A",1,Opernpassage,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676358,676358,POINT (16.35649106678818 48.17608237032882),"10., Rotenhofgasse 103",10,Rotenhofgasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676359,676359,POINT (16.46321744593051 48.22302783432287),"22., Reclamgasse 2",22,Reclamgasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676360,676360,POINT (16.4216789572702 48.25321196780944),"21., Donaufelder Straﬂe 101/1",21,Donaufelder Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676361,676361,POINT (16.409815553764258 48.27784946926827),"21., Br¸nner Straﬂe 138",21,Br¸nner Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676362,676362,POINT (16.359275566616667 48.18257665682928),"5., Wiedner Hauptstraﬂe 146-148",5,Wiedner Hauptstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676363,676363,POINT (16.372521053978936 48.20561910053775),"1., Himmelpfortgasse 6",1,Himmelpfortgasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676364,676364,POINT (16.371144756994706 48.23635742021254),"20., Stromstraﬂe 2-4",20,Stromstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676365,676365,POINT (16.41748965630271 48.23032840713526),"22., Sch¸ttaustraﬂe 4",22,Sch¸ttaustraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676366,676366,POINT (16.479747338697276 48.23900887518315),"22., Pirquetgasse 5a-5a",22,Pirquetgasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676367,676367,POINT (16.37067036977953 48.2349679449601),"20., J‰gerstraﬂe 60",20,J‰gerstraﬂe,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676368,676368,POINT (16.327198691616463 48.203817723722196),"15., Camillo-Sitte-Gasse 16",15,Camillo-Sitte-Gasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676369,676369,POINT (16.306632969740036 48.19356439972104),"14., Linzer Straﬂe 103",14,Linzer Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676370,676370,POINT (16.420852512709985 48.234707613577115),"22., Wagramer Straﬂe 19",22,Wagramer Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676371,676371,POINT (16.429548482615868 48.239264706259675),"22., Wagramer Straﬂe 53",22,Wagramer Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676372,676372,POINT (16.329748744548496 48.17863898975261),"12., Meidlinger Hauptstraﬂe 42",12,Meidlinger Hauptstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676373,676373,POINT (16.486448351808622 48.235590648544886),"22., Am Heidjˆchl 14",22,Am Heidjˆchl,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676374,676374,POINT (16.34403934793064 48.17295462550936),"12., Kundratstraﬂe 37",12,Kundratstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676375,676375,POINT (16.353703378626875 48.1817526995651),"5., Siebenbrunnenfeldgasse 1D",5,Siebenbrunnenfeldgasse,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676376,676376,POINT (16.413365660368868 48.17637708853478),"11., Enkplatz 6",11,Enkplatz,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676377,676377,POINT (16.310808062783327 48.19319757042406),"14., Linzer Straﬂe 73",14,Linzer Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676378,676378,POINT (16.355540766877247 48.18404846094218),"5., Margareteng¸rtel/U-Bahn ",5,Margareteng¸rtel/U-Bahn,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676379,676379,POINT (16.35645483345327 48.19218742592902),"5., Pilgramgasse/U-Bahn ",5,Pilgramgasse/U-Bahn,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
