FID,OBJECTID,SHAPE,ADRESSE,BEZIRK,STRASSE,TYP,BEZEICHNUNG,WEBLINK1,SE_ANNO_CAD_DATA
PARKENVERKAUFOGD.676743,676743,POINT (16.296190021930308 48.18552123627243),"13., Lainzer Straﬂe 14",13,Lainzer Straﬂe,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676744,676744,POINT (16.336784988743815 48.170873146788544),"12., Wienerbergstraﬂe 29",12,Wienerbergstraﬂe,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676745,676745,POINT (16.347097655546424 48.18769821829916),"5., Am Hundsturm 2-4",5,Am Hundsturm,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676746,676746,POINT (16.257514713104342 48.202703603303824),"14., H¸ttelbergstraﬂe 4",14,H¸ttelbergstraﬂe,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676747,676747,POINT (16.27988107532331 48.19785489826733),"14., H¸tteldorfer Straﬂe 216",14,H¸tteldorfer Straﬂe,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676748,676748,POINT (16.301594080110213 48.193436285631286),"14., Linzer Straﬂe 135-137",14,Linzer Straﬂe,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676749,676749,POINT (16.302943354080877 48.203373890299204),"14., Maroltingergasse 5",14,Maroltingergasse,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676750,676750,POINT (16.317427141428684 48.201785714821156),"15., Oeverseestraﬂe 2",15,Oeverseestraﬂe,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676751,676751,POINT (16.32173218346348 48.205963485712076),"16., Gablenzgasse 72-74",16,Gablenzgasse,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676752,676752,POINT (16.3087272878261 48.20658813492619),"16., Huttengasse 39-41",16,Huttengasse,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676753,676753,POINT (16.36135113241674 48.24386898352284),"19., Heiligenst‰dter Straﬂe 77",19,Heiligenst‰dter Straﬂe,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676754,676754,POINT (16.36130667460534 48.24162520915373),"19., Heiligenst‰dter Straﬂe 60",19,Heiligenst‰dter Straﬂe,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676755,676755,POINT (16.341414621768507 48.24030622812373),"19., Krottenbachstraﬂe 17",19,Krottenbachstraﬂe,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676756,676756,POINT (16.35037875838032 48.23430389428507),"19., Liﬂbauergasse 4",19,Liﬂbauergasse,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676757,676757,POINT (16.37476810433721 48.24097252042172),"20., Dresdner Straﬂe 8",20,Dresdner Straﬂe,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676758,676758,POINT (16.40196983104196 48.26565386530161),"21., Br¸nner Straﬂe 57",21,Br¸nner Straﬂe,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676759,676759,POINT (16.413524272266116 48.283530377117145),"21., Br¸nner Straﬂe 186",21,Br¸nner Straﬂe,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676760,676760,POINT (16.394284924686033 48.254345238636276),"21., Floridsdorfer Hauptstraﬂe 17",21,Floridsdorfer Hauptstraﬂe,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676761,676761,POINT (16.39375765204525 48.265420142721396),"21., Prager Straﬂe 32-34",21,Prager Straﬂe,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676762,676762,POINT (16.473660165368397 48.20200560032223),"22., Biberhaufenweg 115",22,Biberhaufenweg,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676763,676763,POINT (16.446730688400642 48.207362871381946),"22., Am Kaiserm¸hlendamm 140",22,Am Kaiserm¸hlendamm,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676764,676764,POINT (16.479926317124487 48.220448057233305),"22., Erzherzog-Karl-Straﬂe 253",22,Erzherzog-Karl-Straﬂe,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676765,676765,POINT (16.493845954613576 48.216831091522806),"22., Groﬂ-Enzersdorfer Straﬂe 24",22,Groﬂ-Enzersdorfer Straﬂe,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676766,676766,POINT (16.380140715951967 48.28256930696968),"21., Einzingergasse 2",21,Einzingergasse,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676767,676767,POINT (16.45466117681131 48.2643536351216),"21., Wagramer Straﬂe *203",21,Wagramer Straﬂe,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676768,676768,POINT (16.454525971866673 48.244137720734905),"22., Hirschstettner Straﬂe 24A",22,Hirschstettner Straﬂe,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676769,676769,POINT (16.294412050157717 48.19027936272853),"14., Hadikgasse 128-134",14,Hadikgasse,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676770,676770,POINT (16.236154482607322 48.2019073177309),"14., Wientalstraﬂe/Auhofbr¸cke ",14,Wientalstraﬂe/Auhofbr¸cke,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676771,676771,POINT (16.41192750146305 48.281198821523574),"21., Br¸nner Straﬂe 172",21,Br¸nner Straﬂe,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676772,676772,POINT (16.365760907874556 48.2452678876314),"19., Gunoldstraﬂe 7/Muthgasse 1 ",19,Gunoldstraﬂe 7/Muthgasse 1,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676773,676773,POINT (16.313794867998357 48.206862260573324),"15., Gablenzgasse 109",15,Gablenzgasse,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676774,676774,POINT (16.364302825738985 48.25470005058231),"19., Grinzinger Straﬂe 137",19,Grinzinger Straﬂe,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676775,676775,POINT (16.3382186561424 48.21718495756817),"17., Hernalser Hauptstraﬂe 32",17,Hernalser Hauptstraﬂe,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676776,676776,POINT (16.32908098156694 48.22922920730685),"18., Gersthofer Straﬂe *2E",18,Gersthofer Straﬂe,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676777,676777,POINT (16.411547905294263 48.259859662082235),"21., Leopoldauer Straﬂe 49",21,Leopoldauer Straﬂe,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676778,676778,POINT (16.46095399314506 48.263102957789634),"22., Rautenweg 13",22,Rautenweg,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676779,676779,POINT (16.29260817659193 48.14300598437524),"23., Breitenfurter Straﬂe 325-327",23,Breitenfurter Straﬂe,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676780,676780,POINT (16.298475313460607 48.133435867136114),"23., Brunner Straﬂe 77-79",23,Brunner Straﬂe,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676781,676781,POINT (16.27108256605382 48.15489491897357),"23., Speisinger Straﬂe 228",23,Speisinger Straﬂe,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676782,676782,POINT (16.330108163725463 48.20198006357801),"15., Markgraf-R¸diger-Straﬂe 14",15,Markgraf-R¸diger-Straﬂe,div. andere,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676783,676783,POINT (16.375080504719932 48.212905070526546),"1., Franz-Josefs-Kai/Morzinplatz ",1,Franz-Josefs-Kai/Morzinplatz,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676784,676784,POINT (16.387635038385227 48.20692784585121),"3., Marxergasse 10",3,Marxergasse,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676785,676785,POINT (16.28031269309211 48.191572639456204),"13., Hietzinger Kai 133",13,Hietzinger Kai,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676786,676786,POINT (16.33875937894327 48.14882166088793),"23., Sterngasse 13",23,Sterngasse,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676787,676787,POINT (16.456516477247753 48.24259719891246),"22., Hirschstettner Straﬂe 34",22,Hirschstettner Straﬂe,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676788,676788,POINT (16.375238537756054 48.2429604710048),"20., Adalbert-Stifter-Straﬂe 67",20,Adalbert-Stifter-Straﬂe,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676789,676789,POINT (16.420301602188342 48.233679023831485),"22., Wagramer Straﬂe 14",22,Wagramer Straﬂe,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676790,676790,POINT (16.38650508504432 48.15970316952398),"10., Ludwig-von-Hˆhnel-Gasse 11-15",10,Ludwig-von-Hˆhnel-Gasse,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676791,676791,POINT (16.31324674220219 48.20779168809418),"16., Pfenninggeldgasse/Herbststraﬂe ",16,Pfenninggeldgasse/Herbststraﬂe,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676792,676792,POINT (16.46574785624192 48.24757743986636),"22., Gewerbeparkstraﬂe *1",22,Gewerbeparkstraﬂe,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676793,676793,POINT (16.4703168953033 48.250996323981795),"22., Wiener Nordrandstraﬂe B302",22,Wiener Nordrandstraﬂe,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676794,676794,POINT (16.35960723452545 48.19618295124824),"5., Kettenbr¸ckengasse 21",5,Kettenbr¸ckengasse,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676795,676795,POINT (16.340350735352715 48.184978312045445),"12., Arndtstraﬂe 24",12,Arndtstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676796,676796,POINT (16.313352407944798 48.201893979928876),"15., Schanzstraﬂe 40",15,Schanzstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676797,676797,POINT (16.363958175238384 48.21180007983219),"1., Teinfaltstraﬂe 1",1,Teinfaltstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676798,676798,POINT (16.377510015376895 48.213530774214995),"2., Lilienbrunngasse 3",2,Lilienbrunngasse,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676799,676799,POINT (16.390673079287087 48.173753835451514),"10., Quellenstraﬂe 18",10,Quellenstraﬂe,Lottokollektur,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676800,676800,POINT (16.40120139351436 48.19672412280737),"3., Kardinal-Nagl-Platz 5",3,Kardinal-Nagl-Platz,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676801,676801,POINT (16.399895629220456 48.19127812392835),"3., Landstraﬂer Hauptstr. 148",3,Landstraﬂer Hauptstr.,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676802,676802,POINT (16.357196489561375 48.21150537712462),"1., Felderstraﬂe 1",1,Felderstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676803,676803,POINT (16.37260840916592 48.21191483576043),"1., Marc-Aurel-Straﬂe 3",1,Marc-Aurel-Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676804,676804,POINT (16.343135169964004 48.171061609036805),"12., Rotdornallee 4",12,Rotdornallee,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676805,676805,POINT (16.30572277548316 48.19857211452038),"14., H¸tteldorfer Straﬂe 147A",14,H¸tteldorfer Straﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676806,676806,POINT (16.30572277548316 48.19857211452038),"14., H¸tteldorfer Straﬂe 147A",14,H¸tteldorfer Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676807,676807,POINT (16.313352407944798 48.201893979928876),"15., Schanzstraﬂe 40",15,Schanzstraﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676808,676808,POINT (16.3616840001457 48.213771552461715),"1., Straﬂenbahnhaltestelle/Schottentor ",1,Straﬂenbahnhaltestelle/Schottentor,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676809,676809,POINT (16.37368937484384 48.18670522329606),"4., U-Bahn Station S¸dtiroler Platz/Hauptbahnhof *",4,U-Bahn Station S¸dtiroler Platz/Hauptbahnhof,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676810,676810,POINT (16.37948472745885 48.23668884698857),"20., Dresdner Straﬂe 60",20,Dresdner Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676811,676811,POINT (16.37948472745885 48.23668884698857),"20., Dresdner Straﬂe 60",20,Dresdner Straﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676812,676812,POINT (16.365035257404568 48.24919365781665),"19., Boschstraﬂe/BHF Heiligenstadt 6",19,Boschstraﬂe/BHF Heiligenstadt,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676813,676813,POINT (16.281145807843945 48.13210085452891),"23., Perchtoldsdorfer Straﬂe 25",23,Perchtoldsdorfer Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676814,676814,POINT (16.382634166538242 48.22338738526841),"2., Taborstraﬂe 73",2,Taborstraﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676815,676815,POINT (16.319593316424935 48.218511190795944),"16., Effingergasse 4",16,Effingergasse,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676816,676816,POINT (16.347440673505478 48.19711163900543),"6., Otto-Bauer-Gasse 27",6,Otto-Bauer-Gasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676817,676817,POINT (16.389163279350417 48.2040619223632),"3., Landstraﬂer Hauptstraﬂe 29",3,Landstraﬂer Hauptstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676818,676818,POINT (16.38337355158884 48.20657624694605),"3., Landstraﬂer Hauptstraﬂe 1",3,Landstraﬂer Hauptstraﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676819,676819,POINT (16.33616202862382 48.20034624481247),"15., M‰rzstraﬂe 3",15,M‰rzstraﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676820,676820,POINT (16.36151054319677 48.18958639221539),"5., Mittersteig 23",5,Mittersteig,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676821,676821,POINT (16.406419150452663 48.251590339457856),"21., Floridusgasse 13",21,Floridusgasse,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676822,676822,POINT (16.27747759855234 48.14868769598451),"23., Endresstraﬂe *69",23,Endresstraﬂe,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676823,676823,POINT (16.323677296420225 48.140177947398804),"23., Altmannsdorfer Straﬂe 200A",23,Altmannsdorfer Straﬂe,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676824,676824,POINT (16.39159576339225 48.21463323998397),"2., Franzensbr¸ckenstraﬂe 15/000",2,Franzensbr¸ckenstraﬂe,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676825,676825,POINT (16.410733272426313 48.165041774981226),"11., Gadnergasse 12",11,Gadnergasse,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676826,676826,POINT (16.42907760935109 48.26712870266676),"21., Siemensstraﬂe 105B",21,Siemensstraﬂe,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676827,676827,POINT (16.417042795187868 48.21643349054988),"2., Handelskai 276-280",2,Handelskai,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676828,676828,POINT (16.394626287040875 48.217775116849715),"2., Ausstellungsstraﬂe 4",2,Ausstellungsstraﬂe,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676829,676829,POINT (16.372889382605937 48.196003195902406),"4., Wohllebengasse 19",4,Wohllebengasse,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676830,676830,POINT (16.42684889921384 48.16728541109021),"11., Kaiser-Ebersdorfer Straﬂe 48",11,Kaiser-Ebersdorfer Straﬂe,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676831,676831,POINT (16.420759396924872 48.17018876078581),"11., Simmeringer Hauptstraﬂe 153",11,Simmeringer Hauptstraﬂe,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676832,676832,POINT (16.336099589967013 48.17872064119745),"12., Rauchgasse 4-6",12,Rauchgasse,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676833,676833,POINT (16.299462343378337 48.194899989575774),"14., Ameisgasse 49-51",14,Ameisgasse,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676834,676834,POINT (16.415599451631806 48.27018306471296),"21., Shuttleworthstraﬂe 14/72",21,Shuttleworthstraﬂe,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676835,676835,POINT (16.387711026962094 48.27856640035478),"21., Prager Straﬂe 136-140",21,Prager Straﬂe,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676853,676853,POINT (16.39591689274894 48.23089465156224),"2., Engerthstraﬂe 149",2,Engerthstraﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676854,676854,POINT (16.305906977570775 48.224398844652136),"16., Rosenackerstraﬂe 2",16,Rosenackerstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676855,676855,POINT (16.40014361384248 48.221876651427145),"2., Ybbsstraﬂe 28",2,Ybbsstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676856,676856,POINT (16.39860269083808 48.20619970983368),"2., Wittelsbachstraﬂe 3",2,Wittelsbachstraﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676857,676857,POINT (16.310847549453143 48.224848252459154),"17., Kainzgasse 19",17,Kainzgasse,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676858,676858,POINT (16.337362919596 48.211000099223824),"16., Neulerchenfelder Straﬂe 10",16,Neulerchenfelder Straﬂe,Lottokollektur,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676859,676859,POINT (16.385730389756954 48.226302837825315),"2., Taborstraﬂe 96",2,Taborstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676860,676860,POINT (16.343057161511087 48.206373983235444),"7., Schottenfeldgasse 91",7,Schottenfeldgasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676861,676861,POINT (16.343057161511087 48.206373983235444),"7., Schottenfeldgasse 91",7,Schottenfeldgasse,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676862,676862,POINT (16.349236849193645 48.185057316221275),"5., Arbeitergasse 31",5,Arbeitergasse,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676863,676863,POINT (16.32712640966258 48.199390911536376),"15., H¸tteldorfer Straﬂe 28",15,H¸tteldorfer Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676864,676864,POINT (16.31030841215077 48.210851085601696),"16., Huttengasse 73-75",16,Huttengasse,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676865,676865,POINT (16.47170503621915 48.25118957546873),"22., Wiener Nordrandstraﬂe B302",22,Wiener Nordrandstraﬂe,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676866,676866,POINT (16.383413300203635 48.13655643341097),"10., Himberger Straﬂe 50",10,Himberger Straﬂe,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676867,676867,POINT (16.339552485791707 48.18755669285822),"12., Gaudenzdorfer G¸rtel *75",12,Gaudenzdorfer G¸rtel,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
