FID,OBJECTID,SHAPE,NAME,HAUPTKATEGORIE,UNTERKATEGORIE,TYP,WEBLINK1,WEBLINK2,SE_ANNO_CAD_DATA
RELIGIONOGD.223381,223381,POINT (16.420839410447794 48.26009528051926),Karmelitinnen vom Göttlichen Herzen Jesu Niederlassung Wien,Katholische Kirche,römisch-katholisch,Kloster/Orden,,http://www.erzdioezese-wien.at/pages/inst/14426017,
RELIGIONOGD.223380,223380,POINT (16.398166297529258 48.25906890231132),Geistliche Familie Das Werk Niederlassung der Schwesterngemeinschaft,Katholische Kirche,römisch-katholisch,Kloster/Orden,http://www.daswerk-fso.org,http://www.erzdioezese-wien.at/pages/inst/14426011,
RELIGIONOGD.223379,223379,POINT (16.36171154873215 48.24704877684719),Sacre Coeur Niederlassung Unterheiligenstadt,Katholische Kirche,römisch-katholisch,Kloster/Orden,,http://www.erzdioezese-wien.at/pages/inst/14425987,
RELIGIONOGD.223378,223378,POINT (16.32024260548142 48.25220846693285),Arme Schwestern Unserer Lieben Frau Niederlassung Döbling,Katholische Kirche,römisch-katholisch,Kloster/Orden,,http://www.erzdioezese-wien.at/pages/inst/14425981,
RELIGIONOGD.223377,223377,POINT (16.335509277169535 48.242903026790295),Oblaten des hl. Franz von Sales Ordenshaus Krim,Katholische Kirche,römisch-katholisch,Kloster/Orden,,http://www.erzdioezese-wien.at/pages/inst/14425965,
RELIGIONOGD.223376,223376,POINT (16.336894899723 48.27483316057142),Resurrektionisten Rektorat Kahlenberg,Katholische Kirche,römisch-katholisch,Kloster/Orden,,http://www.erzdioezese-wien.at/pages/inst/14425955,
RELIGIONOGD.223375,223375,POINT (16.33169631497934 48.252104701269175),Schwestern vom armen Kinde Jesus Niederlassung Kaasgraben,Katholische Kirche,römisch-katholisch,Kloster/Orden,,http://www.erzdioezese-wien.at/pages/inst/14425953,
RELIGIONOGD.223374,223374,POINT (16.350281724486475 48.24748594005069),Unbeschuhte Karmeliten Konvent,Katholische Kirche,römisch-katholisch,Kloster/Orden,http://www.karmel.at/wien,http://www.erzdioezese-wien.at/pages/inst/14425931,
RELIGIONOGD.223373,223373,POINT (16.3338380186827 48.22817252286789),Töchter der Göttlichen Liebe Herz-Maria-Kloster,Katholische Kirche,römisch-katholisch,Kloster/Orden,http://www.schulelacknergasse.at,http://www.erzdioezese-wien.at/pages/inst/14425907,
RELIGIONOGD.223372,223372,POINT (16.334640423354116 48.2253475179539),Lazaristen Missionshaus St. Severin,Katholische Kirche,römisch-katholisch,Kloster/Orden,,http://www.erzdioezese-wien.at/pages/inst/14425881,
RELIGIONOGD.223371,223371,POINT (16.314816200923232 48.225276217772794),Kongregation von den Hlst. Herzen Jesu und Mariä Rektorat,Katholische Kirche,römisch-katholisch,Kloster/Orden,http://www.suehnekirche.at,http://www.erzdioezese-wien.at/pages/inst/14425857,
RELIGIONOGD.223370,223370,POINT (16.322080989122465 48.2195067930116),Redemptoristen Kollegium Wien-Hernals Marienpfarre,Katholische Kirche,römisch-katholisch,Kloster/Orden,,http://www.erzdioezese-wien.at/pages/inst/14425847,
RELIGIONOGD.223369,223369,POINT (16.304437514881386 48.2276265949232),Schwestern vom Göttlichen Erlöser Niederlassung Dornbach,Katholische Kirche,römisch-katholisch,Kloster/Orden,http://www.khgh.at,http://www.erzdioezese-wien.at/pages/inst/14425843,
RELIGIONOGD.223368,223368,POINT (16.286856570391535 48.217351834518084),Benediktinerinnen der Anbetung Priorat St. Benedikt,Katholische Kirche,römisch-katholisch,Kloster/Orden,http://www.osb-wien.at,http://www.erzdioezese-wien.at/pages/inst/14425821,
RELIGIONOGD.223367,223367,POINT (16.33707494071981 48.191446339347614),Missionarinnen der Nächstenliebe Niederlassung Fünfhaus,Katholische Kirche,römisch-katholisch,Kloster/Orden,,http://www.erzdioezese-wien.at/pages/inst/14425771,
RELIGIONOGD.223366,223366,POINT (16.33689679914012 48.19247566678738),Schulbrüder Ordensgemeinde St. Benild,Katholische Kirche,römisch-katholisch,Kloster/Orden,http://www.dls15.at,http://www.erzdioezese-wien.at/pages/inst/14425767,
RELIGIONOGD.223365,223365,POINT (16.311988161922386 48.19731041274645),Kalasantiner Kollegium Reinlgasse,Katholische Kirche,römisch-katholisch,Kloster/Orden,,http://www.erzdioezese-wien.at/pages/inst/14425761,
RELIGIONOGD.223364,223364,POINT (16.352330673861243 48.228912156946414),ARGE AAG,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/pages/inst/14428057,
RELIGIONOGD.223363,223363,POINT (16.283762936759075 48.187430046864634),Herz-Jesu-Schwestern St. Gertrud-Kloster Hietzing,Katholische Kirche,römisch-katholisch,Kloster/Orden,http://www.herzjesu-schwestern.at,http://www.erzdioezese-wien.at/pages/inst/14425705,
RELIGIONOGD.223362,223362,POINT (16.26265950017011 48.18011067714348),Hartmannschwestern Niederlassung St. Josefsheim,Katholische Kirche,römisch-katholisch,Kloster/Orden,,http://www.erzdioezese-wien.at/pages/inst/14425681,
RELIGIONOGD.223361,223361,POINT (16.296280294884372 48.18738942738276),Pallottiner Rektorat Pallottihaus,Katholische Kirche,römisch-katholisch,Kloster/Orden,http://www.pallottiner.at/pallottihaus-wien,http://www.erzdioezese-wien.at/pages/inst/14425667,
RELIGIONOGD.223360,223360,POINT (16.281355282972623 48.164006634306915),Dienerinnen des Hl. Geistes Niederlassung Speising,Katholische Kirche,römisch-katholisch,Kloster/Orden,http://www.oss.at,http://www.erzdioezese-wien.at/pages/inst/14425653,
RELIGIONOGD.223359,223359,POINT (16.28317816810219 48.177631812298344),Jesuiten Kommunität Lainz-Kardinal König Haus,Katholische Kirche,römisch-katholisch,Kloster/Orden,http://www.kardinal-koenig-haus.at,http://www.erzdioezese-wien.at/pages/inst/14425651,
RELIGIONOGD.223358,223358,POINT (16.334770645543788 48.17589035804453),Kreuzschwestern Konvent Wien,Katholische Kirche,römisch-katholisch,Kloster/Orden,,http://www.erzdioezese-wien.at/pages/inst/14425633,
RELIGIONOGD.223357,223357,POINT (16.410487874124826 48.18313228640518),Benediktinerinnen der Anbetung Kloster St. Rafael,Katholische Kirche,römisch-katholisch,Kloster/Orden,http://www.osb-wien.at,http://www.erzdioezese-wien.at/pages/inst/14425607,
RELIGIONOGD.223356,223356,POINT (16.26298927134613 48.194357458199875),Salvatorianerinnen P. Jordan Gemeinschaft,Katholische Kirche,römisch-katholisch,Kloster/Orden,,http://www.erzdioezese-wien.at/pages/inst/23186816,
RELIGIONOGD.223355,223355,POINT (16.26306750128181 48.194338244457164),Salvatorianerinnen Emmaus Gemeinschaft,Katholische Kirche,römisch-katholisch,Kloster/Orden,,http://www.erzdioezese-wien.at/pages/inst/23186778,
RELIGIONOGD.223354,223354,POINT (16.370571007316638 48.16584566395229),Salvatorianer Kolleg Apostelpfarre,Katholische Kirche,römisch-katholisch,Kloster/Orden,,http://www.erzdioezese-wien.at/pages/inst/14425585,
RELIGIONOGD.223353,223353,POINT (16.397909970366882 48.138158427270106),Arme Schulschwestern von U. L. Frau Niederlassung Oberlaa,Katholische Kirche,römisch-katholisch,Kloster/Orden,,http://www.erzdioezese-wien.at/pages/inst/14425565,
RELIGIONOGD.223333,223333,POINT (16.24608509587229 48.13726232516184),CS Pflege- und Sozialzentrum Kalksburg,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223352,223352,POINT (16.361300237033863 48.17625786180623),Pallottiner Rektorat Quellenstraße,Katholische Kirche,römisch-katholisch,Kloster/Orden,,http://www.erzdioezese-wien.at/pages/inst/14425559,
RELIGIONOGD.223351,223351,POINT (16.36837097685438 48.180782740630285),Dienerinnen des Hl. Geistes Niederlassung Alxingergasse,Katholische Kirche,römisch-katholisch,Kloster/Orden,http://www.ssps.at,http://www.erzdioezese-wien.at/pages/inst/14425539,
RELIGIONOGD.223350,223350,POINT (16.3683850251832 48.18131099840864),Gesellschaft des Göttlichen Wortes Distrikt Wien,Katholische Kirche,römisch-katholisch,Kloster/Orden,,http://www.erzdioezese-wien.at/pages/inst/14425537,
RELIGIONOGD.223349,223349,POINT (16.36305454937233 48.222277822672105),Caritas Socialis Hausgemeinschaft Pramergasse,Katholische Kirche,römisch-katholisch,Kloster/Orden,,http://www.erzdioezese-wien.at/pages/inst/14425525,
RELIGIONOGD.223348,223348,POINT (16.34716490214586 48.211340320860224),Oblatinnen des hl. Franz von Sales Niederlassung,Katholische Kirche,römisch-katholisch,Kloster/Orden,http://www.maedchenwohnheim.at,http://www.erzdioezese-wien.at/pages/inst/14425519,
RELIGIONOGD.223347,223347,POINT (16.34889838997254 48.22877175905857),Marianisten Konvent,Katholische Kirche,römisch-katholisch,Kloster/Orden,,http://www.erzdioezese-wien.at/pages/inst/14425511,
RELIGIONOGD.223346,223346,POINT (16.342304004007293 48.213808107209324),Claretiner Superiorat Haus Claret,Katholische Kirche,römisch-katholisch,Kloster/Orden,,http://www.erzdioezese-wien.at/pages/inst/14425501,
RELIGIONOGD.223345,223345,POINT (16.38163824411158 48.214801744706165),Missionsschwestern Königin der Apostel Niederlassung im KH der Barmh. Brüder,Katholische Kirche,römisch-katholisch,Kloster/Orden,,http://www.erzdioezese-wien.at/pages/inst/14425495,
RELIGIONOGD.223344,223344,POINT (16.341216163900707 48.197334398884934),Lazaristen Missionshaus Unbefl. Empf.,Katholische Kirche,römisch-katholisch,Kloster/Orden,,http://www.erzdioezese-wien.at/pages/inst/14425483,
RELIGIONOGD.223343,223343,POINT (16.360043215273134 48.18874827111035),Klarissen von der ewigen Anbetung Kloster Gartengasse,Katholische Kirche,römisch-katholisch,Kloster/Orden,,http://www.erzdioezese-wien.at/pages/inst/14425433,
RELIGIONOGD.223342,223342,POINT (16.364572634152903 48.188695705557315),Piaristen Kollegium St. Thekla,Katholische Kirche,römisch-katholisch,Kloster/Orden,http://www.piaristen.at,http://www.erzdioezese-wien.at/pages/inst/14425431,
RELIGIONOGD.223341,223341,POINT (16.38161323301813 48.196255656171864),Salesianerinnen Niederlassung Rennweg,Katholische Kirche,römisch-katholisch,Kloster/Orden,http://www.salesianerinnen.at,http://www.erzdioezese-wien.at/pages/inst/14425427,
RELIGIONOGD.223340,223340,POINT (16.37892246020299 48.19772348113924),Resurrektionisten Missionshaus Rennweg,Katholische Kirche,römisch-katholisch,Kloster/Orden,,http://www.erzdioezese-wien.at/pages/inst/14425423,
RELIGIONOGD.223339,223339,POINT (16.345049728370736 48.19130771049958),Altenheim St. Katharina,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223338,223338,POINT (16.36381202780194 48.21069008705714),Internationale Akademie für Evangelisation,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223337,223337,POINT (16.355154188674458 48.25467070233414),Curanum Bonifatius,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223336,223336,POINT (16.365938873344557 48.20908872741625),Bundesministerium für Inneres,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223335,223335,POINT (16.35107271155242 48.24391195539007),Senioren- und Pflegehaus St. Elisabeth der Caritas,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223334,223334,POINT (16.34703346229712 48.22381666717714),Haus Miriam der Caritas,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223332,223332,POINT (16.34740736940319 48.243324517981584),Krankenhaus Rudolfinerhaus,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223331,223331,POINT (16.386069418532145 48.172954723669676),Franziskanerinnen - Maria von der immerwährenden Hilfe Niederlassung,Katholische Kirche,römisch-katholisch,Kloster/Orden,http://www.franciszkanki.multinet.pl,http://www.erzdioezese-wien.at/pages/inst/14425589,
RELIGIONOGD.223330,223330,POINT (16.361700151543143 48.188009607862085),Hartmannspital,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.hartmannspital.at,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223329,223329,POINT (16.398384783336688 48.195593867325805),Mutterhaus,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.herzjesu-schwestern.at,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223328,223328,POINT (16.363001910686922 48.22236978013941),Hildegard-Burjan-Kapelle,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223327,223327,POINT (16.341223265089425 48.224327005081136),Hl. Johannes de la Salle,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223326,223326,POINT (16.365242445727365 48.21011175409037),Niederösterr. Landhaus,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223325,223325,POINT (16.363779348578905 48.208402697976524),Bundeskanzleramt,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223324,223324,POINT (16.357661691270103 48.19853745125479),Kolpinghaus Wien-Mariahilf,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.kolping-wien-zentral.at,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223323,223323,POINT (16.271110784138582 48.17800820020996),Geriatriezentrum Am Wienerwald,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.kamillianer.at,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223322,223322,POINT (16.36052159608638 48.216828560355644),Afro-Asiatisches Institut,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.aai-wien.at,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223321,223321,POINT (16.392123780100544 48.1951617704254),Internatsschule des Bundes,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.hib-wien.at,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223320,223320,POINT (16.359388782531234 48.21533178739064),Vienna International Religious Centre,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.virc.at,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223319,223319,POINT (16.363079699725112 48.222341599814364),Schwesterngemeinschaft Caritas Socialis,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.cs-schwestern.at,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223318,223318,POINT (16.355961368466204 48.20057690491063),Garnisonkirche Zum Hl. Kreuz,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.mildioz.at,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223317,223317,POINT (16.253266075202763 48.147619785026095),Zur Hlst. Dreifaltigkeit,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.georgenberg.at,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223316,223316,POINT (16.497144739878195 48.251317006690904),Pfarrkirche Breitenlee,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,pfarrebreitenlee.at,http://www.erzdioezese-wien.at/pages/pfarren/9214,
RELIGIONOGD.223315,223315,POINT (16.411012000193914 48.302973833536385),Pfarrkirche Stammersdorf,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.stammersdorf.at/pfarre,http://www.erzdioezese-wien.at/pages/pfarren/9200,
RELIGIONOGD.223314,223314,POINT (16.440888663634688 48.263126599041584),Pfarrkirche Leopoldau,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.pfarreleopoldau.at,http://www.erzdioezese-wien.at/pages/pfarren/9198,
RELIGIONOGD.223313,223313,POINT (16.37121107568092 48.23235824228168),Pfarrkirche St. Brigitta,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/pages/pfarren/9183,
RELIGIONOGD.223312,223312,POINT (16.42258699641431 48.16948102562765),Pfarrkirche Altsimmering,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.altsimmering.at,http://www.erzdioezese-wien.at/pages/pfarren/9086,
RELIGIONOGD.223311,223311,POINT (16.3590256201351 48.21547910383783),Pfarrkirche Votivkirche,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.votivkirche.at,http://www.erzdioezese-wien.at/pages/pfarren/9060,
RELIGIONOGD.223310,223310,POINT (16.37553714920174 48.20575930076391),Päpstliche Missionswerke - Missio Nationaldirektion,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.missio.at,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223309,223309,POINT (16.377126200732473 48.209590913436955),Zisterzienserabtei Heiligenkreuz Stiftshof,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223308,223308,POINT (16.33706770120148 48.19243010404571),Schulbrüder Ordensgemeinde St. Benild,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223307,223307,POINT (16.33711241945504 48.19152866279118),Missionarinnen der Nächstenliebe Niederlassung Fünfhaus,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223306,223306,POINT (16.349114725586517 48.248306833382685),Franziskanerinnen Missionarinnen Mariens Kloster St. Leopold,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223305,223305,POINT (16.37815468216843 48.21842447912604),Lebenszentrum,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223304,223304,POINT (16.381714532370474 48.21488676281039),Krankenhaus der Barmherzigen Brüder,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.barmherzige-brueder.at,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223303,223303,POINT (16.369430494585313 48.21066361010052),Ehemaliges Wohnzimmer des hl. Stanislaus Kostka,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223302,223302,POINT (16.372852746073313 48.208006932163116),Curhauskapelle,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223301,223301,POINT (16.374192118048008 48.20824579238665),Domherrenhof,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223300,223300,POINT (16.37330903669822 48.209310192339515),Andreaskapelle,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223299,223299,POINT (16.38454503778069 48.1955129678204),Hlst. Herz Jesu,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223298,223298,POINT (16.354449570306134 48.20657222298891),Studentenheim der Akademikerhilfe,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223297,223297,POINT (16.354447047972336 48.242515866477035),Kloster Döbling,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.222656,222656,POINT (16.422389422784924 48.16861532308793),Kloster Simmering,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.ssm-austria.at,http://www.erzdioezese-wien.at/,
RELIGIONOGD.222655,222655,POINT (16.373552356468146 48.204469182889),St. Ursula,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.222654,222654,POINT (16.245744226275892 48.13792267699799),Pfarrkirche Kalksburg,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.pfarre-kalksburg.at,http://www.erzdioezese-wien.at/pages/pfarren/9234,
RELIGIONOGD.222653,222653,POINT (16.346983724374347 48.15028626655496),Pfarrkirche Inzersdorf,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.pfarresanktnikolaus.at,http://www.erzdioezese-wien.at/pages/pfarren/9232,
RELIGIONOGD.222652,222652,POINT (16.440968194533788 48.234244597797705),Pfarrkirche Neukagran,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.pfarreneukagran.at,http://www.erzdioezese-wien.at/pages/pfarren/9220,
RELIGIONOGD.222651,222651,POINT (16.42448696581579 48.22625917044374),Pfarrkirche Kaisermühlen,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.pfarrekaisermuehlen.at,http://www.erzdioezese-wien.at/pages/pfarren/9219,
RELIGIONOGD.222650,222650,POINT (16.46572457273503 48.23605673881478),Pfarrkirche Hirschstetten,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.pfarre-hirschstetten.at,http://www.erzdioezese-wien.at/pages/pfarren/9216,
RELIGIONOGD.222649,222649,POINT (16.420655871426188 48.278263890397106),Pfarrkirche St. Markus,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.pfarre-st-markus.at,http://www.erzdioezese-wien.at/pages/pfarren/9211,
RELIGIONOGD.222648,222648,POINT (16.408992392236183 48.252814680077094),Pfarrkirche Donaufeld,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.pfarre-donaufeld.at,http://www.erzdioezese-wien.at/pages/pfarren/9192,
RELIGIONOGD.222647,222647,POINT (16.368549408597723 48.23775490636665),Pfarrkirche Zum Göttlichen Erlöser,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.zum-goettlichen-erloeser.at.vu/,http://www.erzdioezese-wien.at/pages/pfarren/9186,
RELIGIONOGD.222646,222646,POINT (16.374054767460056 48.244695911230664),Pfarrkirche St. Johann Kapistran,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.st-kapistran-wien.at,http://www.erzdioezese-wien.at/pages/pfarren/9184,
RELIGIONOGD.222645,222645,POINT (16.331864328420124 48.2171397300129),Pfarrkirche Hernals,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.kalvarienbergkirche.at,http://www.erzdioezese-wien.at/pages/pfarren/9154,
RELIGIONOGD.222644,222644,POINT (16.31861081898578 48.21471723568097),Pfarrkirche Neuottakring,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.neuottakring.at,http://www.erzdioezese-wien.at/pages/pfarren/9146,
RELIGIONOGD.222643,222643,POINT (16.330751726468936 48.20237409374491),Pfarrkirche Neufünfhaus,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.neufuenfhaus.at,http://www.erzdioezese-wien.at/pages/pfarren/9135,
RELIGIONOGD.222642,222642,POINT (16.33776505595501 48.193158178149176),Pfarrkirche Fünfhaus,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.mariavomsiege.at,http://www.erzdioezese-wien.at/pages/pfarren/9133,
RELIGIONOGD.222641,222641,POINT (16.25044213522284 48.21769881096303),Pfarrkirche Kordon,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.kordon.cc,http://www.erzdioezese-wien.at/pages/pfarren/9129,
RELIGIONOGD.222640,222640,POINT (16.308709691344557 48.20198514967639),Pfarrkirche Breitensee,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.pfarre-breitensee.at,http://www.erzdioezese-wien.at/pages/pfarren/9120,
RELIGIONOGD.222639,222639,POINT (16.32621712986578 48.1806990889785),Pfarrkirche Maria Lourdes,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.maria-lourdes.at,http://www.erzdioezese-wien.at/pages/pfarren/9099,
RELIGIONOGD.222638,222638,POINT (16.303620730591636 48.164769178162274),Pfarrkirche Hetzendorf,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.pfarre-hetzendorf.at,http://www.erzdioezese-wien.at/pages/pfarren/9098,
RELIGIONOGD.222637,222637,POINT (16.47436966945087 48.15851900664065),Pfarrkirche Kaiserebersdorf,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.pfarre-kaiserebersdorf.at,http://www.erzdioezese-wien.at/pages/pfarren/9089,
RELIGIONOGD.222636,222636,POINT (16.417862688798202 48.164565518578755),Pfarrkirche Hasenleiten,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.pfarrehasenleiten.at,http://www.erzdioezese-wien.at/pages/pfarren/9087,
RELIGIONOGD.222635,222635,POINT (16.348400029989325 48.17454971009121),Pfarrkirche Katharina von Siena,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,members.aon.at/pfarre-siena/,http://www.erzdioezese-wien.at/pages/pfarren/9079,
RELIGIONOGD.222634,222634,POINT (16.377769009383584 48.1713304391921),Pfarrkirche St. Anton von Padua,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.antonskirche.at,http://www.erzdioezese-wien.at/pages/pfarren/9070,
RELIGIONOGD.222633,222633,POINT (16.40431293993104 48.13792131929173),Pfarrkirche Oberlaa,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.oberlaa.com,http://www.erzdioezese-wien.at/pages/pfarren/9069,
RELIGIONOGD.222632,222632,POINT (16.3489742935218 48.21055502773837),Pfarrkirche Maria Treu,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.mariatreu.at,http://www.erzdioezese-wien.at/pages/pfarren/9058,
RELIGIONOGD.222631,222631,POINT (16.340399763806882 48.19701526419129),Pfarrkirche Unbefleckte Empfängnis,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.lazaristenpfarre.at,http://www.erzdioezese-wien.at/pages/pfarren/9051,
RELIGIONOGD.222630,222630,POINT (16.37188467947388 48.198268269621536),Pfarrkirche St. Karl Borromäus,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.karlskirche.at/,http://www.erzdioezese-wien.at/pages/pfarren/9037,
RELIGIONOGD.222629,222629,POINT (16.375478842419277 48.19053366164068),Pfarrkirche St. Elisabeth,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,st-elisabeth.at,http://www.erzdioezese-wien.at/pages/pfarren/9034,
RELIGIONOGD.222628,222628,POINT (16.390809737502437 48.20965733572192),Pfarrkirche St. Othmar unter den Weißgerbern,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.st-othmar.at,http://www.erzdioezese-wien.at/pages/pfarren/9029,
RELIGIONOGD.222627,222627,POINT (16.405462819845727 48.224526721693174),Pfarrkirche Donaustadt,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.pfarre-mexikoplatz.at,http://www.erzdioezese-wien.at/pages/pfarren/9015,
RELIGIONOGD.222626,222626,POINT (16.370805015214525 48.21283982912373),Maria am Gestade,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.redemptoristen.com,http://www.erzdioezese-wien.at/,
RELIGIONOGD.222625,222625,POINT (16.36511882034735 48.212019675286825),Pfarrkirche Unsere Liebe Frau zu den Schotten,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.schottenpfarre.at,http://www.erzdioezese-wien.at/pages/pfarren/9005,
RELIGIONOGD.222624,222624,POINT (16.36737187095563 48.20796379149775),Pfarrkirche St. Michael,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.michaelerkirche.at,http://www.erzdioezese-wien.at/pages/pfarren/9004,
RELIGIONOGD.223454,223454,POINT (16.290582125808914 48.16594224540685),Missionarinnen Christi Niederlassung Wien,Katholische Kirche,römisch-katholisch,Kloster/Orden,,http://www.erzdioezese-wien.at/pages/inst/21082283,
