FID,OBJECTID,SHAPE,NAME,HAUPTKATEGORIE,UNTERKATEGORIE,TYP,WEBLINK1,WEBLINK2,SE_ANNO_CAD_DATA
RELIGIONOGD.223670,223670,POINT (16.363002703368647 48.21085531874268),Theologische Fakultäten Universität Wien,unbekannt,unbekannt,Ausbildung,,,
RELIGIONOGD.223588,223588,POINT (16.381828719005874 48.197221781479044),Christ Church Vienna,unbekannt,unbekannt,Kirche/Kapelle,http://www.christchurchvienna.org/,,
RELIGIONOGD.223453,223453,POINT (16.390597609956227 48.202232486569315),Oratorium des hl. Philipp Neri,Katholische Kirche,römisch-katholisch,Kloster/Orden,http://www.oratorium.at,http://www.erzdioezese-wien.at/pages/inst/14428377,
RELIGIONOGD.223631,223631,POINT (16.346122248244956 48.19092748781996),Barmherzige Schwestern Gumpendorf Mutterhaus,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.barmherzigeschwestern-wien.at,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223630,223630,POINT (16.34284832564367 48.192111814490886),Malteser Haus Malta,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223629,223629,POINT (16.269070747919212 48.15070290272488),Pfarrkirche Mauer,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.pfarremauer.at,http://www.erzdioezese-wien.at/pages/pfarren/9236,
RELIGIONOGD.223628,223628,POINT (16.282301377109896 48.13376034461874),Pfarrkirche Liesing,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.pfarre-liesing.at,http://www.erzdioezese-wien.at/pages/pfarren/9235,
RELIGIONOGD.223627,223627,POINT (16.329421402321586 48.14858552154072),Pfarrkirche Inzersdorf-Neustift,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.pfarreinzersdorfneustift.at,http://www.erzdioezese-wien.at/pages/pfarren/9233,
RELIGIONOGD.223626,223626,POINT (16.294467941324267 48.1474493508381),Pfarrkirche Atzgersdorf,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.pfarre-atzgersdorf.at,http://www.erzdioezese-wien.at/pages/pfarren/9231,
RELIGIONOGD.223625,223625,POINT (16.462525587747827 48.226075049752055),"Maria, Hilfe der Christen",Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223624,223624,POINT (16.481365150445598 48.238240459859924),Pfarrkirche St. Claret - Ziegelhof,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.claret.at,http://www.erzdioezese-wien.at/pages/pfarren/9227,
RELIGIONOGD.223623,223623,POINT (16.532985382716348 48.24882020794731),Neu-Eßling,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223622,223622,POINT (16.45068304577582 48.256508764597235),Pfarrkirche St. Christoph am Rennbahnweg,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.sanktchristoph.at,http://www.erzdioezese-wien.at/pages/pfarren/9223,
RELIGIONOGD.223621,223621,POINT (16.49559630165323 48.277450753327614),Pfarrkirche Süßenbrunn,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.pfarre-suessenbrunn.at,http://www.erzdioezese-wien.at/pages/pfarren/9222,
RELIGIONOGD.223620,223620,POINT (16.45221620827101 48.223254819526616),Pfarrkirche Stadlau,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.pfarrestadlau.at,http://www.erzdioezese-wien.at/pages/pfarren/9221,
RELIGIONOGD.223619,223619,POINT (16.451025019429625 48.238888462398506),Pfarrkirche Kagraner Anger,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.pfarrekagraneranger.at,http://www.erzdioezese-wien.at/pages/pfarren/9218,
RELIGIONOGD.223618,223618,POINT (16.44238907360026 48.24942529829148),Pfarrkirche Kagran,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.pfarrekagran.at,http://www.erzdioezese-wien.at/pages/pfarren/9217,
RELIGIONOGD.223617,223617,POINT (16.522348120640398 48.21439789680783),Pfarrkirche Eßling,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.essling.at/pfarre,http://www.erzdioezese-wien.at/pages/pfarren/9215,
RELIGIONOGD.223616,223616,POINT (16.483021751766476 48.21806694341739),Pfarrkirche Aspern,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://aspern.at,http://www.erzdioezese-wien.at/pages/pfarren/9213,
RELIGIONOGD.223615,223615,POINT (16.442587775657614 48.27136550888892),Pfarrkirche Heiliges Kreuz (Großfeldsiedlung),Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.pfarre-heiligeskreuz.net,http://www.erzdioezese-wien.at/pages/pfarren/9205,
RELIGIONOGD.223614,223614,POINT (16.45199883936782 48.27085419276266),Pfarrkirche Don Bosco,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.donbosco21.at,http://www.erzdioezese-wien.at/pages/pfarren/9204,
RELIGIONOGD.223613,223613,POINT (16.451428183272167 48.283145662983756),Pfarrkirche Maria Himmelfahrt (Nordrandsiedlung),Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.mariahimmelfahrt.at,http://www.erzdioezese-wien.at/pages/pfarren/9203,
RELIGIONOGD.223612,223612,POINT (16.43947246156459 48.254423796450055),Pfarrkirche Auferstehung Christi,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.auferstehungchristi.at,http://www.erzdioezese-wien.at/pages/pfarren/9202,
RELIGIONOGD.223611,223611,POINT (16.388124885809514 48.29113221215062),Pfarrkirche Strebersdorf,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.pfarre-strebersdorf.at,http://www.erzdioezese-wien.at/pages/pfarren/9201,
RELIGIONOGD.223610,223610,POINT (16.37778134739841 48.27338674369327),Pfarrkirche Schwarzlackenau,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.pfarre-schwarzlackenau.at,http://www.erzdioezese-wien.at/pages/pfarren/9199,
RELIGIONOGD.223609,223609,POINT (16.385442923195864 48.26971331203048),Pfarrkirche Jedlesee,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.pfarre-jedlesee.org,http://www.erzdioezese-wien.at/pages/pfarren/9197,
RELIGIONOGD.223608,223608,POINT (16.421333271817744 48.26042147351603),Pfarrkirche Herz Jesu,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.pfarre-herz-jesu.at,http://www.erzdioezese-wien.at/pages/pfarren/9196,
RELIGIONOGD.223607,223607,POINT (16.407422795745553 48.279262122728355),Pfarrkirche Großjedlersdorf,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.grossjedlersdorf.com,http://www.erzdioezese-wien.at/pages/pfarren/9195,
RELIGIONOGD.223606,223606,POINT (16.39128999935511 48.263449069449095),Pfarrkirche Gartenstadt,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,members.chello.at/pfarre.gartenstadt/,http://www.erzdioezese-wien.at/pages/pfarren/9194,
RELIGIONOGD.223605,223605,POINT (16.399806558314303 48.25856711509465),Pfarrkirche Floridsdorf,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.pfarre-floridsdorf.at,http://www.erzdioezese-wien.at/pages/pfarren/9193,
RELIGIONOGD.223604,223604,POINT (16.4156406043601 48.29163160082933),Pfarrkirche Cyrill und Method,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.pfarre-cyrill-method.at,http://www.erzdioezese-wien.at/pages/pfarren/9190,
RELIGIONOGD.223603,223603,POINT (16.415270997376307 48.23309106726516),"Christus, Hoffnung der Welt",Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.donaucitykirche.at,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223602,223602,POINT (16.38606841506494 48.23686864217012),Pfarrkirche Zwischenbrücken,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.paz.at,http://www.erzdioezese-wien.at/pages/pfarren/9185,
RELIGIONOGD.223601,223601,POINT (16.349870726642393 48.24776263729224),Karmelitenkirche,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.karmel.at/wien,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223600,223600,POINT (16.336840271613763 48.27493760380465),St. Josef auf dem Kahlenberg,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223599,223599,POINT (16.34685817074598 48.27787818759251),Hl. Leopold am Leopoldsberg,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223598,223598,POINT (16.36131967587055 48.247047993999786),Pfarrkirche Unterheiligenstadt,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.oblaten.at/Heiligenstadt,http://www.erzdioezese-wien.at/pages/pfarren/9178,
RELIGIONOGD.223597,223597,POINT (16.320822709362698 48.25223408563999),Pfarrkirche Sievering,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.pfarre-sievering.at,http://www.erzdioezese-wien.at/pages/pfarren/9177,
RELIGIONOGD.223596,223596,POINT (16.364413771353714 48.25797948452937),Pfarrkirche Nußdorf,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.nussdorferplatz.at/pfarre,http://www.erzdioezese-wien.at/pages/pfarren/9176,
RELIGIONOGD.223595,223595,POINT (16.303292850416202 48.25043126664451),Pfarrkirche Neustift am Walde,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.pfarreneustift.at,http://www.erzdioezese-wien.at/pages/pfarren/9175,
RELIGIONOGD.223594,223594,POINT (16.336217676649085 48.242963664966986),Pfarrkirche Krim,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.pfarre-krim.at,http://www.erzdioezese-wien.at/pages/pfarren/9174,
RELIGIONOGD.223593,223593,POINT (16.354923094403738 48.2744588887954),Pfarrkirche Kahlenbergerdorf,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.pfarre-kahlenbergerdorf.at,http://www.erzdioezese-wien.at/pages/pfarren/9173,
RELIGIONOGD.223592,223592,POINT (16.333175200711157 48.25339606799598),Pfarrkirche Kaasgraben,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.kaasgraben.at,http://www.erzdioezese-wien.at/pages/pfarren/9172,
RELIGIONOGD.223591,223591,POINT (16.359088054275578 48.254829040696485),Pfarrkirche Heiligenstadt,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.heiligenstadt.com,http://www.erzdioezese-wien.at/pages/pfarren/9171,
RELIGIONOGD.223549,223549,POINT (16.332669437983622 48.23865903232249),Park-Residenz Döbling,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223566,223566,POINT (16.37314478170173 48.20846179774526),Pfarrkirche Dom- und Metropolitanpfarre St. Stephan,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.st.stephan.at,http://www.erzdioezese-wien.at/pages/pfarren/9001,
RELIGIONOGD.223565,223565,POINT (16.37270389882805 48.19111068451425),Apostolische Nuntiatur,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.nuntiatur.at,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223564,223564,POINT (16.39771301119971 48.19991856548265),Mutterhaus,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.st-franziskus.at,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223563,223563,POINT (16.37908130802948 48.19786674182326),Polnische Kirche,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.kosciol.at,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223562,223562,POINT (16.36854131547098 48.21093535162361),Kroat.-Kath. Mission,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223561,223561,POINT (16.35650957137917 48.2223945548502),Pazmanisches Kollegium,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223560,223560,POINT (16.278563086664516 48.20740937070905),SMZ West-Otto-Wagner-Spital,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,seelsorge-ows.stephanscom.at,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223559,223559,POINT (16.283972463687345 48.186297140363614),Don Bosco Haus,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.donboscohaus.at,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223558,223558,POINT (16.371198939879527 48.20500069149994),Malteserkirche,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223557,223557,POINT (16.256124317682293 48.13277108497805),Rodaun-Bergkirche,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223556,223556,POINT (16.282700708189672 48.14740842803144),Pfarrkirche Erlöserkirche Endresstraße,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.pfarre-erloeserkirche.at,http://www.erzdioezese-wien.at/pages/pfarren/9240,
RELIGIONOGD.223555,223555,POINT (16.312532051322457 48.12723350744072),Pfarrkirche Siebenhirten,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.pfarre-siebenhirten.at,http://www.erzdioezese-wien.at/pages/pfarren/9239,
RELIGIONOGD.223554,223554,POINT (16.264547110233316 48.13751468191284),Pfarrkirche Rodaun,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.pfarre-rodaun.at,http://www.erzdioezese-wien.at/pages/pfarren/9238,
RELIGIONOGD.223553,223553,POINT (16.320366615370233 48.13854634112149),Pfarrkirche Neuerlaa,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.pfarre-neuerlaa.at,http://www.erzdioezese-wien.at/pages/pfarren/9237,
RELIGIONOGD.223552,223552,POINT (16.26351727549186 48.15656952546905),Zur Rosenkranzkönigin,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223551,223551,POINT (16.255568820873403 48.176801910495904),Unbeschuhte Karmelitinnen Kloster St. Josef Wien,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223550,223550,POINT (16.262830409729055 48.17975803417473),Wohnheim St. Josef,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223695,223695,POINT (16.312967164521357 48.18478501903786),Schlosskapelle Schönbrunn,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.schlosskapelle.at,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223694,223694,POINT (16.2616687563763 48.16363453057496),Pfarrkirche St. Hubertus und St. Christophorus,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.pfarre-st-hubertus.at,http://www.erzdioezese-wien.at/pages/pfarren/9111,
RELIGIONOGD.223693,223693,POINT (16.420500484791965 48.13195218558715),Unterlaa,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223692,223692,POINT (16.38252952047239 48.13886915106652),Rothneusiedl,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223691,223691,POINT (16.39348329137038 48.180635053676006),Pfarrkirche Arsenal,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.pfarre-arsenal.at,http://www.erzdioezese-wien.at/pages/pfarren/9030,
RELIGIONOGD.223867,223867,POINT (16.379917756632608 48.21629525343751),Points-Coeur Niederlassung Hermann Cohen,Katholische Kirche,römisch-katholisch,Kloster/Orden,http://www.at.pointscoeur.org,http://www.erzdioezese-wien.at/pages/inst/24468524,
RELIGIONOGD.223866,223866,POINT (16.502494699735387 48.15955675762844),Friedhof der Namenlosen,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,,http://www.erzdioezese-wien.at/,
RELIGIONOGD.223865,223865,POINT (16.347784388842097 48.20834301592155),Don-Bosco-Schwestern Niederlassung Pfeilgasse,Katholische Kirche,römisch-katholisch,Kloster/Orden,,http://www.erzdioezese-wien.at/pages/inst/23810702,
RELIGIONOGD.223864,223864,POINT (16.3189483057409 48.176185060686485),Prämonstratenser-Chorherren Kanonie Itinga Priorat zum sel. Jakob Kern,Katholische Kirche,römisch-katholisch,Kloster/Orden,,http://www.erzdioezese-wien.at/pages/inst/23390624,
RELIGIONOGD.223863,223863,POINT (16.352479786350965 48.21468247502568),Congregation of Preshitharam Sisters Niederlassung Wien,Katholische Kirche,römisch-katholisch,Kloster/Orden,,http://www.erzdioezese-wien.at/pages/inst/23296386,
RELIGIONOGD.223862,223862,POINT (16.30200252013744 48.191937062537356),Rumänisch-unierte Mission,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.ruk-wien.at,http://www.erzdioezese-wien.at/pages/inst/22828347,
RELIGIONOGD.223861,223861,POINT (16.340785219366023 48.199356642895076),Schwestern vom Göttlichen Erlöser Gemeinschaft Johannes,Katholische Kirche,römisch-katholisch,Kloster/Orden,,http://www.erzdioezese-wien.at/pages/inst/22783240,
RELIGIONOGD.223860,223860,POINT (16.341991618193212 48.22566847173554),Helferinnen Noviziatsgemeinschaft,Katholische Kirche,römisch-katholisch,Kloster/Orden,,http://www.erzdioezese-wien.at/pages/inst/22246807,
RELIGIONOGD.223859,223859,POINT (16.337543538933723 48.25095642049537),Ritterorden v. Hl. Grab zu Jerusalem Komturei Wien,Katholische Kirche,römisch-katholisch,Kloster/Orden,,http://www.erzdioezese-wien.at/pages/inst/14429037,
RELIGIONOGD.223858,223858,POINT (16.337675444288273 48.25033632755673),Schwestern vom armen Kinde Jesus Regionalat,Katholische Kirche,römisch-katholisch,Kloster/Orden,http://www.schwestern-vakj.at,http://www.erzdioezese-wien.at/pages/inst/14425933,
RELIGIONOGD.223857,223857,POINT (16.339648908700813 48.25660109976131),Pfarrkirche Grinzing,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.pfarre-grinzing.at,http://www.erzdioezese-wien.at/pages/pfarren/9170,
RELIGIONOGD.223856,223856,POINT (16.320964152636694 48.24381924695288),Pfarrkirche Glanzing,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.pfarre-glanzing.at,http://www.erzdioezese-wien.at/pages/pfarren/9169,
RELIGIONOGD.223855,223855,POINT (16.350300077132932 48.24243162396124),Pfarrkirche Döbling-St. Paul,Katholische Kirche,römisch-katholisch,Kirche/Kapelle,http://www.doebling-stpaul.at,http://www.erzdioezese-wien.at/pages/pfarren/9168,
