FID,SHAPE,NAME,SE_SDO_ROWID,SE_ANNO_CAD_DATA
TRINKBRUNNENOGD.16961,POINT (16.512367280695116 48.162033274335585),Trinkbrunnen,16961,
TRINKBRUNNENOGD.16962,POINT (16.506069125456044 48.164938990264645),Trinkbrunnen,16962,
TRINKBRUNNENOGD.16963,POINT (16.466224740992544 48.18949663181605),Trinkbrunnen,16963,
TRINKBRUNNENOGD.16964,POINT (16.464297748964 48.19182771262281),Trinkbrunnen,16964,
TRINKBRUNNENOGD.16965,POINT (16.43260630979664 48.213311502151534),Trinkbrunnen,16965,
TRINKBRUNNENOGD.16966,POINT (16.421220996002493 48.21975399878621),Trinkbrunnen,16966,
TRINKBRUNNENOGD.16967,POINT (16.40933827603865 48.22821579849827),Trinkbrunnen,16967,
TRINKBRUNNENOGD.16968,POINT (16.402203914025314 48.23384855787853),Trinkbrunnen,16968,
TRINKBRUNNENOGD.16969,POINT (16.397246924692055 48.238284313560875),Trinkbrunnen,16969,
TRINKBRUNNENOGD.16970,POINT (16.394518221837604 48.24003746095278),Trinkbrunnen,16970,
TRINKBRUNNENOGD.16971,POINT (16.393408000837557 48.24134728622725),Trinkbrunnen,16971,
TRINKBRUNNENOGD.16972,POINT (16.388313535304743 48.247257399903255),Trinkbrunnen,16972,
TRINKBRUNNENOGD.16973,POINT (16.38958351609433 48.24725600627958),Trinkbrunnen,16973,
TRINKBRUNNENOGD.16974,POINT (16.391039846026406 48.24323431560451),Trinkbrunnen,16974,
TRINKBRUNNENOGD.16975,POINT (16.393113475659472 48.24321577672999),Trinkbrunnen,16975,
TRINKBRUNNENOGD.16976,POINT (16.39123544647985 48.24526495309039),Trinkbrunnen,16976,
TRINKBRUNNENOGD.16977,POINT (16.386565027178396 48.24986168781223),Trinkbrunnen,16977,
TRINKBRUNNENOGD.16978,POINT (16.382953305489696 48.251947344955),Trinkbrunnen,16978,
TRINKBRUNNENOGD.16979,POINT (16.347123386482714 48.29773908753822),Trinkbrunnen,16979,
TRINKBRUNNENOGD.16980,POINT (16.41866688845527 48.22540292631247),Trinkbrunnen,16980,
TRINKBRUNNENOGD.16981,POINT (16.456399526825134 48.200122117244916),Trinkbrunnen,16981,
TRINKBRUNNENOGD.16982,POINT (16.508414310558315 48.1666977344086),Trinkbrunnen,16982,
TRINKBRUNNENOGD.16983,POINT (16.45280579246336 48.20255523789013),Trinkbrunnen,16983,
TRINKBRUNNENOGD.16984,POINT (16.44838972867962 48.20550391850288),Trinkbrunnen,16984,
TRINKBRUNNENOGD.16985,POINT (16.50486387990226 48.168845908124595),Trinkbrunnen,16985,
TRINKBRUNNENOGD.16986,POINT (16.499109900018425 48.17237902174305),Trinkbrunnen,16986,
TRINKBRUNNENOGD.16987,POINT (16.493739666993445 48.17575668418499),Trinkbrunnen,16987,
TRINKBRUNNENOGD.16988,POINT (16.49080477693015 48.17748799507619),Trinkbrunnen,16988,
TRINKBRUNNENOGD.16989,POINT (16.482288694719045 48.183002649766635),Trinkbrunnen,16989,
TRINKBRUNNENOGD.16990,POINT (16.473830953851255 48.188514918008146),Trinkbrunnen,16990,
TRINKBRUNNENOGD.16991,POINT (16.470110650832762 48.19096294125301),Trinkbrunnen,16991,
TRINKBRUNNENOGD.16992,POINT (16.463066781833447 48.195593692884025),Trinkbrunnen,16992,
TRINKBRUNNENOGD.16993,POINT (16.438794177611683 48.211827970011896),Trinkbrunnen,16993,
TRINKBRUNNENOGD.16994,POINT (16.422180042561166 48.22312877053894),Trinkbrunnen,16994,
TRINKBRUNNENOGD.16995,POINT (16.40775126750445 48.23414444038494),Trinkbrunnen,16995,
TRINKBRUNNENOGD.16996,POINT (16.402450389304114 48.239031553244494),Trinkbrunnen,16996,
TRINKBRUNNENOGD.16997,POINT (16.404468810903833 48.23679311818783),Trinkbrunnen,16997,
TRINKBRUNNENOGD.16998,POINT (16.398676051927104 48.24160501904354),Trinkbrunnen,16998,
TRINKBRUNNENOGD.16999,POINT (16.39571769202984 48.24547706554557),Trinkbrunnen,16999,
TRINKBRUNNENOGD.17000,POINT (16.393787156644237 48.24701026073013),Trinkbrunnen,17000,
TRINKBRUNNENOGD.17001,POINT (16.37544865307721 48.267773296925796),Trinkbrunnen,17001,
TRINKBRUNNENOGD.17002,POINT (16.383984438313828 48.16786112327462),Trinkbrunnen mit Tränke,17002,
TRINKBRUNNENOGD.17003,POINT (16.354152052409244 48.17481044089911),Trinkbrunnen mit Tränke,17003,
TRINKBRUNNENOGD.17004,POINT (16.368652339078043 48.1745425123145),Trinkbrunnen mit Tränke,17004,
TRINKBRUNNENOGD.17005,POINT (16.368630256104314 48.1746783855938),Trinkbrunnen mit Tränke,17005,
TRINKBRUNNENOGD.17006,POINT (16.35472322071361 48.17563029729912),Trinkbrunnen mit Tränke,17006,
TRINKBRUNNENOGD.17007,POINT (16.403006077781306 48.164852461226744),Trinkbrunnen mit Tränke,17007,
TRINKBRUNNENOGD.17008,POINT (16.33237870601877 48.20402260084027),Trinkbrunnen mit Tränke,17008,
TRINKBRUNNENOGD.17009,POINT (16.33199651920975 48.20350361832324),Trinkbrunnen,17009,
TRINKBRUNNENOGD.17010,POINT (16.357999926114662 48.227048075620246),Trinkbrunnen mit Tränke,17010,
TRINKBRUNNENOGD.17011,POINT (16.351893410865106 48.19786767039832),Trinkbrunnen mit Tränke,17011,
TRINKBRUNNENOGD.17012,POINT (16.35323235354389 48.1979045975061),Trinkbrunnen mit Tränke,17012,
TRINKBRUNNENOGD.17013,POINT (16.35236751198132 48.19796468561233),Trinkbrunnen mit Tränke,17013,
TRINKBRUNNENOGD.17014,POINT (16.32719017640389 48.20988941225773),Trinkbrunnen mit Tränke,17014,
TRINKBRUNNENOGD.17015,POINT (16.368110585027214 48.17534914060845),Trinkbrunnen mit Tränke,17015,
TRINKBRUNNENOGD.17016,POINT (16.38472936566927 48.23830654854608),Trinkbrunnen mit Tränke,17016,
TRINKBRUNNENOGD.17231,POINT (16.33089253192025 48.19799422342521),Trinkbrunnen mit Tränke,17231,
TRINKBRUNNENOGD.17232,POINT (16.3563704356147 48.20565702331565),Trinkbrunnen mit Tränke,17232,
TRINKBRUNNENOGD.17233,POINT (16.35542742039224 48.20641860992306),Trinkbrunnen mit Tränke,17233,
TRINKBRUNNENOGD.17234,POINT (16.361897520581408 48.19819126090246),Trinkbrunnen mit Tränke,17234,
TRINKBRUNNENOGD.17235,POINT (16.352426140783315 48.197313364113484),Trinkbrunnen mit Tränke,17235,
TRINKBRUNNENOGD.17236,POINT (16.352655601547152 48.1975569811084),Trinkbrunnen mit Tränke,17236,
TRINKBRUNNENOGD.17237,POINT (16.347048049089235 48.19243947967669),Trinkbrunnen,17237,
TRINKBRUNNENOGD.17238,POINT (16.33724415543068 48.20520579733987),Trinkbrunnen mit Tränke,17238,
TRINKBRUNNENOGD.17239,POINT (16.35116942417322 48.212188745663504),Trinkbrunnen mit Tränke,17239,
TRINKBRUNNENOGD.17240,POINT (16.339766320221145 48.2126013725819),Trinkbrunnen mit Tränke,17240,
TRINKBRUNNENOGD.17241,POINT (16.344848083677082 48.211326592846646),Trinkbrunnen mit Tränke,17241,
TRINKBRUNNENOGD.17242,POINT (16.345571221640785 48.21124431696449),Trinkbrunnen,17242,
TRINKBRUNNENOGD.17243,POINT (16.309050875546905 48.221550105483196),Trinkbrunnen,17243,
TRINKBRUNNENOGD.17244,POINT (16.358353749184825 48.22637433441219),Trinkbrunnen mit Tränke,17244,
TRINKBRUNNENOGD.17245,POINT (16.358341809360684 48.22640790635236),Trinkbrunnen mit Tränke,17245,
TRINKBRUNNENOGD.17246,POINT (16.371638276763438 48.17333891611604),Trinkbrunnen mit Tränke,17246,
TRINKBRUNNENOGD.17247,POINT (16.336895736319715 48.22356647030724),Trinkbrunnen mit Tränke,17247,
TRINKBRUNNENOGD.17248,POINT (16.41248532771108 48.24846362068968),Trinkbrunnen mit Tränke,17248,
TRINKBRUNNENOGD.17249,POINT (16.455888870747664 48.276739031785574),Trinkbrunnen mit Tränke,17249,
TRINKBRUNNENOGD.17250,POINT (16.457214539549124 48.214733242595386),Trinkbrunnen,17250,
TRINKBRUNNENOGD.17251,POINT (16.52226696074584 48.213334329300956),Trinkbrunnen,17251,
TRINKBRUNNENOGD.17252,POINT (16.332222850892524 48.19019827966019),Trinkbrunnen mit Tränke,17252,
TRINKBRUNNENOGD.17253,POINT (16.33939084714854 48.18953086058979),Trinkbrunnen,17253,
TRINKBRUNNENOGD.17254,POINT (16.339180851494866 48.18958399386295),Spielbrunnen,17254,
TRINKBRUNNENOGD.17255,POINT (16.3730119135752 48.199577321465206),Trinkbrunnen mit Tränke,17255,
TRINKBRUNNENOGD.17256,POINT (16.269123248111644 48.1613052034682),Trinkbrunnen mit Tränke,17256,
TRINKBRUNNENOGD.17257,POINT (16.378331600065057 48.170787733805255),Trinkbrunnen,17257,
TRINKBRUNNENOGD.17258,POINT (16.38466724717406 48.167077408309616),Trinkbrunnen,17258,
TRINKBRUNNENOGD.17259,POINT (16.348667276514202 48.19477204424717),Trinkbrunnen mit Tränke,17259,
TRINKBRUNNENOGD.17260,POINT (16.348775482604218 48.19466073070258),Trinkbrunnen mit Tränke,17260,
TRINKBRUNNENOGD.17261,POINT (16.39877212189371 48.19114466269688),Trinkbrunnen mit Tränke,17261,
TRINKBRUNNENOGD.17262,POINT (16.386151607592826 48.18734235273268),Trinkbrunnen mit Tränke,17262,
TRINKBRUNNENOGD.17263,POINT (16.39614420090444 48.20799633399835),Trinkbrunnen mit Tränke,17263,
TRINKBRUNNENOGD.17264,POINT (16.396823704391707 48.20494503596536),Trinkbrunnen mit Tränke,17264,
TRINKBRUNNENOGD.17265,POINT (16.40791811458709 48.19922991915178),Trinkbrunnen mit Tränke,17265,
TRINKBRUNNENOGD.17266,POINT (16.400159456710814 48.22053492291835),Trinkbrunnen mit Tränke,17266,
TRINKBRUNNENOGD.17267,POINT (16.40037869981358 48.21965512024545),Hundetrinkbrunnen,17267,
TRINKBRUNNENOGD.17268,POINT (16.353739568011694 48.22162888747224),Trinkbrunnen mit Tränke,17268,
TRINKBRUNNENOGD.17269,POINT (16.479053475729984 48.24619752380383),Trinkbrunnen mit Tränke,17269,
TRINKBRUNNENOGD.17270,POINT (16.36535935762883 48.19165716807688),Trinkbrunnen mit Tränke,17270,
TRINKBRUNNENOGD.17271,POINT (16.36154090538419 48.18998497696787),Trinkbrunnen mit Tränke,17271,
TRINKBRUNNENOGD.17036,POINT (16.46981532943602 48.15472038522209),Trinkbrunnen mit Tränke,17036,
TRINKBRUNNENOGD.17037,POINT (16.469362597528885 48.154568148909874),Trinkbrunnen mit Tränke,17037,
TRINKBRUNNENOGD.17038,POINT (16.378045069131044 48.2488411304917),Trinkbrunnen,17038,
TRINKBRUNNENOGD.17039,POINT (16.374139864476017 48.24439244800722),Spielbrunnen,17039,
TRINKBRUNNENOGD.17040,POINT (16.368300594473386 48.170834024416244),Trinkbrunnen,17040,
TRINKBRUNNENOGD.17017,POINT (16.33872567946265 48.24488485506933),Trinkbrunnen mit Tränke,17017,
TRINKBRUNNENOGD.17018,POINT (16.337717484323157 48.244858749998116),Trinkbrunnen mit Tränke,17018,
TRINKBRUNNENOGD.17019,POINT (16.357135526661743 48.25383035693213),Trinkbrunnen mit Tränke,17019,
TRINKBRUNNENOGD.17020,POINT (16.358135696873987 48.25260084751094),Trinkbrunnen mit Tränke,17020,
TRINKBRUNNENOGD.17021,POINT (16.357521378093708 48.252004546349504),Trinkbrunnen mit Tränke,17021,
TRINKBRUNNENOGD.17022,POINT (16.361858843480185 48.252292180499886),Trinkbrunnen mit Tränke,17022,
TRINKBRUNNENOGD.17023,POINT (16.416730287253714 48.1679451219429),Trinkbrunnen mit Tränke,17023,
TRINKBRUNNENOGD.17024,POINT (16.41631380345807 48.16749597985659),Trinkbrunnen mit Tränke,17024,
TRINKBRUNNENOGD.17025,POINT (16.418608805750534 48.169010649056084),Trinkbrunnen mit Tränke,17025,
TRINKBRUNNENOGD.17026,POINT (16.42482486711692 48.15696218665356),Trinkbrunnen mit Tränke,17026,
TRINKBRUNNENOGD.17027,POINT (16.410973171550456 48.17359029842749),Trinkbrunnen mit Tränke,17027,
TRINKBRUNNENOGD.17028,POINT (16.43054414979012 48.16804019807321),Trinkbrunnen mit Tränke,17028,
TRINKBRUNNENOGD.17041,POINT (16.443090732509525 48.25822567480034),Trinkbrunnen mit Tränke,17041,
TRINKBRUNNENOGD.17042,POINT (16.443756493834695 48.25858205221956),Trinkbrunnen mit Tränke,17042,
TRINKBRUNNENOGD.17043,POINT (16.36626055216742 48.18137256471923),Trinkbrunnen mit Tränke,17043,
TRINKBRUNNENOGD.17044,POINT (16.365369743252018 48.18030417957473),Trinkbrunnen,17044,
TRINKBRUNNENOGD.17045,POINT (16.480631206627685 48.22024927759485),Trinkbrunnen mit Tränke,17045,
TRINKBRUNNENOGD.17046,POINT (16.33797803798725 48.207362778241134),Trinkbrunnen mit Tränke,17046,
TRINKBRUNNENOGD.17047,POINT (16.329939833238093 48.234242087322514),Trinkbrunnen mit Tränke,17047,
TRINKBRUNNENOGD.17048,POINT (16.337578640423622 48.23457960533409),Trinkbrunnen mit Tränke,17048,
TRINKBRUNNENOGD.17049,POINT (16.310966106061766 48.18786688995527),Trinkbrunnen mit Tränke,17049,
TRINKBRUNNENOGD.17050,POINT (16.251628983099874 48.20203332539978),Trinkbrunnen,17050,
TRINKBRUNNENOGD.17051,POINT (16.354469916682426 48.18976285869092),Trinkbrunnen,17051,
TRINKBRUNNENOGD.17052,POINT (16.399669713908935 48.25159801743993),Trinkbrunnen,17052,
TRINKBRUNNENOGD.17053,POINT (16.389861221268422 48.25640443763991),Trinkbrunnen,17053,
TRINKBRUNNENOGD.17054,POINT (16.392061437111693 48.2608359690468),Trinkbrunnen,17054,
TRINKBRUNNENOGD.17055,POINT (16.395019398492494 48.25266370473459),Trinkbrunnen,17055,
TRINKBRUNNENOGD.17056,POINT (16.411690040400202 48.25161272502459),Spielbrunnen,17056,
TRINKBRUNNENOGD.17057,POINT (16.4151333124603 48.25268077996046),Trinkbrunnen,17057,
TRINKBRUNNENOGD.17058,POINT (16.398359924964637 48.26442540051378),Trinkbrunnen,17058,
TRINKBRUNNENOGD.17029,POINT (16.46021009538201 48.15396214404915),Trinkbrunnen mit Tränke,17029,
TRINKBRUNNENOGD.17030,POINT (16.461597499102037 48.15330648588442),Trinkbrunnen mit Tränke,17030,
TRINKBRUNNENOGD.17031,POINT (16.38297296551801 48.268588239934545),Trinkbrunnen mit Tränke,17031,
TRINKBRUNNENOGD.17032,POINT (16.394006435865577 48.273125605468216),Trinkbrunnen mit Tränke,17032,
TRINKBRUNNENOGD.17033,POINT (16.359235959724153 48.17220464300393),Trinkbrunnen,17033,
TRINKBRUNNENOGD.17034,POINT (16.44791550407697 48.27215365449334),Trinkbrunnen mit Tränke,17034,
TRINKBRUNNENOGD.17035,POINT (16.4490601064426 48.271834226253745),Trinkbrunnen mit Tränke,17035,
TRINKBRUNNENOGD.17059,POINT (16.388828287127403 48.26681147319529),Spielbrunnen,17059,
TRINKBRUNNENOGD.17060,POINT (16.38401745840749 48.2698566500425),Trinkbrunnen,17060,
TRINKBRUNNENOGD.17061,POINT (16.399794747227375 48.254953104528724),Trinkbrunnen mit Tränke,17061,
TRINKBRUNNENOGD.17062,POINT (16.393710542004747 48.27292464745999),Trinkbrunnen mit Tränke,17062,
TRINKBRUNNENOGD.17063,POINT (16.348066684740516 48.18123684465836),Trinkbrunnen mit Tränke,17063,
TRINKBRUNNENOGD.17064,POINT (16.346924828023923 48.1816711689251),Trinkbrunnen,17064,
TRINKBRUNNENOGD.17065,POINT (16.345834937280053 48.18185686528463),Trinkbrunnen mit Tränke,17065,
TRINKBRUNNENOGD.17066,POINT (16.333080451930194 48.18150276277729),Trinkbrunnen mit Tränke,17066,
TRINKBRUNNENOGD.17067,POINT (16.306110256370697 48.1649236309202),Trinkbrunnen,17067,
TRINKBRUNNENOGD.17068,POINT (16.33707345763108 48.18666220767479),Trinkbrunnen mit Tränke,17068,
TRINKBRUNNENOGD.17069,POINT (16.33131697002151 48.175897910985725),Trinkbrunnen mit Tränke,17069,
TRINKBRUNNENOGD.17070,POINT (16.33916265493384 48.18128064729964),Trinkbrunnen mit Tränke,17070,
TRINKBRUNNENOGD.17071,POINT (16.339564726167325 48.18148114763426),Trinkbrunnen mit Tränke,17071,
TRINKBRUNNENOGD.17072,POINT (16.328621129992634 48.17303774667775),Trinkbrunnen,17072,
TRINKBRUNNENOGD.17073,POINT (16.32736995122627 48.182304077527334),Trinkbrunnen mit Tränke,17073,
TRINKBRUNNENOGD.17074,POINT (16.32797010142746 48.18228524182756),Trinkbrunnen mit Tränke,17074,
TRINKBRUNNENOGD.17075,POINT (16.334659910922003 48.17889782354881),Trinkbrunnen mit Tränke,17075,
TRINKBRUNNENOGD.17076,POINT (16.326880349442074 48.15921544233657),Trinkbrunnen mit Tränke,17076,
TRINKBRUNNENOGD.17077,POINT (16.324051336644136 48.16075011058456),Trinkbrunnen,17077,
TRINKBRUNNENOGD.17078,POINT (16.323568476940395 48.16029733434958),Trinkbrunnen,17078,
TRINKBRUNNENOGD.17079,POINT (16.32834662879233 48.18056966004518),Trinkbrunnen,17079,
TRINKBRUNNENOGD.17080,POINT (16.32074848951202 48.17091466380937),Trinkbrunnen mit Tränke,17080,
TRINKBRUNNENOGD.17081,POINT (16.34731954830505 48.18236137210179),Trinkbrunnen mit Tränke,17081,
TRINKBRUNNENOGD.17082,POINT (16.339418851402144 48.17823119417681),Trinkbrunnen,17082,
TRINKBRUNNENOGD.17083,POINT (16.338652224717343 48.178713737395285),Trinkbrunnen,17083,
TRINKBRUNNENOGD.17084,POINT (16.28096999674738 48.16572840147923),Trinkbrunnen,17084,
TRINKBRUNNENOGD.17085,POINT (16.272764827384815 48.16447845215162),Trinkbrunnen,17085,
TRINKBRUNNENOGD.17086,POINT (16.260087550833994 48.19363678958505),Trinkbrunnen mit Tränke,17086,
TRINKBRUNNENOGD.17087,POINT (16.261299496544265 48.19241668850759),Trinkbrunnen mit Tränke,17087,
TRINKBRUNNENOGD.17088,POINT (16.287145704702276 48.1855296720267),Trinkbrunnen mit Tränke,17088,
TRINKBRUNNENOGD.17089,POINT (16.28212223294583 48.16842930194341),Trinkbrunnen,17089,
TRINKBRUNNENOGD.17090,POINT (16.274357129786225 48.181209517993004),Trinkbrunnen mit Tränke,17090,
TRINKBRUNNENOGD.17091,POINT (16.271665299371527 48.19034443767502),Trinkbrunnen,17091,
TRINKBRUNNENOGD.17092,POINT (16.275916691876915 48.17373602745857),Trinkbrunnen,17092,
TRINKBRUNNENOGD.17093,POINT (16.314947765790052 48.139828024206274),Trinkbrunnen mit Tränke,17093,
TRINKBRUNNENOGD.17094,POINT (16.315195829397414 48.14023841506695),Trinkbrunnen mit Tränke,17094,
TRINKBRUNNENOGD.17095,POINT (16.28005383708094 48.139423771778326),Trinkbrunnen,17095,
TRINKBRUNNENOGD.17096,POINT (16.34479027146397 48.15171568935638),Trinkbrunnen mit Tränke,17096,
TRINKBRUNNENOGD.17097,POINT (16.340970755786454 48.15059877711665),Trinkbrunnen mit Tränke,17097,
TRINKBRUNNENOGD.17098,POINT (16.282249652272636 48.145198471205234),Trinkbrunnen mit Tränke,17098,
TRINKBRUNNENOGD.17099,POINT (16.305439419656537 48.152328968716645),Trinkbrunnen mit Tränke,17099,
TRINKBRUNNENOGD.17100,POINT (16.353011040387013 48.14772671264427),Trinkbrunnen,17100,
TRINKBRUNNENOGD.17101,POINT (16.274752252421393 48.137551287348415),Trinkbrunnen mit Tränke,17101,
TRINKBRUNNENOGD.17102,POINT (16.31328489751051 48.148836138930584),Trinkbrunnen,17102,
TRINKBRUNNENOGD.17103,POINT (16.31307631933657 48.148087735862376),Trinkbrunnen,17103,
TRINKBRUNNENOGD.17104,POINT (16.333031629743743 48.150057906469726),Trinkbrunnen mit Tränke,17104,
TRINKBRUNNENOGD.17105,POINT (16.303786359101235 48.14940448785698),Trinkbrunnen,17105,
TRINKBRUNNENOGD.17106,POINT (16.267183604037047 48.14924984482162),Trinkbrunnen mit Tränke,17106,
TRINKBRUNNENOGD.17107,POINT (16.288265852627354 48.140491077549505),Trinkbrunnen mit Tränke,17107,
TRINKBRUNNENOGD.17108,POINT (16.31256056150534 48.13042130424849),Trinkbrunnen,17108,
TRINKBRUNNENOGD.17109,POINT (16.311145211738076 48.19607807912086),Trinkbrunnen,17109,
TRINKBRUNNENOGD.17110,POINT (16.435187184764803 48.230558538996526),Trinkbrunnen,17110,
TRINKBRUNNENOGD.17111,POINT (16.4390385827708 48.231738548763914),Trinkbrunnen,17111,
TRINKBRUNNENOGD.17112,POINT (16.41806455417537 48.23181968824714),Trinkbrunnen mit Tränke,17112,
TRINKBRUNNENOGD.17113,POINT (16.41890621560257 48.23172174126161),Trinkbrunnen,17113,
TRINKBRUNNENOGD.17114,POINT (16.41721089958366 48.231160522070354),Trinkbrunnen,17114,
TRINKBRUNNENOGD.17115,POINT (16.449850170981684 48.231745140333494),Trinkbrunnen mit Tränke,17115,
TRINKBRUNNENOGD.17116,POINT (16.44948580842468 48.236788049816155),Trinkbrunnen mit Tränke,17116,
TRINKBRUNNENOGD.17117,POINT (16.444112119139916 48.238717259504135),Trinkbrunnen mit Tränke,17117,
TRINKBRUNNENOGD.17118,POINT (16.44120125591377 48.240813159408866),Trinkbrunnen mit Tränke,17118,
TRINKBRUNNENOGD.17119,POINT (16.399853149473547 48.24904210144492),Hundetrinkbrunnen,17119,
TRINKBRUNNENOGD.17120,POINT (16.405511230669998 48.240719369293906),Trinkbrunnen,17120,
TRINKBRUNNENOGD.17121,POINT (16.405293180911926 48.23842044982915),Trinkbrunnen,17121,
TRINKBRUNNENOGD.17122,POINT (16.410426575214267 48.23688116848666),Trinkbrunnen,17122,
TRINKBRUNNENOGD.17123,POINT (16.419234796075266 48.23901186817942),Trinkbrunnen mit Tränke,17123,
TRINKBRUNNENOGD.17124,POINT (16.416032785941287 48.24141261169186),Trinkbrunnen,17124,
TRINKBRUNNENOGD.17125,POINT (16.39274938371306 48.23305882854912),Spielbrunnen,17125,
TRINKBRUNNENOGD.17126,POINT (16.369172201820497 48.22167812609382),Trinkbrunnen mit Tränke,17126,
TRINKBRUNNENOGD.17127,POINT (16.387839614581914 48.22471370781522),Trinkbrunnen,17127,
TRINKBRUNNENOGD.17128,POINT (16.372557309955486 48.218070795855255),Trinkbrunnen mit Tränke,17128,
TRINKBRUNNENOGD.17129,POINT (16.416863424083378 48.21628580870468),Trinkbrunnen,17129,
TRINKBRUNNENOGD.17130,POINT (16.400354169643435 48.220277232143545),Trinkbrunnen mit Tränke,17130,
TRINKBRUNNENOGD.17131,POINT (16.382309368772752 48.215093377744054),Trinkbrunnen,17131,
TRINKBRUNNENOGD.17132,POINT (16.40517633337065 48.21680173021775),Trinkbrunnen,17132,
TRINKBRUNNENOGD.17133,POINT (16.386063080898094 48.217180980423414),Trinkbrunnen,17133,
TRINKBRUNNENOGD.17134,POINT (16.4045193363824 48.224280645717215),Trinkbrunnen mit Tränke,17134,
TRINKBRUNNENOGD.17135,POINT (16.40315634477416 48.22642815841202),Trinkbrunnen,17135,
TRINKBRUNNENOGD.17136,POINT (16.40238742526418 48.225685782160944),Trinkbrunnen,17136,
TRINKBRUNNENOGD.17137,POINT (16.399539047383186 48.21267193842436),Trinkbrunnen,17137,
TRINKBRUNNENOGD.17138,POINT (16.394550288605267 48.21639600986507),Trinkbrunnen,17138,
TRINKBRUNNENOGD.17139,POINT (16.408354011725937 48.204807249391386),Trinkbrunnen mit Tränke,17139,
TRINKBRUNNENOGD.17140,POINT (16.406548842859717 48.20391067359332),Trinkbrunnen,17140,
TRINKBRUNNENOGD.17141,POINT (16.378169131773774 48.214263059676824),Trinkbrunnen mit Tränke,17141,
TRINKBRUNNENOGD.17142,POINT (16.36771715803988 48.21458907304913),Trinkbrunnen,17142,
TRINKBRUNNENOGD.17143,POINT (16.371529605776917 48.214402689762366),Trinkbrunnen mit Tränke,17143,
TRINKBRUNNENOGD.17144,POINT (16.356187156337004 48.207367709427146),Trinkbrunnen mit Tränke,17144,
TRINKBRUNNENOGD.17145,POINT (16.330672418515 48.217246222432976),Trinkbrunnen,17145,
TRINKBRUNNENOGD.17146,POINT (16.32591146976583 48.21465426345208),Trinkbrunnen mit Tränke,17146,
TRINKBRUNNENOGD.17147,POINT (16.314383819926068 48.225048442224185),Trinkbrunnen,17147,
TRINKBRUNNENOGD.17148,POINT (16.33033760489824 48.22320082184092),Trinkbrunnen mit Tränke,17148,
TRINKBRUNNENOGD.17149,POINT (16.315060745093152 48.23209052064863),Trinkbrunnen,17149,
TRINKBRUNNENOGD.17150,POINT (16.30452332240657 48.22904318192195),Trinkbrunnen,17150,
TRINKBRUNNENOGD.17151,POINT (16.33487498806508 48.21890195359432),Trinkbrunnen,17151,
TRINKBRUNNENOGD.17152,POINT (16.323968046792544 48.22456595259662),Trinkbrunnen mit Tränke,17152,
TRINKBRUNNENOGD.17153,POINT (16.314582221110534 48.223446111992935),Trinkbrunnen,17153,
TRINKBRUNNENOGD.17154,POINT (16.518499715717397 48.20867180244167),Trinkbrunnen,17154,
TRINKBRUNNENOGD.17155,POINT (16.431939818007407 48.24707996248052),Trinkbrunnen,17155,
TRINKBRUNNENOGD.17156,POINT (16.4483488874154 48.248639214303886),Trinkbrunnen,17156,
TRINKBRUNNENOGD.17157,POINT (16.441520747484972 48.24522269537514),Trinkbrunnen mit Tränke,17157,
TRINKBRUNNENOGD.17158,POINT (16.334084411076816 48.236794237946754),Trinkbrunnen,17158,
TRINKBRUNNENOGD.17159,POINT (16.326915511458285 48.18974889024273),Trinkbrunnen mit Tränke,17159,
TRINKBRUNNENOGD.17160,POINT (16.324756066350947 48.225513048345505),Trinkbrunnen mit Tränke,17160,
TRINKBRUNNENOGD.17161,POINT (16.433522773472582 48.25214278753884),Trinkbrunnen mit Tränke,17161,
TRINKBRUNNENOGD.17162,POINT (16.433574493857712 48.254426833783846),Trinkbrunnen mit Tränke,17162,
TRINKBRUNNENOGD.17163,POINT (16.30837861887319 48.20923872501301),Trinkbrunnen mit Tränke,17163,
TRINKBRUNNENOGD.17164,POINT (16.307273694029835 48.20104427902003),Trinkbrunnen mit Tränke,17164,
TRINKBRUNNENOGD.17165,POINT (16.307550185432913 48.201282769911764),Trinkbrunnen mit Tränke,17165,
TRINKBRUNNENOGD.17166,POINT (16.344639945635645 48.18020310315936),Trinkbrunnen mit Tränke,17166,
TRINKBRUNNENOGD.17167,POINT (16.30446000215257 48.20871419796961),Trinkbrunnen mit Tränke,17167,
TRINKBRUNNENOGD.17168,POINT (16.40874149457621 48.17197065509845),Trinkbrunnen,17168,
TRINKBRUNNENOGD.17169,POINT (16.338960280597608 48.225808177374894),Trinkbrunnen mit Tränke,17169,
TRINKBRUNNENOGD.17170,POINT (16.33903856908402 48.22657575230784),Trinkbrunnen,17170,
TRINKBRUNNENOGD.17171,POINT (16.349796823686564 48.23240528826867),Trinkbrunnen mit Tränke,17171,
TRINKBRUNNENOGD.17172,POINT (16.308205364113817 48.22194081472752),Trinkbrunnen,17172,
TRINKBRUNNENOGD.17173,POINT (16.31095396140352 48.22273292882753),Trinkbrunnen mit Tränke,17173,
TRINKBRUNNENOGD.17174,POINT (16.33554910619812 48.20213556622107),Trinkbrunnen,17174,
TRINKBRUNNENOGD.17175,POINT (16.33563919328405 48.20190239842753),Trinkbrunnen,17175,
TRINKBRUNNENOGD.17176,POINT (16.300802463414673 48.16724428284896),Trinkbrunnen,17176,
TRINKBRUNNENOGD.17177,POINT (16.361329203243297 48.198744172718015),Trinkbrunnen mit Tränke,17177,
