FID,OBJECTID,SHAPE,BEZEICHNUNG,WL_NUMMER,SE_ANNO_CAD_DATA
HALTESTELLEWLOGD.1313,1313,POINT (16.361891145405433 48.14413438843063),Trappweg,1387,
HALTESTELLEWLOGD.1314,1314,POINT (16.340721248020078 48.14401440157972),Traviatagasse,1388,
HALTESTELLEWLOGD.1315,1315,POINT (16.33254129094988 48.1458643982851),Triester Straﬂe/Rossakgasse,1389,
HALTESTELLEWLOGD.1316,1316,POINT (16.33522128180451 48.14918438019736),Triester Straﬂe/Sterngasse,1390,
HALTESTELLEWLOGD.1317,1317,POINT (16.379961092885797 48.16993425383703),Favoritenstraﬂe/Troststraﬂe,1391,
HALTESTELLEWLOGD.1318,1318,POINT (16.353701224787173 48.1727742564177),Knˆllgasse/Troststraﬂe,1392,
HALTESTELLEWLOGD.1319,1319,POINT (16.36434116876165 48.1699742631555),Troststraﬂe/Neilreichgasse,1393,
HALTESTELLEWLOGD.1320,1320,POINT (16.32762134174227 48.16539430824263),Tscherttegasse,1394,
HALTESTELLEWLOGD.1321,1321,POINT (16.291621502002524 48.15406438460005),Tullnertalgasse,1395,
HALTESTELLEWLOGD.1322,1322,POINT (16.305331544198044 48.233013999451956),Twarochgasse,1396,
HALTESTELLEWLOGD.1323,1323,POINT (16.32723143997659 48.23493397644665),T¸rkenschanzplatz,1397,
HALTESTELLEWLOGD.1324,1324,POINT (16.421351017669352 48.261623791282005),Tˆllergasse,1398,
HALTESTELLEWLOGD.1325,1325,POINT (16.4675307145974 48.2057840283554),Ulanenweg,1399,
HALTESTELLEWLOGD.1326,1326,POINT (16.24897179805145 48.21656411297144),Ulmenstraﬂe,1400,
HALTESTELLEWLOGD.1327,1327,POINT (16.51548048003334 48.20618399737432),Ultzmanngasse,1401,
HALTESTELLEWLOGD.1328,1328,POINT (16.234501847098418 48.20200419146124),Auhof Umspannwerk,1402,
HALTESTELLEWLOGD.1329,1329,POINT (16.344731269334 48.173754257122376),Unfallkrankenhaus Meidling,1403,
HALTESTELLEWLOGD.1330,1330,POINT (16.287011575181374 48.19096421104123),Unter Sankt Veit,1404,
HALTESTELLEWLOGD.1331,1331,POINT (16.427310865568856 48.172814211151355),Unter der Kirche,1406,
HALTESTELLEWLOGD.1332,1332,POINT (16.3800211302205 48.19716412388867),Unteres Belvedere,1407,
HALTESTELLEWLOGD.1333,1333,POINT (16.490630670246798 48.25591377546442),Unterfeldweg,1408,
HALTESTELLEWLOGD.1334,1334,POINT (16.414710871704045 48.13286440882175),Unterlaa,1409,
HALTESTELLEWLOGD.1335,1335,POINT (16.42708080905775 48.13106440992522),Unterlaa Stadtgrenze,1410,
HALTESTELLEWLOGD.1336,1336,POINT (16.411950889466162 48.13591439657634),Unterlaaer Straﬂe,1411,
HALTESTELLEWLOGD.1337,1337,POINT (16.251601771907186 48.20743415479116),Uranusweg,1412,
HALTESTELLEWLOGD.1338,1338,POINT (16.337561342486637 48.201174130823226),Urban-Loritz-Platz,1413,
HALTESTELLEWLOGD.1339,1339,POINT (16.390401035200128 48.164984271001465),Urselbrunnengasse,1414,
HALTESTELLEWLOGD.1340,1340,POINT (16.26467163608388 48.15617439093399),Ursulinenkloster,1415,
HALTESTELLEWLOGD.1341,1341,POINT (16.248391782173947 48.20366417511624),Utendorfgasse,1416,
HALTESTELLEWLOGD.1342,1342,POINT (16.26463163105115 48.1519044115109),Valentingasse,1417,
HALTESTELLEWLOGD.1343,1343,POINT (16.46909064025828 48.15736425849181),Valiergasse,1418,
HALTESTELLEWLOGD.1344,1344,POINT (16.41809107637294 48.29317364213854),Van-Swieten-Kaserne,1419,
HALTESTELLEWLOGD.1345,1345,POINT (16.27624161280638 48.17950427226991),Veitingergasse,1420,
HALTESTELLEWLOGD.1346,1346,POINT (16.396801076672393 48.21795401431494),Venediger Au,1421,
HALTESTELLEWLOGD.1347,1347,POINT (16.28222159370229 48.18736423180044),Verbindungsbahn,1422,
HALTESTELLEWLOGD.1348,1348,POINT (16.283341647941846 48.230094026486505),Verein Trenkwald,1423,
HALTESTELLEWLOGD.1349,1349,POINT (16.27601160421617 48.172904304680536),Versorgungsheimplatz,1424,
HALTESTELLEWLOGD.1350,1350,POINT (16.3991910238197 48.188284153960595),Sankt Marx,1425,
HALTESTELLEWLOGD.1351,1351,POINT (16.334421391555853 48.22499401949671),Vinzenzgasse,1426,
HALTESTELLEWLOGD.1352,1352,POINT (16.393061089821895 48.21423403457037),Vivariumstraﬂe,1427,
HALTESTELLEWLOGD.1353,1353,POINT (16.33255137184037 48.204204120145945),Vogelweidplatz/Stadthalle,1428,
HALTESTELLEWLOGD.1354,1354,POINT (16.373921278888858 48.283533715956416),Vohburggasse,1429,
HALTESTELLEWLOGD.1355,1355,POINT (16.358061247736668 48.20517409926913),Volkstheater,1430,
HALTESTELLEWLOGD.1356,1356,POINT (16.20963200100845 48.22415410119762),Kasgraben/Gr¸ner J‰ger,1432,
HALTESTELLEWLOGD.1357,1357,POINT (16.401881060151513 48.224083981964206),Vorgartenstraﬂe,1433,
HALTESTELLEWLOGD.1358,1358,POINT (16.457960796852948 48.23170391107773),Stadlauer Straﬂe/Ostbahn,1435,
HALTESTELLEWLOGD.1359,1359,POINT (16.327611481366414 48.26569382946028),Wagenwiese,1436,
HALTESTELLEWLOGD.1360,1360,POINT (16.363371137062877 48.14348439068488),Wagner-Schˆnkirch-Gasse,1437,
HALTESTELLEWLOGD.1361,1361,POINT (16.280701615680844 48.197604183787064),Waidhausenstraﬂe,1438,
HALTESTELLEWLOGD.1362,1362,POINT (16.293991563957576 48.20729412885262),Waid‰ckergasse,1439,
HALTESTELLEWLOGD.1363,1363,POINT (16.40140106487424 48.226013972859604),Walcherstraﬂe,1440,
HALTESTELLEWLOGD.1364,1364,POINT (16.3808010932183 48.1730042382958),Waldgasse,1441,
HALTESTELLEWLOGD.1365,1365,POINT (16.22360179293902 48.12501456550149),Rodaun Waldm¸hle,1442,
HALTESTELLEWLOGD.1366,1366,POINT (16.37103121956098 48.22990397360276),Wallensteinplatz,1443,
HALTESTELLEWLOGD.1367,1367,POINT (16.368341230423987 48.228623981235806),Klosterneub Str/Wallensteinstr,1444,
HALTESTELLEWLOGD.1368,1368,POINT (16.290461606238686 48.22514404569192),Wallishaussergasse,1445,
HALTESTELLEWLOGD.1369,1369,POINT (16.326991437437158 48.232033990235),Wallriﬂstraﬂe,1446,
HALTESTELLEWLOGD.1370,1370,POINT (16.408421057217904 48.24446388063531),Warhanekgasse,1447,
HALTESTELLEWLOGD.1371,1371,POINT (16.377261187908676 48.229593970724714),Wasnergasse,1449,
HALTESTELLEWLOGD.1372,1372,POINT (16.39294107089602 48.200504100233594),Hintzerstraﬂe,1450,
HALTESTELLEWLOGD.1373,1373,POINT (16.44843089437616 48.26836374186678),Wassermanngasse,1451,
HALTESTELLEWLOGD.1374,1374,POINT (16.29142152638408 48.17089430449179),Wattmanngasse,1453,
HALTESTELLEWLOGD.1375,1375,POINT (16.43807086775622 48.213184011873594),Wehr 1-Wasserskilift,1454,
HALTESTELLEWLOGD.1376,1376,POINT (16.53127042844144 48.22482389871366),Wehrbr¸cklstraﬂe,1455,
HALTESTELLEWLOGD.1377,1377,POINT (16.385851024469282 48.14185438370652),Weidelstraﬂe,1456,
HALTESTELLEWLOGD.1378,1378,POINT (16.21189196981396 48.210474164932606),Weidlingau Bahnhof,1458,
HALTESTELLEWLOGD.1379,1379,POINT (16.32170140084136 48.187054208243154),Weiglgasse,1459,
HALTESTELLEWLOGD.1380,1380,POINT (16.37769115171104 48.20445409053067),Weihburggasse,1460,
HALTESTELLEWLOGD.1381,1381,POINT (16.332091409253387 48.229963997569484),Weinhauser Gasse,1461,
HALTESTELLEWLOGD.1382,1382,POINT (16.34817133131927 48.23017398600546),Weitlofgasse,1462,
HALTESTELLEWLOGD.1383,1383,POINT (16.4286408437267 48.16212426130459),Weiﬂenbˆckstraﬂe,1463,
HALTESTELLEWLOGD.1384,1384,POINT (16.31421142091211 48.174944271028025),Weiﬂenthurngasse,1464,
HALTESTELLEWLOGD.1385,1385,POINT (16.391821003961322 48.147994351469414),Wendstattgasse,1465,
HALTESTELLEWLOGD.1386,1386,POINT (16.29348153910514 48.186944226088706),Wenzgasse,1466,
HALTESTELLEWLOGD.1387,1387,POINT (16.30190156356047 48.234743993161416),Schafberg/Werfelstraﬂe,1467,
HALTESTELLEWLOGD.1388,1388,POINT (16.338261332769726 48.19657415230638),Westbahnhof,1468,
HALTESTELLEWLOGD.1389,1389,POINT (16.342421294255956 48.18283421548869),Wolfganggasse/Steinbauergasse,1469,
HALTESTELLEWLOGD.1390,1390,POINT (16.365861253471927 48.235953947955096),Wexstraﬂe,1470,
HALTESTELLEWLOGD.1391,1391,POINT (16.388581098360277 48.20429408447691),Weyrgasse,1471,
HALTESTELLEWLOGD.1392,1392,POINT (16.451480723504638 48.15582427723266),Widholzgasse,1472,
HALTESTELLEWLOGD.1393,1393,POINT (16.451140816521097 48.221393964189836),Wiedgasse,1473,
HALTESTELLEWLOGD.1394,1394,POINT (16.380261099821556 48.17657422162361),Wielandplatz,1474,
HALTESTELLEWLOGD.1395,1395,POINT (16.271121634259327 48.17740428604492),Wlassakstraﬂe,1475,
HALTESTELLEWLOGD.1396,1396,POINT (16.32729135260543 48.17227427502744),Wienerbergbr¸cke,1477,
HALTESTELLEWLOGD.1397,1397,POINT (16.364551146553623 48.15451433734659),Wienerfeld,1479,
HALTESTELLEWLOGD.1398,1398,POINT (16.360141172387817 48.15811432226197),Wienerfeldgasse,1480,
HALTESTELLEWLOGD.1399,1399,POINT (16.23597184491367 48.20484417711168),Wolf in der Au,1482,
HALTESTELLEWLOGD.1400,1400,POINT (16.222151915358083 48.20726417441868),Albert-Schweitzer-Gasse,1483,
HALTESTELLEWLOGD.1401,1401,POINT (16.523740443668295 48.20826398268941),Wiethestraﬂe,1484,
HALTESTELLEWLOGD.1402,1402,POINT (16.410041048540485 48.24443388007295),Wildbadgasse,1485,
HALTESTELLEWLOGD.1403,1403,POINT (16.39610103679432 48.18637416511216),Wildgansplatz,1486,
HALTESTELLEWLOGD.1404,1404,POINT (16.454290739722246 48.17712417389427),Wildpretstraﬂe,1487,
HALTESTELLEWLOGD.1405,1405,POINT (16.427030849245483 48.1605742693996),Wilhelm-Kreﬂ-Platz,1488,
HALTESTELLEWLOGD.1406,1406,POINT (16.305671512760647 48.21089410493225),Rankgasse,1489,
HALTESTELLEWLOGD.1407,1407,POINT (16.319461451773392 48.21620407036279),Wilhelminenstraﬂe/Wattgasse,1490,
HALTESTELLEWLOGD.1408,1408,POINT (16.33377129264787 48.15143437098132),Willendorfer Gasse,1491,
HALTESTELLEWLOGD.1409,1409,POINT (16.257101641995817 48.13355450371748),Willergasse/Ketzergasse,1492,
HALTESTELLEWLOGD.1410,1410,POINT (16.32064141063237 48.19015419438084),Winckelmannstraﬂe,1493,
HALTESTELLEWLOGD.1411,1411,POINT (16.351571231918598 48.17044426914107),Windtenstraﬂe,1494,
HALTESTELLEWLOGD.1412,1412,POINT (16.389921186283097 48.273233755059515),Winkel‰ckerstraﬂe,1495,
HALTESTELLEWLOGD.1413,1413,POINT (16.398991049898907 48.206134068894734),Wittelsbachstraﬂe,1497,
HALTESTELLEWLOGD.1414,1414,POINT (16.26610163340183 48.158764377717695),Wittgensteinstraﬂe,1498,
HALTESTELLEWLOGD.1415,1415,POINT (16.31707137340936 48.151124382324944),Alterlaa,1499,
HALTESTELLEWLOGD.1416,1416,POINT (16.457490779568264 48.217533978950776),Wohnpark Lobau,1500,
HALTESTELLEWLOGD.1417,1417,POINT (16.251911764932554 48.20395417159403),Wolfersberggasse,1501,
HALTESTELLEWLOGD.1418,1418,POINT (16.537180408325547 48.23040386808552),Wolfgang-M¸hlwanger-Straﬂe,1502,
HALTESTELLEWLOGD.1419,1419,POINT (16.346241269325002 48.178934232006384),Wolfganggasse,1503,
HALTESTELLEWLOGD.1420,1420,POINT (16.268421661570553 48.18785423731259),Wolfrathplatz,1504,
HALTESTELLEWLOGD.1421,1421,POINT (16.273741619533872 48.17600429087475),"Lainz, Wolkersbergenstraﬂe",1505,
HALTESTELLEWLOGD.1422,1422,POINT (16.370001289393045 48.27703374894555),Wolsteingasse,1506,
HALTESTELLEWLOGD.1423,1423,POINT (16.4790006681974 48.212633989101825),Wulzendorfstraﬂe,1507,
HALTESTELLEWLOGD.1424,1424,POINT (16.332771325378967 48.17146427619031),Am Europlatz,1508,
HALTESTELLEWLOGD.1425,1425,POINT (16.347231340208502 48.23311397296758),W‰hringer Park,1509,
HALTESTELLEWLOGD.1426,1426,POINT (16.349551318049958 48.22510400975321),W‰hringer Straﬂe-Volksoper,1510,
HALTESTELLEWLOGD.1427,1427,POINT (16.371481231604047 48.24087392109518),Adalbert-Stifter-Str./J‰gerstr,1511,
HALTESTELLEWLOGD.1428,1428,POINT (16.48730063310385 48.21712396272026),Zachgasse,1512,
HALTESTELLEWLOGD.1429,1429,POINT (16.375351260195636 48.27479375688657),Zallingergasse,1513,
HALTESTELLEWLOGD.1430,1430,POINT (16.32860132511335 48.156974347623695),Zanaschkagasse,1514,
HALTESTELLEWLOGD.1431,1431,POINT (16.4834606838906 48.24037385440204),Zanggasse,1515,
HALTESTELLEWLOGD.1432,1432,POINT (16.428210984437708 48.26247378253214),Serpentingasse,1516,
HALTESTELLEWLOGD.1433,1433,POINT (16.28617158419454 48.194494194903626),Linzer Straﬂe/Zehetnergasse,1517,
HALTESTELLEWLOGD.1434,1434,POINT (16.360541209367682 48.186294188116065),Zentaplatz,1518,
HALTESTELLEWLOGD.1435,1435,POINT (16.426080845430064 48.154084300781435),Zentralfriedhof,1519,
HALTESTELLEWLOGD.1436,1436,POINT (16.43340081646872 48.15898427256895),Zentralfriedhof 1.Tor,1520,
HALTESTELLEWLOGD.1437,1437,POINT (16.442050767924773 48.15455428882488),Zentralfriedhof 2.Tor,1521,
HALTESTELLEWLOGD.1438,1438,POINT (16.449240730062822 48.15257429343899),Zentralfriedhof 3.Tor,1522,
HALTESTELLEWLOGD.1439,1439,POINT (16.453240709743596 48.1515442962134),Zentralfriedhof 4.Tor,1523,
HALTESTELLEWLOGD.1440,1440,POINT (16.457750684317187 48.14988430138697),Hauptwerkst‰tte,1525,
HALTESTELLEWLOGD.1441,1441,POINT (16.328291425392663 48.227534010880795),Simonygasse,1526,
HALTESTELLEWLOGD.1442,1442,POINT (16.48871067321481 48.251373798034386),Ziegelhofstr/Breitenleer Str,1527,
HALTESTELLEWLOGD.1443,1443,POINT (16.489880671036346 48.25366378676709),Ziegelhofstraﬂe/Agavenweg,1528,
HALTESTELLEWLOGD.1444,1444,POINT (16.360211219820357 48.192394158477384),Ziegelofengasse,1529,
HALTESTELLEWLOGD.1445,1445,POINT (16.34536129878869 48.19696414624527),Zieglergasse,1530,
HALTESTELLEWLOGD.1446,1446,POINT (16.345121310255944 48.204294111733894),Zieglergasse/Burggasse,1531,
HALTESTELLEWLOGD.1447,1447,POINT (16.345091312647863 48.205674105298534),Zieglergasse/Neustiftgasse,1532,
HALTESTELLEWLOGD.1448,1448,POINT (16.34496130827066 48.20180412352052),Zieglergasse/Westbahnstraﬂe,1533,
HALTESTELLEWLOGD.1449,1449,POINT (16.5358504092825 48.22700388573598),Zifferergasse,1534,
HALTESTELLEWLOGD.1450,1450,POINT (16.476650621458273 48.17044419124999),Zinnergasse,1535,
HALTESTELLEWLOGD.1451,1451,POINT (16.458190728651168 48.18289414402124),Hafen Wien Freudenau S¸d,1536,
HALTESTELLEWLOGD.1452,1452,POINT (16.4691607318442 48.22406394093534),Zschokkegasse,1537,
HALTESTELLEWLOGD.1453,1453,POINT (16.3895910043 48.140584387981086),Kurt-Tichy-Gasse,1538,
HALTESTELLEWLOGD.1454,1454,POINT (16.460590811518035 48.251673814506645),Ludwig-Reindl-Gasse,1539,
HALTESTELLEWLOGD.1455,1455,POINT (16.434560986196942 48.28594366665991),Allissen,1540,
HALTESTELLEWLOGD.1456,1456,POINT (16.4017311413665 48.282173704729644),÷denburger Straﬂe/Schulzentrum,1541,
HALTESTELLEWLOGD.1457,1457,POINT (16.509760454027827 48.16615419139476),÷lhafen,1542,
HALTESTELLEWLOGD.1458,1458,POINT (16.507520466615986 48.16745418636816),Finsterbuschstraﬂe/÷llager,1543,
HALTESTELLEWLOGD.1459,1459,POINT (16.379811230706757 48.26930378011223),‹berfuhrstraﬂe,1544,
HALTESTELLEWLOGD.1460,1460,POINT (16.333991326765283 48.17663425027957),Zeleborgasse,1545,
HALTESTELLEWLOGD.1461,1461,POINT (16.326441364045607 48.177304251708954),Ratschkygasse,1546,
HALTESTELLEWLOGD.1462,1462,POINT (16.418781082285797 48.2998336102913),Karl-Lothringer-Straﬂe,1547,
HALTESTELLEWLOGD.1463,1463,POINT (16.391581076064043 48.19917410752504),Ziehrerplatz,1548,
HALTESTELLEWLOGD.1464,1464,POINT (16.411300983135614 48.201164085677405),Rustenschacherallee,1549,
HALTESTELLEWLOGD.1465,1465,POINT (16.29918150238836 48.18079425241701),Tiroler Gasse,1550,
HALTESTELLEWLOGD.1466,1466,POINT (16.46589072901713 48.21067400609208),Binsenweg/Am M¸hlwasser,1551,
HALTESTELLEWLOGD.1467,1467,POINT (16.401911116794267 48.26484378719594),Bahnsteggasse,1554,
HALTESTELLEWLOGD.1468,1468,POINT (16.27962162431816 48.19993417354537),Tinterstr/Baumgartner Friedhof,1555,
HALTESTELLEWLOGD.1469,1469,POINT (16.334891321915553 48.17693424815089),Dˆrfelstraﬂe/Wilhelmstraﬂe,1557,
HALTESTELLEWLOGD.1470,1470,POINT (16.339231344556485 48.20840409561722),Lerchenfelder Straﬂe,1558,
HALTESTELLEWLOGD.1471,1471,POINT (16.34875129986888 48.209624083703474),Lederergasse,1559,
HALTESTELLEWLOGD.1472,1472,POINT (16.301841505486177 48.19234419547126),Cumberlandstraﬂe,1561,
HALTESTELLEWLOGD.1473,1473,POINT (16.241301825328446 48.209644151125055),Pfarrwiesenstraﬂe,1562,
HALTESTELLEWLOGD.1474,1474,POINT (16.270201731923247 48.24396396871616),Exelbergstraﬂe/Parkplatz,1564,
HALTESTELLEWLOGD.1475,1475,POINT (16.263581766608553 48.2457139648958),Rohrerh¸ttenweg,1565,
HALTESTELLEWLOGD.1476,1476,POINT (16.337951332659678 48.195314158883015),Gerstnerstraﬂe/Westbhf,1566,
HALTESTELLEWLOGD.1477,1477,POINT (16.379251255393577 48.28523370408141),Scheydgasse/Autokaderstraﬂe,1567,
HALTESTELLEWLOGD.1478,1478,POINT (16.414410964957803 48.19948409187897),Klaschkaweg,1568,
HALTESTELLEWLOGD.1479,1479,POINT (16.3845512387557 48.29139367117637),Meriangasse,1569,
HALTESTELLEWLOGD.1480,1480,POINT (16.35007132280076 48.23083398175047),Marsanogasse/Btf. G¸rtel,1570,
HALTESTELLEWLOGD.1481,1481,POINT (16.347821248677786 48.16913427721947),Business-Park Vienna,1571,
HALTESTELLEWLOGD.1482,1482,POINT (16.357731200154085 48.16899427219152),Graffgasse,1572,
HALTESTELLEWLOGD.1483,1483,POINT (16.421450877356346 48.16055427307881),Firma ÷AG,1574,
HALTESTELLEWLOGD.1484,1484,POINT (16.423340863717414 48.15749428600806),Firma Schachinger,1575,
HALTESTELLEWLOGD.1485,1485,POINT (16.423920858139613 48.156014292967726),Speditionsstraﬂe,1576,
HALTESTELLEWLOGD.1486,1486,POINT (16.421370871759674 48.15627429354047),Firma Eduscho,1577,
HALTESTELLEWLOGD.1487,1487,POINT (16.41743089560979 48.15949428032119),Gadnergasse,1578,
HALTESTELLEWLOGD.1488,1488,POINT (16.42825087722251 48.18520415134538),Erdbergstraﬂe/Gaswerk,1579,
HALTESTELLEWLOGD.1489,1489,POINT (16.419160954175023 48.20874404443173),Ernst-Happel-Stadion,1583,
HALTESTELLEWLOGD.1490,1490,POINT (16.46498080474016 48.2627137592238),Percostraﬂe,1584,
HALTESTELLEWLOGD.1491,1491,POINT (16.465550809816712 48.26798373373336),Lichtblaustraﬂe,1585,
HALTESTELLEWLOGD.1492,1492,POINT (16.480120597173784 48.165074214663385),Firma Tupack,1588,
HALTESTELLEWLOGD.1493,1493,POINT (16.47964059638007 48.162944225517705),Firma Rank Xerox,1589,
HALTESTELLEWLOGD.1494,1494,POINT (16.523450440964073 48.206013993450874),Raphael-Donner-Allee,1590,
HALTESTELLEWLOGD.1495,1495,POINT (16.373221191004436 48.217624030382524),Schottenring/Herminengasse,1591,
HALTESTELLEWLOGD.1496,1496,POINT (16.46869075953587 48.24298385081039),S¸ﬂenbrunner Str/Oberfeldgasse,1595,
HALTESTELLEWLOGD.1497,1497,POINT (16.47227074759474 48.24656383099256),Jakob-Bindel-Platz,1596,
HALTESTELLEWLOGD.1498,1498,POINT (16.474900738368465 48.249103817414564),Korianderweg,1597,
HALTESTELLEWLOGD.1499,1499,POINT (16.361821190044505 48.1764042341874),Bernhardtstalgasse,1598,
HALTESTELLEWLOGD.1500,1500,POINT (16.359341236383436 48.2011241178684),Kˆnigsklostergasse,1600,
HALTESTELLEWLOGD.1501,1501,POINT (16.355921251411953 48.20031412366708),Mariahilfer Straﬂe/Stiftgasse,1601,
HALTESTELLEWLOGD.1502,1502,POINT (16.277361589782736 48.16728432997637),Strampfergasse,1602,
HALTESTELLEWLOGD.1503,1503,POINT (16.312451381443974 48.140904434041275),Carlbergergasse/Herziggasse,1603,
HALTESTELLEWLOGD.1504,1504,POINT (16.312381379005835 48.13852444574669),Herziggasse/Eitnergasse,1604,
HALTESTELLEWLOGD.1505,1505,POINT (16.315381355634322 48.132014474811044),Karl-Tornay-Gasse/Hetmanekg,1605,
HALTESTELLEWLOGD.1506,1506,POINT (16.31659135434616 48.13549445778658),Stipcakgasse,1606,
HALTESTELLEWLOGD.1507,1507,POINT (16.315531351397887 48.12996448469983),Akaziengasse,1607,
HALTESTELLEWLOGD.1508,1508,POINT (16.31838133670497 48.12902448744882),Leo-Mathauser-Gasse,1608,
HALTESTELLEWLOGD.1509,1509,POINT (16.318601338174677 48.1312144768104),Karl-Tornay-G/Wienerflurgasse,1609,
HALTESTELLEWLOGD.1510,1510,POINT (16.493880548097902 48.17844414254685),Zentraltanklager,1610,
HALTESTELLEWLOGD.1511,1511,POINT (16.30218140584284 48.12237452919997),Auf der Schanz,1611,
HALTESTELLEWLOGD.1512,1512,POINT (16.267371680301878 48.19703419453975),Cossmanngasse,1612,
HALTESTELLEWLOGD.1513,1513,POINT (16.26881167688865 48.1993541826961),Deutschordenstraﬂe,1613,
HALTESTELLEWLOGD.1514,1514,POINT (16.262471715535508 48.205154158538114),Raphaelheim,1614,
HALTESTELLEWLOGD.1515,1515,POINT (16.26056172577471 48.2062641547174),Wahlberggasse,1615,
HALTESTELLEWLOGD.1516,1516,POINT (16.261521724522705 48.208794142389266),H¸ttelberg,1616,
HALTESTELLEWLOGD.1517,1517,POINT (16.260241724422983 48.20374416663488),Steinbˆckeng/Freyenthurmgasse,1617,
HALTESTELLEWLOGD.1518,1518,POINT (16.346011419673488 48.28587372151728),Marinekaserne,1618,
HALTESTELLEWLOGD.1519,1519,POINT (16.480270713555754 48.250193809138764),Kalmusweg,1619,
HALTESTELLEWLOGD.1520,1520,POINT (16.317871338790127 48.128854488451395),Sevcikgasse,1620,
HALTESTELLEWLOGD.1521,1521,POINT (16.409501107906227 48.28509368586997),Jedlersdorfer Str/Hanreiterg,1621,
HALTESTELLEWLOGD.1522,1522,POINT (16.410941108015678 48.2900336618868),Marchfeldkanal,1622,
HALTESTELLEWLOGD.1523,1523,POINT (16.413321101953553 48.29423364025383),Kummergasse,1623,
HALTESTELLEWLOGD.1524,1524,POINT (16.415651095925725 48.29878361710194),Josef-Flandorfer-Straﬂe,1624,
HALTESTELLEWLOGD.1525,1525,POINT (16.351551184757902 48.136674430346375),Birostraﬂe/Jochen-Rindt-Straﬂe,1625,
HALTESTELLEWLOGD.1526,1526,POINT (16.353571176387742 48.137784423766234),Birostraﬂe,1626,
HALTESTELLEWLOGD.1527,1527,POINT (16.40853110753824 48.281263704756725),Jedlersdorfer Platz,1627,
HALTESTELLEWLOGD.1528,1528,POINT (16.41427109974231 48.295853632225715),Dattlergasse,1628,
HALTESTELLEWLOGD.1529,1529,POINT (16.288901497925615 48.142224442753665),Steinergasse,1629,
HALTESTELLEWLOGD.1530,1530,POINT (16.47718068445887 48.21790396535007),Trondheimgasse,1630,
HALTESTELLEWLOGD.1531,1531,POINT (16.480320667625797 48.21741396509354),"Aspern, Oberdorfstraﬂe",1631,
HALTESTELLEWLOGD.1532,1532,POINT (16.3528512594265 48.194884151490804),Magdalenenstraﬂe,1632,
HALTESTELLEWLOGD.1533,1533,POINT (16.47579068341982 48.21318398826597),Stavangergasse,1633,
HALTESTELLEWLOGD.1534,1534,POINT (16.471260707442255 48.21422398646081),Seidelbastgasse,1634,
HALTESTELLEWLOGD.1535,1535,POINT (16.484250644969922 48.21486397479454),Heustadelgasse/Schule,1635,
HALTESTELLEWLOGD.1536,1536,POINT (16.48926061830756 48.21368397794218),Hoechlegasse,1636,
HALTESTELLEWLOGD.1537,1537,POINT (16.495380586831033 48.21226398061228),J‰germaiszufahrt,1637,
HALTESTELLEWLOGD.1538,1538,POINT (16.49717057559777 48.21072398673381),Heustadelgasse,1638,
HALTESTELLEWLOGD.1539,1539,POINT (16.50022055934551 48.20974398960498),Auspitzgasse,1639,
HALTESTELLEWLOGD.1540,1540,POINT (16.503260544073907 48.209313990129644),M¸hlau,1640,
HALTESTELLEWLOGD.1541,1541,POINT (16.50693052558579 48.20825399254977),Leidlweg,1641,
HALTESTELLEWLOGD.1542,1542,POINT (16.510520506649968 48.20714399601656),Dumreichergasse,1642,
HALTESTELLEWLOGD.1543,1543,POINT (16.51051050762144 48.20858398863708),Arztgasse,1643,
HALTESTELLEWLOGD.1544,1544,POINT (16.506830527700554 48.20931398739529),Haengasse,1644,
HALTESTELLEWLOGD.1545,1545,POINT (16.51845046639317 48.20604399613005),Ultzmanngasse/Kirschenallee,1645,
HALTESTELLEWLOGD.1546,1546,POINT (16.48444065238073 48.22110394539617),Goldregengasse,1646,
HALTESTELLEWLOGD.1547,1547,POINT (16.48818063414018 48.22049394564621),Pilotengasse,1647,
HALTESTELLEWLOGD.1548,1548,POINT (16.48842063597966 48.22343393199925),Reglergasse,1648,
HALTESTELLEWLOGD.1549,1549,POINT (16.48820064639616 48.23012390002598),Kornblumenweg,1649,
HALTESTELLEWLOGD.1550,1550,POINT (16.486300642650566 48.22085394539929),Aurikelweg,1650,
HALTESTELLEWLOGD.1551,1551,POINT (16.48306065327088 48.2166239672607),Benjowskigasse,1651,
HALTESTELLEWLOGD.1552,1552,POINT (16.425920877302204 48.176314194614704),Wachthausgasse,1652,
HALTESTELLEWLOGD.1553,1553,POINT (16.207441986234688 48.206694185536946),Hauptstraﬂe 150,1653,
HALTESTELLEWLOGD.1554,1554,POINT (16.36402123361884 48.21568404576068),Liechtensteinstr/Schottentor,1654,
HALTESTELLEWLOGD.1555,1555,POINT (16.295971490818307 48.161804344581824),Emil-Behring-Weg,1655,
HALTESTELLEWLOGD.1556,1556,POINT (16.25768164398263 48.13709448712107),Willergasse/Liesingbr¸cke,1656,
HALTESTELLEWLOGD.1557,1557,POINT (16.45145086926728 48.260893775599946),Martin-Gaunersdorfer-Gasse,1657,
HALTESTELLEWLOGD.1558,1558,POINT (16.356411287328697 48.22701399610757),Lichtentaler Gasse,1658,
HALTESTELLEWLOGD.1559,1559,POINT (16.348411274129507 48.189524179708904),Linke Wienzeile/Br¸ckengasse,1659,
HALTESTELLEWLOGD.1560,1560,POINT (16.401021139850833 48.27811372502892),Mitterhofergasse,1660,
