FID,OBJECTID,SHAPE,BEZEICHNUNG,WL_NUMMER,SE_ANNO_CAD_DATA
HALTESTELLEWLOGD.533,533,POINT (16.324491386085437 48.18629421054385),Hollergasse,545,
HALTESTELLEWLOGD.534,534,POINT (16.423121040690656 48.28492367860698),Kollarzgasse,546,
HALTESTELLEWLOGD.535,535,POINT (16.394521106779088 48.23182394941625),Holubstraﬂe,547,
HALTESTELLEWLOGD.536,536,POINT (16.391731173025125 48.26919377315554),Hopfengasse,548,
HALTESTELLEWLOGD.537,537,POINT (16.276721615525364 48.18348425366976),Horeischygasse,549,
HALTESTELLEWLOGD.538,538,POINT (16.461700810273406 48.25487379825962),Hosnedlgasse,550,
HALTESTELLEWLOGD.539,539,POINT (16.408051073002998 48.254893831028184),Hoﬂplatz,551,
HALTESTELLEWLOGD.540,540,POINT (16.331801287057754 48.14082442284587),Hubermanngasse,552,
HALTESTELLEWLOGD.541,541,POINT (16.389241014265334 48.14620436154755),Hubert-Gsur-Gasse,553,
HALTESTELLEWLOGD.542,542,POINT (16.391871146532548 48.25058386150381),Hubertusdamm,554,
HALTESTELLEWLOGD.543,543,POINT (16.531000460212024 48.24707379272249),Huflattichweg,555,
HALTESTELLEWLOGD.544,544,POINT (16.325011399656734 48.19814415366758),Huglgasse,556,
HALTESTELLEWLOGD.545,545,POINT (16.33243141985405 48.238863954208234),Hugo-Wolf-Park,557,
HALTESTELLEWLOGD.546,546,POINT (16.281921592826283 48.18566423991178),"Unter St. Veit, Hummelgasse",558,
HALTESTELLEWLOGD.547,547,POINT (16.46475072378549 48.20269404523839),Husarenweg,559,
HALTESTELLEWLOGD.548,548,POINT (16.261201710623922 48.19732419743909),H¸tteldorf,560,
HALTESTELLEWLOGD.549,549,POINT (16.494740652312007 48.25720376679451),Pelargonienweg,561,
HALTESTELLEWLOGD.550,550,POINT (16.244761800748332 48.204334174271125),H¸tteldorfer Friedhof,562,
HALTESTELLEWLOGD.551,551,POINT (16.39500102736037 48.17596421552444),H¸ttenbrennergasse,563,
HALTESTELLEWLOGD.552,552,POINT (16.227011900429268 48.213204142567214),H¸ttergasse,564,
HALTESTELLEWLOGD.553,553,POINT (16.394740976310956 48.13866439390693),H‰mmerlegasse,565,
HALTESTELLEWLOGD.554,554,POINT (16.257381758809633 48.21828409936611),H‰nflingweg,566,
HALTESTELLEWLOGD.555,555,POINT (16.542870381274156 48.231703858721104),H‰nischgasse,567,
HALTESTELLEWLOGD.556,556,POINT (16.439660894570487 48.23816389135036),H‰uﬂlergasse,568,
HALTESTELLEWLOGD.557,557,POINT (16.376901202815734 48.23923392531079),Hˆchst‰dtplatz,569,
HALTESTELLEWLOGD.558,558,POINT (16.295451476444462 48.149094405474074),Hˆdlgasse,570,
HALTESTELLEWLOGD.559,559,POINT (16.444590766482612 48.162334250163646),Hˆrtengasse,571,
HALTESTELLEWLOGD.560,560,POINT (16.459360820651106 48.254303802368824),Iberisweg,572,
HALTESTELLEWLOGD.561,561,POINT (16.44801092369567 48.28798364880772),Illgasse,574,
HALTESTELLEWLOGD.562,562,POINT (16.302251413424138 48.12838450018634),Liesing Industriegel‰nde S¸d,575,
HALTESTELLEWLOGD.563,563,POINT (16.29797144210461 48.13308448073367),Industriegel‰nde Liesing West,576,
HALTESTELLEWLOGD.564,564,POINT (16.26234169564821 48.190924226983576),Innocentiagasse,577,
HALTESTELLEWLOGD.565,565,POINT (16.38677114350724 48.23051396071495),Innstraﬂe,578,
HALTESTELLEWLOGD.566,566,POINT (16.536440454347634 48.26140372143398),Invalidensiedlung,579,
HALTESTELLEWLOGD.567,567,POINT (16.349821208527008 48.147864378099726),Inzersdorf Friedhof,580,
HALTESTELLEWLOGD.568,568,POINT (16.357691153438918 48.13576443090909),Inzersdorf Groﬂmarkt,581,
HALTESTELLEWLOGD.569,569,POINT (16.369071102104428 48.13855441030606),Blumental,582,
HALTESTELLEWLOGD.571,571,POINT (16.463240806147585 48.25716378639877),Hosnedlgasse/Lieblgasse,584,
HALTESTELLEWLOGD.572,572,POINT (16.336081280912392 48.15136436937317),Inzersdorf Personenbahnhof,585,
HALTESTELLEWLOGD.573,573,POINT (16.330351290849432 48.13873443312826),"Inzersdorf, Zetschegasse",586,
HALTESTELLEWLOGD.574,574,POINT (16.456300873466425 48.28137367552265),Iselgasse,587,
HALTESTELLEWLOGD.575,575,POINT (16.497720634849593 48.25496377595711),Oleandergasse,588,
HALTESTELLEWLOGD.576,576,POINT (16.283611573365388 48.177134279835215),Jagdschloﬂgasse,589,
HALTESTELLEWLOGD.577,577,POINT (16.357011223121873 48.18306420505768),Jahngasse,590,
HALTESTELLEWLOGD.578,578,POINT (16.39720115138274 48.27303375135937),Jedlersdorf,591,
HALTESTELLEWLOGD.579,579,POINT (16.46478080270525 48.26045376932469),Hosnedlgasse/Obachgasse,592,
HALTESTELLEWLOGD.580,580,POINT (16.403141123731405 48.2738437442191),Jedlersdorfer Straﬂe,593,
HALTESTELLEWLOGD.581,581,POINT (16.38515120050357 48.26610379220774),Jedlesee,594,
HALTESTELLEWLOGD.582,582,POINT (16.266261643662606 48.166814339673515),Jenbachgasse,595,
HALTESTELLEWLOGD.583,583,POINT (16.48731066521866 48.24066385044009),Berresgasse,596,
HALTESTELLEWLOGD.584,584,POINT (16.304891512968275 48.20882411522075),Joachimsthalerplatz,597,
HALTESTELLEWLOGD.585,585,POINT (16.400741143973917 48.27996371613594),Jochbergengasse,598,
HALTESTELLEWLOGD.586,586,POINT (16.35427118457703 48.146154383244905),Jochen-Rindt-Straﬂe,599,
HALTESTELLEWLOGD.587,587,POINT (16.407250913476428 48.137064393899145),Johann-Friedl-Gasse,600,
HALTESTELLEWLOGD.588,588,POINT (16.308661502105704 48.21379408890853),Johannes-Krawarik-Gasse,601,
HALTESTELLEWLOGD.589,589,POINT (16.32545141820148 48.21309408174269),Johann-Nepomuk-Berger-Platz,602,
HALTESTELLEWLOGD.590,590,POINT (16.39549098641105 48.14854434661743),Johann-Pˆlzer-Gasse,603,
HALTESTELLEWLOGD.591,591,POINT (16.36611118809336 48.18991416737311),Johann-Strauﬂ-Gasse,604,
HALTESTELLEWLOGD.592,592,POINT (16.41842085248037 48.13229440941518),Johanneskapelle,605,
HALTESTELLEWLOGD.593,593,POINT (16.31935142767179 48.19850415537268),Johnstraﬂe,606,
HALTESTELLEWLOGD.594,594,POINT (16.430310958401797 48.25126383472558),Josef-Baumann-Gasse,607,
HALTESTELLEWLOGD.595,595,POINT (16.371451108633956 48.15182434568985),Josef-Enslein-Platz,608,
HALTESTELLEWLOGD.596,596,POINT (16.3972810627927 48.209904051978725),Josef-Gall-Gasse,609,
HALTESTELLEWLOGD.597,597,POINT (16.294041456416416 48.13002449794203),Josef-Meder-Gasse,610,
HALTESTELLEWLOGD.598,598,POINT (16.401031094878658 48.24601387791848),Josef-Melichar-Gasse,611,
HALTESTELLEWLOGD.599,599,POINT (16.23350186613983 48.21119414826954),Josef-Ressel-Straﬂe,612,
HALTESTELLEWLOGD.600,600,POINT (16.301701442571773 48.1473044107451),Josef-÷sterreicher-Gasse,613,
HALTESTELLEWLOGD.601,601,POINT (16.333861470383304 48.27975375880744),Elisabethwiese,614,
HALTESTELLEWLOGD.602,602,POINT (16.339081349242356 48.21100408312818),Josefst‰dter Straﬂe,615,
HALTESTELLEWLOGD.603,603,POINT (16.37559111529664 48.170724252752834),Inzersdorfer Str/Ettenreichg,616,
HALTESTELLEWLOGD.604,604,POINT (16.42021098495502 48.233953923178724),Julius-Payer-Gasse,618,
HALTESTELLEWLOGD.605,605,POINT (16.382841135348997 48.21127405489216),Julius-Raab-Platz,619,
HALTESTELLEWLOGD.606,606,POINT (16.40582103676795 48.22103399437615),Jungstraﬂe,620,
HALTESTELLEWLOGD.607,607,POINT (16.39282100051986 48.14935434417206),Jura-Soyfer-Gasse,621,
HALTESTELLEWLOGD.608,608,POINT (16.421871034902797 48.275953722557595),Justgasse,622,
HALTESTELLEWLOGD.609,609,POINT (16.440430916324672 48.25615380534702),J¸ptnergasse,623,
HALTESTELLEWLOGD.610,610,POINT (16.48341064272446 48.209923999159436),In der Au,624,
HALTESTELLEWLOGD.611,611,POINT (16.246231820606244 48.22399407899821),J‰gerwaldsiedlung,625,
HALTESTELLEWLOGD.612,612,POINT (16.43368093195465 48.243863868054156),Kagran,627,
HALTESTELLEWLOGD.613,613,POINT (16.492490629328895 48.23254388540358),Hagedornweg,628,
HALTESTELLEWLOGD.614,614,POINT (16.463580797631955 48.25216381027411),Breitenleer Straﬂe,629,
HALTESTELLEWLOGD.615,615,POINT (16.448690852674474 48.239383880417606),Kagraner Anger,630,
HALTESTELLEWLOGD.616,616,POINT (16.430160942965454 48.239353891488314),Kagraner Br¸cke,631,
HALTESTELLEWLOGD.617,617,POINT (16.446260884853007 48.253603814022426),Kagraner Friedhof,632,
HALTESTELLEWLOGD.618,618,POINT (16.443300894058183 48.25003383288343),Kagraner Platz,633,
HALTESTELLEWLOGD.619,619,POINT (16.336021454999948 48.276703771901914),Kahlenberg,634,
HALTESTELLEWLOGD.620,620,POINT (16.356661350651564 48.27438376979581),Kahlenbergerdorf,635,
HALTESTELLEWLOGD.621,621,POINT (16.47054069588093 48.20360403766268),Korbweidenweg,636,
HALTESTELLEWLOGD.622,622,POINT (16.266751597573144 48.13589448718599),Kaiser-Franz-Josef-Straﬂe,637,
HALTESTELLEWLOGD.623,623,POINT (16.453440717804227 48.15867426239535),Kaiserebersdorfer Friedhof,638,
HALTESTELLEWLOGD.624,624,POINT (16.47066063542156 48.15997424520051),"Kaiserebersdorf, Zinnergasse",639,
HALTESTELLEWLOGD.625,625,POINT (16.402781088628902 48.24722387081689),Angelibad,640,
HALTESTELLEWLOGD.626,626,POINT (16.415891003228577 48.23238393325203),Kaiserm¸hlen-VIC,641,
HALTESTELLEWLOGD.627,627,POINT (16.440860855345303 48.213234009848634),Kaiserm¸hlenstraﬂe,642,
HALTESTELLEWLOGD.628,628,POINT (16.341581317382147 48.196494151311555),Kaiserstraﬂe,643,
HALTESTELLEWLOGD.629,629,POINT (16.340031335852494 48.20431411456151),Kaiserstraﬂe/Burggasse,644,
HALTESTELLEWLOGD.630,630,POINT (16.33967133967419 48.20602410623711),Kaiserstraﬂe/Neustiftgasse,645,
HALTESTELLEWLOGD.631,631,POINT (16.340501329678943 48.2018241262914),Kaiserstraﬂe/Westbahnstraﬂe,646,
HALTESTELLEWLOGD.632,632,POINT (16.2454217038271 48.13763449218062),Kalksburg Kirchenplatz,647,
HALTESTELLEWLOGD.633,633,POINT (16.31802149953295 48.24492393473367),Kammerergasse,648,
HALTESTELLEWLOGD.634,634,POINT (16.456060779468338 48.21264400287393),Kanalstraﬂe,649,
HALTESTELLEWLOGD.635,635,POINT (16.468370723708837 48.21528398324089),Wulzendorfstraﬂe/Kapellenweg,650,
HALTESTELLEWLOGD.636,636,POINT (16.483530695716997 48.248833813701246),Kapellergasse,651,
HALTESTELLEWLOGD.637,637,POINT (16.422630906973698 48.186344149169344),Kappgasse,652,
HALTESTELLEWLOGD.638,638,POINT (16.399751034445497 48.19768410925349),Kardinal-Nagl-Platz,653,
HALTESTELLEWLOGD.639,639,POINT (16.37358120528886 48.22838397925344),Karl-Meiﬂl-Straﬂe,654,
HALTESTELLEWLOGD.640,640,POINT (16.276901567089645 48.14929441618521),Karl-Schwed-Gasse,655,
HALTESTELLEWLOGD.641,641,POINT (16.32161132226867 48.13049447820052),Triester Straﬂe/Karl-Tornay-G,656,
HALTESTELLEWLOGD.642,642,POINT (16.36902118866089 48.2007541132522),Karlsplatz,657,
HALTESTELLEWLOGD.643,643,POINT (16.388291066317894 48.18072419715781),Arsenal Objekt 5,658,
HALTESTELLEWLOGD.644,644,POINT (16.38035115394985 48.21575403507823),Karmeliterplatz,659,
HALTESTELLEWLOGD.645,645,POINT (16.32373147972857 48.25061390362121),Karth‰userstraﬂe,660,
HALTESTELLEWLOGD.646,646,POINT (16.259051654155524 48.14892442980391),Kaserngasse,661,
HALTESTELLEWLOGD.647,647,POINT (16.354041257385127 48.19763413748211),Haus des Meeres,662,
HALTESTELLEWLOGD.648,648,POINT (16.30502139746629 48.12585451070904),Kellerberggasse,663,
HALTESTELLEWLOGD.649,649,POINT (16.35155128069046 48.20530410278437),Kellermanngasse,664,
HALTESTELLEWLOGD.650,650,POINT (16.296141571656023 48.21995406747918),Kempfengerngasse,665,
HALTESTELLEWLOGD.651,651,POINT (16.376521119974804 48.17812421724532),Keplerplatz,666,
HALTESTELLEWLOGD.652,652,POINT (16.471850622559597 48.15478426916722),Dreherstraﬂe/Hoefftgasse,667,
HALTESTELLEWLOGD.653,653,POINT (16.249691795144958 48.217334108513924),Kerbelgasse,668,
HALTESTELLEWLOGD.654,654,POINT (16.318921450890358 48.21352408415792),Ottakringer Straﬂe/Wattgasse,669,
HALTESTELLEWLOGD.655,655,POINT (16.358971232069454 48.19673413875598),Kettenbr¸ckengasse,670,
HALTESTELLEWLOGD.656,656,POINT (16.30723138927674 48.12777450033549),Ketzergasse/Lembˆckgasse,671,
HALTESTELLEWLOGD.657,657,POINT (16.28853165163897 48.25083392476811),Keylwerthgasse,672,
HALTESTELLEWLOGD.658,658,POINT (16.30691155192194 48.24351394853442),Khevenh¸llerstraﬂe,673,
HALTESTELLEWLOGD.659,659,POINT (16.321921365779346 48.162594324716),Khleslplatz,674,
HALTESTELLEWLOGD.660,660,POINT (16.45779077908196 48.21850397366394),Kiefernplatz,675,
HALTESTELLEWLOGD.661,661,POINT (16.457170756363652 48.19999406264957),Kierischitzweg,676,
HALTESTELLEWLOGD.662,662,POINT (16.33110129785986 48.146314396598),Kinskygasse/Rossakgasse,677,
HALTESTELLEWLOGD.663,663,POINT (16.35284126583545 48.19962412928952),Kirchengasse/Neubaugasse,678,
HALTESTELLEWLOGD.664,664,POINT (16.30850142645926 48.159464347993534),Kirchfeldgasse,679,
HALTESTELLEWLOGD.665,665,POINT (16.332151377628705 48.20684410779725),Kirchstetterngasse,680,
HALTESTELLEWLOGD.666,666,POINT (16.346291235328216 48.154904346399945),Jungbauerweg,681,
HALTESTELLEWLOGD.667,667,POINT (16.519530472306442 48.21448395553446),Kirschenallee,682,
HALTESTELLEWLOGD.668,668,POINT (16.445480825843013 48.208254030130185),Campingplatz Kleeh‰ufel,683,
HALTESTELLEWLOGD.669,669,POINT (16.45298072329801 48.160554253190355),Klebindergraben,684,
HALTESTELLEWLOGD.670,670,POINT (16.423800825186976 48.131374410248135),Klederinger Straﬂe,685,
HALTESTELLEWLOGD.671,671,POINT (16.259861674746833 48.16687434363932),Kleiner Ring,686,
HALTESTELLEWLOGD.672,672,POINT (16.311091537817322 48.24822392268484),Kleingartenverein Hackenberg,687,
HALTESTELLEWLOGD.673,673,POINT (16.39050107317441 48.19358413428091),Kleistgasse,688,
HALTESTELLEWLOGD.674,674,POINT (16.364451185700677 48.18279420171551),Kliebergasse,689,
HALTESTELLEWLOGD.675,675,POINT (16.30107148121085 48.17276428911669),Klimtgasse,690,
HALTESTELLEWLOGD.676,676,POINT (16.29562146392472 48.14111444422336),Klostermanngasse,691,
HALTESTELLEWLOGD.677,677,POINT (16.36515125829229 48.23723394162814),Klosterneuburger Straﬂe,692,
HALTESTELLEWLOGD.678,678,POINT (16.522040479678708 48.22918388344074),Knollergasse,693,
HALTESTELLEWLOGD.679,679,POINT (16.293141482281808 48.1455244239483),Knotzenbachgasse,694,
HALTESTELLEWLOGD.680,680,POINT (16.239241850824857 48.22093409803755),Knˆdelh¸ttenstraﬂe,695,
HALTESTELLEWLOGD.681,681,POINT (16.351441257193425 48.18781418636006),Kohlgasse,696,
HALTESTELLEWLOGD.682,682,POINT (16.36035115326305 48.14457438672951),Kolbegasse,697,
HALTESTELLEWLOGD.683,683,POINT (16.300991545258537 48.218354072082896),Kollburggasse,698,
HALTESTELLEWLOGD.684,684,POINT (16.39326116044755 48.26582378832223),Koloniestraﬂe,699,
HALTESTELLEWLOGD.685,685,POINT (16.3414212371862 48.138674427232985),Slamastraﬂe,700,
HALTESTELLEWLOGD.686,686,POINT (16.457800792925894 48.22804392820917),Konstanziagasse,701,
HALTESTELLEWLOGD.687,687,POINT (16.41293094162504 48.17748419719211),Hauffgasse,702,
HALTESTELLEWLOGD.688,688,POINT (16.28256152024435 48.135824477090864),Dirmhirngasse,703,
HALTESTELLEWLOGD.689,689,POINT (16.324291417726243 48.20801410658676),Koppstraﬂe/Panikengasse,704,
HALTESTELLEWLOGD.690,690,POINT (16.336721353476754 48.206164107748194),Koppstraﬂe/Thaliastraﬂe,705,
HALTESTELLEWLOGD.691,691,POINT (16.3392113137493 48.18613420165375),Korbergasse,706,
HALTESTELLEWLOGD.692,692,POINT (16.27502155853847 48.13685447682576),Korbgasse,707,
HALTESTELLEWLOGD.693,693,POINT (16.366871143857807 48.16090430538779),Kornauthgasse,708,
HALTESTELLEWLOGD.694,694,POINT (16.39635108740284 48.22437398398645),Ernst-Melchior-Gasse,709,
HALTESTELLEWLOGD.695,695,POINT (16.27936158227395 48.168964321415466),Krankenhaus Hietzing,710,
HALTESTELLEWLOGD.696,696,POINT (16.307751531519894 48.23182400353097),KGV Alsr¸ckenweg,711,
HALTESTELLEWLOGD.697,697,POINT (16.332601355003643 48.192004178256084),Kranzgasse,712,
HALTESTELLEWLOGD.698,698,POINT (16.324351502142946 48.26874381664045),Krapfenwaldgasse,713,
HALTESTELLEWLOGD.699,699,POINT (16.329891435781526 48.241423943937946),Kratzlgasse,714,
HALTESTELLEWLOGD.700,700,POINT (16.420380900738774 48.17444420762245),Krausegasse,715,
HALTESTELLEWLOGD.701,701,POINT (16.44924086288369 48.248503835993645),Kraygasse,716,
HALTESTELLEWLOGD.702,702,POINT (16.366681274522936 48.25457385829184),Kreilplatz,717,
HALTESTELLEWLOGD.703,703,POINT (16.3206214653937 48.22941400720784),Krenngasse,718,
HALTESTELLEWLOGD.704,704,POINT (16.28612162765423 48.22546404755945),Kretschekgasse,719,
HALTESTELLEWLOGD.705,705,POINT (16.499520606175967 48.24064384314846),Podhagskygasse,720,
HALTESTELLEWLOGD.706,706,POINT (16.3960409925581 48.15497431536628),Kronawettergasse,721,
HALTESTELLEWLOGD.707,707,POINT (16.35957115029123 48.13943441220349),Kronfuﬂgasse,722,
HALTESTELLEWLOGD.708,708,POINT (16.34128137910808 48.240093943411246),Krottenbachstraﬂe,723,
HALTESTELLEWLOGD.709,709,POINT (16.342491234905555 48.14115441433281),Kolpingstraﬂe,724,
HALTESTELLEWLOGD.710,710,POINT (16.398371108672606 48.246233878634214),Kugelfanggasse,725,
HALTESTELLEWLOGD.711,711,POINT (16.30403142265089 48.141064438431115),Kugelmanngasse,726,
HALTESTELLEWLOGD.712,712,POINT (16.355361221008597 48.175824240587424),Kundratstraﬂe,727,
HALTESTELLEWLOGD.713,713,POINT (16.301691452882437 48.1538843789406),Kunerolgasse,728,
HALTESTELLEWLOGD.714,714,POINT (16.401620961776775 48.15200432548937),Kurpark Nordeingang,729,
HALTESTELLEWLOGD.715,715,POINT (16.395921072248218 48.21184404440763),Kurzbauergasse,730,
HALTESTELLEWLOGD.716,716,POINT (16.40278094169798 48.14203437313638),"Oberlaa, Therme Wien",731,
HALTESTELLEWLOGD.717,717,POINT (16.34481134242573 48.2261840072014),Kutschkergasse,732,
HALTESTELLEWLOGD.718,718,POINT (16.418170966618444 48.21363402208341),Pensionisten-Wohnhaus Prater,733,
HALTESTELLEWLOGD.719,719,POINT (16.370331186079234 48.20360409901483),K‰rntner Straﬂe,734,
HALTESTELLEWLOGD.720,720,POINT (16.405070925754085 48.13815438994673),K‰stenbaumgasse,735,
HALTESTELLEWLOGD.721,721,POINT (16.385701093319202 48.19112414948377),Kˆlblgasse,736,
HALTESTELLEWLOGD.722,722,POINT (16.357261243310077 48.19852413136898),Stiegengasse,737,
HALTESTELLEWLOGD.723,723,POINT (16.39945095958928 48.142514372390934),Laaer-Berg-Straﬂe,738,
HALTESTELLEWLOGD.724,724,POINT (16.256991689150183 48.166814345134334),Lainzer Tor,740,
HALTESTELLEWLOGD.725,725,POINT (16.336941261170267 48.140504420869185),Lamezanstraﬂe,741,
HALTESTELLEWLOGD.726,726,POINT (16.356921266183765 48.214494055494896),Landesgerichtsstraﬂe,742,
HALTESTELLEWLOGD.727,727,POINT (16.384581120344784 48.20604407843267),Landstraﬂe-Wien Mitte,743,
HALTESTELLEWLOGD.728,728,POINT (16.26816164668135 48.176204293225375),Lafitegasse,744,
HALTESTELLEWLOGD.729,729,POINT (16.470420648583893 48.168734203317335),Landwehrstraﬂe,745,
HALTESTELLEWLOGD.730,730,POINT (16.44027087669547 48.226933945043825),Industriestraﬂe/Lange Allee,746,
HALTESTELLEWLOGD.731,731,POINT (16.350951296280847 48.21496405697663),Lange Gasse,747,
HALTESTELLEWLOGD.732,732,POINT (16.443780919027976 48.26985373786579),Langfeldgasse,748,
HALTESTELLEWLOGD.733,733,POINT (16.4547308025199 48.224483947517484),Langobardenstraﬂe,749,
HALTESTELLEWLOGD.734,734,POINT (16.40017097782699 48.15811429798778),Langsulzgasse,750,
HALTESTELLEWLOGD.735,735,POINT (16.510250517139596 48.21470396011475),Lannesstraﬂe,751,
HALTESTELLEWLOGD.736,736,POINT (16.40261105613708 48.22354398419497),Lassallestraﬂe,752,
HALTESTELLEWLOGD.737,737,POINT (16.348991304012685 48.21324406676099),Laudongasse,753,
HALTESTELLEWLOGD.738,738,POINT (16.308111487625304 48.201944145305525),Laurentiusplatz,754,
HALTESTELLEWLOGD.739,739,POINT (16.362471198951248 48.18534419088603),Laurenzgasse,755,
HALTESTELLEWLOGD.740,740,POINT (16.286241577231696 48.18941421931658),St.-Veit-Gasse,756,
HALTESTELLEWLOGD.741,741,POINT (16.452980892201605 48.28285367009528),Lavantgasse,757,
HALTESTELLEWLOGD.742,742,POINT (16.450070904414925 48.28219367480643),Lavantgasse/Schule,758,
HALTESTELLEWLOGD.743,743,POINT (16.324941313760274 48.135664451680114),Schˆnbrunner Allee,759,
HALTESTELLEWLOGD.744,744,POINT (16.3704111383563 48.169094263888),Laxenburger Straﬂe/Troststraﬂe,760,
HALTESTELLEWLOGD.745,745,POINT (16.3684211419351 48.165034284002644),Laxenburger Straﬂe/Raxstraﬂe,761,
HALTESTELLEWLOGD.746,746,POINT (16.351711298928308 48.218974037151135),Lazarettgasse,762,
HALTESTELLEWLOGD.747,747,POINT (16.39950102221064 48.18769415736297),Leberstraﬂe/Sankt Marx,763,
HALTESTELLEWLOGD.748,748,POINT (16.290361576958382 48.2033941496885),Lebingergasse,764,
HALTESTELLEWLOGD.749,749,POINT (16.405051006764065 48.19660411089205),Lechnerstraﬂe,765,
HALTESTELLEWLOGD.750,750,POINT (16.528470432529513 48.217733934357774),Rosenbergstraﬂe,766,
HALTESTELLEWLOGD.751,751,POINT (16.520520481980796 48.225233903111565),Lehenstraﬂe,767,
HALTESTELLEWLOGD.752,752,POINT (16.36291120334967 48.189954169022045),Leibenfrostgasse,768,
HALTESTELLEWLOGD.753,753,POINT (16.450580895251388 48.27733369809807),Leopoldau,769,
HALTESTELLEWLOGD.754,754,POINT (16.529300431148798 48.21985392387811),Wehrbr¸cklstraﬂe/Gernotgasse,770,
HALTESTELLEWLOGD.755,755,POINT (16.44092092375437 48.26339377057463),Leopoldauer Platz,771,
HALTESTELLEWLOGD.756,756,POINT (16.495150617897558 48.23397387706444),Resedaweg,772,
HALTESTELLEWLOGD.757,757,POINT (16.435860947211655 48.26269377655482),Leopoldauer Straﬂe,773,
HALTESTELLEWLOGD.758,758,POINT (16.291721483561215 48.14168444378609),Leopoldigasse,774,
HALTESTELLEWLOGD.759,759,POINT (16.34443141722306 48.27899375519655),Leopoldsberg,775,
HALTESTELLEWLOGD.760,760,POINT (16.399620952635782 48.13795439382296),Leopoldsdorfer Straﬂe,776,
HALTESTELLEWLOGD.761,761,POINT (16.355741261991593 48.20687409261957),Auerspergstraﬂe,777,
HALTESTELLEWLOGD.762,762,POINT (16.470190718561522 48.21869396576954),Langobardenstraﬂe/Kapellenweg,778,
HALTESTELLEWLOGD.763,763,POINT (16.30237151088568 48.19811416729336),Leyserstraﬂe,780,
HALTESTELLEWLOGD.764,764,POINT (16.377191208169272 48.243773902981864),Leystraﬂe,781,
HALTESTELLEWLOGD.765,765,POINT (16.330721318863024 48.160214330602535),Lichtensterngasse,782,
HALTESTELLEWLOGD.766,766,POINT (16.330001391773013 48.20986409441425),Thaliastraﬂe/Haberlgasse,783,
HALTESTELLEWLOGD.767,767,POINT (16.306781522572713 48.222614048398356),Liebknechtgasse,784,
HALTESTELLEWLOGD.768,768,POINT (16.458550830766907 48.258733782173856),Lieblgasse,785,
HALTESTELLEWLOGD.769,769,POINT (16.356141295982916 48.23281396880311),Liechtenwerder Platz,786,
HALTESTELLEWLOGD.770,770,POINT (16.542070361836135 48.21432394212275),Lieglerstraﬂe,787,
HALTESTELLEWLOGD.771,771,POINT (16.283991512510227 48.134804481417326),Liesing,788,
HALTESTELLEWLOGD.772,772,POINT (16.281401521587345 48.13242449408082),Liesing Bad,789,
HALTESTELLEWLOGD.773,773,POINT (16.28936148490896 48.13416448114462),Liesing Feuerwache,790,
HALTESTELLEWLOGD.774,774,POINT (16.294531458870903 48.13351448105204),Liesing Friedhof,791,
HALTESTELLEWLOGD.775,775,POINT (16.33421136272272 48.20405411912632),Moeringgasse,792,
HALTESTELLEWLOGD.776,776,POINT (16.280381538379206 48.14061445572429),Liesing Schulzentrum,793,
HALTESTELLEWLOGD.777,777,POINT (16.414490874450856 48.13440440190292),Liesingbachbr¸cke,794,
HALTESTELLEWLOGD.778,778,POINT (16.26707159999334 48.139034471647825),Breitenfurter Br¸cke,795,
HALTESTELLEWLOGD.779,779,POINT (16.306161405991737 48.13653445888816),Liesinger-Flur-Gasse,796,
HALTESTELLEWLOGD.780,780,POINT (16.383551213836192 48.27014377320008),Liesneckgasse,797,
HALTESTELLEWLOGD.781,781,POINT (16.391201049964693 48.178484206415554),Lilienthalgasse,798,
HALTESTELLEWLOGD.782,782,POINT (16.25895164780922 48.14478444911146),Lindauergasse,799,
HALTESTELLEWLOGD.783,783,POINT (16.432150838054046 48.16994422154813),Lindenbauergasse,800,
HALTESTELLEWLOGD.784,784,POINT (16.319171371237537 48.15668435469097),Linienamt,801,
HALTESTELLEWLOGD.785,785,POINT (16.337721392429835 48.23707395958617),Linneplatz,803,
HALTESTELLEWLOGD.786,786,POINT (16.378601139970534 48.19905411547856),Lisztstraﬂe,804,
HALTESTELLEWLOGD.787,787,POINT (16.405500987216097 48.18396417082386),Litfaﬂstraﬂe,805,
HALTESTELLEWLOGD.788,788,POINT (16.44918080372186 48.205514041635986),Lobau,806,
HALTESTELLEWLOGD.789,789,POINT (16.278401541546653 48.13588447982025),Lˆwenthalgasse,807,
HALTESTELLEWLOGD.790,790,POINT (16.486910618584144 48.20537401848205),Lobaugasse,808,
HALTESTELLEWLOGD.791,791,POINT (16.49190055611949 48.17717415020179),Lobgrundstraﬂe,809,
HALTESTELLEWLOGD.792,792,POINT (16.3689313023078 48.28230372430064),Lohnergasse,810,
HALTESTELLEWLOGD.793,793,POINT (16.49236060838325 48.217293958223166),Lohwaggasse,811,
HALTESTELLEWLOGD.794,794,POINT (16.395541157088935 48.27124376053617),Lokomotivgasse,812,
HALTESTELLEWLOGD.795,795,POINT (16.383291167688157 48.23615393550745),Lorenz-Bˆhler-Unfallkrankenh,813,
HALTESTELLEWLOGD.796,796,POINT (16.4138609291449 48.17190422354223),Lorystraﬂe,814,
HALTESTELLEWLOGD.797,797,POINT (16.419540894574215 48.16649424609917),Anton-Stilling-Platz,815,
HALTESTELLEWLOGD.798,798,POINT (16.494270619888244 48.231873887914624),Margeritenweg,816,
