FID,OBJECTID,SHAPE,ADRESSE,AUSNAHME_TXT,STELLPL_ANZ,WEITERE_INF,SE_ANNO_CAD_DATA
PARKENANRAINEROGD.42276,42276,"LINESTRING (16.34903161339853 48.19714311069877, 16.34910649650986 48.197052136057714, 16.349126393765882 48.197029150563715, 16.34915461079675 48.196999873378594)","6, Esterházygasse 35",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,3,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.42277,42277,"LINESTRING (16.350321086709048 48.19616118200574, 16.350751179967656 48.19581658722958)","6, Esterházygasse 18 bis 20",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,10,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.42278,42278,"LINESTRING (16.350084142210633 48.1956330823417, 16.35032296467393 48.195446159697276)","6, Brauergasse 6 bis 8",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.42279,42279,"LINESTRING (16.34995735231897 48.19478175333827, 16.349800832874624 48.19491918260846)","6, Otto-Bauer-Gasse 1",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,6,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.42280,42280,"LINESTRING (16.34900012304433 48.1956265377163, 16.349288188939678 48.195369143220034)","6, Otto-Bauer-Gasse 7 bis 9",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,10,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.42281,42281,"LINESTRING (16.347146606605374 48.195526014473636, 16.347249468658738 48.19557311761112, 16.347304639042626 48.1956000007587, 16.34749043713116 48.19569872884707)","6, Schmalzhofgasse 3 bis 5",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,10,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.42282,42282,"LINESTRING (16.348298364416873 48.19545416106838, 16.34866383550641 48.19512442869366)","6, Loquaiplatz ggü. 9",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,14,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.42283,42283,"LINESTRING (16.349072888894952 48.194593539344766, 16.348701727372656 48.194416263012265)","6, Loquaiplatz ggü. 12",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,6,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.42284,42284,"LINESTRING (16.347658599206397 48.194454679588276, 16.347895817862423 48.19423947287799)","6, Hirschengasse 13 bis 17",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,6,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.42285,42285,"LINESTRING (16.347589589619375 48.19308235236264, 16.34769189013435 48.1929785931126)","6, Webgasse 8",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.42286,42286,"LINESTRING (16.34715446086806 48.193582797113095, 16.34730266611275 48.19365388069522)","6, Liniengasse 7",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.42287,42287,"LINESTRING (16.34683093150983 48.19386304364208, 16.346757589229732 48.19393843036936)","6, Webgasse 18",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,3,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.42288,42288,"LINESTRING (16.346966768038392 48.193722562667624, 16.346893426157767 48.193797948359226)","6, Webgasse 18",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,3,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.42289,42289,"LINESTRING (16.346693855099634 48.191997950830896, 16.34645247913703 48.19221421896755)","6, Stumpergasse 8 bis 10",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,6,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.42290,42290,"LINESTRING (16.346254364543505 48.19239164786434, 16.346415474344848 48.19224772311143)","6, Stumpergasse 12",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.42291,42291,"LINESTRING (16.34483946370571 48.19355989721549, 16.344999365705682 48.19341691210997)","6, Stumpergasse 27 bis 29",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.42292,42292,"LINESTRING (16.344592242453267 48.19378026273314, 16.34471513384058 48.193670681516274)","6, Stumpergasse 33",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,3,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.42293,42293,"LINESTRING (16.345096351894465 48.19564107764673, 16.34522448542976 48.195510350254104)","6, Webgasse 38",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,6,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.42294,42294,"LINESTRING (16.345255771830615 48.19547807004542, 16.345355597063918 48.195376038685616)","6, Webgasse 36",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.42295,42295,"LINESTRING (16.341099670078655 48.19144318664118, 16.341193976543483 48.19146221770092)","6, Liniengasse 39",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,2,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.42296,42296,"LINESTRING (16.341243086992133 48.191473875182005, 16.341387215208485 48.19150420603091)","6, Liniengasse 37",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.42297,42297,"LINESTRING (16.341490666396677 48.19152496648975, 16.341573229360765 48.191541619090785)","6, Liniengasse 37",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,2,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.42298,42298,"LINESTRING (16.339063649116543 48.19125236939186, 16.33910636000885 48.19137610013232)","6, Wallgasse 17",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,3,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.42299,42299,"LINESTRING (16.3406817282956 48.19274582012901, 16.340098129700444 48.19252236558914)","6, Mittelgasse 25 bis 29",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,10,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.42300,42300,"LINESTRING (16.339633524386866 48.19255374029601, 16.339744756486237 48.1928815074907)","6, Wallgasse 22-24",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,10,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.42301,42301,"LINESTRING (16.34054728073091 48.19319021437356, 16.340783058141366 48.19327705449859)","6, Spalowskygasse 1",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.42302,42302,"LINESTRING (16.34100004873729 48.193287347075255, 16.340933416386473 48.19337141498875)","6, Aegidigasse 16",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,2,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.42303,42303,"LINESTRING (16.34067136332597 48.193608378654645, 16.34083060245426 48.19340671424709)","6, Aegidigasse 15 bis 17",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.42304,42304,"LINESTRING (16.340123220982196 48.194302835121775, 16.340378872150232 48.193981267204286)","6, Aegidigasse 23 bis 21",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,8,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.42305,42305,"LINESTRING (16.342040804534015 48.19335143819961, 16.34177361785541 48.193687670462715)","6, Bürgerspitalgasse 16",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,8,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.42306,42306,"LINESTRING (16.34096489303202 48.19459358719545, 16.341089438556 48.19443356357558)","6, Bürgerspitalgasse 23",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.42307,42307,"LINESTRING (16.36442505013483 48.20002724454065, 16.36453898214891 48.20009098595116)","6, Papagenogasse 3",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,2,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.42308,42308,"LINESTRING (16.371866664768714 48.209611355513005, 16.372148834642516 48.20947314671064)","1, Brandstätte 3 bis 5",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.42309,42309,"LINESTRING (16.347434602767663 48.199142474550335, 16.347710901205385 48.199176986336816)","7, Richtergasse 7 bis 9",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.42310,42310,"LINESTRING (16.343644890515534 48.198266503052515, 16.343971253938623 48.19832073471671)","7, Apollogasse 3",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.42311,42311,"LINESTRING (16.343282340758503 48.19872525679907, 16.343203727940402 48.19890665327056)","7, Schottenfeldgasse 19 bis 21",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.42312,42312,"LINESTRING (16.36457778856594 48.20011227107809, 16.364785469622973 48.20022977496243)","6, Papagenogasse 1A",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.42313,42313,"LINESTRING (16.363920767515445 48.200568798368174, 16.364300313850066 48.20082770957444)","6, Lehargasse 2",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,12,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.42314,42314,"LINESTRING (16.362893693658854 48.19986320327513, 16.363662965314823 48.20039182851983)","6, Lehargasse 4",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,24,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.42315,42315,"LINESTRING (16.364046466713617 48.199942710309365, 16.36395823611379 48.20001221202198)","6, Millöckergasse 6",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,2,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.42316,42316,"LINESTRING (16.361533949015243 48.1995528991503, 16.36174526204075 48.19934226981022)","6, Girardigasse 10",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.42317,42317,"LINESTRING (16.361781012810994 48.19930585512919, 16.361897341696356 48.19919018896347)","6, Girardigasse 8",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,3,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.42318,42318,"LINESTRING (16.362238628094293 48.19876216733829, 16.362350683712773 48.19864971224566)","6, Girardigasse 1",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,3,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.42319,42319,"LINESTRING (16.36213938205492 48.19824296232319, 16.361502717030206 48.197934469890626, 16.36137313508339 48.197872633204064, 16.36124071000874 48.197817458701756)","6, Linke Wienzeile 24 bis 30",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,16,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.42320,42320,"LINESTRING (16.359819728388842 48.19873091093147, 16.359678857438617 48.19888584320147)","6, Laimgrubengasse 17",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
