FID,SHAPE,STRNAM,ZEITRAUM,STELLPL_ANZ,BESCHREIBUNG,WEBLINK2,BEZIRK,SE_SDO_ROWID,SE_ANNO_CAD_DATA,KATEGORIE,KATEGORIE_TXT
BEHINDERTENPARKPLATZOGD.475804,POINT (16.342379240836312 48.179735942462905),Malfattigasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,12,475804,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475805,POINT (16.37875800461472 48.230029754716824),Adolf-Gstˆttner-Gasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,20,475805,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475806,POINT (16.334657012351414 48.172722988221835),Unter-Meidlinger Straﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,12,475806,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475807,POINT (16.39268828009849 48.19199690522873),Steingasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,3,475807,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475808,POINT (16.334882535415197 48.19221395726708),Turnergasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,15,475808,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475809,POINT (16.399367346968678 48.198585642642534),Keinergasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,3,475809,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475810,POINT (16.34812887278514 48.228547086916834),Michaelerstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,18,475810,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475811,POINT (16.410960284288876 48.17519677752779),Drisch¸tzgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,11,475811,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475812,POINT (16.526531706057533 48.21328208970857),Colerusgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,22,475812,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475813,POINT (16.38846736319075 48.20538926568228),Czapkagasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,3,475813,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475814,POINT (16.33443398496713 48.20402289544284),Gablenzgasse,Mo.-Sa. (w.) v. 8-19h,4,Einkaufzentrum,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,15,475814,,1,Allgemein
BEHINDERTENPARKPLATZOGD.475815,POINT (16.39347020831264 48.194392625336995),Eslarngasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,3,475815,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475816,POINT (16.380624074256716 48.16143184831644),Grenzackerstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,475816,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474815,POINT (16.347929487912673 48.24594328847205),Saarplatz,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,19,474815,,2,Privat ohne Kennzeichen
BEHINDERTENPARKPLATZOGD.474816,POINT (16.292401986164002 48.143168080941784),Breitenfurter Straﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,23,474816,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474817,POINT (16.334141391961708 48.18098738255832),Mandlgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,12,474817,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474818,POINT (16.336090079561288 48.18298094761019),Aﬂmayergasse,So. 17h - Do. 24h,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,12,474818,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474819,POINT (16.450549664003034 48.24308823948105),Siebenb¸rgerstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,22,474819,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474820,POINT (16.449097295861613 48.24033592178616),Siebenb¸rgerstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,22,474820,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474821,POINT (16.448214280624036 48.244398603367415),Riemenschneidergasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,22,474821,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474822,POINT (16.45585416947573 48.259464771826096),Rennbahnweg,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,22,474822,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474823,POINT (16.446202368877945 48.24357097886854),Steigenteschgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,22,474823,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474824,POINT (16.35374205272571 48.24439236339789),Nuﬂwaldgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,19,474824,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474825,POINT (16.365023988508412 48.230275523031224),Treustraﬂe,Mo.-Fr. (w.) v. 8-18h,2,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,20,474825,,2,Privat ohne Kennzeichen
BEHINDERTENPARKPLATZOGD.474826,POINT (16.376325587727692 48.21758363480674),Im Werd,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,2,474826,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474827,POINT (16.405603557174963 48.19826242426498),Dietrichgasse,von 7-22h,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,3,474827,,2,Privat ohne Kennzeichen
BEHINDERTENPARKPLATZOGD.474828,POINT (16.405546833972465 48.19829565694016),Dietrichgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,3,474828,,2,Privat ohne Kennzeichen
BEHINDERTENPARKPLATZOGD.474829,POINT (16.368338308517504 48.19203522221024),Graf-Starhemberg-Gasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,4,474829,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474830,POINT (16.352788259126147 48.185603542480465),Kohlgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,5,474830,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474831,POINT (16.236520081183034 48.204384329254154),Br¸ckenweg,,3,"S-Bahnstation, Park&Ride Wolf in der Au",http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,14,474831,,1,Allgemein
BEHINDERTENPARKPLATZOGD.474832,POINT (16.334765697079355 48.21236584976981),Friedmanngasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,16,474832,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474833,POINT (16.28394353667013 48.13768577106014),Rudolf-Waisenhorn-Gasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,23,474833,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474834,POINT (16.2979447411331 48.17587892249341),Maxingstraﬂe,von 7-18h,1,Friedhof Hietzing,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,13,474834,,1,Allgemein
BEHINDERTENPARKPLATZOGD.474835,POINT (16.38745146366582 48.21986364521419),Fugbachgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,2,474835,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474836,POINT (16.388823894025847 48.21893552630058),Heinestraﬂe,,1,Haus der Begegnung,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,2,474836,,1,Allgemein
BEHINDERTENPARKPLATZOGD.474837,POINT (16.320198623050924 48.14696190120051),Gerˆgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,23,474837,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474838,POINT (16.33542347148228 48.172716791891986),Unter-Meidlinger-Straﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,12,474838,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474839,POINT (16.334886844518152 48.17271583441812),Unter-Meidlinger-Straﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,12,474839,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474840,POINT (16.368040028300417 48.2134234056962),Renngasse,Mo-Fr. (w.) v. 7.30-15.30h,1,Stadtschulrat,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,1,474840,,1,Allgemein
BEHINDERTENPARKPLATZOGD.474841,POINT (16.374887629504645 48.208499701781015),Strobelgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,1,474841,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474869,POINT (16.414874128998918 48.17317224495098),Grillgasse,,1,Einkaufsstraﬂe,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,11,474869,,1,Allgemein
BEHINDERTENPARKPLATZOGD.474870,POINT (16.454997873104244 48.16028344829906),Kaiser-Ebersdorfer Straﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,11,474870,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474871,POINT (16.45421219188963 48.15488245805189),Widholzgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,11,474871,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474872,POINT (16.33232890288853 48.1974192795232),Tannengasse,,1,Polizei,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,15,474872,,1,Allgemein
BEHINDERTENPARKPLATZOGD.474873,POINT (16.32716929559293 48.209453403096504),Richard-Wagner-Platz,Mo-Fr (w) v. 8-16h,1,Amtshaus,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,16,474873,,1,Allgemein
BEHINDERTENPARKPLATZOGD.474874,POINT (16.379820113547034 48.16825810686656),Rechberggasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,474874,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474875,POINT (16.372157331004047 48.17423153075983),Rotenhofgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,474875,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474876,POINT (16.372633739544177 48.21198664829309),Sterngasse,Mo-Sa. (w.) v. 11-18h,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,1,474876,,2,Privat ohne Kennzeichen
BEHINDERTENPARKPLATZOGD.474877,POINT (16.373404477687803 48.21338550279003),Gonzagagasse,,2,"Fuﬂg‰ngerzone, Donaukanal",http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,1,474877,,1,Allgemein
BEHINDERTENPARKPLATZOGD.474878,POINT (16.365898568264306 48.163297627271604),Sahulkastraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,474878,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474879,POINT (16.36350785952517 48.163473547619276),Sahulkastraﬂe,Mo.-Fr. (w.) v. 9-18h,1,"Einkaufszentrum, Fach‰rzte",http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,474879,,1,Allgemein
BEHINDERTENPARKPLATZOGD.474880,POINT (16.365345008066875 48.163348398276874),Sahulkastraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,474880,,2,Privat ohne Kennzeichen
BEHINDERTENPARKPLATZOGD.474881,POINT (16.359130922076453 48.17148408349976),Malborghetgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,474881,,2,Privat ohne Kennzeichen
BEHINDERTENPARKPLATZOGD.474882,POINT (16.334087701972916 48.2007857769482),Zinckgasse,Mo.-Sa. (w.) v. 8-18h,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,15,474882,,1,Allgemein
BEHINDERTENPARKPLATZOGD.474883,POINT (16.382694749180594 48.163796313037125),Favoritenstraﬂe,Mo.-Fr. (w.) v. 7.30-18h,1,Amtshaus,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,474883,,1,Allgemein
BEHINDERTENPARKPLATZOGD.474884,POINT (16.39571436526791 48.14672676807878),Johann-Pˆlzer-Gasse,,2,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,474884,,2,Privat ohne Kennzeichen
BEHINDERTENPARKPLATZOGD.474885,POINT (16.367625351693608 48.16723123942686),Leebgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,474885,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474886,POINT (16.367975150451816 48.16822772428794),Leebgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,474886,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474887,POINT (16.357469700532505 48.20693330631469),Schmerlingplatz,v. 7-24h,1,"Justizpalast, Oberster Gerichtshof",http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,1,474887,,1,Allgemein
BEHINDERTENPARKPLATZOGD.474888,POINT (16.352079069687168 48.209522602646565),Lange Gasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,8,474888,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474889,POINT (16.361033165898064 48.217866818888616),Berggasse,Mo.-Fr. (w.) v. 7-19h,1,Polizei,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,9,474889,,1,Allgemein
BEHINDERTENPARKPLATZOGD.474890,POINT (16.391952098005323 48.17312190246932),Randhartingergasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,474890,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474891,POINT (16.395294243917363 48.172757623768156),Quellenstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,474891,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474892,POINT (16.395209966793285 48.17277232613972),Quellenstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,474892,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474893,POINT (16.395164207089348 48.172780243489846),Quellenstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,474893,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474894,POINT (16.394807062328656 48.17284131976774),Quellenstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,474894,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474895,POINT (16.394685672834953 48.17286174917204),Quellenstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,474895,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474896,POINT (16.393875785684138 48.1730008305632),Quellenstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,474896,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474897,POINT (16.379480316633668 48.17388883979262),Reumannplatz,,2,Amalienbad,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,474897,,1,Allgemein
BEHINDERTENPARKPLATZOGD.474898,POINT (16.37888765093444 48.175188899796275),Quellenstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,474898,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474899,POINT (16.382430043603684 48.175174220866),Gellertplatz,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,474899,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474900,POINT (16.346939484844363 48.18851420519058),Schˆnbrunner Straﬂe,,1,"Pflege-, Patientinnen- u. Patientenanwaltschaft",http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,5,474900,,1,Allgemein
BEHINDERTENPARKPLATZOGD.474901,POINT (16.348490813320847 48.1998090741938),Lindengasse,v. 9-20h,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,7,474901,,2,Privat ohne Kennzeichen
BEHINDERTENPARKPLATZOGD.474902,POINT (16.34876603513243 48.199307948001255),Richtergasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,7,474902,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474903,POINT (16.407667117787696 48.25956265192739),Pilzgasse,Mo.-Fr. (w.) v. 7-18h,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,21,474903,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474904,POINT (16.4503367618679 48.24709884692039),Am Freihof,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,22,474904,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474905,POINT (16.469088287851267 48.15533195202111),Hoefftgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,11,474905,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474906,POINT (16.46901737473917 48.15535960741504),Hoefftgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,11,474906,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474907,POINT (16.314818116030423 48.13210646999946),Karl-Tornay-Gasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,23,474907,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474908,POINT (16.418338292281284 48.174412340329255),Krausegasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,11,474908,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474909,POINT (16.343760228083305 48.22648456426401),W‰hringer Straﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,18,474909,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474910,POINT (16.363473801626228 48.210963783041976),Schenkenstraﬂe,Mo.-Fr. (w.) v. 7-19h,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,1,474910,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474911,POINT (16.36397660768333 48.21188733160174),Teinfaltstraﬂe,v. 9-24h,2,Sanit‰tsfachgesch‰ft,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,1,474911,,1,Allgemein
BEHINDERTENPARKPLATZOGD.474912,POINT (16.367087789563943 48.21087736164758),Am Hof,von 7-24h,4,"Polizei, Fuﬂg‰ngerzone, div. Veranst.(M‰rkte) am P",http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,1,474912,,1,Allgemein
BEHINDERTENPARKPLATZOGD.474913,POINT (16.488477960861808 48.21789981038328),Wimpffengasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,22,474913,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474914,POINT (16.394916399837978 48.22997410622312),Vorgartenstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,2,474914,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474915,POINT (16.33667969688033 48.17635265584634),Murlingengasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,12,474915,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474916,POINT (16.31754466856233 48.20154001968496),Oeverseestraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,15,474916,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474917,POINT (16.32476926702346 48.19926684115219),Tannh‰userplatz,Mo.-Fr.(werkt.) v. 5.30-16.00,2,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,15,474917,,2,Privat ohne Kennzeichen
BEHINDERTENPARKPLATZOGD.474918,POINT (16.331632931228622 48.19658248308003),Pouthongasse,Mo.-Fr.(w.)v.7-15h,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,15,474918,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474919,POINT (16.321346802413302 48.18910874830231),Jheringgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,15,474919,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474920,POINT (16.30542084708735 48.221241135372466),Rosa-Luxemburg-Gasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,16,474920,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474921,POINT (16.477665473655307 48.23939985118872),Ziegelhofstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,22,474921,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474922,POINT (16.301932823700522 48.22347667221948),Spinozagasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,17,474922,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474923,POINT (16.366733757855414 48.233553788287374),Pappenheimgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,20,474923,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474924,POINT (16.41552001595684 48.17374944231782),Grillgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,11,474924,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474925,POINT (16.419433565828104 48.185522219558074),Guglgasse,Mo-Fr (w) v. 7-18h,1,Ambulatorium,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,11,474925,,1,Allgemein
BEHINDERTENPARKPLATZOGD.474926,POINT (16.306075985228595 48.21357115861281),Thaliastraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,16,474926,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474927,POINT (16.441427773997326 48.2522756009395),Anton-Sattler-Gasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,22,474927,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474928,POINT (16.420748755140885 48.24020600547802),Arbeiterstrandbadstraﬂe,v.1.5.-30.9.,4,Bundessportbad Alte Donau,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,22,474928,,1,Allgemein
BEHINDERTENPARKPLATZOGD.474929,POINT (16.441325327708633 48.25004388342879),Donaufelder Straﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,22,474929,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474930,POINT (16.404239398199465 48.193535966418025),Baumgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,3,474930,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474931,POINT (16.413441800361852 48.27663213363729),Carrogasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,21,474931,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474932,POINT (16.340796920934885 48.1927897876901),Mittelgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,6,474932,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474933,POINT (16.25689574789297 48.16654507985282),Lainzerbachstraﬂe,,1,"Lainzer Tiergarten, Hermesvilla, Lainzer Tor",http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,13,474933,,1,Allgemein
BEHINDERTENPARKPLATZOGD.474934,POINT (16.257262043716935 48.16668125764259),Lainzerbachstraﬂe,,3,"Lainzer Tiergarten, Hermesvilla, Lainzer Tor",http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,13,474934,,1,Allgemein
BEHINDERTENPARKPLATZOGD.474935,POINT (16.288764636365496 48.191241440001036),Kaltenb‰ckgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,14,474935,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474936,POINT (16.47218430787276 48.23432368882639),Emichgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,22,474936,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474937,POINT (16.324282859354216 48.21447975887844),Baldiagasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,16,474937,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474938,POINT (16.33078797363048 48.21339540270565),Brestelgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,16,474938,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474939,POINT (16.330782554848888 48.2133412028764),Brestelgasse,Mo.-Fr.(w.),1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,16,474939,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474940,POINT (16.352250622230347 48.142389514316655),Jochen-Rindt-Straﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,23,474940,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474941,POINT (16.35274604289958 48.205365281814004),Neustiftgasse,,6,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,7,474941,,1,Allgemein
BEHINDERTENPARKPLATZOGD.474942,POINT (16.351572198032894 48.20468402500415),Kirchengasse,,7,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,7,474942,,1,Allgemein
BEHINDERTENPARKPLATZOGD.474943,POINT (16.350893267866866 48.204107290772114),Burggasse,,3,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,7,474943,,1,Allgemein
BEHINDERTENPARKPLATZOGD.474944,POINT (16.35217665762301 48.204264361492285),Burggasse,,7,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,7,474944,,1,Allgemein
BEHINDERTENPARKPLATZOGD.474945,POINT (16.354396303058678 48.20415805756648),Burggasse,,6,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,7,474945,,1,Allgemein
BEHINDERTENPARKPLATZOGD.474946,POINT (16.370127524410577 48.23487452006462),J‰gerstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,20,474946,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474947,POINT (16.348165968914138 48.21395875318986),Lederergasse,Mo.-Fr. (w.) v. 8.30-15h,1,Psychologische Studentenberatung,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,8,474947,,1,Allgemein
BEHINDERTENPARKPLATZOGD.474948,POINT (16.344814495891363 48.21230091155077),Florianigasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,8,474948,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474949,POINT (16.312467245528367 48.21366026885894),Ottakringer Straﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,16,474949,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474842,POINT (16.37493338775666 48.20854592248433),Strobelgasse,v. 9-24h,1,Fussg‰ngerzone,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,1,474842,,1,Allgemein
