FID,OBJECTID,SHAPE,TEXT13ID,F_TYP,T_TEXT,T_LANG,O,P,O_UEREG,O_REGION,O_LOKAL,P_WLD,P_WAS,P_WIE,P_WGT,P_LW,P_PK,P_GPK,P_GST,P_SGR,P_AGR,P_RGR,P_URB,Q_MOB,Q_SPI,Q_GRI,Q_HUN,Q_BAB,Q_WC,Q_SPO,Q_TRB,UMFANG,FLAECHE,SE_ANNO_CAD_DATA
OEFFGRUENFLOGD.663,663,"POLYGON ((16.3440893170035 48.24572834135892, 16.34357728895321 48.245836574019805, 16.34345231384736 48.24564969434772, 16.34318897967558 48.2458321022254, 16.34312071083793 48.245794729246796, 16.343156251650246 48.24576044169262, 16.343414199901908 48.24557803243406, 16.344536307315096 48.244784594728365, 16.344953467317612 48.245052108485005, 16.345069783023302 48.24497509493691, 16.345364783778628 48.244998395971706, 16.34548625569698 48.2451422759734, 16.345505008030443 48.24534461960746, 16.345507235463423 48.24537637772361, 16.345259843040218 48.245436257801096, 16.344824966468167 48.245523694130846, 16.3440893170035 48.24572834135892))",Strauss-Lann*,L,Strauss-Lanner-Park,Strauss-Lanner-Park,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,485.368128,9354.504552,
OEFFGRUENFLOGD.664,664,"POLYGON ((16.349564586104165 48.245914996556664, 16.348953188652455 48.245972959986545, 16.348082607975474 48.24605539716814, 16.348061355714936 48.24557145722929, 16.348085888583483 48.2455648887883, 16.348101484878644 48.245596735383955, 16.349076242585333 48.245405165596566, 16.34908917559778 48.2454344816973, 16.349363829933143 48.2453805814433, 16.349301379002693 48.245285579055974, 16.349475397341678 48.2452455817585, 16.349564586104165 48.245914996556664))",Saarpark,L,Saarpark,Saarpark,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,370.754695,6371.748122,
OEFFGRUENFLOGD.665,665,"POLYGON ((16.33868810279097 48.23700301174243, 16.337872714049347 48.23699796892106, 16.33787402957707 48.23613519025051, 16.338689269616815 48.236132926146205, 16.33868810279097 48.23700301174243))",Linneplatz,L,Linneplatz,Linneplatz,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313.820722,5835.074062,
OEFFGRUENFLOGD.666,666,"MULTIPOLYGON (((16.334491079886526 48.23699488095519, 16.333454511839136 48.23700048293464, 16.33212356034364 48.23662694961618, 16.331564376998234 48.2363894538023, 16.331141024886545 48.236177817295776, 16.330370523665643 48.23575538512951, 16.329868579697457 48.23543273055486, 16.329240393234638 48.23496420940541, 16.328752866270857 48.23455695863641, 16.329286602967727 48.23437572382745, 16.33004440622159 48.234118337384615, 16.33091495451519 48.23397055488031, 16.332123763899233 48.233966668017864, 16.337674188848357 48.2339484558389, 16.337675642725742 48.234375911276906, 16.337680982811005 48.23594380758204, 16.33761204720703 48.23599214663133, 16.334498380089475 48.235977532923755, 16.334491079886526 48.23699488095519), (16.331677734750624 48.23469537652595, 16.33212367429557 48.23513774245324, 16.33242909278555 48.23544099018226, 16.332626040435084 48.235354999368866, 16.332123694315378 48.23487609888288, 16.33185166138841 48.23461669307272, 16.331677734750624 48.23469537652595)))",Türkenschanz*,R,Türkenschanzpark,Türkenschanzpark,10,1000110000,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,12345,1,2009.956034,153529.845881,
OEFFGRUENFLOGD.667,667,"POLYGON ((16.34870576369836 48.24288918993211, 16.3489019912214 48.24336833340812, 16.34891914087658 48.243410205263636, 16.348908387262306 48.24342538235961, 16.348717540025735 48.24336835387654, 16.348714618218267 48.243367510643566, 16.348267714974092 48.24323378630929, 16.348043424708347 48.24316664299172, 16.347918070522418 48.243129277884776, 16.34768930068376 48.243080682652185, 16.347710578708917 48.24304639421761, 16.348611378506714 48.242868965756074, 16.34870576369836 48.24288918993211))",Richard-Eybn*,L,Richard-Eybner-Park,Richard-Eybner-Park,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241.594109,2637.778008,
OEFFGRUENFLOGD.668,668,"POLYGON ((16.302010364292215 48.23506533396371, 16.302043935161723 48.235190078680645, 16.302031253325573 48.23523243259477, 16.301973059054543 48.23529383847338, 16.301952257460435 48.23540058081559, 16.301870220329544 48.23548554157969, 16.30181013136274 48.23556133582496, 16.301759710985433 48.23567238600788, 16.301729571384502 48.2358119954224, 16.30170664229877 48.23601906447556, 16.301263682640315 48.23602440813427, 16.301393604814272 48.235434978901615, 16.301382435467207 48.23519834547443, 16.301411262480944 48.2351674402609, 16.301696903169823 48.2349828861012, 16.301918274975076 48.23492334103063, 16.302010364292215 48.23506533396371))",Hans-Bock-Pa*,L,Hans-Bock-Park,Hans-Bock-Park,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,305.392588,4201.773916,
OEFFGRUENFLOGD.669,669,"POLYGON ((16.310370516190954 48.241342792528116, 16.31043409274223 48.24130785223001, 16.310328775846216 48.24111078934187, 16.310191268950064 48.24094222732467, 16.31070536840564 48.24049996991494, 16.311231088935582 48.240785166695474, 16.311254733985304 48.24088796322673, 16.310232055995034 48.241488658789216, 16.31011997500927 48.24149535592944, 16.310112449179005 48.24148461913878, 16.3101752571259 48.24145010238745, 16.310225000909906 48.24143600245796, 16.310281364800993 48.24142123040563, 16.310325994232702 48.24139573589591, 16.31038256905762 48.241362851687036, 16.310370516190954 48.241342792528116))",Pötzleinsdor*,L,Pötzleinsdorf Straßenbah*,Pötzleinsdorf Straßenbahnschleife,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,312.57646,3969.399737,
OEFFGRUENFLOGD.670,670,"POLYGON ((16.28316573558421 48.22565699239506, 16.2833271618175 48.22601117181148, 16.282555571751857 48.22611142626605, 16.282525597316322 48.226073753502185, 16.28256343720785 48.22592285526738, 16.282722972484205 48.22575037330729, 16.282972084790604 48.22563301555434, 16.28302875832763 48.22562067612181, 16.28316573558421 48.22565699239506))",Park Röntgen*,L,Park Röntgengasse,Parkanlage Röntgengasse,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,12,0,181.900529,2068.831707,
OEFFGRUENFLOGD.671,671,"POLYGON ((16.336433569250865 48.22821580054937, 16.336373001914886 48.228365131916284, 16.33517831702012 48.22871024100382, 16.335066202617043 48.22843482503088, 16.33507882818406 48.22841406985825, 16.33623369379291 48.228172633942236, 16.336376230931158 48.22816004322293, 16.336433569250865 48.22821580054937))",Norbert-Lieb*,L,Norbert-Liebermann-Park,Norbert-Liebermann-Park,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,256.242039,2854.504403,
OEFFGRUENFLOGD.672,672,"POLYGON ((16.33448097550333 48.2328526994492, 16.334487274781107 48.23374948352982, 16.333847874380204 48.23374216613606, 16.333842797557438 48.23284987861167, 16.33448097550333 48.2328526994492))",Joseph-Kainz*,L,Joseph-Kainz-Park,Joseph-Kainz-Park,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,293.857214,4720.048096,
OEFFGRUENFLOGD.673,673,"MULTIPOLYGON (((16.350818760690476 48.2336853149627, 16.34928275190711 48.233797916203436, 16.349237881230582 48.23362170983258, 16.3492844550307 48.233616366155275, 16.34923847462497 48.23331172891009, 16.34916671529333 48.2333156725154, 16.349123743497103 48.233139748253095, 16.348949968057312 48.23315915888403, 16.348932873192453 48.23316112849919, 16.34813440872051 48.23326070267315, 16.347813288103456 48.23222494045513, 16.346938188182648 48.23231202178335, 16.346928488603528 48.23226848421656, 16.346930041932897 48.232268328488296, 16.34692808117136 48.232257794110495, 16.346931446225994 48.232257254203745, 16.346931373347303 48.23225635309806, 16.346931369297277 48.23225629734101, 16.34693050150026 48.23224556321208, 16.346898722332753 48.2322398375851, 16.346879618221095 48.232236395013636, 16.346866825599413 48.232212744261375, 16.346852282365795 48.232185586347725, 16.34683973755993 48.232162480553235, 16.3468043438275 48.23209682855506, 16.346796533628208 48.23208235033064, 16.34678815517061 48.23206680017647, 16.346780066233336 48.23205178508647, 16.346771831870136 48.23203650201381, 16.346730401583738 48.23195960373367, 16.346730012421993 48.23195888072136, 16.34671947045791 48.23194126503862, 16.346708333352186 48.23192273031111, 16.346699446266424 48.23190780252247, 16.346697678370436 48.231905290002935, 16.346685273483377 48.23188766999281, 16.34666963980992 48.231865462878844, 16.346664438462263 48.2318580736961, 16.34663724109608 48.231824082134644, 16.346635069396402 48.2318216047245, 16.34655994490998 48.231665090509374, 16.346460807426137 48.23154195645816, 16.3465203427819 48.23152686955592, 16.346621027336727 48.23150135489808, 16.346778918809814 48.23148879214513, 16.346736603334318 48.231289430748475, 16.34673167872194 48.231266231600756, 16.346775632770452 48.23126172824082, 16.34695222957432 48.231243635419354, 16.34723960295888 48.23121438010513, 16.347428583281125 48.231197544385836, 16.347608333009493 48.23118367612133, 16.347566130439983 48.23099083503542, 16.34778495688703 48.2309391023484, 16.348096152664745 48.23090900070005, 16.348949357715963 48.230730730633795, 16.349352333894934 48.23064665460239, 16.34968834158929 48.23230584965893, 16.350128899210457 48.23226673396031, 16.350513457404034 48.232219189865, 16.350724062064156 48.23302573440751, 16.350818760690476 48.2336853149627), (16.348949452429345 48.231107599003714, 16.348652117037293 48.23112505528733, 16.34870577783659 48.23148393326593, 16.348949541988823 48.231463952197316, 16.349146733682783 48.2314476289396, 16.34908499363736 48.23109943413367, 16.348949452429345 48.231107599003714), (16.346651463968033 48.23160464820543, 16.34671179620342 48.23182932454155, 16.346775537835242 48.231825165581505, 16.346721076889278 48.2316009302971, 16.346651463968033 48.23160464820543), (16.34721959768682 48.23223920522191, 16.34720169937931 48.23224080414071, 16.34720106000971 48.232240860859484, 16.3471566407857 48.23224545165968, 16.347113302410964 48.2322498804622, 16.347106133414645 48.23225061768984, 16.34721959768682 48.23223920522191)))",Währinger Pa*,L,Währinger Park,Währinger Park,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1245,1,1460.941451,57020.131903,
OEFFGRUENFLOGD.674,674,"POLYGON ((16.32885286046067 48.23481776586853, 16.32823564311336 48.23491327763785, 16.3279490393941 48.23498351666962, 16.32764183331566 48.2350880398082, 16.32745174358059 48.23517458467252, 16.327113566577154 48.23532154087929, 16.327277564587916 48.23510403206375, 16.328603854642495 48.23461709067729, 16.32885286046067 48.23481776586853))",Türkenschanz*,L,Türkenschanzplatz,Türkenschanzplatz,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,310.900196,2002.715993,
OEFFGRUENFLOGD.675,675,"POLYGON ((16.30869658486495 48.22280832694216, 16.309323854794513 48.22284304235347, 16.309397039391875 48.2228944884935, 16.309110723917335 48.22300711767497, 16.30916208371177 48.22307570249654, 16.308408239319213 48.223339978204244, 16.308270571309716 48.22317329109517, 16.308227070213416 48.2229768359209, 16.30824436051594 48.22286161531621, 16.30825961362931 48.22277787025457, 16.30869658486495 48.22280832694216))",Kongreßpark,L,Kongreßpark/Kainzga,Kainzgasse,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,12,1,249.284876,3243.484789,
OEFFGRUENFLOGD.676,676,"POLYGON ((16.30180007776387 48.22952717210072, 16.301758052947267 48.22947095242507, 16.304219016674065 48.22894837148695, 16.30547053306273 48.22866064993088, 16.305470505939038 48.22870617772094, 16.30538636155763 48.22874128433406, 16.304939378531405 48.2288712842726, 16.30473952368825 48.22896593862789, 16.30432405220378 48.22915215189923, 16.30399799765567 48.22926447577153, 16.30379817507945 48.22932399947376, 16.303393268548685 48.22939414411981, 16.303051497506807 48.229432829472614, 16.302759117958924 48.229416422631175, 16.302457382324235 48.229404553850756, 16.30180007776387 48.22952717210072))",Josef-Kaderk*,L,Josef-Kaderka-Park,Josef-Kaderka-Park,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,596.48595,5086.636435,
OEFFGRUENFLOGD.677,677,"POLYGON ((16.33482490135329 48.22714964544945, 16.33479146688981 48.22709986082309, 16.334725572558785 48.22710657886298, 16.334667294885936 48.227061792302464, 16.334628802797738 48.22700585445559, 16.33460242586465 48.226889123070215, 16.334526248390986 48.22682223015307, 16.33445962665706 48.22677194046697, 16.334472549892002 48.22669495929852, 16.334571072710613 48.226648286170196, 16.334679574014242 48.2266513164075, 16.33481188617276 48.226591987412974, 16.334790460198636 48.226548914496775, 16.334875119635484 48.22649657527048, 16.335015828402888 48.22650053810484, 16.335109260014537 48.22645864252753, 16.335147669502177 48.226396394060764, 16.335260458113247 48.22632993552354, 16.335349826912644 48.226313118915144, 16.3353951839177 48.22633043099372, 16.335677270139346 48.22681409455825, 16.33482490135329 48.22714964544945))",Ebner-Eschen*,L,Ebner-Eschenbach-Park,Ebner-Eschenbach-Park,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,285.006133,4592.9704,
OEFFGRUENFLOGD.678,678,"POLYGON ((16.247714790264123 48.22006958187599, 16.247487042428574 48.22095439019231, 16.24727612923484 48.221752088812046, 16.24723031146794 48.221788026055, 16.24694794342881 48.221799892577906, 16.246907593583813 48.22178609007901, 16.246882478651052 48.22175571869825, 16.247055159370507 48.22097035680569, 16.24706290290236 48.22069550938588, 16.24707720279656 48.22044090163478, 16.247245454408056 48.220422483323105, 16.24737547956979 48.220333214158366, 16.24752804278437 48.2201222730581, 16.24762600207455 48.22005068464572, 16.247714790264123 48.22006958187599))",Karl-Bekehrt*,L,Karl-Bekehrty-Straße,Karl-Bekehrty-Straße,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,440.854579,5670.097522,
OEFFGRUENFLOGD.679,679,"POLYGON ((16.315514959037824 48.23244787131857, 16.31529798305195 48.23242085294454, 16.31446829440214 48.23231727910165, 16.314459717310633 48.23193956562717, 16.315298239641084 48.23178627457396, 16.31552264356651 48.23174500216929, 16.315514959037824 48.23244787131857))",Park Herbeck*,L,Park Herbeckstraße,Parkanlage Herbeckstraße,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,281.140599,4707.301528,
OEFFGRUENFLOGD.680,680,"POLYGON ((16.32207480277568 48.21899759955304, 16.322025541171524 48.21902781057236, 16.32200386844934 48.21905199952724, 16.321996059646704 48.21906521851823, 16.321987304893476 48.219092826449035, 16.321905078377785 48.21910324842725, 16.321885521019976 48.219034844043854, 16.321859351215206 48.21900407071915, 16.32159082602085 48.21824018066742, 16.321628379500105 48.218210114051296, 16.322257780886805 48.2181438667168, 16.32253142589716 48.21892040290679, 16.32249796486574 48.21892456909572, 16.322525051162057 48.219022836949854, 16.322350729937533 48.21904528751912, 16.3223076093192 48.219008869067416, 16.322247193007623 48.21898458029721, 16.322158377410982 48.2189775549347, 16.32207480277568 48.21899759955304))",Clemens-Hofb*,L,Clemens-Hofbauer-Platz,Clemens-Hofbauer-Platz,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,125,1,308.866008,4863.000852,
OEFFGRUENFLOGD.681,681,"POLYGON ((16.248033522712998 48.20959390961276, 16.24843227355664 48.20962259935795, 16.248616333877088 48.20970199184986, 16.24863985093499 48.20979559452124, 16.24863275831112 48.20985207796467, 16.248445558555662 48.210666379908915, 16.248182957990196 48.21095677145883, 16.248031042438537 48.21104124684818, 16.247118052085415 48.211549502117464, 16.245896631210364 48.21197741275805, 16.245464815443654 48.21199393553547, 16.245047781912724 48.21187276043505, 16.244537283205304 48.21150307304956, 16.244368306351998 48.21132476117137, 16.244374034327564 48.21114152982125, 16.24438970316606 48.21095437187716, 16.244415085940272 48.21045527091501, 16.24456008461334 48.2101765979596, 16.24497397741309 48.20993748328172, 16.245415234424293 48.20982204485248, 16.247699080798846 48.209569765410365, 16.248033522712998 48.20959390961276))",Wolfersberg,L,Wolfersberg,Wolfersberg,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,945.60642,62097.147161,
OEFFGRUENFLOGD.682,682,"POLYGON ((16.2452168795522 48.207709334203535, 16.244947103336006 48.20771755184727, 16.24444851312198 48.20778095148446, 16.24410221505673 48.2078554308471, 16.244083151733648 48.207825344206455, 16.244969441059368 48.2073603721412, 16.24502420847593 48.20733174975573, 16.245038538802692 48.20736042686213, 16.245083333840668 48.2074503941134, 16.24517415636791 48.20744653142421, 16.2452168795522 48.207709334203535))",Franz-Sauer-*,L,Franz-Sauer-Park,Franz-Sauer-Park,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,227.439351,1921.209714,
OEFFGRUENFLOGD.683,683,"POLYGON ((16.212355317651763 48.20803137616287, 16.21225504433542 48.20810096537884, 16.21224696696941 48.20810517178442, 16.211984793480937 48.2079188427494, 16.212021813441112 48.20779607002363, 16.2121590781056 48.207730173905965, 16.212259672357273 48.2077448961828, 16.21269574049697 48.208019601131085, 16.212489903876953 48.20801353452702, 16.212355317651763 48.20803137616287))",Park Mühlber*,L,Park Mühlbergstraße,Parkanlage Mühlbergstraße,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,144.137128,1095.815762,
OEFFGRUENFLOGD.684,684,"POLYGON ((16.403019925738295 48.22500045847583, 16.402946550348023 48.22517952155218, 16.40288887469232 48.225298994928416, 16.402866794339385 48.225465662532464, 16.402997611951417 48.22562240449441, 16.403856706031426 48.22608757715394, 16.404020386986897 48.22619427415765, 16.404044256764582 48.22627969496183, 16.403362618349632 48.22679973186321, 16.403235165525107 48.22680655126929, 16.40173880355868 48.225995222137094, 16.401738850843678 48.22592383898511, 16.402407535094223 48.225363631416414, 16.40273252676689 48.22509140058301, 16.402930466756764 48.224940650334396, 16.403019925738295 48.22500045847583))",Mexikopark,L,Mexikopark,Mexikopark,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,569.560944,15511.394619,
OEFFGRUENFLOGD.685,685,"POLYGON ((16.318769976031653 48.23141447608902, 16.31874263595551 48.23145999975142, 16.318706952803293 48.23149821522209, 16.31862227438066 48.23153361290895, 16.318177119766524 48.23158047797399, 16.317609869432168 48.23164980374983, 16.317448048356507 48.23172059866271, 16.31743054864154 48.23172340618646, 16.317353829542952 48.231411444176615, 16.31852369951907 48.231268581758926, 16.318620605641758 48.23129473235596, 16.31870766989022 48.231367814790445, 16.31875303366512 48.23136163883958, 16.318769976031653 48.23141447608902))",Leopold-Rose*,L,Leopold-Rosenmayr-Park,Leopold-Rosenmayr-Park,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,12,0,261.015345,2971.172371,
OEFFGRUENFLOGD.686,686,"POLYGON ((16.317571333459476 48.190633873767574, 16.316901477187766 48.190777686881916, 16.31693947701537 48.19083895941148, 16.3158832320246 48.19108721622181, 16.315574623513335 48.19051862206687, 16.315569396032714 48.190470282658694, 16.315672695741327 48.19045568705925, 16.317415340876554 48.19034670184447, 16.317571333459476 48.190633873767574))",Gustav-Jäger*,L,Gustav-Jäger-Park,Gustav-Jäger-Park,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,387.531839,7326.884781,
OEFFGRUENFLOGD.687,687,"POLYGON ((16.308442390455326 48.18795519051996, 16.305557891851084 48.188083738938325, 16.305027453804858 48.18809259021826, 16.30457678289552 48.18807841582053, 16.304480104706563 48.18804663249029, 16.304481194169544 48.188020215238055, 16.304571843936785 48.18801546200535, 16.30450820133809 48.18784260677104, 16.305405831143037 48.187776524651625, 16.305997188775276 48.18776965438346, 16.306692507167867 48.18776280857054, 16.309241399294752 48.18769570072455, 16.31097446615553 48.187643256742966, 16.31299441524055 48.18756920507258, 16.313187918439855 48.187903116619054, 16.31314393752021 48.18790872861892, 16.31307343003312 48.18798571889936, 16.312965153089397 48.1880121147565, 16.312963665611104 48.188030100875615, 16.311904954332896 48.18802763506503, 16.31080135747857 48.18795264190649, 16.310103502582326 48.187923539162426, 16.308442390455326 48.18795519051996))",Hadikpark,L,Hadikpark,Hadikpark,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1357.877436,21382.065624,
