FID,OBJECTID,SHAPE,TEXT13ID,P_TYP,T_TEXT,T_LANG,O,P,SE_ANNO_CAD_DATA
OEFFGRUENPKTGOGD.3155,3155,POINT (16.383992517491258 48.31251546188134),Bisamberg,Z,Bisambg.-ob.Bergen,"Am Bisamberg - Oberen Bergen, Magdalenenhof",100,0,
OEFFGRUENPKTGOGD.3156,3156,POINT (16.384053625353477 48.31264665524856),Bisamberg,Z,Bisambg.-ob.Bergen,"Am Bisamberg - Oberen Bergen, Magdalenenhof",100,0,
OEFFGRUENPKTGOGD.3157,3157,POINT (16.383388366346583 48.313322268476625),Bisamberg,Z,Am Bisamberg-Falkenberg,Am Bisamberg - Falkenberg,100,1,
OEFFGRUENPKTGOGD.3158,3158,POINT (16.426841442897132 48.31021523368505),Herrnholz,Z,Herrnholz / Alte Schanzen,Herrnholz / Alte Schanzen,100,0,
OEFFGRUENPKTGOGD.3159,3159,POINT (16.430119091138554 48.31259908796997),Herrnholz,Z,Herrnholz / Alte Schanzen,Herrnholz / Alte Schanzen,100,0,
OEFFGRUENPKTGOGD.3160,3160,POINT (16.40451262726572 48.314070094652685),Stammersdorf*,Z,Stammersdorfer Ortsgraben,Stammersdorfer Ortsgraben,100,0,
OEFFGRUENPKTGOGD.3161,3161,POINT (16.414523945538072 48.312172452825685),Stammersdorf*,Z,Stammersdorfer Ortsgraben,Stammersdorfer Ortsgraben,100,0,
OEFFGRUENPKTGOGD.3162,3162,POINT (16.524483073141422 48.217933908660655),Rosenbergstr*,Z,Rosenbergstraße,Rosenbergstraße,1,0,
OEFFGRUENPKTGOGD.3163,3163,POINT (16.52349481400444 48.21793801160606),Rosenbergstr*,Z,Rosenbergstraße,Rosenbergstraße,1,0,
OEFFGRUENPKTGOGD.3164,3164,POINT (16.473784630909552 48.21135002103039),Wranitzkygas*,Z,Wranitzkygasse / Müllner*,Wranitzkygasse / Müllnermaisgasse,1,0,
OEFFGRUENPKTGOGD.3165,3165,POINT (16.473546057883624 48.21083324669758),Mühlhäufelweg,Z,Mühlhäufelweg,Mühlhäufelweg,1,0,
OEFFGRUENPKTGOGD.3166,3166,POINT (16.473561459052927 48.21024844972048),Am Mühlwasser,Z,Am Mühlwasser,Am Mühlwasser,1,0,
OEFFGRUENPKTGOGD.3167,3167,POINT (16.434319419298692 48.204988069832275),Handelskai -*,Z,Handelskai - südlich der*,Handelskai / südlich der Praterbrücke,10,0,
OEFFGRUENPKTGOGD.3168,3168,POINT (16.442083253811067 48.200173173557396),Handelskai -*,Z,Handelskai - südlich der*,Handelskai / südlich der Praterbrücke,10,0,
OEFFGRUENPKTGOGD.3169,3169,POINT (16.45061576376122 48.19374419060921),Handelskai -*,Z,Handelskai - südlich der*,Handelskai / südlich der Praterbrücke,10,0,
OEFFGRUENPKTGOGD.3170,3170,POINT (16.45607075821048 48.189990842920004),Handelskai -*,Z,Handelskai - südlich der*,Handelskai / südlich der Praterbrücke,10,0,
OEFFGRUENPKTGOGD.3171,3171,POINT (16.47051303401577 48.16615720911843),Margetinstra*,Z,Margetinstraße,Margetinstraße,1,0,
OEFFGRUENPKTGOGD.3172,3172,POINT (16.4717533729329 48.165278382165354),Margetinstra*,Z,Margetinstraße,Margetinstraße,1,0,
OEFFGRUENPKTGOGD.3173,3173,POINT (16.474003354478175 48.16466313433553),Artilleriepl*,Z,Artillerieplatz,Artillerieplatz,1,0,
OEFFGRUENPKTGOGD.3174,3174,POINT (16.47312934450886 48.16378896057026),Artilleriepl*,Z,Artillerieplatz,Artillerieplatz,1,0,
OEFFGRUENPKTGOGD.3175,3175,POINT (16.456033654871195 48.1558247438756),Park Herretw*,Z,Park Herretweg,Parkanlage Herretweg,1,0,
OEFFGRUENPKTGOGD.3176,3176,POINT (16.45374824760454 48.15851774854451),Thürnlhofstr*,Z,Thürnlhofstraße / Maidlg*,Thürnlhofstraße / Maidlgasse,1,0,
OEFFGRUENPKTGOGD.3177,3177,POINT (16.469634074936454 48.15475865189978),Flammweg,Z,Flammweg,Flammweg,1,0,
OEFFGRUENPKTGOGD.3178,3178,POINT (16.46967644412695 48.15394116982768),Flammweg,Z,Flammweg,Flammweg,1,0,
OEFFGRUENPKTGOGD.3179,3179,POINT (16.45950867757551 48.15264270081222),Park am Lebe*,Z,Park am Leberberg,Park am Leberberg,1,0,
OEFFGRUENPKTGOGD.3180,3180,POINT (16.460078555511714 48.15478946484769),Park am Lebe*,Z,Park am Leberberg,Park am Leberberg,1,0,
OEFFGRUENPKTGOGD.3181,3181,POINT (16.463018248263264 48.15443894269196),Park am Lebe*,Z,Park am Leberberg,Park am Leberberg,1,0,
OEFFGRUENPKTGOGD.3182,3182,POINT (16.462540805977845 48.15380102916996),Park am Lebe*,Z,Park am Leberberg,Park am Leberberg,1,0,
OEFFGRUENPKTGOGD.3183,3183,POINT (16.46185130915035 48.153112124727166),Park am Lebe*,Z,Park am Leberberg,Park am Leberberg,1,0,
OEFFGRUENPKTGOGD.3184,3184,POINT (16.45994038736822 48.15407504061604),Park am Lebe*,Z,Park am Leberberg,Park am Leberberg,1,0,
OEFFGRUENPKTGOGD.3185,3185,POINT (16.443365304857185 48.155786150493775),Kaiser-Ebers*,Z,Kaiser-Ebersdorf,Kaiser-Ebersdorf,1,0,
OEFFGRUENPKTGOGD.3186,3186,POINT (16.444843486520792 48.160697578478526),Schloss Neug*,Z,Schloss Neugebäude / Ne *,Nemethgasse / Otmar-Brix-Gasse,1,0,
OEFFGRUENPKTGOGD.3187,3187,POINT (16.4471531223907 48.15988964665394),Schloss Neug*,Z,Schloss Neugebäude / Ne *,Nemethgasse / Otmar-Brix-Gasse,1,0,
OEFFGRUENPKTGOGD.3188,3188,POINT (16.447621973183118 48.16080975907394),Schloss Neug*,Z,Schloss Neugebäude / Ne *,Nemethgasse / Otmar-Brix-Gasse,1,0,
OEFFGRUENPKTGOGD.3189,3189,POINT (16.426986250955522 48.16041870882323),Wilhelm-Kreß*,Z,Wilhelm-Kreß-Platz,Wilhelm-Kreß-Platz,1,0,
OEFFGRUENPKTGOGD.3190,3190,POINT (16.42346688746726 48.158506231999304),Am-Kanal-P,Z,Am Kanal (Pretschg.),Am Kanal (Pretschgasse-Weißenböckstraße),1,0,
OEFFGRUENPKTGOGD.3191,3191,POINT (16.42420580630636 48.15733843378203),Am-Kanal-P,Z,Am Kanal (Pretschg.),Am Kanal (Pretschgasse-Weißenböckstraße),1,0,
OEFFGRUENPKTGOGD.3192,3192,POINT (16.42178184728664 48.16056349031468),Am-Kanal-P,Z,Am Kanal (Pretschg.),Am Kanal (Pretschgasse-Weißenböckstraße),1,0,
OEFFGRUENPKTGOGD.3193,3193,POINT (16.422595411491468 48.159859775540895),Am-Kanal-P,Z,Am Kanal (Pretschg.),Am Kanal (Pretschgasse-Weißenböckstraße),1,0,
OEFFGRUENPKTGOGD.3194,3194,POINT (16.42619146410568 48.154812706114875),Am-Kanal-Z,Z,Am Kanal (Zentralfh.),Am Kanal (beim Zentralfriedhof),1,0,
OEFFGRUENPKTGOGD.3195,3195,POINT (16.427537911674882 48.154384486689054),Am-Kanal-Z,Z,Am Kanal (Zentralfh.),Am Kanal (beim Zentralfriedhof),1,0,
OEFFGRUENPKTGOGD.3196,3196,POINT (16.426366101758592 48.15395780529817),Am-Kanal-Z,Z,Am Kanal (Zentralfh.),Am Kanal (beim Zentralfriedhof),1,0,
OEFFGRUENPKTGOGD.3197,3197,POINT (16.427206730142004 48.15382797509147),Am-Kanal-Z,Z,Am Kanal (Zentralfh.),Am Kanal (beim Zentralfriedhof),1,0,
OEFFGRUENPKTGOGD.3198,3198,POINT (16.422850298410417 48.15310829516603),Hasenleiten *,Z,Hasenleiten / Unteres Fe*,Hasenleiten / Unteres Feld,1,0,
OEFFGRUENPKTGOGD.3199,3199,POINT (16.420124759877915 48.15255050552591),Hasenleiten *,Z,Hasenleiten / Grenzstraße,Hasenleiten / Grenzstraße,1,0,
OEFFGRUENPKTGOGD.3200,3200,POINT (16.438247913552104 48.13875910458606),ÖBB-Kled.S,Z,Ailecgasse,Ailecgasse,1,0,
OEFFGRUENPKTGOGD.3201,3201,POINT (16.44453165099781 48.13872126851219),ÖBB-Kled.S,Z,Ailecgasse,Ailecgasse,1,0,
OEFFGRUENPKTGOGD.3202,3202,POINT (16.396917469969694 48.15214572782823),Laaer-Berg-S*,Z,Laaer-Berg-Straße / Film*,Laaer-Berg-Straße / Filmteichstraße,10,0,
OEFFGRUENPKTGOGD.3203,3203,POINT (16.398307729198613 48.15215824563085),Laaer-Berg-S*,Z,Laaer-Berg-Straße / Film*,Laaer-Berg-Straße / Filmteichstraße,10,0,
OEFFGRUENPKTGOGD.3204,3204,POINT (16.403655475880292 48.14211917147247),Kurbadstraße,Z,Kurbadstraße,Kurbadstraße,10,0,
OEFFGRUENPKTGOGD.3205,3205,POINT (16.37060514451785 48.14186142572699),unt. Liesing,Z,An der Liesing / Rosiwal*,Rosiwalgasse,1,0,
OEFFGRUENPKTGOGD.3206,3206,POINT (16.36398280745919 48.15275350605793),Per-Albin-Ha*,Z,Per-Albin-Hansson-Straße,Per-Albin-Hansson-Straße,1,0,
OEFFGRUENPKTGOGD.3207,3207,POINT (16.372279938920908 48.15170272333724),Park Laxenbu*,Z,Park Laxenburger S*,Parkanlage Laxenburger Straße,1,0,
OEFFGRUENPKTGOGD.3208,3208,POINT (16.382169843019078 48.149406296019755),Park Olaus-P*,Z,Park Olaus-Petri-G*,Parkanlage Olaus-Petri-Gasse,1,0,
OEFFGRUENPKTGOGD.3209,3209,POINT (16.381885269593717 48.15617525853452),Park Saliger*,Z,Park Saligergasse,Parkanlage Saligergasse,1,0,
OEFFGRUENPKTGOGD.3210,3210,POINT (16.37744200320973 48.157833127335955),Park Saliger*,Z,Park Saligergasse,Parkanlage Saligergasse,1,0,
OEFFGRUENPKTGOGD.3211,3211,POINT (16.391577036843426 48.16590685922508),Urselbrunnen*,Z,Urselbrunnengasse,Urselbrunnengasse,1,0,
OEFFGRUENPKTGOGD.3212,3212,POINT (16.387465879018325 48.16827034106815),Urselbrunnen*,Z,Urselbrunnengasse,Urselbrunnengasse,1,0,
OEFFGRUENPKTGOGD.3213,3213,POINT (16.388595821392283 48.16764457598914),Urselbrunnen*,Z,Urselbrunnengasse,Urselbrunnengasse,1,0,
OEFFGRUENPKTGOGD.3214,3214,POINT (16.388690428970058 48.167607597465015),Urselbrunnen*,Z,Urselbrunnengasse,Urselbrunnengasse,1,0,
OEFFGRUENPKTGOGD.3215,3215,POINT (16.39059642749351 48.16648045191273),Urselbrunnen*,Z,Urselbrunnengasse,Urselbrunnengasse,1,0,
OEFFGRUENPKTGOGD.3216,3216,POINT (16.391624144998975 48.167652942821164),Mosefgasse,Z,Mosefgasse,Mosefgasse,1,0,
OEFFGRUENPKTGOGD.3217,3217,POINT (16.389686198281428 48.1673459536634),Mosefgasse,Z,Mosefgasse,Mosefgasse,1,0,
OEFFGRUENPKTGOGD.3218,3218,POINT (16.425680221600963 48.17130016553822),Bleriotgasse,Z,Bleriotgasse,Bleriotgasse,1,0,
OEFFGRUENPKTGOGD.3219,3219,POINT (16.42274598906811 48.17248242454362),Bleriotgasse,Z,Bleriotgasse,Bleriotgasse,1,0,
OEFFGRUENPKTGOGD.3220,3220,POINT (16.426212438707097 48.17771251652464),Lautenschläg*,Z,Lautenschlägergasse,Lautenschlägergasse,1,0,
OEFFGRUENPKTGOGD.3221,3221,POINT (16.426722456361247 48.17842857596618),Lautenschläg*,Z,Lautenschlägergasse,Lautenschlägergasse,1,0,
OEFFGRUENPKTGOGD.3222,3222,POINT (16.424086265429313 48.17747296611261),Rappachgasse,Z,Rappachgasse,Rappachgasse,1,0,
OEFFGRUENPKTGOGD.3223,3223,POINT (16.424774094222883 48.178481754190514),Rappachgasse,Z,Rappachgasse,Rappachgasse,1,0,
OEFFGRUENPKTGOGD.3224,3224,POINT (16.3799012841901 48.178304661421876),Park Sonnwen*,Z,Park Sonnwendgasse,Parkanlage Sonnwendgasse,1,0,
OEFFGRUENPKTGOGD.3225,3225,POINT (16.357911538285634 48.177592862203966),Triester/Str*,Z,Triester/Straße / Quelle*,Triester Straße / Quellenstraße,1,0,
OEFFGRUENPKTGOGD.3226,3226,POINT (16.358564122262454 48.17777060606462),Friedhof Mat*,Z,Friedhof Matzleinsdorf,Friedhof Matzleinsdorf,1,0,
OEFFGRUENPKTGOGD.3227,3227,POINT (16.35053236939031 48.16963259957706),Am Wienerberg,Z,Am Wienerberg,Am Wienerberg,1,0,
OEFFGRUENPKTGOGD.3228,3228,POINT (16.325949051538476 48.22169110443005),Pezzlgasse,Z,Pezzlgasse,Pezzlgasse,1,0,
OEFFGRUENPKTGOGD.3229,3229,POINT (16.351644634386595 48.217692430819206),Ehem. Allgem*,Z,Ehem. Allgem. AKH,Ehem. Allgem. AKH,1,0,
OEFFGRUENPKTGOGD.3230,3230,POINT (16.364752654464063 48.19783713309777),Kühnplatz,Z,Kühnplatz,Kühnplatz,1,0,
OEFFGRUENPKTGOGD.3231,3231,POINT (16.317260485693495 48.20068895851891),Neusserplatz,Z,Neusserplatz,Neusserplatz,1,0,
OEFFGRUENPKTGOGD.3232,3232,POINT (16.306217208104492 48.20226188605481),Breitenseer *,Z,Breitenseer Straße,Breitenseer Straße,1,0,
OEFFGRUENPKTGOGD.3233,3233,POINT (16.30624450848172 48.20218900785476),BreitenseerS,Z,Breitenseer Straße,Breitenseer Straße,1,0,
OEFFGRUENPKTGOGD.3234,3234,POINT (16.30812949632189 48.201808878655434),BreitenseerS,Z,Breitenseer Straße,Breitenseer Straße,1,0,
OEFFGRUENPKTGOGD.3235,3235,POINT (16.30759954702907 48.202251824159376),Breitenseer_,Z,Breitenseer_Straße,Breitenseer Straße,1,0,
OEFFGRUENPKTGOGD.3236,3236,POINT (16.302097630311884 48.22101726233085),Baumeisterga*,Z,Baumeistergasse,Baumeistergasse,1,0,
OEFFGRUENPKTGOGD.3237,3237,POINT (16.302960667918065 48.220973206468756),Baumeisterga*,Z,Baumeistergasse,Baumeistergasse,1,0,
OEFFGRUENPKTGOGD.3238,3238,POINT (16.302180665684006 48.22119091590723),Baumeisterga*,Z,Baumeistergasse,Baumeistergasse,1,0,
OEFFGRUENPKTGOGD.3239,3239,POINT (16.302976107795836 48.22108835839669),Baumeisterga*,Z,Baumeistergasse,Baumeistergasse,1,0,
OEFFGRUENPKTGOGD.3240,3240,POINT (16.35591478786032 48.23600253168421),Döblinger Gü*,Z,Döblinger Gürtel / Gunes*,Döblinger Gürtel / Guneschgasse,1,0,
OEFFGRUENPKTGOGD.3241,3241,POINT (16.355690593126095 48.232822235824464),Lichtenwerde*,Z,Lichtenwerder Platz,Lichtenwerder Platz,1,0,
OEFFGRUENPKTGOGD.3242,3242,POINT (16.32779659567629 48.23491774442681),Türkenschanz*,Z,Türkenschanzplatz,Türkenschanzplatz,1,0,
OEFFGRUENPKTGOGD.3243,3243,POINT (16.32805310977085 48.234825721412435),Türkenschanz*,Z,Türkenschanzplatz,Türkenschanzplatz,1,0,
OEFFGRUENPKTGOGD.3244,3244,POINT (16.327868381363977 48.23500925380737),Türkenschanz*,Z,Türkenschanzplatz,Türkenschanzplatz,1,0,
OEFFGRUENPKTGOGD.3245,3245,POINT (16.328133442255996 48.23493570402194),Türkenschanz*,Z,Türkenschanzplatz,Türkenschanzplatz,1,0,
OEFFGRUENPKTGOGD.3246,3246,POINT (16.34874259078433 48.245171209154165),Saarplatz,Z,Saarplatz,Saarplatz,1,0,
OEFFGRUENPKTGOGD.3247,3247,POINT (16.309453088358726 48.25514175446738),Wienerw.Wein,Z,Salmannsdorf / Obersieve*,Salmansdorf / Obersievering,100,0,
OEFFGRUENPKTGOGD.3248,3248,POINT (16.284406568808908 48.14723355688301),Endresstraße,Z,Endresstraße,Endresstraße,1,0,
OEFFGRUENPKTGOGD.3249,3249,POINT (16.311445387781113 48.135306129211926),Lemböckgasse,Z,Lemböckgasse,Lemböckgasse,1,0,
OEFFGRUENPKTGOGD.3250,3250,POINT (16.31183389958876 48.13568302345762),Lemböckgasse,Z,Lemböckgasse,Lemböckgasse,1,0,
OEFFGRUENPKTGOGD.3251,3251,POINT (16.4470487786006 48.24906078157456),Kagraner Pla*,Z,Kagraner Platz,Kagraner Platz,1,0,
OEFFGRUENPKTGOGD.3252,3252,POINT (16.446951888801895 48.249024470036126),Kagraner Pla*,Z,Kagraner Platz,Kagraner Platz,1,0,
OEFFGRUENPKTGOGD.3253,3253,POINT (16.442095006868033 48.24958131710182),St. Wendelin*,Z,St. Wendelin Platz,St. Wendelin Platz,1,0,
OEFFGRUENPKTGOGD.3254,3254,POINT (16.442746828129977 48.24946968514585),St. Wendelin*,Z,St. Wendelin Platz,St. Wendelin Platz,1,0,
OEFFGRUENPKTGOGD.3255,3255,POINT (16.42812573738043 48.23804805952445),Kagraner-Brü*,Z,Kagraner-Brücke,Kagraner Brücke,1,0,
OEFFGRUENPKTGOGD.3256,3256,POINT (16.42950935403374 48.238409673971205),unt.alt.D.,Z,An-der-unteren alten Don*,An der unteren alten Donau,1,0,
OEFFGRUENPKTGOGD.3257,3257,POINT (16.430193894341233 48.23796003724017),unt.alt.D.,Z,An-der-unteren alten Don*,An der unteren alten Donau,1,0,
OEFFGRUENPKTGOGD.3258,3258,POINT (16.3926144965163 48.2368890704147),Handelskai -*,Z,Handelskai - Brigittenau*,Handelskai - Brigittenauer Brücke / Reichsbrücke,10,0,
OEFFGRUENPKTGOGD.3259,3259,POINT (16.405543426293313 48.226242685740466),Handelskai -*,Z,Handelskai - Brigittenau*,Handelskai - Brigittenauer Brücke / Reichsbrücke,10,0,
OEFFGRUENPKTGOGD.3260,3260,POINT (16.40974104294287 48.22243644617305),Handelskai -*,Z,Handelskai - Reichsbrück*,Handelskai - Reichsbrücke / Donaustadtbrücke,10,0,
OEFFGRUENPKTGOGD.3261,3261,POINT (16.416060640791372 48.21775227476887),Handelskai -*,Z,Handelskai - Reichsbrück*,Handelskai - Reichsbrücke / Donaustadtbrücke,10,0,
OEFFGRUENPKTGOGD.3262,3262,POINT (16.42033537486246 48.20963964096481),Olympia platz,Z,Olympiaplatz,Olympiaplatz,1,0,
OEFFGRUENPKTGOGD.3263,3263,POINT (16.42072719881376 48.209633190028015),Olympia platz,Z,Olympiaplatz,Olympiaplatz,1,0,
OEFFGRUENPKTGOGD.3264,3264,POINT (16.41840943504253 48.208447153889324),Olympia_platz,Z,Olympiaplatz,Olympiaplatz,1,0,
OEFFGRUENPKTGOGD.3265,3265,POINT (16.41780198995293 48.20761520584621),Olympia-platz,Z,Olympiaplatz,Olympiaplatz,1,0,
OEFFGRUENPKTGOGD.3266,3266,POINT (16.417716905974547 48.20483800298305),Pierre-de-Co*,Z,Pierre-de-Coubertin-Platz,Pierre-de-Coubertin-Platz,1,0,
OEFFGRUENPKTGOGD.3267,3267,POINT (16.418376199868213 48.20566587682073),Pierre-de-Co*,Z,Pierre-de-Coubertin-Platz,Pierre-de-Coubertin-Platz,1,0,
OEFFGRUENPKTGOGD.3268,3268,POINT (16.431640194972598 48.20669332524586),Handelskai -*,Z,Handelskai - Marina Wien,Handelskai / Marina Wien,10,0,
OEFFGRUENPKTGOGD.3269,3269,POINT (16.338601737202698 48.161660101070716),Wienerbe*,Z,Wienerbe*,Erholungsgebiet Wienerberg,10,0,
OEFFGRUENPKTGOGD.3270,3270,POINT (16.336943381468053 48.160102394007794),Wienerbe*,Z,Wienerbe*,Erholungsgebiet Wienerberg,10,0,
OEFFGRUENPKTGOGD.3271,3271,POINT (16.341816349329015 48.157936303237435),Wienerbe*,Z,Wienerbe*,Erholungsgebiet Wienerberg,10,0,
OEFFGRUENPKTGOGD.3272,3272,POINT (16.432075801877613 48.245870774641354),Kirschblüten*,Z,Kirschblütenpark,Kirschblütenpark,1,0,
OEFFGRUENPKTGOGD.3273,3273,POINT (16.431598104737585 48.24605635348477),Kirschblüten*,Z,Kirschblütenpark,Kirschblütenpark,1,0,
OEFFGRUENPKTGOGD.3274,3274,POINT (16.42324071729382 48.15147556277918),Hasenleiten *,Z,Hasenleiten / Unteres Fe*,Hasenleiten / Unteres Feld,1,0,
OEFFGRUENPKTGOGD.3275,3275,POINT (16.407846854010096 48.14038583394791),Hasenleiten *,Z,Hasenleiten / Unteres Fe*,Hasenleiten / Unteres Feld,1,0,
OEFFGRUENPKTGOGD.3276,3276,POINT (16.339409251080866 48.15359295838522),unt. Liesing,Z,An der Liesing / Drasche*,An der Liesing / Draschepark,10,0,
OEFFGRUENPKTGOGD.3277,3277,POINT (16.314430539143768 48.2616307833794),WienerwaldNW,Z,Wiener W/Rehgassl/Hohe Be,Rehgassl / Hohe Bergen,100,0,
OEFFGRUENPKTGOGD.3278,3278,POINT (16.324061189521622 48.2266719565757),Park Lazarga*,Z,Park Lazargasse,Parkanlage Lazargasse,1,0,
OEFFGRUENPKTGOGD.3279,3279,POINT (16.321079713783977 48.19777433143583),Meiselmarkt,Z,Meiselmarkt,Meiselmarkt,1,0,
OEFFGRUENPKTGOGD.3280,3280,POINT (16.436302188340452 48.226489628591914),unt.alt.D.,Z,unteren Alten,An der unteren Alten Donau,1,0,
OEFFGRUENPKTGOGD.3281,3281,POINT (16.331911377458358 48.25186879299955),Untersieveri*,Z,Untersievering,Untersievering,1,0,
OEFFGRUENPKTGOGD.3282,3282,POINT (16.329978839703013 48.24978386416545),Untersieveri*,Z,Untersievering,Untersievering,1,0,
OEFFGRUENPKTGOGD.3283,3283,POINT (16.33492299867263 48.24889226996346),Untersieveri*,Z,Untersievering,Untersievering,1,0,
OEFFGRUENPKTGOGD.3284,3284,POINT (16.325572956988996 48.252368925916535),Untersieveri*,Z,Untersievering,Untersievering,1,0,
OEFFGRUENPKTGOGD.3285,3285,POINT (16.40316463886287 48.31666822580474),Bisamberg,Z,Bisamberg-Kallusweg,"Am Bisamberg - Kallusweg, In den Gscherfern",100,0,
OEFFGRUENPKTGOGD.3286,3286,POINT (16.387111463339828 48.31681721633911),Bisamberg,Z,Bisamberg-Kallusweg,"Am Bisamberg - Kallusweg, In den Gscherfern",100,0,
OEFFGRUENPKTGOGD.3287,3287,POINT (16.40085081883007 48.310848987743626),Bisamberg,Z,Bisambg.-Krottenhofgraben,"Am Bisamberg - Krottenhofgraben, Unteren Bergen",100,0,
OEFFGRUENPKTGOGD.3288,3288,POINT (16.40155908554083 48.31086733424764),Stammersdorf*,Z,Stammersdorfer Ortsgraben,Stammersdorfer Ortsgraben,100,0,
OEFFGRUENPKTGOGD.3289,3289,POINT (16.40424875381555 48.304316039946556),Bisamberg,Z,Bisambg.-Krottenhofgraben,"Am Bisamberg - Krottenhofgraben, Unteren Bergen",100,0,
OEFFGRUENPKTGOGD.3290,3290,POINT (16.388995208730137 48.312618833988886),Bisamberg,Z,Bisambg.-ob.Bergen,"Am Bisamberg - Oberen Bergen, Magdalenenhof",100,0,
OEFFGRUENPKTGOGD.3291,3291,POINT (16.382969730642245 48.31533981511162),Bisamberg,Z,Am Bisamberg-Falkenberg,Am Bisamberg - Falkenberg,100,1,
OEFFGRUENPKTGOGD.3292,3292,POINT (16.384184291341416 48.31648819517931),Bisamberg,Z,Bisamberg - Bleier Wald,Bisamberg - Bleier Wald,100,1,
OEFFGRUENPKTGOGD.3293,3293,POINT (16.38700984074144 48.31682610243582),Bisamberg,Z,Am Bisamberg-Falkenberg,Am Bisamberg - Falkenberg,100,1,
OEFFGRUENPKTGOGD.3294,3294,POINT (16.38299660006526 48.31537227070794),Bisamberg,Z,Am Bisamberg-Falkenberg,Am Bisamberg - Falkenberg,100,1,
OEFFGRUENPKTGOGD.3295,3295,POINT (16.43585553838174 48.31630550798062),Neurisse / B*,Z,Neurisse / Brünner Straße,Neurisse / Brünner Straße,1,0,
OEFFGRUENPKTGOGD.3296,3296,POINT (16.383814518000765 48.30715387453307),Bisamberg,Z,Bisambg.-ob.Bergen,"Am Bisamberg - Oberen Bergen, Magdalenenhof",100,0,
OEFFGRUENPKTGOGD.3297,3297,POINT (16.382483557360374 48.310404878075566),Bisamberg,Z,Bisambg.-ob.Bergen,"Am Bisamberg - Oberen Bergen, Magdalenenhof",100,0,
OEFFGRUENPKTGOGD.3298,3298,POINT (16.385182592403233 48.30416938310314),Bisamberg,Z,Bisambg.-Krottenhofgraben,"Am Bisamberg - Krottenhofgraben, Unteren Bergen",100,0,
OEFFGRUENPKTGOGD.3299,3299,POINT (16.38512486491726 48.30128141254981),Bisamberg,Z,Bisambg.-Krottenhofgraben,"Am Bisamberg - Krottenhofgraben, Unteren Bergen",100,0,
OEFFGRUENPKTGOGD.3300,3300,POINT (16.3961334279497 48.301494155894964),Bisamberg,Z,Bisambg.-Krottenhofgraben,"Am Bisamberg - Krottenhofgraben, Unteren Bergen",100,0,
OEFFGRUENPKTGOGD.3301,3301,POINT (16.396531655775753 48.301623076290824),Bisamberg,Z,Bisambg.-Krottenhofgraben,"Am Bisamberg - Krottenhofgraben, Unteren Bergen",100,0,
OEFFGRUENPKTGOGD.3302,3302,POINT (16.403235836034206 48.3019114371694),Bisamberg,Z,Bisambg.-Krottenhofgraben,"Am Bisamberg - Krottenhofgraben, Unteren Bergen",100,0,
OEFFGRUENPKTGOGD.3303,3303,POINT (16.403430765188638 48.30178561045643),Bisamberg,Z,Bisambg.-Krottenhofgraben,"Am Bisamberg - Krottenhofgraben, Unteren Bergen",100,0,
OEFFGRUENPKTGOGD.3304,3304,POINT (16.396297247941007 48.30173968874859),Bisamberg,Z,Bisambg.-Krottenhofgraben,"Am Bisamberg - Krottenhofgraben, Unteren Bergen",100,0,
OEFFGRUENPKTGOGD.3305,3305,POINT (16.39542265543446 48.30024646126979),Bisamberg,Z,Bisambg.-Krottenhofgraben,"Am Bisamberg - Krottenhofgraben, Unteren Bergen",100,0,
OEFFGRUENPKTGOGD.3306,3306,POINT (16.396955817997853 48.309793644548925),Bisamberg,Z,Bisambg.-Krottenhofgraben,"Am Bisamberg - Krottenhofgraben, Unteren Bergen",100,0,
OEFFGRUENPKTGOGD.3307,3307,POINT (16.401139142318915 48.310652528966834),Bisamberg,Z,Bisambg.-Krottenhofgraben,"Am Bisamberg - Krottenhofgraben, Unteren Bergen",100,0,
OEFFGRUENPKTGOGD.3308,3308,POINT (16.40470818389378 48.30614643356729),Stammersdorf*,Z,Stammersdorfer Ortsgraben,Stammersdorfer Ortsgraben,100,0,
OEFFGRUENPKTGOGD.3309,3309,POINT (16.402586522925148 48.30851672581288),Stammersdorf*,Z,Stammersdorfer Ortsgraben,Stammersdorfer Ortsgraben,100,0,
OEFFGRUENPKTGOGD.3310,3310,POINT (16.413966847314303 48.306787532301335),Stammersdorf*,Z,Stammersdorfer Ortsgraben,Stammersdorfer Ortsgraben,100,0,
OEFFGRUENPKTGOGD.3311,3311,POINT (16.41411166220458 48.30457444138205),Stammersdorf*,Z,Stammersdorfer Ortsgraben,Stammersdorfer Ortsgraben,100,0,
OEFFGRUENPKTGOGD.3312,3312,POINT (16.41436964342068 48.30454910350344),Stammersdorf*,Z,Stammersdorfer Ortsgraben,Stammersdorfer Ortsgraben,100,0,
OEFFGRUENPKTGOGD.3313,3313,POINT (16.420525135371793 48.303833287056996),Stammersdorf*,Z,Stammersdorfer Ortsgraben,Stammersdorfer Ortsgraben,100,0,
OEFFGRUENPKTGOGD.3314,3314,POINT (16.419678363759747 48.3037385923905),Stammersdorf*,Z,Stammersdorfer Ortsgraben,Stammersdorfer Ortsgraben,100,0,
OEFFGRUENPKTGOGD.3315,3315,POINT (16.42021526943966 48.32030902936602),Herrnholz,Z,Herrnholz/Alte Schanze,Alte Schanze,100,0,
