FID,SHAPE,NAME,ADRESSE,SE_SDO_ROWID,SE_ANNO_CAD_DATA
SCHULEOGD.481981,POINT (16.318599116363597 48.150353629860376),Hauptschule Anton-Baumgartner-Straße 119,"23., Anton-Baumgartner-Straße 119",481981,
SCHULEOGD.481996,POINT (16.347927244694684 48.19492012772873),Hauptschule Loquaiplatz 4,"6., Loquaiplatz 4",481996,
SCHULEOGD.481999,POINT (16.33631842593914 48.216015236865964),Hauptschule Geblergasse 29-31,"17., Geblergasse 29-31",481999,
SCHULEOGD.481662,POINT (16.281389524151752 48.17903032142707),Hauptschule Veitingergasse 9,"13., Veitingergasse 9",481662,
SCHULEOGD.481667,POINT (16.368544992998157 48.21355802897217),Hauptschule Renngasse 20,"1., Renngasse 20",481667,
SCHULEOGD.481670,POINT (16.351559077564776 48.24111747654581),Hauptschule Pyrkergasse 14-16,"19., Pyrkergasse 14",481670,
SCHULEOGD.481681,POINT (16.370919622968767 48.151426341175515),Hauptschule Josef-Enslein-Platz 1-3,"10., Josef-Enslein-Platz 1-3",481681,
SCHULEOGD.481684,POINT (16.42003023214927 48.16800267959412),Hauptschule Hasenleitengasse 7,"11., Hasenleitengasse 7",481684,
SCHULEOGD.481699,POINT (16.282815940300182 48.13669037841463),Hauptschule Dirmhirngasse 138,"23., Dirmhirngasse 138",481699,
SCHULEOGD.481702,POINT (16.349183296762526 48.20179285862956),Hauptschule Neubaugasse 42,"7., Neubaugasse 42",481702,
SCHULEOGD.481687,POINT (16.374395962565913 48.23160666578499),Hauptschule Greiseneckergasse 31,"20., Greiseneckergasse 29-31",481687,
SCHULEOGD.481719,POINT (16.394185947320377 48.14742455579062),Hauptschule Wendstattgasse 3,"10., Wendstattgasse 3",481719,
SCHULEOGD.481724,POINT (16.400242583786312 48.20591178854639),Hauptschule Wittelsbachstraße 6,"2., Wittelsbachstraße 6",481724,
SCHULEOGD.481731,POINT (16.290661261206797 48.145118382561385),Hauptschule Steinergasse 25,"23., Steinergasse 25",481731,
SCHULEOGD.481732,POINT (16.388083390519125 48.233284343375615),Hauptschule Pöchlarnstraße 14,"20., Pöchlarnstraße 14",481732,
SCHULEOGD.481739,POINT (16.365706274840164 48.19459726221381),Hauptschule Schäffergasse 3,"4., Schäffergasse 3",481739,
SCHULEOGD.481758,POINT (16.360804135538682 48.167434707646905),Hauptschule Georg-Wilhelm-Pabst-Gasse 2a,"10., Georg-Wilhelm-Pabst-Gasse 2A",481758,
SCHULEOGD.481782,POINT (16.35666809687771 48.188022904221505),Hauptschule Viktor-Christ-Gasse 24,"5., Viktor-Christ-Gasse 24",481782,
SCHULEOGD.481783,POINT (16.391487160330808 48.26595724770508),Hauptschule Deublergasse 21,"21., Deublergasse 19-21",481783,
SCHULEOGD.481788,POINT (16.341068191964254 48.18212122826351),Hauptschule Steinbauergasse 27,"12., Steinbauergasse 27",481788,
SCHULEOGD.481800,POINT (16.314344805534102 48.20968535998146),Hauptschule I Koppstraße 110,"16., Koppstraße 110",481800,
SCHULEOGD.481801,POINT (16.41155843817412 48.27560618586642),Hauptschule Reisgasse 1,"21., Reisgasse 1",481801,
SCHULEOGD.481816,POINT (16.375763069232768 48.222077772684635),Hauptschule Obere Augartenstraße 38,"2., Obere Augartenstraße 38",481816,
SCHULEOGD.481817,POINT (16.32270252918375 48.196935431237954),Hauptschule Selzergasse 25,"15., Selzergasse 25",481817,
SCHULEOGD.481818,POINT (16.278009604884122 48.20057699023253),Hauptschule I Kinkplatz 21,"14., Kinkplatz 21",481818,
SCHULEOGD.481820,POINT (16.45591390909404 48.15779419209034),Hauptschule Rzehakgasse 7,"11., Rzehakgasse 7",481820,
SCHULEOGD.481837,POINT (16.363067147269565 48.22430042757221),Hauptschule Glasergasse 8,"9., Glasergasse 8",481837,
SCHULEOGD.481841,POINT (16.4569467638019 48.22659624712692),Hauptschule Konstanziagasse 50,"22., Konstanziagasse 50",481841,
SCHULEOGD.481843,POINT (16.377324810082495 48.21557325207553),Hauptschule Kleine Sperlgasse 2a,"2., Kleine Sperlgasse 2A",481843,
SCHULEOGD.481873,POINT (16.277712761439957 48.201184150054054),Hauptschule II Kinkplatz 21,"14., Kinkplatz 21",481873,
SCHULEOGD.481882,POINT (16.444514865234595 48.271943770888456),Hauptschule Pastorstraße 29,"21., Pastorstraße 29",481882,
SCHULEOGD.481883,POINT (16.405173449342715 48.19832546065403),Hauptschule Dietrichgasse 36,"3., Dietrichgasse 36",481883,
SCHULEOGD.481888,POINT (16.32958461301595 48.1963977816505),Hauptschule Schweglerstraße 2-4,"15., Schweglerstraße 2-4",481888,
SCHULEOGD.481892,POINT (16.412401473736015 48.1754639040437),Hauptschule II Enkplatz 4,"11., Enkplatz 4",481892,
SCHULEOGD.481894,POINT (16.315034322960837 48.20958345153374),Hauptschule II Koppstraße 110,"16., Koppstraße 110",481894,
SCHULEOGD.481897,POINT (16.38104615525144 48.24097491147954),Hauptschule Stromstraße 40,"20., Stromstraße 40",481897,
SCHULEOGD.481629,POINT (16.30814214946507 48.20911246931508),Hauptschule Wiesberggasse 7,"16., Wiesberggasse 7",481629,
SCHULEOGD.481634,POINT (16.39943307884796 48.220168885017266),Hauptschule Max-Winter-Platz 2,"2., Max-Winter-Platz 2",481634,
SCHULEOGD.481635,POINT (16.363312906793066 48.257628650319454),Hauptschule Oskar-Spiel-Gasse 3,"19., Oskar-Spiel-Gasse 3",481635,
SCHULEOGD.481638,POINT (16.389065142972164 48.191093691989614),Hauptschule Kölblgasse 23,"3., Kölblgasse 23",481638,
SCHULEOGD.481645,POINT (16.361448524839453 48.18274805770266),Hauptschule Gassergasse 44,"5., Gassergasse 44",481645,
SCHULEOGD.481650,POINT (16.412302784333964 48.1755655480695),Hauptschule I Enkplatz 4,"11., Enkplatz 4",481650,
SCHULEOGD.481651,POINT (16.367428794497833 48.17735946157336),Hauptschule Herzgasse 27,"10., Herzgasse 23-27",481651,
SCHULEOGD.481657,POINT (16.326682004484717 48.186569539288165),Hauptschule Sechshauser Straße 71,"15., Sechshauser Straße 71",481657,
SCHULEOGD.481388,POINT (16.385688605988058 48.165383750976),Hauptschule Absberggasse 50,"10., Absberggasse 50",481388,
SCHULEOGD.481391,POINT (16.46236585569732 48.15447079343923),Hauptschule Svetelskystraße 4-6,"11., Svetelskystraße 4",481391,
SCHULEOGD.481407,POINT (16.418449528882967 48.2269834781393),Hauptschule Am Kaisermühlendamm 2,"22., Am Kaisermühlendamm 2",481407,
SCHULEOGD.481410,POINT (16.32513823718524 48.177654066263536),Hauptschule Singrienergasse 23,"12., Singrienergasse 23",481410,
SCHULEOGD.481417,POINT (16.392182789521716 48.14792555040895),Hauptschule II Wendstattgasse 5,"10., Wendstattgasse 5",481417,
SCHULEOGD.481434,POINT (16.369586135825163 48.22829346762582),Hauptschule Staudingergasse 6,"20., Staudingergasse 6",481434,
SCHULEOGD.481466,POINT (16.341432434883952 48.18163314983209),Hauptschule Herthergasse 28,"12., Herthergasse 28",481466,
SCHULEOGD.481470,POINT (16.22113781595775 48.209693166307396),Hauptschule Hauptstraße 80,"14., Hauptstraße 78-80",481470,
SCHULEOGD.481472,POINT (16.32128438881434 48.20829957813628),Hauptschule Brüßlgasse 18,"16., Brüßlgasse 18",481472,
SCHULEOGD.481476,POINT (16.335049285524835 48.22627687430137),Hauptschule Schopenhauerstraße 79,"18., Schopenhauerstraße 79",481476,
SCHULEOGD.481478,POINT (16.267493673252893 48.15264674881331),Hauptschule Bendagasse 1-2,"23., Bendagasse 1-2",481478,
SCHULEOGD.481480,POINT (16.341343099952997 48.206027927399795),Hauptschule Neustiftgasse 100,"7., Neustiftgasse 100",481480,
SCHULEOGD.481490,POINT (16.411003361146943 48.284428358955395),Hauptschule Hanreitergasse 2,"21., Hanreitergasse 2",481490,
SCHULEOGD.481492,POINT (16.3133484525087 48.197693385807554),Hauptschule Lortzinggasse 2,"14., Lortzinggasse 2",481492,
SCHULEOGD.481494,POINT (16.326239660930383 48.17749147811883),Expositur der Hauptschule Singrienergasse 23 Ruckergasse 44,"12., Ruckergasse 44",481494,
SCHULEOGD.481501,POINT (16.480936902964192 48.24025625842111),Hauptschule Prinzgasse 3,"22., Prinzgasse 3",481501,
SCHULEOGD.481505,POINT (16.33280206553949 48.21064195264313),Hauptschule Grundsteingasse 48,"16., Grundsteingasse 48-56",481505,
SCHULEOGD.481511,POINT (16.306637344344995 48.218347538737994),Hauptschule Roterdstraße 1,"16., Roterdstraße 1",481511,
SCHULEOGD.481522,POINT (16.44817171763611 48.2618697784567),Hauptschule Aderklaaer Straße 2,"21., Aderklaaer Straße 2",481522,
SCHULEOGD.481532,POINT (16.341454368608417 48.20966384594378),Hauptschule Pfeilgasse 42b,"8., Pfeilgasse 42B",481532,
SCHULEOGD.481535,POINT (16.337255214891357 48.24269168336084),Hauptschule In der Krim 6,"19., In der Krim 6",481535,
SCHULEOGD.481536,POINT (16.46728554396371 48.2293727872193),Hauptschule Plankenmaisstraße 30,"22., Plankenmaisstraße 30",481536,
SCHULEOGD.481538,POINT (16.375947037109484 48.17269482085077),Hauptschule Leibnizgasse 33,"10., Leibnizgasse 33",481538,
SCHULEOGD.481539,POINT (16.401273817088498 48.28012815920749),Hauptschule Jochbergengasse 1,"21., Jochbergengasse 1",481539,
SCHULEOGD.481547,POINT (16.383400545824873 48.29061279250246),Hauptschule Roda-Roda-Gasse 3,"21., Roda-Roda-Gasse 3",481547,
SCHULEOGD.481548,POINT (16.41038770307543 48.18098493247466),Hauptschule Pachmayergasse 6,"11., Pachmayergasse 6",481548,
SCHULEOGD.481555,POINT (16.456496013589383 48.25744871727775),Hauptschule Mira-Lobe-Weg 4,"22., Mira-Lobe-Weg 4",481555,
SCHULEOGD.481565,POINT (16.3143188021293 48.140604549004735),Hauptschule Carlbergergasse 72,"23., Carlbergergasse 72",481565,
SCHULEOGD.481592,POINT (16.40425141448738 48.220277463144164),Hauptschule Feuerbachstraße 1,"2., Feuerbachstraße 1",481592,
SCHULEOGD.481593,POINT (16.396747707497443 48.19928152668339),Hauptschule Hainburger Straße 40,"3., Hainburger Straße 40",481593,
SCHULEOGD.481598,POINT (16.318967829924738 48.2217523237878),Hauptschule Redtenbachergasse 79,"17., Redtenbachergasse 79",481598,
SCHULEOGD.481599,POINT (16.302974449955883 48.165931460801346),Hauptschule Hermann-Broch-Gasse 2,"12., Hermann-Broch-Gasse 2",481599,
SCHULEOGD.481600,POINT (16.478539990009885 48.21853468985105),Hauptschule Eibengasse 58,"22., Eibengasse 58",481600,
SCHULEOGD.481601,POINT (16.32957827574391 48.15999485541683),Hauptschule Am Schöpfwerk 27,"12., Am Schöpfwerk 27",481601,
SCHULEOGD.481606,POINT (16.315661906104253 48.224426259075685),Expositur der Hauptschule Redtenbachergasse 79 Arzbergergasse 2,"17., Arzbergergasse 2",481606,
SCHULEOGD.481609,POINT (16.32348520262687 48.19114956478112),Hauptschule Kauergasse 3-5,"15., Kauergasse 3-5",481609,
SCHULEOGD.481613,POINT (16.3861563248574 48.22391164401473),Hauptschule Pazmanitengasse 26,"2., Pazmanitengasse 26",481613,
SCHULEOGD.481619,POINT (16.326455972354132 48.170501147985846),Hauptschule Johann-Hoffmann-Platz 19,"12., Johann-Hoffmann-Platz 19",481619,
SCHULEOGD.482283,POINT (16.263398882551304 48.15662121589552),Hauptschule St. Ursula Franz-Asenbauer-Gasse 49,"23., Franz-Asenbauer-Gasse 49",482283,
SCHULEOGD.482290,POINT (16.33671532873251 48.19250810645615),Hauptschule De La Salle-Schulbrüder Gebrüder-Lang-Gasse 4,"15., Gebrüder-Lang-Gasse 4-8",482290,
SCHULEOGD.482292,POINT (16.3884081056885 48.29702932510015),Hauptschule De La Salle-Strebersdorf Anton-Böck-Gasse 20,"21., Anton-Böck-Gasse 20",482292,
SCHULEOGD.481946,POINT (16.37703806751444 48.2202404010064),Hauptschule Talmud Thora-Schule Malzgasse 16,"2., Malzgasse 16",481946,
SCHULEOGD.481989,POINT (16.38180590731092 48.294674966759615),Hauptschule der pädagogischen Akademie der Erzdiözese Wien,"21., Mayerweckstraße 1",481989,
SCHULEOGD.481660,POINT (16.379667486125058 48.228073440357655),Hauptschule Lauder Chabad,"2., Rabbiner-Schneerson-Platz 1",481660,
SCHULEOGD.481708,POINT (16.3057801419984 48.24217991767819),Hauptschule des Rudolf Steiner-Schulvereins,"18., Geymüllergasse 1",481708,
SCHULEOGD.481716,POINT (16.344548678213684 48.19232935127721),Hauptschule St. Marien der Kongregation der barmherzigen Schwestern,"6., Liniengasse 21",481716,
SCHULEOGD.481728,POINT (16.274992567374372 48.185422880815814),Hauptschule Freie Waldorf-Schule Schrutkagasse 51-53,"13., Schrutkagasse 51-53",481728,
SCHULEOGD.481734,POINT (16.339726679577225 48.19944694806003),Hauptschule Mater Salvatoris der Kongregation der Schwestern vom göttlichen Erlöser,"7., Kenyongasse 4-8",481734,
SCHULEOGD.481773,POINT (16.39877635987303 48.19965999538517),Hauptschule St. Franziskus der Kongregation der Schulschwestern,"3., Erdbergstraße 70",481773,
SCHULEOGD.481784,POINT (16.333766929356525 48.19056371014928),Hauptschule Arme Schulschwestern Friesgasse 4,"15., Friesgasse 4",481784,
SCHULEOGD.481798,POINT (16.26232647590328 48.19247595141429),Hauptschule der Dominikanerinnen,"13., Schloßberggasse 17",481798,
SCHULEOGD.481803,POINT (16.368396120618122 48.19937369496687),Hauptschule Karlsplatz 14,"4., Karlsplatz 14",481803,
SCHULEOGD.481806,POINT (16.375436759573013 48.22231449484114),Hauptschule Obere Augartenstraße 34,"2., Obere Augartenstraße 34",481806,
SCHULEOGD.481807,POINT (16.38928948368352 48.19968581504899),Hauptschule Komensky-Schule,"3., Sebastianplatz 3",481807,
SCHULEOGD.481815,POINT (16.33381367193488 48.2281340227399),Hauptschule Kongregation der Töchter der göttlichen Liebe,"18., Lacknergasse 89",481815,
SCHULEOGD.481853,POINT (16.34890259031446 48.22888285090498),Hauptschule Albertus Magnus Schule,"18., Semperstraße 45",481853,
SCHULEOGD.481863,POINT (16.351624622490213 48.2231312516947),"Hauptschule des Vereins ""Gemeinsam Lernen"" Währinger Straße 59","9., Währinger Straße 59",481863,
SCHULEOGD.481415,POINT (16.25492263696939 48.13096074102873),Hauptschule Sta. Christiana Willergasse 55,"23., Willergasse 55",481415,
SCHULEOGD.481461,POINT (16.339359289752927 48.251234293040675),Hauptschule Neulandschule Alfred-Wegener-Gasse 10-12,"19., Alfred-Wegener-Gasse 10-12",481461,
SCHULEOGD.481498,POINT (16.33333419423659 48.224696974959606),Hauptschule Kongregation der barmherzigen Schwestern,"18., Antonigasse 72",481498,
SCHULEOGD.481622,POINT (16.34098867215817 48.22435324572115),Hauptschule Schulbrüder-Währing der Kongregation der Brüder der christlichen Schulen,"18., Schopenhauerstraße 44-46",481622,
SCHULEOGD.481625,POINT (16.38879741208435 48.15900376039801),Hauptschule Neulandschule Ludwig-von-Höhnel-Gasse 17,"10., Ludwig-von-Höhnel-Gasse 17-19",481625,
SCHULEOGD.482390,POINT (16.387420759070476 48.24610947112981),Bundesgymnasium und Bundesrealgymnasium Donauinselplatz Schulschiff Bertha von Suttner,"21., Donauinselplatz",482390,
SCHULEOGD.482298,POINT (16.3862928043045 48.21800856597929),Bundesgymnasium und Bundesrealgymnasium Zirkusgasse 48,"2., Zirkusgasse 48",482298,
SCHULEOGD.481932,POINT (16.334209425167284 48.226611858697666),Bundesgymnasium Klostergasse 21-25,"18., Klostergasse 25",481932,
SCHULEOGD.481948,POINT (16.452373043663613 48.25449845755501),Bundesgymnasium und Bundesrealgymnasium Theodor Kramer-Straße 3,"22., Theodor-Kramer-Straße 3",481948,
SCHULEOGD.481965,POINT (16.374687632271094 48.22939937227732),Bundesgymnasium und Bundesrealgymnasium Brigittenauer Gymnasium,"20., Karajangasse 14",481965,
SCHULEOGD.481971,POINT (16.393623575313487 48.20369555134413),Bundesgymnasium und Bundesrealgymnasium Kundmanngasse 20-22,"3., Kundmanngasse 22",481971,
SCHULEOGD.481974,POINT (16.345861593804926 48.205503957714164),Bundesrealgymnasium und Bundesoberstufenrealgymnasium für Studierende der Musik,"7., Neustiftgasse 95-99",481974,
SCHULEOGD.481990,POINT (16.377884261280645 48.1549093568986),Bundesrealgymnasium Pichelmayergasse 1,"10., Pichelmayergasse 1",481990,
SCHULEOGD.481992,POINT (16.364634410982845 48.18684111061717),Bundesgymnasium und Bundesrealgymnasium Rainergasse 39,"5., Rainergasse 39",481992,
SCHULEOGD.481993,POINT (16.361575116469314 48.216697323389134),Bundesgymnasium und Bundesrealgymnasium Wasagasse 10,"9., Wasagasse 10",481993,
SCHULEOGD.482002,POINT (16.368986076066665 48.18476773932236),Bundesgymnasium und Bundesrealgymnasium Wiedner Gymnasium,"4., Wiedner Gürtel 68",482002,
SCHULEOGD.482003,POINT (16.33275122938704 48.21655397029876),Bundesgymnasium und Bundesrealgymnasium Geblergasse 56-58,"17., Geblergasse 56",482003,
SCHULEOGD.481659,POINT (16.28856429125422 48.186319094730834),Bundesgymnasium und Bundesrealgymnasium Fichtnergasse 15,"13., Fichtnergasse 15",481659,
SCHULEOGD.481675,POINT (16.402388628799528 48.28191382265067),Bundesgymnasium und Bundesrealgymnasium Ödenburger Straße 74,"21., Ödenburger Straße 74",481675,
SCHULEOGD.481683,POINT (16.402454432083285 48.22069552778121),Bundesgymnasium und Bundesrealgymnasium Wohlmutstraße 3,"2., Wohlmutstraße 3",481683,
SCHULEOGD.481701,POINT (16.350076619642866 48.21040480248409),Bundesgymnasium Jodok-Fink-Platz 2,"8., Jodok-Fink-Platz 2",481701,
SCHULEOGD.481735,POINT (16.383469712375735 48.17125646393497),Bundesgymnasium und Bundesrealgymnasium Laaer-Berg-Straße 25-29,"10., Laaer-Berg-Straße 25-29",481735,
SCHULEOGD.481741,POINT (16.4399694480815 48.24120987703892),Bundesgymnasium und Bundesrealgymnasium Bernoullistraße 3,"22., Bernoullistraße 3-7",481741,
SCHULEOGD.481742,POINT (16.339322796005632 48.2026422490539),Bundesrealgymnasium Kandlgasse 39,"7., Kandlgasse 39-43",481742,
SCHULEOGD.481752,POINT (16.401446483815725 48.255365073797535),Bundesgymnasium und Bundesrealgymnasium Franklinstraße 21,"21., Franklinstraße 21",481752,
SCHULEOGD.481770,POINT (16.47016617412629 48.23094571869859),AHS und Wiener Mittelschule Contiweg 1,"22., Contiweg 1",481770,
SCHULEOGD.481775,POINT (16.35131097206612 48.19725436210492),Bundesgymnasium und Wirtschaftskundliches Bundesrealgymnasium Amerlingstraße 6,"6., Amerlingstraße 6",481775,
SCHULEOGD.481776,POINT (16.374657808660913 48.16788540826045),Bundesgymnasium und Bundesrealgymnasium Ettenreichgasse 41-43,"10., Ettenreichgasse 41-43",481776,
SCHULEOGD.481778,POINT (16.376620808590825 48.201543184863745),Akademisches Gymnasium Beethovenplatz 1,"1., Beethovenplatz 1",481778,
SCHULEOGD.481786,POINT (16.355649099150472 48.18424647311663),Bundesgymnasium und Bundesrealgymnasium Reinprechtsdorfer Straße 24,"5., Reinprechtsdorfer Straße 24-26",481786,
SCHULEOGD.481802,POINT (16.33221048074679 48.19042083859263),"Bundesgymnasium, Bundesrealgymnasium und Wirtschaftskundliches Bundesrealgymnasium für Berufstätige","15., Henriettenplatz 6",481802,
SCHULEOGD.481811,POINT (16.374524856404133 48.20293659024122),Bundes-Oberstufenrealgymnasium Hegelgasse 14,"1., Hegelgasse 14",481811,
SCHULEOGD.481812,POINT (16.34842769239817 48.235429431867814),Bundesgymnasium Gymnasiumstraße 83,"19., Gymnasiumstraße 83",481812,
SCHULEOGD.481832,POINT (16.364589437418914 48.2141115291915),Bundesrealgymnasium Schottenbastei 7-9,"1., Schottenbastei 7-9",481832,
SCHULEOGD.481834,POINT (16.344088624470267 48.20951325413905),Bundesgymnasium und Bundesrealgymnasium Albertgasse 18-22,"8., Albertgasse 18-22",481834,
SCHULEOGD.481839,POINT (16.425196763473647 48.28591632287642),Ella Lingens Gymnasium Gerasdorfer Straße 103,"21., Gerasdorfer Straße 103",481839,
SCHULEOGD.481846,POINT (16.427376422023677 48.16894757366098),Bundesgymnasium und Bundesrealgymnasium Geringergasse 4,"11., Geringergasse 4",481846,
SCHULEOGD.481847,POINT (16.34480604421607 48.240374097850946),Bundesrealgymnasium Krottenbachstraße 11-13,"19., Krottenbachstraße 11",481847,
SCHULEOGD.481854,POINT (16.338921910440735 48.224509868689665),Bundesrealgymnasium Schopenhauerstraße 49,"18., Schopenhauerstraße 49",481854,
SCHULEOGD.481856,POINT (16.391915944599535 48.20120537109923),Bundes-Oberstufenrealgymnasium Landstraßer Hauptstraße 70,"3., Landstraßer Hauptstraße 70",481856,
SCHULEOGD.481878,POINT (16.333786315305527 48.185877331622024),Bundesgymnasium und Bundesrealgymnasium Diefenbachgasse 15-19,"15., Diefenbachgasse 15-19",481878,
SCHULEOGD.481881,POINT (16.411677972223252 48.17330864192436),"Bundesgymnasium, Bundesrealgymnasium und wirtschaftkundl. Bundesrealgymnasium Gottschalkgasse 21","11., Gottschalkgasse 21",481881,
SCHULEOGD.481885,POINT (16.327452539799356 48.17657075884139),Bundesgymnasium und Bundesrealgymnasium Erlgasse 32-34,"12., Erlgasse 32-34",481885,
SCHULEOGD.481904,POINT (16.405082980603694 48.2535182824796),Bundesgymnasium und Bundesrealgymnasium Franklinstraße 26,"21., Franklinstraße 26",481904,
SCHULEOGD.481653,POINT (16.31902717096409 48.20269895118887),Bundesgymnasium und Bundesrealgymnasium Auf der Schmelz 4,"15., Auf der Schmelz 4",481653,
SCHULEOGD.481384,POINT (16.390918197939435 48.194176771292646),"Bilinguales Oberstufenrealgymnasium des Schulvereins ""Komensky""","3., Schützengasse 31",481384,
SCHULEOGD.481387,POINT (16.31453304000556 48.15011183095623),Bundesgymnasium und Bundesrealgymnasium Anton-Baumgartner-Straße 123,"23., Anton-Baumgartner-Straße 123",481387,
SCHULEOGD.481393,POINT (16.349288327537845 48.14941502623382),"Bundesgymnasium, Bundesrealgymnasium und Vienna Bilingual Schooling","23., Draschestraße 90-92",481393,
SCHULEOGD.481403,POINT (16.33239474020145 48.19044413700342),Bundesrealgymnasium und Bundes-Oberstufenrealgymnasium Henriettenplatz 6,"15., Henriettenplatz 6",481403,
SCHULEOGD.481404,POINT (16.278864441015845 48.14074238407663),Bundesrealgymnasium und Wirtschaftskundliches Realgymnasium Anton-Krieger-Gasse 25,"23., Anton-Krieger-Gasse 25",481404,
SCHULEOGD.481411,POINT (16.375090920882354 48.203418434134356),Bundes-Oberstufenrealgymnasium Hegelgasse 12,"1., Hegelgasse 12",481411,
SCHULEOGD.481422,POINT (16.48328017304024 48.21480096005403),"Bundesgymnasium, Bundesrealgymnasium und Bundesoberstufenrealgymnasium Heustadelgasse 4","22., Heustadelgasse 4",481422,
SCHULEOGD.481433,POINT (16.349319987851345 48.23776961520785),Bundesgymnasium und Bundesrealgymnasium Billrothstraße 26-30,"19., Billrothstraße 26-30",481433,
SCHULEOGD.481437,POINT (16.32616937927863 48.18146692598138),Bundesgymnasium und Bundesrealgymnasium Rosasgasse 1-3,"12., Rosasgasse 1-3",481437,
SCHULEOGD.481464,POINT (16.318977109345575 48.21003513038419),Bundesrealgymnasium Schuhmeierplatz 7,"16., Schuhmeierplatz 7",481464,
SCHULEOGD.481485,POINT (16.34494962257892 48.24307643077624),Bundesgymnasium und Bundesrealgymnasium Billrothstraße 73,"19., Billrothstraße 73",481485,
SCHULEOGD.481491,POINT (16.368676287357324 48.19083598653664),Bundesrealgymnasium Waltergasse 7,"4., Waltergasse 7",481491,
SCHULEOGD.481507,POINT (16.345688822685027 48.213970056991265),Bundesrealgymnasium und Wirtschaftskundliches Bundesrealgymnasium Feldgasse 6-8,"8., Feldgasse 6-8",481507,
SCHULEOGD.481515,POINT (16.3617492164528 48.20158047587564),Bundesgymnasium und Bundesrealgymnasium Rahlgasse 4,"6., Rahlgasse 4",481515,
SCHULEOGD.481516,POINT (16.387477425521464 48.21102781549789),Bundesrealgymnasium Radetzkystraße 2a,"3., Radetzkystraße 2A",481516,
SCHULEOGD.481523,POINT (16.365560072013242 48.22521981413109),Realgymnasium Erich Fried Glasergasse 25,"9., Glasergasse 25",481523,
SCHULEOGD.481526,POINT (16.292008089898033 48.183959387410866),Bundesgymnasium und Bundesrealgymnasium Wenzgasse 7,"13., Wenzgasse 7",481526,
SCHULEOGD.481527,POINT (16.295970169964246 48.194658310964776),Bundesgymnasium und Bundesrealgymnasium Linzer Straße 146,"14., Linzer Straße 146",481527,
SCHULEOGD.481528,POINT (16.403637214519843 48.19778301428702),Bundesgymnasium und Bundesrealgymnasium Hagenmüllergasse 30,"3., Hagenmüllergasse 30",481528,
SCHULEOGD.481529,POINT (16.384447118013085 48.22322026310313),Bundesrealgymnasium Vereinsgasse 21,"2., Vereinsgasse 21-23",481529,
SCHULEOGD.481552,POINT (16.378018090972667 48.206761787438225),Bundesgymnasium und Bundesrealgymnasium Stubenbastei 6-8,"1., Stubenbastei 6-8",481552,
SCHULEOGD.481564,POINT (16.339461649848072 48.229279549685224),Bundesgymnasium und Bundesrealgymnasium Haizingergasse 37,"18., Haizingergasse 37",481564,
SCHULEOGD.481566,POINT (16.37806522970662 48.21586933566807),Bundesgymnasium und Bundesrealgymnasium Kleine Sperlgasse 2c,"2., Kleine Sperlgasse 2C",481566,
SCHULEOGD.481567,POINT (16.305981922771167 48.21248211628063),"Bundesgymnasium, Bundesrealgymnasium und Oberstufengymnasium für Leistungssport","16., Maroltingergasse 69-71",481567,
SCHULEOGD.481568,POINT (16.39211111494281 48.1951398170115),Bundesgymnasium und Bundesrealgymnasium unter bes. Berücksichtigung d. mus. Ausbildung,"3., Boerhaavegasse 15",481568,
SCHULEOGD.481576,POINT (16.45117140195669 48.232131817069025),Bundesgymnasium und Bundesrealgymnasium Polgarstraße 24,"22., Polgarstraße 24",481576,
SCHULEOGD.481594,POINT (16.32753303212035 48.215818780704815),"Bundesgymnasium, Wirtschaftkundl. Bundesrealgymnasium und Bundesrealgymnasium für Mädchen","17., Parhamerplatz 18",481594,
SCHULEOGD.481595,POINT (16.3502850926358 48.191667648910546),Bundesrealgymnasium Marchettigasse 3,"6., Marchettigasse 3",481595,
SCHULEOGD.481607,POINT (16.29021923660391 48.19149760586689),"Bundesgymnasium, Bundesrealgymnasium und Bundesrealgymnasium mit sportl. Schwerpunkt","14., Astgasse 3",481607,
SCHULEOGD.482295,POINT (16.262991145245962 48.15663643484744),Gymnasium St. Ursula,"23., Franz-Asenbauer-Gasse 49-51",482295,
SCHULEOGD.481913,POINT (16.42163998524316 48.18641386462983),Evangelisches Gymnasium des Verbandes der schülerh. Wiener evang. Pfarrkirchen,"11., Erdbergstraße 222A",481913,
SCHULEOGD.481924,POINT (16.339195570698454 48.251614526292045),Gymnasium und Realgymnasium des Instituts Neulandschulen,"19., Alfred-Wegener-Gasse 10-12",481924,
SCHULEOGD.481952,POINT (16.428485669479283 48.206254660639935),Realgymnasium Zwi Perez Chajes Schule der Israelitischen Kultusgemeinde Wien,"2., Simon-Wiesenthal-Gasse 3",481952,
SCHULEOGD.481955,POINT (16.358834419708497 48.22111380164387),Gymnasium Lycée Francais,"9., Liechtensteinstraße 37A",481955,
SCHULEOGD.481962,POINT (16.334136928951697 48.19064762350888),Gymnasium und Realgymnasium Schulverband SSND Österreich,"15., Friesgasse 4",481962,
SCHULEOGD.481968,POINT (16.37092811645901 48.19310386080917),"Öffentliches Gymnasium der Stiftung ""Theresianische Akademie""","4., Favoritenstraße 15",481968,
SCHULEOGD.481976,POINT (16.32588270530824 48.18542436567578),Privates islamisches Realgymnasium Wien des Vereins SOLMIT,"15., Rauchfangkehrergasse 34",481976,
