FID,OBJECTID,SHAPE,TEXT13ID,LAENGE,SE_ANNO_CAD_DATA
OEFFGRUENLINGOGD.1279,1279,"LINESTRING (16.387465879018325 48.16827034106815, 16.38752670161549 48.168319647165696)",Urselbrunnen*,7.108216,
OEFFGRUENLINGOGD.1280,1280,"LINESTRING (16.388595821392283 48.16764457598914, 16.388660837141725 48.167693585496295)",Urselbrunnen*,7.286028,
OEFFGRUENLINGOGD.1281,1281,"LINESTRING (16.389686198281428 48.1673459536634, 16.38977544254806 48.16732252056829)",Mosefgasse,7.131441,
OEFFGRUENLINGOGD.1282,1282,"LINESTRING (16.425680221600963 48.17130016553822, 16.42576797287092 48.17137509887402)",Bleriotgasse,10.58418,
OEFFGRUENLINGOGD.1283,1283,"LINESTRING (16.42274598906811 48.17248242454362, 16.422722489633742 48.172572451944745)",Bleriotgasse,10.162013,
OEFFGRUENLINGOGD.1284,1284,"LINESTRING (16.426212438707097 48.17771251652464, 16.42610296245404 48.17774413888051)",Lautenschläg*,8.86854,
OEFFGRUENLINGOGD.1285,1285,"LINESTRING (16.426722456361247 48.17842857596618, 16.42657284107154 48.17847179300671)",Lautenschläg*,12.120033,
OEFFGRUENLINGOGD.1286,1286,"LINESTRING (16.424774094222883 48.178481754190514, 16.424629600240127 48.17850542247154)",Rappachgasse,11.063361,
OEFFGRUENLINGOGD.1287,1287,"LINESTRING (16.3799012841901 48.178304661421876, 16.3800118293659 48.17834371274756)",Park Sonnwen*,9.297408,
OEFFGRUENLINGOGD.1288,1288,"LINESTRING (16.357911538285634 48.177592862203966, 16.35782766911081 48.17750667895694)",Triester/Str*,11.434183,
OEFFGRUENLINGOGD.1289,1289,"LINESTRING (16.358564122262454 48.17777060606462, 16.358399753759006 48.17781479127167)",Friedhof Mat*,13.174391,
OEFFGRUENLINGOGD.1290,1290,"LINESTRING (16.35053236939031 48.16963259957706, 16.35041624964988 48.16951168477522)",Am Wienerberg,15.980302,
OEFFGRUENLINGOGD.1291,1291,"LINESTRING (16.325949051538476 48.22169110443005, 16.325993454860505 48.221771977478205)",Pezzlgasse,9.578905,
OEFFGRUENLINGOGD.1292,1292,"LINESTRING (16.351644634386595 48.217692430819206, 16.351387424371623 48.217707046030164)",Ehem. Allgem*,19.182638,
OEFFGRUENLINGOGD.1293,1293,"LINESTRING (16.317260485693495 48.20068895851891, 16.31722171327692 48.20062994876109)",Neusserplatz,7.166709,
OEFFGRUENLINGOGD.1294,1294,"LINESTRING (16.306217208104492 48.20226188605481, 16.30621473056368 48.202233282581716)",Breitenseer *,3.185899,
OEFFGRUENLINGOGD.1295,1295,"LINESTRING (16.30624450848172 48.20218900785476, 16.306248230154267 48.20223198635956)",BreitenseerS,4.787008,
OEFFGRUENLINGOGD.1296,1296,"LINESTRING (16.30759954702907 48.202251824159376, 16.307481961922203 48.202270181568935)",Breitenseer_,8.97575,
OEFFGRUENLINGOGD.1297,1297,"LINESTRING (16.35591478786032 48.23600253168421, 16.35603785030627 48.235919586472804)",Döblinger Gü*,12.986059,
OEFFGRUENLINGOGD.1298,1298,"LINESTRING (16.355690593126095 48.232822235824464, 16.355583267767813 48.23272448610155)",Lichtenwerde*,13.480156,
OEFFGRUENLINGOGD.1299,1299,"LINESTRING (16.34874259078433 48.245171209154165, 16.348748863979143 48.245107101012536)",Saarplatz,7.143787,
OEFFGRUENLINGOGD.1300,1300,"LINESTRING (16.284406568808908 48.14723355688301, 16.28429032571825 48.14724892985403)",Endresstraße,8.817334,
OEFFGRUENLINGOGD.1301,1301,"LINESTRING (16.311445387781113 48.135306129211926, 16.311342946880952 48.13534667327324)",Lemböckgasse,8.857828,
OEFFGRUENLINGOGD.1302,1302,"LINESTRING (16.31183389958876 48.13568302345762, 16.31173142217196 48.13573451628741)",Lemböckgasse,9.537343,
OEFFGRUENLINGOGD.1303,1303,"LINESTRING (16.4470487786006 48.24906078157456, 16.4470968399551 48.24914431537639)",Kagraner Pla*,9.950836,
OEFFGRUENLINGOGD.1304,1304,"LINESTRING (16.446951888801895 48.249024470036126, 16.44690121118744 48.24897317361409)",Kagraner Pla*,6.83376,
OEFFGRUENLINGOGD.1305,1305,"LINESTRING (16.442095006868033 48.24958131710182, 16.441959295089365 48.24958857551667)",St. Wendelin*,10.110961,
OEFFGRUENLINGOGD.1306,1306,"LINESTRING (16.442746828129977 48.24946968514585, 16.442781047663402 48.24956372225564)",St. Wendelin*,10.760967,
OEFFGRUENLINGOGD.1307,1307,"LINESTRING (16.42812573738043 48.23804805952445, 16.427979666102157 48.238167696013576)",Kagraner-Brü*,17.166986,
OEFFGRUENLINGOGD.1308,1308,"LINESTRING (16.42950935403374 48.238409673971205, 16.42950192328243 48.23844465339638)",unt.alt.D.,3.928544,
OEFFGRUENLINGOGD.1309,1309,"LINESTRING (16.430193894341233 48.23796003724017, 16.430208772256385 48.23793776705755)",unt.alt.D.,2.711777,
OEFFGRUENLINGOGD.1310,1310,"LINESTRING (16.416060640791372 48.21775227476887, 16.415925339621133 48.21766985118025)",Handelskai -*,13.604839,
OEFFGRUENLINGOGD.1311,1311,"LINESTRING (16.42033537486246 48.20963964096481, 16.420494485383642 48.209589742487154)",Olympia platz,13.062576,
OEFFGRUENLINGOGD.1312,1312,"LINESTRING (16.42072719881376 48.209633190028015, 16.42056146802165 48.20968516482221)",Olympia platz,13.60608,
OEFFGRUENLINGOGD.1313,1313,"LINESTRING (16.41840943504253 48.208447153889324, 16.418615178524565 48.20834309914783)",Olympia_platz,19.175936,
OEFFGRUENLINGOGD.1314,1314,"LINESTRING (16.41780198995293 48.20761520584621, 16.417821980368355 48.207673609519944)",Olympia-platz,6.662024,
OEFFGRUENLINGOGD.1315,1315,"LINESTRING (16.417716905974547 48.20483800298305, 16.417016986831314 48.20411333086955)",Pierre-de-Co*,95.915691,
OEFFGRUENLINGOGD.1316,1316,"LINESTRING (16.418376199868213 48.20566587682073, 16.418503423439006 48.20577228380667)",Pierre-de-Co*,15.146577,
OEFFGRUENLINGOGD.1317,1317,"LINESTRING (16.431640194972598 48.20669332524586, 16.431741764791294 48.20675563094138)",Handelskai -*,10.246588,
OEFFGRUENLINGOGD.1318,1318,"LINESTRING (16.336943381468053 48.160102394007794, 16.336744059841696 48.16019846759691)",Wienerbe*,18.275871,
OEFFGRUENLINGOGD.1319,1319,"LINESTRING (16.341816349329015 48.157936303237435, 16.341835378521214 48.15792836573339)",Wienerbe*,1.668321,
OEFFGRUENLINGOGD.1320,1320,"LINESTRING (16.432075801877613 48.245870774641354, 16.43195383844368 48.24572805850354)",Kirschblüten*,18.272775,
OEFFGRUENLINGOGD.1321,1321,"LINESTRING (16.431598104737585 48.24605635348477, 16.431473914390764 48.24591102978931)",Kirschblüten*,18.606565,
OEFFGRUENLINGOGD.1322,1322,"LINESTRING (16.324061189521622 48.2266719565757, 16.32405713234045 48.22672626217648)",Park Lazarga*,6.046072,
OEFFGRUENLINGOGD.1323,1323,"LINESTRING (16.382969730642245 48.31533981511162, 16.38207193674034 48.315809168664096)",Bisamberg,84.605059,
OEFFGRUENLINGOGD.1324,1324,"LINESTRING (16.38700984074144 48.31682610243582, 16.387013896913817 48.316807666773336)",Bisamberg,2.071957,
OEFFGRUENLINGOGD.1325,1325,"LINESTRING (16.38299660006526 48.31537227070794, 16.382969730642245 48.31533981511162)",Bisamberg,4.122673,
OEFFGRUENLINGOGD.1326,1326,"LINESTRING (16.43585553838174 48.31630550798062, 16.435780128695626 48.316347429552295)",Neurisse / B*,7.280963,
OEFFGRUENLINGOGD.1327,1327,"LINESTRING (16.383814518000765 48.30715387453307, 16.383818596545684 48.30714888530918)",Bisamberg,0.631925,
OEFFGRUENLINGOGD.1328,1328,"LINESTRING (16.382483557360374 48.310404878075566, 16.381676933795074 48.309899160238345)",Bisamberg,82.111887,
OEFFGRUENLINGOGD.1329,1329,"LINESTRING (16.396531655775753 48.301623076290824, 16.396511125048896 48.30169640906354)",Bisamberg,8.295441,
OEFFGRUENLINGOGD.1330,1330,"LINESTRING (16.403235836034206 48.3019114371694, 16.403238854026863 48.30187655503855)",Bisamberg,3.885255,
OEFFGRUENLINGOGD.1331,1331,"LINESTRING (16.41854292645752 48.31636307981637, 16.418623852885457 48.3158852016263, 16.418425709712626 48.31568129143882, 16.417383193251435 48.315355905496574)",Herrnholz,165.867261,
OEFFGRUENLINGOGD.1332,1332,"LINESTRING (16.424921988520534 48.31346638232898, 16.42486654292334 48.31293304415484, 16.423939358133616 48.3118729233517)",Herrnholz,195.925881,
OEFFGRUENLINGOGD.1333,1333,"LINESTRING (16.440243902060757 48.300461325988806, 16.440232824609172 48.30046162559968)",Marchfeldkan*,0.822531,
OEFFGRUENLINGOGD.1334,1334,"LINESTRING (16.42932609611941 48.29046101431213, 16.428527203125267 48.290668547273384, 16.428420412003565 48.29054579344722, 16.42780058299374 48.29066266416166, 16.427654844198784 48.290430031244796, 16.426535480597167 48.29062955766398)",In den Winke*,241.208609,
OEFFGRUENLINGOGD.1335,1335,"LINESTRING (16.426535480597167 48.29062955766398, 16.426229822575074 48.29077544736291)",Marchfeldkan*,27.885941,
OEFFGRUENLINGOGD.1336,1336,"LINESTRING (16.41313382789819 48.28998638000044, 16.413131519237908 48.290004123035466)",Marchfeldkan*,1.980397,
OEFFGRUENLINGOGD.1337,1337,"LINESTRING (16.393800137674994 48.27951164448519, 16.39345866754916 48.27949588783925)",Winkeläckers*,25.405111,
OEFFGRUENLINGOGD.1338,1338,"LINESTRING (16.400668331642127 48.280111862055826, 16.40079103633141 48.280096784517106)",Ferdinand - *,9.260326,
OEFFGRUENLINGOGD.1339,1339,"LINESTRING (16.41256577061607 48.24863831419195, 16.4126890273036 48.248773256520934)",ob.alt.Donau,17.576851,
OEFFGRUENLINGOGD.1340,1340,"LINESTRING (16.4538946135248 48.24885673152973, 16.45396062784031 48.248889810679096)",Forstnergass*,6.129089,
OEFFGRUENLINGOGD.1341,1341,"LINESTRING (16.453170922898895 48.24817080968867, 16.453051398447464 48.24801808166971)",Forstnergass*,19.162793,
OEFFGRUENLINGOGD.1342,1342,"LINESTRING (16.4533879954209 48.248094974263125, 16.45326850425919 48.247942288701395)",Forstnergass*,19.15747,
OEFFGRUENLINGOGD.1343,1343,"LINESTRING (16.453750206840837 48.24471401158428, 16.453990091389382 48.24477613128455)",Trude-Krakau*,19.108956,
OEFFGRUENLINGOGD.1344,1344,"LINESTRING (16.45351210008592 48.24455838448439, 16.452846090392423 48.24474641121435)",Trude-Krakau*,53.703359,
OEFFGRUENLINGOGD.1345,1345,"LINESTRING (16.448236085491327 48.237605802060415, 16.447955936841062 48.237648993879255)",Park Strakaw*,21.357238,
OEFFGRUENLINGOGD.1346,1346,"LINESTRING (16.450945634343917 48.23867928508987, 16.45149142172742 48.238522638352634)",Park Strakaw*,44.125324,
OEFFGRUENLINGOGD.1347,1347,"LINESTRING (16.454770659632125 48.25330239161399, 16.454691584489577 48.253324981178565)",Park Ernst-J*,6.386813,
OEFFGRUENLINGOGD.1348,1348,"LINESTRING (16.455807763251574 48.25304233534676, 16.455839267799714 48.25308118873213)",Park Ernst-J*,4.913139,
OEFFGRUENLINGOGD.1349,1349,"LINESTRING (16.448833121628923 48.254983738401876, 16.44901332476635 48.25519675745899)",Park Ferdina*,27.205415,
OEFFGRUENLINGOGD.1350,1350,"LINESTRING (16.437934634168425 48.25666357715526, 16.437881924402795 48.25659392910149)",Eipeldauer S*,8.677458,
OEFFGRUENLINGOGD.1351,1351,"LINESTRING (16.43771754687771 48.25675429476045, 16.437654314861163 48.25667074267775)",Eipeldauer S*,10.409747,
OEFFGRUENLINGOGD.1352,1352,"LINESTRING (16.434553907973736 48.27350805489092, 16.434516489944144 48.27358540580292)",Schönthalerg*,9.03853,
OEFFGRUENLINGOGD.1353,1353,"LINESTRING (16.424518226606043 48.27889871836413, 16.42439594758235 48.278949454125474)",Katharina-SG*,10.686459,
OEFFGRUENLINGOGD.1354,1354,"LINESTRING (16.424144997783916 48.27841103475151, 16.42398709875872 48.2784711735359)",Katharina-SG*,13.493475,
OEFFGRUENLINGOGD.1355,1355,"LINESTRING (16.42514610079547 48.27970884524985, 16.425032085696724 48.27974918289084)",Katharina-SG*,9.577643,
OEFFGRUENLINGOGD.1356,1356,"LINESTRING (16.426197755455366 48.28093597021231, 16.426199738709386 48.28095968516542)",Katharina-SG*,2.641134,
OEFFGRUENLINGOGD.1357,1357,"LINESTRING (16.42814812666351 48.28054547387687, 16.428077334608414 48.28056704285825)",Katharina-SG*,5.775746,
OEFFGRUENLINGOGD.1358,1358,"LINESTRING (16.4293141610615 48.280478876683375, 16.429304267019425 48.2803660487244)",Katharina-SG*,12.56759,
OEFFGRUENLINGOGD.1359,1359,"LINESTRING (16.4659799720275 48.2328056172661, 16.46598660753835 48.232778767041665)",Hirschst. Au*,3.026059,
OEFFGRUENLINGOGD.1360,1360,"LINESTRING (16.494834932962195 48.24291218802401, 16.49487475499688 48.24301779146222)",Podhagskygas*,12.109489,
OEFFGRUENLINGOGD.1361,1361,"LINESTRING (16.493417712420435 48.2402395918154, 16.49342017721303 48.24015479851385)",Podhagskygas*,9.430472,
OEFFGRUENLINGOGD.1362,1362,"LINESTRING (16.509776938581204 48.255028527914824, 16.50953604004422 48.255208787034825)",Breitenlee B*,26.865763,
OEFFGRUENLINGOGD.1363,1363,"LINESTRING (16.52640370644912 48.25454920614472, 16.5264215740089 48.25462760636948)",Neurisse,8.818227,
OEFFGRUENLINGOGD.1364,1364,"LINESTRING (16.52461234995671 48.250024728821366, 16.5245922931153 48.24990085994941)",Neurisse,13.85409,
OEFFGRUENLINGOGD.1365,1365,"LINESTRING (16.5014714816576 48.26498928138779, 16.501729075534442 48.2649253302877)",Neurisse,20.403903,
OEFFGRUENLINGOGD.1366,1366,"LINESTRING (16.501901269995134 48.2648847714341, 16.501729075534442 48.2649253302877)",Neurisse,13.556487,
OEFFGRUENLINGOGD.1367,1367,"LINESTRING (16.50853943939727 48.25704449676497, 16.5084686620159 48.25679360086702)",Neurisse,28.389474,
OEFFGRUENLINGOGD.1368,1368,"LINESTRING (16.53222984645479 48.26213451441818, 16.532233691828083 48.26214756583557)",Neurisse,1.479093,
OEFFGRUENLINGOGD.1369,1369,"LINESTRING (16.512778383775927 48.26773223009987, 16.512812079148162 48.26783930846828)",Neurisse,12.16671,
OEFFGRUENLINGOGD.1370,1370,"LINESTRING (16.512956858576807 48.267809131657565, 16.51295962331528 48.26781791814751)",Neurisse,0.998356,
OEFFGRUENLINGOGD.1371,1371,"LINESTRING (16.490648331328668 48.274799522274364, 16.49045364109663 48.27475914233346, 16.490361472777163 48.27486493468522, 16.490370026262777 48.27536067546758)",Badeteich Sü*,83.87021,
OEFFGRUENLINGOGD.1372,1372,"LINESTRING (16.49064503382508 48.273497453310576, 16.490588801284115 48.27379461160809, 16.49056475295757 48.273971035035686, 16.490552563120186 48.2740038680506, 16.490534226180387 48.27403671022126, 16.4905158534691 48.27405724541124, 16.49044837093692 48.27409425531206, 16.490393164764324 48.27412714605554, 16.489785317853688 48.27429614697884, 16.48968095155174 48.274329103088135)",Badeteich Sü*,132.746092,
OEFFGRUENLINGOGD.1373,1373,"LINESTRING (16.489479850140583 48.274171334440226, 16.48968095155174 48.274329103088135)",Badeteich Sü*,23.034906,
OEFFGRUENLINGOGD.1374,1374,"LINESTRING (16.48968095155174 48.274329103088135, 16.489631889070292 48.27436198615619, 16.4895338771816 48.274464669554895, 16.489111120992707 48.274883648453695, 16.489055974353057 48.27493704987737, 16.488970053386147 48.274974082536, 16.488886704376675 48.27497778787162)",Badeteich Sü*,95.876397,
OEFFGRUENLINGOGD.1375,1375,"LINESTRING (16.501987535627773 48.28959522750758, 16.50200436817154 48.289579004932236)",Elfingerweg,2.194158,
OEFFGRUENLINGOGD.1376,1376,"LINESTRING (16.502131420809533 48.28896040430884, 16.501895237746666 48.28889444025574)",Kugelkreuz,18.99977,
OEFFGRUENLINGOGD.1377,1377,"LINESTRING (16.52230044296599 48.24150614330121, 16.522250565015224 48.24160932041796)",Lange Neuris*,12.056256,
OEFFGRUENLINGOGD.1378,1378,"LINESTRING (16.51620191777947 48.23823342353031, 16.516325414039567 48.23822393107218)",Lange Neuris*,9.234075,
OEFFGRUENLINGOGD.1379,1379,"LINESTRING (16.505098609410233 48.2413830410828, 16.50507496478242 48.24128431869767)",Lange Neuris*,11.117163,
OEFFGRUENLINGOGD.1380,1380,"LINESTRING (16.500242131180492 48.24213625269331, 16.500167449282877 48.242128747528234)",Lange Neuris*,5.609523,
OEFFGRUENLINGOGD.1381,1381,"LINESTRING (16.51613915411687 48.250190204204955, 16.516252501622578 48.25037299156064, 16.51625555739631 48.250430611955736)",Lange Neuris*,28.410656,
OEFFGRUENLINGOGD.1382,1382,"LINESTRING (16.539566278983422 48.24278299342483, 16.53935297542667 48.242804867037485)",ÖBB Ostbahn *,16.028829,
OEFFGRUENLINGOGD.1383,1383,"LINESTRING (16.547871687370918 48.24082270638552, 16.54755443323172 48.24068877292)",ÖBB Ostbahn *,27.876771,
OEFFGRUENLINGOGD.1384,1384,"LINESTRING (16.53884222445832 48.23680340304187, 16.538409889873023 48.23681167939899)",ÖBB Ostbahn *,32.128768,
OEFFGRUENLINGOGD.1385,1385,"LINESTRING (16.538057820895855 48.236697349988304, 16.538405301547556 48.23670469791247)",ÖBB Ostbahn *,25.825268,
OEFFGRUENLINGOGD.1386,1386,"LINESTRING (16.532411749034235 48.23651967331139, 16.532558589429552 48.23612676315261)",ÖBB Ostbahn *,45.031242,
OEFFGRUENLINGOGD.1387,1387,"LINESTRING (16.53880442699941 48.23650685262645, 16.538450905421 48.23647752112511)",ÖBB Ostbahn *,26.462955,
OEFFGRUENLINGOGD.1388,1388,"LINESTRING (16.549955485588573 48.233337953691176, 16.549930097171824 48.233070587084015)",NEslarnStr.uU,29.78993,
OEFFGRUENLINGOGD.1389,1389,"LINESTRING (16.549906857466453 48.232895308061785, 16.549930097171824 48.233070587084015)",NEslarnStr.uU,19.566685,
OEFFGRUENLINGOGD.1390,1390,"LINESTRING (16.548966031737944 48.23019159904687, 16.548870057349383 48.230090431138464)",NEslarnStr.uU,13.318862,
OEFFGRUENLINGOGD.1391,1391,"LINESTRING (16.548892158921145 48.22982038621474, 16.548950978870238 48.2300879898739)",NEslarnStr.uU,30.075675,
OEFFGRUENLINGOGD.1392,1392,"LINESTRING (16.547061305493624 48.22457663358334, 16.547059571286752 48.224330222449325)",NEslarnStr.uU,27.400252,
OEFFGRUENLINGOGD.1393,1393,"LINESTRING (16.534266472307838 48.23358395469867, 16.534647350570253 48.233554657904186)",ÖBB Ostbahn *,28.481897,
OEFFGRUENLINGOGD.1394,1394,"LINESTRING (16.53418367272963 48.22863389102034, 16.53409210256702 48.22865005388965)",Kaschauerpla*,7.036678,
OEFFGRUENLINGOGD.1395,1395,"LINESTRING (16.513573776177598 48.221900243054144, 16.513273277993246 48.22202014478833, 16.51324163589811 48.22202687547465, 16.51319919257548 48.22203404637266, 16.513176249684488 48.22201736253691, 16.513156524607023 48.22199248366951, 16.513075944587094 48.22182222066401, 16.512901310246463 48.22144050943383, 16.512871220817523 48.2214138280397, 16.51281616181537 48.221394981200056, 16.51270776612998 48.221373988691646, 16.512542362074615 48.221368330610005)",Niklas-Eslar*,130.62212,
OEFFGRUENLINGOGD.1396,1396,"LINESTRING (16.517812079640752 48.231960483405565, 16.517911415164427 48.23203616191832)",Niklas-Eslar*,11.192649,
OEFFGRUENLINGOGD.1397,1397,"LINESTRING (16.518295021850687 48.22309669869768, 16.516404568029746 48.21819048347805)",Niklas-Eslar*,563.346354,
OEFFGRUENLINGOGD.1398,1398,"LINESTRING (16.516404568029746 48.21819048347805, 16.516383622372892 48.218136116673136)",Niklas-Eslar*,6.242523,
OEFFGRUENLINGOGD.1399,1399,"LINESTRING (16.513168496343113 48.21655828213027, 16.513185443792803 48.21649359694076)",Niklas-Eslar*,7.30215,
OEFFGRUENLINGOGD.1400,1400,"LINESTRING (16.521460048562233 48.217947410104344, 16.521461522819763 48.21797369834935)",Niklas-Eslar*,2.925196,
OEFFGRUENLINGOGD.1401,1401,"LINESTRING (16.49997512228099 48.19789314796632, 16.499749505912106 48.19799170213152)",Lobau,20.035156,
OEFFGRUENLINGOGD.1402,1402,"LINESTRING (16.486876884551005 48.21140899263409, 16.488041428630165 48.211154550236266)",Lobaugasse,91.05709,
OEFFGRUENLINGOGD.1403,1403,"LINESTRING (16.48586911957385 48.20938711715334, 16.485856781598986 48.20936358009699)",Plattenstein*,2.773215,
OEFFGRUENLINGOGD.1404,1404,"LINESTRING (16.444216728708245 48.238993874368205, 16.444428107354454 48.23895152542451)",Park Düsseld*,16.392324,
OEFFGRUENLINGOGD.1405,1405,"LINESTRING (16.443270368846715 48.239137017658564, 16.443198282056894 48.239134806896146)",Park Düsseld*,5.360288,
OEFFGRUENLINGOGD.1406,1406,"LINESTRING (16.452557391741056 48.216944613318695, 16.45261717565771 48.21693275458863)",Mühlgrund,4.634268,
OEFFGRUENLINGOGD.1407,1407,"LINESTRING (16.472919495627703 48.20784192813209, 16.472805864390157 48.20775029964066)",Mühlwasser,13.234045,
OEFFGRUENLINGOGD.1408,1408,"LINESTRING (16.399134651265136 48.134910777465144, 16.39895380643544 48.13517246537048)",Johannesberg,32.060657,
OEFFGRUENLINGOGD.1409,1409,"LINESTRING (16.35592205016416 48.26625821464276, 16.35592404761649 48.26636567897486, 16.355920159666866 48.2664127404641)",Wienerw.Wein,17.191612,
OEFFGRUENLINGOGD.1410,1410,"LINESTRING (16.355922012123994 48.26616009198779, 16.35592205016416 48.26625821464276)",Wienerw.Wein,10.9109,
OEFFGRUENLINGOGD.1411,1411,"LINESTRING (16.409423289095997 48.1419010699939, 16.409445413991577 48.14176024175917)",Kurpark Ober*,15.745607,
OEFFGRUENLINGOGD.1412,1412,"LINESTRING (16.409168335296048 48.14966667327413, 16.40887480191912 48.14972460719777, 16.40739336403323 48.15042002071403)",Hasenleiten *,157.421902,
OEFFGRUENLINGOGD.1413,1413,"LINESTRING (16.409333046581807 48.150087282511244, 16.40735617476119 48.15110192054929)",Hasenleiten *,185.381049,
OEFFGRUENLINGOGD.1414,1414,"LINESTRING (16.453317026151378 48.14342980571724, 16.453056288709227 48.1432145438636, 16.452921649331316 48.142767830782425)",Erweiterung *,81.485377,
OEFFGRUENLINGOGD.1415,1415,"LINESTRING (16.453324381503165 48.14346388904103, 16.453317026151378 48.14342980571724)",Erweiterung *,3.829195,
OEFFGRUENLINGOGD.1416,1416,"LINESTRING (16.438739681507855 48.14106655380394, 16.43879015798152 48.14120782645811)",ÖBB Wolfsthal,16.151628,
OEFFGRUENLINGOGD.1417,1417,"LINESTRING (16.46794971618128 48.17491496789056, 16.46787463502787 48.174838162783296)",Donaukanal,10.203872,
OEFFGRUENLINGOGD.1418,1418,"LINESTRING (16.442150122355482 48.18409039313024, 16.44216490496899 48.1841890197791)",Donaukanal,11.021746,
OEFFGRUENLINGOGD.1419,1419,"LINESTRING (16.454416370704998 48.171425971451015, 16.454364224280326 48.17144484258134)",Jedletzberge*,4.40982,
OEFFGRUENLINGOGD.1420,1420,"LINESTRING (16.444658151344395 48.16794853065719, 16.444288542467614 48.167912096911294, 16.444265899479113 48.167911036342396, 16.44423190816254 48.167897004704976, 16.444212474739142 48.16788404124752, 16.444194647241783 48.16786566684102, 16.44414788749278 48.167781478319654)",Seeschlachtw*,46.912924,
OEFFGRUENLINGOGD.1421,1421,"LINESTRING (16.286637354713672 48.2206095408414, 16.286673302451316 48.2206350051241)",WienerwaldNW,3.892647,
OEFFGRUENLINGOGD.1422,1422,"LINESTRING (16.2854740194193 48.21395643501845, 16.285431967163124 48.213956375142985)",Park Hansl-S*,3.125203,
OEFFGRUENLINGOGD.1423,1423,"LINESTRING (16.30177867026355 48.123713467954644, 16.30180210130699 48.12365525135125)",Auf der Scha*,6.704237,
OEFFGRUENLINGOGD.1424,1424,"LINESTRING (16.298718201905984 48.1254775025613, 16.298540436799577 48.125549560207006)",Auf der Scha*,15.470254,
OEFFGRUENLINGOGD.1425,1425,"LINESTRING (16.354957139573035 48.131369569088434, 16.355207795437362 48.13132687597726)",Obere Grenzg,19.252383,
OEFFGRUENLINGOGD.1426,1426,"LINESTRING (16.39037317102796 48.16883219662364, 16.39035581032509 48.16884457682524)",Laaer Wald /*,1.887482,
OEFFGRUENLINGOGD.1427,1427,"LINESTRING (16.403824003630056 48.16894190440578, 16.403846841112944 48.16892047623813, 16.403846859912143 48.168920459139855, 16.40388060849616 48.16886734764325, 16.403897083201255 48.16884415335005, 16.40390946102398 48.16882774417409, 16.403908597818766 48.16881544193215, 16.403903633265685 48.16880550823244, 16.403893711446745 48.16879116177764, 16.403892042932075 48.16877680955223, 16.40389367795594 48.16876576848651, 16.40391332654703 48.16870776308449)",AdOstbahnS,27.984467,
OEFFGRUENLINGOGD.1428,1428,"LINESTRING (16.401411881638825 48.17012550463215, 16.4013355404342 48.17014153798866)",AdOstbahnS,5.951589,
OEFFGRUENLINGOGD.1429,1429,"LINESTRING (16.370972677391915 48.143177919202415, 16.37111125446988 48.14328275664102)",unt. Liesing,15.56428,
OEFFGRUENLINGOGD.1430,1430,"LINESTRING (16.386190678000585 48.131208067662044, 16.386608253969708 48.1313181875513)",Rothneusiedl,33.407778,
OEFFGRUENLINGOGD.1431,1431,"LINESTRING (16.36951503712712 48.128614377716815, 16.36934369450496 48.12787417523539)",Rothneusiedl,83.288421,
OEFFGRUENLINGOGD.1432,1432,"LINESTRING (16.36921604173837 48.12826739214978, 16.369130150269825 48.12789632983664)",Rothneusiedl,41.752327,
OEFFGRUENLINGOGD.1433,1433,"LINESTRING (16.386930377608653 48.13144120413254, 16.386608253969708 48.1313181875513)",Johannes-Berg,27.605034,
OEFFGRUENLINGOGD.1434,1434,"LINESTRING (16.38840105302544 48.12852667310365, 16.38819429826354 48.12841217082643)",Johannesberg,19.974582,
OEFFGRUENLINGOGD.1435,1435,"LINESTRING (16.388535556232974 48.128381448170394, 16.388424618332817 48.128450211203024, 16.38821171048759 48.12839329857439)",Johannesberg,28.320101,
OEFFGRUENLINGOGD.1436,1436,"LINESTRING (16.38938279782593 48.127392220179374, 16.389315113138657 48.127181833422966)",Johannesberg,23.930179,
OEFFGRUENLINGOGD.1437,1437,"LINESTRING (16.388002210532882 48.129281496413135, 16.387832971686947 48.12923686708062)",Johannesberg,13.540211,
OEFFGRUENLINGOGD.1438,1438,"LINESTRING (16.39512263214037 48.12649761318232, 16.395319817625467 48.12646800103835)",Johannesberg,15.043932,
OEFFGRUENLINGOGD.1439,1439,"LINESTRING (16.395609999310505 48.126348697829634, 16.395319817625467 48.12646800103835)",Johannesberg,25.350236,
OEFFGRUENLINGOGD.1440,1440,"LINESTRING (16.387631837224607 48.129201404299245, 16.387832971686947 48.12923686708062)",Rothneusiedl,15.48291,
OEFFGRUENLINGOGD.1441,1441,"LINESTRING (16.381774475215856 48.12719083435839, 16.38175902118544 48.1274249748868)",Rothneusiedl,26.060393,
OEFFGRUENLINGOGD.1442,1442,"LINESTRING (16.381751241358053 48.12774681684866, 16.381764611466938 48.12754536152778)",Rothneusiedl,22.422696,
OEFFGRUENLINGOGD.1443,1443,"LINESTRING (16.381773986479892 48.126640155607355, 16.381731374287263 48.12645700679688)",Rothneusiedl,20.6106,
OEFFGRUENLINGOGD.1444,1444,"LINESTRING (16.389385642617334 48.12649655403571, 16.389589023852313 48.1265637348042)",Rothneusiedl,16.88294,
OEFFGRUENLINGOGD.1445,1445,"LINESTRING (16.38772050761565 48.12561570441167, 16.387672326484736 48.12550268648574)",Rothneusiedl,13.068751,
