FID,OBJECTID,SHAPE,ANGEBOT,OEFFNUNGSZEITEN,STANDORT,BEZIRK,WASSER,WEBLINK1,SE_ANNO_CAD_DATA
SPIELPLATZOGD.158263,158263,POINT (16.37530453116687 48.1520752547893),nein,0:00-24:00,Parkanlage Pichelmayergasse,10,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158265,158265,POINT (16.28301512067045 48.19871741223427),"Kleinkinderspielplatz,<br>Tischtennisplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage Pachmanngasse,14,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158266,158266,POINT (16.437171062360328 48.27288735645526),Basketballplatz,0:00-24:00,Parkanlage Heizhaus,21,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158268,158268,POINT (16.483587334678372 48.21853353981335),Kinder- Jugendspielplatz,0:00-24:00,Parkanlage Eisenhutgasse,22,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158269,158269,POINT (16.449770728407128 48.21988152969824),Skaterpark,0:00-24:00,Parkanlage U2/Stadlau,22,nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158270,158270,POINT (16.489490917567018 48.276674393607074),Kinder- Jugendspielplatz,0:00-24:00,Badeteich S¸ﬂenbrunn,22,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158271,158271,POINT (16.47448462875276 48.22271110440133),Kinder- Jugendspielplatz,0:00-24:00,Gr¸nanlage Wonkaplatz,22,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158272,158272,POINT (16.483510360728072 48.28075101774114),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz",0:00-24:00,Parkanlage Kaspargasse,22,nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158274,158274,POINT (16.390215618712688 48.235973684050016),"Kinder- Jugendspielplatz,<br>Fuﬂballplatz",0:00-24:00,Parkanlage Traisengasse,20,nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158275,158275,POINT (16.346995836777694 48.20005137146644),Kleinkinderspielplatz,0:00-24:00,Gr¸nanlage Jenny-Steiner-Weg,7,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158278,158278,POINT (16.30074461582559 48.23942664545658),"Kleinkinder- Kinder- Jugendspielplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage Ladenburghˆhe,18,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158279,158279,POINT (16.346089083496125 48.22368004679552),Kinder- Jugendspielplatz,0:00-24:00,Vilma-Degischer-Park,18,"Trinkbrunnen, Zierbrunnen",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158280,158280,POINT (16.348480557725416 48.232003003208554),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Tischtennisplatz,<br>Basketballplatz",0:00-24:00,W‰hringer Park,18,Trinkbrunnen+Tr‰nke,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158281,158281,POINT (16.363719134221284 48.249452182399835),Kleinkinder- Kinder- Jugendspielplatz,keine Angabe,Parkanlage 12.Februar-Platz,19,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158283,158283,POINT (16.353596726065298 48.25850410609042),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Basketballplatz,<br>Sandspielplatz",0:00-24:00,Beethovenpark,19,"Trinkbrunnen+Tr‰nke, Trinkbrunnen",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158284,158284,POINT (16.331160521308217 48.245616424634505),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Basketballplatz,<br>Sandspielplatz",7:00-19:00,Parkanlage Bˆrnergasse,19,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158285,158285,POINT (16.3203224342192 48.24108853126259),"Kinder- Jugendspielplatz,<br>Sandspielplatz",0:00-24:00,Dr.-Meiﬂner-Park,19,Trinkbrunnen+Tr‰nke,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158286,158286,POINT (16.326723701164347 48.244324590051896),"Kinder- Jugendspielplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage Gustav-Pick-Gasse,19,Ja,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158287,158287,POINT (16.31281469823781 48.25040665322625),"Kleinkinder- Kinder- Jugendspielplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage Am Neustiftblick,19,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158289,158289,POINT (16.304733560929364 48.21409770085257),"Kinder- Jugendspielplatz,<br>Basketballplatz",0:00-24:00,Karl-Kantner-Park,16,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158290,158290,POINT (16.308582341907094 48.22173991377137),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Basketballplatz",0:00-24:00,Kongreﬂpark,16,"2 Trinkbrunnen, Zierbrunnen",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158291,158291,POINT (16.334150372143345 48.20572934204602),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Skaterpark,<br>Basketballplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage Ludo-Hartmann-Platz,16,"Trinkbrunnen+Tr‰nke, Trinkbrunnen",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158292,158292,POINT (16.30753615907584 48.21588873575632),"Kleinkinder- Kinder- Jugendspielplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage Musilplatz,16,Trinkbrunnen+Tr‰nke,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158294,158294,POINT (16.33108154440024 48.19807792150751),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Basketballplatz,<br>Sandspielplatz",0:00-24:00,Reithofferpark,15,"Trinkbrunnen+Tr‰nke, 2 Trinkbrunnen+Tr‰nke und Auffangschale",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158296,158296,POINT (16.327453500075908 48.20981994828749),"Kleinkinder- Kinder- Jugendspielplatz,<br>Basketballplatz,<br>Sandspielplatz",0:00-24:00,Richard-Wagner-Park,16,"Trinkbrunnen+Tr‰nke, Hundetrinkbrunnen",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158298,158298,POINT (16.30197984526265 48.22324646975111),Kinder- Jugendspielplatz,0:00-24:00,Parkanlage Spinozagasse,16,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158299,158299,POINT (16.319120334220173 48.21044943741203),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Volleyballplatz,<br>Basketballplatz",0:00-24:00,Parkanlage Schuhmeierplatz,16,Trinkbrunnen mit Auffangschale,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158300,158300,POINT (16.309326508858096 48.21267095089393),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Basketballplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage Stillfriedplatz,16,2 Trinkbrunnen+Tr‰nke,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158301,158301,POINT (16.316909466311525 48.221503258725434),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Basketballplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage Stˆberplatz,16,Trinkbrunnen mit Auffangschale,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158302,158302,POINT (16.30820788162289 48.20940349722127),"Kleinkinderspielplatz,<br>Fuﬂballplatz,<br>Basketballplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage Wiesberggasse,16,Trinkbrunnen+Tr‰nke,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158303,158303,POINT (16.33530014881183 48.213462790527416),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Volleyballplatz,<br>Wasserspielplatz,<br>Basketballplatz",0:00-24:00,Parkanlage Yppenplatz,16,"2 Trinkbrunnen, Zierbrunnen",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158306,158306,POINT (16.332736102983084 48.189264963596635),Kleinkinderspielplatz,0:00-24:00,Herklotzpark,15,Trinkbrunnen mit Auffangschale,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158309,158309,POINT (16.315436481338093 48.20412786607981),Kleinkinderspielplatz,0:00-24:00,Parkanlage Mareschplatz,15,"Trinkbrunnen mit Auffangschale, Zierbrunnen",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158310,158310,POINT (16.33744437835333 48.19319089075088),Kleinkinderspielplatz,0:00-24:00,Parkanlage Maria vom Siege,15,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158312,158312,POINT (16.33537696010035 48.20174526372628),"Kleinkinderspielplatz,<br>Fuﬂballplatz,<br>Volleyballplatz,<br>Basketballplatz,<br>Sandspielplatz",0:00-24:00,M‰rzpark,15,2 Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158313,158313,POINT (16.31730799809629 48.20073360127041),"Kleinkinder- Kinder- Jugendspielplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage Neusserplatz,15,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158314,158314,POINT (16.314927739400293 48.206430853841525),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz",0:00-24:00,Rohrauerpark,15,"2 Trinkbrunnen, Trinkbrunnen mit Tr‰nke",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158315,158315,POINT (16.334832767482816 48.18777352368237),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Basketballplatz,<br>Sandspielplatz",0:00-24:00,Sechshauser Park,15,Trinkbrunnen+Tr‰nke,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158317,158317,POINT (16.319062827218296 48.1939334183556),"Kleinkinderspielplatz,<br>Volleyballplatz,<br>Basketballplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage Wieningerplatz,15,Trinkbrunnen+Tr‰nke,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158319,158319,POINT (16.318335750722607 48.214566425878495),"Kleinkinderspielplatz,<br>Basketballplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage Familienplatz,16,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158320,158320,POINT (16.331916141217366 48.21060029209478),Kleinkinder- Kinder- Jugendspielplatz,0:00-24:00,Leon-Askin-Park,16,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158321,158321,POINT (16.31302548749885 48.22031705052968),"Kleinkinder- Kinder- Jugendspielplatz,<br>Sandspielplatz",0:00-24:00,Else-Federn-Park,16,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158322,158322,POINT (16.313084570258223 48.2092532817497),"Kleinkinder- Kinder- Jugendspielplatz,<br>Basketballplatz",0:00-24:00,Parkanlage Hettenkofergasse,16,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158323,158323,POINT (16.333286886844522 48.208699455761916),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Basketballplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage Hofferplatz,16,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158324,158324,POINT (16.332815079973223 48.213363404396134),"Kleinkinder- Kinder- Jugendspielplatz,<br>Sandspielplatz",0:00-24:00,Huberpark,16,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158326,158326,POINT (16.27483434130895 48.197126301082626),"Kleinkinder- Kinder- Jugendspielplatz,<br>Tischtennisplatz,<br>Sandspielplatz",0:00-24:00,Baumgartner-Casino-Park,14,"2 Trinkbrunnen, Trinkbrunnen+Tr‰nke",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158328,158328,POINT (16.268806753759026 48.19611500296123),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Skaterpark,<br>Basketballplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage Cossmanngasse,14,Trinkbrunnen+Tr‰nke,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158330,158330,POINT (16.302253753633853 48.19236835803851),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Basketballplatz,<br>Sandspielplatz",0:00-24:00,Eduard-Gurk-Park,14,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158332,158332,POINT (16.248685875040078 48.202672411848546),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Basketballplatz,<br>Sandspielplatz",0:00-24:00,Ferdinand-Wolf-Park,14,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158333,158333,POINT (16.36159907700009 48.198317690060904),"Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Rodelh¸gel,<br>Seilbahn,<br>Sand- und Matschbereich,<br>Basketballplatz",keine Angabe,Alfred-Gr¸nwald-Park,6,"Trinkbrunnen mit Auffangschale, Trinkbrunnen+Tr‰nke, Spielbrunnen",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158334,158334,POINT (16.352181899859435 48.197565154112525),"Kleinkinder- Kinder- Jugendspielplatz,<br>Volleyballplatz,<br>Tischtennisplatz,<br>Skaterpark,<br>Sand- und Matschbereich,<br>Basketballplatz",Ballspielplatz: 7:30-21:30,Esterh·zypark,6,"5 Trinkbrunnen mit Auffangschale, Spielbrunnen, Zierbrunnen",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158335,158335,POINT (16.33942525730578 48.18958707611809),"Kleinkinder- Kinder- Jugendspielplatz,<br>Volleyballplatz,<br>Sand- und Matschbereich,<br>Basketballplatz,<br>Sandspielplatz",0:00-24:00,Fritz-Imhoff-Park,6,"Trinkbrunnen, Spielbrunnen",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158336,158336,POINT (16.352526811395673 48.19418578484885),"Kleinkinderspielplatz,<br>Sandspielplatz","Park: Okt.-M‰rz 8:30-19:30, April-Sept. 7:15-20:30",Helene-Heppe-Park,6,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158337,158337,POINT (16.346899121608853 48.19235192252176),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Basketballplatz,<br>Sandspielplatz","Park: Okt.-M‰rz 8:00-20:15, April-Sept. 7:00-21:15",Hubert-Marischka-Park,6,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158338,158338,POINT (16.37199925926284 48.21841280085705),"Fuﬂballplatz,<br>Basketballplatz",0:00-24:00,Wilhelm-Kienzl-Park,2,Trinkbrunnen+Tr‰nke und Auffangschale,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158340,158340,POINT (16.39180959110875 48.19876291902263),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Basketballplatz,<br>Sandspielplatz",Ballspielplatz: 7:00-20:45,Arenbergpark,3,2 Trinkbrunnen+Tr‰nke,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158341,158341,POINT (16.40558643319185 48.192057059628226),Kinder- Jugendspielplatz,0:00-24:00,Parkanlage Baumgasse,3,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158342,158342,POINT (16.404019367042444 48.19602620301701),"Kinder- Jugendspielplatz,<br>Basketballplatz",0:00-24:00,Bock-Park,3,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158343,158343,POINT (16.391138520038375 48.20484177385879),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Sandspielplatz","Nov.-Mai: 7:00-19:00, Juni-Okt.: 7:00-21:00",Czapkapark,3,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158344,158344,POINT (16.407933834591834 48.19924720682873),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Basketballplatz",0:00-24:00,Treppelweg - Erdberger L‰nde,3,Trinkbrunnen mit Auffangschale,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158346,158346,POINT (16.399164099230603 48.19424548312154),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Basketballplatz",keine Angabe,Joe-Zawinul-Park,3,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158347,158347,POINT (16.387446491209857 48.206064934851426),Kleinkinderspielplatz,0:00-24:00,Josef-Pfeifer-Park,3,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158348,158348,POINT (16.401430004966247 48.197309928462474),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Basketballplatz,<br>Sandspielplatz","Ballspielplatz: Nov.-Mai: 7:00-21:00, Juni-Okt.: 7:00-22:00; Hundezone 6:00-22:00",Kardinal-Nagl-Park,3,Trinkbrunnen mit Tr‰nke,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158349,158349,POINT (16.3910978078241 48.23798650991435),Kleinkinder- Kinder- Jugendspielplatz,0:00-24:00,Rechter Donaudamm 5,20,nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158350,158350,POINT (16.38239318747654 48.199840174212895),"Kleinkinderspielplatz,<br>Fuﬂballplatz,<br>Basketballplatz,<br>Sandspielplatz",0:00-24:00,Modenapark,3,Trinkbrunnen+Tr‰nke und Auffangschale,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158351,158351,POINT (16.393579877114785 48.235900907121525),Kleinkinderspielplatz,0:00-24:00,Rechter Donaudamm 3,20,nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158352,158352,POINT (16.3931924222292 48.20134428295322),Kleinkinder- Kinder- Jugendspielplatz,0:00-24:00,Rochuspark,3,Trinkbrunnen+Tr‰nke,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158354,158354,POINT (16.38591514159891 48.18648081962107),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Tischtennisplatz,<br>Rodelh¸gel,<br>Seilbahn,<br>Sand- und Matschbereich,<br>Basketballplatz,<br>Sandspielplatz",0:00-24:00,Schweizergarten,3,"3 Trinkbrunnen+Tr‰nke, Spielbrunnen",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158358,158358,POINT (16.398628659105263 48.19123466662366),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Sandspielplatz",Ballspielplatz: 7:00-20:00,Waisenhauspark,3,Trinkbrunnen mit Tr‰nke und Auffangschale,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158362,158362,POINT (16.36783344278989 48.18639546292272),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Tischtennisplatz,<br>Rodelh¸gel,<br>Basketballplatz",Ballspielplatz: 7:00-22:00,Alois-Drasche-Park,4,2 Trinkbrunnen+Tr‰nke,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158363,158363,POINT (16.36775427255974 48.19307806284728),"Kleinkinder- Kinder- Jugendspielplatz,<br>Sandspielplatz","Parkanlage: Okt.-M‰rz 7:30-20:00, April-Sept. 6:15-21:00",Ernst-Jandl-Park,4,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158364,158364,POINT (16.412361660189987 48.22085309676049),Kleinkinder- Kinder- Jugendspielplatz,0:00-24:00,Rechter Donaudamm 7,2,nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158366,158366,POINT (16.377032715795686 48.20194440292352),"Tischtennisplatz,<br>Basketballplatz",Ballspielk‰fig: Okt.-M‰rz 7:15-18:00; April-Sep. 7:15-21:30,Parkanlage Beethovenplatz,1,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158370,158370,POINT (16.36735366290017 48.214403180402),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Seilbahn,<br>Sandspielplatz",Ballspielplatz: Okt.-M‰rz 7:00-18:30; April-Sep. 7:00-21:15,Hermann-Gmeiner-Park,1,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158371,158371,POINT (16.359733778367787 48.21187270319016),Kleinkinderspielplatz,0:00-24:00,Rathauspark,1,"2 Trinkbrunnen, 2 Trinkbrunnen+Tr‰nke, 2 Zierbrunnen",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158372,158372,POINT (16.371589610928343 48.214442777159256),"Kleinkinder- Kinder- Jugendspielplatz,<br>Sandspielplatz",6:20-22:00,Rudolfspark,1,Trinkbrunnen+Tr‰nke und Auffangschale,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158379,158379,POINT (16.37799606151623 48.21421893501847),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Volleyballplatz,<br>Sand- und Matschbereich,<br>Basketballplatz,<br>Sandspielplatz",Ballspielplatz 6:00-22:00,Manes-Sperber-Park,2,Trinkbrunnen+Tr‰nke und Auffangbecken,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158380,158380,POINT (16.244647262233002 48.20764104989314),"Kleinkinderspielplatz,<br>Basketballplatz",0:00-24:00,Franz-Sauer-Park,14,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158383,158383,POINT (16.2855807354409 48.19492175338478),"Kleinkinder- Kinder- Jugendspielplatz,<br>Sandspielplatz",0:00-24:00,Gustav-Klimt-Park,14,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158385,158385,POINT (16.313705969926847 48.200291067325026),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Basketballplatz,<br>Sandspielplatz",0:00-24:00,H.-C.-Artmann-Park,14,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158387,158387,POINT (16.391964782238386 48.243687030266095),"Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Volleyballplatz",0:00-24:00,Donauinsel 5,21,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158388,158388,POINT (16.417550455144717 48.22216589203158),"Kleinkinder- Kinder- Jugendspielplatz,<br>Wasserspielplatz,<br>Seilbahn,<br>Sand- und Matschbereich",0:00-24:00,Donauinsel 4,2,Spielbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158389,158389,POINT (16.39048114854959 48.24625415994924),Kleinkinder- Kinder- Jugendspielplatz,0:00-24:00,Donauinsel 3,21,nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158390,158390,POINT (16.385340908120785 48.25016457826662),Kinder- Jugendspielplatz,0:00-24:00,Donauinsel 2,21,Trinkbrunnen bei WC,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158391,158391,POINT (16.40764094291094 48.234262509875435),"Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Basketballplatz",0:00-24:00,Linker Donaudamm 1,22,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158392,158392,POINT (16.41980052391242 48.224615510269814),"Kleinkinder- Kinder- Jugendspielplatz,<br>Wasserspielplatz,<br>Sand- und Matschbereich",0:00-24:00,Linker Donaudamm 2,22,Spielbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158393,158393,POINT (16.418186579452367 48.2257625746754),"Kinder- Jugendspielplatz,<br>Skaterpark,<br>Basketballplatz",0:00-24:00,Linker Donaudamm 3,22,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158394,158394,POINT (16.496894905709183 48.173358354483206),Kleinkinderspielplatz,0:00-24:00,Linker Donaudamm 5,22,nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158396,158396,POINT (16.405026992538886 48.21950214627768),Kleinkinderspielplatz,0:00-24:00,Gr¸nanlage Ilgplatz,2,nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158397,158397,POINT (16.383875764342854 48.26938163427821),"Kleinkinder- Kinder- Jugendspielplatz,<br>Generationenspielplatz,<br>Fuﬂballplatz,<br>Tischtennisplatz,<br>Basketballplatz",0:00-24:00,Parkanlage ‹berfuhrstraﬂe,21,"Trinkbrunnen, Trinkbrunnen+Tr‰nke und Auffangschale",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158398,158398,POINT (16.522049609666933 48.21317323747807),"Fuﬂballplatz,<br>Basketballplatz",0:00-24:00,Parkanlage Colerusgasse,22,Trinkbrunnen mit Auffangschale,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158399,158399,POINT (16.45681480537828 48.214073055534925),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Tischtennisplatz,<br>Skaterpark,<br>Seilbahn,<br>Basketballplatz",0:00-24:00,Parkanlage Am M¸hlwasser,22,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
