FID,OBJECTID,SHAPE,ANGEBOT,OEFFNUNGSZEITEN,STANDORT,BEZIRK,WASSER,WEBLINK1,SE_ANNO_CAD_DATA
SPIELPLATZOGD.158039,158039,POINT (16.43064941654777 48.16827264343071),"Kleinkinder- Kinder- Jugendspielplatz,<br>Sand- und Matschbereich,<br>Sandspielplatz",7:00-20:00,Parkanlage BlÈriotgasse,11,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158041,158041,POINT (16.338366136386533 48.178504187011136),"Fuﬂballplatz,<br>Basketballplatz",6:00-21:30,Wilhelmsdorfer Park,12,2 Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158042,158042,POINT (16.34582919638893 48.181735781978205),Kleinkinder- Kinder- Jugendspielplatz,0:00-24:00,Haydnpark,12,2 Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158043,158043,POINT (16.34671401180119 48.18188728491988),"Skaterpark,<br>Basketballplatz",0:00-24:00,Haydnpark,12,2 Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158044,158044,POINT (16.261387034587923 48.19240753635526),"Kleinkinder- Kinder- Jugendspielplatz,<br>Seilbahn,<br>Sandspielplatz","Nov.-M‰rz 6:00-21:30, April-Sep. 6:00-22:00",Hackinger-Schloﬂ-Park,13,Ja,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158045,158045,POINT (16.260390177241295 48.193424201921296),Fuﬂballplatz,"Nov.-M‰rz 6:00-21:30, April-Sep. 6:00-22:00",Hackinger-Schloﬂ-Park,13,Ja,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158046,158046,POINT (16.29034263664918 48.15878937570814),nein,0:00-24:00,Parkanlage Schluckergasse,13,Trinkbrunnen+Tr‰nke,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158047,158047,POINT (16.290684129097166 48.15961518799292),Fuﬂballplatz,0:00-24:00,Parkanlage Schluckergasse,13,Trinkbrunnen+Tr‰nke,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158049,158049,POINT (16.387949948567513 48.213683962781815),"Kleinkinderspielplatz,<br>Fuﬂballplatz,<br>Volleyballplatz,<br>Basketballplatz,<br>Sandspielplatz",0:00-24:00,Vorkai - Praterufer,2,nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158050,158050,POINT (16.39587281142956 48.21873742230332),"Kleinkinder- Kinder- Jugendspielplatz,<br>Tischtennisplatz,<br>Sand- und Matschbereich,<br>Basketballplatz",0:00-24:00,Venediger-Au-Park,2,"Trinkbrunnen, Trinkbrunnen+Tr‰nke und Auffangschale, Spielbrunnen",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158051,158051,POINT (16.39405122600789 48.218946130946115),"Fuﬂballplatz,<br>Basketballplatz",0:00-24:00,Venediger-Au-Park,2,"Trinkbrunnen, Trinkbrunnen+Tr‰nke und Auffangschale, Spielbrunnen",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158052,158052,POINT (16.41755461676365 48.231114370747115),"Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Volleyballplatz,<br>Tischtennisplatz,<br>Skaterpark,<br>Basketballplatz",0:00-24:00,Parkanlage Weissauweg,22,Ja,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158055,158055,POINT (16.416357279799055 48.16751364369522),"Kleinkinder- Kinder- Jugendspielplatz,<br>Rodelh¸gel,<br>Sandspielplatz",0:00-24:00,Luise-Montag-Park,11,"Trinkbrunnen+Tr‰nke, Trinkbrunnen+Tr‰nke und Auffangschale",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158058,158058,POINT (16.443011094454317 48.25313511611277),"Kleinkinderspielplatz,<br>Fuﬂballplatz",0:00 - 24:00,Parkanlage Aladar-Pecht-Gasse,22,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158065,158065,POINT (16.306027227118314 48.20605604638756),Kleinkinderspielplatz,0:00-24:00,Gr¸nanlage Lorenz-Mandl-Gasse,16,nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158040,158040,POINT (16.339368268757568 48.17817642871029),"Kleinkinder- Kinder- Jugendspielplatz,<br>Sandspielplatz",6:00-21:30,Wilhelmsdorfer Park,12,2 Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158066,158066,POINT (16.396552834434516 48.225902901596385),"Kleinkinder- Kinder- Jugendspielplatz,<br>Volleyballplatz,<br>Tischtennisplatz,<br>Skaterpark,<br>Basketballplatz",keine Angabe,Rudolf-Bednar-Park,2,"4 Trinkbrunnen+Tr‰nke und Auffangschale, Pumpbrunnen",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158067,158067,POINT (16.397562854091454 48.2265681087202),"Kleinkinder- Kinder- Jugendspielplatz,<br>Generationenspielplatz,<br>Sand- und Matschbereich,<br>Sandspielplatz",keine Angabe,Rudolf-Bednar-Park,2,"4 Trinkbrunnen+Tr‰nke und Auffangschale, Pumpbrunnen",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158068,158068,POINT (16.403087985373407 48.22622585963006),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Seilbahn,<br>Sand- und Matschbereich,<br>Sandspielplatz",6:00-21:00,Mexikopark,2,"2 Trinkbrunnen, Zierbrunnen",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158069,158069,POINT (16.404704327748714 48.22455469794195),"Kleinkinderspielplatz,<br>Fuﬂballplatz,<br>Tischtennisplatz,<br>Basketballplatz,<br>Sandspielplatz",0:00-24:00,Mexikopark,2,Trinkbrunnen+Tr‰nke und Auffangschale,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158073,158073,POINT (16.378090642094765 48.21689668029178),Kleinkinderspielplatz,0:00 - 24:00,Gr¸nanlage Groﬂe Sperlgasse,2,nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158074,158074,POINT (16.306629737683686 48.16332965366437),"Kleinkinderspielplatz,<br>Sandspielplatz",00:00-24:00,Hetzendorfer Schloﬂpark,12,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158075,158075,POINT (16.331130642571615 48.194867812377844),Basketballplatz,00:00-24:00,Gr¸nanlage Zwˆlfergasse,15,nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158076,158076,POINT (16.340733467974314 48.19573938372606),nein,00:00-24:00,Gr¸nanlage Christian-Broda-Platz,6,nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158077,158077,POINT (16.343665259961174 48.17795326624577),Kleinkinderspielplatz,00:00-24:00,Gr¸nanlage Malfattigasse,12,nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158078,158078,POINT (16.288344685370582 48.137177706550695),Fuﬂballplatz,0:00-24:00,Parkanlage Frˆhlichgasse,23,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158080,158080,POINT (16.368200057180733 48.23492506349844),"Kleinkinderspielplatz,<br>Skaterpark",0:00-24:00,Hugo-Gottschlich-Park,20,nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158081,158081,POINT (16.372045207354855 48.235423511589715),"Kleinkinderspielplatz,<br>Fuﬂballplatz,<br>Basketballplatz",0:00-24:00,Hugo-Gottschlich-Park,20,nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158082,158082,POINT (16.27161278063643 48.18291203671705),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Rodelh¸gel,<br>Sand- und Matschbereich,<br>Sandspielplatz",0:00-24:00,Parkanlage Roter Berg,13,"Trinkbrunnen+Tr‰nke, Spielbrunnen",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158087,158087,POINT (16.318453421344927 48.187021776141734),nein,0:00-24:00,Auer-Welsbach-Park,15,"Trinkbrunnen+Tr‰nke, Spielbrunnen",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.158088,158088,POINT (16.47417123371495 48.23959172309576),Kleinkinder- Kinder- Jugendspielplatz,0:00-24:00,Blumeng‰rten Hirschstetten,22,Ja,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157705,157705,POINT (16.38154151770397 48.15279610149682),"Kleinkinder- Kinder- Jugendspielplatz,<br>Tischtennisplatz",0:00-24:00,Parkanlage Favoritenstraﬂe,10,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157706,157706,POINT (16.408036719212415 48.13495526459969),"Kleinkinder- Kinder- Jugendspielplatz,<br>Wasserspielplatz,<br>Sand- und Matschbereich",0:00-24:00,Piratenspielplatz,10,Spielbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157707,157707,POINT (16.376773143045384 48.14795760666942),"Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Volleyballplatz",0:00-24:00,Parkanlage Per-Albin-Hansson-Straﬂe,10,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157709,157709,POINT (16.429892871186794 48.168771984571386),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Tischtennisplatz,<br>Sand- und Matschbereich,<br>Basketballplatz",7:00-20:00,Parkanlage BlÈriotgasse,11,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157710,157710,POINT (16.417817603874727 48.18087503954546),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Tischtennisplatz,<br>Seilbahn,<br>Basketballplatz",0:00-24:00,Parkanlage Lorenz-Reiter-Straﬂe,11,Ja,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157711,157711,POINT (16.415342264882867 48.180978626252234),"Kleinkinder- Kinder- Jugendspielplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage Fuchsrˆhrenstraﬂe,11,Ja,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157712,157712,POINT (16.460904218509963 48.15352027257266),"Kleinkinder- Kinder- Jugendspielplatz,<br>Volleyballplatz,<br>Tischtennisplatz,<br>Skaterpark,<br>Wasserspielplatz,<br>Basketballplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage Am Leberberg,11,2 Trinkbrunnen+Tr‰nke und Auffangschale,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157714,157714,POINT (16.441620805051315 48.24523541875019),"Kleinkinder- Kinder- Jugendspielplatz,<br>Sand- und Matschbereich",0:00-24:00,Jakob-Rosenfeld-Park,22,Trinkbrunnen mit Auffangschale,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157716,157716,POINT (16.290537726768 48.15895088564941),Fuﬂballplatz,0:00-24:00,Parkanlage Schluckergasse,13,Trinkbrunnen+Tr‰nke,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157717,157717,POINT (16.29847425236888 48.22945866312296),Kleinkinder- Kinder- Jugendspielplatz,0:00-24:00,Parkanlage Rupertusplatz,17,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157718,157718,POINT (16.39531125611711 48.252228058944205),"Kleinkinder- Kinder- Jugendspielplatz,<br>Generationenspielplatz,<br>Fuﬂballplatz,<br>Tischtennisplatz,<br>Rodelh¸gel,<br>Basketballplatz",0:00-24:00,Wasserpark,21,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157721,157721,POINT (16.275062225159804 48.13734504818135),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Skaterpark,<br>Seilbahn,<br>Sandspielplatz",0:00-24:00,Herbert-Mayr-Park,23,Ja,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157723,157723,POINT (16.41244558730855 48.2485711975529),Kleinkinder- Kinder- Jugendspielplatz,00:00-24:00,Parkanlage M¸hlsch¸ttel,,Trinkbrunnen + Tr‰nke,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157725,157725,POINT (16.39702298099706 48.2671428936827),"Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Skaterpark",0:00-24:00,Parkanlage Underground,21,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157726,157726,POINT (16.402664787608945 48.24781757832011),Kleinkinder- Kinder- Jugendspielplatz,0:00-24:00,Parkanlage Angeliwiese,21,Hundetr‰nke,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157728,157728,POINT (16.4556326441833 48.25284883121655),Fuﬂballplatz,0:00-24:00,Parkanlage Ernst-Jandl-Weg,22,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157729,157729,POINT (16.44020929294742 48.15646936045571),"Volleyballplatz,<br>Skaterpark,<br>Basketballplatz",0:00-24:00,Gr¸nanlage Feuerhalle Simmering,11,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157731,157731,POINT (16.40548914382599 48.21690753964781),"Kleinkinder- Kinder- Jugendspielplatz,<br>Sand- und Matschbereich,<br>Basketballplatz",6:00-21:00,Wolfgang-Kˆssner-Park,2,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157732,157732,POINT (16.380866080949563 48.203509273469585),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Skaterpark,<br>Rodelh¸gel,<br>Basketballplatz",0:00-24:00,Stadtpark,3,"Trinkbrunnen, Spielbrunnen, Zierbrunnen",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157733,157733,POINT (16.37139785181209 48.18679580096138),"Kleinkinderspielplatz,<br>Fuﬂballplatz,<br>Basketballplatz,<br>Sandspielplatz","Ballspielplatz: Okt.-M‰rz 7:30-20:15, April-Sept. 6:30-21:15",Parkanlage Schelleingasse,4,Zierbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157734,157734,POINT (16.36355231973675 48.19626311472104),"Kleinkinder- Kinder- Jugendspielplatz,<br>Tischtennisplatz,<br>Sandspielplatz",keine Angabe,Planquadrat Park,4,Trinkbrunnen+Tr‰nke,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157736,157736,POINT (16.343884927970095 48.19377057863722),"Generationenspielplatz,<br>Sandspielplatz","Okt.-M‰rz 8:00-15:00, April-Sept. 8:00-19:00",Vinzenz-von-Paul-Park,6,"Trinkbrunnen, Trinkbrunnen+Tr‰nke",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157738,157738,POINT (16.353727970623723 48.22095056154191),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Skaterpark,<br>Rodelh¸gel,<br>Basketballplatz,<br>Sandspielplatz",0:00-24:00,Arne-Carlsson-Park,9,"Trinkbrunnen+Tr‰nke, Trinkbrunnen, Zierbrunnen",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157744,157744,POINT (16.34381223702101 48.21705932077514),"Kleinkinderspielplatz,<br>Sandspielplatz",0:00-24:00,Gabriele-Possanner-Park,9,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157746,157746,POINT (16.36256831700127 48.227021047015484),Kleinkinderspielplatz,0:00-24:00,Gr¸nanlage Spittelauer Platz,9,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157753,157753,POINT (16.303958617929027 48.164400711799175),Kinder- Jugendspielplatz,0:00-24:00,Gr¸nanlage Marschallplatz,12,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157756,157756,POINT (16.324668012970672 48.19728258392308),Kleinkinderspielplatz,0:00-24:00,Gr¸nanlage Kardinal-Rauscher-Platz,15,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157361,157361,POINT (16.332480092783808 48.190241339314355),"Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Basketballplatz",0:00-24:00,Parkanlage Henriettenplatz,15,Trinkbrunnen mit Auffangschale,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157362,157362,POINT (16.419417973259776 48.227642958910515),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Basketballplatz",0:00-24:00,Parkanlage Schˆdlbergergasse,22,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157366,157366,POINT (16.433901485965336 48.25250149238217),"Kleinkinder- Kinder- Jugendspielplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage Rudolf-Kˆppl-Gasse,22,Trinkbrunnen+Tr‰nke und Auffangschale,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157367,157367,POINT (16.44966568604431 48.23765391542845),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage Strakaweg,22,Trinkbrunnen+Tr‰nke und Auffangschale,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157368,157368,POINT (16.480617009327663 48.24142478482009),Tischtennisplatz,0:00-24:00,Parkanlage Ziegelhofstraﬂe,22,Trinkbrunnen+Tr‰nke und Auffangschale,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157369,157369,POINT (16.296475851034202 48.14221641954144),"Kleinkinderspielplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage Anton-Heger-Platz,23,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157371,157371,POINT (16.31275268188042 48.12861848782171),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Sand- und Matschbereich,<br>Sandspielplatz",0:00-24:00,Parkanlage Basler Gasse,23,Spielbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157372,157372,POINT (16.315179871569967 48.14007066224044),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Volleyballplatz,<br>Skaterpark,<br>Basketballplatz",0:00-24:00,PaN-Park,23,"Trinkbrunnen+Tr‰nke, Trinkbrunnen+Tr‰nke mit Auffangschale",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157376,157376,POINT (16.34006300900168 48.15034591447931),"Kinder- Jugendspielplatz,<br>Fuﬂballplatz",0:00-24:00,Draschepark,23,"Trinkbrunnen+Tr‰nke, Trinkbrunnen+Tr‰nke mit Auffangschale",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157381,157381,POINT (16.282079009891692 48.14493049047496),"Kleinkinder- Kinder- Jugendspielplatz,<br>Tischtennisplatz,<br>Skaterpark,<br>Basketballplatz,<br>Sandspielplatz",0:00-24:00,Fridtjof-Nansen-Park,23,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157383,157383,POINT (16.280111592015718 48.13900085824969),"Kleinkinder- Kinder- Jugendspielplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage Rudolf-Zeller-Gasse,23,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157386,157386,POINT (16.352281533627156 48.14730024815716),"Kinder- Jugendspielplatz,<br>Sandspielplatz",0:00-24:00,Hans-Dunkl-Park,23,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157387,157387,POINT (16.312847713419906 48.148292680766396),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Volleyballplatz,<br>Tischtennisplatz,<br>Skaterpark,<br>Basketballplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage Alma-Seidler-Weg,23,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157392,157392,POINT (16.44375336786689 48.23880549495935),"Kleinkinder- Kinder- Jugendspielplatz,<br>Tischtennisplatz",0:00-24:00,Parkanlage D¸sseldorferstraﬂe,22,Trinkbrunnen+Tr‰nke mit Auffangschale,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157393,157393,POINT (16.47788023344265 48.219939185360346),"Fuﬂballplatz,<br>Basketballplatz",8:00-20:00,Parkanlage Eibengasse,22,Ja,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157394,157394,POINT (16.524780999232544 48.213035037936244),"Kleinkinder- Kinder- Jugendspielplatz,<br>Volleyballplatz,<br>Tischtennisplatz,<br>Skaterpark,<br>Sand- und Matschbereich",0:00-24:00,Parkanlage Raphael-Donner-Allee,22,Ja,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157396,157396,POINT (16.449630915577462 48.2551863852811),Fuﬂballplatz,0:00-24:00,Parkanlage Ferdinand-Stransky-Weg,22,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157397,157397,POINT (16.488592466274266 48.21215785263596),"Kleinkinder- Kinder- Jugendspielplatz,<br>Sandspielplatz",0:00-24:00,Lumbyepark,22,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157398,157398,POINT (16.461067826941893 48.234163887607295),"Kleinkinder- Kinder- Jugendspielplatz,<br>Tischtennisplatz,<br>Sandspielplatz",0:00-24:00,Hirschstettner Aupark,22,Ja,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157400,157400,POINT (16.443505891303516 48.2584495008613),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Volleyballplatz,<br>Skaterpark,<br>Sand- und Matschbereich,<br>Basketballplatz",0:00-24:00,Ingeborg-Bachmann-Park,22,Ja,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157401,157401,POINT (16.47219412032739 48.24591807635726),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Basketballplatz,<br>Sandspielplatz",0:00-24:00,Jakob-Bindel-Park,22,Ja,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157402,157402,POINT (16.525634400403405 48.213940050438346),Generationenspielplatz,0:00-24:00,Jazzpark Essling,22,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157404,157404,POINT (16.468110622653768 48.23444145655693),"Kinder- Jugendspielplatz,<br>Fuﬂballplatz",0:00-24:00,Parkanlage Kartouschgasse,22,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157405,157405,POINT (16.53482635517242 48.22925368498768),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Tischtennisplatz",0:00-24:00,Parkanlage Kaschauerplatz,22,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157406,157406,POINT (16.431903240971746 48.24661923600056),"Kleinkinder- Kinder- Jugendspielplatz,<br>Tischtennisplatz,<br>Skaterpark",0:00-24:00,Kirschbl¸tenpark,22,Ja,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157407,157407,POINT (16.490581455498887 48.214532696188606),"Kleinkinder- Kinder- Jugendspielplatz,<br>Basketballplatz",0:00-24:00,Parkanlage Benjowskigasse,22,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157408,157408,POINT (16.449763059726763 48.23218864234391),Kinder- Jugendspielplatz,0:00-24:00,Otto-Affenzeller-Park,22,Trinkbrunnen+Tr‰nke und Auffangschale,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157409,157409,POINT (16.518203852652338 48.20886038553326),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Sand- und Matschbereich",0:00-24:00,Parkanlage Kirschenallee,22,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157410,157410,POINT (16.48365783554516 48.22139486823586),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Volleyballplatz",0:00-24:00,Parkanlage Pilotengasse,22,Ja,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157412,157412,POINT (16.4530456214001 48.23734537821078),"Kleinkinder- Kinder- Jugendspielplatz,<br>Tischtennisplatz,<br>Skaterpark,<br>Sandspielplatz",0:00-24:00,Parkanlage Polgarstraﬂe,22,Trinkbrunnen+Tr‰nke und Auffangschale,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157414,157414,POINT (16.444670828416843 48.22919032351514),Fuﬂballplatz,0:00-24:00,Parkanlage Schreinerweg,22,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157416,157416,POINT (16.455105709806613 48.25756126230757),Kleinkinderspielplatz,0:00-24:00,Parkanlage Falcogasse,22,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157417,157417,POINT (16.525316957613768 48.2180625144993),"Kleinkinder- Kinder- Jugendspielplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage Rosenbergstraﬂe,22,Ja,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157420,157420,POINT (16.43710263981324 48.249416303437144),"Kinder- Jugendspielplatz,<br>Fuﬂballplatz",0:00-24:00,Parkanlage Schrickgasse,22,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157421,157421,POINT (16.39824238811388 48.26436774109955),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Volleyballplatz,<br>Basketballplatz,<br>Sandspielplatz",0:00-24:00,Marie-Schuller-Park,21,Ja,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157423,157423,POINT (16.386570360228323 48.29483573212665),Kleinkinder- Kinder- Jugendspielplatz,0:00-24:00,Parkanlage Mayerweckstraﬂe,21,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
