FID,OBJECTID,SHAPE,BEZIRK,STRNAM,ONRTXT,NUMMER,TELEFON,WEITERE_INFORMATION,SE_ANNO_CAD_DATA
HUNDESACKERLOGD.31000169,31000169,POINT (16.335515492652156 48.17628945639619),12,Dörfelstraße,11,2044,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000182,31000182,POINT (16.21196682651957 48.209940623021104),14,Alois-Czedik-Gasse,ggü. 3,3298,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000183,31000183,POINT (16.211981393242972 48.21021556915149),14,Hermanskystraße,# Alois-Czedik-Steg,3300,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000184,31000184,POINT (16.423119700555237 48.298776728657806),21,Schuchardtstraße,13,3040,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000185,31000185,POINT (16.380063221866248 48.140319629854915),10,Kaistraße,# Mühlstraße,3651,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000186,31000186,POINT (16.30151065152601 48.21557938408267),16,Erdbrustgasse,ggü. 40,0214,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000187,31000187,POINT (16.448792504899334 48.21876732042267),22,Kaisermühlenstraße,22,3732,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000188,31000188,POINT (16.359120197693034 48.18945182774697),5,Gartengasse,13,3666,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000189,31000189,POINT (16.295991173452162 48.2027072704379),14,Altebergenstraße,1,0467,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000190,31000190,POINT (16.38955837681096 48.27462641114309),21,Prager Straße,120,2074,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000191,31000191,POINT (16.400843963550688 48.274297862751986),21,Trillergasse,2,3644,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000193,31000193,POINT (16.344675597927868 48.278607636928676),19,Am Leopoldsberg,,3623,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000194,31000194,POINT (16.35697423604303 48.21751656761788),9,Beethovengasse,2-4,3622,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000195,31000195,POINT (16.391459140903578 48.17193698810332),10,Puchsbaumgasse,2,3664,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000196,31000196,POINT (16.39084342374205 48.17317819653824),10,Hofherrgasse,23,3665,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000197,31000197,POINT (16.434860861086342 48.28607241388758),21,Gerasdorfer Straße,149,3637,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000205,31000205,POINT (16.352763119782562 48.22087966439247),9,Spitalgasse,14,2959,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000206,31000206,POINT (16.35380749817287 48.22319738570762),9,Nußdorfer Straße,8,2970,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000210,31000210,POINT (16.357778228922182 48.233166963857286),9,Liechtenwerder Platz,1,2968,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000222,31000222,POINT (16.327404149025057 48.184635011961475),15,Pillergasse,18,2914,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000245,31000245,POINT (16.36689844689356 48.142785800535705),23,Südrandstraße,2,,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000250,31000250,POINT (16.373639572568933 48.21136280814358),1,Judengasse,4,5,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000251,31000251,POINT (16.467075629856218 48.1614824660109),11,Schmidgunstgasse,40,2582,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000252,31000252,POINT (16.40914453362346 48.19632727967454),3,Fruethstraße,# Ludwig-Koeßler-Platz,3683,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000253,31000253,POINT (16.395992736778364 48.20686688332328),3,Weißgerberlände,56,3389,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000255,31000255,POINT (16.291393213088725 48.23310054925673),17,Dornbacher Straße,119,3526,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000258,31000258,POINT (16.291345119436215 48.233329891565006),17,Dornbacher Straße,ggü. 121,3537,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000259,31000259,POINT (16.292623227533443 48.23253027983918),17,Dornbacher Straße,96,3538,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000261,31000261,POINT (16.274754343965824 48.18748537418632),13,Hietzinger Hauptstraße,115,2750,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000262,31000262,POINT (16.360991615167716 48.19212405547165),5,Straußengasse,19,2129,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000263,31000263,POINT (16.36301178663435 48.25961873200626),19,Zahnradbahnstraße,6,3568,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000264,31000264,POINT (16.30789016124992 48.252554579383514),19,Agnesgasse,# Mitterwurzergasse,3566,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000265,31000265,POINT (16.274769951005403 48.203508545015616),14,Pausingergasse,1,3310,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000273,31000273,POINT (16.359706399999112 48.24593320061405),19,Gallmeyergasse,5B,3358,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000274,31000274,POINT (16.453827179641937 48.205281237486936),22,Kierschitzweg,# Neufahrtweg,3114,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000278,31000278,POINT (16.413294899540954 48.21554111478176),2,Sturgasse,1,3426,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000279,31000279,POINT (16.354227128491775 48.23498163957664),19,Sommergasse,5,0347,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000280,31000280,POINT (16.367364850317877 48.16157908936022),10,Laxenburgerstraße,157,2095,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000281,31000281,POINT (16.39317488892974 48.25519654310274),21,Jedleseerstraße,8,0189,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000290,31000290,POINT (16.278593993597152 48.15117406208067),23,Franz-Graßler-Gasse,66-68,3462,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000291,31000291,POINT (16.330986623975257 48.14633257600006),23,Kinskygasse,# Rossakgasse 5,3461,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000292,31000292,POINT (16.33528911988472 48.24489653966876),19,Trautenauplatz,15,2442,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000314,31000314,POINT (16.36261831301223 48.17696797570937),10,Sonnleithnergasse,30,,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000326,31000326,POINT (16.355317247276467 48.21142511058691),8,Friedrich-Schmidt-Platz,3,1118,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000327,31000327,POINT (16.3391832371583 48.210394050082286),8,Lerchenfelder Gürtel,(bei U-Bahn-Bogen 39),1121,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000328,31000328,POINT (16.354369448692392 48.21161447284804),8,Tuplengasse,# Wickenburggasse,1117,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000329,31000329,POINT (16.349305224710136 48.214122877593645),8,Haspingergasse,2,0107,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000330,31000330,POINT (16.355760337532605 48.213309518390616),8,Landesgerichtsstraße,11,2263,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000332,31000332,POINT (16.339654836480666 48.21255319791898),8,Hernalser Gürtel,ggü. 2,3522,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000333,31000333,POINT (16.353975664020542 48.210758016186354),8,Lenaugasse,# Schmidgasse,2568,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000334,31000334,POINT (16.340506199153605 48.21416858404014),8,Hernalser Gürtel,# Breitenfelder Gasse,2261,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000335,31000335,POINT (16.35397425451738 48.213273631180094),8,Wickenburggasse,15,3536,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000336,31000336,POINT (16.35062223903225 48.21062193775309),8,Maria-Treu-Gasse,8,2265,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000337,31000337,POINT (16.33940647968844 48.2085107110442),8,Blindengasse,2,3228,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000338,31000338,POINT (16.345720979846163 48.215243657605825),8,Alser Straße,47,3206,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000339,31000339,POINT (16.351934797235018 48.20643044002848),8,Neudeggergasse,1-3,0106,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000341,31000341,POINT (16.33994134198091 48.21305049288683),8,Hernalser Gürtel,# Laudongasse,2260,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000342,31000342,POINT (16.345687225289335 48.208683456859596),8,Lerchengasse,# Pfeilgasse,2262,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000343,31000343,POINT (16.240355443419126 48.200695263894254),13,Hofjagdstraße,1-5,3607,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000344,31000344,POINT (16.35272863273197 48.20734568036559),8,Lange Gasse,11,0102,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000345,31000345,POINT (16.338650440910104 48.20865409084702),8,Lerchenfelder Gürtel,,1145,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000346,31000346,POINT (16.35243270072591 48.20820643297159),8,Lange Gasse,21-23,0108,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000347,31000347,POINT (16.340582831180694 48.21188658227915),8,Uhlplatz,,0103,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000348,31000348,POINT (16.339076060872657 48.20957879472686),8,Lerchenfelder Gürtel,(Stadtbahnbogen Gewölbe 26),1120,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000350,31000350,POINT (16.34394522429723 48.214241765609515),8,Albertplatz,5,3226,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000351,31000351,POINT (16.342229544838407 48.212074966475114),8,Bennoplatz,5,3225,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000352,31000352,POINT (16.35104153704008 48.21062084063998),8,Maria-Treu-Gasse,4,2264,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000353,31000353,POINT (16.34551372292804 48.21317563300763),8,Feldgasse,4,2259,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000355,31000355,POINT (16.348276557072538 48.209758776480044),8,Josefstädter Straße,40,3204,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000356,31000356,POINT (16.351537068196937 48.20811100458982),8,Neudeggergasse,22,2509,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000357,31000357,POINT (16.3530947838074 48.21337670073067),8,Laudongasse,1,0105,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000358,31000358,POINT (16.355388360459358 48.20689248421314),8,Lerchenfelder Straße,4,3540,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000359,31000359,POINT (16.33934104936335 48.2110109773512),8,Lerchenfelder Gürtel ,bei U-Bahn-Bogen 41,1144,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000360,31000360,POINT (16.350749309810066 48.20813586621413),8,Zeltgasse,6,0104,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000361,31000361,POINT (16.346340802934666 48.21116117263833),8,Klesheimgasse,4,1119,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000362,31000362,POINT (16.344269086054567 48.20896800314301),8,Pfeilgasse,20,0101,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000363,31000363,POINT (16.350273897383637 48.21050663493186),8,Jodok-Fink-Platz,ggü. 50,3208,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000364,31000364,POINT (16.346272213352258 48.21233448186559),8,Schlesingerplatz,ggü. Florianigasse 47-49,3227,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000365,31000365,POINT (16.295594281343316 48.16422850441974),12,Rosenhügelstraße,124 (Wirtschaftweg),3615,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000366,31000366,POINT (16.436480509396407 48.29618291103157),21,Stammersdorfer Straße,244-260,3639,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000367,31000367,POINT (16.37560582410145 48.19404994207612),4,Plößlgasse,11,2140,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000373,31000373,POINT (16.26501718398952 48.13818266212953),23,Reulingweg,,3456,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000374,31000374,POINT (16.29885230519688 48.14523062984944),23,Josef-Österreicher-Gasse,12,3457,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000402,31000402,POINT (16.378271194196316 48.150382716577845),10,Per-Albin-Hansson-Straße,ggü. 40,3344,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000403,31000403,POINT (16.3684273230445 48.18050898913324),10,Alxingergasse,8,3342,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000413,31000413,POINT (16.396527767215566 48.26377775929042),21,Peitlgasse,1,2083,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000430,31000430,POINT (16.304347054456002 48.223683262637756),16,Rosenackerstraße,7,1403,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31003837,31003837,POINT (16.43839306793803 48.27430913825679),21,Schererstraße,# Jerusalemgasse,2788,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31003838,31003838,POINT (16.43586954699399 48.2739780010933),21,Schererstraße,# Egon-Fridell-Gasse,,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31003839,31003839,POINT (16.4616733418382 48.27988515841143),21,Winterweg,# Spitzweg,2370,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31003840,31003840,POINT (16.460156986193777 48.27635763669455),21,Herbstweg,# Spitzweg,2060,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31003841,31003841,POINT (16.444031382861873 48.273680627189606),21,Pastorstraße,# Oswald-Redlich-Gasse,2088,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31003842,31003842,POINT (16.432806696149395 48.25806037214941),21,Satzingerweg,87,0186,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31003843,31003843,POINT (16.434039265146 48.26138711616323),21,Viehtriftgasse,9,2221,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31003844,31003844,POINT (16.443879683468378 48.270244181548016),21,Moritz-Dreger-Gasse,ggü. Schule,2057,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31003845,31003845,POINT (16.444113821016476 48.266783216284544),21,St.-Michael-Gasse,ggü. Lammaschgasse,2090,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31003846,31003846,POINT (16.45270439642202 48.268253133016515),21,Wassermanngasse,# Adolf-Loos-Weg,2061,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31003847,31003847,POINT (16.453868069036883 48.274231004773036),21,Adolf-Loos-Gasse,# Doderergasse,2059,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31003848,31003848,POINT (16.43478964297416 48.26439604861563),21,Siemensstraße,165,2089,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31003849,31003849,POINT (16.44537725498591 48.27016781022539),21,Dopschstraße,# Pastorstraße,0423,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31003851,31003851,POINT (16.446402147270977 48.27401833287879),21,Oswald-Redlich-Straße,23,2058,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31003852,31003852,POINT (16.447591830176457 48.26696294059458),21,St.-Michael-Gasse,ggü. Pastorstraße,2062,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31003853,31003853,POINT (16.43151575128026 48.26820337452787),21,Richard-Neutra-Gasse,# Schönthalergasse,2526,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31003854,31003854,POINT (16.43877409504703 48.26931198334324),21,Dopschstraße,ggü. Großfeldstraße,2827,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
