FID,OBJECTID,SHAPE,ZONE_NAME,RECHT_TXT,WEBLINK1,SE_ANNO_CAD_DATA
TEMPOZONEOGD.29447,29447,"POLYGON ((16.458462766168868 48.23232432000381, 16.463167402416914 48.23270538047378, 16.46748423296597 48.23297084275426, 16.46673797206079 48.2339948068939, 16.465623959757615 48.234726931029826, 16.46412225708257 48.23490058028466, 16.46289919906207 48.23494492328137, 16.462062680690785 48.23510348379544, 16.460617029242574 48.23439280257826, 16.45959354282893 48.233698818177984, 16.458462766168868 48.23232432000381))",Bereich Hirschstetten Süd,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29448,29448,"POLYGON ((16.45239218205581 48.225727522191455, 16.452934689823984 48.22591241073987, 16.45455268255661 48.228065414171176, 16.452755952568406 48.228711889706574, 16.452556948719455 48.2284206776003, 16.45183972812024 48.226990853059384, 16.451733275109955 48.22669071492765, 16.451719640337405 48.22650528989613, 16.451745530280412 48.22625800617715, 16.451943470973784 48.2260900306149, 16.45239218205581 48.225727522191455))",Bereich Vernholzgasse,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29449,29449,"POLYGON ((16.463671727362843 48.2035497411253, 16.468441019259295 48.20876493537778, 16.467709454082403 48.20883746908363, 16.466164503037273 48.208776491511045, 16.465359261225135 48.20864744857562, 16.46387891360285 48.208402636970305, 16.462594224597506 48.20837268996097, 16.46083841009761 48.208522483964316, 16.457479597312197 48.20468571331073, 16.459535933116456 48.20446842403119, 16.46171417026563 48.204241998576386, 16.462867832356768 48.20393601569166, 16.463671727362843 48.2035497411253))",Bereich Am Schierlinggrund,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29450,29450,"POLYGON ((16.463973777875392 48.21981050229002, 16.464728734572287 48.21964767501207, 16.46511632599249 48.22046901759321, 16.466076389734738 48.221600660210264, 16.467208338021273 48.222345635724466, 16.46834664702619 48.222966217338346, 16.468972477450578 48.22333862156201, 16.469272445046187 48.223658106957075, 16.468575198153726 48.2239476379722, 16.45794131946938 48.227730699059876, 16.45512334827597 48.22452294425771, 16.457631552340864 48.22262886103965, 16.457962979577573 48.22241632556168, 16.45818419740547 48.222662557228354, 16.45941135645403 48.222260673941896, 16.45903685317786 48.22172448942591, 16.45973766910688 48.22121400544087, 16.46085145727513 48.220791202572514, 16.462182361355815 48.220503920633874, 16.463973777875392 48.21981050229002))",Bereich Erzherzog-Karl-Straße Süd,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29451,29451,"POLYGON ((16.532685533940352 48.2507565345013, 16.53392015116907 48.25374831393516, 16.532985385640558 48.25386036304417, 16.531828620324227 48.25092751689878, 16.532685533940352 48.2507565345013))",Bereich Adonisweg,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29452,29452,"POLYGON ((16.43727020524698 48.24391208372999, 16.43876038808838 48.245359455169485, 16.43841939488798 48.245514135148966, 16.442669676870505 48.24982738224985, 16.439186464052995 48.25002233734978, 16.436206315751736 48.2503605766916, 16.435320765462507 48.24471298399704, 16.43727020524698 48.24391208372999))",Bereich Lenkgasse,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29453,29453,"POLYGON ((16.536163184437974 48.20568110666179, 16.538463691259356 48.20858713891405, 16.533224905856482 48.21054616220246, 16.530695441289094 48.20718204947154, 16.536163184437974 48.20568110666179))",Bereich Kiwischgasse,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29454,29454,"POLYGON ((16.45675250346855 48.204994081837185, 16.46019147592738 48.209027656649674, 16.458098697552632 48.20887013351854, 16.455237226950363 48.20885382719962, 16.455024235606217 48.20812516868703, 16.45531453510261 48.208018667459385, 16.454996748284188 48.20766031271165, 16.455668793366463 48.20731630980448, 16.455178202847648 48.20677733626778, 16.454615967663496 48.206990435322574, 16.454271805846286 48.205607701332305, 16.455708069390464 48.20527887258713, 16.45675250346855 48.204994081837185))",Bereich Schilfweg,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29455,29455,"POLYGON ((16.48997324332884 48.27482911215996, 16.49651864582329 48.27595792389591, 16.500001554533267 48.27692822902695, 16.4997943924295 48.277439357672115, 16.498784558750394 48.27723181909028, 16.49732279619236 48.277164217981195, 16.495514070513547 48.27742215250437, 16.49429682113995 48.27765602606829, 16.492524989770832 48.27861045700607, 16.491445984591525 48.27854225977087, 16.48963041615414 48.276547814252076, 16.48997324332884 48.27482911215996))",Bereich Alte Straße,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29456,29456,"POLYGON ((16.50195780780716 48.25152572793427, 16.502399138306487 48.25442073698878, 16.501860488709738 48.254623850897275, 16.502952382722885 48.25613795146205, 16.498881997678915 48.25798287709756, 16.498090233624904 48.25710065698415, 16.497287301476874 48.255446119032726, 16.49733783772981 48.254789578341345, 16.498118715549477 48.25476097049491, 16.497957929482574 48.25163171167185, 16.50195780780716 48.25152572793427))",Bereich Pelargonienweg,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29457,29457,"POLYGON ((16.472823305591714 48.223169278628944, 16.47469558763875 48.22539840859905, 16.469677623067856 48.229608701145786, 16.469317683388322 48.230067688374845, 16.469194951718016 48.23028987130753, 16.468974531577135 48.23020806389545, 16.468816784150704 48.23051717865447, 16.469037055285064 48.230541061695476, 16.467656771069134 48.23246038358305, 16.466025518637576 48.23229027230127, 16.464510901194064 48.231028905624036, 16.46259455950926 48.22901815803626, 16.461281577383932 48.22733442361475, 16.470691295432655 48.22407222572145, 16.470971377850034 48.22378426033585, 16.472823305591714 48.223169278628944))",Bereich Erzherzog-Karl-Straße Nord,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29458,29458,"POLYGON ((16.471656444009227 48.26009845432414, 16.468466416366567 48.25440350385667, 16.46983692094092 48.25406521555707, 16.469026541342547 48.25266878838521, 16.469811984662655 48.25246087399517, 16.473685498596392 48.259624805272466, 16.471656444009227 48.26009845432414))",Bereich Zwerchäckerweg,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29459,29459,"POLYGON ((16.486133427887236 48.2375867626921, 16.485503567756307 48.237823724809196, 16.48374312338723 48.233632796697385, 16.486685625054257 48.23367365731164, 16.486601465778616 48.234292855261906, 16.484748021793287 48.234256974362765, 16.486133427887236 48.2375867626921))",Bereich Hasibederstraße,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29460,29460,"POLYGON ((16.452750528814644 48.22530795226706, 16.45192152694275 48.22459677584962, 16.450928604904355 48.22345015584882, 16.450412317109762 48.222411952080925, 16.450260629156713 48.22184248530136, 16.451726348247085 48.22143056328895, 16.4542401409763 48.22434311114461, 16.452750528814644 48.22530795226706))",Bereich Am Bahnhof,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29461,29461,"POLYGON ((16.420138292135704 48.235329959496596, 16.420544198873742 48.23489005947848, 16.420892016853887 48.235087382551995, 16.421514144486686 48.23573889713594, 16.421927590067167 48.235392848013454, 16.422519568376977 48.23569369236059, 16.421943624310135 48.236133717445234, 16.422350842666088 48.23647916254572, 16.422824580174023 48.23679986085951, 16.423379579907795 48.23708097968963, 16.424075290449125 48.23749534734743, 16.42342545923343 48.23797495207447, 16.42223384821977 48.23724978192311, 16.42138245964118 48.236578674865854, 16.42056777421681 48.235734659431536, 16.420138292135704 48.235329959496596))",Bereich Kratochwjlestraße,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29462,29462,"POLYGON ((16.436961812425903 48.250787619561535, 16.44037359646445 48.255490946920276, 16.43783636029688 48.25932346347556, 16.43753696928271 48.25925430137826, 16.437200379396145 48.25919107070051, 16.436847870525664 48.25914105486042, 16.436294533609807 48.25909891127973, 16.435518664447006 48.25910219302829, 16.435462395853317 48.25904639454653, 16.435707991031258 48.259017664847626, 16.432627761376658 48.25474641142881, 16.430781851356326 48.25152117500248, 16.431687080350578 48.25141744557271, 16.436961812425903 48.250787619561535))",Bereich Satzingerweg Ost Teil 2,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29463,29463,"POLYGON ((16.486006132588802 48.28034938142866, 16.489960113382818 48.28505252985847, 16.48805062093322 48.28596048165978, 16.483983202214137 48.28510175956645, 16.48375092271345 48.285889805086796, 16.485519260932783 48.28607128453225, 16.485445579558487 48.286357368493405, 16.483660114719026 48.28619789793096, 16.483175808695098 48.28643021565684, 16.48181802305746 48.28756671547359, 16.48150492737496 48.287324982872406, 16.4828663500309 48.286136160452905, 16.4832860550759 48.2849047439647, 16.482671383372573 48.284733501036094, 16.482833137198583 48.284406540855706, 16.48390099476008 48.28456515948635, 16.482442414610077 48.28289554807888, 16.483045202217568 48.28275542267937, 16.482522394353868 48.281655464650484, 16.48283139506076 48.281005042939874, 16.486006132588802 48.28034938142866))",Bereich Bettelheimstraße,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29464,29464,"POLYGON ((16.488600761715787 48.2370583166284, 16.4905870836199 48.239556744342906, 16.489937279546066 48.239689751912145, 16.489569849394005 48.23971856244168, 16.484789086803012 48.23863946506911, 16.485003098656627 48.23833366434287, 16.488600761715787 48.2370583166284))",Bereich Portheimgasse,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29465,29465,"POLYGON ((16.433604652876543 48.23193297450004, 16.438469559711326 48.23328513430359, 16.43798887581802 48.23519271813359, 16.437628095569156 48.23564157905198, 16.43685343565182 48.23582627832734, 16.437026093239535 48.2360446510111, 16.430021644921986 48.238879873237494, 16.429142332445437 48.238374536071625, 16.43103128528352 48.235970520811435, 16.431910429194446 48.235028524727674, 16.433077382414776 48.232585072597416, 16.433604652876543 48.23193297450004))",Bereich Rehlacke,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29466,29466,"POLYGON ((16.466655025285306 48.23512702028289, 16.46712738601679 48.23522679221658, 16.46764984847076 48.235351343919724, 16.467658396254386 48.23536173919526, 16.466416917664638 48.235899953791, 16.46641674286952 48.2359000349274, 16.466416030273074 48.23590037747449, 16.466415358129964 48.23590074695516, 16.466414713001406 48.235901152377686, 16.466414108326184 48.23590158473377, 16.466413557543014 48.235902035015, 16.46641304721317 48.2359025122298, 16.466412577336644 48.235903016378124, 16.4664121613522 48.23590353845165, 16.466411799236965 48.235904069457206, 16.466411491036663 48.23590462738103, 16.46641123668274 48.23590518524382, 16.466411036220887 48.23590576103178, 16.46641090306703 48.23590633674341, 16.466410810343646 48.23590693039552, 16.466410784905417 48.235907514978166, 16.46641081331357 48.23590809949978, 16.466410909052566 48.2359086929382, 16.46641104513066 48.235909268344614, 16.46641124851677 48.23590984367472, 16.466411505703572 48.23591040095752, 16.46641181673678 48.2359109581793, 16.466412181547867 48.23591148836069, 16.466412492169862 48.23591188370649, 16.467248205470163 48.23691281336355, 16.467245186943977 48.2369168817044, 16.467244811414364 48.23691743071406, 16.46724450321706 48.23691798864002, 16.467244248867196 48.236918546504555, 16.467244048410763 48.23691912229386, 16.46724391526364 48.23691969800637, 16.467243822548095 48.236920291659004, 16.467243797118876 48.23692087624177, 16.4672438255371 48.236921460763064, 16.467243921287643 48.23692205420063, 16.467244057377787 48.236922629605935, 16.467244260777278 48.236923204934456, 16.46724451797822 48.2369237622153, 16.467244829026637 48.236924319434706, 16.46724519385355 48.23692484961335, 16.467245612504925 48.23692537073745, 16.46724608495778 48.23692587381392, 16.467246597727268 48.23692634986493, 16.46724715081338 48.23692679889056, 16.46724775770097 48.23692722986852, 16.467248404905206 48.23692763382107, 16.467249078941194 48.236928001770465, 16.46724979329381 48.236928342694476, 16.46725054796306 48.236928656593044, 16.46725132946406 48.23692893448847, 16.46725212433497 48.23692917639609, 16.467252959499508 48.236929382285176, 16.46725379457208 48.236929552201865, 16.467254656476413 48.236929686115374, 16.46725551826578 48.23692977506332, 16.467256406909893 48.23692983700125, 16.467257281977165 48.23692985398899, 16.467258156952457 48.236929835004254, 16.46725904527465 48.23692977103863, 16.467259906604102 48.236929680124405, 16.467260767818594 48.23692954424464, 16.467261602017363 48.236929372423134, 16.467262436124138 48.23692916462921, 16.467262678253764 48.236929092407834, 16.46765899442807 48.23681271796582, 16.467659545925077 48.236812546465025, 16.46766032599647 48.23681226678498, 16.467661079074997 48.23681196015643, 16.46766179167576 48.23681161760165, 16.467662477260568 48.23681123910526, 16.467663108928846 48.236810833691216, 16.4676637136273 48.23681041032171, 16.467664277847987 48.23680995102604, 16.467664788175185 48.236809473805785, 16.467665244585834 48.23680896966781, 16.467665660564844 48.23680844758987, 16.46766602267346 48.236807916580446, 16.467666330888584 48.23680736764646, 16.46766658521025 48.23680680078788, 16.467666785661503 48.23680622499784, 16.467666932265416 48.23680564926942, 16.467667011514035 48.23680505563183, 16.467667036938376 48.236804471049, 16.467667008515402 48.23680388652782, 16.467666926222016 48.23680329307513, 16.467666776665613 48.23680271768574, 16.46766657326188 48.236802142357995, 16.4676663160339 48.23680157608495, 16.46766600500472 48.23680102785977, 16.467665599627395 48.23680043477693, 16.467024249103613 48.235951252909, 16.467930549327306 48.23554063359601, 16.46793120810884 48.23554030908749, 16.4679318802363 48.23553993959799, 16.467932525348324 48.23553953416691, 16.46793313000648 48.235539101802814, 16.46793368077241 48.235538651514275, 16.46793419108448 48.23553817429272, 16.46793466094271 48.23553767013816, 16.467935076908695 48.23553714805914, 16.46793543900558 48.235536617048766, 16.467935747187102 48.235536059120825, 16.467936001522617 48.23553550125463, 16.467936201965916 48.23553492546401, 16.467936335101708 48.23553434975057, 16.46793642780678 48.23553375609723, 16.467936453227452 48.23553317151422, 16.46793642480214 48.23553258699297, 16.467936342507716 48.23553199354034, 16.46793619295203 48.23553141815117, 16.467935989550337 48.23553084282377, 16.467935732325788 48.2355302765512, 16.467935570071322 48.23552999795008, 16.46825111889732 48.23540861494071, 16.470880136697016 48.23597697702807, 16.468833906358775 48.236713836611486, 16.464593682734492 48.23809608839102, 16.46288043340972 48.236034066738696, 16.462879583370537 48.23569013419671, 16.463437310494214 48.23560353427455, 16.46446732320303 48.23558806245188, 16.46530391419366 48.235458145500935, 16.466097440603722 48.23527095791471, 16.466655025285306 48.23512702028289))",Bereich Hirschstetten Nord,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29467,29467,"POLYGON ((16.53467181883077 48.22525262602094, 16.53808273332449 48.23381829630068, 16.534363176326334 48.233946925636246, 16.530842282007363 48.22531731850399, 16.53467181883077 48.22525262602094))",Bereich Wehrbrücklstraße,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29468,29468,"POLYGON ((16.4337343415461 48.216348683261565, 16.43262088494116 48.22293259016302, 16.432069899437884 48.223778785845674, 16.43110184182803 48.22461960466583, 16.42991433334691 48.22520344440509, 16.428892887910195 48.225381420839156, 16.427923319484677 48.225416481556444, 16.43119393811808 48.21805369615832, 16.4337343415461 48.216348683261565))",Bereich Dampfschiffhaufen,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29469,29469,"POLYGON ((16.467617416783696 48.198264635768304, 16.468594763815954 48.19889372921411, 16.46612863174634 48.20115662506467, 16.46304324064997 48.20300725757805, 16.46089815811566 48.203705014169394, 16.459694899790666 48.20381497020869, 16.458164504796258 48.20314292633123, 16.45718792172942 48.202817992414495, 16.4555296101464 48.20305877567136, 16.45413508838215 48.20486393469671, 16.45328875442177 48.204604016501825, 16.455817737301892 48.20108090071464, 16.458285560986564 48.19933978454793, 16.461870151229867 48.20213928383372, 16.467617416783696 48.198264635768304))",Bereich Steinspornweg,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29470,29470,"POLYGON ((16.418007859959356 48.24599722029673, 16.4179311126279 48.24591229000377, 16.419358629263954 48.24530422008234, 16.424007517317726 48.24313097854035, 16.425498094773506 48.24158831722226, 16.42588512342703 48.24112167695062, 16.427221170364156 48.239980692524504, 16.427937587268293 48.23937128743492, 16.428811174806114 48.23990169320078, 16.4297020861393 48.23929213620278, 16.430226417188006 48.23970623723372, 16.432484640646322 48.241015738854614, 16.431341535956825 48.241899473295234, 16.432673799102982 48.24285489448732, 16.430826055816844 48.243852915316126, 16.430944404672918 48.24394175069077, 16.429964204542227 48.24455996920859, 16.42844391860886 48.24544455008585, 16.427884507028082 48.2459389363024, 16.427635016735064 48.24640795554428, 16.42732248986378 48.24632196004038, 16.427110003660108 48.24629638121154, 16.424404424605708 48.24589194007908, 16.42404820782135 48.245998062248255, 16.42358526841754 48.24605507224782, 16.422514542289388 48.246028273498105, 16.420743253873326 48.24582823586031, 16.419787587469024 48.2458436845019, 16.418007859959356 48.24599722029673))",Bereich An der oberen Alten Donau Teil 2,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29471,29471,"POLYGON ((16.489099488304653 48.2402364383593, 16.491153217528854 48.240551476613426, 16.49202123413746 48.242278287053615, 16.494980966858947 48.24690205047212, 16.49596540170133 48.247715021521024, 16.497159140858795 48.24884548074008, 16.497284588572775 48.25089107670736, 16.491065426627518 48.25087977213838, 16.488923666029372 48.25112097497472, 16.48748953938873 48.249156555220885, 16.486027463593555 48.2477681356403, 16.484863622246568 48.246597799413834, 16.481401804300518 48.24294763844172, 16.489099488304653 48.2402364383593))",Bereich Am Bergl,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29472,29472,"POLYGON ((16.52782439230477 48.244828116337736, 16.529061985337655 48.24916801444119, 16.524111618956653 48.24973481578958, 16.522792523381767 48.245485935816795, 16.52782439230477 48.244828116337736))",Bereich Cassinonestraße,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29473,29473,"POLYGON ((16.441684932980134 48.234944786608715, 16.442157524750517 48.23548660158941, 16.44108595619813 48.23664206113376, 16.438888504201493 48.2380608975488, 16.437920128228626 48.23848156792027, 16.434598541629278 48.241178219486734, 16.43111105515262 48.2393619897363, 16.441684932980134 48.234944786608715))",Bereich Lettenhaufen,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29474,29474,"POLYGON ((16.424233786576423 48.23228233661164, 16.42556928677901 48.23272131195143, 16.427165459573928 48.23312578363146, 16.4273749750966 48.233668479221606, 16.427282343822768 48.23435427949105, 16.426929671262105 48.23541743055628, 16.42628474377289 48.236343664776314, 16.42581495803482 48.236052600990185, 16.42536716344495 48.236412953850774, 16.419709884255298 48.233325737778, 16.421461263923668 48.23302729885203, 16.424233786576423 48.23228233661164))",Bereich Fischerstrand,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29475,29475,"POLYGON ((16.494988473386943 48.21719515295913, 16.495724687697514 48.21890772648162, 16.49334872833879 48.21946128428585, 16.49571722978752 48.225004289116086, 16.499478600635836 48.2335283660999, 16.498784054777488 48.23394930387999, 16.49190346693499 48.23362094595194, 16.487497971328217 48.23322618868843, 16.481761533342336 48.22008958990245, 16.48201090099922 48.21970626384761, 16.48339771199174 48.218707422985695, 16.483773922724936 48.21828289457403, 16.48420239332934 48.2181333624992, 16.48749499413767 48.217682103311525, 16.4894324654342 48.217301336340135, 16.49102817494012 48.21737942451526, 16.49229841468489 48.21761837138946, 16.49310441644922 48.21751413059768, 16.494988473386943 48.21719515295913))",Bereich Siedlung Aspern-Hausfeld,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29476,29476,"POLYGON ((16.279584851330156 48.13675950562374, 16.280411157922128 48.13792284072503, 16.280740548498795 48.138066375212006, 16.280633036351137 48.13844682042488, 16.28036371194623 48.13906526110011, 16.280112831219036 48.139855100488624, 16.280042919874557 48.14042440431056, 16.277930468481923 48.140824374980596, 16.27806438163286 48.141251704516534, 16.279958595606743 48.140913912590285, 16.280079907201085 48.141972858810256, 16.280266683570357 48.143844208424156, 16.280449223300053 48.144922788756496, 16.280545280082197 48.14575482117727, 16.27948850892521 48.146149281632084, 16.27973141502989 48.14801786145288, 16.277464873873566 48.14857978822955, 16.27734220437759 48.148745003975556, 16.2762240210641 48.1492010337179, 16.27308436697617 48.15003133296091, 16.269052230129308 48.1502783736808, 16.268435733129984 48.14560266203417, 16.2687195757165 48.14317411294918, 16.26865894304547 48.14271467366656, 16.264838932915115 48.14125849832441, 16.263006411309743 48.14171395524787, 16.2615153289894 48.14246094221592, 16.26096005978405 48.141819089976906, 16.26053086715405 48.1387233830666, 16.26381616880956 48.139201716362585, 16.266117280178282 48.13928717284977, 16.26915815384343 48.13945426155122, 16.270959158039116 48.13960095991906, 16.279584851330156 48.13675950562374))",Bereich Rudolf-Zeller-Gasse,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29477,29477,"POLYGON ((16.36477398554226 48.1433113247019, 16.365929454633818 48.145233460158934, 16.361744812190487 48.14636893734053, 16.361813303248173 48.144992366330314, 16.361540596249405 48.14434212327241, 16.362694847648765 48.14409978048979, 16.362919531281335 48.1438552729114, 16.363507438207144 48.14370561174877, 16.36477398554226 48.1433113247019))",Bereich Siedlung Blumental Nord,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29334,29334,"POLYGON ((16.327614106607843 48.18419949518193, 16.33014874836137 48.1842011461662, 16.33115600693448 48.18423571843324, 16.331401366701147 48.184244362108295, 16.332447373517468 48.1844343183751, 16.333325495244743 48.18472784509696, 16.333867864672445 48.18498683425917, 16.334681432331514 48.18550479296408, 16.334022795444767 48.18618674749539, 16.33295081497829 48.187835529764904, 16.332253426505538 48.18768012416633, 16.330819948659286 48.1871793799016, 16.329971253553154 48.18698821443584, 16.328859370493525 48.18671432496522, 16.327454862821856 48.18664158134745, 16.326903105348656 48.186546534477216, 16.324737885588615 48.18614398548225, 16.324035642428026 48.186076851840326, 16.324228170584604 48.18503185149619, 16.327614106607843 48.18419949518193))",Bereich Storchengrund Süd,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29335,29335,"POLYGON ((16.284455724387445 48.17492176202677, 16.286246594487686 48.174392239109956, 16.28607662147329 48.17383333494908, 16.286827059258417 48.173611265127946, 16.28697157270669 48.174044710751346, 16.287295124023302 48.17448392495384, 16.286800219301433 48.17493419386686, 16.286621387643766 48.174728837637865, 16.284318721599824 48.175514749973416, 16.284455724387445 48.17492176202677))",Bereich Chrudnergasse,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
