FID,OBJECTID,SHAPE,ZONE_NAME,RECHT_TXT,WEBLINK1,SE_ANNO_CAD_DATA
TEMPOZONEOGD.29219,29219,"POLYGON ((16.323267799210075 48.205852519998416, 16.323943370362883 48.20788935037478, 16.318297189441246 48.20872868774534, 16.317692992052503 48.20668390391513, 16.323267799210075 48.205852519998416))",Bereich Schulviertel Süd,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29225,29225,"POLYGON ((16.36337623811679 48.191320843080405, 16.36400830191125 48.19215562007431, 16.36331208167862 48.19268990252399, 16.361980895298796 48.19371142437583, 16.36189478253703 48.19362687171378, 16.36069803905735 48.19215330172602, 16.36250728865776 48.190454883846414, 16.36337623811679 48.191320843080405))",Bereich Mittersteig Teil 1,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29226,29226,"MULTIPOLYGON (((16.36447107197765 48.18880507912065, 16.365088089541533 48.18947938848147, 16.36587345498863 48.19037847204323, 16.366229116241843 48.191427553422365, 16.366454209973973 48.1928513698533, 16.366604386294267 48.193987926669124, 16.366661155315303 48.195174474177136, 16.365988459871513 48.19533702349559, 16.364493519736012 48.19561218120338, 16.361991221346656 48.19370350803053, 16.36400830191125 48.19215562007431, 16.36337623811679 48.191320843080405, 16.362514730170123 48.19046229253458, 16.362746977196455 48.19024961249122, 16.36447107197765 48.18880507912065), (16.364570455412327 48.19436795322312, 16.364570482638214 48.194368537774295, 16.36457057712282 48.19436913130197, 16.364570711949693 48.19436970683325, 16.364570914030313 48.19437028234786, 16.364571169903947 48.1943708398627, 16.364571479580583 48.19437139736421, 16.364571843045237 48.19437192787276, 16.364572260307902 48.194372449374775, 16.364572731363598 48.194372952877046, 16.36457324275658 48.19437342938971, 16.364573794486827 48.19437387891278, 16.364574400010106 48.19437431043608, 16.364575045870684 48.19437471496979, 16.364575247696806 48.1943748318313, 16.365443853789614 48.194863375388906, 16.36553230351233 48.19509217566785, 16.365532330460642 48.195092256599715, 16.365532586348294 48.19509281411235, 16.365532896039714 48.19509337161118, 16.365533259519403 48.19509390211664, 16.3655336767977 48.195094423615096, 16.365534147869436 48.19509492711335, 16.365534659278506 48.195095403621686, 16.365535211024927 48.195095853140074, 16.365535816564787 48.19509628465826, 16.365536462442 48.19509668918651, 16.365537135200455 48.19509705773507, 16.365537861747182 48.195097399290226, 16.365538601729394 48.195097713862346, 16.365539382043764 48.195097992451345, 16.365540175788464 48.19509823506408, 16.365541009865336 48.19509844169368, 16.36554184392157 48.1950986123505, 16.365542704859052 48.19509874702761, 16.36554357922165 48.1950988367353, 16.365544453568802 48.195098899463396, 16.365545327890135 48.195098917225486, 16.365546202190814 48.195098899014795, 16.36554708991662 48.19509883583462, 16.36554795072508 48.19509874568181, 16.36554881150772 48.195098610563, 16.365549645367825 48.19509843947828, 16.365550479207272 48.19509823242077, 16.36555127267327 48.195097989400864, 16.365552052667653 48.19509771041157, 16.3655528057395 48.19509739545639, 16.365553518443036 48.195097053531995, 16.36555419077828 48.19509668463835, 16.36555468828743 48.19509637874195, 16.365947736725317 48.19509384004617, 16.365948489967334 48.195093821863885, 16.365949377692576 48.19509375868065, 16.365950238500226 48.19509366852481, 16.36595109928172 48.195093533402975, 16.365951933140405 48.19509336231537, 16.365952766978154 48.19509315525494, 16.365953560442158 48.19509291223224, 16.36595434043428 48.195092633240215, 16.365955093503594 48.195092318282434, 16.36595580620439 48.19509197635553, 16.365956478536656 48.19509160745954, 16.36595712394611 48.195091202597766, 16.36595772898705 48.195090770766875, 16.36595828021376 48.1950903209636, 16.365958791071957 48.19508984419124, 16.365959261561628 48.19508934044976, 16.365959678237104 48.19508881873588, 16.365960041103566 48.195088288042825, 16.365960350150583 48.19508773038417, 16.365960605393862 48.19508717273951, 16.365960806822912 48.19508659712245, 16.365960940997287 48.19508602152289, 16.36596103480839 48.19508542794745, 16.36596106137005 48.19508484338269, 16.365961034127967 48.195084258831905, 16.36596093963121 48.19508367429866, 16.365960804781665 48.19508308977588, 16.365960602682676 48.19508251426383, 16.365960346790423 48.19508195675213, 16.36596003709444 48.19508139925443, 16.365959767845478 48.19508100362377, 16.365774840901423 48.194819169661066, 16.36579314405454 48.19462722309694, 16.365793170623085 48.19462664752535, 16.365793143383158 48.194626062974514, 16.365793062334767 48.19462546944436, 16.365792914042714 48.194624893918025, 16.365792711947417 48.19462431840561, 16.36579245605406 48.19462375190034, 16.365792146367873 48.194623203395345, 16.365791782888838 48.19462267289066, 16.36579136561177 48.19462215139309, 16.365790907992665 48.19462164789234, 16.36579039658592 48.19462117138514, 16.36578983138636 48.194620712878205, 16.365789225855174 48.19462029035452, 16.365788593432782 48.19461988582418, 16.36578790722276 48.19461950828735, 16.365787463221046 48.19461929256543, 16.36542233684789 48.19444754438868, 16.365422067760573 48.19444741855262, 16.36542131434282 48.19444711297636, 16.36542053403896 48.194446834386554, 16.36541974030489 48.19444659177292, 16.365418906239093 48.19444638514244, 16.365418314333365 48.19444625938882, 16.365200441897855 48.19440435257099, 16.36474795529117 48.1942061214052, 16.364747740024647 48.19420602253375, 16.36474698661445 48.19420571695304, 16.3647462063179 48.19420543835862, 16.364745412590754 48.19420519574034, 16.364744578531567 48.19420498910493, 16.364743744492472 48.19420481844231, 16.364742883572077 48.19420468375918, 16.36474202267175 48.194204585048844, 16.36474113489513 48.194204531311186, 16.364740260589294 48.194204513542985, 16.364739386303526 48.19420453174754, 16.364738498587148 48.194204585928276, 16.364737637797262 48.19420468506824, 16.364736777027474 48.194204820181035, 16.364735943179145 48.194204991259845, 16.364735109350896 48.19420519831146, 16.36473431589484 48.19420544132582, 16.364733535909547 48.19420572030958, 16.364732782840722 48.194206026266215, 16.36473207014908 48.19420637717877, 16.364731397819593 48.19420674606768, 16.36473075241158 48.19420715092264, 16.36473014737073 48.19420758274712, 16.364729596142737 48.19420803254459, 16.36472912560892 48.194208464335524, 16.36457276614096 48.194362907465354, 16.364572255317036 48.1943634561772, 16.36457183863338 48.19436397788611, 16.364571475757685 48.19436450857486, 16.364571166699942 48.19436506622987, 16.364570911445163 48.19436562387149, 16.36457071000337 48.194366199486204, 16.364570575815286 48.19436677508423, 16.364570481989443 48.194367368658604, 16.364570455412327 48.19436795322312)))",Bereich Mittersteig Teil 2,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29227,29227,"POLYGON ((16.34574975158994 48.17170313948674, 16.345569038682047 48.17169734495926, 16.345586746801704 48.171486721938905, 16.347769673896707 48.17170018143364, 16.348182974261913 48.17178516959475, 16.34684824881335 48.174144785124874, 16.346261587355876 48.173963031570366, 16.34679131942724 48.17330138724882, 16.347340573853348 48.17239607583703, 16.347487368676422 48.17204353556666, 16.3475390126 48.17187199347321, 16.34701948868798 48.17180477481855, 16.346556223301942 48.17175714494608, 16.346089828185068 48.17172004455691, 16.34574975158994 48.17170313948674))",Bereich Unfallkrankenhaus Meidling Teil 2,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29228,29228,"POLYGON ((16.334039976062368 48.22415114114011, 16.336702827854808 48.222837805797546, 16.3365036442492 48.222594002342504, 16.336795145085734 48.22241944369436, 16.33574313353328 48.221106085224434, 16.336590295197308 48.22073898369912, 16.336273634865513 48.220351829310864, 16.339392448116378 48.21970088313778, 16.34120859664781 48.22218446518247, 16.338944612273476 48.222787067826815, 16.33703433045085 48.22354319942199, 16.334487201135353 48.22467735537822, 16.334039976062368 48.22415114114011))",Bereich Kalvarienberg Teil 1,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29229,29229,"POLYGON ((16.337111814381682 48.21787366049167, 16.337852552627425 48.217956109571695, 16.3386461982336 48.21788541713832, 16.339385356171878 48.21970237620808, 16.336273634865513 48.220351829310864, 16.336590295197308 48.22073898369912, 16.33574313353328 48.221106085224434, 16.336795145085734 48.22241944369436, 16.3365036442492 48.222594002342504, 16.336702827854808 48.222837805797546, 16.334047768712367 48.224147319186514, 16.332576996638217 48.22247988158318, 16.331215307145925 48.219597165859696, 16.33119771351367 48.21865202897624, 16.33172831633218 48.218463022902654, 16.332754141368373 48.218356730751516, 16.334386963608484 48.21836249462193, 16.335286434178887 48.21819759652429, 16.337111814381682 48.21787366049167))",Bereich Kalvarienberg Teil 2,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29230,29230,"POLYGON ((16.32523300497185 48.21612693593922, 16.326145596521258 48.21925480402749, 16.321512355849134 48.22119532283624, 16.321263448646686 48.22060744437929, 16.320179895027923 48.21738480779824, 16.32115644365954 48.21727907094353, 16.320850722353107 48.21636112570118, 16.32523300497185 48.21612693593922))",Bereich Klopstockgasse Teil 1,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29231,29231,"POLYGON ((16.32085057446728 48.216360667030244, 16.32115644365954 48.21727907094353, 16.320183811080568 48.2173843856601, 16.319853349376977 48.21641467870466, 16.32085057446728 48.216360667030244))",Bereich Klopstockgasse Teil 2,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29325,29325,"MULTIPOLYGON (((16.341387947853928 48.22266355832086, 16.341767745428108 48.22636353839571, 16.34036389650635 48.22659168385798, 16.33859959990862 48.22716193804523, 16.33725263843208 48.227542091346145, 16.335203686092637 48.228048948234886, 16.331940499338508 48.228479694530954, 16.330289866989812 48.22911318173194, 16.329815525637322 48.229467954503605, 16.329739730386656 48.22872035028498, 16.329360390658632 48.227922043285865, 16.328943073507165 48.22746584988428, 16.32890515433215 48.22730112905416, 16.3311438603724 48.22665500779483, 16.332889248219917 48.226034182055834, 16.337631958353715 48.22380408411787, 16.33903572551094 48.22327186843052, 16.341387947853928 48.22266355832086), (16.338430848753536 48.2248839410324, 16.33843094304646 48.22488570368804, 16.33843119884432 48.22488746634031, 16.338431629604607 48.22488920200949, 16.338432221869038 48.22489091968905, 16.338432989095942 48.22489261038549, 16.33843393128492 48.224894265105725, 16.338435021518073 48.224895874857125, 16.338436259795003 48.22489743064653, 16.33843690584826 48.22489815008518, 16.338977509654978 48.225481379368844, 16.338978263397955 48.22548216175371, 16.338979797794103 48.22548359162547, 16.338981466775742 48.22548495854172, 16.338983283800772 48.22548624451583, 16.338985208492975 48.22548745854197, 16.33898725430972 48.22548857364032, 16.33898939433373 48.22548959880472, 16.338991642023867 48.225490534034854, 16.338993755115286 48.22549129839853, 16.339003674516977 48.225494616616494, 16.33900388986356 48.22549468855618, 16.339006299049135 48.22549541693941, 16.339008775523055 48.22549603740304, 16.339011305826435 48.225496549947465, 16.339013876499845 48.22549694557983, 16.33901647408484 48.225497233293666, 16.339019112040344 48.22549741308858, 16.339021749988586 48.225497466979355, 16.33902438793057 48.225497412952265, 16.339027025865267 48.22549723302102, 16.339029623416966 48.22549694517294, 16.339032194044545 48.22549654940771, 16.3390347242886 48.22549603673252, 16.339037200690708 48.22549541614088, 16.339039609791946 48.22549468763315, 16.33904193813343 48.22549385120966, 16.339041978509076 48.225493833222316, 16.339230439007743 48.22542092069818, 16.339230748554822 48.225420803778654, 16.339339856963786 48.22537772352049, 16.339341754613468 48.225376923075814, 16.339343894508357 48.22537589779545, 16.339345940185282 48.22537478258622, 16.339347864725923 48.22537356845578, 16.33934968159089 48.22537228238322, 16.33935135040298 48.2253709153765, 16.339352884622233 48.225369485421595, 16.33935428424808 48.22536798352531, 16.339355535822808 48.22536642767439, 16.33935662588755 48.22536481786916, 16.339357554442913 48.22536316310285, 16.339358321489478 48.22536147236858, 16.33935891356897 48.22535975465986, 16.339359344140874 48.225358018969516, 16.339359613204596 48.22535625630433, 16.339359693844177 48.2253544936446, 16.33935961297737 48.22535273098952, 16.339359357145316 48.225350968339455, 16.339358926349774 48.225349232673864, 16.339358320589607 48.225347506006486, 16.33935755332601 48.225345824309464, 16.339356624557837 48.22534416959655, 16.339355534286273 48.22534255985404, 16.339354282511888 48.22534100407502, 16.33935356914066 48.225340203705166, 16.338793123525285 48.224740402272886, 16.338792450552564 48.22473970082314, 16.338790902725158 48.22473827094904, 16.338790902724682 48.22473826195586, 16.33878923377287 48.22473690402985, 16.33878743023746 48.22473560905902, 16.338785492119897 48.22473440402289, 16.33878345979629 48.22473328892047, 16.338783446337587 48.2247332889208, 16.338781306348743 48.22473225475926, 16.33877905869611 48.224731328518054, 16.338776730296114 48.22473049221022, 16.338774321149714 48.22472976382209, 16.338771844715573 48.2247291433533, 16.33876932791111 48.22472863080325, 16.3387667438189 48.22472822617252, 16.338764146274205 48.22472793845299, 16.338761508359607 48.224727767645355, 16.338758870451194 48.224727713748614, 16.33875623254847 48.224727767769615, 16.338753594651905 48.224727938701506, 16.338750997137577 48.22472822654341, 16.33874841308805 48.22472863129588, 16.338745896337674 48.224729143964474, 16.338743419969017 48.22472976454994, 16.33874101089945 48.22473049305157, 16.338738682587703 48.22473132946906, 16.338736435032786 48.22473225581614, 16.338736340824212 48.22473230078413, 16.338448694000526 48.224861547715946, 16.338446648318683 48.22486253700518, 16.33844460264262 48.22486365219852, 16.338442678099735 48.22486486631395, 16.33844086122999 48.22486615237231, 16.33843919241006 48.224867519365915, 16.338437658180357 48.22486894930877, 16.338436258541307 48.22487045119401, 16.338435006950807 48.22487200703506, 16.33843391686761 48.22487361683167, 16.338432988291334 48.22487527159068, 16.33843222122156 48.22487696231892, 16.338431629116624 48.224878680023, 16.338431198517384 48.224880415710054, 16.338430929424263 48.22488217837316, 16.338430848753536 48.2248839410324)))",Bereich Schulgasse,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
TEMPOZONEOGD.29326,29326,"MULTIPOLYGON (((16.324819600590377 48.19881562169034, 16.327083072626447 48.1994363867301, 16.32649059436482 48.20071089881698, 16.326224824330797 48.2022100407956, 16.326366187662643 48.20263138356473, 16.32670748166285 48.2027404901611, 16.32669247145757 48.20368252506279, 16.326900008907785 48.204842734360405, 16.32498480449479 48.20511902536785, 16.325162427400247 48.204251667849675, 16.32477978835664 48.20093704840785, 16.31982088619729 48.201360502067715, 16.319534818720957 48.19997446701047, 16.32230334895927 48.19973531579324, 16.32219769063859 48.19900586538672, 16.32262111031463 48.19898414311559, 16.322751202294608 48.199719036845096, 16.323866743753207 48.19962662056253, 16.323736633443936 48.198902609844176, 16.324819600590377 48.19881562169034), (16.320938148175873 48.20003997760045, 16.3209381749084 48.20004056216132, 16.320938242024074 48.20004105679558, 16.321099247005876 48.20093587320049, 16.32109857430134 48.200936151901885, 16.321097861221055 48.20093649355027, 16.32109718849032 48.20093686218349, 16.321096542654036 48.200937266792984, 16.321095937167303 48.200937698387285, 16.321095385485194 48.20093814797493, 16.321094874152624 48.20093862454741, 16.32109440316961 48.200939128104686, 16.321093985991226 48.20093964965534, 16.32109362262007 48.20094018020618, 16.321093313050962 48.200940737743615, 16.321093057291698 48.200941295288, 16.321092855337092 48.200941870825794, 16.321092720644813 48.20094244637234, 16.321092626304704 48.200943039910506, 16.321092599229576 48.200943624464244, 16.321092625964322 48.20094420902498, 16.321092719958802 48.20094480258764, 16.32109285431595 48.20094537816918, 16.32109305593543 48.20094595375949, 16.321093311370053 48.200946511370425, 16.321093620614544 48.20094706898834, 16.3210939836768 48.20094759963371, 16.321094400551544 48.200948121292896, 16.321094871241446 48.20094862497269, 16.321095382296615 48.200949101678134, 16.321095933717064 48.200949551409316, 16.321096538952634 48.20094998316108, 16.3210971845535 48.20095038793855, 16.321097857069788 48.20095075674677, 16.321098569951346 48.20095109858066, 16.32109932319819 48.200951413440244, 16.321100103360454 48.20095169233055, 16.321100896985644 48.200951935249826, 16.321101730978747 48.20095214220165, 16.321102564982315 48.200952313180665, 16.321103425901313 48.200952448190435, 16.321104286833393 48.200952538234255, 16.32110517467826 48.20095260130201, 16.32110604908375 48.20095261940207, 16.321114187829618 48.200952620459816, 16.321115062245568 48.20095260258705, 16.32111595012705 48.20095253975008, 16.321116811111434 48.20095244993008, 16.321117672108883 48.20095231514407, 16.321118506211842 48.20095214438183, 16.321119340325243 48.20095193764682, 16.321120134091686 48.20095169493385, 16.32112056461522 48.200951542105564, 16.32152291010225 48.20091995561902, 16.321523098441833 48.200919937656415, 16.321523959424947 48.20091984783334, 16.321524820420795 48.20091971304431, 16.32152565452186 48.20091954227913, 16.3215264886331 48.20091933554118, 16.32152728239711 48.20091909282537, 16.321528062718826 48.200918814135115, 16.321528816145754 48.20091849946866, 16.321529529222925 48.2009181578176, 16.32153020195031 48.20091778918182, 16.32153084778292 48.20091738456992, 16.321531453265766 48.200916952973344, 16.321532004943837 48.200916503383596, 16.321532516272114 48.20091602680918, 16.321532987250638 48.20091552325009, 16.321533404424382 48.200915001697844, 16.321533767790797 48.200914471145595, 16.321534077354986 48.200913913607, 16.321534333109316 48.200913356061605, 16.321534535058877 48.20091278052305, 16.32153466974612 48.20091220497598, 16.321534764081054 48.20091161143742, 16.321534791151144 48.200911026883595, 16.321534764411386 48.20091044232296, 16.321534697283745 48.2009099656755, 16.321534670411854 48.20090984876066, 16.321372104628278 48.1999899777351, 16.321372077757232 48.1999898608202, 16.32137194339947 48.199989285238864, 16.321371741780602 48.19998870964897, 16.32137148634774 48.199988152038564, 16.321371177105984 48.19998759442131, 16.321370814047654 48.1999870637767, 16.321370397177876 48.19998654211847, 16.3213699264941 48.1999860384397, 16.32136941544596 48.199985561735375, 16.321368864033463 48.199985112005436, 16.32136825880696 48.199984680255014, 16.321367613216093 48.19998427547901, 16.321366940710522 48.19998390667232, 16.321366227840606 48.19998356484004, 16.321365474606303 48.19998324998216, 16.321364694457323 48.1999829710936, 16.321363900845824 48.199982728176096, 16.32136306686741 48.19998252122617, 16.321362232878702 48.19998235024899, 16.321361371975282 48.19998221524115, 16.321360511059016 48.199982125199234, 16.321359623230602 48.19998206213344, 16.321358748841543 48.1999820440353, 16.321357874442217 48.19998206190993, 16.321357000029998 48.199982124750505, 16.321356367757737 48.199982187622034, 16.32094984078899 48.20003105789254, 16.320949221965193 48.20003112975678, 16.3209489798171 48.20003115670454, 16.320948118834654 48.200031291489275, 16.320947284746087 48.200031462250294, 16.32094645064692 48.20003166898408, 16.320945656893883 48.20003191169591, 16.320944876582494 48.200032190382245, 16.32094412316762 48.200032496051726, 16.320943410098856 48.20003283769923, 16.320942737376203 48.2000332153248, 16.320942091550066 48.20003361993347, 16.32094148607268 48.200034051527005, 16.3209409209467 48.20003450111222, 16.32094040962169 48.20003497768409, 16.320939952097675 48.200035481242594, 16.320939534925056 48.200036002792785, 16.32093917155872 48.20003653334321, 16.32093886199337 48.20003709088031, 16.320938606236925 48.20003764842447, 16.32093840428415 48.20003822396206, 16.320938256140284 48.200038799506736, 16.320938175252294 48.20003939304665, 16.320938148175873 48.20003997760045), (16.322721329662876 48.20021983716009, 16.32272135641578 48.20022042172051, 16.322721436984814 48.20022097930763, 16.32277012206264 48.20047626561858, 16.32277012080497 48.20048113093382, 16.322770147558572 48.20048171549421, 16.322770241571586 48.200482309055566, 16.3227703759463 48.20048288463521, 16.322770577582762 48.20048346022259, 16.32277083303329 48.200484017829844, 16.322771142293213 48.20048457544332, 16.32277150536952 48.200485106083406, 16.322771922257576 48.20048562773654, 16.32277239295966 48.20048613140952, 16.322772904025804 48.20048660810759, 16.322773455455973 48.20048705783072, 16.3227740607002 48.20048748957371, 16.32277470630846 48.20048789434179, 16.322775378830737 48.20048826314021, 16.322776105169396 48.2004886049653, 16.322776844967375 48.20048891981233, 16.32277762513172 48.20048919869129, 16.32277841875773 48.20048944159904, 16.32277925275008 48.20048964853867, 16.32278008675173 48.200489819505556, 16.32278094766738 48.20048995450277, 16.32278180859464 48.200490044534035, 16.322782696433595 48.20049010758883, 16.322783570831792 48.200490125676126, 16.322784445239297 48.200490107790664, 16.322785252394308 48.200490053924675, 16.322785333110737 48.200490044940786, 16.324145096389916 48.20037589037336, 16.32414603807535 48.2003757915458, 16.3241468990552 48.20037565673713, 16.324147733138723 48.200375485952875, 16.324148567230583 48.20037527919588, 16.32414936097381 48.20037503646196, 16.32415014127302 48.200374757753885, 16.324150894675938 48.20037444307025, 16.324151607728105 48.20037410140284, 16.32415228042956 48.20037373275173, 16.324152926234692 48.20037332812504, 16.3241535316891 48.20037289651461, 16.32415408333838 48.20037244691224, 16.324154594636934 48.2003719703261, 16.324155065584772 48.20037146675621, 16.324155482727484 48.2003709451944, 16.324155846062975 48.20037041463383, 16.324156155595432 48.20036985708811, 16.324156411318597 48.20036929953683, 16.324156613236653 48.2003687239936, 16.324156747893092 48.20036814844342, 16.324156842196746 48.200367554902655, 16.324156869236706 48.20036697034814, 16.3241568424674 48.200366385788044, 16.324156788755978 48.200365963102634, 16.32410799699927 48.20007744752665, 16.3241079701345 48.200077276653246, 16.32410782229362 48.200076701073726, 16.32410762064377 48.20007612548864, 16.324107365180758 48.20007556788432, 16.32410705590879 48.20007501027442, 16.324106692821587 48.20007447963847, 16.324106275923327 48.20007395799015, 16.324105818664165 48.20007345432402, 16.324105307589775 48.20007297763181, 16.324104742700147 48.20007252791365, 16.324104137449616 48.200072096177614, 16.324103505288356 48.20007169141839, 16.324102819311843 48.2000713136331, 16.324102106422504 48.200070971817794, 16.324101353168082 48.20007066597104, 16.3241005730029 48.200070387101064, 16.324099779377118 48.20007014420242, 16.3240989588385 48.20006993727374, 16.324098111387034 48.200069766315025, 16.32409725047496 48.20006963132765, 16.324096389554533 48.20006953231305, 16.324095501719142 48.200069478261575, 16.324094627327643 48.20006946018427, 16.32409375292775 48.20006947807969, 16.324092865067264 48.20006953194648, 16.32409255565734 48.20006956788706, 16.322732712595673 48.200210953208014, 16.322732161035933 48.200211016096425, 16.322731300055146 48.20021115089451, 16.322730465969578 48.20021132166848, 16.322729631874676 48.20021152841521, 16.32272883812727 48.20021177113933, 16.322728057822808 48.200212049837795, 16.322727304413576 48.200212364512105, 16.32272659135418 48.200212706170674, 16.322725918644597 48.20021307481349, 16.32272527283025 48.200213479432165, 16.322724667365726 48.20021391103509, 16.322724115705636 48.20021436063059, 16.32272360439538 48.20021483721037, 16.322723133434955 48.20021534077441, 16.322722716278975 48.200215862331035, 16.322722352929773 48.2002163928871, 16.322722043382687 48.20021695042898, 16.3227217876447 48.20021750797707, 16.322721585711186 48.20021808351779, 16.32272145103906 48.20021865906631, 16.322721356719104 48.200219252605926, 16.322721329662876 48.20021983716009), (16.326058362384256 48.20357771908216, 16.326125641192625 48.20441559285746, 16.326125654626907 48.20441569178364, 16.326125735232498 48.20441628534067, 16.326125883108478 48.20441686091717, 16.326126084797963 48.204417436498275, 16.326126340302725 48.20441800309087, 16.3261266496245 48.204418551701764, 16.32612701276325 48.2044190823309, 16.326127429717285 48.20441960397153, 16.32612788703494 48.204420107629225, 16.32612839817134 48.204420584312054, 16.32612896312475 48.20442104301315, 16.32612956844527 48.20442146574499, 16.32613020067602 48.20442187049279, 16.326130886725522 48.20442224826568, 16.326131599688726 48.20442259006818, 16.326132353019048 48.204422895901395, 16.326133133261344 48.20442317475738, 16.326133926963994 48.20442341764181, 16.326134747580337 48.20442362455576, 16.326135595110404 48.20442379549936, 16.32613645610079 48.204423930471386, 16.326137317098134 48.20442402947066, 16.326138205010913 48.2044240835063, 16.326139079477255 48.20442410156809, 16.326139953950534 48.20442408365709, 16.326140841884143 48.20442402977458, 16.3261411244121 48.20442399382618, 16.326141702919656 48.20442393092376, 16.326503404000835 48.20438676572742, 16.326503982507543 48.204386702823186, 16.326504843548413 48.20438656799697, 16.32650567768923 48.20438639719574, 16.326506511836723 48.20438619042179, 16.32650730563076 48.20438594767174, 16.326508085978116 48.204385668947836, 16.326508839425404 48.20438535424898, 16.326509552517575 48.204385012567215, 16.32651022525463 48.204384643902536, 16.326510871091628 48.2043842392629, 16.326511476573497 48.204383807640355, 16.326512028245222 48.204383358026995, 16.326512539561826 48.204382881430696, 16.326513010523314 48.20438237785151, 16.32651342767464 48.204381856281515, 16.326513791014175 48.20438132571385, 16.326514100545197 48.20438076816216, 16.326514356262752 48.20438021060605, 16.32651455817016 48.20437963505905, 16.326514692810708 48.20437905950651, 16.32651478709448 48.20437846596426, 16.326514814109736 48.20437788140958, 16.326514787301495 48.20437735080956, 16.3264432730078 48.20356567404887, 16.326443259564734 48.20356562008863, 16.326443178955124 48.20356503552493, 16.326443044532883 48.20356445095669, 16.32644284284319 48.20356387537605, 16.326442587337496 48.20356331777727, 16.326442278019197 48.20356276017397, 16.326441914883226 48.20356222954574, 16.326441497932954 48.2035617079062, 16.32644102716503 48.2035612132417, 16.32644051603428 48.2035607365602, 16.3264399645407 48.20356027786168, 16.326439359229465 48.20355984613822, 16.326438713553735 48.203559441390944, 16.326438040964966 48.203559072614155, 16.326437314558525 48.2035587308124, 16.32643657469391 48.20355841598905, 16.326435794463094 48.20355813713508, 16.326435000772396 48.20355789425272, 16.326434166715508 48.2035576873397, 16.3264333326519 48.203557516399435, 16.326432471675247 48.20355738142964, 16.32643159723703 48.20355729142461, 16.32643072279375 48.20355722839916, 16.326429848342066 48.20355721033962, 16.32642910841518 48.20355722826406, 16.32642897388363 48.2035572282528, 16.326428825897242 48.203557237233596, 16.326070821413488 48.20357049863739, 16.326070686881895 48.2035704986257, 16.326069798961225 48.20357056150091, 16.32606893794162 48.203570651357985, 16.326068076913288 48.203570786181004, 16.32606724278425 48.20357095697907, 16.32606640864823 48.20357116374984, 16.326065614864696 48.20357140649691, 16.3260648345273 48.20357168521784, 16.326064081089246 48.20357199991383, 16.32606336800538 48.203572341592874, 16.326062695275763 48.203572710255, 16.32606204944544 48.20357311489218, 16.32606144396935 48.20357354651243, 16.32606089230238 48.203573996123694, 16.326060380989638 48.20357447271803, 16.326059910031116 48.203574976295435, 16.32605949288173 48.20357549786387, 16.326059129543225 48.20357602843017, 16.3260588200121 48.20357658598069, 16.326058564293607 48.2035771435359, 16.326058362384256 48.20357771908216)))",Bereich Oeverseestraße,"Die Informationen und Pläne zu den Tempo 30-Zonen haben keine Rechtsgültigkeit, sondern dienen lediglich der Veranschaulichung.",http://www.wien.gv.at/verkehr/verkehrssicherheit/massnahmen/index.html,
