FID,OBJECTID,SHAPE,SE_ANNO_CAD_DATA
HYDRANTOGD.9281726,9281726,POINT (16.350673442202936 48.25703774053746),
HYDRANTOGD.9281727,9281727,POINT (16.42264930400137 48.2798265499421),
HYDRANTOGD.9281728,9281728,POINT (16.398944289110787 48.20653353018842),
HYDRANTOGD.9281729,9281729,POINT (16.337571722565844 48.19212672360844),
HYDRANTOGD.9281730,9281730,POINT (16.446793311902745 48.16344103142039),
HYDRANTOGD.9281731,9281731,POINT (16.30497583333258 48.2327525093029),
HYDRANTOGD.9281732,9281732,POINT (16.322580421939325 48.17885403065008),
HYDRANTOGD.9281733,9281733,POINT (16.4649894552725 48.21191858304937),
HYDRANTOGD.9281734,9281734,POINT (16.525207778652803 48.21454384246379),
HYDRANTOGD.9281735,9281735,POINT (16.34451739606658 48.14398057147521),
HYDRANTOGD.9281736,9281736,POINT (16.3877277229349 48.275350111540824),
HYDRANTOGD.9281737,9281737,POINT (16.39157696276445 48.1997009747132),
HYDRANTOGD.9281738,9281738,POINT (16.368248300387794 48.19532317483294),
HYDRANTOGD.9281739,9281739,POINT (16.32498579806748 48.268623128397714),
HYDRANTOGD.9281740,9281740,POINT (16.32769986326487 48.173780717722),
HYDRANTOGD.9281741,9281741,POINT (16.385635638668543 48.22268106675003),
HYDRANTOGD.9281742,9281742,POINT (16.232824078409124 48.21358022085737),
HYDRANTOGD.9281743,9281743,POINT (16.28424655944311 48.1536205067792),
HYDRANTOGD.9281744,9281744,POINT (16.44477224348709 48.25397638118454),
HYDRANTOGD.9281745,9281745,POINT (16.32745366377579 48.210851487811496),
HYDRANTOGD.9281746,9281746,POINT (16.307833309221436 48.12908444059745),
HYDRANTOGD.9281747,9281747,POINT (16.34712524871648 48.17156824261568),
HYDRANTOGD.9281748,9281748,POINT (16.387469177997968 48.190286287491176),
HYDRANTOGD.9281749,9281749,POINT (16.301905126706107 48.171867765093545),
HYDRANTOGD.9281750,9281750,POINT (16.367284851667222 48.178798146881256),
HYDRANTOGD.9281751,9281751,POINT (16.23488093378779 48.210777438372375),
HYDRANTOGD.9281752,9281752,POINT (16.304123534338252 48.14044973267658),
HYDRANTOGD.9281753,9281753,POINT (16.266786238685828 48.15954788718263),
HYDRANTOGD.9281754,9281754,POINT (16.40731679387039 48.279950683171556),
HYDRANTOGD.9281755,9281755,POINT (16.381765222310783 48.203048782257305),
HYDRANTOGD.9281756,9281756,POINT (16.332110386289 48.19780820875625),
HYDRANTOGD.9281757,9281757,POINT (16.4458998685078 48.286070358207944),
HYDRANTOGD.9281758,9281758,POINT (16.398720645225847 48.264811860545926),
HYDRANTOGD.9281759,9281759,POINT (16.348962633264925 48.20538359231273),
HYDRANTOGD.9281760,9281760,POINT (16.46799254469511 48.230034413181144),
HYDRANTOGD.9281761,9281761,POINT (16.49764636505894 48.24958958085172),
HYDRANTOGD.9281762,9281762,POINT (16.292781044071067 48.21850746397924),
HYDRANTOGD.9281763,9281763,POINT (16.421044816399824 48.23020181862297),
HYDRANTOGD.9281764,9281764,POINT (16.347641307412008 48.194570303513935),
HYDRANTOGD.9281765,9281765,POINT (16.362949751169197 48.2578683389908),
HYDRANTOGD.9281766,9281766,POINT (16.32047484752387 48.20622637276255),
HYDRANTOGD.9281767,9281767,POINT (16.398617316766064 48.20473183475184),
HYDRANTOGD.9281768,9281768,POINT (16.35090343739113 48.19741323528242),
HYDRANTOGD.9281769,9281769,POINT (16.450291169137493 48.15923739987127),
HYDRANTOGD.9281770,9281770,POINT (16.302653757620988 48.20226386754516),
HYDRANTOGD.9281771,9281771,POINT (16.336244738550242 48.23025589574484),
HYDRANTOGD.9281772,9281772,POINT (16.266191261100012 48.16098084484065),
HYDRANTOGD.9281773,9281773,POINT (16.33757642628914 48.24635421760095),
HYDRANTOGD.9281774,9281774,POINT (16.299011696226813 48.17125389025663),
HYDRANTOGD.9281775,9281775,POINT (16.387167171494642 48.23654157334464),
HYDRANTOGD.9281776,9281776,POINT (16.46945683367019 48.258890412225576),
HYDRANTOGD.9281777,9281777,POINT (16.46873030115156 48.25760270335417),
HYDRANTOGD.9281778,9281778,POINT (16.427742669980837 48.249235665086516),
HYDRANTOGD.9281779,9281779,POINT (16.470463517715373 48.260088442672654),
HYDRANTOGD.9281780,9281780,POINT (16.468043630455398 48.256406812012855),
HYDRANTOGD.9281781,9281781,POINT (16.307980741737158 48.20407662704673),
HYDRANTOGD.9281782,9281782,POINT (16.33594097141853 48.19568879693234),
HYDRANTOGD.9281783,9281783,POINT (16.37864224886905 48.21476138114366),
HYDRANTOGD.9281784,9281784,POINT (16.356051811711094 48.211745960439494),
HYDRANTOGD.9281785,9281785,POINT (16.410755085800407 48.25812882866804),
HYDRANTOGD.9281786,9281786,POINT (16.20319418679622 48.203691386220754),
HYDRANTOGD.9281787,9281787,POINT (16.21288657634303 48.20771673555457),
HYDRANTOGD.9281788,9281788,POINT (16.266934507721924 48.14674270995169),
HYDRANTOGD.9281789,9281789,POINT (16.338813597132393 48.19251853429614),
HYDRANTOGD.9281790,9281790,POINT (16.351010245280097 48.2159029286248),
HYDRANTOGD.9281791,9281791,POINT (16.335751482822097 48.26459376779392),
HYDRANTOGD.9281792,9281792,POINT (16.38593003130597 48.14650913335517),
HYDRANTOGD.9281793,9281793,POINT (16.304184069117884 48.21909259783672),
HYDRANTOGD.9281794,9281794,POINT (16.462147049426694 48.26233310595568),
HYDRANTOGD.9281795,9281795,POINT (16.355723353974973 48.25841212223996),
HYDRANTOGD.9281796,9281796,POINT (16.416204590391565 48.26598647163926),
HYDRANTOGD.9281797,9281797,POINT (16.374453173928423 48.28570021164357),
HYDRANTOGD.9281798,9281798,POINT (16.403894853787175 48.16683268413333),
HYDRANTOGD.9281799,9281799,POINT (16.325289971159496 48.20113965987223),
HYDRANTOGD.9281800,9281800,POINT (16.24503706919158 48.20432549646093),
HYDRANTOGD.9281801,9281801,POINT (16.34109911293891 48.15599712803208),
HYDRANTOGD.9281802,9281802,POINT (16.394816116383755 48.256407536636885),
HYDRANTOGD.9281803,9281803,POINT (16.322799302284977 48.156254301418706),
HYDRANTOGD.9281804,9281804,POINT (16.238531042629898 48.208355762198885),
HYDRANTOGD.9281805,9281805,POINT (16.31606951206683 48.18583110077283),
HYDRANTOGD.9281806,9281806,POINT (16.269784487673274 48.159801618842735),
HYDRANTOGD.9281807,9281807,POINT (16.327291918680785 48.15325037812741),
HYDRANTOGD.9281808,9281808,POINT (16.378946013938748 48.18871471339077),
HYDRANTOGD.9281809,9281809,POINT (16.333640558188623 48.2254780818807),
HYDRANTOGD.9281810,9281810,POINT (16.376978502845798 48.19139549589435),
HYDRANTOGD.9281811,9281811,POINT (16.377740231902308 48.20638822191072),
HYDRANTOGD.9281812,9281812,POINT (16.367505975234245 48.20296031567341),
HYDRANTOGD.9281813,9281813,POINT (16.426661410208467 48.24541903416432),
HYDRANTOGD.9281814,9281814,POINT (16.467040298447902 48.20189622408717),
HYDRANTOGD.9281815,9281815,POINT (16.33789238255223 48.19348011477045),
HYDRANTOGD.9281816,9281816,POINT (16.431162196821152 48.19674334968919),
HYDRANTOGD.9281817,9281817,POINT (16.3270621298265 48.20003958535378),
HYDRANTOGD.9281818,9281818,POINT (16.402518442355607 48.211795495109946),
HYDRANTOGD.9281819,9281819,POINT (16.35550301217892 48.205106671032105),
HYDRANTOGD.9281820,9281820,POINT (16.304729648478393 48.22079696035747),
HYDRANTOGD.9281821,9281821,POINT (16.321235045690617 48.200903047657704),
HYDRANTOGD.9281822,9281822,POINT (16.34081971150127 48.13746191311254),
HYDRANTOGD.9281823,9281823,POINT (16.309629651815168 48.22749592184267),
HYDRANTOGD.9281824,9281824,POINT (16.235976075031076 48.21531707054284),
HYDRANTOGD.9281825,9281825,POINT (16.34984627531088 48.13773107299287),
HYDRANTOGD.9281826,9281826,POINT (16.36296040881788 48.166992205317946),
HYDRANTOGD.9281827,9281827,POINT (16.54444235399517 48.23551075949914),
HYDRANTOGD.9281828,9281828,POINT (16.364664973628546 48.2172776891651),
HYDRANTOGD.9281829,9281829,POINT (16.39996325129599 48.22704484644782),
HYDRANTOGD.9281830,9281830,POINT (16.367951428704497 48.157159328394506),
HYDRANTOGD.9281831,9281831,POINT (16.300784271242012 48.23459608933697),
HYDRANTOGD.9281832,9281832,POINT (16.315265463762493 48.25554600571739),
HYDRANTOGD.9281833,9281833,POINT (16.399168821486075 48.19392873194463),
HYDRANTOGD.9281834,9281834,POINT (16.39237017046651 48.273755707996116),
HYDRANTOGD.9281835,9281835,POINT (16.477002868321808 48.20601787164236),
HYDRANTOGD.9281836,9281836,POINT (16.358155044678163 48.18174292763545),
HYDRANTOGD.9281837,9281837,POINT (16.40354718151575 48.27358979397993),
HYDRANTOGD.9281838,9281838,POINT (16.395961057600378 48.25281330124244),
HYDRANTOGD.9281839,9281839,POINT (16.47985097635224 48.169212718023054),
HYDRANTOGD.9281840,9281840,POINT (16.29958400866129 48.16541593163806),
HYDRANTOGD.9281841,9281841,POINT (16.445984871674973 48.23046863812224),
HYDRANTOGD.9281842,9281842,POINT (16.404215286809055 48.242984139723184),
HYDRANTOGD.9281843,9281843,POINT (16.278657999078458 48.21632439629128),
HYDRANTOGD.9281844,9281844,POINT (16.321898985754572 48.175769991826535),
HYDRANTOGD.9281845,9281845,POINT (16.285510462595298 48.14203171808173),
HYDRANTOGD.9281846,9281846,POINT (16.290671136882324 48.14809210253331),
HYDRANTOGD.9281847,9281847,POINT (16.42744622838692 48.20814756670499),
HYDRANTOGD.9281848,9281848,POINT (16.35280266329941 48.222173072337),
HYDRANTOGD.9281849,9281849,POINT (16.342388973009946 48.22653687574235),
HYDRANTOGD.9281850,9281850,POINT (16.20526007911856 48.20553313131748),
HYDRANTOGD.9281851,9281851,POINT (16.347545319833138 48.24510260606877),
HYDRANTOGD.9281852,9281852,POINT (16.346655569421177 48.19739302121589),
HYDRANTOGD.9281853,9281853,POINT (16.344404700664896 48.22621020573061),
HYDRANTOGD.9281854,9281854,POINT (16.272405549200577 48.197990487155025),
HYDRANTOGD.9281855,9281855,POINT (16.346118333631633 48.218084303126176),
HYDRANTOGD.9281856,9281856,POINT (16.27888660438084 48.21827701589915),
HYDRANTOGD.9281857,9281857,POINT (16.395251805766204 48.270337493822424),
HYDRANTOGD.9281858,9281858,POINT (16.333467678741556 48.22948821221004),
HYDRANTOGD.9281859,9281859,POINT (16.37012403501778 48.213852331941766),
HYDRANTOGD.9281860,9281860,POINT (16.40498310757171 48.26968055052895),
HYDRANTOGD.9281861,9281861,POINT (16.43683605849862 48.151909550111554),
HYDRANTOGD.9281862,9281862,POINT (16.42355716568149 48.25726831432567),
HYDRANTOGD.9281863,9281863,POINT (16.380831951586178 48.1525015952905),
HYDRANTOGD.9281864,9281864,POINT (16.35945853423736 48.18422795404638),
HYDRANTOGD.9281865,9281865,POINT (16.393461012238227 48.149211244653635),
HYDRANTOGD.9281866,9281866,POINT (16.32532682024588 48.21051634396453),
HYDRANTOGD.9281867,9281867,POINT (16.44305352299269 48.28397702979325),
HYDRANTOGD.9281868,9281868,POINT (16.369700398916233 48.211441064042),
HYDRANTOGD.9281869,9281869,POINT (16.244010045777802 48.2094356293318),
HYDRANTOGD.9281870,9281870,POINT (16.47778844344899 48.16627242070226),
HYDRANTOGD.9281871,9281871,POINT (16.311457092596424 48.164990017654276),
HYDRANTOGD.9281872,9281872,POINT (16.536006661988147 48.20773715808526),
HYDRANTOGD.9281873,9281873,POINT (16.35806143855351 48.18250990251562),
HYDRANTOGD.9281874,9281874,POINT (16.293074066355725 48.145666367510394),
HYDRANTOGD.9281875,9281875,POINT (16.39899141829426 48.2434502996497),
HYDRANTOGD.9281876,9281876,POINT (16.467043222753723 48.205174803819695),
HYDRANTOGD.9281877,9281877,POINT (16.354666465825943 48.23182162359182),
HYDRANTOGD.9281878,9281878,POINT (16.535519510179704 48.229672066226925),
HYDRANTOGD.9281879,9281879,POINT (16.38867111665932 48.287763616738594),
HYDRANTOGD.9281880,9281880,POINT (16.34650272242128 48.21307993198001),
HYDRANTOGD.9281881,9281881,POINT (16.46177354588028 48.279765971713076),
HYDRANTOGD.9281882,9281882,POINT (16.331694894478854 48.24187332289088),
HYDRANTOGD.9281883,9281883,POINT (16.325032332656725 48.149287959078),
HYDRANTOGD.9281884,9281884,POINT (16.389603117571564 48.30070048712615),
HYDRANTOGD.9281885,9281885,POINT (16.28386231845198 48.204005076169004),
HYDRANTOGD.9281886,9281886,POINT (16.240382233022178 48.140243846404466),
HYDRANTOGD.9281887,9281887,POINT (16.391298411552864 48.203300011819984),
HYDRANTOGD.9281888,9281888,POINT (16.27978854252912 48.14659179909253),
HYDRANTOGD.9281889,9281889,POINT (16.485754177326843 48.202369249003866),
HYDRANTOGD.9281890,9281890,POINT (16.387826711907742 48.13711307997226),
HYDRANTOGD.9281891,9281891,POINT (16.456061044868804 48.2237422988653),
HYDRANTOGD.9281892,9281892,POINT (16.45751820596592 48.22531861740427),
HYDRANTOGD.9281893,9281893,POINT (16.32326512437764 48.1831917456173),
HYDRANTOGD.9281894,9281894,POINT (16.342107416903502 48.18176736703029),
HYDRANTOGD.9281895,9281895,POINT (16.343153539527613 48.1820954067539),
HYDRANTOGD.9281896,9281896,POINT (16.34339335767612 48.18300049606253),
HYDRANTOGD.9281897,9281897,POINT (16.356042678669244 48.23373840140565),
HYDRANTOGD.9281898,9281898,POINT (16.356733756654208 48.23614075472994),
HYDRANTOGD.9281899,9281899,POINT (16.361658579803144 48.243470969840985),
HYDRANTOGD.9281900,9281900,POINT (16.36130524531994 48.243097653565734),
HYDRANTOGD.9281901,9281901,POINT (16.36151656830718 48.24442307701423),
HYDRANTOGD.9281902,9281902,POINT (16.359365102165803 48.27186549632341),
HYDRANTOGD.9281903,9281903,POINT (16.362750246132304 48.24964527864269),
HYDRANTOGD.9281904,9281904,POINT (16.36295509991236 48.250685589965826),
HYDRANTOGD.9281905,9281905,POINT (16.364465324903605 48.25365159437361),
HYDRANTOGD.9281906,9281906,POINT (16.364899087077337 48.26573822567412),
HYDRANTOGD.9281907,9281907,POINT (16.363955111506513 48.266910284683846),
HYDRANTOGD.9281908,9281908,POINT (16.363104862064112 48.267834815046506),
HYDRANTOGD.9281909,9281909,POINT (16.371396979773785 48.20587648212463),
HYDRANTOGD.9281910,9281910,POINT (16.401466912794145 48.18604229409895),
HYDRANTOGD.9281911,9281911,POINT (16.289140039626165 48.177168528337255),
HYDRANTOGD.9281912,9281912,POINT (16.422117892224737 48.16974879175397),
HYDRANTOGD.9281913,9281913,POINT (16.275506625383528 48.18389909058366),
HYDRANTOGD.9281914,9281914,POINT (16.317021740321806 48.22994001096171),
HYDRANTOGD.9281915,9281915,POINT (16.326873100746734 48.149712918822885),
HYDRANTOGD.9281916,9281916,POINT (16.46021969252233 48.28140277909485),
HYDRANTOGD.9281917,9281917,POINT (16.363257294053877 48.14344193433531),
HYDRANTOGD.9281918,9281918,POINT (16.463321503650878 48.1531830279911),
HYDRANTOGD.9281919,9281919,POINT (16.406745730974727 48.273397488721535),
HYDRANTOGD.9281920,9281920,POINT (16.356732342170403 48.148459292456124),
HYDRANTOGD.9281921,9281921,POINT (16.471706392159085 48.153776166869854),
HYDRANTOGD.9281922,9281922,POINT (16.403487694219034 48.15517534931657),
HYDRANTOGD.9281923,9281923,POINT (16.40348560842582 48.13850272005931),
HYDRANTOGD.9281924,9281924,POINT (16.282845995883 48.1693335946911),
HYDRANTOGD.9281925,9281925,POINT (16.30781306460421 48.200732028961994),
HYDRANTOGD.9281926,9281926,POINT (16.428684227691136 48.24481886725416),
HYDRANTOGD.9281927,9281927,POINT (16.37534963538586 48.20464638321331),
HYDRANTOGD.9281928,9281928,POINT (16.35367711408157 48.23142841956333),
HYDRANTOGD.9281929,9281929,POINT (16.24484801457291 48.21788421847919),
HYDRANTOGD.9281930,9281930,POINT (16.44142377918554 48.211272245458495),
HYDRANTOGD.9281931,9281931,POINT (16.326850833506263 48.248641798259776),
HYDRANTOGD.9281932,9281932,POINT (16.33783096889273 48.23289306657087),
HYDRANTOGD.9281933,9281933,POINT (16.32188328446023 48.13319319186718),
HYDRANTOGD.9281934,9281934,POINT (16.38651399463435 48.26079666729684),
HYDRANTOGD.9281935,9281935,POINT (16.4048422581378 48.13533557675015),
HYDRANTOGD.9281936,9281936,POINT (16.340280281100057 48.24888013609536),
HYDRANTOGD.9281937,9281937,POINT (16.353637722626075 48.13760518907042),
HYDRANTOGD.9281938,9281938,POINT (16.370371047159978 48.226399908763064),
HYDRANTOGD.9281939,9281939,POINT (16.337458562988388 48.19052935223245),
HYDRANTOGD.9281940,9281940,POINT (16.27530341666516 48.18629684405532),
HYDRANTOGD.9281941,9281941,POINT (16.381959145656317 48.20914374315783),
HYDRANTOGD.9281942,9281942,POINT (16.419397913737527 48.22803781667279),
HYDRANTOGD.9281943,9281943,POINT (16.38607572406012 48.23566643694498),
HYDRANTOGD.9281944,9281944,POINT (16.326870751705663 48.16656132911417),
HYDRANTOGD.9281945,9281945,POINT (16.310376057913416 48.127429010055536),
HYDRANTOGD.9281946,9281946,POINT (16.287343605168005 48.18243684260823),
HYDRANTOGD.9281947,9281947,POINT (16.25507908180437 48.13026619086495),
HYDRANTOGD.9281948,9281948,POINT (16.407527820130113 48.213153581169806),
HYDRANTOGD.9281949,9281949,POINT (16.415186044277007 48.28187686062251),
HYDRANTOGD.9281950,9281950,POINT (16.378275468731765 48.21723980785957),
HYDRANTOGD.9281951,9281951,POINT (16.378897877135135 48.176787477073674),
HYDRANTOGD.9281952,9281952,POINT (16.33258892711313 48.238807613507184),
HYDRANTOGD.9281953,9281953,POINT (16.396680652632377 48.258481366763526),
HYDRANTOGD.9281954,9281954,POINT (16.48464005340021 48.160041338202525),
HYDRANTOGD.9281955,9281955,POINT (16.294789704781742 48.17320389409154),
HYDRANTOGD.9281956,9281956,POINT (16.46369662306754 48.260553641190064),
HYDRANTOGD.9281957,9281957,POINT (16.371360354585846 48.2339230025411),
HYDRANTOGD.9281958,9281958,POINT (16.29700122763057 48.249052996337504),
HYDRANTOGD.9281959,9281959,POINT (16.386982018125558 48.189730814155205),
HYDRANTOGD.9281960,9281960,POINT (16.378482379600353 48.23117840690215),
HYDRANTOGD.9281961,9281961,POINT (16.405130349643002 48.28190960669942),
HYDRANTOGD.9281962,9281962,POINT (16.475599719619694 48.19452760600108),
HYDRANTOGD.9281963,9281963,POINT (16.365934929132855 48.247321196035365),
HYDRANTOGD.9281964,9281964,POINT (16.360872082024084 48.13940098311942),
HYDRANTOGD.9281965,9281965,POINT (16.323986837012065 48.17874446954841),
HYDRANTOGD.9281966,9281966,POINT (16.327222343691773 48.210228782952136),
HYDRANTOGD.9281967,9281967,POINT (16.483446455658665 48.23457021752432),
HYDRANTOGD.9281968,9281968,POINT (16.45075430897056 48.260010606705016),
HYDRANTOGD.9281969,9281969,POINT (16.318363614039942 48.220645597507755),
HYDRANTOGD.9281970,9281970,POINT (16.382920421813246 48.177518945286174),
HYDRANTOGD.9281971,9281971,POINT (16.337764992196615 48.220085439404414),
HYDRANTOGD.9281972,9281972,POINT (16.3320359423753 48.16065909229085),
HYDRANTOGD.9281973,9281973,POINT (16.447393726749755 48.26699245903276),
HYDRANTOGD.9281974,9281974,POINT (16.381676857256192 48.188528312008245),
HYDRANTOGD.9281975,9281975,POINT (16.342394525162117 48.217008267214354),
HYDRANTOGD.9281976,9281976,POINT (16.236113128266048 48.214175417067295),
HYDRANTOGD.9281977,9281977,POINT (16.42650323463805 48.17588942206314),
HYDRANTOGD.9281978,9281978,POINT (16.33460872212159 48.232734576248475),
HYDRANTOGD.9281979,9281979,POINT (16.407335537860703 48.17969283098441),
HYDRANTOGD.9281980,9281980,POINT (16.27196795955763 48.19885808721276),
HYDRANTOGD.9281981,9281981,POINT (16.279049844415496 48.1674587617337),
HYDRANTOGD.9281982,9281982,POINT (16.26823115573702 48.16500807431492),
HYDRANTOGD.9281983,9281983,POINT (16.34451577244761 48.15699257090337),
HYDRANTOGD.9281984,9281984,POINT (16.354056190429286 48.250694243526446),
HYDRANTOGD.9281985,9281985,POINT (16.40514629205764 48.152802301337736),
HYDRANTOGD.9281986,9281986,POINT (16.227813524630978 48.136670167750474),
HYDRANTOGD.9281987,9281987,POINT (16.26969804198171 48.16282688082059),
HYDRANTOGD.9281988,9281988,POINT (16.44611425271383 48.23167449476988),
HYDRANTOGD.9281989,9281989,POINT (16.242834303605015 48.222217623177826),
HYDRANTOGD.9281990,9281990,POINT (16.411207800277605 48.25266549305023),
HYDRANTOGD.9281991,9281991,POINT (16.390978713237676 48.20398031055556),
HYDRANTOGD.9281992,9281992,POINT (16.344473011956666 48.16739567706174),
HYDRANTOGD.9281993,9281993,POINT (16.35298894886547 48.25161592963708),
HYDRANTOGD.9281994,9281994,POINT (16.329571721497494 48.23142032520637),
HYDRANTOGD.9281995,9281995,POINT (16.436749628769157 48.17091453054096),
HYDRANTOGD.9281996,9281996,POINT (16.47040032819829 48.219116787271126),
HYDRANTOGD.9281997,9281997,POINT (16.361334779243435 48.17398932478275),
HYDRANTOGD.9281998,9281998,POINT (16.393882862743418 48.21655728649247),
HYDRANTOGD.9281999,9281999,POINT (16.303818655567774 48.24553529371158),
HYDRANTOGD.9282000,9282000,POINT (16.226717516600544 48.216894134138784),
HYDRANTOGD.9282001,9282001,POINT (16.388540175277914 48.2758126790109),
HYDRANTOGD.9282002,9282002,POINT (16.355512492968316 48.19248724279772),
HYDRANTOGD.9282003,9282003,POINT (16.368909272157115 48.203883483663425),
HYDRANTOGD.9282004,9282004,POINT (16.41380262321883 48.1768706928733),
HYDRANTOGD.9282005,9282005,POINT (16.273751265404726 48.16002848880387),
HYDRANTOGD.9282006,9282006,POINT (16.362060264376684 48.168397516424406),
HYDRANTOGD.9282007,9282007,POINT (16.40891331403434 48.17896905646342),
HYDRANTOGD.9282008,9282008,POINT (16.365039420836723 48.217420190952915),
HYDRANTOGD.9282009,9282009,POINT (16.348733182431374 48.243250182530396),
HYDRANTOGD.9282010,9282010,POINT (16.339263963085426 48.18849298424292),
HYDRANTOGD.9282011,9282011,POINT (16.34694498165548 48.182331173005316),
HYDRANTOGD.9282012,9282012,POINT (16.40062423086419 48.21280731708709),
HYDRANTOGD.9282013,9282013,POINT (16.44355729492204 48.26326838430243),
HYDRANTOGD.9282014,9282014,POINT (16.40149649650209 48.25506215761222),
HYDRANTOGD.9282015,9282015,POINT (16.32604118554681 48.217577723329896),
HYDRANTOGD.9282016,9282016,POINT (16.39174665319682 48.20685982767533),
HYDRANTOGD.9282017,9282017,POINT (16.410639074645946 48.18045803671057),
HYDRANTOGD.9282018,9282018,POINT (16.302370729589242 48.20777498697918),
HYDRANTOGD.9282019,9282019,POINT (16.388352151060868 48.277199254166824),
HYDRANTOGD.9282020,9282020,POINT (16.379565956061754 48.175127166201975),
HYDRANTOGD.9282021,9282021,POINT (16.34171301398112 48.195299754894485),
HYDRANTOGD.9282022,9282022,POINT (16.32278520557834 48.191397069028106),
HYDRANTOGD.9282023,9282023,POINT (16.389992371378234 48.29199144632749),
HYDRANTOGD.9282024,9282024,POINT (16.305063731426767 48.22405867933219),
HYDRANTOGD.9282025,9282025,POINT (16.27283610079534 48.20273216840089),
HYDRANTOGD.9282026,9282026,POINT (16.38994628770404 48.19882959102645),
HYDRANTOGD.9282027,9282027,POINT (16.39908402955633 48.21537671058772),
HYDRANTOGD.9282028,9282028,POINT (16.36252876259892 48.18890937753758),
HYDRANTOGD.9282029,9282029,POINT (16.36665198163961 48.17280612927469),
HYDRANTOGD.9282030,9282030,POINT (16.33002705056121 48.21408153061175),
HYDRANTOGD.9282031,9282031,POINT (16.435282012620043 48.16235526781969),
HYDRANTOGD.9282032,9282032,POINT (16.273663406633563 48.16408844401177),
HYDRANTOGD.9282033,9282033,POINT (16.445659169498825 48.248193778066316),
HYDRANTOGD.9282034,9282034,POINT (16.3338612230935 48.19851008422036),
HYDRANTOGD.9282035,9282035,POINT (16.364522777510075 48.1763831039812),
HYDRANTOGD.9282036,9282036,POINT (16.289282070648806 48.154266646645155),
HYDRANTOGD.9282037,9282037,POINT (16.297936029710158 48.13744229093222),
HYDRANTOGD.9282038,9282038,POINT (16.407098025684483 48.209047679872626),
HYDRANTOGD.9282039,9282039,POINT (16.38137383257736 48.24534364160724),
HYDRANTOGD.9282040,9282040,POINT (16.294807820867977 48.23056038127652),
HYDRANTOGD.9282041,9282041,POINT (16.421021177550323 48.17687269756933),
HYDRANTOGD.9282042,9282042,POINT (16.389001055396026 48.29354800949557),
HYDRANTOGD.9282043,9282043,POINT (16.476252603089073 48.225846061224686),
HYDRANTOGD.9282044,9282044,POINT (16.38856474162293 48.173913728295986),
HYDRANTOGD.9282045,9282045,POINT (16.290656941746736 48.23536877965671),
HYDRANTOGD.9282046,9282046,POINT (16.329841243706266 48.2639866309648),
HYDRANTOGD.9282047,9282047,POINT (16.406810779516007 48.21803931750923),
HYDRANTOGD.9282048,9282048,POINT (16.32377908464523 48.219695123690336),
HYDRANTOGD.9282049,9282049,POINT (16.54180156309413 48.21751537579277),
HYDRANTOGD.9282050,9282050,POINT (16.468042632255308 48.14959226743147),
HYDRANTOGD.9282051,9282051,POINT (16.40190334099384 48.253842909971816),
HYDRANTOGD.9282052,9282052,POINT (16.319770279308173 48.19016820982277),
HYDRANTOGD.9282053,9282053,POINT (16.51248717662267 48.214719379379396),
HYDRANTOGD.9282054,9282054,POINT (16.32729018674917 48.234027266903176),
HYDRANTOGD.9282055,9282055,POINT (16.315186520430153 48.19898970712593),
HYDRANTOGD.9282056,9282056,POINT (16.3411058593146 48.2506187410607),
HYDRANTOGD.9282057,9282057,POINT (16.27555121646886 48.13547736600253),
HYDRANTOGD.9282058,9282058,POINT (16.36246895073464 48.19324281249802),
HYDRANTOGD.9282059,9282059,POINT (16.404764345980407 48.25159152009948),
HYDRANTOGD.9282060,9282060,POINT (16.326679591041696 48.2433067072405),
HYDRANTOGD.9282061,9282061,POINT (16.345792887589152 48.20856335307795),
HYDRANTOGD.9282062,9282062,POINT (16.261613489378366 48.18209415186697),
HYDRANTOGD.9282063,9282063,POINT (16.401498780751716 48.174839870114475),
HYDRANTOGD.9282064,9282064,POINT (16.35055542104456 48.2421058619976),
HYDRANTOGD.9282065,9282065,POINT (16.36973428683374 48.2222846509587),
HYDRANTOGD.9282066,9282066,POINT (16.411002730010978 48.25489794066151),
HYDRANTOGD.9282067,9282067,POINT (16.383742597611803 48.13886676286542),
HYDRANTOGD.9282068,9282068,POINT (16.50023516851512 48.25373160258507),
HYDRANTOGD.9282069,9282069,POINT (16.378683891406837 48.17542058603393),
HYDRANTOGD.9282070,9282070,POINT (16.430532680536533 48.26550962405472),
HYDRANTOGD.9282071,9282071,POINT (16.33722593597531 48.25167508693284),
HYDRANTOGD.9282072,9282072,POINT (16.36269577812552 48.212799826350206),
HYDRANTOGD.9282073,9282073,POINT (16.384981711141418 48.21011717680971),
HYDRANTOGD.9282074,9282074,POINT (16.40230143611157 48.20468499194959),
HYDRANTOGD.9282075,9282075,POINT (16.38000041363472 48.246250074938885),
HYDRANTOGD.9282076,9282076,POINT (16.48273287759711 48.23633042238762),
HYDRANTOGD.9282077,9282077,POINT (16.38276011666033 48.219874274633845),
HYDRANTOGD.9282078,9282078,POINT (16.405284604918418 48.21612668130458),
HYDRANTOGD.9282079,9282079,POINT (16.354612164422754 48.17357654577722),
HYDRANTOGD.9282080,9282080,POINT (16.28322272662536 48.16514742329538),
HYDRANTOGD.9282081,9282081,POINT (16.384307148908036 48.20345513470323),
HYDRANTOGD.9282082,9282082,POINT (16.39259043481018 48.26704343502553),
HYDRANTOGD.9282083,9282083,POINT (16.360690715743296 48.193065771512366),
