FID,OBJECTID,SHAPE,SE_ANNO_CAD_DATA
HYDRANTOGD.9282084,9282084,POINT (16.38510178575092 48.19487417861908),
HYDRANTOGD.9282085,9282085,POINT (16.26910023662019 48.161300001860155),
HYDRANTOGD.9282086,9282086,POINT (16.263692584091917 48.20737314111702),
HYDRANTOGD.9282087,9282087,POINT (16.330383926980357 48.19639899115452),
HYDRANTOGD.9282088,9282088,POINT (16.43112153983978 48.187286894914045),
HYDRANTOGD.9282089,9282089,POINT (16.363195004435855 48.200089711455966),
HYDRANTOGD.9282090,9282090,POINT (16.39725905108973 48.257043288542114),
HYDRANTOGD.9282091,9282091,POINT (16.322446086771798 48.175103929444916),
HYDRANTOGD.9282092,9282092,POINT (16.320127650089702 48.156755822988906),
HYDRANTOGD.9282093,9282093,POINT (16.354597365255767 48.20504992083),
HYDRANTOGD.9282094,9282094,POINT (16.313337573716 48.159971524175816),
HYDRANTOGD.9282095,9282095,POINT (16.543221221268617 48.238832737910634),
HYDRANTOGD.9282096,9282096,POINT (16.334631282967205 48.16829183828144),
HYDRANTOGD.9282097,9282097,POINT (16.28024995191257 48.16067898192966),
HYDRANTOGD.9282098,9282098,POINT (16.26041757674581 48.200690994553256),
HYDRANTOGD.9282099,9282099,POINT (16.44766304195667 48.19527818119759),
HYDRANTOGD.9282100,9282100,POINT (16.26138128817719 48.245129312745945),
HYDRANTOGD.9282101,9282101,POINT (16.26089815112869 48.20624529429504),
HYDRANTOGD.9282102,9282102,POINT (16.313510506375508 48.160421508635956),
HYDRANTOGD.9282103,9282103,POINT (16.352905495571143 48.19925053824854),
HYDRANTOGD.9282104,9282104,POINT (16.315260573202064 48.194768134955254),
HYDRANTOGD.9282105,9282105,POINT (16.358577340803695 48.22511164183982),
HYDRANTOGD.9282106,9282106,POINT (16.401669061122718 48.24227087451224),
HYDRANTOGD.9282107,9282107,POINT (16.372203561253976 48.21156575892455),
HYDRANTOGD.9282108,9282108,POINT (16.365727033155416 48.17037280248114),
HYDRANTOGD.9282109,9282109,POINT (16.2408011834667 48.20713441312503),
HYDRANTOGD.9282110,9282110,POINT (16.45447217250847 48.25984963870027),
HYDRANTOGD.9282111,9282111,POINT (16.35002134427716 48.149117981734356),
HYDRANTOGD.9282112,9282112,POINT (16.290950161068146 48.18208865785951),
HYDRANTOGD.9282113,9282113,POINT (16.395981343033515 48.256044495243565),
HYDRANTOGD.9282114,9282114,POINT (16.448087827353202 48.26457135814226),
HYDRANTOGD.9282115,9282115,POINT (16.345072390373318 48.18083893749755),
HYDRANTOGD.9282116,9282116,POINT (16.423779677731577 48.15890995366172),
HYDRANTOGD.9282117,9282117,POINT (16.44615461997734 48.25707426942273),
HYDRANTOGD.9282118,9282118,POINT (16.33684992571803 48.22281640116257),
HYDRANTOGD.9282119,9282119,POINT (16.54443013734567 48.224541667307335),
HYDRANTOGD.9282120,9282120,POINT (16.36687358183125 48.25721276439689),
HYDRANTOGD.9282121,9282121,POINT (16.29579844834277 48.14344158435358),
HYDRANTOGD.9282122,9282122,POINT (16.238956166417125 48.20730697770937),
HYDRANTOGD.9282123,9282123,POINT (16.384256754856864 48.21111248777222),
HYDRANTOGD.9282124,9282124,POINT (16.314261860184388 48.206854885690866),
HYDRANTOGD.9282125,9282125,POINT (16.332396021514842 48.200792608645834),
HYDRANTOGD.9282126,9282126,POINT (16.339143637460143 48.209917287028766),
HYDRANTOGD.9282127,9282127,POINT (16.349317193773636 48.22474844692488),
HYDRANTOGD.9282128,9282128,POINT (16.34582202490138 48.181191023740524),
HYDRANTOGD.9282129,9282129,POINT (16.39778132119102 48.21671281249818),
HYDRANTOGD.9282130,9282130,POINT (16.365217155804597 48.21695420123586),
HYDRANTOGD.9282131,9282131,POINT (16.40071810887722 48.219826609257936),
HYDRANTOGD.9282132,9282132,POINT (16.25417492860931 48.1986260091507),
HYDRANTOGD.9282133,9282133,POINT (16.360201945504627 48.25661336830599),
HYDRANTOGD.9282134,9282134,POINT (16.32419145557326 48.15209732805815),
HYDRANTOGD.9282135,9282135,POINT (16.32286924258556 48.19810267711303),
HYDRANTOGD.9282136,9282136,POINT (16.460665706813888 48.21224845398968),
HYDRANTOGD.9282137,9282137,POINT (16.373558115461627 48.23755850044446),
HYDRANTOGD.9282138,9282138,POINT (16.41618082098532 48.27408841753302),
HYDRANTOGD.9282139,9282139,POINT (16.358317447559042 48.211448445559675),
HYDRANTOGD.9282140,9282140,POINT (16.358762628934965 48.20877500259281),
HYDRANTOGD.9282141,9282141,POINT (16.358663616522524 48.21143258598651),
HYDRANTOGD.9282142,9282142,POINT (16.365470016956685 48.2118986583831),
HYDRANTOGD.9282143,9282143,POINT (16.362878150192362 48.21325171858709),
HYDRANTOGD.9282144,9282144,POINT (16.364215625386922 48.20894675284131),
HYDRANTOGD.9282145,9282145,POINT (16.36503991156484 48.20793871502094),
HYDRANTOGD.9282146,9282146,POINT (16.39485130613942 48.218015919810476),
HYDRANTOGD.9282147,9282147,POINT (16.349484420954216 48.217753402858314),
HYDRANTOGD.9282148,9282148,POINT (16.407618284451537 48.18314065572555),
HYDRANTOGD.9282149,9282149,POINT (16.36673317547144 48.24238434772618),
HYDRANTOGD.9282150,9282150,POINT (16.39717297071893 48.20893044805984),
HYDRANTOGD.9282151,9282151,POINT (16.315710928365593 48.20225999445555),
HYDRANTOGD.9282152,9282152,POINT (16.266432119243674 48.1617924520641),
HYDRANTOGD.9282153,9282153,POINT (16.370270833936505 48.19892020117245),
HYDRANTOGD.9282154,9282154,POINT (16.25797721380537 48.135751049243375),
HYDRANTOGD.9282155,9282155,POINT (16.361692780609005 48.20825836784599),
HYDRANTOGD.9282156,9282156,POINT (16.37498935174075 48.21578628387743),
HYDRANTOGD.9282157,9282157,POINT (16.311914220332092 48.2008582562774),
HYDRANTOGD.9282158,9282158,POINT (16.31377420577063 48.2007121057182),
HYDRANTOGD.9282159,9282159,POINT (16.30986357958801 48.200204919890176),
HYDRANTOGD.9282160,9282160,POINT (16.435529550396076 48.24474745405149),
HYDRANTOGD.9282161,9282161,POINT (16.44010405588562 48.24291146143289),
HYDRANTOGD.9282162,9282162,POINT (16.33716682611738 48.195685350783315),
HYDRANTOGD.9282163,9282163,POINT (16.380270795752843 48.21578891902519),
HYDRANTOGD.9282164,9282164,POINT (16.46344994555796 48.17781035064723),
HYDRANTOGD.9282165,9282165,POINT (16.40537377822579 48.210313082968725),
HYDRANTOGD.9282166,9282166,POINT (16.305566989183674 48.24557336262151),
HYDRANTOGD.9282167,9282167,POINT (16.546485732938386 48.219252111770906),
HYDRANTOGD.9282168,9282168,POINT (16.274517795012798 48.15254327233805),
HYDRANTOGD.9282169,9282169,POINT (16.288743947882246 48.156812094645055),
HYDRANTOGD.9282170,9282170,POINT (16.357194307016574 48.177430057992964),
HYDRANTOGD.9282171,9282171,POINT (16.468957134134428 48.19431250880999),
HYDRANTOGD.9282172,9282172,POINT (16.305836419927513 48.201586212092415),
HYDRANTOGD.9282173,9282173,POINT (16.280749777989346 48.13564285983073),
HYDRANTOGD.9282174,9282174,POINT (16.44878234349247 48.1527903619518),
HYDRANTOGD.9282175,9282175,POINT (16.402398076508454 48.22238654354245),
HYDRANTOGD.9282176,9282176,POINT (16.340742533200842 48.226768977936885),
HYDRANTOGD.9282177,9282177,POINT (16.414436183124373 48.17149150998874),
HYDRANTOGD.9282178,9282178,POINT (16.47185164655865 48.15794005532485),
HYDRANTOGD.9282179,9282179,POINT (16.41747645028744 48.261958112555575),
HYDRANTOGD.9282180,9282180,POINT (16.286188318178592 48.25159044917095),
HYDRANTOGD.9282181,9282181,POINT (16.332537570274784 48.208233122904645),
HYDRANTOGD.9282182,9282182,POINT (16.29465250100639 48.25408950307746),
HYDRANTOGD.9282183,9282183,POINT (16.331268506160622 48.18014039068538),
HYDRANTOGD.9282184,9282184,POINT (16.284905772161302 48.253592288595165),
HYDRANTOGD.9282185,9282185,POINT (16.480069921101222 48.202793916474384),
HYDRANTOGD.9282186,9282186,POINT (16.45887232993772 48.21774691831833),
HYDRANTOGD.9282187,9282187,POINT (16.300832379402802 48.2454265903717),
HYDRANTOGD.9282188,9282188,POINT (16.268586770790588 48.19336130939094),
HYDRANTOGD.9282189,9282189,POINT (16.37867965390571 48.24018684622342),
HYDRANTOGD.9282190,9282190,POINT (16.35040910066488 48.20426689919778),
HYDRANTOGD.9282191,9282191,POINT (16.380921999789617 48.22725752202853),
HYDRANTOGD.9282192,9282192,POINT (16.350285917535576 48.18433994723134),
HYDRANTOGD.9282193,9282193,POINT (16.377430494818892 48.180425377892234),
HYDRANTOGD.9282194,9282194,POINT (16.291878755346552 48.25420197304645),
HYDRANTOGD.9282195,9282195,POINT (16.428367006032893 48.250723451903),
HYDRANTOGD.9282196,9282196,POINT (16.441576913830094 48.15427830339512),
HYDRANTOGD.9282197,9282197,POINT (16.280853947890538 48.16784560966326),
HYDRANTOGD.9282198,9282198,POINT (16.300299333592044 48.18378691266946),
HYDRANTOGD.9282199,9282199,POINT (16.458807615295942 48.22919167553248),
HYDRANTOGD.9282200,9282200,POINT (16.396056802087116 48.221249476326236),
HYDRANTOGD.9282201,9282201,POINT (16.360272425300952 48.20509398499241),
HYDRANTOGD.9282202,9282202,POINT (16.360258890666703 48.21386335245437),
HYDRANTOGD.9282203,9282203,POINT (16.361321211524416 48.20592686868454),
HYDRANTOGD.9282204,9282204,POINT (16.495673674225905 48.15896394766547),
HYDRANTOGD.9282205,9282205,POINT (16.35990642279817 48.20544204279005),
HYDRANTOGD.9282206,9282206,POINT (16.289364057933106 48.17198080715687),
HYDRANTOGD.9282207,9282207,POINT (16.212937427526622 48.21018910474447),
HYDRANTOGD.9282208,9282208,POINT (16.39669594011527 48.24851884952463),
HYDRANTOGD.9282209,9282209,POINT (16.316282166248513 48.16575383137042),
HYDRANTOGD.9284212,9284212,POINT (16.381786788868993 48.18102774797631),
HYDRANTOGD.9284213,9284213,POINT (16.334523805997435 48.223865551249375),
HYDRANTOGD.9284214,9284214,POINT (16.29675015814272 48.21171455188719),
HYDRANTOGD.9284215,9284215,POINT (16.38950728736402 48.24731527040518),
HYDRANTOGD.9284216,9284216,POINT (16.36556616941663 48.2384545391269),
HYDRANTOGD.9284217,9284217,POINT (16.506841744179113 48.22352319146661),
HYDRANTOGD.9284218,9284218,POINT (16.38069452765859 48.18094157262414),
HYDRANTOGD.9284219,9284219,POINT (16.227854724391683 48.21510604905809),
HYDRANTOGD.9284220,9284220,POINT (16.2691113715023 48.2115091480012),
HYDRANTOGD.9284221,9284221,POINT (16.377852213264525 48.186765028796394),
HYDRANTOGD.9284222,9284222,POINT (16.28076314451541 48.15054023724196),
HYDRANTOGD.9284223,9284223,POINT (16.352927979735465 48.21159502541334),
HYDRANTOGD.9284224,9284224,POINT (16.501192602149086 48.22440735962121),
HYDRANTOGD.9284225,9284225,POINT (16.50050362446617 48.22428852234543),
HYDRANTOGD.9284226,9284226,POINT (16.300131609867808 48.15079609683966),
HYDRANTOGD.9284227,9284227,POINT (16.382132298467663 48.150951018233705),
HYDRANTOGD.9284228,9284228,POINT (16.38225901388125 48.18038166604617),
HYDRANTOGD.9284229,9284229,POINT (16.29914812434051 48.21213910483585),
HYDRANTOGD.9284230,9284230,POINT (16.38174710917329 48.179339649796205),
HYDRANTOGD.9284231,9284231,POINT (16.383019916105034 48.25191551453632),
HYDRANTOGD.9284232,9284232,POINT (16.381387908576748 48.18251358570921),
HYDRANTOGD.9284233,9284233,POINT (16.380339224401684 48.18403222927982),
HYDRANTOGD.9284234,9284234,POINT (16.381032461547214 48.18494351234175),
HYDRANTOGD.9284235,9284235,POINT (16.381270522881355 48.18527967520031),
HYDRANTOGD.9284236,9284236,POINT (16.381328962769693 48.183225871727224),
HYDRANTOGD.9284237,9284237,POINT (16.385655448660568 48.17756141480697),
HYDRANTOGD.9284238,9284238,POINT (16.38827685082041 48.176537364237305),
HYDRANTOGD.9284239,9284239,POINT (16.381870646666155 48.17779914772808),
HYDRANTOGD.9284240,9284240,POINT (16.379551682527346 48.18066564909632),
HYDRANTOGD.9284241,9284241,POINT (16.379802699300296 48.17951028462244),
HYDRANTOGD.9284242,9284242,POINT (16.379561328888173 48.183007209775255),
HYDRANTOGD.9284243,9284243,POINT (16.378945059087425 48.18370207738902),
HYDRANTOGD.9284244,9284244,POINT (16.375481801563442 48.18457260157871),
HYDRANTOGD.9284245,9284245,POINT (16.377472390815512 48.18405784944103),
HYDRANTOGD.9284246,9284246,POINT (16.378052330656722 48.18413111358938),
HYDRANTOGD.9284247,9284247,POINT (16.37846272893296 48.18555359942097),
HYDRANTOGD.9284248,9284248,POINT (16.374103231083325 48.18548524779809),
HYDRANTOGD.9284249,9284249,POINT (16.38832896869482 48.247257646493345),
HYDRANTOGD.9284250,9284250,POINT (16.399073742910954 48.23656286785804),
HYDRANTOGD.9284251,9284251,POINT (16.41498780699894 48.27598357047482),
HYDRANTOGD.9284252,9284252,POINT (16.38120555304175 48.24112674018674),
HYDRANTOGD.9284253,9284253,POINT (16.461602522468255 48.192208256603344),
HYDRANTOGD.9284254,9284254,POINT (16.406770505009586 48.23014879945919),
HYDRANTOGD.9284255,9284255,POINT (16.393170580900733 48.24323959004295),
HYDRANTOGD.9284256,9284256,POINT (16.408004956458417 48.22943294643648),
HYDRANTOGD.9284257,9284257,POINT (16.394976763330806 48.24038442273438),
HYDRANTOGD.9284258,9284258,POINT (16.39121800806207 48.24527396896644),
HYDRANTOGD.9284259,9284259,POINT (16.391062045870264 48.243207748295355),
HYDRANTOGD.9284260,9284260,POINT (16.46731103167458 48.193055498353026),
HYDRANTOGD.9284261,9284261,POINT (16.397702732310925 48.21777117101486),
HYDRANTOGD.9284262,9284262,POINT (16.317916890656477 48.17207460496045),
HYDRANTOGD.9284263,9284263,POINT (16.40227323331386 48.23382667994),
HYDRANTOGD.9284264,9284264,POINT (16.369853236180678 48.14575568302534),
HYDRANTOGD.9284265,9284265,POINT (16.35230454527233 48.13909970982068),
HYDRANTOGD.9284266,9284266,POINT (16.377802582028004 48.16141798566669),
HYDRANTOGD.9284267,9284267,POINT (16.2848480569573 48.17324568009747),
HYDRANTOGD.9284268,9284268,POINT (16.277997507387177 48.17556143693143),
HYDRANTOGD.9284269,9284269,POINT (16.532563415723093 48.21251136864877),
HYDRANTOGD.9284270,9284270,POINT (16.322740058567536 48.23739102131744),
HYDRANTOGD.9284271,9284271,POINT (16.302790863598133 48.1870589894998),
HYDRANTOGD.9284272,9284272,POINT (16.376931642036933 48.21601048735684),
HYDRANTOGD.9284273,9284273,POINT (16.334620608919526 48.19261010934267),
HYDRANTOGD.9284274,9284274,POINT (16.37444109290826 48.21128291775432),
HYDRANTOGD.9284275,9284275,POINT (16.374632780534398 48.181297560075656),
HYDRANTOGD.9284276,9284276,POINT (16.296004436463782 48.217343091111736),
HYDRANTOGD.9284277,9284277,POINT (16.42952305185437 48.17124658826605),
HYDRANTOGD.9284278,9284278,POINT (16.485744044723322 48.237483183752225),
HYDRANTOGD.9284279,9284279,POINT (16.377499234534312 48.16247066540396),
HYDRANTOGD.9284280,9284280,POINT (16.38404577165464 48.13603959647535),
HYDRANTOGD.9284281,9284281,POINT (16.355857362071717 48.186215951101744),
HYDRANTOGD.9284282,9284282,POINT (16.310861696828994 48.19661315387028),
HYDRANTOGD.9284283,9284283,POINT (16.491669402221824 48.240602048996166),
HYDRANTOGD.9284284,9284284,POINT (16.356124385243003 48.21419632569526),
HYDRANTOGD.9284285,9284285,POINT (16.315915554363123 48.23792689713332),
HYDRANTOGD.9284286,9284286,POINT (16.329833495473142 48.196118736515075),
HYDRANTOGD.9284287,9284287,POINT (16.339649414202384 48.2570875905186),
HYDRANTOGD.9284288,9284288,POINT (16.334551792233523 48.18633141142516),
HYDRANTOGD.9284289,9284289,POINT (16.3302045332348 48.150873551505065),
HYDRANTOGD.9284290,9284290,POINT (16.439100938179898 48.16372404369897),
HYDRANTOGD.9284291,9284291,POINT (16.331418964174016 48.22429482995406),
HYDRANTOGD.9284292,9284292,POINT (16.349322282220818 48.18082115957308),
HYDRANTOGD.9284293,9284293,POINT (16.40700884882872 48.16059378016419),
HYDRANTOGD.9284294,9284294,POINT (16.359283806800562 48.19087218166116),
HYDRANTOGD.9284295,9284295,POINT (16.36369476786301 48.19233600959457),
HYDRANTOGD.9284296,9284296,POINT (16.363410623280306 48.204370857767174),
HYDRANTOGD.9284297,9284297,POINT (16.36180236080305 48.167226384772505),
HYDRANTOGD.9284298,9284298,POINT (16.316793878670094 48.14176370290809),
HYDRANTOGD.9284299,9284299,POINT (16.41532282814184 48.260878143836614),
HYDRANTOGD.9284300,9284300,POINT (16.25862083418641 48.194744928047704),
HYDRANTOGD.9284301,9284301,POINT (16.460635346582627 48.21343351712815),
HYDRANTOGD.9284302,9284302,POINT (16.37498295441507 48.17668697629958),
HYDRANTOGD.9284303,9284303,POINT (16.400265854391392 48.158070145694964),
HYDRANTOGD.9284304,9284304,POINT (16.381337614965485 48.28791881100647),
HYDRANTOGD.9284305,9284305,POINT (16.354819480752386 48.22908481470441),
HYDRANTOGD.9284306,9284306,POINT (16.33428646568913 48.19371761736075),
HYDRANTOGD.9284307,9284307,POINT (16.490138680897942 48.25037612636744),
HYDRANTOGD.9284308,9284308,POINT (16.304452642064323 48.1651123223162),
HYDRANTOGD.9284309,9284309,POINT (16.322635163022028 48.17718591171166),
HYDRANTOGD.9284310,9284310,POINT (16.32075545704635 48.13583572639153),
HYDRANTOGD.9284311,9284311,POINT (16.413096063642826 48.25978381265253),
HYDRANTOGD.9284312,9284312,POINT (16.4598185819345 48.279282565648536),
HYDRANTOGD.9284313,9284313,POINT (16.344448487806794 48.22319488889987),
HYDRANTOGD.9284314,9284314,POINT (16.360421155420976 48.21997791923854),
HYDRANTOGD.9284315,9284315,POINT (16.263435885644334 48.13995054549251),
HYDRANTOGD.9284316,9284316,POINT (16.41107920195694 48.273098806990085),
HYDRANTOGD.9284317,9284317,POINT (16.328243736539097 48.2102889942058),
HYDRANTOGD.9284318,9284318,POINT (16.397149282044943 48.19376416823445),
HYDRANTOGD.9284319,9284319,POINT (16.328271491427806 48.21510286913718),
HYDRANTOGD.9284320,9284320,POINT (16.26413630418966 48.166900731733534),
HYDRANTOGD.9284321,9284321,POINT (16.390886576241783 48.20585236461368),
HYDRANTOGD.9284322,9284322,POINT (16.259207814672795 48.168662646174546),
HYDRANTOGD.9284323,9284323,POINT (16.46362249571878 48.147734931247435),
HYDRANTOGD.9284324,9284324,POINT (16.40092731400074 48.2175442429707),
HYDRANTOGD.9284325,9284325,POINT (16.292019346683375 48.17521240370797),
HYDRANTOGD.9284326,9284326,POINT (16.3651109149291 48.25059053874772),
HYDRANTOGD.9284327,9284327,POINT (16.34287222280304 48.25841513167092),
HYDRANTOGD.9284328,9284328,POINT (16.496221590969814 48.28202825511985),
HYDRANTOGD.9284329,9284329,POINT (16.43387080706883 48.27536431927738),
HYDRANTOGD.9284330,9284330,POINT (16.40954528784979 48.25464154373129),
HYDRANTOGD.9284331,9284331,POINT (16.32875182645098 48.21167184480566),
HYDRANTOGD.9284332,9284332,POINT (16.41178297603812 48.28505774891855),
HYDRANTOGD.9284333,9284333,POINT (16.273169175775642 48.166787047532935),
HYDRANTOGD.9284334,9284334,POINT (16.325848342580436 48.20677403035248),
HYDRANTOGD.9284335,9284335,POINT (16.448789203002672 48.23115695574772),
HYDRANTOGD.9284336,9284336,POINT (16.26202217241489 48.18922039537267),
HYDRANTOGD.9284337,9284337,POINT (16.26808213277544 48.134024282005576),
HYDRANTOGD.9284338,9284338,POINT (16.469665767715597 48.20174445537288),
HYDRANTOGD.9284339,9284339,POINT (16.39079312920603 48.26323240450418),
HYDRANTOGD.9284340,9284340,POINT (16.351378758971467 48.200382095257446),
HYDRANTOGD.9284341,9284341,POINT (16.363916118525715 48.197273581656084),
HYDRANTOGD.9284342,9284342,POINT (16.367863229012848 48.17522606773977),
HYDRANTOGD.9284343,9284343,POINT (16.283712617957374 48.21452143025816),
HYDRANTOGD.9284344,9284344,POINT (16.346827032975416 48.20424113855836),
HYDRANTOGD.9284345,9284345,POINT (16.30937248999621 48.14785406757564),
HYDRANTOGD.9284346,9284346,POINT (16.458156599719434 48.26761142798099),
