FID,SHAPE,BEZIRK,KREUZUNG,SE_SDO_ROWID,SE_ANNO_CAD_DATA
AKUSTISCHEAMPELOGD.771,POINT (16.34863585487134 48.189496521920205),6,Linke Wienzeile-Brückeng.,771,
AKUSTISCHEAMPELOGD.772,POINT (16.349469426354876 48.18527123785466),5,Arbeiterg.-Einsiedlerg.,772,
AKUSTISCHEAMPELOGD.774,POINT (16.401104078274287 48.21792307898706),2,Ausstellungsstr.-Perspektivstr.Molkerei,774,
AKUSTISCHEAMPELOGD.779,POINT (16.257077418826835 48.20205156745106),14,Linzer Str.-Bergmillerg./Hüttelbgg,779,
AKUSTISCHEAMPELOGD.780,POINT (16.405001720686705 48.21790848696337),2,Ausstellungsstr.-Max-Koppe-G.,780,
AKUSTISCHEAMPELOGD.781,POINT (16.320548912854292 48.18860862562682),15,Winkelmannstr.-Siebeneicheng.,781,
AKUSTISCHEAMPELOGD.782,POINT (16.3449427703144 48.204306410368446),7,Burgg.-Zieglerg.,782,
AKUSTISCHEAMPELOGD.784,POINT (16.35878005025812 48.212448908282944),1,Reichsratsstr.-Grillparzerstr.,784,
AKUSTISCHEAMPELOGD.789,POINT (16.358832257460996 48.16632103250172),10,Raxstr.-Gußriegelstr.,789,
AKUSTISCHEAMPELOGD.790,POINT (16.297924436667916 48.12947323861635),23,Ketzerg.-Brunner Str.,790,
AKUSTISCHEAMPELOGD.792,POINT (16.449405856117533 48.15256284866504),11,Simmeringer Hptstr.-Thürnlhofstr.,792,
AKUSTISCHEAMPELOGD.794,POINT (16.379193920441825 48.1877966838307),4,Wiedner Gürtel-Mommseng.,794,
AKUSTISCHEAMPELOGD.796,POINT (16.333240588487556 48.18807229243433),15,Sechshauser Str.-Stiegerg.,796,
AKUSTISCHEAMPELOGD.797,POINT (16.311508795680695 48.21720762937973),16,Wilhelmienenstr.-Heigerleinstr.,797,
AKUSTISCHEAMPELOGD.799,POINT (16.440504911092926 48.25617195638373),22,Eipeldauerstr.-Melang./Saikog,799,
AKUSTISCHEAMPELOGD.800,POINT (16.35637694198441 48.21459279007075),9,Landesgerichtsstr.-Alser Str./Garnisong,800,
AKUSTISCHEAMPELOGD.802,POINT (16.318727102081827 48.19771569000691),15,Johnstr.-Meiselstr.,802,
AKUSTISCHEAMPELOGD.805,POINT (16.373500687270298 48.17562518869471),10,Laxenburger Str.-Quellenpl.-Str.,805,
AKUSTISCHEAMPELOGD.806,POINT (16.26259159368718 48.1335986685526),23,Ketzerg.-Pfitznerg.,806,
AKUSTISCHEAMPELOGD.807,POINT (16.416235504271743 48.189777084683634),3,Franzosengraben-Erdbergstr.,807,
AKUSTISCHEAMPELOGD.808,POINT (16.314131679363914 48.126599076242385),23,Ketzerg.-Bernhard -  Billesg.,808,
AKUSTISCHEAMPELOGD.809,POINT (16.41766959627132 48.172983035931146),11,Simmeringer Hptstr.-Dommesg.,809,
AKUSTISCHEAMPELOGD.810,POINT (16.33928347354901 48.20842270734141),7,Lerchenf. Str.-Kaiserstr.,810,
AKUSTISCHEAMPELOGD.813,POINT (16.333560353481523 48.21139353101116),16,Neulerchenf. Str.-Kirchstetterng.,813,
AKUSTISCHEAMPELOGD.815,POINT (16.362740462030036 48.22861406750347),9,Spittelauer Lände-Gusenbauerg.,815,
AKUSTISCHEAMPELOGD.816,POINT (16.38283186177416 48.21377766288867),2,Praterstr.-Aspernbrückeng.,816,
AKUSTISCHEAMPELOGD.818,POINT (16.354045231463225 48.20408888015045),7,Burgg.-Stiftg.,818,
AKUSTISCHEAMPELOGD.819,POINT (16.39702387181833 48.1752386623196),11,Geiselbergstr.-Gräßlplatz/Schlechtars,819,
AKUSTISCHEAMPELOGD.821,POINT (16.357308591340097 48.17773265894428),10,Triester Str.-Quellenstr.,821,
AKUSTISCHEAMPELOGD.823,POINT (16.319312973205744 48.183925237358714),12,Grünbergstr.-Schönbrunner Str.,823,
AKUSTISCHEAMPELOGD.824,POINT (16.40027737867791 48.15814963964083),10,Bitterlichstr.-Langsulzg.,824,
AKUSTISCHEAMPELOGD.826,POINT (16.312426842607625 48.136662777906686),23,Perfektastr.-Lemböckg.,826,
AKUSTISCHEAMPELOGD.827,POINT (16.481191614874554 48.219882325926555),22,Erzherzog Karl-Str.-Oberdorfstr./Hausfeldstr,827,
AKUSTISCHEAMPELOGD.828,POINT (16.351421062482967 48.20419106374977),7,Burgg.-Kircheng.,828,
AKUSTISCHEAMPELOGD.830,POINT (16.377308023332866 48.187201575953296),4,Wiedner Gürtel-Argentinierstr.,830,
AKUSTISCHEAMPELOGD.831,POINT (16.33669578502662 48.19783894130908),15,Felberstr.-Pelzg.,831,
AKUSTISCHEAMPELOGD.832,POINT (16.412262715052307 48.21793987583817),2,Engerthstrasse-Machstrasse,832,
AKUSTISCHEAMPELOGD.833,POINT (16.35504575666597 48.251018915443495),19,Hohe Warte-Geweyg./Reimersg.,833,
AKUSTISCHEAMPELOGD.840,POINT (16.39048484873137 48.20258822053676),3,Landstr. Hptstr.-Sechskrügelg.Rasumofsk,840,
AKUSTISCHEAMPELOGD.841,POINT (16.492494752897503 48.27898428608257),22,Wagramer Str.-Bettelheimstr.,841,
AKUSTISCHEAMPELOGD.845,POINT (16.31698626208236 48.13732130399112),23,Perfektastr.-Hetmanekg./Dernjacg.,845,
AKUSTISCHEAMPELOGD.635,POINT (16.337832850682837 48.20163405564508),7,Neubaugürtel-Westbahnstr.,635,
AKUSTISCHEAMPELOGD.636,POINT (16.394869756680784 48.26231372569874),21,Prager Str.-Nordbr. Auffahrt,636,
AKUSTISCHEAMPELOGD.637,POINT (16.324694702290135 48.1377984380147),23,Altmannsdorfer Str.-Erlaaer Str. /Perfektastr.,637,
AKUSTISCHEAMPELOGD.638,POINT (16.44339518768282 48.24999516624044),22,Wagramer Str.-Kagraner Platz,638,
AKUSTISCHEAMPELOGD.640,POINT (16.318159079006396 48.199133245806856),14,Hütteldorfer Str.-Schanzstr.,640,
AKUSTISCHEAMPELOGD.641,POINT (16.343178168646656 48.17030454678188),12,Wienerbergstr.-Rotdornallee,641,
AKUSTISCHEAMPELOGD.642,POINT (16.35981573083271 48.18280605334025),5,Wiedner Hauptstr.-Hollg./Spengerg.,642,
AKUSTISCHEAMPELOGD.643,POINT (16.395647535943024 48.22067911293157),2,Lassallestr.-Venediger Au,643,
AKUSTISCHEAMPELOGD.645,POINT (16.334885554419227 48.21742940625748),17,Hernalser Hptstr.-Bergsteigg.,645,
AKUSTISCHEAMPELOGD.646,POINT (16.335609843480103 48.149770122079495),23,Triester Str.-Sterng.,646,
AKUSTISCHEAMPELOGD.648,POINT (16.32138964263415 48.22154347730603),17,Hernalser Hptstr.-Wattg.,648,
AKUSTISCHEAMPELOGD.649,POINT (16.38161858386411 48.20304821094799),3,Am Heumarkt-Reisnerstr.,649,
AKUSTISCHEAMPELOGD.650,POINT (16.376552399312885 48.20333168392818),1,Parkring-Johannesg.,650,
AKUSTISCHEAMPELOGD.651,POINT (16.407980071312796 48.19527982104023),3,Schlachthausg.-Erdbergstr.,651,
AKUSTISCHEAMPELOGD.652,POINT (16.39350901734347 48.217944572220965),2,Praterstern-Ausstellungsstr.,652,
AKUSTISCHEAMPELOGD.654,POINT (16.35733291713178 48.20562319489978),7,Neustiftg.-Museumstr./Volksgstr.,654,
AKUSTISCHEAMPELOGD.657,POINT (16.39392213369087 48.199543786273296),3,Landstr. Hptstr.-Neulingg./Wasserg.,657,
AKUSTISCHEAMPELOGD.658,POINT (16.38994499003001 48.273216836025234),21,Prager Str.-Josef Zapf Gasse,658,
AKUSTISCHEAMPELOGD.659,POINT (16.377325341158542 48.199891514805834),3,Am Heumarkt-Lisztstr.,659,
AKUSTISCHEAMPELOGD.660,POINT (16.390948232095585 48.21888875641806),2,Praterstern-Nordbahnstr.,660,
AKUSTISCHEAMPELOGD.662,POINT (16.329539459907803 48.230016314098165),18,Währinger Str.-Simonyg.,662,
AKUSTISCHEAMPELOGD.665,POINT (16.280719148143373 48.19757327812122),14,Hütteldorfer Str.-Waidhausenstr.,665,
AKUSTISCHEAMPELOGD.668,POINT (16.380553783931397 48.24575081060451),20,Friedrich Engels Platz-Nördl. Wehlistr.,668,
AKUSTISCHEAMPELOGD.669,POINT (16.40321501473707 48.26714518768348),21,Brünner Str.-Karl Schäfer-Str.,669,
AKUSTISCHEAMPELOGD.671,POINT (16.349230291305897 48.22608681750251),18,Währinger Gürtel-Gentzg.,671,
AKUSTISCHEAMPELOGD.672,POINT (16.41276997496146 48.177711812656284),11,Simmeringer Hptstr.-Kopalg./Hauffg.,672,
AKUSTISCHEAMPELOGD.673,POINT (16.35826144037923 48.214326927198115),9,Universitätsstr.-Ebendorferstr.,673,
AKUSTISCHEAMPELOGD.676,POINT (16.382357331591425 48.14978552796427),10,Favoritenstr.-Fr. Koci-Str.,676,
AKUSTISCHEAMPELOGD.677,POINT (16.37488174479027 48.20009837311569),1,Lothringerstr.-Schwarzenbrgpl/P.Eug.S,677,
AKUSTISCHEAMPELOGD.680,POINT (16.350549174395738 48.19473222888255),6,Gumpendorfer Str.-Hofmühlg.,680,
AKUSTISCHEAMPELOGD.681,POINT (16.367301898768364 48.201312812341904),1,Operng.-Friedrichstr./Nibelung,681,
AKUSTISCHEAMPELOGD.682,POINT (16.483736235996336 48.217807870086304),22,Asperner Heldenplatz-,682,
AKUSTISCHEAMPELOGD.683,POINT (16.387524535520566 48.185396025316535),3,Ghegastr.-Heeresmuseumstr.,683,
AKUSTISCHEAMPELOGD.684,POINT (16.347407629129744 48.16931298118914),10,Wienerbergstr.-Eschenallee,684,
AKUSTISCHEAMPELOGD.685,POINT (16.37105946418527 48.22992573380828),20,Wallensteinplatz-,685,
AKUSTISCHEAMPELOGD.688,POINT (16.380655982485894 48.20734337240808),1,Stubenring-Dr. K. Lueger Pl.,688,
AKUSTISCHEAMPELOGD.689,POINT (16.32431268129666 48.208047857456606),16,Koppstr.-Panikeng.,689,
AKUSTISCHEAMPELOGD.690,POINT (16.36566034730134 48.20002551210989),6,Linke Wienzeile-Getreidemarkt,690,
AKUSTISCHEAMPELOGD.691,POINT (16.33766768511168 48.20268284350032),7,Neubaugürtel-Kandlg.,691,
AKUSTISCHEAMPELOGD.693,POINT (16.30012965888255 48.208221344176614),16,Flötzersteig-ON 4,693,
AKUSTISCHEAMPELOGD.695,POINT (16.34836651710411 48.22339913021303),18,Währinger Gürtel-Schopenhauer Str.AKH,695,
AKUSTISCHEAMPELOGD.696,POINT (16.41007336599451 48.19634301702369),3,Schlachthausg.-Stadionbr./L.Kößler Pl,696,
AKUSTISCHEAMPELOGD.697,POINT (16.277935855748105 48.192480045780044),14,Hadikg.-Keferg./Preindlsteg,697,
AKUSTISCHEAMPELOGD.698,POINT (16.364791752948598 48.215925130658945),9,M.Theresien Str.-Wipplingerstr.,698,
AKUSTISCHEAMPELOGD.699,POINT (16.389954073183116 48.14047787181634),10,Oberlaaer Str.-Kurt - Tichyg.,699,
AKUSTISCHEAMPELOGD.701,POINT (16.2582736046272 48.133256870184006),23,Ketzerg.-Hochstr.,701,
AKUSTISCHEAMPELOGD.702,POINT (16.382794033150777 48.14008889030952),10,Himberger Str.-Franzosenweg,702,
AKUSTISCHEAMPELOGD.703,POINT (16.390408647537225 48.21779004846735),2,Praterstern-Praterstr.,703,
AKUSTISCHEAMPELOGD.705,POINT (16.31881686978819 48.15786555471423),12,Altmannsdorfer Str.-Kirchfeldg.,705,
AKUSTISCHEAMPELOGD.706,POINT (16.330539245847845 48.20020177201128),15,Hütteldorfer Str.-M.Rüdiger-Str./Tanneng,706,
AKUSTISCHEAMPELOGD.707,POINT (16.32944564096877 48.183999291170906),15,Linke Wienzeile-Ullmannstr./Lobkow.Br,707,
AKUSTISCHEAMPELOGD.708,POINT (16.385137875414845 48.188382815122466),3,Landstr. Gürtel-Fasang./Schweizerg,708,
AKUSTISCHEAMPELOGD.711,POINT (16.3646941388272 48.22692261608921),9,Roßauer Lände-Friedensbrücke,711,
AKUSTISCHEAMPELOGD.713,POINT (16.291084950935215 48.233524023907634),17,Dornbacher Str.-ON 125,713,
AKUSTISCHEAMPELOGD.714,POINT (16.39410708770118 48.253799177274665),21,Floridsdorfer Hauptstr.-Jedleseer Str.,714,
AKUSTISCHEAMPELOGD.715,POINT (16.320294288003886 48.18607646282311),15,Linke Wienzeile-Schönbr.Br./Winckelman,715,
AKUSTISCHEAMPELOGD.716,POINT (16.345015389609628 48.20182815270975),7,Westbahnstr.-Zieglerg.,716,
AKUSTISCHEAMPELOGD.717,POINT (16.421698062978166 48.21125859508387),2,Engerthstr.-Meiereistr.,717,
AKUSTISCHEAMPELOGD.550,POINT (16.349775516132233 48.22507394518716),9,Währinger Gürtel-Fuchsthallerg.,550,
AKUSTISCHEAMPELOGD.551,POINT (16.30584892787101 48.136637782937854),23,Perfektastr.-Forchheimerg.,551,
AKUSTISCHEAMPELOGD.552,POINT (16.299839033397138 48.15050807117291),23,Breitenfurter Str.-Gerberg.,552,
AKUSTISCHEAMPELOGD.553,POINT (16.364406011108365 48.182867965339184),5,Margaretengürtel-Klieberg.,553,
AKUSTISCHEAMPELOGD.554,POINT (16.370952507077952 48.21930989075209),2,Obere Donaustr.-Unt. Augarten Str.,554,
AKUSTISCHEAMPELOGD.555,POINT (16.36618232901133 48.22760688400946),20,Brigittenauer Lände-Wallensteinstr.,555,
AKUSTISCHEAMPELOGD.556,POINT (16.384990406230752 48.207945860706474),3,Marxerg.-Gigerg.,556,
AKUSTISCHEAMPELOGD.557,POINT (16.406684468295072 48.272932404498505),21,Brünner Str.-Trillerg.,557,
AKUSTISCHEAMPELOGD.558,POINT (16.42064250481032 48.170070495855505),11,Simmeringer Hptstr.-Hasenleiteng.,558,
AKUSTISCHEAMPELOGD.559,POINT (16.358129541283088 48.19130884031762),5,Margaretenplatz-Pilgramg.,559,
AKUSTISCHEAMPELOGD.560,POINT (16.35746295907878 48.196145059585156),5,Hamburger Str.-Wehrg.,560,
AKUSTISCHEAMPELOGD.561,POINT (16.34906526756603 48.20213020648891),7,Siebensterng.-Neubaug./Westbahnstr.,561,
AKUSTISCHEAMPELOGD.563,POINT (16.39116322944238 48.21721385702671),2,Praterstern-Franzensbrückenstr.,563,
AKUSTISCHEAMPELOGD.564,POINT (16.37408447696475 48.18485770757844),10,Laxenburger Str.3099b-Sonnwendg.,564,
AKUSTISCHEAMPELOGD.567,POINT (16.352880758888162 48.231733856002826),18,Währinger Gürtel-U6 Station,567,
AKUSTISCHEAMPELOGD.568,POINT (16.361826224530013 48.214568405254795),9,M.Theresien Str.-Währinger Str./Schottg,568,
AKUSTISCHEAMPELOGD.569,POINT (16.365144405218725 48.237227561836285),20,Adalbert Stifter Str.-Klosterneub. Str.,569,
AKUSTISCHEAMPELOGD.571,POINT (16.38222666359001 48.20888903921439),1,Stubenring-O. Kokoschka-Pl.,571,
AKUSTISCHEAMPELOGD.572,POINT (16.437567965038415 48.236268768405715),22,Erzherzog Karl-Str.-Industriestr.,572,
AKUSTISCHEAMPELOGD.573,POINT (16.335958072015558 48.21107636877108),16,Neulerchenf. Str.-Brunneng.,573,
AKUSTISCHEAMPELOGD.578,POINT (16.401027885935452 48.22874863085446),2,Handelskai-Haussteinstr.,578,
AKUSTISCHEAMPELOGD.579,POINT (16.280864294708298 48.19556561688828),14,Linzer Str.-Waidhausenstr.,579,
AKUSTISCHEAMPELOGD.580,POINT (16.329602124416592 48.18333946782772),12,Schönbrunner Str.-Meidlinger Hptstr.,580,
AKUSTISCHEAMPELOGD.582,POINT (16.383129762644273 48.21244430390766),2,Untere Donaustr.-Aspernbr./Aspernbrg.,582,
AKUSTISCHEAMPELOGD.583,POINT (16.510566470117258 48.21473172671467),22,Gr. Enzersdorfer Str.-Rosthorngasse,583,
AKUSTISCHEAMPELOGD.584,POINT (16.33930157852534 48.209624464907726),8,Lerchenf. Gürtel-Pfeilg.,584,
AKUSTISCHEAMPELOGD.585,POINT (16.261420942477315 48.14282502791226),23,Rodauner Str.-Rudolf Waisenhorng.,585,
AKUSTISCHEAMPELOGD.586,POINT (16.341649464646483 48.22227326095898),18,Kreuzg.-Martinstr.,586,
AKUSTISCHEAMPELOGD.587,POINT (16.39150412016816 48.213629376874906),2,Schüttelstr.-Franzensbrückenstr.,587,
AKUSTISCHEAMPELOGD.972,POINT (16.354061124566215 48.19301043397648),6,Linke Wienzeile-Pilgrambrücke,972,
AKUSTISCHEAMPELOGD.978,POINT (16.260549492704637 48.196158232936064),13,Wientalstr.-Lilienbergg.,978,
AKUSTISCHEAMPELOGD.979,POINT (16.417950078870362 48.21281549001765),2,Vorgartenstr.-ON 208,979,
AKUSTISCHEAMPELOGD.980,POINT (16.353170156068035 48.23333477185234),19,Döblinger Hptstr.-Glatzg./Billrothstr.,980,
AKUSTISCHEAMPELOGD.981,POINT (16.359393851203407 48.19667195481356),4,Rechte Wienzeile-Kettenbrückeng.,981,
AKUSTISCHEAMPELOGD.982,POINT (16.30701110070988 48.19897462272895),14,Hütteldorfer Str.-Kendlerstr.,982,
AKUSTISCHEAMPELOGD.983,POINT (16.364632286212153 48.15446663043259),10,Laxenburger Str.-Soeserg.,983,
AKUSTISCHEAMPELOGD.984,POINT (16.367245866953525 48.26032915005932),19,Heiligenst. Str.-Nußdorfer Pl.,984,
AKUSTISCHEAMPELOGD.985,POINT (16.314817787601072 48.17154632786155),12,Altmannsdorfer Str.-Edelsinnstrasse,985,
AKUSTISCHEAMPELOGD.987,POINT (16.383196582995787 48.162087965579474),10,Altes Landgut-Lehmg.,987,
AKUSTISCHEAMPELOGD.989,POINT (16.31856428699369 48.15872284361298),12,Altmannsdorfer Str.-Autobahn A23/Alter Ast,989,
AKUSTISCHEAMPELOGD.990,POINT (16.415485357657122 48.258319414630776),21,"Angyalföldstr.-FG bei Km  9,3",990,
AKUSTISCHEAMPELOGD.993,POINT (16.29952927181272 48.188544873837564),13,Hietzinger Kai-Dommayerg./Badhaussteg,993,
AKUSTISCHEAMPELOGD.994,POINT (16.382806189164704 48.206565777194385),3,Vordere Zollamtsstr.-Landstr. Hptstr.,994,
AKUSTISCHEAMPELOGD.995,POINT (16.38860302951519 48.18822390219352),3,Landstr. Gürtel-Kleistg.,995,
AKUSTISCHEAMPELOGD.996,POINT (16.367600175257305 48.21319604727287),1,Wipplingerstr.-Renng.,996,
AKUSTISCHEAMPELOGD.997,POINT (16.359657612413283 48.22883030747693),9,Althanstr.-UNI-Ausfahrt,997,
AKUSTISCHEAMPELOGD.998,POINT (16.31635491635477 48.19242955603975),14,Linzer Str.-Johnstr./Felberstr.,998,
AKUSTISCHEAMPELOGD.1000,POINT (16.347949519877268 48.22257063486212),9,Währinger Gürtel-AKH-Ausfahrt,1000,
AKUSTISCHEAMPELOGD.1001,POINT (16.327429793691916 48.17229285742256),12,Breitenfurter Str.-Wienerbergstr.,1001,
AKUSTISCHEAMPELOGD.1002,POINT (16.27710837251686 48.19683961731769),14,Linzer Str.-Hochsatzeng.,1002,
AKUSTISCHEAMPELOGD.1003,POINT (16.317675629958583 48.18541160154667),,Schönbrunner Schloßstr.-U4 Verbindungsweg,1003,
AKUSTISCHEAMPELOGD.1007,POINT (16.45560461682034 48.266460188547725),21,Seyringer Straße-Lhotskyg.,1007,
AKUSTISCHEAMPELOGD.1010,POINT (16.352826990778766 48.19323823859249),6,Hofmühlg.-Mollardg.,1010,
AKUSTISCHEAMPELOGD.1012,POINT (16.329583072314396 48.19367715937619),15,Avedikstr.-Grenzg.,1012,
AKUSTISCHEAMPELOGD.1013,POINT (16.367995031619607 48.20270206920989),1,Opernring-Operng.,1013,
AKUSTISCHEAMPELOGD.1015,POINT (16.293975983811936 48.14528098321965),23,Breitenfurter Str.-Knotzenbachg.,1015,
AKUSTISCHEAMPELOGD.1016,POINT (16.319764919431773 48.18490556266252),12,Grünbergstr.-Schönbr. Schloßstr.,1016,
AKUSTISCHEAMPELOGD.1018,POINT (16.49803017839253 48.21647814545436),22,Groß-Enzersdorfer-Straße-Saltenstraße,1018,
AKUSTISCHEAMPELOGD.1019,POINT (16.357799799772327 48.2089734613115),1,Reichsratsstr.-Stadiong.,1019,
AKUSTISCHEAMPELOGD.1021,POINT (16.329691611036562 48.19591026646429),15,Felberstr.-Schweglerstr.,1021,
AKUSTISCHEAMPELOGD.1022,POINT (16.395864473654022 48.19676218674115),3,Landstr. Hptstr.-Juchg./Apostelg.,1022,
AKUSTISCHEAMPELOGD.1024,POINT (16.39804146152309 48.20603076215386),2,Schüttelstr.-Rotundenbr./Wittelsbst,1024,
AKUSTISCHEAMPELOGD.1025,POINT (16.39009425693235 48.20330417244695),3,Landstr. Hptstr.-Salmg.,1025,
AKUSTISCHEAMPELOGD.1026,POINT (16.38740616429101 48.2012544184868),3,Ungarg.-Sechskrügelg.,1026,
AKUSTISCHEAMPELOGD.1027,POINT (16.394200274051016 48.26377373483875),21,Prager Str.-Galvanig.,1027,
AKUSTISCHEAMPELOGD.1028,POINT (16.36585045566868 48.18963553130011),4,Wiedner Hauptstr.-Johann Strauß-G.,1028,
AKUSTISCHEAMPELOGD.1029,POINT (16.3695967703619 48.20234017686228),1,Kärntner Ring-Kärntner Str.,1029,
AKUSTISCHEAMPELOGD.1030,POINT (16.33541060845556 48.209036535263266),16,Thaliastr.-Brunneng.,1030,
AKUSTISCHEAMPELOGD.1031,POINT (16.340026108907484 48.204310012951495),7,Burgg.-Kaiserstr.,1031,
AKUSTISCHEAMPELOGD.1034,POINT (16.390844468016688 48.18810198700119),3,Landstr. Gürtel-Ghegastr./A.-Blam.-G.,1034,
AKUSTISCHEAMPELOGD.1036,POINT (16.33158711237293 48.19167006204203),15,Mariahilfer Str.-Geibelg.,1036,
AKUSTISCHEAMPELOGD.1037,POINT (16.33090744548992 48.18746316458846),15,Sechshauser Str.-Reindorfg.,1037,
AKUSTISCHEAMPELOGD.1041,POINT (16.387110713161416 48.15897121096192),10,Ludwig-von-Höhnel-Gasse-Fischhofg.,1041,
AKUSTISCHEAMPELOGD.1042,POINT (16.30163197866941 48.189667964852035),14,Penzinger Str.-Einwangg.,1042,
AKUSTISCHEAMPELOGD.1043,POINT (16.342245909663156 48.226600644960655),18,Währinger Str.-Martinstr.,1043,
AKUSTISCHEAMPELOGD.1044,POINT (16.38045835171311 48.17777829808029),10,Gudrunstr.-Sonnwendg./Herndlg.,1044,
AKUSTISCHEAMPELOGD.1045,POINT (16.425068711775335 48.25500872522942),21,Angyalföldstr.-Verbindung vor Satzingerweg,1045,
AKUSTISCHEAMPELOGD.1050,POINT (16.383157454188748 48.204492705486345),3,Am Heumarkt-Gr. Ungarbrücke,1050,
AKUSTISCHEAMPELOGD.1051,POINT (16.370227744959447 48.20360856974637),1,Kärntner Str.-Walfischg./Philharm.St,1051,
AKUSTISCHEAMPELOGD.1052,POINT (16.35391610848794 48.18571382738888),5,Reinprechtsd. Str.-Siebenbrunnenpl./G.,1052,
AKUSTISCHEAMPELOGD.1054,POINT (16.36247757792836 48.21394152353756),1,Schottenring-Schotteng.,1054,
AKUSTISCHEAMPELOGD.1056,POINT (16.334426500059564 48.214544303476),16,Ottakringer Str.-Bergsteigg./Weyprechtg,1056,
AKUSTISCHEAMPELOGD.1060,POINT (16.348250162010057 48.18172193126153),5,Margaretengürtel-Siebenbrunneng,1060,
AKUSTISCHEAMPELOGD.1062,POINT (16.328209066498523 48.1982821299423),15,Märzstr.-Schweglerstr.,1062,
AKUSTISCHEAMPELOGD.1063,POINT (16.342274786680797 48.2272137962089),18,Martinstr.-Gentzg.,1063,
AKUSTISCHEAMPELOGD.1066,POINT (16.337962661889694 48.190595894675596),6,Gumpendorfer Gürtel-Gumpendorfer Str.,1066,
AKUSTISCHEAMPELOGD.1067,POINT (16.39801336817618 48.268849986279726),21,Johannes Fehring Promenade-Schutzweg Höhe SCN Strasse,1067,
AKUSTISCHEAMPELOGD.1069,POINT (16.354206073624155 48.23170577563564),9,Währinger Gürtel-Nußdorfer Str.,1069,
AKUSTISCHEAMPELOGD.1070,POINT (16.30276602202315 48.2023666922261),14,Maroltingerg./Leyserstr-Breitenseer Str.,1070,
AKUSTISCHEAMPELOGD.1071,POINT (16.387888606131312 48.277774480856834),21,Prager Str.-Autokaderstr.,1071,
AKUSTISCHEAMPELOGD.1072,POINT (16.35645276957173 48.226961515536935),9,Liechtensteinstr.-Lichtentalerg.,1072,
AKUSTISCHEAMPELOGD.1075,POINT (16.3501081524563 48.19828882263776),6,Mariahilfer Str.-Neubaug./Amerlingstr.,1075,
AKUSTISCHEAMPELOGD.1076,POINT (16.352896665201605 48.19939685876014),7,Mariahilfer Str.-Kircheng.,1076,
AKUSTISCHEAMPELOGD.1079,POINT (16.309357553035287 48.20772439128272),16,Gablenzg.-Spetterbr./Hutteng.,1079,
AKUSTISCHEAMPELOGD.1080,POINT (16.326238684409493 48.184298698062356),15,Linke Wienzeile-Pillerg.,1080,
AKUSTISCHEAMPELOGD.1081,POINT (16.360931609966187 48.21917202284335),9,Liechtensteinstr.-Thurng.,1081,
AKUSTISCHEAMPELOGD.1082,POINT (16.3491932090273 48.180215301133096),5,Gaudenzd. Gürtel-Eichenstr.,1082,
AKUSTISCHEAMPELOGD.1083,POINT (16.35383986344245 48.232240924691),19,Döblinger Gürtel-Döblinger Hptstr.,1083,
AKUSTISCHEAMPELOGD.1084,POINT (16.27393521336879 48.19236724740769),13,Hietzinger Kai-St.Veit Br./Testarellog.,1084,
AKUSTISCHEAMPELOGD.1085,POINT (16.385022034711582 48.21120308532883),3,Vordere Zollamtsstr.-Radetzkystr./Uraniastr,1085,
AKUSTISCHEAMPELOGD.1086,POINT (16.38667423537116 48.195817548877315),3,Ungarg.-Linke Bahng.,1086,
AKUSTISCHEAMPELOGD.1087,POINT (16.31697369000907 48.164356142557686),12,Altmannsdorfer Str.-Zöppelg.,1087,
AKUSTISCHEAMPELOGD.1090,POINT (16.36751274970959 48.16315399172611),10,Laxenburger Str.-Sahulkastr.,1090,
AKUSTISCHEAMPELOGD.1092,POINT (16.40986328319216 48.2178964754866),2,Ausstellungsstr.-Vorgartenstr.,1092,
AKUSTISCHEAMPELOGD.1093,POINT (16.346153238038024 48.18413114760119),5,Margaretengürtel-Arbeiterg.,1093,
AKUSTISCHEAMPELOGD.1096,POINT (16.343393881653316 48.187328983514774),5,Margaretengürtel-Schönbrunner Str.,1096,
AKUSTISCHEAMPELOGD.1098,POINT (16.441258551599613 48.2476528158996),22,Wagramer Str.-Meißauerg.,1098,
AKUSTISCHEAMPELOGD.1102,POINT (16.29951808819044 48.19387217458124),14,Linzer Str.-Ameisg.,1102,
AKUSTISCHEAMPELOGD.1103,POINT (16.334116170572106 48.20114563312123),15,Hütteldorfer Str.-Zinckg.,1103,
AKUSTISCHEAMPELOGD.1104,POINT (16.344780737830867 48.226152441778204),18,Währinger Str.-Kutschkerg./Gertrudpl.,1104,
AKUSTISCHEAMPELOGD.1105,POINT (16.287242436120593 48.17015753653567),13,Feldkellerg.-Hofwieseng.,1105,
AKUSTISCHEAMPELOGD.1106,POINT (16.40825109512501 48.19842951784858),3,Erdberger Lände-Lechnerstr.,1106,
AKUSTISCHEAMPELOGD.1107,POINT (16.350558980510343 48.20945551307832),8,Josefstädter Str.-Piaristeng.,1107,
AKUSTISCHEAMPELOGD.1109,POINT (16.3633975732265 48.198809743539385),6,Linke Wienzeile-verl. Schleifmühlg.,1109,
AKUSTISCHEAMPELOGD.1110,POINT (16.370212388860594 48.233920021884224),20,Jägerstr.-Pappenheimg.,1110,
AKUSTISCHEAMPELOGD.1111,POINT (16.31712820886258 48.16382781487176),12,Altmannsdorfer Str.-Hetzendorfer Str.,1111,
