FID,OBJECTID,SHAPE,GARAGE_ID,BETREIBER,BEZEICHNUNG,PLZ,ORT,ADRESSE,WEBLINK_BETR_DE,WEBLINK_BETR_EN,WEBLINK_WK_DE,WEBLINK_WK_EN,LONGITUDE,LATITUDE,PARK_AND_RIDE,BEHINDERTENPARKPL,SE_ANNO_CAD_DATA
GARAGENOGD.67084,67084,POINT (16.27013297099934 48.197891763493345),189-4-322,WIPARK Garagen GmbH,Hugo Breitner Hof,1140,Wien,Hanakgasse 2-4,http://www.wipark.at/,http://www.wipark.at/,http://www.parkeninwien.at/garage-4-322.html,http://www.parkeninwien.at/en/garage-4-322.html,16.270141,48.197898,N,N,
GARAGENOGD.67086,67086,POINT (16.217656142166316 48.20804484780079),189-4-324,WIPARK Garagen GmbH,Auhof Center,1140,Wien,Albert Schweitzer Gasse 6,http://www.wipark.at/,http://www.wipark.at/,http://www.parkeninwien.at/garage-4-324.html,http://www.parkeninwien.at/en/garage-4-324.html,16.217664,48.208051,N,N,
GARAGENOGD.67087,67087,POINT (16.33234926119013 48.19393684348111),189-4-325,WIPARK Garagen GmbH,Viktoriagasse,1150,Wien,Viktoriagasse 4,http://www.wipark.at/,http://www.wipark.at/,http://www.parkeninwien.at/garage-4-325.html,http://www.parkeninwien.at/en/garage-4-325.html,16.332358,48.193943,N,N,
GARAGENOGD.67088,67088,POINT (16.33371074522425 48.2088499803649),189-4-326,WIPARK Garagen GmbH,Hofferplatz,1160,Wien,Hofferplatz,http://www.wipark.at/,http://www.wipark.at/,http://www.parkeninwien.at/garage-4-326.html,http://www.parkeninwien.at/en/garage-4-326.html,16.33393,48.20931,N,N,
GARAGENOGD.67089,67089,POINT (16.3340244520535 48.220901004014614),189-4-327,WIPARK Garagen GmbH,Dornerplatz,1170,Wien,Dornerplatz,http://www.wipark.at/,http://www.wipark.at/,http://www.parkeninwien.at/garage-4-327.html,http://www.parkeninwien.at/en/garage-4-327.html,16.333927,48.220812,N,N,
GARAGENOGD.67090,67090,POINT (16.277588451444593 48.13736944586427),189-4-328,WIPARK Garagen GmbH,Riverside/EKZ Liesing,1230,Wien,Breitenfurter Straﬂe 372,http://www.wipark.at/,http://www.wipark.at/,http://www.parkeninwien.at/garage-4-328.html,http://www.parkeninwien.at/en/garage-4-328.html,16.278887,48.137384,N,Y,
GARAGENOGD.67091,67091,POINT (16.48105499196913 48.235176655601386),189-4-346,WIPARK Garagen GmbH,Star 22,1220,Wien,Adelheid-Popp-Gasse,http://www.wipark.at,http://www.wipark.at,http://www.parkeninwien.at/garage-4-346.html,http://www.parkeninwien.at/en/garage-4-346.html,16.481064,48.235183,N,N,
GARAGENOGD.67092,67092,POINT (16.282385254447796 48.22843221032907),189-4-347,WIPARK Garagen GmbH,Geblergasse,1170,Wien,Geblergasse 107,http://www.wipark.at,http://www.wipark.at,http://www.parkeninwien.at/garage-4-347.html,http://www.parkeninwien.at/en/garage-4-347.html,16.282394,48.228438,N,N,
GARAGENOGD.67093,67093,POINT (16.22769711183959 48.22103698022003),189-4-348,WIPARK Garagen GmbH,Geriatriezentrum Baumgarten,1140,Wien,Seckendorfstraﬂe 1,http://www.wipark.at,http://www.wipark.at,http://www.parkeninwien.at/garage-4-348.html,http://www.parkeninwien.at/en/garage-4-348.html,16.227705,48.221043,N,N,
GARAGENOGD.67094,67094,POINT (16.22769711183959 48.22103698022003),189-4-349,WIPARK Garagen GmbH,Garage Karree Breitensee,1140,Wien,H¸tteldorfer Strasse 112,http://www.wipark.at,http://www.wipark.at,http://www.parkeninwien.at/garage-4-349.html,http://www.parkeninwien.at/en/garage-4-349.html,16.227705,48.221043,N,N,
GARAGENOGD.67095,67095,POINT (16.395346553723847 48.194107503970315),189-4-350,WIPARK Garagen GmbH,Garage Town Town,1030,Wien,Schnirchgasse 12,http://www.wipark.at,http://www.wipark.at,http://www.parkeninwien.at/garage-4-350.html,http://www.parkeninwien.at/en/garage-4-350.html,16.395356,48.194113,N,N,
GARAGENOGD.67085,67085,POINT (16.288577973478898 48.19240927867735),189-4-323,WIPARK Garagen GmbH,Cumberlandstraﬂe,1140,Wien,Cumberlandstraﬂe 102,http://www.wipark.at/,http://www.wipark.at/,http://www.parkeninwien.at/garage-4-323.html,http://www.parkeninwien.at/en/garage-4-323.html,16.288586,48.192415,N,N,
GARAGENOGD.67096,67096,POINT (16.38574032024571 48.207888144583094),189-4-56,WIPARK Garagen GmbH,Garage Justizzentrum,1030,Wien,Marxergasse 1a,http://wipark.com,http://wipark.com,http://www.parkeninwien.at/garage-4-56.html,http://www.parkeninwien.at/en/garage-4-56.html,16.385749,48.207894,N,Y,
GARAGENOGD.67097,67097,POINT (16.366672231272744 48.19890218727468),189-4-62,WIPARK Garagen GmbH,Garage Technische Unversit‰t,1040,Wien,Operngasse 13,http://www.wipark.at/,http://www.wipark.at/,http://www.parkeninwien.at/garage-4-62.html,http://www.parkeninwien.at/en/garage-4-62.html,16.366452,48.198903,N,Y,
GARAGENOGD.67098,67098,POINT (16.355896752631217 48.198730806531714),189-4-78,WIPARK Garagen GmbH,Parkhaus Windm¸hlgasse,1060,Wien,Windm¸hlgasse 22-24,http://wipark.com,http://wipark.com,http://www.parkeninwien.at/garage-4-78.html,http://www.parkeninwien.at/en/garage-4-78.html,16.355906,48.198737,N,Y,
GARAGENOGD.67100,67100,POINT (16.355214559149427 48.20109069577143),189-4-94,WIPARK Garagen GmbH,Parkhaus Stiftgasse,1070,Wien,Stiftgasse 5-9,http://wipark.com,http://wipark.com,http://www.parkeninwien.at/garage-4-94.html,http://www.parkeninwien.at/en/garage-4-94.html,16.355223,48.201097,N,Y,
GARAGENOGD.67101,67101,POINT (16.342374417768198 48.197986218054815),189-40-85,Kurt Weber,Apollo-Garage,1070,Wien,Apollogasse 11-13,,,http://www.parkeninwien.at/garage-40-85.html,http://www.parkeninwien.at/en/garage-40-85.html,16.342383,48.197992,N,Y,
GARAGENOGD.67102,67102,POINT (16.382923241071552 48.20062759547948),189-41-35,Mag. Martin Stippert,Modenaparkgarage,1030,Wien,Am Modenapark 2,,,http://www.parkeninwien.at/garage-41-35.html,http://www.parkeninwien.at/en/garage-41-35.html,16.382957,48.200418,N,N,
GARAGENOGD.67103,67103,POINT (16.386667960805916 48.24089488608039),189-42-197,Millennium City BetriebsgmbH,Garage Millennium City,1200,Wien,Handelskai 94-96,,,http://www.parkeninwien.at/garage-42-197.html,http://www.parkeninwien.at/en/garage-42-197.html,16.386677,48.240901,N,Y,
GARAGENOGD.67104,67104,POINT (16.27675003029636 48.191900488367914),189-43-266,Ober St. Veiter Garagen Betriebs GmbH,Volksgarage Ober St. Veit,1130,Wien,Hietzinger Kai 143,,,http://www.parkeninwien.at/garage-43-266.html,http://www.parkeninwien.at/en/garage-43-266.html,16.276758,48.191906,N,N,
GARAGENOGD.67105,67105,POINT (16.344784822490013 48.22132583892982),189-44-110,KommR Horst Kobermann,AKH-Garage,1090,Wien,W‰hringer G¸rtel 18-20,,,http://www.parkeninwien.at/garage-44-110.html,http://www.parkeninwien.at/en/garage-44-110.html,16.344793,48.221332,N,Y,
GARAGENOGD.67106,67106,POINT (16.343633909792324 48.17408768052363),189-44-141,Optimus Parkhausverwaltung GmbH & Co KG,Garage UKH Meidling,1120,Wien,Kerschensteinergasse 2,http://www.contipark.at,http://www.contipark.at,http://www.parkeninwien.at/garage-44-141.html,http://www.parkeninwien.at/en/garage-44-141.html,16.343643,48.174093,N,Y,
GARAGENOGD.67107,67107,POINT (16.32521707691378 48.18352005377128),189-44-143,÷PARK Garagen GmbH,Parkplatz Schˆnbrunner Schlossstraﬂe,1120,Wien,Schˆnbrunner Schlossstrasse 10,http://www.contipark.at,http://www.contipark.at,http://www.parkeninwien.at/garage-44-143.html,http://www.parkeninwien.at/en/garage-44-143.html,16.326057,48.183255,N,N,
GARAGENOGD.67108,67108,POINT (16.331762793609823 48.19794558173035),189-44-162,Contipark Int. Austria GmbH,Garage Reithofferpark,1150,Wien,Reithofferplatz,http://www.contipark.at,http://www.contipark.at,http://www.parkeninwien.at/garage-44-162.html,http://www.parkeninwien.at/en/garage-44-162.html,16.331771,48.197951,N,N,
GARAGENOGD.67109,67109,POINT (16.32388122698798 48.19755081886406),189-44-164,÷PARK Garagen GmbH,Kardinal-Rauscher-Platz-Garage,1150,Wien,Kardinal-Rauscher-Platz,http://www.contipark.at,http://www.contipark.at,http://www.parkeninwien.at/garage-44-164.html,http://www.parkeninwien.at/en/garage-44-164.html,16.32389,48.197557,N,Y,
GARAGENOGD.67110,67110,POINT (16.318964668508414 48.19782099628855),189-44-165,÷PARK Garagen GmbH,Meiselmarkt-Garage,1150,Wien,Johnstrasse,http://www.contipark.at,http://www.contipark.at,http://www.parkeninwien.at/garage-44-165.html,http://www.parkeninwien.at/en/garage-44-165.html,16.318973,48.197827,N,Y,
GARAGENOGD.67099,67099,POINT (16.36450027629199 48.21179991819136),189-4-9,WIPARK Garagen GmbH,Garage Freyung,1010,Wien,Herrengasse,http://www.wipark.at/,http://www.wipark.at/,http://www.parkeninwien.at/garage-4-9.html,http://www.parkeninwien.at/en/garage-4-9.html,16.365332,48.211679,N,Y,
GARAGENOGD.67111,67111,POINT (16.3168008436445 48.19795743448951),189-44-167,÷PARK Garagen GmbH,Garage Nobilegasse,1150,Wien,Meiselstrasse 32-34,http://www.contipark.at,http://www.contipark.at,http://www.parkeninwien.at/garage-44-167.html,http://www.parkeninwien.at/en/garage-44-167.html,16.316809,48.197963,N,N,
GARAGENOGD.67112,67112,POINT (16.371453688805676 48.20262019756425),189-44-17,÷PARK Garagen GmbH,K‰rntnerringgarage,1010,Wien,Mahlerstrasse 6-8,http://www.contipark.at,http://www.contipark.at,http://www.parkeninwien.at/garage-44-17.html,http://www.parkeninwien.at/en/garage-44-17.html,16.370628,48.2029,N,Y,
GARAGENOGD.67113,67113,POINT (16.373888948469354 48.2131543826967),189-44-2,Contipark Int. Austria GmbH,Parkhaus am Kai,1010,Wien,Gonzagagasse 2-4,http://www.contipark.at,http://www.contipark.at,http://www.parkeninwien.at/garage-44-2.html,http://www.parkeninwien.at/en/garage-44-2.html,16.373926,48.213088,N,N,
GARAGENOGD.67114,67114,POINT (16.34358106425035 48.17310780218797),189-44-203,Optimus Parkhausverwaltungs GmbH & Co KG,Parkplatz am UKH Meidling,1120,Wien,Kundratstraﬂe 37,http://www.contipark.at,http://www.contipark.at,http://www.parkeninwien.at/garage-44-203.html,http://www.parkeninwien.at/en/garage-44-203.html,16.34359,48.173114,N,Y,
GARAGENOGD.67115,67115,POINT (16.378687887081355 48.238133426835496),189-44-238,Optimus Parkhausverwaltung GmbH & Co KG,Garage BC 20,1200,Wien,Dresdner Straﬂe 43-47,http://www.contipark.at,http://www.contipark.at,http://www.parkeninwien.at/garage-44-238.html,http://www.parkeninwien.at/en/garage-44-238.html,16.378697,48.23814,N,Y,
GARAGENOGD.67116,67116,POINT (16.352814057228517 48.19112794421266),189-44-268,Contipark Int. Austria GmbH,Parkgarage Linke Wienzeile/Mollardgasse,1060,Wien,Linke Wienzeile 126,http://www.contipark.at,http://www.contipark.at,http://www.parkeninwien.at/garage-44-268.html,http://www.parkeninwien.at/en/garage-44-268.html,16.352823,48.191134,N,N,
GARAGENOGD.67117,67117,POINT (16.34822693655915 48.22647495732049),189-44-289,KommR Horst Kobermann,Garage Semperstraﬂe,1180,Wien,Semperstraﬂe 27,,,http://www.parkeninwien.at/garage-44-289.html,http://www.parkeninwien.at/en/garage-44-289.html,16.348236,48.226481,N,N,
GARAGENOGD.67118,67118,POINT (16.399070410597115 48.25729254491624),189-44-299,Contipark Intern. Austria GmbH,Interspar Garage Floridsdorf,1210,Wien,Franz Jonas Platz 6,http://www.contipark.at,http://www.contipark.at,http://www.parkeninwien.at/garage-44-299.html,http://www.parkeninwien.at/en/garage-44-299.html,16.399852,48.257249,N,N,
GARAGENOGD.67119,67119,POINT (16.338109315681734 48.21780949603938),189-44-300,Contipark International Austria GmbH,Interspar Garage Hernals,1170,Wien,Jˆrgerstraﬂe 24,http://www.contipark.at,http://www.contipark.at,http://www.parkeninwien.at/garage-44-300.html,http://www.parkeninwien.at/en/garage-44-300.html,16.337668,48.217846,N,N,
GARAGENOGD.67120,67120,POINT (16.332392792016286 48.181140109359795),189-44-301,Contipark Intern. Austria GmbH,Interspar Garage Meidling,1120,Wien,Niederhofstraﬂe 23,http://www.contipark.at,http://www.contipark.at,http://www.parkeninwien.at/garage-44-301.html,http://www.parkeninwien.at/en/garage-44-301.html,16.331456,48.181146,N,Y,
GARAGENOGD.67121,67121,POINT (16.278644247402866 48.16906104651987),189-44-303,Contipark International Austria GmbH,Parkplatz Krankenhaus Hietzing Lainz,1130,Wien,Wolkersbergenstraﬂe 1,http:\\www.contipark.at,http:\\www.contipark.at,http://www.parkeninwien.at/garage-44-303.html,http://www.parkeninwien.at/en/garage-44-303.html,16.279056,48.169155,N,Y,
GARAGENOGD.67122,67122,POINT (16.39197915836134 48.19905026446788),189-44-46,Contipark Int. Austria GmbH,Garage Arenbergpark,1030,Wien,Neulinggasse 2,http://www.contipark.at,http://www.contipark.at,http://www.parkeninwien.at/garage-44-46.html,http://www.parkeninwien.at/en/garage-44-46.html,16.392128,48.19902,N,N,
GARAGENOGD.67123,67123,POINT (16.372729047813827 48.198406854639394),189-44-63,÷PARK Garagen GmbH,Karlsplatz Garage,1040,Wien,Mattiellistrasse 2-4,http://www.contipark.at,http://www.contipark.at,http://www.parkeninwien.at/garage-44-63.html,http://www.parkeninwien.at/en/garage-44-63.html,16.373208,48.198671,N,N,
GARAGENOGD.67124,67124,POINT (16.306455524505463 48.22029103442685),189-44-86,Contpark International Austria GmbH,Interspar Garage Ottakring,1160,Wien,Sandleitengasse 41,http://www.contipark.at,http://www.contipark.at,http://www.parkeninwien.at/garage-44-86.html,http://www.parkeninwien.at/en/garage-44-86.html,16.306464,48.220297,N,Y,
GARAGENOGD.67125,67125,POINT (16.359531266615157 48.2037792508604),189-44-95,Contipark Int. Austria GmbH,Garage Am Museumsquartier,1070,Wien,Museumsplatz 1,http://www.contipark.at,http://www.contipark.at,http://www.parkeninwien.at/garage-44-95.html,http://www.parkeninwien.at/en/garage-44-95.html,16.35954,48.203785,N,Y,
GARAGENOGD.67126,67126,POINT (16.376731361683092 48.20577466024788),189-47-21,Palais Coburg Residenz GmbH,Parksafe Palais Coburg,1010,Wien,Coburgbastei 4,,,http://www.parkeninwien.at/garage-47-21.html,http://www.parkeninwien.at/en/garage-47-21.html,16.37674,48.205781,N,N,
GARAGENOGD.67127,67127,POINT (16.331509957045828 48.18777957377913),189-48-251,Park One ParkgaragenbetriebsgmbH,Parkgarage Sechshauser Straﬂe,1150,Wien,Sechshauser Straﬂe 48,http://www.park-one.de/,http://www.park-one.de/,http://www.parkeninwien.at/garage-48-251.html,http://www.parkeninwien.at/en/garage-48-251.html,16.331519,48.187785,N,N,
GARAGENOGD.67128,67128,POINT (16.385382275835532 48.174664703109514),189-49-126,Parken Plus Betreiber GmbH,Tiefgarage Quellenstraﬂe,1100,Wien,Quellenstraﬂe 24b,http://www.parkenplus.at/shop/shop.php?detail=1280495959,http://www.parkenplus.at/shop/shop.php?detail=1280495959,http://www.parkeninwien.at/garage-49-126.html,http://www.parkeninwien.at/en/garage-49-126.html,16.385391,48.17467,N,N,
GARAGENOGD.67129,67129,POINT (16.327536365802068 48.18009211320768),189-49-142,Parken plus Betreiber GmbH,Tiefgarage F¸chselhofpark,1120,Wien,Tivoligasse 12,http://www.parkenplus.at/shop/shop.php?detail=1280495974,http://www.parkenplus.at/shop/shop.php?detail=1280495974,http://www.parkeninwien.at/garage-49-142.html,http://www.parkeninwien.at/en/garage-49-142.html,16.327545,48.180098,N,N,
GARAGENOGD.67130,67130,POINT (16.3445006861597 48.18258949025852),189-49-146,Parken Plus Betreiber GmbH,Tiefgarage Haydnpark,1120,Wien,Herthergasse 12,http://www.parkenplus.at/shop/shop.php?detail=1280495997,http://www.parkenplus.at/shop/shop.php?detail=1280495997,http://www.parkeninwien.at/garage-49-146.html,http://www.parkeninwien.at/en/garage-49-146.html,16.344509,48.182595,N,N,
GARAGENOGD.67131,67131,POINT (16.3491748865392 48.233754301960104),189-49-185,Parken Plus Betreiber GmbH,Garage W‰hringerpark,1180,Wien,Philippovichgasse,http://www.parkenplus.at/shop/shop.php?detail=1280496037,http://www.parkenplus.at/shop/shop.php?detail=1280496037,http://www.parkeninwien.at/garage-49-185.html,http://www.parkeninwien.at/en/garage-49-185.html,16.350077,48.233832,N,Y,
GARAGENOGD.67132,67132,POINT (16.351299385273595 48.2350051487138),189-49-189,Parken Plus Betreiber GmbH,Tiefgarage Schegargasse,1190,Wien,Schegargasse,http://www.parkenplus.at/shop/shop.php?detail=1280496013,http://www.parkenplus.at/shop/shop.php?detail=1280496013,http://www.parkeninwien.at/garage-49-189.html,http://www.parkeninwien.at/en/garage-49-189.html,16.350717,48.234936,N,N,
GARAGENOGD.67133,67133,POINT (16.363165180993946 48.234624801445),189-49-196,Parken Plus Betreiber GmbH,Tiefgarage Treustraﬂe,1200,Wien,Treustrasse 94,http://www.parkenplus.at/shop/shop.php?detail=1280496046,http://www.parkenplus.at/shop/shop.php?detail=1280496046,http://www.parkeninwien.at/garage-49-196.html,http://www.parkeninwien.at/en/garage-49-196.html,16.3632,48.23453,N,N,
GARAGENOGD.67134,67134,POINT (16.339295327343276 48.181596596104704),189-49-319,Parken Plus Betreiber GmbH,Steinbauer Park,1120,Wien,Steinbauergasse 29,http://www.parkenplus.at/,http://www.parkenplus.at/,http://www.parkeninwien.at/garage-49-319.html,http://www.parkeninwien.at/en/garage-49-319.html,16.338374,48.181282,N,Y,
GARAGENOGD.67135,67135,POINT (16.384062973360503 48.21790816762556),189-49-33,Parken plus Betreiber GmbH,Tiefgarage Odeongasse,1020,Wien,Odeongasse,http://www.parkenplus.at/shop/shop.php?detail=1280495939,http://www.parkenplus.at/shop/shop.php?detail=1280495939,http://www.parkeninwien.at/garage-49-33.html,http://www.parkeninwien.at/en/garage-49-33.html,16.385646,48.217609,N,N,
