FID,OBJECTID,SHAPE,GARAGE_ID,BETREIBER,BEZEICHNUNG,PLZ,ORT,ADRESSE,WEBLINK_BETR_DE,WEBLINK_BETR_EN,WEBLINK_WK_DE,WEBLINK_WK_EN,LONGITUDE,LATITUDE,PARK_AND_RIDE,BEHINDERTENPARKPL,SE_ANNO_CAD_DATA
GARAGENOGD.66948,66948,POINT (16.394103094561352 48.13981108746925),189-2-453,APCOA Parking Austria GmbH,Grund‰ckergasse - Parkplatz,1100,Wien,Grund‰ckergasse 36-38,http://www.apcoa.at/Grundaeckergasse-Parkplatz--Garage-520d.html,http://www.apcoa.at/Grundaeckergasse-Parkplatz--Garage-520e.html,http://www.parkeninwien.at/garage-2-453.html,http://www.parkeninwien.at/en/garage-2-453.html,16.394112,48.139817,N,N,
GARAGENOGD.66949,66949,POINT (16.298134206231428 48.19759855406108),189-2-454,APCOA Parking Austria GmbH,H¸tteldorferstraﬂe,1140,Wien,H¸tteldorferstraﬂe 130,http://www.apcoa.at/Huetteldorferstrasse--Garage-519d.html,http://www.apcoa.at/Huetteldorferstrasse--Garage-519e.html,http://www.parkeninwien.at/garage-2-454.html,http://www.parkeninwien.at/en/garage-2-454.html,16.298143,48.197604,N,N,
GARAGENOGD.66950,66950,POINT (16.38283789005139 48.15235297224581),189-2-455,APCOA Parking Austria GmbH,Parkplatz EKZ Hanssonzentrum,1100,Wien,Favoritenstraﬂe 239,http://www.apcoa.at/Parkplatz-EKZ-Hanssonzentrum--Garage-518d.html,http://www.apcoa.at/Parkplatz-EKZ-Hanssonzentrum--Garage-518e.html,http://www.parkeninwien.at/garage-2-455.html,http://www.parkeninwien.at/en/garage-2-455.html,16.382847,48.152359,N,Y,
GARAGENOGD.66951,66951,POINT (16.421161150478632 48.18536094042861),189-2-456,APCOA Parking Austria GmbH,Gasometer E - Entertainment-Center,1110,Wien,Guglgasse 11,http://www.apcoa.at/Gasometer-E-Entertainment-Center--Garage-514d.html,http://www.apcoa.at/Gasometer-E-Entertainment-Center--Garage-514e.html,http://www.parkeninwien.at/garage-2-456.html,http://www.parkeninwien.at/en/garage-2-456.html,16.42117,48.185367,N,Y,
GARAGENOGD.66952,66952,POINT (16.419111952948864 48.18551831055498),189-2-457,APCOA Parking Austria GmbH,Gasometer City A+C,1110,Wien,Guglgasse 6-10,http://www.apcoa.at/Gasometer-City-A-C--Garage-513d.html,http://www.apcoa.at/Gasometer-City-A-C--Garage-513e.html,http://www.parkeninwien.at/garage-2-457.html,http://www.parkeninwien.at/en/garage-2-457.html,16.419121,48.185524,N,Y,
GARAGENOGD.66953,66953,POINT (16.394725364788457 48.139768129849266),189-2-458,APCOA Parking Austria GmbH,Grund‰ckergasse - Garage,1100,Wien,Grund‰ckergasse 34,http://www.apcoa.at/Grundaeckergasse-Garage--Garage-510d.html,http://www.apcoa.at/Grundaeckergasse-Garage--Garage-510e.html,http://www.parkeninwien.at/garage-2-458.html,http://www.parkeninwien.at/en/garage-2-458.html,16.394734,48.139774,N,N,
GARAGENOGD.66954,66954,POINT (16.36839696643497 48.166337282344564),189-2-459,APCOA Parking Austria GmbH,Migerkastraﬂe,1100,Wien,Migerkastraﬂe,http://www.apcoa.at/Migerkastrasse--Garage-508d.html,http://www.apcoa.at/Migerkastrasse--Garage-508e.html,http://www.parkeninwien.at/garage-2-459.html,http://www.parkeninwien.at/en/garage-2-459.html,16.368406,48.166343,N,N,
GARAGENOGD.66955,66955,POINT (16.36602600933365 48.241417948773524),189-2-460,APCOA Parking Austria GmbH,Brigittenauer L‰nde,1200,Wien,Brigittenauer L‰nde 156-158,http://www.apcoa.at/Brigittenauer-Laende--Garage-507d.html,http://www.apcoa.at/Brigittenauer-Laende--Garage-507e.html,http://www.parkeninwien.at/garage-2-460.html,http://www.parkeninwien.at/en/garage-2-460.html,16.366035,48.241424,N,N,
GARAGENOGD.66956,66956,POINT (16.412159770341834 48.23572279967684),189-2-461,APCOA Parking Austria GmbH,Wohnen am Donaupark,1220,Wien,Leonard-Bernstein-Straﬂe 8,http://www.apcoa.at/Wohnen-am-Donaupark--Garage-506d.html,http://www.apcoa.at/Wohnen-am-Donaupark--Garage-506e.html,http://www.parkeninwien.at/garage-2-461.html,http://www.parkeninwien.at/en/garage-2-461.html,16.412169,48.235729,N,N,
GARAGENOGD.66957,66957,POINT (16.347272014171324 48.18342960632959),189-2-462,APCOA Parking Austria GmbH,Reumann Hof Garage,1050,Wien,Brandmayergasse 37,http://www.apcoa.at/Reumann-Hof-Garage--Garage-504d.html,http://www.apcoa.at/Reumann-Hof-Garage--Garage-504e.html,http://www.parkeninwien.at/garage-2-462.html,http://www.parkeninwien.at/en/garage-2-462.html,16.347281,48.183435,N,N,
GARAGENOGD.66958,66958,POINT (16.382065416624766 48.15184477156386),189-2-463,APCOA Parking Austria GmbH,Per Albin Hansson,1100,Wien,Favoritenstraﬂe 250,http://www.apcoa.at/Per-Albin-Hansson--Garage-501d.html,http://www.apcoa.at/Per-Albin-Hansson--Garage-501e.html,http://www.parkeninwien.at/garage-2-463.html,http://www.parkeninwien.at/en/garage-2-463.html,16.382074,48.15185,N,N,
GARAGENOGD.66959,66959,POINT (16.370092139759194 48.18467426721976),189-2-464,APCOA Parking Austria GmbH,Mazda Rainer,1040,Wien,Wiedner G¸rtel 3 a,http://www.apcoa.at/Mazda-Rainer--Garage-89d.html,http://www.apcoa.at/Mazda-Rainer--Garage-89e.html,http://www.parkeninwien.at/garage-2-464.html,http://www.parkeninwien.at/en/garage-2-464.html,16.370101,48.18468,N,N,
GARAGENOGD.66960,66960,POINT (16.31138427569563 48.21326490694611),189-2-465,APCOA Parking Austria GmbH,Weinheimergasse,1160,Wien,Weinheimergasse 4,http://www.apcoa.at/Weinheimergasse--Garage-83d.html,http://www.apcoa.at/Weinheimergasse--Garage-83e.html,http://www.parkeninwien.at/garage-2-465.html,http://www.parkeninwien.at/en/garage-2-465.html,16.311393,48.213271,N,N,
GARAGENOGD.66961,66961,POINT (16.408050588673007 48.19411562709764),189-2-466,APCOA Parking Austria GmbH,Arkadenhof,1030,Wien,W¸rtzlerstraﬂe 20,http://www.apcoa.at/Arkadenhof--Garage-82d.html,http://www.apcoa.at/Arkadenhof--Garage-82e.html,http://www.parkeninwien.at/garage-2-466.html,http://www.parkeninwien.at/en/garage-2-466.html,16.40806,48.194122,N,N,
GARAGENOGD.66962,66962,POINT (16.30978567870284 48.20743080326539),189-2-467,APCOA Parking Austria GmbH,P+R Ottakring,1160,Wien,Huttengasse 41 / Spetterbr¸cke,http://www.apcoa.at/P-R-Ottakring--Garage-80d.html,http://www.apcoa.at/P-R-Ottakring--Garage-80e.html,http://www.parkeninwien.at/garage-2-467.html,http://www.parkeninwien.at/en/garage-2-467.html,16.309794,48.207437,Y,Y,
GARAGENOGD.66963,66963,POINT (16.411280004499865 48.2314564045625),189-2-468,APCOA Parking Austria GmbH,Parkplatz Donauinsel,1220,Wien,Am Hubertusdamm 1,http://www.apcoa.at/Parkplatz-Donauinsel--Garage-76d.html,http://www.apcoa.at/Parkplatz-Donauinsel--Garage-76e.html,http://www.parkeninwien.at/garage-2-468.html,http://www.parkeninwien.at/en/garage-2-468.html,16.411289,48.231462,N,Y,
GARAGENOGD.66964,66964,POINT (16.346982342908767 48.187320905724455),189-2-469,APCOA Parking Austria GmbH,Hundsturm,1050,Wien,Am Hundsturm 1,http://www.apcoa.at/Hundsturm--Garage-69d.html,http://www.apcoa.at/Hundsturm--Garage-69e.html,http://www.parkeninwien.at/garage-2-469.html,http://www.parkeninwien.at/en/garage-2-469.html,16.346991,48.187327,N,N,
GARAGENOGD.66965,66965,POINT (16.34142484456757 48.19533147783772),189-2-470,APCOA Parking Austria GmbH,Mariahilfer Straﬂe,1060,Wien,Mariahilferstraﬂe 123,http://www.apcoa.at/Mariahilfer-Strasse--Garage-67d.html,http://www.apcoa.at/Mariahilfer-Strasse--Garage-67e.html,http://www.parkeninwien.at/garage-2-470.html,http://www.parkeninwien.at/en/garage-2-470.html,16.341434,48.195337,N,N,
GARAGENOGD.66966,66966,POINT (16.378453211442828 48.247910857989275),189-2-471,APCOA Parking Austria GmbH,Wehlistraﬂe,1200,Wien,Wehlistraﬂe 23,http://www.apcoa.at/Wehlistrasse--Garage-63d.html,http://www.apcoa.at/Wehlistrasse--Garage-63e.html,http://www.parkeninwien.at/garage-2-471.html,http://www.parkeninwien.at/en/garage-2-471.html,16.378462,48.247917,N,N,
GARAGENOGD.66967,66967,POINT (16.348763377369657 48.22766140926338),189-2-472,APCOA Parking Austria GmbH,WIFI-Garage C,1180,Wien,Semperstraﬂe 32-36,http://www.apcoa.at/WIFI-Garage-C--Garage-37d.html,http://www.apcoa.at/WIFI-Garage-C--Garage-37e.html,http://www.parkeninwien.at/garage-2-472.html,http://www.parkeninwien.at/en/garage-2-472.html,16.348772,48.227667,N,Y,
GARAGENOGD.66968,66968,POINT (16.344686413906857 48.20886791987682),189-2-473,APCOA Parking Austria GmbH,Tigergasse,1080,Wien,Albertgasse / Pfeilgasse,http://www.apcoa.at/Tigergasse--Garage-36d.html,http://www.apcoa.at/Tigergasse--Garage-36e.html,http://www.parkeninwien.at/garage-2-473.html,http://www.parkeninwien.at/en/garage-2-473.html,16.344695,48.208874,N,N,
GARAGENOGD.66969,66969,POINT (16.354205268286627 48.203599084398085),189-2-474,APCOA Parking Austria GmbH,Spittelberg,1070,Wien,Schrankgasse 7 - 9,http://www.apcoa.at/Spittelberg--Garage-35d.html,http://www.apcoa.at/Spittelberg--Garage-35e.html,http://www.parkeninwien.at/garage-2-474.html,http://www.parkeninwien.at/en/garage-2-474.html,16.354214,48.203605,N,N,
GARAGENOGD.66970,66970,POINT (16.317950252139557 48.185418229949235),189-2-475,APCOA Parking Austria GmbH,Parkplatz Schˆnbrunn,1130,Wien,Schˆnbrunner Schloﬂstraﬂe,http://www.apcoa.at/Parkplatz-Schoenbrunn--Garage-34d.html,http://www.apcoa.at/Parkplatz-Schoenbrunn--Garage-34e.html,http://www.parkeninwien.at/garage-2-475.html,http://www.parkeninwien.at/en/garage-2-475.html,16.317959,48.185424,N,N,
GARAGENOGD.66971,66971,POINT (16.354846568153903 48.20683016769416),189-2-476,APCOA Parking Austria GmbH,Lerchenfelderstraﬂe,1080,Wien,Lerchenfelderstraﬂe 2-4,http://www.apcoa.at/Lerchenfelderstrasse--Garage-32d.html,http://www.apcoa.at/Lerchenfelderstrasse--Garage-32e.html,http://www.parkeninwien.at/garage-2-476.html,http://www.parkeninwien.at/en/garage-2-476.html,16.354855,48.206836,N,N,
GARAGENOGD.66972,66972,POINT (16.362785829859387 48.17949507782771),189-2-477,APCOA Parking Austria GmbH,Gudrunstraﬂe - Garage,1100,Wien,Gudrunstraﬂe 184,http://www.apcoa.at/Gudrunstrasse-Garage--Garage-22d.html,http://www.apcoa.at/Gudrunstrasse-Garage--Garage-22e.html,http://www.parkeninwien.at/garage-2-477.html,http://www.parkeninwien.at/en/garage-2-477.html,16.362795,48.179501,N,N,
GARAGENOGD.66973,66973,POINT (16.362378136538315 48.17909445550471),189-2-478,APCOA Parking Austria GmbH,Gudrunstraﬂe - Parkplatz,1100,Wien,Gudrunstraﬂe 184,http://www.apcoa.at/Gudrunstrasse-Parkplatz--Garage-21d.html,http://www.apcoa.at/Gudrunstrasse-Parkplatz--Garage-21e.html,http://www.parkeninwien.at/garage-2-478.html,http://www.parkeninwien.at/en/garage-2-478.html,16.362387,48.1791,N,Y,
GARAGENOGD.66974,66974,POINT (16.33038490491397 48.18026056470111),189-2-479,APCOA Parking Austria GmbH,Garage im EM,1120,Wien,Reschgasse 24 - 26,http://www.apcoa.at/Garage-im-EM--Garage-16d.html,http://www.apcoa.at/Garage-im-EM--Garage-16e.html,http://www.parkeninwien.at/garage-2-479.html,http://www.parkeninwien.at/en/garage-2-479.html,16.330394,48.180266,N,N,
GARAGENOGD.66975,66975,POINT (16.399585669594078 48.25969948091679),189-2-480,APCOA Parking Austria GmbH,Garage im ES,1210,Wien,Angererstraﬂe 2 - 6,http://www.apcoa.at/Garage-im-ES--Garage-12d.html,http://www.apcoa.at/Garage-im-ES--Garage-12e.html,http://www.parkeninwien.at/garage-2-480.html,http://www.parkeninwien.at/en/garage-2-480.html,16.399595,48.259706,N,N,
GARAGENOGD.66976,66976,POINT (16.41344716122091 48.18989582644785),189-2-481,APCOA Parking Austria GmbH,P+R Erdberg,1030,Wien,Franzosengraben 2,http://www.apcoa.at/P-R-Erdberg--Garage-7d.html,http://www.apcoa.at/P-R-Erdberg--Garage-7e.html,http://www.parkeninwien.at/garage-2-481.html,http://www.parkeninwien.at/en/garage-2-481.html,16.413456,48.189902,Y,Y,
GARAGENOGD.66977,66977,POINT (16.386818348064764 48.21029784294782),189-2-482,APCOA Parking Austria GmbH,Radetzky-Garage,1030,Wien,Hintere Zollamtsstraﬂe 2-4,http://www.apcoa.at/Radetzky-Garage--Garage-6d.html,http://www.apcoa.at/Radetzky-Garage--Garage-6e.html,http://www.parkeninwien.at/garage-2-482.html,http://www.parkeninwien.at/en/garage-2-482.html,16.386827,48.210304,N,Y,
GARAGENOGD.66978,66978,POINT (16.372999676761403 48.21177780673568),189-2-483,APCOA Parking Austria GmbH,Hoher Markt,1010,Wien,Sterngasse 5,http://www.apcoa.at/Hoher-Markt--Garage-3d.html,http://www.apcoa.at/Hoher-Markt--Garage-3e.html,http://www.parkeninwien.at/garage-2-483.html,http://www.parkeninwien.at/en/garage-2-483.html,16.373008,48.211784,N,N,
GARAGENOGD.66979,66979,POINT (16.38573505289206 48.231783830053985),189-2-484,APCOA Parking Austria GmbH,Parkplatz Dresdner Straﬂe,1200,Wien,Dresdner Straﬂe 107,http://www.apcoa.at/Parkplatz-Dresdner-Strasse--Garage-310d.html,http://www.apcoa.at/Parkplatz-Dresdner-Strasse--Garage-310e.html,http://www.parkeninwien.at/garage-2-484.html,http://www.parkeninwien.at/en/garage-2-484.html,16.385744,48.23179,N,N,
GARAGENOGD.66980,66980,POINT (16.37721929474114 48.216489183494794),189-20-23,Dr. Neller Immobilien GmbH,Garage Hollandstrasse,1020,Wien,Hollandstrasse 11,,,http://www.parkeninwien.at/garage-20-23.html,http://www.parkeninwien.at/en/garage-20-23.html,16.377038,48.216225,N,N,
GARAGENOGD.66981,66981,POINT (16.38796423776129 48.209291453641654),189-22-41,Flora Stigelbauer-Aulehla,Flora-Groﬂgarage,1030,Wien,Hetzgasse 4-6,,,http://www.parkeninwien.at/garage-22-41.html,http://www.parkeninwien.at/en/garage-22-41.html,16.388343,48.209007,N,Y,
GARAGENOGD.66982,66982,POINT (16.3434732253425 48.20710627442098),189-24-91,Gabriele Altenburger,Brillantengrund-Garage,1070,Wien,Schottenfeldgasse 94,,,http://www.parkeninwien.at/garage-24-91.html,http://www.parkeninwien.at/en/garage-24-91.html,16.343482,48.207112,N,N,
GARAGENOGD.66983,66983,POINT (16.365753980613825 48.247056012552584),189-25-254,Garage Am Hof GesmbH,Garage Muthgasse BioTechZentrum,1190,Wien,Muthgasse 11,,,http://www.parkeninwien.at/garage-25-254.html,http://www.parkeninwien.at/en/garage-25-254.html,16.365763,48.247062,N,N,
GARAGENOGD.66984,66984,POINT (16.473664512944648 48.22354654588232),189-25-290,Garage Am Hof,Garage Aspernstraﬂe,1220,Wien,Lavaterstraﬂe 6,,,http://www.parkeninwien.at/garage-25-290.html,http://www.parkeninwien.at/en/garage-25-290.html,16.474109,48.224499,N,Y,
GARAGENOGD.66985,66985,POINT (16.38625801728741 48.207219354206984),189-25-36,Garage am Hof GesmbH,Garage Wien Mitte,1030,Wien,Invalidenstrasse 2/Gigergasse,,,http://www.parkeninwien.at/garage-25-36.html,http://www.parkeninwien.at/en/garage-25-36.html,16.384892,48.207631,N,Y,
GARAGENOGD.66986,66986,POINT (16.36759600230224 48.21129173641658),189-25-8,Garage am Hof GesmbH,Parkgarage am Hof,1010,Wien,Am Hof,http://www.garageamhof.at/,http://www.garageamhof.at/,http://www.parkeninwien.at/garage-25-8.html,http://www.parkeninwien.at/en/garage-25-8.html,16.367605,48.211298,N,Y,
GARAGENOGD.66987,66987,POINT (16.339009437776543 48.20040800891666),189-26-98,Garage Hotel Wimberger,Garage Hotel Wimberger,1070,Wien,Kenyongasse 21,,,http://www.parkeninwien.at/garage-26-98.html,http://www.parkeninwien.at/en/garage-26-98.html,16.339018,48.200414,N,Y,
GARAGENOGD.66988,66988,POINT (16.376003464905498 48.20591145986487),189-27-14,G¸nther Hegenbart,Seilerstaetten-Garage,1010,Wien,Seilerstaette 8,,,http://www.parkeninwien.at/garage-27-14.html,http://www.parkeninwien.at/en/garage-27-14.html,16.376012,48.205917,N,Y,
GARAGENOGD.66989,66989,POINT (16.34505747485859 48.16698640070868),189-29-117,Holiday Inn,Holiday Inn Vienna South,1100,Wien,Hertha-Firnberg-Straﬂe 5,,,http://www.parkeninwien.at/garage-29-117.html,http://www.parkeninwien.at/en/garage-29-117.html,16.345475,48.1663,N,Y,
GARAGENOGD.66990,66990,POINT (16.355112112771835 48.21490108023973),189-3-109,Otto Wagnerplatz Tiefgarage Bau- u. BetriebsgesmbH & Co KG,Otto Wagnerplatz Tiefgarage,1090,Wien,Otto Wagnerplatz,http://www.bestinparking.at/de/garage/wien/otto-wagnerplatz,http://www.bestinparking.at/de/garage/wien/otto-wagnerplatz,http://www.parkeninwien.at/garage-3-109.html,http://www.parkeninwien.at/en/garage-3-109.html,16.355121,48.214907,N,Y,
GARAGENOGD.66991,66991,POINT (16.382116715123622 48.20999108813386),189-3-11,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Georg Cochplatz Tiefgarage,1010,Wien,Georg Coch-Platz,http://www.bestinparking.at/,http://www.bestinparking.at/de/garage/wien/georg-cochplatz,http://www.parkeninwien.at/garage-3-11.html,http://www.parkeninwien.at/en/garage-3-11.html,16.382126,48.209997,N,Y,
GARAGENOGD.66992,66992,POINT (16.37696075642433 48.173872062653665),189-3-113,K‰rntnerstraﬂe Tiefgarage Bau- und Betriebsgesellschaft GmbH & Co KG,Reumannplatz Garage,1100,Wien,Reumannplatz (Einfahrt Rotenhofgasse oder Waldgasse),http://www.bestinparking.at/de/garage/wien/reumannplatz,http://www.bestinparking.at/de/garage/wien/reumannplatz,http://www.parkeninwien.at/garage-3-113.html,http://www.parkeninwien.at/en/garage-3-113.html,16.37706,48.173787,N,Y,
GARAGENOGD.66993,66993,POINT (16.350359745044805 48.17350973052402),189-3-123,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Parken Oberfl‰che Kaiser Franz Josef-Spital,1100,Wien,Kundratstraﬂe 3,http://www.bestinparking.at/web/frontend/view.php,http://www.bestinparking.at/web/frontend/view.php,http://www.parkeninwien.at/garage-3-123.html,http://www.parkeninwien.at/en/garage-3-123.html,16.350368,48.173516,N,Y,
GARAGENOGD.66994,66994,POINT (16.348965005167987 48.17435398770846),189-3-124,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Tiefgarage Kaiser Franz Josef-Spital,1100,Wien,Kundratstrasse 3,http://www.bestinparking.at/de/garage/wien/kundratstrasse-3,http://www.bestinparking.at/de/garage/wien/kundratstrasse-3,http://www.parkeninwien.at/garage-3-124.html,http://www.parkeninwien.at/en/garage-3-124.html,16.348974,48.17436,N,Y,
GARAGENOGD.66995,66995,POINT (16.33137571460888 48.17639265871089),189-3-139,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Parkgarage Meidling,1120,Wien,Meidlinger Hauptstraﬂe 57-59,http://www.bestinparking.at/de/garage/wien/meidlinger-hauptstrasse-57-59,http://www.bestinparking.at/de/garage/wien/meidlinger-hauptstrasse-57-59,http://www.parkeninwien.at/garage-3-139.html,http://www.parkeninwien.at/en/garage-3-139.html,16.331518,48.175951,N,Y,
GARAGENOGD.66996,66996,POINT (16.297540348148278 48.20270432395079),189-3-154,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Garage Breitenseer Straﬂe,1140,Wien,Breitenseerstrasse 110,http://www.bestinparking.at/de/garage/wien/breitenseer-strasse-110,http://www.bestinparking.at/de/garage/wien/breitenseer-strasse-110,http://www.parkeninwien.at/garage-3-154.html,http://www.parkeninwien.at/en/garage-3-154.html,16.297563,48.202592,N,N,
GARAGENOGD.66997,66997,POINT (16.29369275738544 48.19892814434044),189-3-159,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Garage Hanusch-Krankenhaus,1140,Wien,Heinrich-Collin-Strasse 30,http://www.bestinparking.at/de/garage/wien/heinrich-collin-strasse-30,http://www.bestinparking.at/de/garage/wien/heinrich-collin-strasse-30,http://www.parkeninwien.at/garage-3-159.html,http://www.parkeninwien.at/en/garage-3-159.html,16.293701,48.198934,N,Y,
GARAGENOGD.66998,66998,POINT (16.373075117360354 48.20228109157923),189-3-16,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Palais-Corso-Garage,1010,Wien,Mahlerstrasse 12,http://www.bestinparking.at/,http://www.bestinparking.at/de/garage/wien/mahlerstrasse-12,http://www.parkeninwien.at/garage-3-16.html,http://www.parkeninwien.at/en/garage-3-16.html,16.373462,48.20222,N,Y,
GARAGENOGD.66999,66999,POINT (16.324289681276074 48.186762076282044),189-3-166,K‰rntnerstraﬂe Tiefgarage Bau- und Betriebsgesellschaft GmbH & Co KG,Schwendermarkt-Garage,1150,Wien,Hollergasse,http://www.bestinparking.at/de/garage/wien/hollergasse,http://www.bestinparking.at/de/garage/wien/hollergasse,http://www.parkeninwien.at/garage-3-166.html,http://www.parkeninwien.at/en/garage-3-166.html,16.324374,48.187001,N,N,
GARAGENOGD.67000,67000,POINT (16.322125462480084 48.20805534026544),189-3-171,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Garage Klausgasse,1160,Wien,Klausgasse,http://www.bestinparking.at/de/garage/wien/klausgasse-gegenueber-nr-18,http://www.bestinparking.at/de/garage/wien/klausgasse-gegenueber-nr-18,http://www.parkeninwien.at/garage-3-171.html,http://www.parkeninwien.at/en/garage-3-171.html,16.322134,48.208061,N,Y,
GARAGENOGD.67001,67001,POINT (16.304375025745202 48.211121329975455),189-3-173,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Garage Wilhelminenspital,1160,Wien,Montleartstrasse 37,http://www.bestinparking.at/de/garage/wien/montleartstrasse-37,http://www.bestinparking.at/de/garage/wien/montleartstrasse-37,http://www.parkeninwien.at/garage-3-173.html,http://www.parkeninwien.at/en/garage-3-173.html,16.304384,48.211127,N,Y,
GARAGENOGD.67002,67002,POINT (16.315438463418467 48.20763058896462),189-3-174,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Garage Herbststrasse,1160,Wien,Zagorskigasse 2,http://www.bestinparking.at/de/garage/wien/zagorskigasse-2,http://www.bestinparking.at/de/garage/wien/zagorskigasse-2,http://www.parkeninwien.at/garage-3-174.html,http://www.parkeninwien.at/en/garage-3-174.html,16.315447,48.207636,N,N,
GARAGENOGD.67003,67003,POINT (16.369912359242942 48.20300990132079),189-3-18,"K‰rntnerstraﬂe Tiefgarage, Bau- u. BetriebsgesmbH & Co KG",K‰rntnerstrasse Tiefgarage,1010,Wien,K‰rntnerstrasse 51,http://www.bestinparking.at/de/garage/wien/kaerntnerstrasse/vor-nr-51,http://www.bestinparking.at/de/garage/wien/kaerntnerstrasse/vor-nr-51,http://www.parkeninwien.at/garage-3-18.html,http://www.parkeninwien.at/en/garage-3-18.html,16.369542,48.202967,N,Y,
GARAGENOGD.67004,67004,POINT (16.370307903331334 48.23192733165378),189-3-191,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Garage Brigittaplatz,1200,Wien,Brigittaplatz,http://www.bestinparking.at/de/garage/wien/brigittaplatz,http://www.bestinparking.at/de/garage/wien/brigittaplatz,http://www.parkeninwien.at/garage-3-191.html,http://www.parkeninwien.at/en/garage-3-191.html,16.370317,48.231933,N,Y,
GARAGENOGD.67005,67005,POINT (16.369413639396193 48.23597502052756),189-3-192,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Garage Wexstrasse,1200,Wien,Wexstrasse 24,http://www.bestinparking.at/de/garage/wien/wexstrasse/24,http://www.bestinparking.at/de/garage/wien/wexstrasse/24,http://www.parkeninwien.at/garage-3-192.html,http://www.parkeninwien.at/en/garage-3-192.html,16.369422,48.235981,N,Y,
GARAGENOGD.67006,67006,POINT (16.36616902860753 48.202334273109344),189-3-20,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Garage Robert Stolz-Platz,1010,Wien,Robert Stolz-Platz,http://www.bestinparking.at/de/garage/wien/robert-stolz-platz,http://www.bestinparking.at/,http://www.parkeninwien.at/garage-3-20.html,http://www.parkeninwien.at/en/garage-3-20.html,16.366036,48.202946,N,Y,
GARAGENOGD.67007,67007,POINT (16.458897681852918 48.27769914165848),189-3-206,BIP Garagengesellschaft Breiteneder GmbH & Co KG,P+R Leopoldau,1210,Wien,Seyringerstraﬂe/Ernst Kein Gasse,http://www.bestinparking.at/de/garage/wien/park-and-ride-leopoldau,http://www.bestinparking.at/de/garage/wien/park-and-ride-leopoldau,http://www.parkeninwien.at/garage-3-206.html,http://www.parkeninwien.at/en/garage-3-206.html,16.456423,48.277962,Y,Y,
GARAGENOGD.67008,67008,POINT (16.434544031207697 48.24374704336177),189-3-214,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Donauzentrum Parkhaus 2,1220,Wien,Adolf Sch‰rf Platz,http://www.bestinparking.at/de/garage/wien/adolf-schaerf-platz,http://www.bestinparking.at/de/garage/wien/adolf-schaerf-platz,http://www.parkeninwien.at/garage-3-214.html,http://www.parkeninwien.at/en/garage-3-214.html,16.434553,48.243753,N,Y,
