FID,SHAPE,SE_SDO_ROWID,SE_ANNO_CAD_DATA,BEZIRK,ADRESSE,ANZAHL,ART_KAT
FAHRRADABSTELLANLAGEOGD.4735618,POINT (16.35212043573845 48.193487667006245),4735618,,6,"Sandwirtgasse 1 u. 2, Hofm¸hlgasse",8,0
FAHRRADABSTELLANLAGEOGD.4735619,POINT (16.36163858777662 48.20048460860662),4735619,,6,Gumpendorfer Straﬂe 7,4,0
FAHRRADABSTELLANLAGEOGD.4735620,POINT (16.3738347842018 48.20428895336207),4735620,,1,Seilerst‰tte 26,8,0
FAHRRADABSTELLANLAGEOGD.4735621,POINT (16.373764124439948 48.20423017912954),4735621,,1,Seilerst‰tte 26,8,0
FAHRRADABSTELLANLAGEOGD.4735622,POINT (16.3721075564012 48.2078258874056),4735622,,1,Singerstraﬂe 2,8,0
FAHRRADABSTELLANLAGEOGD.4735623,POINT (16.373406294042248 48.20326985086522),4735623,,1,Schwarzenbergstraﬂe 1-3,4,0
FAHRRADABSTELLANLAGEOGD.4735624,POINT (16.362979314685415 48.19981418385564),4735624,,6,Lehargasse 7-9,16,0
FAHRRADABSTELLANLAGEOGD.4735625,POINT (16.360941508670805 48.202028945970966),4735625,,6,"Mariahilfer Straﬂe 1A, Rahlstiege",12,0
FAHRRADABSTELLANLAGEOGD.4735626,POINT (16.379987953450946 48.206269358392255),4735626,,1,"Stadtpark gg¸., Zedlitzgasse",8,0
FAHRRADABSTELLANLAGEOGD.4735627,POINT (16.36110960913343 48.21376749726371),4735627,,1,"Universit‰tsstraﬂe 1, Schottenring (Universit‰t)",12,0
FAHRRADABSTELLANLAGEOGD.4735628,POINT (16.377781502540863 48.19892766676737),4735628,,3,Zaunergasse†4,6,0
FAHRRADABSTELLANLAGEOGD.4735629,POINT (16.399027671499976 48.20088830075592),4735629,,3,Gˆllnergasse†6,8,0
FAHRRADABSTELLANLAGEOGD.4735630,POINT (16.393208901284634 48.20682166240575),4735630,,3,Rudolf von Alt-Platz†6,6,0
FAHRRADABSTELLANLAGEOGD.4735631,POINT (16.399374044299055 48.191990809019885),4735631,,3,Landstraﬂer Hauptstraﬂe†148,8,0
FAHRRADABSTELLANLAGEOGD.4735632,POINT (16.395845420088577 48.17708948504418),4735632,,3,G‰nsbachergasse 7-9,8,0
FAHRRADABSTELLANLAGEOGD.4735633,POINT (16.43622162024018 48.222214472642236),4735633,,22,"An der Unteren Alten Donau, Groﬂe-Bucht-Straﬂe",12,0
FAHRRADABSTELLANLAGEOGD.4735634,POINT (16.43573782550054 48.22840117403343),4735634,,22,An der Unteren Alten Donau†83,8,0
FAHRRADABSTELLANLAGEOGD.4735635,POINT (16.482854842240865 48.24214003537735),4735635,,22,Berresgasse†2,8,0
FAHRRADABSTELLANLAGEOGD.4735636,POINT (16.48036513200868 48.25151050991545),4735636,,22,"Breitenleer Straﬂe, Arnikaweg",8,0
FAHRRADABSTELLANLAGEOGD.4735637,POINT (16.483428613288915 48.25151056329969),4735637,,22,"Breitenleer Straﬂe, Spargelfeldstraﬂe",6,0
FAHRRADABSTELLANLAGEOGD.4735638,POINT (16.5323460545694 48.249099458278444),4735638,,22,"Breitenleer Straﬂe†436, Telefonweg",8,0
FAHRRADABSTELLANLAGEOGD.4735639,POINT (16.44861110754355 48.253211097183836),4735639,,22,"Goldemundweg 11, (Kagraner Friedhof) v.18.04.1988, a 30.03.1989 4 Stk.",12,0
FAHRRADABSTELLANLAGEOGD.4735640,POINT (16.456398625131122 48.224793794248974),4735640,,22,Hans-Steger-Gasse†21,8,0
FAHRRADABSTELLANLAGEOGD.4735641,POINT (16.485831400610095 48.23709599649831),4735641,,22,"Hasibederstraﬂe†2, Postamt",8,0
FAHRRADABSTELLANLAGEOGD.4735642,POINT (16.469360056631984 48.233011544505516),4735642,,22,"Guido-Lammer-Gasse, Kartouschgasse",8,0
FAHRRADABSTELLANLAGEOGD.4735643,POINT (16.464366211571445 48.235210445617916),4735643,,22,Hirschstettner Straﬂe†88,4,0
FAHRRADABSTELLANLAGEOGD.4735644,POINT (16.359184545031912 48.20816808589245),4735644,,1,"Dr.-Karl-Renner-Ring, Parlament Tor 1",20,0
FAHRRADABSTELLANLAGEOGD.4735645,POINT (16.51702322749161 48.20460482288584),4735645,,22,Kaposigasse†107,8,0
FAHRRADABSTELLANLAGEOGD.4735646,POINT (16.459426127231282 48.258302923149785),4735646,,22,Lieblgasse†8,16,0
FAHRRADABSTELLANLAGEOGD.4735647,POINT (16.444015977148418 48.24270097701861),4735647,,22,Natorpgasse 1,16,0
FAHRRADABSTELLANLAGEOGD.4735648,POINT (16.4845535205315 48.2389643856386),4735648,,22,"Quadenstraﬂe, Zanggasse",12,0
FAHRRADABSTELLANLAGEOGD.4735649,POINT (16.356718442075508 48.211949061230875),4735649,,1,Rathausstraﬂe 14-16,20,0
FAHRRADABSTELLANLAGEOGD.4735650,POINT (16.358727441181884 48.20733309745039),4735650,,1,"Schmerlingplatz 6, Parlament",16,0
FAHRRADABSTELLANLAGEOGD.4735651,POINT (16.37121722708519 48.216541966678115),4735651,,1,"Franz-Josefs-Kai 55, ‹berdachte Radabstellanlage",8,0
FAHRRADABSTELLANLAGEOGD.4735652,POINT (16.367394918608216 48.199254299893056),4735652,,4,Resselgasse 7,10,0
FAHRRADABSTELLANLAGEOGD.4735653,POINT (16.359083643764038 48.20782239941881),4735653,,1,"Dr.-Karl-Renner-Ring, Parlament Tor 2",20,0
FAHRRADABSTELLANLAGEOGD.4735654,POINT (16.357085739897816 48.20749798469498),4735654,,1,Schmerlingplatz 5,6,0
FAHRRADABSTELLANLAGEOGD.4735655,POINT (16.36639168107577 48.211352439800514),4735655,,1,Tiefer Graben 1-5,4,0
FAHRRADABSTELLANLAGEOGD.4735656,POINT (16.35815016365134 48.20973978390152),4735656,,1,"Rathausplatz gg¸. 9, (Eingang Rathauspark)",4,0
FAHRRADABSTELLANLAGEOGD.4735657,POINT (16.369035345038114 48.216800186541285),4735657,,1,Schottenring 28,4,0
FAHRRADABSTELLANLAGEOGD.4735658,POINT (16.370205975614788 48.21370237352574),4735658,,1,Concordiaplatz 3,5,0
FAHRRADABSTELLANLAGEOGD.4735659,POINT (16.356774303233138 48.21433648581453),4735659,,1,"Unversit‰tsstraﬂe 11, Rathausstraﬂe, Unversit‰tsstraﬂe 9, Unversit‰tsstraﬂe 11, Landesgerichtsstr.",6,0
FAHRRADABSTELLANLAGEOGD.4735660,POINT (16.398932408572108 48.25658714587239),4735660,,21,Franz-Jonas-Platz gg¸. 3-4,18,0
FAHRRADABSTELLANLAGEOGD.4735661,POINT (16.396941188549512 48.21804341226644),4735661,,2,"Ausstellungsstraﬂe, Ecke Venediger Au",12,0
FAHRRADABSTELLANLAGEOGD.4735662,POINT (16.395002823683992 48.21806787665569),4735662,,2,Ausstellungsstraﬂe gg¸ 4,20,0
FAHRRADABSTELLANLAGEOGD.4735663,POINT (16.39768444936836 48.22529097859056),4735663,,2,Jakov-Lind-Straﬂe,10,0
FAHRRADABSTELLANLAGEOGD.4735664,POINT (16.39557070661104 48.22512550311781),4735664,,2,Ernst-Melchior-Gasse,10,0
FAHRRADABSTELLANLAGEOGD.4735665,POINT (16.37197574684916 48.20022923352077),4735665,,1,"Karlsplatz, Dumbastraﬂe",8,0
FAHRRADABSTELLANLAGEOGD.4735666,POINT (16.35989069396414 48.218306669674895),4735666,,9,Wasagasse 21,6,0
FAHRRADABSTELLANLAGEOGD.4735667,POINT (16.365534472911783 48.21898536977354),4735667,,9,Berggasse 30,4,0
FAHRRADABSTELLANLAGEOGD.4735668,POINT (16.372213369448367 48.2001739678184),4735668,,1,"Karlsplatz, Dumbastraﬂe",10,0
FAHRRADABSTELLANLAGEOGD.4735669,POINT (16.350547508186796 48.23487585454271),4735669,,19,Schegargasse 12,12,0
FAHRRADABSTELLANLAGEOGD.4735670,POINT (16.317943006150372 48.222027960056806),4735670,,17,Lienfeldergasse 96,8,0
FAHRRADABSTELLANLAGEOGD.4735671,POINT (16.34348991732662 48.2240096716133),4735671,,18,Schopenhauerstraﬂe 32,8,0
FAHRRADABSTELLANLAGEOGD.4735672,POINT (16.33913307619336 48.22450347808506),4735672,,18,Schopenhauerstraﬂe 49,8,0
FAHRRADABSTELLANLAGEOGD.4735673,POINT (16.361424248514506 48.22765931140845),4735673,,9,Nordbergstraﬂe gg¸. 12,8,0
FAHRRADABSTELLANLAGEOGD.4735674,POINT (16.367069521510075 48.22820650891885),4735674,,20,Treustraﬂe 17,6,0
FAHRRADABSTELLANLAGEOGD.4735675,POINT (16.395665716636326 48.22504808581767),4735675,,2,Ernst-Melchior-Gasse,8,0
FAHRRADABSTELLANLAGEOGD.4735676,POINT (16.36108037216445 48.228541902167194),4735676,,9,Nordbergstraﬂe 13,8,0
FAHRRADABSTELLANLAGEOGD.4735677,POINT (16.398422532789123 48.22567875191525),4735677,,2,Jakov-Lind-Straﬂe,10,0
FAHRRADABSTELLANLAGEOGD.4735678,POINT (16.395986911248702 48.22672014104603),4735678,,2,Krakauer Straﬂe 21,10,0
FAHRRADABSTELLANLAGEOGD.4735679,POINT (16.396847507725866 48.22717485940581),4735679,,2,Krakauer Straﬂe,10,0
FAHRRADABSTELLANLAGEOGD.4735680,POINT (16.38338639428007 48.206949539546976),4735680,,3,Sparefrohgasse,12,0
FAHRRADABSTELLANLAGEOGD.4735681,POINT (16.365392064503688 48.2169995092549),4735681,,1,"Schlickplatz, Ecke Kolingasse",10,0
FAHRRADABSTELLANLAGEOGD.4735682,POINT (16.457162630871537 48.228408202333874),4735682,,22,Erzherzog-Karl-Straﬂe 129B,8,0
FAHRRADABSTELLANLAGEOGD.4735683,POINT (16.392992948263352 48.194085803414886),4735683,,3,Eslarngasse 23,8,0
FAHRRADABSTELLANLAGEOGD.4735684,POINT (16.34804233280363 48.19418036225531),4735684,,6,Hirschengasse 12-14,4,0
FAHRRADABSTELLANLAGEOGD.4735685,POINT (16.395949984846748 48.20287879782963),4735685,,3,Geusaugasse 48,4,0
FAHRRADABSTELLANLAGEOGD.4735686,POINT (16.375152170933294 48.211033837035345),4735686,,1,"Rotenturmstraﬂe 21, Fleischmarkt",16,0
FAHRRADABSTELLANLAGEOGD.4735687,POINT (16.436552131561665 48.25119037511613),4735687,,22,Saikogasse†4,6,0
FAHRRADABSTELLANLAGEOGD.4735688,POINT (16.37548711758363 48.21107997452059),4735688,,1,"Rotenturmstraﬂe 23, Fleischmarkt",8,0
FAHRRADABSTELLANLAGEOGD.4735689,POINT (16.437223815173027 48.24123203861755),4735689,,22,Schrˆdingerplatz†2,8,0
FAHRRADABSTELLANLAGEOGD.4735690,POINT (16.375016014418243 48.21081543909169),4735690,,1,Rotenturmstraﬂe 21,12,0
FAHRRADABSTELLANLAGEOGD.4735691,POINT (16.374764670412375 48.21065005860699),4735691,,1,Rotenturmstraﬂe 19,6,0
FAHRRADABSTELLANLAGEOGD.4735692,POINT (16.419443153370118 48.211251853137085),4735692,,2,Vorgartenstraﬂe 224,288,1
FAHRRADABSTELLANLAGEOGD.4735693,POINT (16.446899364993385 48.23385586300824),4735693,,22,Siebenb¸rgerstraﬂe 14,8,0
FAHRRADABSTELLANLAGEOGD.4735694,POINT (16.375330520980697 48.2108787879003),4735694,,1,Rotenturmstraﬂe 16-18,4,0
FAHRRADABSTELLANLAGEOGD.4735695,POINT (16.484320601902972 48.28513320545592),4735695,,22,"Bettelheimstraﬂe, Schnellbahnstation gg¸.1",8,0
FAHRRADABSTELLANLAGEOGD.4735696,POINT (16.494574566547573 48.278006894908444),4735696,,22,"S¸ﬂenbrunner Hauptstraﬂe†11, Postamt",6,0
FAHRRADABSTELLANLAGEOGD.4735697,POINT (16.43844468316212 48.25493132215194),4735697,,22,Thonetgasse†33,6,0
FAHRRADABSTELLANLAGEOGD.4735698,POINT (16.372898717651516 48.20922725011939),4735698,,1,Rotenturmstraﬂe 1-3,10,0
FAHRRADABSTELLANLAGEOGD.4735699,POINT (16.37361868199713 48.20980649235499),4735699,,1,"Rotenturmstraﬂe 11, Wollzeile",6,0
FAHRRADABSTELLANLAGEOGD.4735700,POINT (16.439488873879267 48.24568482971655),4735700,,22,"Wagramer Straﬂe†108, Steigenteschgasse",8,0
FAHRRADABSTELLANLAGEOGD.4735701,POINT (16.433026184347195 48.24115083229807),4735701,,22,Wagramer Straﬂe†65,8,0
FAHRRADABSTELLANLAGEOGD.4735702,POINT (16.438058677486758 48.24350353984317),4735702,,22,"Wintzingerrodestraﬂe, Wagramer Straﬂe",16,0
FAHRRADABSTELLANLAGEOGD.4735703,POINT (16.45642441666215 48.225639510255846),4735703,,22,Wurmbrandgasse†20,8,0
FAHRRADABSTELLANLAGEOGD.4735704,POINT (16.3634027141386 48.22210993079684),4735704,,9,Pramergasse 11,12,0
FAHRRADABSTELLANLAGEOGD.4735705,POINT (16.48884873123011 48.25146044765863),4735705,,22,"Ziegelhofstraﬂe, Breitenleer Straﬂe",8,0
FAHRRADABSTELLANLAGEOGD.4735706,POINT (16.425540482598972 48.2246548153351),4735706,,22,Sch¸ttaustraﬂe†73,6,0
FAHRRADABSTELLANLAGEOGD.4735707,POINT (16.47475217122657 48.213682175188524),4735707,,22,"Wulzendorfstraﬂe†87, Tˆnsbergweg",6,0
FAHRRADABSTELLANLAGEOGD.4735708,POINT (16.455501662243673 48.22687909923481),4735708,,22,Varnhagengasse†11,6,0
FAHRRADABSTELLANLAGEOGD.4735709,POINT (16.452074562642494 48.25628002334315),4735709,,22,"Rennbahnweg†46, bei Stiege 3",12,0
FAHRRADABSTELLANLAGEOGD.4735710,POINT (16.433160507538588 48.253193356907),4735710,,22,Ullreichgasse†8,8,0
FAHRRADABSTELLANLAGEOGD.4735711,POINT (16.440341873031443 48.260942430939494),4735711,,22,"Santifallerstraﬂe 1, Kurt-Ohnsorg-Weg",8,0
FAHRRADABSTELLANLAGEOGD.4735712,POINT (16.440125426499804 48.26158651465971),4735712,,22,"Santifallerstraﬂe 3, Georg-Ehrlich-Weg",8,0
FAHRRADABSTELLANLAGEOGD.4735713,POINT (16.45286380779396 48.256043164320225),4735713,,22,"Rennbahnweg 46, bei Stiege 5",12,0
FAHRRADABSTELLANLAGEOGD.4735714,POINT (16.423941731820282 48.23800527014283),4735714,,22,"Arbeiterstrandbadstraﬂe, U1 Alte Donau",18,0
FAHRRADABSTELLANLAGEOGD.4735715,POINT (16.455713962093903 48.228036746359926),4735715,,22,Genochplatz†5,8,0
FAHRRADABSTELLANLAGEOGD.4735716,POINT (16.481295366176226 48.22004687767605),4735716,,22,Hausfeldstraﬂe†1-5,16,0
FAHRRADABSTELLANLAGEOGD.4735717,POINT (16.42293817349894 48.2357198256052),4735717,,22,Wagramer Straﬂe†23,10,0
FAHRRADABSTELLANLAGEOGD.4735770,POINT (16.337814884575838 48.19790700806743),4735770,,15,Felberstraﬂe 6-8,24,0
FAHRRADABSTELLANLAGEOGD.4735771,POINT (16.400442257887626 48.20337325204332),4735771,,2,Sch¸ttelstraﬂe 73,6,0
FAHRRADABSTELLANLAGEOGD.4735772,POINT (16.338556059179446 48.195713742922415),4735772,,15,"Mariahilfer Straﬂe, Mariahilfer G¸rtel",32,0
FAHRRADABSTELLANLAGEOGD.4735773,POINT (16.338262206916756 48.1963508359571),4735773,,15,"Europaplatz gg¸., Haupteingang Westbahnhof",24,0
FAHRRADABSTELLANLAGEOGD.4735774,POINT (16.338564005362528 48.19646933309673),4735774,,15,"Europaplatz 2, gg¸. Haupteingang",16,0
FAHRRADABSTELLANLAGEOGD.4735775,POINT (16.363725182099238 48.21721697255001),4735775,,9,Hˆrlgasse 18,8,0
FAHRRADABSTELLANLAGEOGD.4735776,POINT (16.39305587749808 48.200506670276106),4735776,,3,Landstraﬂer Hauptstraﬂe 73,6,0
FAHRRADABSTELLANLAGEOGD.4735777,POINT (16.33462381367803 48.227336082761575),4735777,,18,Schulgasse 88,8,0
FAHRRADABSTELLANLAGEOGD.4735778,POINT (16.403951587906583 48.19564141427867),4735778,,3,"Leonhardgasse 2-10, Hainburger Straﬂe",6,0
FAHRRADABSTELLANLAGEOGD.4735779,POINT (16.33498400470278 48.225828781070895),4735779,,18,"Staudgasse 78, Vinzenzgasse",8,0
FAHRRADABSTELLANLAGEOGD.4735780,POINT (16.345872845865657 48.22354074264831),4735780,,18,Staudgasse gg¸. 5,6,0
FAHRRADABSTELLANLAGEOGD.4735781,POINT (16.342600805779615 48.22220257845907),4735781,,18,"Theresiengasse, Kreuzgasse",6,0
FAHRRADABSTELLANLAGEOGD.4735782,POINT (16.384599338906927 48.20732895958978),4735782,,3,"Gigergasse gg¸. 4, Wien Mitte S-Bahn",12,0
FAHRRADABSTELLANLAGEOGD.4735783,POINT (16.345906493805003 48.23112175584452),4735783,,18,Gymnasiumstraﬂe†42,12,0
FAHRRADABSTELLANLAGEOGD.4735784,POINT (16.336280277329386 48.22813758756976),4735784,,18,W‰hringer Straﬂe gg¸. 145,8,0
FAHRRADABSTELLANLAGEOGD.4735785,POINT (16.34870172514969 48.223948665382316),4735785,,18,W‰hringer G¸rtel 77,8,0
FAHRRADABSTELLANLAGEOGD.4735718,POINT (16.304711319765477 48.20882298526226),4735718,,16,"Joachimsthalerplatz gg¸. 1, Endstation Linie 46",8,0
FAHRRADABSTELLANLAGEOGD.4735719,POINT (16.32696525725167 48.210933782747865),4735719,,16,Bachgasse 21,6,0
FAHRRADABSTELLANLAGEOGD.4735720,POINT (16.33670279573035 48.21394621350655),4735720,,16,Brunnengasse 73,8,0
FAHRRADABSTELLANLAGEOGD.4735721,POINT (16.304258864776827 48.21454929918032),4735721,,16,Erdbrustgasse †4-18,16,0
FAHRRADABSTELLANLAGEOGD.4735722,POINT (16.31880688108441 48.21407514320772),4735722,,16,"Familienplatz, Wattgasse ONr. 15",8,0
FAHRRADABSTELLANLAGEOGD.4735723,POINT (16.327787409730174 48.21131277210648),4735723,,16,Friedrich-Kaiser-Gasse 25,6,0
FAHRRADABSTELLANLAGEOGD.4735724,POINT (16.331920145025283 48.212294806387064),4735724,,16,"Gaullachergasse, Friedmanngasse",8,0
FAHRRADABSTELLANLAGEOGD.4735725,POINT (16.34341786003841 48.20768515717835),4735725,,8,Albertgasse 1,8,0
FAHRRADABSTELLANLAGEOGD.4735726,POINT (16.33520715904861 48.21001040486858),4735726,,16,Grundsteingasse 29-31,8,0
FAHRRADABSTELLANLAGEOGD.4735727,POINT (16.33613541264393 48.21235267968334),4735727,,16,"Friedmanngasse 3, Brunnengasse",8,0
FAHRRADABSTELLANLAGEOGD.4735728,POINT (16.3299825555602 48.20960919717373),4735728,,16,"Haberlgasse 50, Thaliastraﬂe",8,0
FAHRRADABSTELLANLAGEOGD.4735729,POINT (16.337223766945286 48.207464829503905),4735729,,16,"Hasnerstraﬂe, Lerchenfelder G¸rtel",4,0
FAHRRADABSTELLANLAGEOGD.4735730,POINT (16.334810122718363 48.20544507750555),4735730,,16,Herbststraﬂe 6-10,8,0
FAHRRADABSTELLANLAGEOGD.4735731,POINT (16.318136406246985 48.207846603007226),4735731,,16,Herbststraﬂe†104,8,0
FAHRRADABSTELLANLAGEOGD.4735732,POINT (16.32883462727186 48.20604304811554),4735732,,16,Herbststraﬂe 37,8,0
FAHRRADABSTELLANLAGEOGD.4735733,POINT (16.310889627359984 48.21187394480297),4735733,,16,"Huttengasse, Station Ottakring",16,0
FAHRRADABSTELLANLAGEOGD.4735734,POINT (16.322903069396382 48.20689786409342),4735734,,16,"Kreitnergasse 12, Herbststraﬂe",6,0
FAHRRADABSTELLANLAGEOGD.4735735,POINT (16.338153301721402 48.20842812946423),4735735,,16,"Lerchenfelder G¸rtel, Thaliastraﬂe (U6-Station)",8,0
FAHRRADABSTELLANLAGEOGD.4735736,POINT (16.362288167955406 48.21042846567576),4735736,,12,Lˆwelstraﬂe 12,12,0
FAHRRADABSTELLANLAGEOGD.4735737,POINT (16.32781977734649 48.22133744572326),4735737,,17,Pezzlgasse 74,8,0
FAHRRADABSTELLANLAGEOGD.4735738,POINT (16.28793132993817 48.14672805757306),4735738,,23,"Gatterederstraﬂe 28, gg¸. Bahnhof  Atzgersdorf",24,0
FAHRRADABSTELLANLAGEOGD.4735739,POINT (16.260521802170583 48.138280673532044),4735739,,23,"Breitenfurter Straﬂe†455, bei Stiege 23",8,0
FAHRRADABSTELLANLAGEOGD.4735740,POINT (16.29374216489438 48.14446241924824),4735740,,23,"Breitenfurter Straﬂe 305-311, Postamt",8,0
FAHRRADABSTELLANLAGEOGD.4735741,POINT (16.234640378624352 48.207904553843036),4735741,,14,"Friedhofstraﬂe 12-14, (Hadersdorfer Friedhof)",8,0
FAHRRADABSTELLANLAGEOGD.4735742,POINT (16.277016200136323 48.196631827199745),4735742,,14,"Hochsatzengasse 24, Linzer Straﬂe",8,0
FAHRRADABSTELLANLAGEOGD.4735743,POINT (16.268265612652552 48.1476911329553),4735743,,23,"Maurer-Lange-Gasse gg¸. 65, Dreist‰ndegasse",8,0
FAHRRADABSTELLANLAGEOGD.4735744,POINT (16.352353866851587 48.140702872682326),4735744,,23,"Jochen-Rindt-Straﬂe, Tenschertgasse",8,0
FAHRRADABSTELLANLAGEOGD.4735745,POINT (16.309358622464373 48.18963746322121),4735745,,14,Penzinger Straﬂe †42,6,0
FAHRRADABSTELLANLAGEOGD.4735746,POINT (16.303677109973673 48.14727352756754),4735746,,23,Eduard-Kittenberger-Gasse 1,12,0
FAHRRADABSTELLANLAGEOGD.4735747,POINT (16.3492111953178 48.14734181632206),4735747,,23,"Schwemmingergasse, Beyfuﬂgasse",8,0
FAHRRADABSTELLANLAGEOGD.4735748,POINT (16.261418432486476 48.19818344742178),4735748,,14,"Keiﬂlergasse gg¸. 18A, U4 H¸tteldorf",12,0
FAHRRADABSTELLANLAGEOGD.4735749,POINT (16.30002013536961 48.14324041179392),4735749,,23,"Reklewskigasse 25, (Atzgersdorfer Friedhof)",8,0
FAHRRADABSTELLANLAGEOGD.4735750,POINT (16.35402404670253 48.14584754373471),4735750,,23,"Jochen-Rindt-Straﬂe, Kolbegasse",4,0
FAHRRADABSTELLANLAGEOGD.4735751,POINT (16.336639500077045 48.228102036385714),4735751,,18,Aumannplatz 1,8,0
FAHRRADABSTELLANLAGEOGD.4735752,POINT (16.261539925613636 48.19814846176655),4735752,,14,"Keiﬂlergasse gg¸. 18, U-Bahn H¸tteldorf",8,0
FAHRRADABSTELLANLAGEOGD.4735753,POINT (16.332165923163075 48.22988914388708),4735753,,18,"Gentzgasse 121, Innocenz Lang Gasse",6,0
FAHRRADABSTELLANLAGEOGD.4735754,POINT (16.389760210212795 48.20212687813342),4735754,,3,Sechskr¸gelgasse 2,4,0
FAHRRADABSTELLANLAGEOGD.4735755,POINT (16.393772935036285 48.19737509890777),4735755,,3,Barmherzigengasse 7,4,0
FAHRRADABSTELLANLAGEOGD.4735756,POINT (16.341387677053188 48.2494389760033),4735756,,19,Kaasgrabengasse 1A,6,0
FAHRRADABSTELLANLAGEOGD.4735757,POINT (16.384441770162457 48.21526153466598),4735757,,2,Weintraubengasse gg¸. 2,6,0
FAHRRADABSTELLANLAGEOGD.4735758,POINT (16.376338094762616 48.217127719788806),4735758,,2,"Im Werd gg¸. 1, bei Litfaﬂs‰ule",12,0
FAHRRADABSTELLANLAGEOGD.4735759,POINT (16.37743268166642 48.21740066922489),4735759,,2,"Karmelitermarkt, Leopoldsgasse",6,0
FAHRRADABSTELLANLAGEOGD.4735760,POINT (16.44592998154344 48.23049406924204),4735760,,22,Viktor-Kaplan-Straﬂe 11,6,0
FAHRRADABSTELLANLAGEOGD.4735761,POINT (16.351115095386582 48.23676371012942),4735761,,19,Hardtgasse 16-30,8,0
FAHRRADABSTELLANLAGEOGD.4735762,POINT (16.360658344919337 48.22200344243156),4735762,,9,F¸rstengasse gg¸. 3,16,0
FAHRRADABSTELLANLAGEOGD.4735763,POINT (16.357985341076194 48.212918236323745),4735763,,1,Ebendorferstraﬂe 8,10,0
FAHRRADABSTELLANLAGEOGD.4735764,POINT (16.30265501135774 48.1369546680789),4735764,,23,Perfektastraﬂe 100,6,0
FAHRRADABSTELLANLAGEOGD.4735765,POINT (16.337165474897816 48.197762243765695),4735765,,15,"Felberstraﬂe, Zufahrt Westbahnhof Felberstraﬂe",8,0
FAHRRADABSTELLANLAGEOGD.4735766,POINT (16.33704023953093 48.19772999531873),4735766,,15,"Felberstraﬂe, Parkplatz Felberstraﬂe",8,0
FAHRRADABSTELLANLAGEOGD.4735767,POINT (16.37901989135106 48.20229316342524),4735767,,3,Johannesgasse gg¸. 28,6,0
FAHRRADABSTELLANLAGEOGD.4735768,POINT (16.33869089440415 48.19626457317572),4735768,,15,"Europaplatz zw. 1-2, gg¸. Straﬂenbahnstation",12,0
FAHRRADABSTELLANLAGEOGD.4735769,POINT (16.337105291275396 48.197713681088054),4735769,,15,Felberstraﬂe 6-8,24,0
FAHRRADABSTELLANLAGEOGD.4735786,POINT (16.3477475370428 48.23088539642307),4735786,,18,"Mollgasse 9 -, Weitlofgasse",6,0
FAHRRADABSTELLANLAGEOGD.4735787,POINT (16.34408261665732 48.22830971484681),4735787,,18,"Haizingergasse 7, Riglergasse",6,0
FAHRRADABSTELLANLAGEOGD.4735788,POINT (16.39613687748225 48.22465340993595),4735788,,2,Ernst-Melchior-Gasse 9,8,0
FAHRRADABSTELLANLAGEOGD.4735789,POINT (16.3523965895185 48.19928525349914),4735789,,7,Mariahilfer Straﬂe 52,8,0
FAHRRADABSTELLANLAGEOGD.4735790,POINT (16.346796868463397 48.19734808709207),4735790,,7,Mariahilfer Straﬂe 88A-1,4,0
FAHRRADABSTELLANLAGEOGD.4735791,POINT (16.41633143938145 48.28943120515662),4735791,,21,"Br¸nner Straﬂe 192, Anton-Schall-Gasse",8,0
FAHRRADABSTELLANLAGEOGD.4735792,POINT (16.384526753995914 48.28832567854297),4735792,,21,"Berlagasse†7-11, (Postamt)",6,0
FAHRRADABSTELLANLAGEOGD.4735793,POINT (16.41048268587931 48.27800262302298),4735793,,21,"Br¸nner Straﬂe 138, Postamt",8,0
FAHRRADABSTELLANLAGEOGD.4735794,POINT (16.41003191715271 48.27811496752428),4735794,,21,Br¸nner Straﬂe†138,8,0
FAHRRADABSTELLANLAGEOGD.4735795,POINT (16.40344090979522 48.26811274735569),4735795,,21,Br¸nner Straﬂe †59a,8,0
FAHRRADABSTELLANLAGEOGD.4735796,POINT (16.351267628481732 48.19906188269473),4735796,,7,Zollergasse 2,8,0
FAHRRADABSTELLANLAGEOGD.4735797,POINT (16.411229759025407 48.28034340990441),4735797,,21,"Carabelligasse, Br¸nner Straﬂe",16,0
FAHRRADABSTELLANLAGEOGD.4735798,POINT (16.411229759025407 48.28034340990441),4735798,,21,"Carabelligasse, Br¸nner Straﬂe",8,0
FAHRRADABSTELLANLAGEOGD.4735799,POINT (16.41428642361637 48.3000267955772),4735799,,21,Dr.-Skala-Straﬂe 45,8,0
FAHRRADABSTELLANLAGEOGD.4735800,POINT (16.386703882378693 48.291597427612196),4735800,,21,Edmund-Hawranek-Platz 1,12,0
