FID,SHAPE,SE_SDO_ROWID,SE_ANNO_CAD_DATA,BEZIRK,ADRESSE,ANZAHL,ART_KAT
FAHRRADABSTELLANLAGEOGD.4735426,POINT (16.470337716354884 48.16000889799251),4735426,,11,Kaiser-Ebersdorfer-Straﬂe Etrichstraﬂe,14,0
FAHRRADABSTELLANLAGEOGD.4735427,POINT (16.42928014762153 48.16300593561624),4735427,,11,"Florian-Hedorfer-Gasse 5, Hallenbad Simmering",14,0
FAHRRADABSTELLANLAGEOGD.4735428,POINT (16.434285714699918 48.15869278487672),4735428,,11,Simmeringer Hauptstraﬂe 283,16,0
FAHRRADABSTELLANLAGEOGD.4735429,POINT (16.360674404794523 48.225688644030654),4735429,,9,Julius-Tandler-Platz gg¸. 2,22,0
FAHRRADABSTELLANLAGEOGD.4735430,POINT (16.45315768479574 48.151201958554154),4735430,,11,Simmeringer Hauptstraﬂe 246 ZFH 4. Tor,6,0
FAHRRADABSTELLANLAGEOGD.4735431,POINT (16.42030810974025 48.27093554345839),4735431,,21,Siemensplatz,24,0
FAHRRADABSTELLANLAGEOGD.4735432,POINT (16.464054145060025 48.15412908832516),4735432,,11,Rosa-Jochmann-Ring 5,8,0
FAHRRADABSTELLANLAGEOGD.4735433,POINT (16.384269625375733 48.21104872078044),4735433,,1,"Schallautzerstraﬂe, Uraniastraﬂe",8,0
FAHRRADABSTELLANLAGEOGD.4735434,POINT (16.474912689198057 48.15856437942491),4735434,,11,M¸nnichplatz 6,8,0
FAHRRADABSTELLANLAGEOGD.4735435,POINT (16.369828503932784 48.25195431377746),4735435,,19,Muthgasse†60,6,0
FAHRRADABSTELLANLAGEOGD.4735436,POINT (16.45451311800371 48.15369930372292),4735436,,11,Pantucekgasse 13,6,0
FAHRRADABSTELLANLAGEOGD.4735437,POINT (16.369410670320303 48.236236798908784),4735437,,20,"Wexstraﬂe 19-23, 3 Stk. Erweiterung am 20.12.2010",14,0
FAHRRADABSTELLANLAGEOGD.4735438,POINT (16.45459820980268 48.160468487049094),4735438,,11,Kaiser-Ebersdorfer-Straﬂe 197,8,0
FAHRRADABSTELLANLAGEOGD.4735439,POINT (16.462504487799208 48.151952571669476),4735439,,11,Wopenkastraﬂe 1,6,0
FAHRRADABSTELLANLAGEOGD.4735440,POINT (16.476914394509386 48.17177608160827),4735440,,11,Albener Hafenzufahrtsstraﬂe 264 Zufahrt gg¸. Zinnergasse,10,0
FAHRRADABSTELLANLAGEOGD.4735441,POINT (16.466093003593873 48.15427357884759),4735441,,11,Etrichstraﬂe Svetelskystraﬂe,8,0
FAHRRADABSTELLANLAGEOGD.4735442,POINT (16.342787085726787 48.24574051088424),4735442,,19,"Grinzinger Allee - Billrothstraﬂe, 2.1.2011, 3 Stk. Erweiterung 11.02.1991",10,0
FAHRRADABSTELLANLAGEOGD.4735443,POINT (16.448971528177708 48.15217389471042),4735443,,11,"Simmeringer Hauptstraﬂe 240 Zentralfriedhof 3. Tor, Zentralfriedhof 3. Tor",6,0
FAHRRADABSTELLANLAGEOGD.4735444,POINT (16.325189340749493 48.21929861327894),4735444,,17,Gschwandnergasse 42,6,0
FAHRRADABSTELLANLAGEOGD.4735445,POINT (16.396661669789754 48.22152812137689),4735445,,2,Lassallestraﬂe 5,6,0
FAHRRADABSTELLANLAGEOGD.4735446,POINT (16.369998026196832 48.23512903261673),4735446,,20,U/6-Station J‰gerstraﬂe,12,0
FAHRRADABSTELLANLAGEOGD.4735447,POINT (16.406178917208024 48.25522101234357),4735447,,21,Schloﬂhofer Straﬂe†53,8,0
FAHRRADABSTELLANLAGEOGD.4735448,POINT (16.4443145899907 48.162526431965304),4735448,,11,Hˆrtengasse Kaiser-Ebersdorfer-Straﬂe,8,0
FAHRRADABSTELLANLAGEOGD.4735449,POINT (16.458951163124773 48.1549417670868),4735449,,11,"Rosa-Jochmann-Ring gg¸. 1, Svetelskystraﬂe",8,0
FAHRRADABSTELLANLAGEOGD.4735450,POINT (16.455942909408474 48.15774556228005),4735450,,11,Rzehakgasse 7,6,0
FAHRRADABSTELLANLAGEOGD.4735451,POINT (16.36355860703287 48.2219503370428),4735451,,9,M¸llnergasse 16,6,0
FAHRRADABSTELLANLAGEOGD.4735452,POINT (16.428474179230214 48.16206669293446),4735452,,11,Weiﬂenbˆckstraﬂe 2,6,0
FAHRRADABSTELLANLAGEOGD.4735453,POINT (16.344379123048032 48.21812969584909),4735453,,9,Borschkegasse gg¸. 9,16,0
FAHRRADABSTELLANLAGEOGD.4735454,POINT (16.34818529722607 48.217235931453665),4735454,,9,Pelikangasse 16-18,8,0
FAHRRADABSTELLANLAGEOGD.4735455,POINT (16.28069650545532 48.13636259695043),4735455,,23,Breitenfurter Straﬂe 360-368,6,0
FAHRRADABSTELLANLAGEOGD.4735456,POINT (16.44246386461766 48.15453855114427),4735456,,11,Simmeringer Hauptstraﬂe 341 gg¸. Zentralfriedhof 2.Tor,6,0
FAHRRADABSTELLANLAGEOGD.4735457,POINT (16.324576211575128 48.23532429689571),4735457,,18,Witthauergasse 32,6,0
FAHRRADABSTELLANLAGEOGD.4735458,POINT (16.378075971324936 48.20584237550068),4735458,,1,Liebenberggasse 6,12,0
FAHRRADABSTELLANLAGEOGD.4735459,POINT (16.389389196983775 48.212377089352394),4735459,,3,Obere Weiﬂgerberstraﬂe 16,6,0
FAHRRADABSTELLANLAGEOGD.4735460,POINT (16.37494286834807 48.20325721852355),4735460,,1,Fichtegasse 4,6,0
FAHRRADABSTELLANLAGEOGD.4735461,POINT (16.372315214659668 48.203182696509074),4735461,,1,Walfischgasse 13,6,0
FAHRRADABSTELLANLAGEOGD.4735462,POINT (16.386124525542748 48.21796745970332),4735462,,2,Zirkusgasse 46-48,6,0
FAHRRADABSTELLANLAGEOGD.4735463,POINT (16.370400126484352 48.20192740419216),4735463,,1,"K‰rntner Straﬂe gg¸. 16, versetzt am 29.11.2011",6,0
FAHRRADABSTELLANLAGEOGD.4735464,POINT (16.3850960359992 48.21136999404423),4735464,,3,"Obere Weiﬂgerberstraﬂe, Abfahrt Hermann Strandbar",6,0
FAHRRADABSTELLANLAGEOGD.4735465,POINT (16.38641578984069 48.212152512898236),4735465,,3,Hermannpark,14,0
FAHRRADABSTELLANLAGEOGD.4735466,POINT (16.382691199601492 48.21169411043999),4735466,,1,Donaukanal - Aspernbr¸cke,6,0
FAHRRADABSTELLANLAGEOGD.4735467,POINT (16.378438219405673 48.21139292100613),4735467,,1,Schwedenplatz 2,8,0
FAHRRADABSTELLANLAGEOGD.4735468,POINT (16.379876468422285 48.208800908675435),4735468,,1,Dominikanerbastei,8,0
FAHRRADABSTELLANLAGEOGD.4735469,POINT (16.392218678279523 48.20910310809156),4735469,,3,Lˆwengasse 29,6,0
FAHRRADABSTELLANLAGEOGD.4735470,POINT (16.34051426959014 48.21181004407995),4735470,,8,Uhlplatz 3,8,0
FAHRRADABSTELLANLAGEOGD.4735471,POINT (16.37913190430662 48.20924535404957),4735471,,1,Barbaragasse 1,6,0
FAHRRADABSTELLANLAGEOGD.4735472,POINT (16.35168061172973 48.22804709759184),4735472,,9,Canisiusgasse 23,8,0
FAHRRADABSTELLANLAGEOGD.4735473,POINT (16.366019330611746 48.21132114229585),4735473,,1,Freyung 1,8,0
FAHRRADABSTELLANLAGEOGD.4735474,POINT (16.380029265416933 48.20711230929144),4735474,,1,Parkring 2,8,0
FAHRRADABSTELLANLAGEOGD.4735475,POINT (16.381000197334117 48.20754777919669),4735475,,1,Stubenring gg¸. 5,6,0
FAHRRADABSTELLANLAGEOGD.4735476,POINT (16.38124767874823 48.20758387971593),4735476,,1,Stubenring 5,6,0
FAHRRADABSTELLANLAGEOGD.4735477,POINT (16.434187027610154 48.24789086619398),4735477,,22,Attemsgasse 7,8,0
FAHRRADABSTELLANLAGEOGD.4735478,POINT (16.333491851982618 48.218974525715296),4735478,,17,Rˆtzergasse 6,6,0
FAHRRADABSTELLANLAGEOGD.4735479,POINT (16.311224881162445 48.19887196339636),4735479,,17,Gurkgasse 52,6,0
FAHRRADABSTELLANLAGEOGD.4735480,POINT (16.42426137379753 48.2364444740869),4735480,,22,Wagramer Straﬂe 27,12,0
FAHRRADABSTELLANLAGEOGD.4735481,POINT (16.400304862349003 48.221034109490375),4735481,,2,Max-Winter-Platz gg¸. 9,6,0
FAHRRADABSTELLANLAGEOGD.4735482,POINT (16.3887706971636 48.22051099931522),4735482,,2,Holzhausergasse 1,14,0
FAHRRADABSTELLANLAGEOGD.4735483,POINT (16.3688919279277 48.2042639236675),4735483,,1,Albertinaplatz,10,0
FAHRRADABSTELLANLAGEOGD.4735484,POINT (16.314815397378126 48.19016128589968),4735484,,14,Penzinger Straﬂe gg¸. 2,6,0
FAHRRADABSTELLANLAGEOGD.4735485,POINT (16.368563849957752 48.20519165470335),4735485,,1,F¸hrichgasse 12,6,0
FAHRRADABSTELLANLAGEOGD.4735486,POINT (16.349290382238205 48.20691698220546),4735486,,8,Strozzigasse 6-8,6,0
FAHRRADABSTELLANLAGEOGD.4735487,POINT (16.351364747901055 48.2272531711645),4735487,,9,Lustkandlgasse 26-28,16,0
FAHRRADABSTELLANLAGEOGD.4735488,POINT (16.377950064944386 48.23850307918532),4735488,,20,Dresdner Straﬂe 43,12,0
FAHRRADABSTELLANLAGEOGD.4735489,POINT (16.27455980815878 48.13790722254317),4735489,,23,Breitenfurter Straﬂe 401-413,8,0
FAHRRADABSTELLANLAGEOGD.4735490,POINT (16.38182155656935 48.21791331575578),4735490,,2,Glockengasse 8,6,0
FAHRRADABSTELLANLAGEOGD.4735491,POINT (16.3647240783273 48.20919651154093),4735491,,1,"Minoritenplatz 8, Erweiterung  26.4.2013 8 Stk.",24,0
FAHRRADABSTELLANLAGEOGD.4735492,POINT (16.368453679601487 48.205193295585815),4735492,,1,Augustinerstraﬂe - F¸hrichgasse,6,0
FAHRRADABSTELLANLAGEOGD.4735493,POINT (16.37174402651447 48.215944910027275),4735493,,1,"Franz-Josefs-Kai 51, ‹berdachte Radabstellanlage",7,1
FAHRRADABSTELLANLAGEOGD.4735494,POINT (16.36633937543722 48.238078327191744),4735494,,20,Adalbert-Stifter-Straﬂe 19-21,6,0
FAHRRADABSTELLANLAGEOGD.4735495,POINT (16.368467967673084 48.20340291964532),4735495,,1,Operngasse 1,12,0
FAHRRADABSTELLANLAGEOGD.4735496,POINT (16.340341273548535 48.208253520074955),4735496,,8,Lerchenfelder Straﬂe 156,10,0
FAHRRADABSTELLANLAGEOGD.4735497,POINT (16.42182738473077 48.16935205633457),4735497,,11,"Simmeringer Hauptstraﬂe 167, Kaiser-Ebersdorfer-Straﬂe U3-Station",22,0
FAHRRADABSTELLANLAGEOGD.4735498,POINT (16.340904714352483 48.212077763959364),4735498,,8,Florianigasse 75,4,0
FAHRRADABSTELLANLAGEOGD.4735499,POINT (16.38179607425291 48.18770058365614),4735499,,3,Arsenalstraﬂe gg¸. 2,20,0
FAHRRADABSTELLANLAGEOGD.4735500,POINT (16.368323704013488 48.192427208518225),4735500,,4,Mayerhofgasse 9,6,0
FAHRRADABSTELLANLAGEOGD.4735501,POINT (16.421209078200427 48.16875475340813),4735501,,11,Simmeringer Hauptstraﬂe 134,18,0
FAHRRADABSTELLANLAGEOGD.4735502,POINT (16.392588803683946 48.20538936433679),4735502,,3,Salmgasse gg¸. 5,6,0
FAHRRADABSTELLANLAGEOGD.4735503,POINT (16.333818881280205 48.18478556519551),4735503,,15,Linke Wienzeile - Storchensteg,12,0
FAHRRADABSTELLANLAGEOGD.4735504,POINT (16.36825014032205 48.192806760238604),4735504,,4,Schl¸sselgasse 9,4,0
FAHRRADABSTELLANLAGEOGD.4735505,POINT (16.348689381957726 48.21087418215747),4735505,,8,Lederergasse 11,6,0
FAHRRADABSTELLANLAGEOGD.4735506,POINT (16.46947396850355 48.2354835541844),4735506,,22,Quadenstraﬂe 11,6,0
FAHRRADABSTELLANLAGEOGD.4735507,POINT (16.302192948487903 48.1859257782246),4735507,,13,"Am Platz, gg¸. Polizei",12,0
FAHRRADABSTELLANLAGEOGD.4735508,POINT (16.363691155138596 48.18966979524493),4735508,,4,Leibenfrostgasse 9,4,0
FAHRRADABSTELLANLAGEOGD.4735509,POINT (16.356679295991086 48.22627462342947),4735509,,9,Liechtensteinstraﬂe 85,8,0
FAHRRADABSTELLANLAGEOGD.4735510,POINT (16.41984725781941 48.170393836604944),4735510,,11,"U3 ? Endstelle Simmeringer Hauptstraﬂe 122, Fuhrygasse",20,0
FAHRRADABSTELLANLAGEOGD.4735511,POINT (16.3678751241813 48.19240414009909),4735511,,4,"Mayerhofgasse 18, Graf-Starhemberg-Gasse",6,0
FAHRRADABSTELLANLAGEOGD.4735512,POINT (16.320586726539165 48.19904166870467),4735512,,15,H¸tteldorfer Straﬂe 66,4,0
FAHRRADABSTELLANLAGEOGD.4735513,POINT (16.36371792514919 48.18967995112872),4735513,,4,Leibenfrostgasse 9,4,0
FAHRRADABSTELLANLAGEOGD.4735514,POINT (16.324531250832095 48.20881022216649),4735514,,16,Panikengasse 33,6,0
FAHRRADABSTELLANLAGEOGD.4735515,POINT (16.36990531211862 48.23610056124657),4735515,,20,Wexstraﬂe 24,8,0
FAHRRADABSTELLANLAGEOGD.4735516,POINT (16.36515842882018 48.22212557948021),4735516,,9,Hahngasse 29,8,0
FAHRRADABSTELLANLAGEOGD.4735517,POINT (16.369567487423073 48.18702188179113),4735517,,4,"Shˆnburgstraﬂe 36, TCI alt",6,0
FAHRRADABSTELLANLAGEOGD.4735518,POINT (16.421740401068497 48.16927156876605),4735518,,11,"Simmeringer Hauptstraﬂe 167, Kaiser-Ebersdorfer-Straﬂe",10,0
FAHRRADABSTELLANLAGEOGD.4735519,POINT (16.429715566362773 48.24763479335042),4735519,,22,Tokiostraﬂe 3,6,0
FAHRRADABSTELLANLAGEOGD.4735520,POINT (16.3601052765395 48.22683128109864),4735520,,9,Althanstraﬂe 7-9,10,0
FAHRRADABSTELLANLAGEOGD.4735521,POINT (16.37483943222901 48.23304907952381),4735521,,20,Dammstraﬂe 20,6,0
FAHRRADABSTELLANLAGEOGD.4735522,POINT (16.372691539717902 48.21256091466039),4735522,,1,Vorlaufstraﬂe,6,0
FAHRRADABSTELLANLAGEOGD.4735523,POINT (16.281000673703733 48.13246668638015),4735523,,23,Perchtoldsdorfer Straﬂe 14-16,20,0
FAHRRADABSTELLANLAGEOGD.4735524,POINT (16.388945186987897 48.21967361113886),4735524,,2,Holzhausergasse 9,8,0
FAHRRADABSTELLANLAGEOGD.4735525,POINT (16.280054068808653 48.136066406462675),4735525,,23,Lehmanngasse gg¸. 11,12,0
FAHRRADABSTELLANLAGEOGD.4735526,POINT (16.376241013857467 48.18651002528442),4735526,,10,Wiedner G¸rtel,24,0
FAHRRADABSTELLANLAGEOGD.4735527,POINT (16.363699666589625 48.22638559088007),4735527,,9,Alserbachstraﬂe 26,6,0
FAHRRADABSTELLANLAGEOGD.4735528,POINT (16.35047381912412 48.20957578952198),4735528,,8,"Piaristengasse 39, 07.03.2001 3 Stk. Erweiterung 31.7.2009",12,0
FAHRRADABSTELLANLAGEOGD.4735529,POINT (16.353441124173006 48.19081070213258),4735529,,5,Rechte Wienzeile,6,0
FAHRRADABSTELLANLAGEOGD.4735530,POINT (16.36808125621134 48.215741906886),4735530,,1,Neutorgasse 18,14,0
FAHRRADABSTELLANLAGEOGD.4735531,POINT (16.371069602096085 48.20777033362665),4735531,,1,Seilergasse 2-4,8,0
FAHRRADABSTELLANLAGEOGD.4735532,POINT (16.400647377448262 48.19922164742686),4735532,,3,Hagenm¸llergasse 10,6,0
FAHRRADABSTELLANLAGEOGD.4735533,POINT (16.39481525079985 48.203570743540034),4735533,,3,Parkgasse 16,4,0
FAHRRADABSTELLANLAGEOGD.4735534,POINT (16.3816597339617 48.219652009816095),4735534,,2,Novaragasse 3,6,0
FAHRRADABSTELLANLAGEOGD.4735535,POINT (16.383410531673004 48.24119076820388),4735535,,20,"Engerthstraﬂe 78-80, Front Durchlaufstraﬂe",6,0
FAHRRADABSTELLANLAGEOGD.4735536,POINT (16.383416479404925 48.28779129742609),4735536,,21,Ruﬂbergstraﬂe 1-7,8,0
FAHRRADABSTELLANLAGEOGD.4735537,POINT (16.33933532365847 48.21131792348194),4735537,,8,U/6 - Josefst‰dter Straﬂe,18,0
FAHRRADABSTELLANLAGEOGD.4735538,POINT (16.383409183818593 48.28778538300234),4735538,,21,Ruﬂbergstraﬂe 1-7,6,0
FAHRRADABSTELLANLAGEOGD.4735539,POINT (16.34353059598052 48.22849156650306),4735539,,18,Haizingergasse 12,6,0
FAHRRADABSTELLANLAGEOGD.4735540,POINT (16.28350874110052 48.14473165511007),4735540,,23,Mehlf¸hrergasse,8,0
FAHRRADABSTELLANLAGEOGD.4735541,POINT (16.31397234239093 48.165777014544766),4735541,,12,Hetzendorfer straﬂe 54,6,0
FAHRRADABSTELLANLAGEOGD.4735542,POINT (16.402796207629144 48.19410902032785),4735542,,3,Baumgasse 55,6,0
FAHRRADABSTELLANLAGEOGD.4735543,POINT (16.38471614331198 48.21470859092031),4735543,,2,Praterstraﬂe vor 36,6,0
FAHRRADABSTELLANLAGEOGD.4735544,POINT (16.35514677213961 48.21534009028471),4735544,,9,"Otto-Wagner-Platz 5, Haulerstraﬂe",8,0
FAHRRADABSTELLANLAGEOGD.4735545,POINT (16.373667174775466 48.203084209417575),4735545,,1,Schellinggasse 16,6,0
FAHRRADABSTELLANLAGEOGD.4735546,POINT (16.373702237364572 48.20296115317919),4735546,,1,Schellinggasse 13,6,0
FAHRRADABSTELLANLAGEOGD.4735547,POINT (16.36902657545312 48.18677005744881),4735547,,4,Johann-Strauﬂ-Gasse 37,6,0
FAHRRADABSTELLANLAGEOGD.4735548,POINT (16.376536345022096 48.17547462030024),4735548,,10,"Quellenstraﬂe 68-70, Leibnizgasse",8,0
FAHRRADABSTELLANLAGEOGD.4735549,POINT (16.39504807089554 48.20067678761697),4735549,,3,Wassergasse 28,6,0
FAHRRADABSTELLANLAGEOGD.4735550,POINT (16.365587820579538 48.19414139148683),4735550,,4,"Kleinschmidgasse 1, Rienˆﬂlgasse",8,0
FAHRRADABSTELLANLAGEOGD.4735551,POINT (16.37334986849085 48.19440697969107),4735551,,4,Argentinierstraﬂe 30A,54,0
FAHRRADABSTELLANLAGEOGD.4735552,POINT (16.35379297022472 48.22769599538367),4735552,,9,Sobieskigasse 12,8,0
FAHRRADABSTELLANLAGEOGD.4735553,POINT (16.363178453863597 48.19506173763748),4735553,,4,"Margaretenstraﬂe 44, Freundgasse",4,0
FAHRRADABSTELLANLAGEOGD.4735554,POINT (16.474886771954075 48.222552132202786),4735554,,22,Erzherzog-Karl-Straﬂe U2,152,1
FAHRRADABSTELLANLAGEOGD.4735555,POINT (16.358194890572776 48.22176168565482),4735555,,9,Pasteurgasse 4,10,0
FAHRRADABSTELLANLAGEOGD.4735556,POINT (16.366590528171834 48.19950411340358),4735556,,4,Operngasse †20,6,0
FAHRRADABSTELLANLAGEOGD.4735557,POINT (16.368605008145437 48.18644763608258),4735557,,4,"Kolschitzkygasse 23, Draschepark",8,0
FAHRRADABSTELLANLAGEOGD.4735558,POINT (16.37787893172708 48.19155295756832),4735558,,4,Belvederegasse 11,6,0
FAHRRADABSTELLANLAGEOGD.4735559,POINT (16.365155354986893 48.193620597674965),4735559,,4,Rienˆﬂlgasse 12,8,0
FAHRRADABSTELLANLAGEOGD.4735560,POINT (16.366725463751457 48.18602327765546),4735560,,4,Blechturmgasse 16,14,0
FAHRRADABSTELLANLAGEOGD.4735561,POINT (16.374390781762663 48.19272927054636),4735561,,4,Argentinierstraﬂe 37,8,0
FAHRRADABSTELLANLAGEOGD.4735562,POINT (16.320958138398073 48.20773221915629),4735562,,16,Br¸ﬂlgasse 16,6,0
FAHRRADABSTELLANLAGEOGD.4735563,POINT (16.375870871669125 48.196604647085344),4735563,,4,Prinz-Eugen-Straﬂe 7,6,0
FAHRRADABSTELLANLAGEOGD.4735564,POINT (16.37334289587189 48.18692910527899),4735564,,4,S¸dtiroler Platz gg¸. 5,8,0
FAHRRADABSTELLANLAGEOGD.4735565,POINT (16.36825028482177 48.19078310069343),4735565,,4,"Waltergasse 16, Schaumburgergasse",4,0
FAHRRADABSTELLANLAGEOGD.4735566,POINT (16.36902644952119 48.19804109356421),4735566,,4,Paniglgasse 16,6,0
FAHRRADABSTELLANLAGEOGD.4735567,POINT (16.36819433583311 48.1908296741693),4735567,,4,"Waltergasse 16, Schaumburgergasse",4,0
FAHRRADABSTELLANLAGEOGD.4735568,POINT (16.35156238140471 48.227463305522654),4735568,,9,Schubertgasse 23,10,0
FAHRRADABSTELLANLAGEOGD.4735569,POINT (16.330274300732224 48.198908304361396),4735569,,15,Reithoferplatz 14,8,0
FAHRRADABSTELLANLAGEOGD.4735570,POINT (16.344251488164897 48.186633102874225),4735570,,5,Emil-Kralik-Gasse 6,10,0
FAHRRADABSTELLANLAGEOGD.4735571,POINT (16.34868894743289 48.18914402735989),4735571,,5,"Rechte Wienzeile gg¸. 151, Nevillebr¸cke",6,0
FAHRRADABSTELLANLAGEOGD.4735572,POINT (16.343250247963837 48.2066347915054),4735572,,7,"Schottenfeldgasse†90, Bernardgasse",4,0
FAHRRADABSTELLANLAGEOGD.4735573,POINT (16.358025824086557 48.204698285768906),4735573,,7,"Museumsplatz, Ausgang U-Bahnstation Burggasse",16,0
FAHRRADABSTELLANLAGEOGD.4735574,POINT (16.354054355565214 48.21979658531395),4735574,,9,Sensengasse 2A,20,0
FAHRRADABSTELLANLAGEOGD.4735575,POINT (16.33688526853192 48.22374152659928),4735575,,18,Johann-Nepomuk-Vogl-Platz gg¸. 9,6,0
FAHRRADABSTELLANLAGEOGD.4735576,POINT (16.2929320596605 48.19574742998111),4735576,,14,Felbiger Straﬂe 40,6,0
FAHRRADABSTELLANLAGEOGD.4735577,POINT (16.361828334051502 48.19590087075068),4735577,,4,Heum¸hlgasse 9,6,0
FAHRRADABSTELLANLAGEOGD.4735578,POINT (16.36900584958069 48.20226954440755),4735578,,1,Opernring 1,4,0
FAHRRADABSTELLANLAGEOGD.4735579,POINT (16.366591946164213 48.22476575027939),4735579,,9,Schulz-Straﬂnitzki-Gasse 15,2,0
FAHRRADABSTELLANLAGEOGD.4735580,POINT (16.36609006363487 48.22466150798668),4735580,,9,Schulz-Straﬂnitzki-Gasse 11,4,0
FAHRRADABSTELLANLAGEOGD.4735581,POINT (16.365769060006848 48.224590824298),4735581,,9,Schulz-Straﬂnitzki-Gasse 9,4,0
FAHRRADABSTELLANLAGEOGD.4735582,POINT (16.355458920537902 48.209332914845355),4735582,,1,Stadiongasse 10,8,0
FAHRRADABSTELLANLAGEOGD.4735583,POINT (16.466732994985712 48.193463870018725),4735583,,22,"Raffineriestraﬂe, Biberhaufenweg",8,0
FAHRRADABSTELLANLAGEOGD.4735584,POINT (16.35130848567995 48.22647638651595),4735584,,9,Lˆblichgasse†16,12,0
FAHRRADABSTELLANLAGEOGD.4735585,POINT (16.359648934401754 48.213905024104584),4735585,,1,"Universit‰tsstraﬂe 1, Reichsratstraﬂe (Universit‰t)",6,0
FAHRRADABSTELLANLAGEOGD.4735586,POINT (16.384240554985382 48.24106303570889),4735586,,20,"Maria-Restituta-Platz, neben Engerthstraﬂe 61-63",16,0
FAHRRADABSTELLANLAGEOGD.4735587,POINT (16.371857843239976 48.227950980103365),4735587,,20,Staudingergasse 16,12,0
FAHRRADABSTELLANLAGEOGD.4735588,POINT (16.369684311229406 48.20273561764781),4735588,,1,"Opernring - Karajan Platz, K‰rntner Straﬂe",16,0
FAHRRADABSTELLANLAGEOGD.4735589,POINT (16.37410252422323 48.221621311061824),4735589,,2,Leopoldsgasse 2,8,0
FAHRRADABSTELLANLAGEOGD.4735590,POINT (16.3677380579367 48.20292701492786),4735590,,1,Opernring 4,8,0
FAHRRADABSTELLANLAGEOGD.4735591,POINT (16.353182716017354 48.19312046513934),4735591,,6,Hofm¸hlgasse 5,8,0
FAHRRADABSTELLANLAGEOGD.4735592,POINT (16.35868123180789 48.21232363492483),4735592,,1,Rathausplatz 4,8,0
FAHRRADABSTELLANLAGEOGD.4735593,POINT (16.360640069891314 48.212310093652746),4735593,,1,"Rathausplatz†5, (Universit‰t)",8,0
FAHRRADABSTELLANLAGEOGD.4735594,POINT (16.35575254773098 48.20889248708053),4735594,,1,"Rathausstraﬂe 1, rechts vom Eingang",8,0
FAHRRADABSTELLANLAGEOGD.4735595,POINT (16.35570620037755 48.208726031323714),4735595,,1,"Rathausstraﬂe 1, links vom Eingang",8,0
FAHRRADABSTELLANLAGEOGD.4735596,POINT (16.3530712776217 48.2066392878907),4735596,,8,Lange Gasse 2,6,0
FAHRRADABSTELLANLAGEOGD.4735597,POINT (16.35695459102075 48.2125625686151),4735597,,1,Rathausstraﬂe 18,8,0
FAHRRADABSTELLANLAGEOGD.4735598,POINT (16.359130748291047 48.21285541963691),4735598,,1,"Reichsratsstraﬂe 4, (Universit‰t)",8,0
FAHRRADABSTELLANLAGEOGD.4735599,POINT (16.35938928278551 48.21359299617638),4735599,,1,"Reichsratsstraﬂe 6, (Universit‰t)",20,0
FAHRRADABSTELLANLAGEOGD.4735600,POINT (16.372231077487147 48.2143929689788),4735600,,1,Rudolfsplatz 5B,6,0
FAHRRADABSTELLANLAGEOGD.4735601,POINT (16.34470977975752 48.19245853559574),4735601,,6,Liniengasse†21,10,0
FAHRRADABSTELLANLAGEOGD.4735602,POINT (16.365427372888515 48.20177499885903),4735602,,1,"Schillerplatz 3, Seite Gauermanngasse",14,0
FAHRRADABSTELLANLAGEOGD.4735603,POINT (16.364425826034545 48.21389078741287),4735603,,1,"Schottenbastei, Heﬂgasse",6,0
FAHRRADABSTELLANLAGEOGD.4735604,POINT (16.364412261888397 48.213938364619),4735604,,1,"Schottenbastei, Heﬂgasse",4,0
FAHRRADABSTELLANLAGEOGD.4735605,POINT (16.365103294395855 48.21430592270997),4735605,,1,Schottenbastei 11,10,0
FAHRRADABSTELLANLAGEOGD.4735606,POINT (16.3629155433947 48.21397422012017),4735606,,1,"Schottenring, Schottengasse",6,0
FAHRRADABSTELLANLAGEOGD.4735607,POINT (16.36296368913769 48.21400102648727),4735607,,1,"Schottenring, Schottengasse",6,0
FAHRRADABSTELLANLAGEOGD.4735608,POINT (16.36755767268562 48.216009868014154),4735608,,1,Schottenring†18A,4,0
FAHRRADABSTELLANLAGEOGD.4735609,POINT (16.362690974458086 48.21391521423919),4735609,,1,"Schottenring†2-6, Schottengasse",16,0
FAHRRADABSTELLANLAGEOGD.4735610,POINT (16.367404032246167 48.216370580878994),4735610,,1,Schottenring†21,6,0
FAHRRADABSTELLANLAGEOGD.4735611,POINT (16.368489703865787 48.21654142859817),4735611,,1,Schottenring†24,4,0
FAHRRADABSTELLANLAGEOGD.4735612,POINT (16.36237423038209 48.212091292549935),4735612,,1,Schreyvogelgasse 3,8,0
FAHRRADABSTELLANLAGEOGD.4735613,POINT (16.352633645816724 48.199966183937796),4735613,,7,Kirchengasse 3,6,0
FAHRRADABSTELLANLAGEOGD.4735614,POINT (16.37501631694955 48.202079643885),4735614,,1,Schubertring 12,6,0
FAHRRADABSTELLANLAGEOGD.4735615,POINT (16.352181837068215 48.194043878817126),4735615,,6,Magdalenenstraﬂe 33,6,0
FAHRRADABSTELLANLAGEOGD.4735616,POINT (16.354939672190394 48.1968756503785),4735616,,6,"Eggerthgasse 6, 2 Stk. Bestandserweiterung 5.4.2012",8,0
FAHRRADABSTELLANLAGEOGD.4735617,POINT (16.37422413736373 48.2009209755341),4735617,,1,Schwarzenbergplatz 16,8,0
